Entity,Code,Year,Completion rate in upper secondary education,Normalized  harmonized test scores among all students,Expected years of schooling,Population,World regions according to WB
Germany,DEU,1803,,,,18898381.0,
Germany,DEU,1804,,,,19207698.0,
Germany,DEU,1805,,,,19522077.0,
Germany,DEU,1806,,,,19841601.0,
Germany,DEU,1807,,,,20166356.0,
Germany,DEU,1808,,,,20496425.0,
Germany,DEU,1809,,,,20831897.0,
Germany,DEU,1810,,,,21178441.0,
Germany,DEU,1811,,,,21525076.0,
Germany,DEU,1812,,,,21877384.0,
Germany,DEU,1813,,,,22235459.0,
Germany,DEU,1814,,,,22599394.0,
Germany,DEU,1815,,,,22969286.0,
Germany,DEU,1816,,,,23345232.0,
Germany,DEU,1817,,,,23727332.0,
Germany,DEU,1818,,,,24115685.0,
Germany,DEU,1819,,,,24488367.0,
Germany,DEU,1820,,,,24844857.0,
Germany,DEU,1821,,,,25184625.0,
Germany,DEU,1822,,,,25507128.0,
Germany,DEU,1823,,,,25811809.0,
Germany,DEU,1824,,,,26120130.0,
Germany,DEU,1825,,,,26432134.0,
Germany,DEU,1826,,,,26747865.0,
Germany,DEU,1827,,,,27067367.0,
Germany,DEU,1828,,,,27390685.0,
Germany,DEU,1829,,,,27709637.0,
Germany,DEU,1830,,,,28024082.0,
Germany,DEU,1831,,,,28333882.0,
Germany,DEU,1832,,,,28638891.0,
Germany,DEU,1833,,,,28938965.0,
Germany,DEU,1834,,,,29242182.0,
Germany,DEU,1835,,,,29548576.0,
Germany,DEU,1836,,,,29858181.0,
Germany,DEU,1837,,,,30171030.0,
Germany,DEU,1838,,,,30487157.0,
Germany,DEU,1839,,,,30791884.0,
Germany,DEU,1840,,,,31084973.0,
Germany,DEU,1841,,,,31366182.0,
Germany,DEU,1842,,,,31635265.0,
Germany,DEU,1843,,,,31891972.0,
Germany,DEU,1844,,,,32150762.0,
Germany,DEU,1845,,,,32411652.0,
Germany,DEU,1846,,,,32674660.0,
Germany,DEU,1847,,,,32939801.0,
Germany,DEU,1848,,,,33207094.0,
Germany,DEU,1849,,,,33466493.0,
Germany,DEU,1850,,,,33717866.0,
Germany,DEU,1851,,,,33977773.0,
Germany,DEU,1852,,,,34229621.0,
Germany,DEU,1853,,,,34473260.0,
Germany,DEU,1854,,,,34718626.0,
Germany,DEU,1855,,,,34965729.0,
Germany,DEU,1856,,,,35214583.0,
Germany,DEU,1857,,,,35465199.0,
Germany,DEU,1858,,,,35717590.0,
Germany,DEU,1859,,,,35985319.0,
Germany,DEU,1860,,,,36268623.0,
Germany,DEU,1861,,,,36567743.0,
Germany,DEU,1862,,,,36882921.0,
Germany,DEU,1863,,,,37214403.0,
Germany,DEU,1864,,,,37548856.0,
Germany,DEU,1865,,,,37886306.0,
Germany,DEU,1866,,,,38226779.0,
Germany,DEU,1867,,,,38570302.0,
Germany,DEU,1868,,,,38916904.0,
Germany,DEU,1869,,,,39281564.0,
Germany,DEU,1870,,,,39664615.0,
Germany,DEU,1871,,,,40066395.0,
Germany,DEU,1872,,,,40487243.0,
Germany,DEU,1873,,,,40927508.0,
Germany,DEU,1874,,,,41372550.0,
Germany,DEU,1875,,,,41822422.0,
Germany,DEU,1876,,,,42277176.0,
Germany,DEU,1877,,,,42736865.0,
Germany,DEU,1878,,,,43201541.0,
Germany,DEU,1879,,,,43659611.0,
Germany,DEU,1880,,,,44110884.0,
Germany,DEU,1881,,,,44555169.0,
Germany,DEU,1882,,,,44992270.0,
Germany,DEU,1883,,,,45421989.0,
Germany,DEU,1884,,,,45855801.0,
Germany,DEU,1885,,,,46293746.0,
Germany,DEU,1886,,,,46735862.0,
Germany,DEU,1887,,,,47182190.0,
Germany,DEU,1888,,,,47632769.0,
Germany,DEU,1889,,,,48129782.0,
Germany,DEU,1890,,,,48674276.0,
Germany,DEU,1891,,,,49267320.0,
Germany,DEU,1892,,,,49910000.0,
Germany,DEU,1893,,,,50603420.0,
Germany,DEU,1894,,,,51306462.0,
Germany,DEU,1895,,,,52019260.0,
Germany,DEU,1896,,,,52741949.0,
Germany,DEU,1897,,,,53474665.0,
Germany,DEU,1898,,,,54217548.0,
Germany,DEU,1899,,,,54984276.0,
Germany,DEU,1900,,,,55775391.0,
Germany,DEU,1901,,,,56591445.0,
Germany,DEU,1902,,,,57433002.0,
Germany,DEU,1903,,,,58300637.0,
Germany,DEU,1904,,,,59181365.0,
Germany,DEU,1905,,,,60075384.0,
Germany,DEU,1906,,,,60982895.0,
Germany,DEU,1907,,,,61904101.0,
Germany,DEU,1908,,,,62839208.0,
Germany,DEU,1909,,,,63557664.0,
Germany,DEU,1910,,,,64056716.0,
Germany,DEU,1911,,,,64333569.0,
Germany,DEU,1912,,,,64385385.0,
Germany,DEU,1913,,,,64209282.0,
Germany,DEU,1914,,,,64033646.0,
Germany,DEU,1915,,,,63858476.0,
Germany,DEU,1916,,,,63683770.0,
Germany,DEU,1917,,,,63509528.0,
Germany,DEU,1918,,,,63305628.0,
Germany,DEU,1919,,,,63226761.0,
Germany,DEU,1920,,,,63273356.0,
Germany,DEU,1921,,,,63445847.0,
Germany,DEU,1922,,,,63744670.0,
Germany,DEU,1923,,,,64170268.0,
Germany,DEU,1924,,,,64598707.0,
Germany,DEU,1925,,,,65030007.0,
Germany,DEU,1926,,,,65464186.0,
Germany,DEU,1927,,,,65901264.0,
Germany,DEU,1928,,,,66341260.0,
Germany,DEU,1929,,,,66789491.0,
Germany,DEU,1930,,,,67246048.0,
Germany,DEU,1931,,,,67711026.0,
Germany,DEU,1932,,,,68184518.0,
Germany,DEU,1933,,,,68666619.0,
Germany,DEU,1934,,,,69152129.0,
Germany,DEU,1935,,,,69641071.0,
Germany,DEU,1936,,,,70133471.0,
Germany,DEU,1937,,,,70629352.0,
Germany,DEU,1938,,,,71128740.0,
Germany,DEU,1939,,,,71499194.0,
Germany,DEU,1940,,,,71740083.0,
Germany,DEU,1941,,,,71850770.0,
Germany,DEU,1942,,,,71830612.0,
Germany,DEU,1943,,,,71678963.0,
Germany,DEU,1944,,,,71527635.0,
Germany,DEU,1945,,,,71376625.0,
Germany,DEU,1946,,,,71225935.0,
Germany,DEU,1947,,,,71075562.0,
Germany,DEU,1948,,,,70925507.0,
Germany,DEU,1949,,,,70888212.0,
Germany,DEU,1950,,,,69847778.0,
Germany,DEU,1951,,,,69782050.0,
Germany,DEU,1952,,,,69826948.0,
Germany,DEU,1953,,,,69935116.0,
Germany,DEU,1954,,,,70104621.0,
Germany,DEU,1955,,,,70334149.0,
Germany,DEU,1956,,,,70613897.0,
Germany,DEU,1957,,,,71088145.0,
Germany,DEU,1958,,,,71694674.0,
Germany,DEU,1959,,,,72241718.0,
Germany,DEU,1960,,,,72811635.0,
Germany,DEU,1961,,,,73376114.0,
Germany,DEU,1962,,,,73997000.0,
Germany,DEU,1963,,,,74698003.0,
Germany,DEU,1964,,,,75313480.0,
Germany,DEU,1965,,,,75966968.0,
Germany,DEU,1966,,,,76611025.0,
Germany,DEU,1967,,,,76970794.0,
Germany,DEU,1968,,,,77321280.0,
Germany,DEU,1969,,,,77944022.0,
Germany,DEU,1970,,,,78205103.0,
Germany,DEU,1971,,,,78345876.0,
Germany,DEU,1972,,,,78719924.0,
Germany,DEU,1973,,,,78966975.0,
Germany,DEU,1974,,,,78996691.0,
Germany,DEU,1975,,,,78701861.0,
Germany,DEU,1976,,,,78364503.0,
Germany,DEU,1977,,,,78185560.0,
Germany,DEU,1978,,,,78115357.0,
Germany,DEU,1979,,,,78147898.0,
Germany,DEU,1980,,,,78315373.0,
Germany,DEU,1981,,,,78448044.0,
Germany,DEU,1982,,,,78393670.0,
Germany,DEU,1983,,,,78224137.0,
Germany,DEU,1984,,,,77998197.0,
Germany,DEU,1985,,,,77863423.0,
Germany,DEU,1986,,,,77923806.0,
Germany,DEU,1987,,,,78062321.0,
Germany,DEU,1988,,,,78385992.0,
Germany,DEU,1989,,,,79007062.0,
Germany,DEU,2024,,,,84552234.0,
Germany,DEU,2025,,,,84075075.0,
Germany,DEU,2026,,,,83644257.0,
Germany,DEU,2027,,,,83442707.0,
Germany,DEU,2028,,,,83229087.0,
Germany,DEU,2029,,,,83005443.0,
Germany,DEU,2030,,,,82780958.0,
Germany,DEU,2031,,,,82552440.0,
Germany,DEU,2032,,,,82323674.0,
Germany,DEU,2033,,,,82099752.0,
Germany,DEU,2034,,,,81882649.0,
Germany,DEU,2035,,,,81669908.0,
Germany,DEU,2036,,,,81443399.0,
Germany,DEU,2037,,,,81216897.0,
Germany,DEU,2038,,,,80993995.0,
Germany,DEU,2039,,,,80770015.0,
Germany,DEU,2040,,,,80551735.0,
Germany,DEU,2041,,,,80345659.0,
Germany,DEU,2042,,,,80149109.0,
Germany,DEU,2043,,,,79942139.0,
Germany,DEU,2044,,,,79719611.0,
Germany,DEU,2045,,,,79491791.0,
Germany,DEU,2046,,,,79264454.0,
Germany,DEU,2047,,,,79034282.0,
Germany,DEU,2048,,,,78791088.0,
Germany,DEU,2049,,,,78540889.0,
Germany,DEU,2050,,,,78294606.0,
Germany,DEU,2051,,,,78048438.0,
Germany,DEU,2052,,,,77800878.0,
Germany,DEU,2053,,,,77539857.0,
Germany,DEU,2054,,,,77258783.0,
Germany,DEU,2055,,,,76970310.0,
Germany,DEU,2056,,,,76687006.0,
Germany,DEU,2057,,,,76408116.0,
Germany,DEU,2058,,,,76129113.0,
Germany,DEU,2059,,,,75861387.0,
Germany,DEU,2060,,,,75604598.0,
Germany,DEU,2061,,,,75361466.0,
Germany,DEU,2062,,,,75130986.0,
Germany,DEU,2063,,,,74909569.0,
Germany,DEU,2064,,,,74701726.0,
Germany,DEU,2065,,,,74503008.0,
Germany,DEU,2066,,,,74308695.0,
Germany,DEU,2067,,,,74117866.0,
Germany,DEU,2068,,,,73940351.0,
Germany,DEU,2069,,,,73773326.0,
Germany,DEU,2070,,,,73615847.0,
Germany,DEU,2071,,,,73459600.0,
Germany,DEU,2072,,,,73301601.0,
Germany,DEU,2073,,,,73144648.0,
Germany,DEU,2074,,,,72985143.0,
Germany,DEU,2075,,,,72838468.0,
Germany,DEU,2076,,,,72691186.0,
Germany,DEU,2077,,,,72532968.0,
Germany,DEU,2078,,,,72383095.0,
Germany,DEU,2079,,,,72244179.0,
Germany,DEU,2080,,,,72112508.0,
Germany,DEU,2081,,,,71991193.0,
Germany,DEU,2082,,,,71881433.0,
Germany,DEU,2083,,,,71775291.0,
Germany,DEU,2084,,,,71672974.0,
Germany,DEU,2085,,,,71576217.0,
Germany,DEU,2086,,,,71478454.0,
Germany,DEU,2087,,,,71387348.0,
Germany,DEU,2088,,,,71315946.0,
Germany,DEU,2089,,,,71258999.0,
Germany,DEU,2090,,,,71200402.0,
Germany,DEU,2091,,,,71145639.0,
Germany,DEU,2092,,,,71109275.0,
Germany,DEU,2093,,,,71085835.0,
Germany,DEU,2094,,,,71065765.0,
Germany,DEU,2095,,,,71045892.0,
Germany,DEU,2096,,,,71019879.0,
Germany,DEU,2097,,,,70982922.0,
Germany,DEU,2098,,,,70953025.0,
Germany,DEU,2099,,,,70930781.0,
Germany,DEU,2100,,,,70899865.0,
Italy,ITA,2010,,0.8585464,16.23377,60164212.0,
Italy,ITA,2017,,0.8786325,16.14879,60390317.0,
Italy,ITA,2018,,0.8781079,16.28826,60277496.0,
Italy,ITA,2020,,0.84271425,16.53113,59912763.0,
Italy,ITA,1990,,,12.96342,57031457.0,
Italy,ITA,1991,,,13.15884,57075394.0,
Italy,ITA,1992,,,13.5321,57124993.0,
Italy,ITA,1993,,,13.82783,57170762.0,
Italy,ITA,1994,,,14.36687,57420136.0,
Italy,ITA,1995,,,14.54401,57403342.0,
Italy,ITA,1996,,,14.72265,57162098.0,
Italy,ITA,1997,,,14.98874,57189272.0,
Italy,ITA,1998,,,15.09491,57215190.0,
Italy,ITA,1999,,,15.09481,57240796.0,
Italy,ITA,2000,,,15.08234,57272200.0,
Italy,ITA,2001,,,15.40864,57305760.0,
Italy,ITA,2002,,,15.64844,57420636.0,
Italy,ITA,2003,,,15.9122,57739697.0,
Italy,ITA,2004,,,16.06415,58176736.0,
Italy,ITA,2005,,,16.19094,58519696.0,
Italy,ITA,2006,,,16.31435,58754434.0,
Italy,ITA,2007,,,16.38709,59108723.0,
Italy,ITA,2008,,,16.35217,59561687.0,
Italy,ITA,2009,,,16.28169,59904016.0,
Italy,ITA,2011,,,16.39005,60367882.0,
Italy,ITA,2012,,,16.17154,60531522.0,
Italy,ITA,2013,,,15.97973,60653864.0,
Italy,ITA,2014,,,15.96412,60664169.0,
Italy,ITA,2015,,,15.95447,60575314.0,
Italy,ITA,2016,,,15.95277,60478103.0,
Italy,ITA,2019,,,16.38013,60130136.0,
Italy,ITA,2021,,,16.60483,59729353.0,
Italy,ITA,2022,,,16.7142,59619106.0,
Italy,ITA,2023,,,16.7142,59499452.0,Europe and Central Asia (WB)
Italy,ITA,-10000,,,,12658.0,
Italy,ITA,-9000,,,,16879.0,
Italy,ITA,-8000,,,,22509.0,
Italy,ITA,-7000,,,,30019.0,
Italy,ITA,-6000,,,,52539.0,
Italy,ITA,-5000,,,,75078.0,
Italy,ITA,-4000,,,,150157.0,
Italy,ITA,-3000,,,,300314.0,
Italy,ITA,-2000,,,,1000628.0,
Italy,ITA,-1000,,,,2001257.0,
Italy,ITA,0,,,,7459070.0,
Italy,ITA,100,,,,7083713.0,
Italy,ITA,200,,,,6707595.0,
Italy,ITA,300,,,,6331477.0,
Italy,ITA,400,,,,5955361.0,
Italy,ITA,500,,,,3984794.0,
Italy,ITA,600,,,,2003606.0,
Italy,ITA,700,,,,3003664.0,
Italy,ITA,800,,,,4003724.0,
Italy,ITA,900,,,,4503786.0,
Italy,ITA,1000,,,,5203848.0,
Italy,ITA,1100,,,,6503911.0,
Italy,ITA,1200,,,,8503977.0,
Italy,ITA,1300,,,,12504043.0,
Italy,ITA,1400,,,,8004110.0,
Italy,ITA,1500,,,,9004179.0,
Italy,ITA,1600,,,,13277249.0,
Italy,ITA,1700,,,,13485321.0,
Italy,ITA,1710,,,,13900171.0,
Italy,ITA,1720,,,,14379528.0,
Italy,ITA,1730,,,,14875420.0,
Italy,ITA,1740,,,,15388414.0,
Italy,ITA,1750,,,,15919102.0,
Italy,ITA,1760,,,,16468094.0,
Italy,ITA,1770,,,,17036020.0,
Italy,ITA,1780,,,,17623536.0,
Italy,ITA,1790,,,,18231314.0,
Italy,ITA,1800,,,,19000000.0,
Italy,ITA,1801,,,,19057138.0,
Italy,ITA,1802,,,,19114447.0,
Italy,ITA,1803,,,,19171929.0,
Italy,ITA,1804,,,,19229584.0,
Italy,ITA,1805,,,,19287412.0,
Italy,ITA,1806,,,,19345415.0,
Italy,ITA,1807,,,,19403591.0,
Italy,ITA,1808,,,,19461943.0,
Italy,ITA,1809,,,,19520470.0,
Italy,ITA,1810,,,,19579349.0,
Italy,ITA,1811,,,,19638229.0,
Italy,ITA,1812,,,,19697286.0,
Italy,ITA,1813,,,,19756521.0,
Italy,ITA,1814,,,,19815934.0,
Italy,ITA,1815,,,,19875525.0,
Italy,ITA,1816,,,,19935296.0,
Italy,ITA,1817,,,,19995247.0,
Italy,ITA,1818,,,,20055377.0,
Italy,ITA,1819,,,,20129529.0,
Italy,ITA,1820,,,,20217832.0,
Italy,ITA,1821,,,,20320419.0,
Italy,ITA,1822,,,,20437423.0,
Italy,ITA,1823,,,,20568978.0,
Italy,ITA,1824,,,,20701381.0,
Italy,ITA,1825,,,,20834635.0,
Italy,ITA,1826,,,,20968748.0,
Italy,ITA,1827,,,,21103723.0,
Italy,ITA,1828,,,,21239568.0,
Italy,ITA,1829,,,,21376294.0,
Italy,ITA,1830,,,,21513909.0,
Italy,ITA,1831,,,,21652416.0,
Italy,ITA,1832,,,,21791823.0,
Italy,ITA,1833,,,,21932135.0,
Italy,ITA,1834,,,,22073351.0,
Italy,ITA,1835,,,,22215476.0,
Italy,ITA,1836,,,,22358516.0,
Italy,ITA,1837,,,,22502477.0,
Italy,ITA,1838,,,,22647364.0,
Italy,ITA,1839,,,,22793194.0,
Italy,ITA,1840,,,,22939972.0,
Italy,ITA,1841,,,,23087704.0,
Italy,ITA,1842,,,,23236396.0,
Italy,ITA,1843,,,,23386055.0,
Italy,ITA,1844,,,,23536678.0,
Italy,ITA,1845,,,,23688271.0,
Italy,ITA,1846,,,,23840841.0,
Italy,ITA,1847,,,,23994393.0,
Italy,ITA,1848,,,,24148934.0,
Italy,ITA,1849,,,,24304454.0,
Italy,ITA,1850,,,,24460960.0,
Italy,ITA,1851,,,,24612813.0,
Italy,ITA,1852,,,,24765592.0,
Italy,ITA,1853,,,,24919302.0,
Italy,ITA,1854,,,,25073965.0,
Italy,ITA,1855,,,,25229586.0,
Italy,ITA,1856,,,,25386172.0,
Italy,ITA,1857,,,,25543728.0,
Italy,ITA,1858,,,,25702261.0,
Italy,ITA,1859,,,,25863255.0,
Italy,ITA,1860,,,,26026734.0,
Italy,ITA,1861,,,,26192723.0,
Italy,ITA,1862,,,,26361247.0,
Italy,ITA,1863,,,,26532332.0,
Italy,ITA,1864,,,,26704525.0,
Italy,ITA,1865,,,,26877835.0,
Italy,ITA,1866,,,,27052267.0,
Italy,ITA,1867,,,,27227831.0,
Italy,ITA,1868,,,,27404532.0,
Italy,ITA,1869,,,,27576990.0,
Italy,ITA,1870,,,,27745148.0,
Italy,ITA,1871,,,,27908950.0,
Italy,ITA,1872,,,,28068339.0,
Italy,ITA,1873,,,,28223256.0,
Italy,ITA,1874,,,,28379027.0,
Italy,ITA,1875,,,,28535657.0,
Italy,ITA,1876,,,,28693149.0,
Italy,ITA,1877,,,,28851509.0,
Italy,ITA,1878,,,,29010741.0,
Italy,ITA,1879,,,,29178818.0,
Italy,ITA,1880,,,,29355842.0,
Italy,ITA,1881,,,,29541914.0,
Italy,ITA,1882,,,,29737139.0,
Italy,ITA,1883,,,,29941621.0,
Italy,ITA,1884,,,,30147508.0,
Italy,ITA,1885,,,,30354809.0,
Italy,ITA,1886,,,,30563534.0,
Italy,ITA,1887,,,,30773692.0,
Italy,ITA,1888,,,,30985293.0,
Italy,ITA,1889,,,,31191675.0,
Italy,ITA,1890,,,,31392763.0,
Italy,ITA,1891,,,,31588484.0,
Italy,ITA,1892,,,,31778763.0,
Italy,ITA,1893,,,,31963526.0,
Italy,ITA,1894,,,,32149360.0,
Italy,ITA,1895,,,,32336274.0,
Italy,ITA,1896,,,,32524272.0,
Italy,ITA,1897,,,,32713362.0,
Italy,ITA,1898,,,,32903549.0,
Italy,ITA,1899,,,,33109815.0,
Italy,ITA,1900,,,,33332371.0,
Italy,ITA,1901,,,,33571430.0,
Italy,ITA,1902,,,,33827207.0,
Italy,ITA,1903,,,,34099919.0,
Italy,ITA,1904,,,,34374827.0,
Italy,ITA,1905,,,,34651950.0,
Italy,ITA,1906,,,,34931305.0,
Italy,ITA,1907,,,,35212911.0,
Italy,ITA,1908,,,,35496784.0,
Italy,ITA,1909,,,,35739219.0,
Italy,ITA,1910,,,,35939804.0,
Italy,ITA,1911,,,,36098124.0,
Italy,ITA,1912,,,,36213760.0,
Italy,ITA,1913,,,,36286291.0,
Italy,ITA,1914,,,,36358965.0,
Italy,ITA,1915,,,,36431783.0,
Italy,ITA,1916,,,,36504744.0,
Italy,ITA,1917,,,,36577850.0,
Italy,ITA,1918,,,,36659635.0,
Italy,ITA,1919,,,,36789373.0,
Italy,ITA,1920,,,,36967588.0,
Italy,ITA,1921,,,,37194808.0,
Italy,ITA,1922,,,,37471567.0,
Italy,ITA,1923,,,,37798403.0,
Italy,ITA,1924,,,,38128090.0,
Italy,ITA,1925,,,,38460652.0,
Italy,ITA,1926,,,,38796116.0,
Italy,ITA,1927,,,,39134505.0,
Italy,ITA,1928,,,,39475845.0,
Italy,ITA,1929,,,,39817412.0,
Italy,ITA,1930,,,,40159184.0,
Italy,ITA,1931,,,,40501139.0,
Italy,ITA,1932,,,,40843255.0,
Italy,ITA,1933,,,,41185511.0,
Italy,ITA,1934,,,,41530635.0,
Italy,ITA,1935,,,,41878651.0,
Italy,ITA,1936,,,,42229584.0,
Italy,ITA,1937,,,,42583457.0,
Italy,ITA,1938,,,,42940295.0,
Italy,ITA,1939,,,,43279914.0,
Italy,ITA,1940,,,,43602046.0,
Italy,ITA,1941,,,,43906421.0,
Italy,ITA,1942,,,,44192767.0,
Italy,ITA,1943,,,,44460808.0,
Italy,ITA,1944,,,,44730474.0,
Italy,ITA,1945,,,,45001776.0,
Italy,ITA,1946,,,,45274723.0,
Italy,ITA,1947,,,,45549326.0,
Italy,ITA,1948,,,,45825595.0,
Italy,ITA,1949,,,,46106450.0,
Italy,ITA,1950,,,,46391674.0,
Italy,ITA,1951,,,,46751901.0,
Italy,ITA,1952,,,,47018177.0,
Italy,ITA,1953,,,,47410885.0,
Italy,ITA,1954,,,,47832233.0,
Italy,ITA,1955,,,,48130817.0,
Italy,ITA,1956,,,,48401948.0,
Italy,ITA,1957,,,,48657025.0,
Italy,ITA,1958,,,,48927096.0,
Italy,ITA,1959,,,,49219450.0,
Italy,ITA,1960,,,,49514555.0,
Italy,ITA,1961,,,,49815254.0,
Italy,ITA,1962,,,,50170591.0,
Italy,ITA,1963,,,,50570978.0,
Italy,ITA,1964,,,,51019579.0,
Italy,ITA,1965,,,,51480733.0,
Italy,ITA,1966,,,,51919068.0,
Italy,ITA,1967,,,,52338335.0,
Italy,ITA,1968,,,,52712156.0,
Italy,ITA,1969,,,,53060141.0,
Italy,ITA,1970,,,,53390231.0,
Italy,ITA,1971,,,,53707794.0,
Italy,ITA,1972,,,,54067562.0,
Italy,ITA,1973,,,,54450571.0,
Italy,ITA,1974,,,,54821114.0,
Italy,ITA,1975,,,,55166046.0,
Italy,ITA,1976,,,,55459415.0,
Italy,ITA,1977,,,,55714552.0,
Italy,ITA,1978,,,,55938969.0,
Italy,ITA,1979,,,,56132382.0,
Italy,ITA,1980,,,,56412086.0,
Italy,ITA,1981,,,,56646752.0,
Italy,ITA,1982,,,,56719178.0,
Italy,ITA,1983,,,,56766114.0,
Italy,ITA,1984,,,,56810355.0,
Italy,ITA,1985,,,,56855499.0,
Italy,ITA,1986,,,,56875982.0,
Italy,ITA,1987,,,,56891919.0,
Italy,ITA,1988,,,,56928748.0,
Italy,ITA,1989,,,,56976750.0,
Italy,ITA,2024,,,,59342870.0,
Italy,ITA,2025,,,,59146263.0,
Italy,ITA,2026,,,,58926166.0,
Italy,ITA,2027,,,,58688779.0,
Italy,ITA,2028,,,,58445827.0,
Italy,ITA,2029,,,,58201024.0,
Italy,ITA,2030,,,,57946071.0,
Italy,ITA,2031,,,,57680127.0,
Italy,ITA,2032,,,,57416500.0,
Italy,ITA,2033,,,,57156447.0,
Italy,ITA,2034,,,,56890920.0,
Italy,ITA,2035,,,,56620011.0,
Italy,ITA,2036,,,,56348688.0,
Italy,ITA,2037,,,,56074673.0,
Italy,ITA,2038,,,,55796256.0,
Italy,ITA,2039,,,,55511316.0,
Italy,ITA,2040,,,,55221170.0,
Italy,ITA,2041,,,,54931951.0,
Italy,ITA,2042,,,,54635956.0,
Italy,ITA,2043,,,,54323773.0,
Italy,ITA,2044,,,,54004349.0,
Italy,ITA,2045,,,,53680468.0,
Italy,ITA,2046,,,,53346075.0,
Italy,ITA,2047,,,,52998850.0,
Italy,ITA,2048,,,,52640788.0,
Italy,ITA,2049,,,,52273387.0,
Italy,ITA,2050,,,,51891098.0,
Italy,ITA,2051,,,,51499508.0,
Italy,ITA,2052,,,,51102070.0,
Italy,ITA,2053,,,,50692373.0,
Italy,ITA,2054,,,,50271518.0,
Italy,ITA,2055,,,,49842499.0,
Italy,ITA,2056,,,,49401279.0,
Italy,ITA,2057,,,,48952796.0,
Italy,ITA,2058,,,,48499943.0,
Italy,ITA,2059,,,,48042232.0,
Italy,ITA,2060,,,,47584458.0,
Italy,ITA,2061,,,,47127113.0,
Italy,ITA,2062,,,,46670717.0,
Italy,ITA,2063,,,,46222620.0,
Italy,ITA,2064,,,,45784537.0,
Italy,ITA,2065,,,,45352673.0,
Italy,ITA,2066,,,,44931304.0,
Italy,ITA,2067,,,,44524300.0,
Italy,ITA,2068,,,,44126161.0,
Italy,ITA,2069,,,,43734709.0,
Italy,ITA,2070,,,,43353330.0,
Italy,ITA,2071,,,,42985999.0,
Italy,ITA,2072,,,,42631503.0,
Italy,ITA,2073,,,,42288851.0,
Italy,ITA,2074,,,,41958153.0,
Italy,ITA,2075,,,,41641713.0,
Italy,ITA,2076,,,,41341939.0,
Italy,ITA,2077,,,,41053535.0,
Italy,ITA,2078,,,,40772234.0,
Italy,ITA,2079,,,,40495651.0,
Italy,ITA,2080,,,,40225867.0,
Italy,ITA,2081,,,,39963230.0,
Italy,ITA,2082,,,,39704910.0,
Italy,ITA,2083,,,,39452312.0,
Italy,ITA,2084,,,,39203214.0,
Italy,ITA,2085,,,,38955408.0,
Italy,ITA,2086,,,,38713095.0,
Italy,ITA,2087,,,,38472532.0,
Italy,ITA,2088,,,,38231432.0,
Italy,ITA,2089,,,,37989931.0,
Italy,ITA,2090,,,,37748590.0,
Italy,ITA,2091,,,,37511050.0,
Italy,ITA,2092,,,,37272503.0,
Italy,ITA,2093,,,,37035404.0,
Italy,ITA,2094,,,,36801813.0,
Italy,ITA,2095,,,,36565448.0,
Italy,ITA,2096,,,,36327286.0,
Italy,ITA,2097,,,,36088274.0,
Italy,ITA,2098,,,,35851667.0,
Italy,ITA,2099,,,,35615722.0,
Italy,ITA,2100,,,,35376820.0,
Spain,ESP,2010,,0.85569674,16.40281,46840469.0,
Spain,ESP,2017,,0.8786325,17.48013,46868594.0,
Spain,ESP,2018,,0.878231,17.51925,47092817.0,
Spain,ESP,2020,,0.8660191,17.46958,47679482.0,
Spain,ESP,1990,,,14.35658,39084975.0,
Spain,ESP,1991,,,14.61468,39201750.0,
Spain,ESP,1992,,,14.79842,39420344.0,
Spain,ESP,1993,,,15.25714,39651627.0,
Spain,ESP,1994,,,15.57324,39858721.0,
Spain,ESP,1995,,,15.75236,40052733.0,
Spain,ESP,1996,,,15.92307,40237375.0,
Spain,ESP,1997,,,15.86145,40423823.0,
Spain,ESP,1998,,,15.76969,40617436.0,
Spain,ESP,1999,,,15.72808,40812855.0,
Spain,ESP,2000,,,15.86467,41019772.0,
Spain,ESP,2001,,,15.92285,41245602.0,
Spain,ESP,2002,,,15.97022,41755703.0,
Spain,ESP,2003,,,15.89053,42506540.0,
Spain,ESP,2004,,,15.93444,43234562.0,
Spain,ESP,2005,,,15.98174,43958883.0,
Spain,ESP,2006,,,15.93113,44695446.0,
Spain,ESP,2007,,,15.91164,45516501.0,
Spain,ESP,2008,,,15.87374,46235055.0,
Spain,ESP,2009,,,15.95916,46635182.0,
Spain,ESP,2011,,,16.75148,46998040.0,
Spain,ESP,2012,,,16.98982,47018323.0,
Spain,ESP,2013,,,17.16381,46860394.0,
Spain,ESP,2014,,,17.28534,46720187.0,
Spain,ESP,2015,,,17.40424,46683683.0,
Spain,ESP,2016,,,17.43899,46732768.0,
Spain,ESP,2019,,,17.50081,47435121.0,
Spain,ESP,2021,,,17.80906,47735670.0,
Spain,ESP,2022,,,17.83031,47828386.0,
Spain,ESP,2023,,,17.83031,47911583.0,Europe and Central Asia (WB)
Spain,ESP,-10000,,,,18221.0,
Spain,ESP,-9000,,,,25510.0,
Spain,ESP,-8000,,,,35714.0,
Spain,ESP,-7000,,,,50000.0,
Spain,ESP,-6000,,,,50000.0,
Spain,ESP,-5000,,,,100000.0,
Spain,ESP,-4000,,,,200000.0,
Spain,ESP,-3000,,,,400000.0,
Spain,ESP,-2000,,,,1000000.0,
Spain,ESP,-1000,,,,2000000.0,
Spain,ESP,0,,,,4600000.0,
Spain,ESP,100,,,,4800000.0,
