AnnoS;AteneoNOME;AteneoCOD;Nome Gruppo Disciplinare;SESSO;Lau
2016;Basilicata;7601;Educazione e Formazione                                                                                                                                                                                                                                   ;F;54
2016;Bergamo;1601;Educazione e Formazione                                                                                                                                                                                                                                   ;F;482
2016;Bologna;3701;Educazione e Formazione                                                                                                                                                                                                                                   ;F;841
2016;Bolzano;2101;Educazione e Formazione                                                                                                                                                                                                                                   ;F;113
2016;Cagliari;9201;Educazione e Formazione                                                                                                                                                                                                                                   ;F;230
2016;Calabria;7801;Educazione e Formazione                                                                                                                                                                                                                                   ;F;328
2016;Cassino;6001;Educazione e Formazione                                                                                                                                                                                                                                   ;F;157
2016;Catania;8701;Educazione e Formazione                                                                                                                                                                                                                                   ;F;273
2016;Chieti e Pescara;6901;Educazione e Formazione                                                                                                                                                                                                                                   ;F;162
2016;Enna KORE;8601;Educazione e Formazione                                                                                                                                                                                                                                   ;F;25
2016;Ferrara;3801;Educazione e Formazione                                                                                                                                                                                                                                   ;F;79
2016;Firenze;4801;Educazione e Formazione                                                                                                                                                                                                                                   ;F;599
2016;Firenze IUL - telematica;4804;Educazione e Formazione                                                                                                                                                                                                                                   ;F;5
2016;Foggia;7101;Educazione e Formazione                                                                                                                                                                                                                                   ;F;168
2016;Genova;1001;Educazione e Formazione                                                                                                                                                                                                                                   ;F;248
2016;L'Aquila;6601;Educazione e Formazione                                                                                                                                                                                                                                   ;F;220
2016;Macerata;4301;Educazione e Formazione                                                                                                                                                                                                                                   ;F;391
2016;Messina;8301;Educazione e Formazione                                                                                                                                                                                                                                   ;F;321
2016;Milano Bicocca;1509;Educazione e Formazione                                                                                                                                                                                                                                   ;F;869
2016;Milano Cattolica;1504;Educazione e Formazione                                                                                                                                                                                                                                   ;F;674
2016;Modena e Reggio Emilia;3601;Educazione e Formazione                                                                                                                                                                                                                                   ;F;260
2016;Molise;7001;Educazione e Formazione                                                                                                                                                                                                                                   ;F;51
2016;Napoli Benincasa;6304;Educazione e Formazione                                                                                                                                                                                                                                   ;F;633
2016;Napoli Pegaso - telematica;6307;Educazione e Formazione                                                                                                                                                                                                                                   ;F;422
2016;Novedrate e-Campus - telematica;1301;Educazione e Formazione                                                                                                                                                                                                                                   ;F;30
2016;Padova;2801;Educazione e Formazione                                                                                                                                                                                                                                   ;F;542
2016;Palermo;8201;Educazione e Formazione                                                                                                                                                                                                                                   ;F;541
2016;Parma;3401;Educazione e Formazione                                                                                                                                                                                                                                   ;F;143
2016;Perugia;5401;Educazione e Formazione                                                                                                                                                                                                                                   ;F;167
2016;Roma La Sapienza;5801;Educazione e Formazione                                                                                                                                                                                                                                   ;F;88
2016;Roma LUMSA;5803;Educazione e Formazione                                                                                                                                                                                                                                   ;F;138
2016;Roma Marconi - telematica;5810;Educazione e Formazione                                                                                                                                                                                                                                   ;F;63
2016;Roma Tor Vergata;5802;Educazione e Formazione                                                                                                                                                                                                                                   ;F;65
2016;Roma Tre;5807;Educazione e Formazione                                                                                                                                                                                                                                   ;F;788
2016;Roma UNICUSANO - telematica;5815;Educazione e Formazione                                                                                                                                                                                                                                   ;F;205
2016;Salento;7501;Educazione e Formazione                                                                                                                                                                                                                                   ;F;240
2016;Salerno;6501;Educazione e Formazione                                                                                                                                                                                                                                   ;F;540
2016;Sassari;9001;Educazione e Formazione                                                                                                                                                                                                                                   ;F;81
2016;Siena;5201;Educazione e Formazione                                                                                                                                                                                                                                   ;F;106
2016;Torino;101;Educazione e Formazione                                                                                                                                                                                                                                   ;F;609
2016;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;Educazione e Formazione                                                                                                                                                                                                                                   ;F;4
2016;Trieste;3201;Educazione e Formazione                                                                                                                                                                                                                                   ;F;161
2016;Udine;3001;Educazione e Formazione                                                                                                                                                                                                                                   ;F;77
2016;Urbino;4101;Educazione e Formazione                                                                                                                                                                                                                                   ;F;167
2016;Verona;2301;Educazione e Formazione                                                                                                                                                                                                                                   ;F;354
2016;Aosta;701;Educazione e Formazione                                                                                                                                                                                                                                   ;M;2
2016;Bari;7201;Educazione e Formazione                                                                                                                                                                                                                                   ;M;20
2016;Basilicata;7601;Educazione e Formazione                                                                                                                                                                                                                                   ;M;3
2016;Bergamo;1601;Educazione e Formazione                                                                                                                                                                                                                                   ;M;54
2016;Bologna;3701;Educazione e Formazione                                                                                                                                                                                                                                   ;M;74
2016;Bolzano;2101;Educazione e Formazione                                                                                                                                                                                                                                   ;M;9
2016;Cagliari;9201;Educazione e Formazione                                                                                                                                                                                                                                   ;M;22
2016;Calabria;7801;Educazione e Formazione                                                                                                                                                                                                                                   ;M;22
2016;Cassino;6001;Educazione e Formazione                                                                                                                                                                                                                                   ;M;9
2016;Catania;8701;Educazione e Formazione                                                                                                                                                                                                                                   ;M;17
2016;Chieti e Pescara;6901;Educazione e Formazione                                                                                                                                                                                                                                   ;M;17
2016;Enna KORE;8601;Educazione e Formazione                                                                                                                                                                                                                                   ;M;3
2016;Ferrara;3801;Educazione e Formazione                                                                                                                                                                                                                                   ;M;4
2016;Firenze;4801;Educazione e Formazione                                                                                                                                                                                                                                   ;M;35
2016;Firenze IUL - telematica;4804;Educazione e Formazione                                                                                                                                                                                                                                   ;M;3
2016;Foggia;7101;Educazione e Formazione                                                                                                                                                                                                                                   ;M;12
2016;Genova;1001;Educazione e Formazione                                                                                                                                                                                                                                   ;M;25
2016;L'Aquila;6601;Educazione e Formazione                                                                                                                                                                                                                                   ;M;6
2016;Macerata;4301;Educazione e Formazione                                                                                                                                                                                                                                   ;M;18
2016;Messina;8301;Educazione e Formazione                                                                                                                                                                                                                                   ;M;15
2016;Milano Bicocca;1509;Educazione e Formazione                                                                                                                                                                                                                                   ;M;74
2016;Milano Cattolica;1504;Educazione e Formazione                                                                                                                                                                                                                                   ;M;45
2016;Modena e Reggio Emilia;3601;Educazione e Formazione                                                                                                                                                                                                                                   ;M;9
2016;Molise;7001;Educazione e Formazione                                                                                                                                                                                                                                   ;M;2
2016;Napoli Benincasa;6304;Educazione e Formazione                                                                                                                                                                                                                                   ;M;22
2016;Napoli Pegaso - telematica;6307;Educazione e Formazione                                                                                                                                                                                                                                   ;M;104
2016;Padova;2801;Educazione e Formazione                                                                                                                                                                                                                                   ;M;28
2016;Palermo;8201;Educazione e Formazione                                                                                                                                                                                                                                   ;M;29
2016;Parma;3401;Educazione e Formazione                                                                                                                                                                                                                                   ;M;13
2016;Perugia;5401;Educazione e Formazione                                                                                                                                                                                                                                   ;M;10
2016;Roma La Sapienza;5801;Educazione e Formazione                                                                                                                                                                                                                                   ;M;7
2016;Roma LUMSA;5803;Educazione e Formazione                                                                                                                                                                                                                                   ;M;6
2016;Roma Marconi - telematica;5810;Educazione e Formazione                                                                                                                                                                                                                                   ;M;25
2016;Roma Tor Vergata;5802;Educazione e Formazione                                                                                                                                                                                                                                   ;M;3
2016;Roma Tre;5807;Educazione e Formazione                                                                                                                                                                                                                                   ;M;51
2016;Roma UNICUSANO - telematica;5815;Educazione e Formazione                                                                                                                                                                                                                                   ;M;29
2016;Salento;7501;Educazione e Formazione                                                                                                                                                                                                                                   ;M;10
2016;Salerno;6501;Educazione e Formazione                                                                                                                                                                                                                                   ;M;24
2016;Sassari;9001;Educazione e Formazione                                                                                                                                                                                                                                   ;M;8
2016;Siena;5201;Educazione e Formazione                                                                                                                                                                                                                                   ;M;13
2016;Torino;101;Educazione e Formazione                                                                                                                                                                                                                                   ;M;37
2016;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;Educazione e Formazione                                                                                                                                                                                                                                   ;M;1
2016;Trieste;3201;Educazione e Formazione                                                                                                                                                                                                                                   ;M;6
2016;Udine;3001;Educazione e Formazione                                                                                                                                                                                                                                   ;M;3
2016;Urbino;4101;Educazione e Formazione                                                                                                                                                                                                                                   ;M;7
2016;Verona;2301;Educazione e Formazione                                                                                                                                                                                                                                   ;M;30
2016;Bari;7201;Giuridico                                                                                                                                                                                                                                                 ;F;485
2016;Benevento Giustino Fortunato - telematica;6202;Giuridico                                                                                                                                                                                                                                                 ;F;71
2016;Bergamo;1601;Giuridico                                                                                                                                                                                                                                                 ;F;93
2016;Bologna;3701;Giuridico                                                                                                                                                                                                                                                 ;F;645
2016;Brescia;1701;Giuridico                                                                                                                                                                                                                                                 ;F;143
2016;Cagliari;9201;Giuridico                                                                                                                                                                                                                                                 ;F;152
2016;Calabria;7801;Giuridico                                                                                                                                                                                                                                                 ;F;156
2016;Camerino;4302;Giuridico                                                                                                                                                                                                                                                 ;F;56
2016;Casamassima – LUM G. Degennaro;7203;Giuridico                                                                                                                                                                                                                                                 ;F;44
2016;Cassino;6001;Giuridico                                                                                                                                                                                                                                                 ;F;107
2016;Castellanza LIUC;1201;Giuridico                                                                                                                                                                                                                                                 ;F;46
2016;Catania;8701;Giuridico                                                                                                                                                                                                                                                 ;F;296
2016;Catanzaro;7901;Giuridico                                                                                                                                                                                                                                                 ;F;127
2016;Chieti e Pescara;6901;Giuridico                                                                                                                                                                                                                                                 ;F;34
2016;Enna KORE;8601;Giuridico                                                                                                                                                                                                                                                 ;F;81
2016;Ferrara;3801;Giuridico                                                                                                                                                                                                                                                 ;F;154
2016;Firenze;4801;Giuridico                                                                                                                                                                                                                                                 ;F;312
2016;Foggia;7101;Giuridico                                                                                                                                                                                                                                                 ;F;119
2016;Genova;1001;Giuridico                                                                                                                                                                                                                                                 ;F;232
2016;Insubria;1202;Giuridico                                                                                                                                                                                                                                                 ;F;79
2016;L'Aquila;6601;Giuridico                                                                                                                                                                                                                                                 ;F;177
2016;Macerata;4301;Giuridico                                                                                                                                                                                                                                                 ;F;152
2016;Messina;8301;Giuridico                                                                                                                                                                                                                                                 ;F;273
2016;Milano;1501;Giuridico                                                                                                                                                                                                                                                 ;F;509
2016;Milano Bicocca;1509;Giuridico                                                                                                                                                                                                                                                 ;F;240
2016;Milano Bocconi;1503;Giuridico                                                                                                                                                                                                                                                 ;F;197
2016;Milano Cattolica;1504;Giuridico                                                                                                                                                                                                                                                 ;F;337
2016;Modena e Reggio Emilia;3601;Giuridico                                                                                                                                                                                                                                                 ;F;168
2016;Molise;7001;Giuridico                                                                                                                                                                                                                                                 ;F;63
2016;Napoli Benincasa;6304;Giuridico                                                                                                                                                                                                                                                 ;F;48
2016;Napoli Federico II;6301;Giuridico                                                                                                                                                                                                                                                 ;F;848
2016;Napoli Parthenope;6302;Giuridico                                                                                                                                                                                                                                                 ;F;117
2016;Napoli Pegaso - telematica;6307;Giuridico                                                                                                                                                                                                                                                 ;F;417
2016;Napoli Vanvitelli;6306;Giuridico                                                                                                                                                                                                                                                 ;F;247
2016;Novedrate e-Campus - telematica;1301;Giuridico                                                                                                                                                                                                                                                 ;F;65
2016;Padova;2801;Giuridico                                                                                                                                                                                                                                                 ;F;332
2016;Palermo;8201;Giuridico                                                                                                                                                                                                                                                 ;F;405
2016;Parma;3401;Giuridico                                                                                                                                                                                                                                                 ;F;126
2016;Pavia;1801;Giuridico                                                                                                                                                                                                                                                 ;F;136
2016;Perugia;5401;Giuridico                                                                                                                                                                                                                                                 ;F;169
2016;Piemonte Orientale;201;Giuridico                                                                                                                                                                                                                                                 ;F;75
2016;Pisa;5001;Giuridico                                                                                                                                                                                                                                                 ;F;257
2016;Reggio Calabria;8001;Giuridico                                                                                                                                                                                                                                                 ;F;112
2016;Roma Europea;5812;Giuridico                                                                                                                                                                                                                                                 ;F;15
2016;Roma La Sapienza;5801;Giuridico                                                                                                                                                                                                                                                 ;F;500
2016;Roma Link Campus;5817;Giuridico                                                                                                                                                                                                                                                 ;F;20
2016;Roma Luiss;5805;Giuridico                                                                                                                                                                                                                                                 ;F;287
2016;Roma LUMSA;5803;Giuridico                                                                                                                                                                                                                                                 ;F;137
2016;Roma Marconi - telematica;5810;Giuridico                                                                                                                                                                                                                                                 ;F;120
2016;Roma Tor Vergata;5802;Giuridico                                                                                                                                                                                                                                                 ;F;241
2016;Roma Tre;5807;Giuridico                                                                                                                                                                                                                                                 ;F;363
2016;Roma UNICUSANO - telematica;5815;Giuridico                                                                                                                                                                                                                                                 ;F;192
2016;Roma UNINETTUNO - telematica;5813;Giuridico                                                                                                                                                                                                                                                 ;F;16
2016;Roma UNINT;5809;Giuridico                                                                                                                                                                                                                                                 ;F;2
2016;Roma UNITELMA - telematica;5811;Giuridico                                                                                                                                                                                                                                                 ;F;35
2016;Salento;7501;Giuridico                                                                                                                                                                                                                                                 ;F;183
2016;Salerno;6501;Giuridico                                                                                                                                                                                                                                                 ;F;268
2016;Sannio;6201;Giuridico                                                                                                                                                                                                                                                 ;F;72
2016;Sassari;9001;Giuridico                                                                                                                                                                                                                                                 ;F;104
2016;Siena;5201;Giuridico                                                                                                                                                                                                                                                 ;F;132
2016;Teramo;6701;Giuridico                                                                                                                                                                                                                                                 ;F;169
2016;Torino;101;Giuridico                                                                                                                                                                                                                                                 ;F;434
2016;Trento;2201;Giuridico                                                                                                                                                                                                                                                 ;F;204
2016;Trieste;3201;Giuridico                                                                                                                                                                                                                                                 ;F;135
2016;Tuscia;5601;Giuridico                                                                                                                                                                                                                                                 ;F;3
2016;Udine;3001;Giuridico                                                                                                                                                                                                                                                 ;F;83
2016;Urbino;4101;Giuridico                                                                                                                                                                                                                                                 ;F;107
2016;Verona;2301;Giuridico                                                                                                                                                                                                                                                 ;F;119
2016;Bari;7201;Giuridico                                                                                                                                                                                                                                                 ;M;315
2016;Benevento Giustino Fortunato - telematica;6202;Giuridico                                                                                                                                                                                                                                                 ;M;106
2016;Bergamo;1601;Giuridico                                                                                                                                                                                                                                                 ;M;65
