ANNO;AteneoCOD;AteneoNOME;CorsoTIPO;PROVENIENZA;Genere;ISC
2023/2024;06303;"Napoli - Università degli studi ""L' Orientale""";Vecchio Ordinamento;0;F;68
2023/2024;06303;"Napoli - Università degli studi ""L' Orientale""";Vecchio Ordinamento;0;M;14
2023/2024;06303;"Napoli - Università degli studi ""L' Orientale""";Vecchio Ordinamento;1;F;12
2023/2024;06303;"Napoli - Università degli studi ""L' Orientale""";Vecchio Ordinamento;1;M;6
2023/2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea;0;F;3669
2023/2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea;0;M;800
2023/2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea;1;F;111
2023/2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea;1;M;26
2023/2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea Magistrale;0;F;1004
2023/2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea Magistrale;0;M;179
2023/2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea Magistrale;1;F;52
2023/2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea Magistrale;1;M;11
2023/2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea Magistrale Ciclo Unico;0;F;2590
2023/2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea Magistrale Ciclo Unico;0;M;219
2023/2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea Magistrale Ciclo Unico;1;F;107
2023/2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea Magistrale Ciclo Unico;1;M;15
2023/2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Vecchio Ordinamento;0;F;77
2023/2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Vecchio Ordinamento;0;M;8
2023/2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Vecchio Ordinamento;1;F;12
2023/2024;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Vecchio Ordinamento;1;M;4
2023/2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea;0;F;6948
2023/2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea;0;M;4802
2023/2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea;1;F;264
2023/2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea;1;M;366
2023/2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea Magistrale;0;F;1957
2023/2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea Magistrale;0;M;1105
2023/2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea Magistrale;1;F;129
2023/2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea Magistrale;1;M;106
2023/2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea Magistrale Ciclo Unico;0;F;3859
2023/2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea Magistrale Ciclo Unico;0;M;2491
2023/2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea Magistrale Ciclo Unico;1;F;624
2023/2024;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea Magistrale Ciclo Unico;1;M;406
2023/2024;06307;"Napoli - Università telematica ""Pegaso""";Laurea;0;F;5792
2023/2024;06307;"Napoli - Università telematica ""Pegaso""";Laurea;0;M;7044
2023/2024;06307;"Napoli - Università telematica ""Pegaso""";Laurea;1;F;27312
2023/2024;06307;"Napoli - Università telematica ""Pegaso""";Laurea;1;M;25680
2023/2024;06307;"Napoli - Università telematica ""Pegaso""";Laurea Magistrale;0;F;3493
2023/2024;06307;"Napoli - Università telematica ""Pegaso""";Laurea Magistrale;0;M;2597
2023/2024;06307;"Napoli - Università telematica ""Pegaso""";Laurea Magistrale;1;F;10847
2023/2024;06307;"Napoli - Università telematica ""Pegaso""";Laurea Magistrale;1;M;6872
2023/2024;06307;"Napoli - Università telematica ""Pegaso""";Laurea Magistrale Ciclo Unico;0;F;952
2023/2024;06307;"Napoli - Università telematica ""Pegaso""";Laurea Magistrale Ciclo Unico;0;M;1311
2023/2024;06307;"Napoli - Università telematica ""Pegaso""";Laurea Magistrale Ciclo Unico;1;F;2909
2023/2024;06307;"Napoli - Università telematica ""Pegaso""";Laurea Magistrale Ciclo Unico;1;M;3671
2023/2024;06501;Salerno - Università degli studi;Laurea;0;F;9731
2023/2024;06501;Salerno - Università degli studi;Laurea;0;M;9649
2023/2024;06501;Salerno - Università degli studi;Laurea;1;F;416
2023/2024;06501;Salerno - Università degli studi;Laurea;1;M;388
2023/2024;06501;Salerno - Università degli studi;Laurea Magistrale;0;F;2631
2023/2024;06501;Salerno - Università degli studi;Laurea Magistrale;0;M;2281
2023/2024;06501;Salerno - Università degli studi;Laurea Magistrale;1;F;167
2023/2024;06501;Salerno - Università degli studi;Laurea Magistrale;1;M;163
2023/2024;06501;Salerno - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;5115
2023/2024;06501;Salerno - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;1950
2023/2024;06501;Salerno - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;319
2023/2024;06501;Salerno - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;120
2023/2024;06501;Salerno - Università degli studi;Vecchio Ordinamento;0;F;38
2023/2024;06501;Salerno - Università degli studi;Vecchio Ordinamento;0;M;3
2023/2024;06501;Salerno - Università degli studi;Vecchio Ordinamento;1;F;4
2023/2024;06601;L'Aquila - Università degli studi;Laurea;0;F;2894
2023/2024;06601;L'Aquila - Università degli studi;Laurea;0;M;2789
2023/2024;06601;L'Aquila - Università degli studi;Laurea;1;F;2189
2023/2024;06601;L'Aquila - Università degli studi;Laurea;1;M;2987
2023/2024;06601;L'Aquila - Università degli studi;Laurea Magistrale;0;F;820
2023/2024;06601;L'Aquila - Università degli studi;Laurea Magistrale;0;M;748
2023/2024;06601;L'Aquila - Università degli studi;Laurea Magistrale;1;F;588
2023/2024;06601;L'Aquila - Università degli studi;Laurea Magistrale;1;M;549
2023/2024;06601;L'Aquila - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;1362
2023/2024;06601;L'Aquila - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;377
2023/2024;06601;L'Aquila - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;756
2023/2024;06601;L'Aquila - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;377
2023/2024;06601;L'Aquila - Università degli studi;Vecchio Ordinamento;0;F;64
2023/2024;06601;L'Aquila - Università degli studi;Vecchio Ordinamento;0;M;81
2023/2024;06601;L'Aquila - Università degli studi;Vecchio Ordinamento;1;F;18
2023/2024;06601;L'Aquila - Università degli studi;Vecchio Ordinamento;1;M;18
2023/2024;06701;Teramo - Università degli studi;Laurea;0;F;1163
2023/2024;06701;Teramo - Università degli studi;Laurea;0;M;953
2023/2024;06701;Teramo - Università degli studi;Laurea;1;F;460
2023/2024;06701;Teramo - Università degli studi;Laurea;1;M;263
2023/2024;06701;Teramo - Università degli studi;Laurea Magistrale;0;F;270
2023/2024;06701;Teramo - Università degli studi;Laurea Magistrale;0;M;172
2023/2024;06701;Teramo - Università degli studi;Laurea Magistrale;1;F;84
2023/2024;06701;Teramo - Università degli studi;Laurea Magistrale;1;M;72
2023/2024;06701;Teramo - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;646
2023/2024;06701;Teramo - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;338
2023/2024;06701;Teramo - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;287
2023/2024;06701;Teramo - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;110
2023/2024;06701;Teramo - Università degli studi;Vecchio Ordinamento;0;F;48
2023/2024;06701;Teramo - Università degli studi;Vecchio Ordinamento;0;M;40
2023/2024;06701;Teramo - Università degli studi;Vecchio Ordinamento;1;F;6
2023/2024;06701;Teramo - Università degli studi;Vecchio Ordinamento;1;M;8
2023/2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea;0;F;4950
2023/2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea;0;M;3337
2023/2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea;1;F;3492
2023/2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea;1;M;1397
2023/2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea Magistrale;0;F;1283
2023/2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea Magistrale;0;M;647
2023/2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea Magistrale;1;F;1381
2023/2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea Magistrale;1;M;465
2023/2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea Magistrale Ciclo Unico;0;F;1283
2023/2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea Magistrale Ciclo Unico;0;M;693
2023/2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea Magistrale Ciclo Unico;1;F;1214
2023/2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea Magistrale Ciclo Unico;1;M;697
2023/2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Vecchio Ordinamento;0;F;66
2023/2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Vecchio Ordinamento;0;M;54
2023/2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Vecchio Ordinamento;1;F;24
2023/2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Vecchio Ordinamento;1;M;22
2023/2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Laurea;0;F;29
2023/2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Laurea;0;M;1
2023/2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Laurea;1;F;163
2023/2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Laurea;1;M;61
2023/2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Laurea Magistrale;1;F;4
2023/2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Laurea Magistrale;1;M;7
2023/2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Laurea Magistrale Ciclo Unico;0;F;13
2023/2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Laurea Magistrale Ciclo Unico;0;M;5
2023/2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Laurea Magistrale Ciclo Unico;1;F;26
2023/2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Laurea Magistrale Ciclo Unico;1;M;37
2023/2024;07001;Campobasso - Università degli studi del Molise;Laurea;0;F;1032
2023/2024;07001;Campobasso - Università degli studi del Molise;Laurea;0;M;982
2023/2024;07001;Campobasso - Università degli studi del Molise;Laurea;1;F;672
2023/2024;07001;Campobasso - Università degli studi del Molise;Laurea;1;M;665
2023/2024;07001;Campobasso - Università degli studi del Molise;Laurea Magistrale;0;F;317
2023/2024;07001;Campobasso - Università degli studi del Molise;Laurea Magistrale;0;M;226
2023/2024;07001;Campobasso - Università degli studi del Molise;Laurea Magistrale;1;F;241
2023/2024;07001;Campobasso - Università degli studi del Molise;Laurea Magistrale;1;M;200
2023/2024;07001;Campobasso - Università degli studi del Molise;Laurea Magistrale Ciclo Unico;0;F;694
2023/2024;07001;Campobasso - Università degli studi del Molise;Laurea Magistrale Ciclo Unico;0;M;187
2023/2024;07001;Campobasso - Università degli studi del Molise;Laurea Magistrale Ciclo Unico;1;F;1225
2023/2024;07001;Campobasso - Università degli studi del Molise;Laurea Magistrale Ciclo Unico;1;M;310
2023/2024;07001;Campobasso - Università degli studi del Molise;Vecchio Ordinamento;0;F;5
2023/2024;07001;Campobasso - Università degli studi del Molise;Vecchio Ordinamento;1;F;7
2023/2024;07101;Foggia - Università degli studi;Laurea;0;F;5410
2023/2024;07101;Foggia - Università degli studi;Laurea;0;M;3062
2023/2024;07101;Foggia - Università degli studi;Laurea;1;F;436
2023/2024;07101;Foggia - Università degli studi;Laurea;1;M;230
2023/2024;07101;Foggia - Università degli studi;Laurea Magistrale;0;F;1064
2023/2024;07101;Foggia - Università degli studi;Laurea Magistrale;0;M;473
2023/2024;07101;Foggia - Università degli studi;Laurea Magistrale;1;F;114
2023/2024;07101;Foggia - Università degli studi;Laurea Magistrale;1;M;66
2023/2024;07101;Foggia - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;1312
2023/2024;07101;Foggia - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;634
2023/2024;07101;Foggia - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;176
2023/2024;07101;Foggia - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;114
2023/2024;07201;Bari - Università degli studi;Laurea;0;F;13349
2023/2024;07201;Bari - Università degli studi;Laurea;0;M;8918
2023/2024;07201;Bari - Università degli studi;Laurea;1;F;964
2023/2024;07201;Bari - Università degli studi;Laurea;1;M;895
2023/2024;07201;Bari - Università degli studi;Laurea Magistrale;0;F;3299
2023/2024;07201;Bari - Università degli studi;Laurea Magistrale;0;M;1580
2023/2024;07201;Bari - Università degli studi;Laurea Magistrale;1;F;359
2023/2024;07201;Bari - Università degli studi;Laurea Magistrale;1;M;159
2023/2024;07201;Bari - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;5838
2023/2024;07201;Bari - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;2750
2023/2024;07201;Bari - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;769
2023/2024;07201;Bari - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;370
2023/2024;07201;Bari - Università degli studi;Vecchio Ordinamento;0;F;760
2023/2024;07201;Bari - Università degli studi;Vecchio Ordinamento;0;M;368
2023/2024;07201;Bari - Università degli studi;Vecchio Ordinamento;1;F;94
2023/2024;07201;Bari - Università degli studi;Vecchio Ordinamento;1;M;62
2023/2024;07202;Bari - Politecnico;Laurea;0;F;1663
2023/2024;07202;Bari - Politecnico;Laurea;0;M;4582
2023/2024;07202;Bari - Politecnico;Laurea;1;F;105
2023/2024;07202;Bari - Politecnico;Laurea;1;M;324
2023/2024;07202;Bari - Politecnico;Laurea Magistrale;0;F;672
2023/2024;07202;Bari - Politecnico;Laurea Magistrale;0;M;1601
2023/2024;07202;Bari - Politecnico;Laurea Magistrale;1;F;51
2023/2024;07202;Bari - Politecnico;Laurea Magistrale;1;M;107
2023/2024;07202;Bari - Politecnico;Laurea Magistrale Ciclo Unico;0;F;531
2023/2024;07202;Bari - Politecnico;Laurea Magistrale Ciclo Unico;0;M;261
2023/2024;07202;Bari - Politecnico;Laurea Magistrale Ciclo Unico;1;F;20
2023/2024;07202;Bari - Politecnico;Laurea Magistrale Ciclo Unico;1;M;11
2023/2024;07202;Bari - Politecnico;Vecchio Ordinamento;0;F;46
2023/2024;07202;Bari - Politecnico;Vecchio Ordinamento;0;M;140
2023/2024;07202;Bari - Politecnico;Vecchio Ordinamento;1;F;6
2023/2024;07202;Bari - Politecnico;Vecchio Ordinamento;1;M;10
2023/2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";Laurea;0;F;425
2023/2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";Laurea;0;M;588
2023/2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";Laurea;1;F;32
2023/2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";Laurea;1;M;76
2023/2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";Laurea Magistrale;0;F;143
2023/2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";Laurea Magistrale;0;M;127
2023/2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";Laurea Magistrale;1;F;10
2023/2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";Laurea Magistrale;1;M;21
2023/2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";Laurea Magistrale Ciclo Unico;0;F;288
2023/2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";Laurea Magistrale Ciclo Unico;0;M;158
2023/2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";Laurea Magistrale Ciclo Unico;1;F;93
2023/2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";Laurea Magistrale Ciclo Unico;1;M;48
2023/2024;07501;Lecce - Università del Salento;Laurea;0;F;8198
2023/2024;07501;Lecce - Università del Salento;Laurea;0;M;5289
2023/2024;07501;Lecce - Università del Salento;Laurea;1;F;356
2023/2024;07501;Lecce - Università del Salento;Laurea;1;M;166
2023/2024;07501;Lecce - Università del Salento;Laurea Magistrale;0;F;1837
2023/2024;07501;Lecce - Università del Salento;Laurea Magistrale;0;M;1069
2023/2024;07501;Lecce - Università del Salento;Laurea Magistrale;1;F;100
2023/2024;07501;Lecce - Università del Salento;Laurea Magistrale;1;M;50
2023/2024;07501;Lecce - Università del Salento;Laurea Magistrale Ciclo Unico;0;F;1428
2023/2024;07501;Lecce - Università del Salento;Laurea Magistrale Ciclo Unico;0;M;495
2023/2024;07501;Lecce - Università del Salento;Laurea Magistrale Ciclo Unico;1;F;34
2023/2024;07501;Lecce - Università del Salento;Laurea Magistrale Ciclo Unico;1;M;20
2023/2024;07501;Lecce - Università del Salento;Vecchio Ordinamento;0;F;120
2023/2024;07501;Lecce - Università del Salento;Vecchio Ordinamento;0;M;46
2023/2024;07501;Lecce - Università del Salento;Vecchio Ordinamento;1;F;8
2023/2024;07601;Potenza - Università degli studi della Basilicata;Laurea;0;F;1315
2023/2024;07601;Potenza - Università degli studi della Basilicata;Laurea;0;M;1237
2023/2024;07601;Potenza - Università degli studi della Basilicata;Laurea;1;F;228
2023/2024;07601;Potenza - Università degli studi della Basilicata;Laurea;1;M;155
2023/2024;07601;Potenza - Università degli studi della Basilicata;Laurea Magistrale;0;F;307
2023/2024;07601;Potenza - Università degli studi della Basilicata;Laurea Magistrale;0;M;284
2023/2024;07601;Potenza - Università degli studi della Basilicata;Laurea Magistrale;1;F;84
2023/2024;07601;Potenza - Università degli studi della Basilicata;Laurea Magistrale;1;M;74
2023/2024;07601;Potenza - Università degli studi della Basilicata;Laurea Magistrale Ciclo Unico;0;F;700
2023/2024;07601;Potenza - Università degli studi della Basilicata;Laurea Magistrale Ciclo Unico;0;M;174
2023/2024;07601;Potenza - Università degli studi della Basilicata;Laurea Magistrale Ciclo Unico;1;F;851
2023/2024;07601;Potenza - Università degli studi della Basilicata;Laurea Magistrale Ciclo Unico;1;M;157
2023/2024;07601;Potenza - Università degli studi della Basilicata;Vecchio Ordinamento;0;F;33
2023/2024;07601;Potenza - Università degli studi della Basilicata;Vecchio Ordinamento;0;M;8
2023/2024;07601;Potenza - Università degli studi della Basilicata;Vecchio Ordinamento;1;F;4
2023/2024;07601;Potenza - Università degli studi della Basilicata;Vecchio Ordinamento;1;M;4
2023/2024;07801;Arcavacata di Rende - Università della Calabria;Laurea;0;F;7560
2023/2024;07801;Arcavacata di Rende - Università della Calabria;Laurea;0;M;6541
2023/2024;07801;Arcavacata di Rende - Università della Calabria;Laurea;1;F;214
2023/2024;07801;Arcavacata di Rende - Università della Calabria;Laurea;1;M;236
2023/2024;07801;Arcavacata di Rende - Università della Calabria;Laurea Magistrale;0;F;2237
2023/2024;07801;Arcavacata di Rende - Università della Calabria;Laurea Magistrale;0;M;1745
2023/2024;07801;Arcavacata di Rende - Università della Calabria;Laurea Magistrale;1;F;151
2023/2024;07801;Arcavacata di Rende - Università della Calabria;Laurea Magistrale;1;M;226
2023/2024;07801;Arcavacata di Rende - Università della Calabria;Laurea Magistrale Ciclo Unico;0;F;3173
2023/2024;07801;Arcavacata di Rende - Università della Calabria;Laurea Magistrale Ciclo Unico;0;M;867
2023/2024;07801;Arcavacata di Rende - Università della Calabria;Laurea Magistrale Ciclo Unico;1;F;140
2023/2024;07801;Arcavacata di Rende - Università della Calabria;Laurea Magistrale Ciclo Unico;1;M;63
2023/2024;07801;Arcavacata di Rende - Università della Calabria;Vecchio Ordinamento;0;F;44
2023/2024;07801;Arcavacata di Rende - Università della Calabria;Vecchio Ordinamento;0;M;26
2023/2024;07801;Arcavacata di Rende - Università della Calabria;Vecchio Ordinamento;1;M;2
2023/2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Laurea;0;F;3829
2023/2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Laurea;0;M;2432
2023/2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Laurea;1;F;118
2023/2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Laurea;1;M;82
2023/2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Laurea Magistrale;0;F;655
2023/2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Laurea Magistrale;0;M;294
2023/2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Laurea Magistrale;1;F;36
2023/2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Laurea Magistrale;1;M;10
2023/2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Laurea Magistrale Ciclo Unico;0;F;1906
2023/2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Laurea Magistrale Ciclo Unico;0;M;1133
2023/2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Laurea Magistrale Ciclo Unico;1;F;562
2023/2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Laurea Magistrale Ciclo Unico;1;M;382
2023/2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Vecchio Ordinamento;0;F;100
2023/2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Vecchio Ordinamento;0;M;30
2023/2024;08001;Reggio Calabria - Università degli studi Mediterranea;Laurea;0;F;950
2023/2024;08001;Reggio Calabria - Università degli studi Mediterranea;Laurea;0;M;997
2023/2024;08001;Reggio Calabria - Università degli studi Mediterranea;Laurea;1;F;43
2023/2024;08001;Reggio Calabria - Università degli studi Mediterranea;Laurea;1;M;61
2023/2024;08001;Reggio Calabria - Università degli studi Mediterranea;Laurea Magistrale;0;F;188
2023/2024;08001;Reggio Calabria - Università degli studi Mediterranea;Laurea Magistrale;0;M;265
2023/2024;08001;Reggio Calabria - Università degli studi Mediterranea;Laurea Magistrale;1;F;14
2023/2024;08001;Reggio Calabria - Università degli studi Mediterranea;Laurea Magistrale;1;M;8
2023/2024;08001;Reggio Calabria - Università degli studi Mediterranea;Laurea Magistrale Ciclo Unico;0;F;1562
2023/2024;08001;Reggio Calabria - Università degli studi Mediterranea;Laurea Magistrale Ciclo Unico;0;M;372
2023/2024;08001;Reggio Calabria - Università degli studi Mediterranea;Laurea Magistrale Ciclo Unico;1;F;218
2023/2024;08001;Reggio Calabria - Università degli studi Mediterranea;Laurea Magistrale Ciclo Unico;1;M;68
2023/2024;08003;Reggio Calabria - Università per Stranieri;Laurea;0;F;140
2023/2024;08003;Reggio Calabria - Università per Stranieri;Laurea;0;M;10
2023/2024;08003;Reggio Calabria - Università per Stranieri;Laurea;1;F;47
2023/2024;08003;Reggio Calabria - Università per Stranieri;Laurea;1;M;12
2023/2024;08003;Reggio Calabria - Università per Stranieri;Laurea Magistrale;0;F;85
2023/2024;08003;Reggio Calabria - Università per Stranieri;Laurea Magistrale;0;M;11
2023/2024;08003;Reggio Calabria - Università per Stranieri;Laurea Magistrale;1;F;25
2023/2024;08003;Reggio Calabria - Università per Stranieri;Laurea Magistrale;1;M;5
2023/2024;08201;Palermo - Università degli studi;Laurea;0;F;14652
2023/2024;08201;Palermo - Università degli studi;Laurea;0;M;11582
2023/2024;08201;Palermo - Università degli studi;Laurea;1;F;156
2023/2024;08201;Palermo - Università degli studi;Laurea;1;M;107
2023/2024;08201;Palermo - Università degli studi;Laurea Magistrale;0;F;4115
2023/2024;08201;Palermo - Università degli studi;Laurea Magistrale;0;M;2656
2023/2024;08201;Palermo - Università degli studi;Laurea Magistrale;1;F;252
2023/2024;08201;Palermo - Università degli studi;Laurea Magistrale;1;M;271
2023/2024;08201;Palermo - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;6617
2023/2024;08201;Palermo - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;2941
2023/2024;08201;Palermo - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;150
2023/2024;08201;Palermo - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;65
2023/2024;08201;Palermo - Università degli studi;Vecchio Ordinamento;0;F;13
2023/2024;08201;Palermo - Università degli studi;Vecchio Ordinamento;1;F;2
2023/2024;08301;Messina - Università degli studi;Laurea;0;F;7218
2023/2024;08301;Messina - Università degli studi;Laurea;0;M;4512
2023/2024;08301;Messina - Università degli studi;Laurea;1;F;2317
2023/2024;08301;Messina - Università degli studi;Laurea;1;M;1530
2023/2024;08301;Messina - Università degli studi;Laurea Magistrale;0;F;1689
2023/2024;08301;Messina - Università degli studi;Laurea Magistrale;0;M;880
2023/2024;08301;Messina - Università degli studi;Laurea Magistrale;1;F;656
2023/2024;08301;Messina - Università degli studi;Laurea Magistrale;1;M;342
2023/2024;08301;Messina - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;2313
2023/2024;08301;Messina - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;1395
2023/2024;08301;Messina - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;1175
2023/2024;08301;Messina - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;640
2023/2024;08301;Messina - Università degli studi;Vecchio Ordinamento;0;F;180
2023/2024;08301;Messina - Università degli studi;Vecchio Ordinamento;0;M;92
2023/2024;08301;Messina - Università degli studi;Vecchio Ordinamento;1;F;166
2023/2024;08301;Messina - Università degli studi;Vecchio Ordinamento;1;M;52
2023/2024;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";Laurea;0;F;1170
2023/2024;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";Laurea;0;M;1005
2023/2024;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";Laurea;1;F;20
2023/2024;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";Laurea;1;M;15
2023/2024;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";Laurea Magistrale;0;F;322
2023/2024;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";Laurea Magistrale;0;M;147
2023/2024;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";Laurea Magistrale;1;F;1
2023/2024;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";Laurea Magistrale;1;M;1
2023/2024;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";Laurea Magistrale Ciclo Unico;0;F;2068
2023/2024;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";Laurea Magistrale Ciclo Unico;0;M;418
2023/2024;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";Laurea Magistrale Ciclo Unico;1;F;144
