Anno;CODICE_ATENEO;NOME_ATENEO;REGIONE;AREA_GEO;CLASSE_ETA;GENERE;PERC_CL-ETA_PERS_TA
2023;09201;Università degli Studi di CAGLIARI;Sardegna;ISOLE;35- 44 anni;F;15,5%
2023;09201;Università degli Studi di CAGLIARI;Sardegna;ISOLE;45 - 54 anni;F;37,0%
2023;09201;Università degli Studi di CAGLIARI;Sardegna;ISOLE;55 - 64 anni;F;38,8%
2023;09201;Università degli Studi di CAGLIARI;Sardegna;ISOLE;Maggiore di 64 anni;F;2,4%
2023;06308;Scuola Superiore Meridionale di Napoli;Campania;SUD;Minore di 35 anni;F;16,7%
2023;06308;Scuola Superiore Meridionale di Napoli;Campania;SUD;35- 44 anni;F;33,3%
2023;06308;Scuola Superiore Meridionale di Napoli;Campania;SUD;45 - 54 anni;F;50,0%
2023;00101;Università degli Studi di TORINO;Piemonte;NORD-OVEST;Minore di 35 anni;M;8,7%
2023;00101;Università degli Studi di TORINO;Piemonte;NORD-OVEST;35- 44 anni;M;15,8%
2023;00101;Università degli Studi di TORINO;Piemonte;NORD-OVEST;45 - 54 anni;M;41,9%
2023;00101;Università degli Studi di TORINO;Piemonte;NORD-OVEST;55 - 64 anni;M;32,1%
2023;00101;Università degli Studi di TORINO;Piemonte;NORD-OVEST;Maggiore di 64 anni;M;1,6%
2023;00102;Politecnico di TORINO;Piemonte;NORD-OVEST;Minore di 35 anni;M;8,2%
2023;00102;Politecnico di TORINO;Piemonte;NORD-OVEST;35- 44 anni;M;18,4%
2023;00102;Politecnico di TORINO;Piemonte;NORD-OVEST;45 - 54 anni;M;40,8%
2023;00102;Politecnico di TORINO;Piemonte;NORD-OVEST;55 - 64 anni;M;30,6%
2023;00102;Politecnico di TORINO;Piemonte;NORD-OVEST;Maggiore di 64 anni;M;2,0%
2023;00201;"Università degli studi del Piemonte orientale ""Amedeo Avogadro""";Piemonte;NORD-OVEST;Minore di 35 anni;M;9,4%
2023;00201;"Università degli studi del Piemonte orientale ""Amedeo Avogadro""";Piemonte;NORD-OVEST;35- 44 anni;M;13,2%
2023;00201;"Università degli studi del Piemonte orientale ""Amedeo Avogadro""";Piemonte;NORD-OVEST;45 - 54 anni;M;52,8%
2023;00201;"Università degli studi del Piemonte orientale ""Amedeo Avogadro""";Piemonte;NORD-OVEST;55 - 64 anni;M;21,7%
2023;00201;"Università degli studi del Piemonte orientale ""Amedeo Avogadro""";Piemonte;NORD-OVEST;Maggiore di 64 anni;M;2,8%
2023;01001;Università degli Studi di GENOVA;Liguria;NORD-OVEST;Minore di 35 anni;M;4,7%
2023;01001;Università degli Studi di GENOVA;Liguria;NORD-OVEST;35- 44 anni;M;16,2%
2023;01001;Università degli Studi di GENOVA;Liguria;NORD-OVEST;45 - 54 anni;M;33,6%
2023;01001;Università degli Studi di GENOVA;Liguria;NORD-OVEST;55 - 64 anni;M;41,8%
2023;01001;Università degli Studi di GENOVA;Liguria;NORD-OVEST;Maggiore di 64 anni;M;3,8%
2023;01202;Università degli studi dell' Insubria;Lombardia;NORD-OVEST;Minore di 35 anni;M;12,0%
2023;01202;Università degli studi dell' Insubria;Lombardia;NORD-OVEST;35- 44 anni;M;9,8%
2023;01202;Università degli studi dell' Insubria;Lombardia;NORD-OVEST;45 - 54 anni;M;46,7%
2023;01202;Università degli studi dell' Insubria;Lombardia;NORD-OVEST;55 - 64 anni;M;28,3%
2023;01202;Università degli studi dell' Insubria;Lombardia;NORD-OVEST;Maggiore di 64 anni;M;3,3%
2023;01501;Università degli Studi di MILANO;Lombardia;NORD-OVEST;Minore di 35 anni;M;10,4%
2023;01501;Università degli Studi di MILANO;Lombardia;NORD-OVEST;35- 44 anni;M;19,0%
2023;01501;Università degli Studi di MILANO;Lombardia;NORD-OVEST;45 - 54 anni;M;30,4%
2023;01501;Università degli Studi di MILANO;Lombardia;NORD-OVEST;55 - 64 anni;M;36,8%
2023;01501;Università degli Studi di MILANO;Lombardia;NORD-OVEST;Maggiore di 64 anni;M;3,3%
2023;01502;Politecnico di MILANO;Lombardia;NORD-OVEST;Minore di 35 anni;M;9,4%
2023;01502;Politecnico di MILANO;Lombardia;NORD-OVEST;35- 44 anni;M;19,9%
2023;01502;Politecnico di MILANO;Lombardia;NORD-OVEST;45 - 54 anni;M;41,3%
2023;01502;Politecnico di MILANO;Lombardia;NORD-OVEST;55 - 64 anni;M;27,3%
2023;01502;Politecnico di MILANO;Lombardia;NORD-OVEST;Maggiore di 64 anni;M;2,2%
2023;01509;Università degli Studi di MILANO-BICOCCA;Lombardia;NORD-OVEST;Minore di 35 anni;M;11,0%
2023;01509;Università degli Studi di MILANO-BICOCCA;Lombardia;NORD-OVEST;35- 44 anni;M;22,0%
2023;01509;Università degli Studi di MILANO-BICOCCA;Lombardia;NORD-OVEST;45 - 54 anni;M;42,1%
2023;01509;Università degli Studi di MILANO-BICOCCA;Lombardia;NORD-OVEST;55 - 64 anni;M;22,0%
2023;01509;Università degli Studi di MILANO-BICOCCA;Lombardia;NORD-OVEST;Maggiore di 64 anni;M;3,0%
2023;01601;Università degli Studi di BERGAMO;Lombardia;NORD-OVEST;Minore di 35 anni;M;14,8%
2023;01601;Università degli Studi di BERGAMO;Lombardia;NORD-OVEST;35- 44 anni;M;27,2%
2023;01601;Università degli Studi di BERGAMO;Lombardia;NORD-OVEST;45 - 54 anni;M;29,6%
2023;01601;Università degli Studi di BERGAMO;Lombardia;NORD-OVEST;55 - 64 anni;M;27,2%
2023;01601;Università degli Studi di BERGAMO;Lombardia;NORD-OVEST;Maggiore di 64 anni;M;1,2%
2023;01701;Università degli Studi di BRESCIA;Lombardia;NORD-OVEST;Minore di 35 anni;M;9,2%
2023;01701;Università degli Studi di BRESCIA;Lombardia;NORD-OVEST;35- 44 anni;M;20,2%
2023;01701;Università degli Studi di BRESCIA;Lombardia;NORD-OVEST;45 - 54 anni;M;30,1%
2023;01701;Università degli Studi di BRESCIA;Lombardia;NORD-OVEST;55 - 64 anni;M;38,7%
2023;01701;Università degli Studi di BRESCIA;Lombardia;NORD-OVEST;Maggiore di 64 anni;M;1,7%
2023;01801;Università degli Studi di PAVIA;Lombardia;NORD-OVEST;Minore di 35 anni;M;12,3%
2023;01801;Università degli Studi di PAVIA;Lombardia;NORD-OVEST;35- 44 anni;M;19,0%
2023;01801;Università degli Studi di PAVIA;Lombardia;NORD-OVEST;45 - 54 anni;M;28,6%
2023;01801;Università degli Studi di PAVIA;Lombardia;NORD-OVEST;55 - 64 anni;M;37,9%
2023;01801;Università degli Studi di PAVIA;Lombardia;NORD-OVEST;Maggiore di 64 anni;M;2,2%
2023;01802;Istituto universitario di studi superiori di Pavia;Lombardia;NORD-OVEST;Minore di 35 anni;M;37,5%
2023;01802;Istituto universitario di studi superiori di Pavia;Lombardia;NORD-OVEST;35- 44 anni;M;12,5%
2023;01802;Istituto universitario di studi superiori di Pavia;Lombardia;NORD-OVEST;45 - 54 anni;M;12,5%
2023;01802;Istituto universitario di studi superiori di Pavia;Lombardia;NORD-OVEST;55 - 64 anni;M;37,5%
2023;02201;Università degli Studi di TRENTO;Trentino-Alto Adige;NORD-EST;Minore di 35 anni;M;8,3%
2023;02201;Università degli Studi di TRENTO;Trentino-Alto Adige;NORD-EST;35- 44 anni;M;18,6%
2023;02201;Università degli Studi di TRENTO;Trentino-Alto Adige;NORD-EST;45 - 54 anni;M;39,9%
2023;02201;Università degli Studi di TRENTO;Trentino-Alto Adige;NORD-EST;55 - 64 anni;M;32,8%
2023;02201;Università degli Studi di TRENTO;Trentino-Alto Adige;NORD-EST;Maggiore di 64 anni;M;0,4%
2023;02301;Università degli Studi di VERONA;Veneto;NORD-EST;Minore di 35 anni;M;9,2%
2023;02301;Università degli Studi di VERONA;Veneto;NORD-EST;35- 44 anni;M;16,5%
2023;02301;Università degli Studi di VERONA;Veneto;NORD-EST;45 - 54 anni;M;36,9%
2023;02301;Università degli Studi di VERONA;Veneto;NORD-EST;55 - 64 anni;M;35,3%
2023;02301;Università degli Studi di VERONA;Veneto;NORD-EST;Maggiore di 64 anni;M;2,0%
2023;02701;Università Ca' Foscari Venezia;Veneto;NORD-EST;Minore di 35 anni;M;12,4%
2023;02701;Università Ca' Foscari Venezia;Veneto;NORD-EST;35- 44 anni;M;22,6%
2023;02701;Università Ca' Foscari Venezia;Veneto;NORD-EST;45 - 54 anni;M;33,3%
2023;02701;Università Ca' Foscari Venezia;Veneto;NORD-EST;55 - 64 anni;M;30,6%
2023;02701;Università Ca' Foscari Venezia;Veneto;NORD-EST;Maggiore di 64 anni;M;1,1%
2023;02702;Università IUAV di VENEZIA;Veneto;NORD-EST;Minore di 35 anni;M;7,5%
2023;02702;Università IUAV di VENEZIA;Veneto;NORD-EST;35- 44 anni;M;12,5%
2023;02702;Università IUAV di VENEZIA;Veneto;NORD-EST;45 - 54 anni;M;33,8%
2023;02702;Università IUAV di VENEZIA;Veneto;NORD-EST;55 - 64 anni;M;42,5%
2023;02702;Università IUAV di VENEZIA;Veneto;NORD-EST;Maggiore di 64 anni;M;3,8%
2023;02801;Università degli Studi di PADOVA;Veneto;NORD-EST;Minore di 35 anni;M;8,2%
2023;02801;Università degli Studi di PADOVA;Veneto;NORD-EST;35- 44 anni;M;21,6%
2023;02801;Università degli Studi di PADOVA;Veneto;NORD-EST;45 - 54 anni;M;35,2%
2023;02801;Università degli Studi di PADOVA;Veneto;NORD-EST;55 - 64 anni;M;32,4%
2023;02801;Università degli Studi di PADOVA;Veneto;NORD-EST;Maggiore di 64 anni;M;2,7%
2023;03001;Università degli Studi di UDINE;Friuli-Venezia Giulia;NORD-EST;Minore di 35 anni;M;3,7%
2023;03001;Università degli Studi di UDINE;Friuli-Venezia Giulia;NORD-EST;35- 44 anni;M;6,2%
2023;03001;Università degli Studi di UDINE;Friuli-Venezia Giulia;NORD-EST;45 - 54 anni;M;28,0%
2023;03001;Università degli Studi di UDINE;Friuli-Venezia Giulia;NORD-EST;55 - 64 anni;M;55,9%
2023;03001;Università degli Studi di UDINE;Friuli-Venezia Giulia;NORD-EST;Maggiore di 64 anni;M;6,2%
2023;03201;Università degli Studi di TRIESTE;Friuli-Venezia Giulia;NORD-EST;Minore di 35 anni;M;7,1%
2023;03201;Università degli Studi di TRIESTE;Friuli-Venezia Giulia;NORD-EST;35- 44 anni;M;17,9%
2023;03201;Università degli Studi di TRIESTE;Friuli-Venezia Giulia;NORD-EST;45 - 54 anni;M;34,2%
2023;03201;Università degli Studi di TRIESTE;Friuli-Venezia Giulia;NORD-EST;55 - 64 anni;M;38,8%
2023;03201;Università degli Studi di TRIESTE;Friuli-Venezia Giulia;NORD-EST;Maggiore di 64 anni;M;2,1%
2023;03202;Scuola Internazionale Superiore di Studi Avanzati di TRIESTE;Friuli-Venezia Giulia;NORD-EST;Minore di 35 anni;M;5,0%
2023;03202;Scuola Internazionale Superiore di Studi Avanzati di TRIESTE;Friuli-Venezia Giulia;NORD-EST;35- 44 anni;M;22,5%
2023;03202;Scuola Internazionale Superiore di Studi Avanzati di TRIESTE;Friuli-Venezia Giulia;NORD-EST;45 - 54 anni;M;37,5%
2023;03202;Scuola Internazionale Superiore di Studi Avanzati di TRIESTE;Friuli-Venezia Giulia;NORD-EST;55 - 64 anni;M;35,0%
2023;03401;Università degli Studi di PARMA;Emilia-Romagna;NORD-EST;Minore di 35 anni;M;10,5%
2023;03401;Università degli Studi di PARMA;Emilia-Romagna;NORD-EST;35- 44 anni;M;13,9%
2023;03401;Università degli Studi di PARMA;Emilia-Romagna;NORD-EST;45 - 54 anni;M;39,2%
2023;03401;Università degli Studi di PARMA;Emilia-Romagna;NORD-EST;55 - 64 anni;M;35,2%
2023;03401;Università degli Studi di PARMA;Emilia-Romagna;NORD-EST;Maggiore di 64 anni;M;1,2%
2023;03601;Università degli Studi di MODENA e REGGIO EMILIA;Emilia-Romagna;NORD-EST;Minore di 35 anni;M;6,6%
2023;03601;Università degli Studi di MODENA e REGGIO EMILIA;Emilia-Romagna;NORD-EST;35- 44 anni;M;17,7%
2023;03601;Università degli Studi di MODENA e REGGIO EMILIA;Emilia-Romagna;NORD-EST;45 - 54 anni;M;37,4%
2023;03601;Università degli Studi di MODENA e REGGIO EMILIA;Emilia-Romagna;NORD-EST;55 - 64 anni;M;36,9%
2023;03601;Università degli Studi di MODENA e REGGIO EMILIA;Emilia-Romagna;NORD-EST;Maggiore di 64 anni;M;1,5%
2023;03701;Università degli Studi di BOLOGNA;Emilia-Romagna;NORD-EST;Minore di 35 anni;M;9,5%
2023;03701;Università degli Studi di BOLOGNA;Emilia-Romagna;NORD-EST;35- 44 anni;M;18,9%
2023;03701;Università degli Studi di BOLOGNA;Emilia-Romagna;NORD-EST;45 - 54 anni;M;35,7%
2023;03701;Università degli Studi di BOLOGNA;Emilia-Romagna;NORD-EST;55 - 64 anni;M;34,1%
2023;03701;Università degli Studi di BOLOGNA;Emilia-Romagna;NORD-EST;Maggiore di 64 anni;M;1,7%
2023;03801;Università degli Studi di FERRARA;Emilia-Romagna;NORD-EST;Minore di 35 anni;M;13,3%
2023;03801;Università degli Studi di FERRARA;Emilia-Romagna;NORD-EST;35- 44 anni;M;15,0%
2023;03801;Università degli Studi di FERRARA;Emilia-Romagna;NORD-EST;45 - 54 anni;M;32,8%
2023;03801;Università degli Studi di FERRARA;Emilia-Romagna;NORD-EST;55 - 64 anni;M;36,7%
2023;03801;Università degli Studi di FERRARA;Emilia-Romagna;NORD-EST;Maggiore di 64 anni;M;2,2%
2023;04101;"Università degli studi ""Carlo Bo"" di Urbino";Marche;CENTRO;Minore di 35 anni;M;7,9%
2023;04101;"Università degli studi ""Carlo Bo"" di Urbino";Marche;CENTRO;35- 44 anni;M;6,6%
2023;04101;"Università degli studi ""Carlo Bo"" di Urbino";Marche;CENTRO;45 - 54 anni;M;39,7%
2023;04101;"Università degli studi ""Carlo Bo"" di Urbino";Marche;CENTRO;55 - 64 anni;M;43,0%
2023;04101;"Università degli studi ""Carlo Bo"" di Urbino";Marche;CENTRO;Maggiore di 64 anni;M;2,6%
2023;04201;Università Politecnica delle Marche - Ancona;Marche;CENTRO;Minore di 35 anni;M;8,2%
2023;04201;Università Politecnica delle Marche - Ancona;Marche;CENTRO;35- 44 anni;M;20,6%
2023;04201;Università Politecnica delle Marche - Ancona;Marche;CENTRO;45 - 54 anni;M;32,5%
2023;04201;Università Politecnica delle Marche - Ancona;Marche;CENTRO;55 - 64 anni;M;35,1%
2023;04201;Università Politecnica delle Marche - Ancona;Marche;CENTRO;Maggiore di 64 anni;M;3,6%
2023;04301;Università degli Studi di MACERATA;Marche;CENTRO;Minore di 35 anni;M;4,8%
2023;04301;Università degli Studi di MACERATA;Marche;CENTRO;35- 44 anni;M;11,9%
2023;04301;Università degli Studi di MACERATA;Marche;CENTRO;45 - 54 anni;M;46,4%
2023;04301;Università degli Studi di MACERATA;Marche;CENTRO;55 - 64 anni;M;33,3%
2023;04301;Università degli Studi di MACERATA;Marche;CENTRO;Maggiore di 64 anni;M;3,6%
2023;04302;Università degli Studi di CAMERINO;Marche;CENTRO;Minore di 35 anni;M;5,8%
2023;04302;Università degli Studi di CAMERINO;Marche;CENTRO;35- 44 anni;M;11,7%
2023;04302;Università degli Studi di CAMERINO;Marche;CENTRO;45 - 54 anni;M;28,2%
2023;04302;Università degli Studi di CAMERINO;Marche;CENTRO;55 - 64 anni;M;50,5%
2023;04302;Università degli Studi di CAMERINO;Marche;CENTRO;Maggiore di 64 anni;M;3,9%
2023;04601;Scuola IMT Alti Studi di Lucca;Toscana;CENTRO;Minore di 35 anni;M;36,4%
2023;04601;Scuola IMT Alti Studi di Lucca;Toscana;CENTRO;35- 44 anni;M;45,5%
2023;04601;Scuola IMT Alti Studi di Lucca;Toscana;CENTRO;45 - 54 anni;M;9,1%
2023;04601;Scuola IMT Alti Studi di Lucca;Toscana;CENTRO;55 - 64 anni;M;9,1%
2023;04801;Università degli Studi di FIRENZE;Toscana;CENTRO;Minore di 35 anni;M;8,0%
2023;04801;Università degli Studi di FIRENZE;Toscana;CENTRO;35- 44 anni;M;21,1%
2023;04801;Università degli Studi di FIRENZE;Toscana;CENTRO;45 - 54 anni;M;32,8%
2023;04801;Università degli Studi di FIRENZE;Toscana;CENTRO;55 - 64 anni;M;34,3%
2023;04801;Università degli Studi di FIRENZE;Toscana;CENTRO;Maggiore di 64 anni;M;3,8%
2023;05001;Università di PISA;Toscana;CENTRO;Minore di 35 anni;M;3,8%
2023;05001;Università di PISA;Toscana;CENTRO;35- 44 anni;M;12,4%
2023;05001;Università di PISA;Toscana;CENTRO;45 - 54 anni;M;31,7%
2023;05001;Università di PISA;Toscana;CENTRO;55 - 64 anni;M;48,8%
2023;05001;Università di PISA;Toscana;CENTRO;Maggiore di 64 anni;M;3,3%
2023;05002;Scuola Normale Superiore di PISA;Toscana;CENTRO;Minore di 35 anni;M;3,4%
2023;05002;Scuola Normale Superiore di PISA;Toscana;CENTRO;35- 44 anni;M;16,9%
2023;05002;Scuola Normale Superiore di PISA;Toscana;CENTRO;45 - 54 anni;M;32,6%
2023;05002;Scuola Normale Superiore di PISA;Toscana;CENTRO;55 - 64 anni;M;44,9%
2023;05002;Scuola Normale Superiore di PISA;Toscana;CENTRO;Maggiore di 64 anni;M;2,2%
2023;05003;"Scuola superiore di studi universitari e perfezionamento ""S. Anna"" di Pisa";Toscana;CENTRO;Minore di 35 anni;M;5,9%
2023;05003;"Scuola superiore di studi universitari e perfezionamento ""S. Anna"" di Pisa";Toscana;CENTRO;35- 44 anni;M;19,1%
2023;05003;"Scuola superiore di studi universitari e perfezionamento ""S. Anna"" di Pisa";Toscana;CENTRO;45 - 54 anni;M;36,8%
2023;05003;"Scuola superiore di studi universitari e perfezionamento ""S. Anna"" di Pisa";Toscana;CENTRO;55 - 64 anni;M;36,8%
2023;05003;"Scuola superiore di studi universitari e perfezionamento ""S. Anna"" di Pisa";Toscana;CENTRO;Maggiore di 64 anni;M;1,5%
2023;05201;Università degli Studi di SIENA;Toscana;CENTRO;Minore di 35 anni;M;1,9%
2023;05201;Università degli Studi di SIENA;Toscana;CENTRO;35- 44 anni;M;5,3%
2023;05201;Università degli Studi di SIENA;Toscana;CENTRO;45 - 54 anni;M;35,5%
2023;05201;Università degli Studi di SIENA;Toscana;CENTRO;55 - 64 anni;M;51,9%
2023;05201;Università degli Studi di SIENA;Toscana;CENTRO;Maggiore di 64 anni;M;5,3%
2023;05202;Università per Stranieri di SIENA;Toscana;CENTRO;Minore di 35 anni;M;19,4%
2023;05202;Università per Stranieri di SIENA;Toscana;CENTRO;35- 44 anni;M;22,6%
2023;05202;Università per Stranieri di SIENA;Toscana;CENTRO;45 - 54 anni;M;35,5%
2023;05202;Università per Stranieri di SIENA;Toscana;CENTRO;55 - 64 anni;M;22,6%
2023;05202;Università per Stranieri di SIENA;Toscana;CENTRO;Maggiore di 64 anni;M;0,0%
2023;05401;Università degli Studi di PERUGIA;Umbria;CENTRO;Minore di 35 anni;M;1,0%
2023;05401;Università degli Studi di PERUGIA;Umbria;CENTRO;35- 44 anni;M;7,1%
2023;05401;Università degli Studi di PERUGIA;Umbria;CENTRO;45 - 54 anni;M;34,1%
2023;05401;Università degli Studi di PERUGIA;Umbria;CENTRO;55 - 64 anni;M;54,1%
2023;05401;Università degli Studi di PERUGIA;Umbria;CENTRO;Maggiore di 64 anni;M;3,7%
2023;05403;Università per Stranieri di PERUGIA;Umbria;CENTRO;Minore di 35 anni;M;2,3%
2023;05403;Università per Stranieri di PERUGIA;Umbria;CENTRO;35- 44 anni;M;18,2%
2023;05403;Università per Stranieri di PERUGIA;Umbria;CENTRO;45 - 54 anni;M;15,9%
2023;05403;Università per Stranieri di PERUGIA;Umbria;CENTRO;55 - 64 anni;M;54,5%
2023;05403;Università per Stranieri di PERUGIA;Umbria;CENTRO;Maggiore di 64 anni;M;9,1%
2023;05601;Università degli Studi della TUSCIA;Lazio;CENTRO;Minore di 35 anni;M;7,1%
2023;05601;Università degli Studi della TUSCIA;Lazio;CENTRO;35- 44 anni;M;10,7%
2023;05601;Università degli Studi della TUSCIA;Lazio;CENTRO;45 - 54 anni;M;16,1%
2023;05601;Università degli Studi della TUSCIA;Lazio;CENTRO;55 - 64 anni;M;61,6%
2023;05601;Università degli Studi della TUSCIA;Lazio;CENTRO;Maggiore di 64 anni;M;4,5%
2023;05801;Università degli studi di Roma La Sapienza;Lazio;CENTRO;Minore di 35 anni;M;6,4%
2023;05801;Università degli studi di Roma La Sapienza;Lazio;CENTRO;35- 44 anni;M;14,5%
2023;05801;Università degli studi di Roma La Sapienza;Lazio;CENTRO;45 - 54 anni;M;24,9%
2023;05801;Università degli studi di Roma La Sapienza;Lazio;CENTRO;55 - 64 anni;M;48,3%
2023;05801;Università degli studi di Roma La Sapienza;Lazio;CENTRO;Maggiore di 64 anni;M;5,8%
2023;05802;Università degli studi di Roma Tor Vergata;Lazio;CENTRO;Minore di 35 anni;M;5,7%
2023;05802;Università degli studi di Roma Tor Vergata;Lazio;CENTRO;35- 44 anni;M;15,7%
2023;05802;Università degli studi di Roma Tor Vergata;Lazio;CENTRO;45 - 54 anni;M;26,8%
2023;05802;Università degli studi di Roma Tor Vergata;Lazio;CENTRO;55 - 64 anni;M;45,5%
2023;05802;Università degli studi di Roma Tor Vergata;Lazio;CENTRO;Maggiore di 64 anni;M;6,3%
2023;05806;"Università degli Studi di ROMA ""Foro Italico""";Lazio;CENTRO;Minore di 35 anni;M;5,7%
2023;05806;"Università degli Studi di ROMA ""Foro Italico""";Lazio;CENTRO;35- 44 anni;M;15,1%
2023;05806;"Università degli Studi di ROMA ""Foro Italico""";Lazio;CENTRO;45 - 54 anni;M;28,3%
2023;05806;"Università degli Studi di ROMA ""Foro Italico""";Lazio;CENTRO;55 - 64 anni;M;41,5%
2023;05806;"Università degli Studi di ROMA ""Foro Italico""";Lazio;CENTRO;Maggiore di 64 anni;M;9,4%
2023;05807;Università degli Studi ROMA TRE;Lazio;CENTRO;Minore di 35 anni;M;9,8%
2023;05807;Università degli Studi ROMA TRE;Lazio;CENTRO;35- 44 anni;M;17,4%
2023;05807;Università degli Studi ROMA TRE;Lazio;CENTRO;45 - 54 anni;M;43,2%
2023;05807;Università degli Studi ROMA TRE;Lazio;CENTRO;55 - 64 anni;M;27,5%
2023;05807;Università degli Studi ROMA TRE;Lazio;CENTRO;Maggiore di 64 anni;M;2,1%
2023;06001;Università degli Studi di CASSINO e del LAZIO MERIDIONALE;Lazio;CENTRO;Minore di 35 anni;M;0,9%
2023;06001;Università degli Studi di CASSINO e del LAZIO MERIDIONALE;Lazio;CENTRO;35- 44 anni;M;8,5%
2023;06001;Università degli Studi di CASSINO e del LAZIO MERIDIONALE;Lazio;CENTRO;45 - 54 anni;M;30,8%
2023;06001;Università degli Studi di CASSINO e del LAZIO MERIDIONALE;Lazio;CENTRO;55 - 64 anni;M;53,8%
2023;06001;Università degli Studi di CASSINO e del LAZIO MERIDIONALE;Lazio;CENTRO;Maggiore di 64 anni;M;6,0%
2023;06201;Università degli Studi del Sannio;Campania;SUD;Minore di 35 anni;M;6,0%
2023;06201;Università degli Studi del Sannio;Campania;SUD;35- 44 anni;M;10,4%
2023;06201;Università degli Studi del Sannio;Campania;SUD;45 - 54 anni;M;32,8%
2023;06201;Università degli Studi del Sannio;Campania;SUD;55 - 64 anni;M;44,8%
2023;06201;Università degli Studi del Sannio;Campania;SUD;Maggiore di 64 anni;M;6,0%
2023;06301;Università degli Studi di Napoli Federico II;Campania;SUD;Minore di 35 anni;M;7,5%
2023;06301;Università degli Studi di Napoli Federico II;Campania;SUD;35- 44 anni;M;15,7%
2023;06301;Università degli Studi di Napoli Federico II;Campania;SUD;45 - 54 anni;M;28,3%
2023;06301;Università degli Studi di Napoli Federico II;Campania;SUD;55 - 64 anni;M;41,3%
2023;06301;Università degli Studi di Napoli Federico II;Campania;SUD;Maggiore di 64 anni;M;7,3%
2023;06302;Università degli studi di Napoli - Parthenope;Campania;SUD;Minore di 35 anni;M;15,3%
2023;06302;Università degli studi di Napoli - Parthenope;Campania;SUD;35- 44 anni;M;16,6%
2023;06302;Università degli studi di Napoli - Parthenope;Campania;SUD;45 - 54 anni;M;29,9%
2023;06302;Università degli studi di Napoli - Parthenope;Campania;SUD;55 - 64 anni;M;35,0%
2023;06302;Università degli studi di Napoli - Parthenope;Campania;SUD;Maggiore di 64 anni;M;3,2%
2023;06303;Università degli studi L'Orientale di Napoli;Campania;SUD;Minore di 35 anni;M;3,3%
2023;06303;Università degli studi L'Orientale di Napoli;Campania;SUD;35- 44 anni;M;15,6%
2023;06303;Università degli studi L'Orientale di Napoli;Campania;SUD;45 - 54 anni;M;24,4%
2023;06303;Università degli studi L'Orientale di Napoli;Campania;SUD;55 - 64 anni;M;48,9%
2023;06303;Università degli studi L'Orientale di Napoli;Campania;SUD;Maggiore di 64 anni;M;7,8%
2023;06306;"Università degli Studi della Campania ""Luigi Vanvitelli""";Campania;SUD;Minore di 35 anni;M;11,1%
2023;06306;"Università degli Studi della Campania ""Luigi Vanvitelli""";Campania;SUD;35- 44 anni;M;15,0%
2023;06306;"Università degli Studi della Campania ""Luigi Vanvitelli""";Campania;SUD;45 - 54 anni;M;25,5%
2023;06306;"Università degli Studi della Campania ""Luigi Vanvitelli""";Campania;SUD;55 - 64 anni;M;38,4%
2023;06306;"Università degli Studi della Campania ""Luigi Vanvitelli""";Campania;SUD;Maggiore di 64 anni;M;10,0%
2023;06501;Università degli Studi di SALERNO;Campania;SUD;Minore di 35 anni;M;5,0%
2023;06501;Università degli Studi di SALERNO;Campania;SUD;35- 44 anni;M;15,4%
2023;06501;Università degli Studi di SALERNO;Campania;SUD;45 - 54 anni;M;33,2%
2023;06501;Università degli Studi di SALERNO;Campania;SUD;55 - 64 anni;M;39,5%
2023;06501;Università degli Studi di SALERNO;Campania;SUD;Maggiore di 64 anni;M;6,8%
2023;06601;Università degli studi di L'Aquila;Abruzzo;SUD;Minore di 35 anni;M;3,2%
2023;06601;Università degli studi di L'Aquila;Abruzzo;SUD;35- 44 anni;M;16,4%
2023;06601;Università degli studi di L'Aquila;Abruzzo;SUD;45 - 54 anni;M;20,1%
2023;06601;Università degli studi di L'Aquila;Abruzzo;SUD;55 - 64 anni;M;57,7%
2023;06601;Università degli studi di L'Aquila;Abruzzo;SUD;Maggiore di 64 anni;M;2,6%
2023;06603;Gran Sasso Science Institute - Scuola di dottorato internazionale dell'Aquila;Abruzzo;SUD;Minore di 35 anni;M;27,3%
2023;06603;Gran Sasso Science Institute - Scuola di dottorato internazionale dell'Aquila;Abruzzo;SUD;35- 44 anni;M;27,3%
2023;06603;Gran Sasso Science Institute - Scuola di dottorato internazionale dell'Aquila;Abruzzo;SUD;45 - 54 anni;M;36,4%
2023;06603;Gran Sasso Science Institute - Scuola di dottorato internazionale dell'Aquila;Abruzzo;SUD;55 - 64 anni;M;9,1%
2023;06701;Università degli Studi di TERAMO;Abruzzo;SUD;Minore di 35 anni;M;5,1%
2023;06701;Università degli Studi di TERAMO;Abruzzo;SUD;35- 44 anni;M;7,7%
2023;06701;Università degli Studi di TERAMO;Abruzzo;SUD;45 - 54 anni;M;41,0%
2023;06701;Università degli Studi di TERAMO;Abruzzo;SUD;55 - 64 anni;M;43,6%
2023;06701;Università degli Studi di TERAMO;Abruzzo;SUD;Maggiore di 64 anni;M;2,6%
2023;06901;Università degli studi Gabriele D'Annunzio di Chieti e Pescara;Abruzzo;SUD;Minore di 35 anni;M;4,2%
2023;06901;Università degli studi Gabriele D'Annunzio di Chieti e Pescara;Abruzzo;SUD;35- 44 anni;M;8,3%
2023;06901;Università degli studi Gabriele D'Annunzio di Chieti e Pescara;Abruzzo;SUD;45 - 54 anni;M;19,4%
