Decreto Ministeriale;Cod_settore;Settore_Descrizione;Area_Descrizione;FoRD;Area STEM
DM ottobre 2000;IUS/14;IUS/14 DIRITTO DELL'UNIONE EUROPEA;12 - Scienze giuridiche;05 - Social sciences;No
DM ottobre 2000;IUS/15;IUS/15 DIRITTO PROCESSUALE CIVILE;12 - Scienze giuridiche;05 - Social sciences;No
DM ottobre 2000;IUS/16;IUS/16 DIRITTO PROCESSUALE PENALE;12 - Scienze giuridiche;05 - Social sciences;No
DM ottobre 2000;IUS/17;IUS/17 DIRITTO PENALE;12 - Scienze giuridiche;05 - Social sciences;No
DM ottobre 2000;IUS/18;IUS/18 DIRITTO ROMANO E DIRITTI DELL'ANTICHITÀ;12 - Scienze giuridiche;05 - Social sciences;No
DM ottobre 2000;IUS/19;IUS/19 STORIA DEL DIRITTO MEDIEVALE E MODERNO;12 - Scienze giuridiche;05 - Social sciences;No
DM ottobre 2000;IUS/20;IUS/20 FILOSOFIA DEL DIRITTO;12 - Scienze giuridiche;05 - Social sciences;No
DM ottobre 2000;IUS/21;IUS/21 DIRITTO PUBBLICO COMPARATO;12 - Scienze giuridiche;05 - Social sciences;No
DM ottobre 2000;L-ANT/01;L-ANT/01 PREISTORIA E PROTOSTORIA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-ANT/02;L-ANT/02 STORIA GRECA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-ANT/03;L-ANT/03 STORIA ROMANA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-ANT/04;L-ANT/04 NUMISMATICA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-ANT/05;L-ANT/05 PAPIROLOGIA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-ANT/06;L-ANT/06 ETRUSCOLOGIA E ANTICHITÀ ITALICHE;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-ANT/07;L-ANT/07 ARCHEOLOGIA CLASSICA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-ANT/08;L-ANT/08 ARCHEOLOGIA CRISTIANA E MEDIEVALE;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-ANT/09;L-ANT/09 TOPOGRAFIA ANTICA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-ANT/10;L-ANT/10 METODOLOGIE DELLA RICERCA ARCHEOLOGICA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-ART/01;L-ART/01 STORIA DELL'ARTE MEDIEVALE;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-ART/02;L-ART/02 STORIA DELL'ARTE MODERNA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-ART/03;L-ART/03 STORIA DELL'ARTE CONTEMPORANEA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-ART/04;L-ART/04 MUSEOLOGIA E CRITICA ARTISTICA E DEL RESTAURO;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-ART/05;L-ART/05 DISCIPLINE DELLO SPETTACOLO;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-ART/06;L-ART/06 CINEMA, FOTOGRAFIA E TELEVISIONE;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-ART/07;L-ART/07 MUSICOLOGIA E STORIA DELLA MUSICA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-ART/08;L-ART/08 ETNOMUSICOLOGIA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;LATI-01/A;LATI-01/A Lingua e letteratura latina;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-FIL-LET/01;L-FIL-LET/01 CIVILTÀ EGEE;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-FIL-LET/02;L-FIL-LET/02 LINGUA E LETTERATURA GRECA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-FIL-LET/03;L-FIL-LET/03 FILOLOGIA ITALICA, ILLIRICA, CELTICA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-FIL-LET/04;L-FIL-LET/04 LINGUA E LETTERATURA LATINA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-FIL-LET/05;L-FIL-LET/05 FILOLOGIA CLASSICA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-FIL-LET/06;L-FIL-LET/06 LETTERATURA CRISTIANA ANTICA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-FIL-LET/07;L-FIL-LET/07 CIVILTÀ BIZANTINA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-FIL-LET/08;L-FIL-LET/08 LETTERATURA LATINA MEDIEVALE E UMANISTICA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-FIL-LET/09;L-FIL-LET/09 FILOLOGIA E LINGUISTICA ROMANZA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-FIL-LET/10;L-FIL-LET/10 LETTERATURA ITALIANA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-FIL-LET/11;L-FIL-LET/11 LETTERATURA ITALIANA CONTEMPORANEA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-FIL-LET/12;L-FIL-LET/12 LINGUISTICA ITALIANA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-FIL-LET/13;L-FIL-LET/13 FILOLOGIA DELLA LETTERATURA ITALIANA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-FIL-LET/14;L-FIL-LET/14 CRITICA LETTERARIA E LETTERATURE COMPARATE;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-FIL-LET/15;L-FIL-LET/15 FILOLOGIA GERMANICA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;LICO-01/A;LICO-01/A Letteratura italiana contemporanea;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;LIFI-01/A;LIFI-01/A Linguistica italiana;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM  639/2024 ;LIFI-01/B;LIFI-01/B Filologia della letteratura italiana;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-LIN/01;L-LIN/01 GLOTTOLOGIA E LINGUISTICA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-LIN/02;L-LIN/02 DIDATTICA DELLE LINGUE MODERNE;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-LIN/03;L-LIN/03 LETTERATURA FRANCESE;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-LIN/04;L-LIN/04 LINGUA E TRADUZIONE - LINGUA FRANCESE;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-LIN/05;L-LIN/05 LETTERATURA SPAGNOLA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-LIN/06;L-LIN/06 LINGUA E LETTERATURE ISPANO-AMERICANE;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-LIN/07;L-LIN/07 LINGUA E TRADUZIONE - LINGUA SPAGNOLA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-LIN/08;L-LIN/08 LETTERATURA PORTOGHESE E BRASILIANA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-LIN/09;L-LIN/09 LINGUA E TRADUZIONE - LINGUE PORTOGHESE E BRASILIANA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-LIN/10;L-LIN/10 LETTERATURA INGLESE;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-LIN/11;L-LIN/11 LINGUE E LETTERATURE ANGLO-AMERICANE;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-LIN/12;L-LIN/12 LINGUA E TRADUZIONE - LINGUA INGLESE;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-LIN/13;L-LIN/13 LETTERATURA TEDESCA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-LIN/14;L-LIN/14 LINGUA E TRADUZIONE - LINGUA TEDESCA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-LIN/15;L-LIN/15 LINGUE E LETTERATURE NORDICHE;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-LIN/16;L-LIN/16 LINGUA E LETTERATURA NEDERLANDESE;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-LIN/17;L-LIN/17 LINGUA E LETTERATURA ROMENA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-LIN/18;L-LIN/18 LINGUA E LETTERATURA ALBANESE;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-LIN/19;L-LIN/19 FILOLOGIA UGRO-FINNICA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-LIN/20;L-LIN/20 LINGUA E LETTERATURA NEOGRECA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-LIN/21;L-LIN/21 SLAVISTICA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-OR/01;L-OR/01 STORIA DEL VICINO ORIENTE ANTICO;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-OR/02;L-OR/02 EGITTOLOGIA E CIVILTÀ COPTA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-OR/03;L-OR/03 ASSIRIOLOGIA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-OR/04;L-OR/04 ANATOLISTICA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-OR/05;L-OR/05 ARCHEOLOGIA E STORIA DELL'ARTE DEL VICINO ORIENTE ANTICO;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-OR/06;L-OR/06 ARCHEOLOGIA FENICIO-PUNICA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-OR/07;L-OR/07 SEMITISTICA - LINGUE E LETTERATURE DELL'ETIOPIA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-OR/08;L-OR/08 EBRAICO;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-OR/09;L-OR/09 LINGUE E LETTERATURE DELL'AFRICA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-OR/10;L-OR/10 STORIA DEI PAESI ISLAMICI;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-OR/11;L-OR/11 ARCHEOLOGIA E STORIA DELL'ARTE MUSULMANA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-OR/12;L-OR/12 LINGUA E LETTERATURA ARABA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-OR/13;L-OR/13 ARMENISTICA, CAUCASOLOGIA, MONGOLISTICA E TURCOLOGIA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-OR/14;L-OR/14 FILOLOGIA, RELIGIONI E STORIA DELL'IRAN;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-OR/15;L-OR/15 LINGUA E LETTERATURA PERSIANA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-OR/16;L-OR/16 ARCHEOLOGIA E STORIA DELL'ARTE DELL'INDIA E DELL'ASIA CENTRALE;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-OR/17;L-OR/17 FILOSOFIE, RELIGIONI E STORIA DELL'INDIA E DELL'ASIA CENTRALE;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-OR/18;L-OR/18 INDOLOGIA E TIBETOLOGIA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-OR/19;L-OR/19 LINGUE E LETTERATURE MODERNE DEL SUBCONTINENTE INDIANO;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-OR/20;L-OR/20 ARCHEOLOGIA, STORIA DELL'ARTE E FILOSOFIE DELL'ASIA ORIENTALE;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-OR/21;L-OR/21 LINGUE E LETTERATURE DELLA CINA E DELL'ASIA SUD-ORIENTALE;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-OR/22;L-OR/22 LINGUE E LETTERATURE DEL GIAPPONE E DELLA COREA;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;L-OR/23;L-OR/23 STORIA DELL'ASIA ORIENTALE E SUD-ORIENTALE;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;06 - Humanities and the arts;No
DM ottobre 2000;MAT/01;MAT/01 LOGICA MATEMATICA;01 - Scienze matematiche e informatiche;01 - Natural sciences;Sì
DM ottobre 2000;MAT/02;MAT/02 ALGEBRA;01 - Scienze matematiche e informatiche;01 - Natural sciences;Sì
DM ottobre 2000;MAT/03;MAT/03 GEOMETRIA;01 - Scienze matematiche e informatiche;01 - Natural sciences;Sì
DM ottobre 2000;MAT/04;MAT/04 MATEMATICHE COMPLEMENTARI;01 - Scienze matematiche e informatiche;01 - Natural sciences;Sì
DM ottobre 2000;MAT/05;MAT/05 ANALISI MATEMATICA;01 - Scienze matematiche e informatiche;01 - Natural sciences;Sì
DM ottobre 2000;MAT/06;MAT/06 PROBABILITÀ E STATISTICA MATEMATICA;01 - Scienze matematiche e informatiche;01 - Natural sciences;Sì
DM ottobre 2000;MAT/07;MAT/07 FISICA MATEMATICA;01 - Scienze matematiche e informatiche;01 - Natural sciences;Sì
DM ottobre 2000;MAT/08;MAT/08 ANALISI NUMERICA;01 - Scienze matematiche e informatiche;01 - Natural sciences;Sì
DM ottobre 2000;MAT/09;MAT/09 RICERCA OPERATIVA;01 - Scienze matematiche e informatiche;01 - Natural sciences;Sì
DM  639/2024 ;MATH-01/A;MATH-01/A Logica matematica;01 - Scienze matematiche e informatiche;01 - Natural sciences;Sì
DM  639/2024 ;MATH-01/B;"MATH-01/B Didattica e storia della
matematica";01 - Scienze matematiche e informatiche;01 - Natural sciences;Sì
DM  639/2024 ;MATH-02/A;MATH-02/A Algebra;01 - Scienze matematiche e informatiche;01 - Natural sciences;Sì
DM  639/2024 ;MATH-02/B;MATH-02/B Geometria;01 - Scienze matematiche e informatiche;01 - Natural sciences;Sì
DM  639/2024 ;MATH-03/A;MATH-03/A Analisi matematica;01 - Scienze matematiche e informatiche;01 - Natural sciences;Sì
DM  639/2024 ;MATH-03/B;"MATH-03/B Probabilità e statistica
matematica";01 - Scienze matematiche e informatiche;01 - Natural sciences;Sì
DM  639/2024 ;MATH-04/A;MATH-04/A Fisica matematica;01 - Scienze matematiche e informatiche;01 - Natural sciences;Sì
DM  639/2024 ;MATH-05/A;MATH-05/A Analisi numerica;01 - Scienze matematiche e informatiche;01 - Natural sciences;Sì
DM  639/2024 ;MATH-06/A;MATH-06/A Ricerca operativa;01 - Scienze matematiche e informatiche;01 - Natural sciences;Sì
DM ottobre 2000;M-DEA/01;M-DEA/01 DISCIPLINE DEMOETNOANTROPOLOGICHE;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;06 - Humanities and the arts;No
DM ottobre 2000;MED/01;MED/01 STATISTICA MEDICA;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/02;MED/02 STORIA DELLA MEDICINA;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/03;MED/03 GENETICA MEDICA;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/04;MED/04 PATOLOGIA GENERALE;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/05;MED/05 PATOLOGIA CLINICA;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/06;MED/06 ONCOLOGIA MEDICA;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/07;MED/07 MICROBIOLOGIA E MICROBIOLOGIA CLINICA;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/08;MED/08 ANATOMIA PATOLOGICA;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/09;MED/09 MEDICINA INTERNA;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/10;MED/10 MALATTIE DELL'APPARATO RESPIRATORIO;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/11;MED/11 MALATTIE DELL'APPARATO CARDIOVASCOLARE;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/12;MED/12 GASTROENTEROLOGIA;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/13;MED/13 ENDOCRINOLOGIA;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/14;MED/14 NEFROLOGIA;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/15;MED/15 MALATTIE DEL SANGUE;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/16;MED/16 REUMATOLOGIA;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/17;MED/17 MALATTIE INFETTIVE;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/18;MED/18 CHIRURGIA GENERALE;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/19;MED/19 CHIRURGIA PLASTICA;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/20;MED/20 CHIRURGIA PEDIATRICA E INFANTILE;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/21;MED/21 CHIRURGIA TORACICA;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/22;MED/22 CHIRURGIA VASCOLARE;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/23;MED/23 CHIRURGIA CARDIACA;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/24;MED/24 UROLOGIA;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/25;MED/25 PSCHIATRIA;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/26;MED/26 NEUROLOGIA;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/27;MED/27 NEUROCHIRURGIA;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/28;MED/28 MALATTIE ODONTOSTOMATOLOGICHE;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/29;MED/29 CHIRURGIA MAXILLOFACCIALE;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/30;MED/30 MALATTIE APPARATO VISIVO;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/31;MED/31 OTORINOLARINGOIATRIA;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/32;MED/32 AUDIOLOGIA;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/33;MED/33 MALATTIE APPARATO LOCOMOTORE;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/34;MED/34 MEDICINA FISICA E RIABILITATIVA;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/35;MED/35 MALATTIE CUTANEE E VENEREE;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/36;MED/36 DIAGNOSTICA PER IMMAGINI E RADIOTERAPIA;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/37;MED/37 NEURORADIOLOGIA;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/38;MED/38 PEDIATRIA GENERALE E SPECIALISTICA;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/39;MED/39 NEUROPSICHIATRIA INFANTILE;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/40;MED/40 GINECOLOGIA E OSTETRICIA;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/41;MED/41 ANESTESIOLOGIA;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/42;MED/42 IGIENE GENERALE E APPLICATA;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/43;MED/43 MEDICINA LEGALE;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/44;MED/44 MEDICINA DEL LAVORO;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/45;MED/45 SCIENZE INFERMIERISTICHE GENERALI, CLINICHE E PEDIATRICHE;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/46;MED/46 SCIENZE TECNICHE DI MEDICINA DI LABORATORIO;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/47;MED/47 SCIENZE INFERMIERISTICHE OSTETRICO-GINECOLOGICHE;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/48;MED/48 SCIENZE INFERMIERISTICHE E TECNICHE NEURO-PSICHIATRICHE E RIABILITATIVE;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/49;MED/49 SCIENZE TECNICHE DIETETICHE APPLICATE;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;MED/50;MED/50 SCIENZE TECNICHE MEDICHE APPLICATE;06 - Scienze mediche;03 - Medical and health sciences;No
DM ottobre 2000;M-EDF/01;M-EDF/01 METODI E DIDATTICHE DELLE ATTIVITÀ MOTORIE;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;03 - Medical and health sciences;No
DM ottobre 2000;M-EDF/02;M-EDF/02 METODI E DIDATTICHE DELLE ATTIVITÀ SPORTIVE;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;03 - Medical and health sciences;No
DM  639/2024 ;MEDF-01/A;MEDF-01/A Metodi e didattiche delle attività motorie;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDF-01/B;MEDF-01/B Metodi e didattiche delle attività sportive;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-01/A;MEDS-01/A Genetica medica;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-02/A;MEDS-02/A Patologia generale;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-02/B;MEDS-02/B Patologia clinica;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-02/C;MEDS-02/C Storia della medicina;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-03/A;MEDS-03/A Microbiologia e microbiologia clinica;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-04/A;MEDS-04/A Anatomia patologica;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-05/A;MEDS-05/A Medicina interna;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-06/A;MEDS-06/A Chirurgia generale;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-07/A;MEDS-07/A Malattie dell'apparato respiratorio;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-07/B;MEDS-07/B Malattie dell'apparato cardiovascolare;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-08/A;MEDS-08/A Endocrinologia;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-08/B;MEDS-08/B Nefrologia;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-08/C;MEDS-08/C Scienza dell’alimentazione e delle tecniche dietetiche applicate;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-09/A;MEDS-09/A Oncologia medica;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-09/B;MEDS-09/B Malattie del sangue;06 - Scienze mediche;03 - Medical and health sciences;No
DM  639/2024 ;MEDS-09/C;MEDS-09/C Reumatologia;06 - Scienze mediche;03 - Medical and health sciences;No
