ANNO;CODICE_ATENEO;NOME_ATENEO;REGIONE;AREA_GEO;GRADE;GENERE;CLASSE_ETA';N_AcStaff
2019;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;D;F;45 - 54;2
2019;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;A;F;>= 55;25
2019;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;A;M;>= 55;44
2019;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;A;M;35 - 44;3
2019;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;A;M;45 - 54;14
2019;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;A;F;45 - 54;7
2019;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;B;F;>= 55;21
2019;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;B;M;>= 55;28
2019;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;B;F;35 - 44;16
2019;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;B;M;35 - 44;30
2019;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;B;F;45 - 54;23
2019;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;B;M;45 - 54;28
2019;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;C;F;< 35;6
2019;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;C;M;< 35;12
2019;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;C;F;>= 55;8
2019;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;C;M;>= 55;10
2019;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;C;F;35 - 44;24
2019;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;C;M;35 - 44;26
2019;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;C;F;45 - 54;20
2019;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;C;M;45 - 54;21
2019;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;D;F;< 35;29
2019;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;D;M;< 35;34
2019;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;D;F;>= 55;2
2019;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;D;F;35 - 44;12
2019;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;D;M;35 - 44;12
2019;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;D;F;45 - 54;1
2019;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;D;M;45 - 54;2
2019;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;A;F;>= 55;23
2019;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;A;M;>= 55;90
2019;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;A;M;35 - 44;10
2019;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;A;F;35 - 44;1
2019;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;A;F;45 - 54;14
2019;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;A;M;45 - 54;29
2019;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;B;F;>= 55;23
2019;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;B;M;>= 55;51
2019;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;B;F;35 - 44;21
2019;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;B;M;35 - 44;37
2019;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;B;F;45 - 54;41
2019;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;B;M;45 - 54;57
2019;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;C;F;< 35;7
2019;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;C;M;< 35;14
2019;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;C;F;>= 55;16
2019;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;C;M;>= 55;18
2019;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;C;F;35 - 44;44
2019;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;C;M;35 - 44;40
2019;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;C;F;45 - 54;30
2019;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;C;M;45 - 54;31
2019;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;D;F;< 35;35
2019;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;D;M;< 35;43
2019;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;D;F;35 - 44;27
2019;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;D;M;35 - 44;13
2019;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;D;F;45 - 54;1
2019;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;A;M;>= 55;118
2019;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;A;F;>= 55;46
2019;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;A;F;35 - 44;2
2019;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;A;M;35 - 44;2
2019;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;A;F;45 - 54;9
2019;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;A;M;45 - 54;36
2019;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;B;F;>= 55;63
2019;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;B;M;>= 55;87
2019;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;B;F;35 - 44;31
2019;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;B;M;35 - 44;40
2019;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;B;F;45 - 54;59
2019;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;B;M;45 - 54;94
2019;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;C;F;< 35;13
2019;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;C;M;< 35;15
2019;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;C;F;>= 55;29
2019;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;C;M;>= 55;47
2019;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;C;M;35 - 44;67
2019;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;C;F;35 - 44;46
2019;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;C;M;45 - 54;41
2019;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;C;F;45 - 54;51
2019;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;D;F;< 35;88
2019;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;D;M;< 35;71
2019;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;D;F;>= 55;1
2019;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;D;F;35 - 44;27
2019;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;D;M;35 - 44;29
2019;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;D;F;45 - 54;9
2019;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;D;M;45 - 54;2
2019;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;A;M;>= 55;7
2019;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;A;M;45 - 54;1
2019;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;B;F;35 - 44;1
2019;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;B;M;35 - 44;7
2019;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;B;M;45 - 54;4
2019;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;C;M;< 35;2
2019;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;C;F;35 - 44;6
2019;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;C;M;35 - 44;4
2019;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;C;M;45 - 54;1
2019;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;D;F;< 35;4
2019;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;D;M;< 35;8
2019;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;D;F;35 - 44;2
2019;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;D;M;35 - 44;3
2019;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;D;M;45 - 54;2
2019;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;A;F;>= 55;8
2019;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;A;M;>= 55;29
2019;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;A;F;35 - 44;3
2019;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;A;M;35 - 44;9
2019;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;A;F;45 - 54;7
2019;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;A;M;45 - 54;18
2019;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;B;F;>= 55;3
2019;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;B;M;>= 55;4
2019;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;B;F;35 - 44;2
2019;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;B;M;35 - 44;9
2019;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;B;F;45 - 54;11
2019;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;B;M;45 - 54;16
2019;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;C;M;< 35;18
2019;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;C;F;< 35;17
2019;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;C;F;>= 55;2
2019;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;C;M;>= 55;3
2019;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;C;F;35 - 44;30
2019;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;C;M;35 - 44;39
2019;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;C;F;45 - 54;18
2019;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;C;M;45 - 54;19
2019;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;D;F;< 35;43
2019;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;D;M;< 35;54
2019;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;D;F;>= 55;1
2019;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;D;F;35 - 44;27
2019;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;D;M;35 - 44;25
2019;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;D;F;45 - 54;3
2019;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;D;M;45 - 54;3
2019;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;A;F;>= 55;21
2019;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;A;M;>= 55;105
2019;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;A;M;35 - 44;7
2019;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;A;F;35 - 44;1
2019;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;A;F;45 - 54;12
2019;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;A;M;45 - 54;52
2019;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;B;F;>= 55;34
2019;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;B;M;>= 55;57
2019;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;B;F;35 - 44;27
2019;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;B;M;35 - 44;55
2019;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;B;F;45 - 54;38
2019;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;B;M;45 - 54;103
2019;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;C;F;< 35;4
2019;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;C;M;< 35;13
2019;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;C;F;>= 55;8
2019;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;C;M;>= 55;8
2019;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;C;M;35 - 44;68
2019;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;C;F;35 - 44;24
2019;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;C;F;45 - 54;15
2019;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;C;M;45 - 54;17
2019;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;D;F;< 35;99
2019;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;D;M;< 35;122
2019;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;D;F;35 - 44;38
2019;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;D;M;35 - 44;47
2019;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;D;M;45 - 54;7
2019;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;D;F;45 - 54;8
2019;02301;Verona - Università degli studi;Veneto;NORD-EST;A;F;>= 55;32
2019;02301;Verona - Università degli studi;Veneto;NORD-EST;A;M;>= 55;94
2019;02301;Verona - Università degli studi;Veneto;NORD-EST;A;M;35 - 44;4
2019;02301;Verona - Università degli studi;Veneto;NORD-EST;A;F;45 - 54;17
2019;02301;Verona - Università degli studi;Veneto;NORD-EST;A;M;45 - 54;38
2019;02301;Verona - Università degli studi;Veneto;NORD-EST;B;M;< 35;1
2019;02301;Verona - Università degli studi;Veneto;NORD-EST;B;F;>= 55;36
2019;02301;Verona - Università degli studi;Veneto;NORD-EST;B;M;>= 55;71
2019;02301;Verona - Università degli studi;Veneto;NORD-EST;B;F;35 - 44;33
2019;02301;Verona - Università degli studi;Veneto;NORD-EST;B;M;35 - 44;54
2019;02301;Verona - Università degli studi;Veneto;NORD-EST;B;F;45 - 54;52
2019;02301;Verona - Università degli studi;Veneto;NORD-EST;B;M;45 - 54;77
2019;02301;Verona - Università degli studi;Veneto;NORD-EST;C;F;< 35;12
2019;02301;Verona - Università degli studi;Veneto;NORD-EST;C;M;< 35;10
2019;02301;Verona - Università degli studi;Veneto;NORD-EST;C;F;>= 55;24
2019;02301;Verona - Università degli studi;Veneto;NORD-EST;C;M;>= 55;18
2019;02301;Verona - Università degli studi;Veneto;NORD-EST;C;M;35 - 44;51
2019;02301;Verona - Università degli studi;Veneto;NORD-EST;C;F;35 - 44;56
2019;02301;Verona - Università degli studi;Veneto;NORD-EST;C;F;45 - 54;40
2019;02301;Verona - Università degli studi;Veneto;NORD-EST;C;M;45 - 54;31
2019;02301;Verona - Università degli studi;Veneto;NORD-EST;D;F;< 35;101
2019;02301;Verona - Università degli studi;Veneto;NORD-EST;D;M;< 35;63
2019;02301;Verona - Università degli studi;Veneto;NORD-EST;D;M;>= 55;2
2019;02301;Verona - Università degli studi;Veneto;NORD-EST;D;F;>= 55;1
2019;02301;Verona - Università degli studi;Veneto;NORD-EST;D;F;35 - 44;59
2019;02301;Verona - Università degli studi;Veneto;NORD-EST;D;M;35 - 44;29
2019;02301;Verona - Università degli studi;Veneto;NORD-EST;D;M;45 - 54;5
2019;02301;Verona - Università degli studi;Veneto;NORD-EST;D;F;45 - 54;9
2019;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;A;F;>= 55;30
2019;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;A;M;>= 55;73
2019;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;A;F;35 - 44;1
2019;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;A;M;35 - 44;5
2019;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;A;F;45 - 54;7
2019;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;A;M;45 - 54;20
2019;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;B;F;>= 55;34
2019;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;B;M;>= 55;51
2019;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;B;F;35 - 44;21
2019;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;B;M;35 - 44;37
2019;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;B;F;45 - 54;43
2019;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;B;M;45 - 54;53
2019;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;C;M;< 35;13
2019;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;C;F;< 35;13
2019;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;C;F;>= 55;15
2019;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;C;M;>= 55;14
2019;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;C;F;35 - 44;49
2019;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;C;M;35 - 44;50
2019;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;C;F;45 - 54;32
2019;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;C;M;45 - 54;26
2019;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;D;F;< 35;47
2019;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;D;M;< 35;56
2019;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;D;F;>= 55;3
2019;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;D;M;>= 55;1
2019;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;D;M;35 - 44;34
2019;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;D;F;35 - 44;44
2019;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;D;M;45 - 54;8
2019;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;D;F;45 - 54;11
2019;02702;Venezia - Università IUAV;Veneto;NORD-EST;A;F;>= 55;12
2019;02702;Venezia - Università IUAV;Veneto;NORD-EST;A;M;>= 55;25
2019;02702;Venezia - Università IUAV;Veneto;NORD-EST;A;F;45 - 54;7
2019;02702;Venezia - Università IUAV;Veneto;NORD-EST;A;M;45 - 54;3
2019;02702;Venezia - Università IUAV;Veneto;NORD-EST;B;F;>= 55;11
2019;02702;Venezia - Università IUAV;Veneto;NORD-EST;B;M;>= 55;22
2019;02702;Venezia - Università IUAV;Veneto;NORD-EST;B;F;35 - 44;4
2019;02702;Venezia - Università IUAV;Veneto;NORD-EST;B;M;35 - 44;5
2019;02702;Venezia - Università IUAV;Veneto;NORD-EST;B;F;45 - 54;14
2019;02702;Venezia - Università IUAV;Veneto;NORD-EST;B;M;45 - 54;17
2019;02702;Venezia - Università IUAV;Veneto;NORD-EST;C;M;< 35;1
2019;02702;Venezia - Università IUAV;Veneto;NORD-EST;C;F;>= 55;4
2019;02702;Venezia - Università IUAV;Veneto;NORD-EST;C;M;>= 55;6
2019;02702;Venezia - Università IUAV;Veneto;NORD-EST;C;F;35 - 44;5
2019;02702;Venezia - Università IUAV;Veneto;NORD-EST;C;M;35 - 44;9
2019;02702;Venezia - Università IUAV;Veneto;NORD-EST;C;F;45 - 54;2
2019;02702;Venezia - Università IUAV;Veneto;NORD-EST;C;M;45 - 54;2
2019;02702;Venezia - Università IUAV;Veneto;NORD-EST;D;F;< 35;13
2019;02702;Venezia - Università IUAV;Veneto;NORD-EST;D;M;< 35;17
2019;02702;Venezia - Università IUAV;Veneto;NORD-EST;D;F;35 - 44;21
2019;02702;Venezia - Università IUAV;Veneto;NORD-EST;D;M;35 - 44;14
2019;02702;Venezia - Università IUAV;Veneto;NORD-EST;D;F;45 - 54;5
2019;02702;Venezia - Università IUAV;Veneto;NORD-EST;D;M;45 - 54;2
2019;02801;Padova - Università degli studi;Veneto;NORD-EST;A;F;>= 55;86
2019;02801;Padova - Università degli studi;Veneto;NORD-EST;A;M;>= 55;287
2019;02801;Padova - Università degli studi;Veneto;NORD-EST;A;F;35 - 44;2
2019;02801;Padova - Università degli studi;Veneto;NORD-EST;A;M;35 - 44;13
2019;02801;Padova - Università degli studi;Veneto;NORD-EST;A;F;45 - 54;42
2019;02801;Padova - Università degli studi;Veneto;NORD-EST;A;M;45 - 54;117
2019;02801;Padova - Università degli studi;Veneto;NORD-EST;B;M;< 35;2
2019;02801;Padova - Università degli studi;Veneto;NORD-EST;B;F;>= 55;124
2019;02801;Padova - Università degli studi;Veneto;NORD-EST;B;M;>= 55;217
2019;02801;Padova - Università degli studi;Veneto;NORD-EST;B;F;35 - 44;75
2019;02801;Padova - Università degli studi;Veneto;NORD-EST;B;M;35 - 44;149
2019;02801;Padova - Università degli studi;Veneto;NORD-EST;B;M;45 - 54;271
2019;02801;Padova - Università degli studi;Veneto;NORD-EST;B;F;45 - 54;169
2019;02801;Padova - Università degli studi;Veneto;NORD-EST;C;F;< 35;30
2019;02801;Padova - Università degli studi;Veneto;NORD-EST;C;M;< 35;57
2019;02801;Padova - Università degli studi;Veneto;NORD-EST;C;F;>= 55;49
2019;02801;Padova - Università degli studi;Veneto;NORD-EST;C;M;>= 55;52
2019;02801;Padova - Università degli studi;Veneto;NORD-EST;C;F;35 - 44;154
2019;02801;Padova - Università degli studi;Veneto;NORD-EST;C;M;35 - 44;185
2019;02801;Padova - Università degli studi;Veneto;NORD-EST;C;F;45 - 54;98
2019;02801;Padova - Università degli studi;Veneto;NORD-EST;C;M;45 - 54;88
2019;02801;Padova - Università degli studi;Veneto;NORD-EST;D;F;< 35;268
2019;02801;Padova - Università degli studi;Veneto;NORD-EST;D;M;< 35;345
2019;02801;Padova - Università degli studi;Veneto;NORD-EST;D;F;>= 55;2
2019;02801;Padova - Università degli studi;Veneto;NORD-EST;D;M;>= 55;1
2019;02801;Padova - Università degli studi;Veneto;NORD-EST;D;F;35 - 44;126
2019;02801;Padova - Università degli studi;Veneto;NORD-EST;D;M;35 - 44;111
2019;02801;Padova - Università degli studi;Veneto;NORD-EST;D;F;45 - 54;13
2019;02801;Padova - Università degli studi;Veneto;NORD-EST;D;M;45 - 54;17
2019;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;A;F;>= 55;26
2019;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;A;M;>= 55;107
2019;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;A;F;45 - 54;15
2019;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;A;M;45 - 54;21
2019;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;B;F;>= 55;47
2019;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;B;M;>= 55;79
2019;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;B;F;35 - 44;8
2019;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;B;M;35 - 44;24
2019;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;B;M;45 - 54;73
2019;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;B;F;45 - 54;40
2019;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;C;F;< 35;2
2019;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;C;M;< 35;6
2019;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;C;F;>= 55;30
2019;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;C;M;>= 55;46
2019;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;C;F;35 - 44;20
2019;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;C;M;35 - 44;31
2019;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;C;F;45 - 54;33
2019;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;C;M;45 - 54;42
2019;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;D;F;< 35;43
2019;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;D;M;< 35;63
2019;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;D;M;>= 55;4
2019;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;D;F;35 - 44;27
2019;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;D;M;35 - 44;23
2019;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;D;F;45 - 54;7
2019;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;D;M;45 - 54;11
2019;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;A;F;>= 55;23
2019;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;A;M;>= 55;80
2019;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;A;M;35 - 44;1
2019;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;A;F;45 - 54;4
2019;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;A;M;45 - 54;7
2019;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;B;F;>= 55;56
2019;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;B;M;>= 55;114
2019;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;B;F;35 - 44;16
2019;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;B;M;35 - 44;27
2019;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;B;M;45 - 54;72
2019;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;B;F;45 - 54;32
2019;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;C;F;< 35;3
2019;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;C;M;< 35;9
2019;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;C;F;>= 55;32
2019;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;C;M;>= 55;41
2019;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;C;F;35 - 44;21
2019;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;C;M;35 - 44;44
2019;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;C;F;45 - 54;39
2019;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;C;M;45 - 54;32
2019;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;D;F;< 35;40
2019;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;D;M;< 35;47
2019;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;D;F;>= 55;1
2019;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;D;M;>= 55;3
