Anno;CODICE_ATENEO;NOME_ATENEO;REGIONE;AREA_GEO;Qualifica;GENERE;PERC_QUAL_PERS_TA
2023;01501;Università degli Studi di MILANO;Lombardia;NORD-OVEST;DIRETTORE GENERALE;M;100,0%
2023;01502;Politecnico di MILANO;Lombardia;NORD-OVEST;DIRIGENTE II FASCIA;M;62,5%
2023;01502;Politecnico di MILANO;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA B;M;37,5%
2023;01502;Politecnico di MILANO;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA C;M;33,2%
2023;01502;Politecnico di MILANO;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA D;M;40,6%
2023;01502;Politecnico di MILANO;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA EP;M;61,9%
2023;01502;Politecnico di MILANO;Lombardia;NORD-OVEST;DIRETTORE GENERALE;M;100,0%
2023;01509;Università degli Studi di MILANO-BICOCCA;Lombardia;NORD-OVEST;DIRIGENTE II FASCIA;M;42,9%
2023;01509;Università degli Studi di MILANO-BICOCCA;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA B;M;52,9%
2023;01509;Università degli Studi di MILANO-BICOCCA;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA C;M;40,2%
2023;01509;Università degli Studi di MILANO-BICOCCA;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA D;M;36,4%
2023;01509;Università degli Studi di MILANO-BICOCCA;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA EP;M;34,0%
2023;01509;Università degli Studi di MILANO-BICOCCA;Lombardia;NORD-OVEST;DIRETTORE GENERALE;M;100,0%
2023;01601;Università degli Studi di BERGAMO;Lombardia;NORD-OVEST;DIRIGENTE II FASCIA;M;66,7%
2023;01601;Università degli Studi di BERGAMO;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA B;M;64,3%
2023;01601;Università degli Studi di BERGAMO;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA C;M;22,7%
2023;01601;Università degli Studi di BERGAMO;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA D;M;27,4%
2023;01601;Università degli Studi di BERGAMO;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA EP;M;28,6%
2023;01601;Università degli Studi di BERGAMO;Lombardia;NORD-OVEST;DIRETTORE GENERALE;M;0,0%
2023;01701;Università degli Studi di BRESCIA;Lombardia;NORD-OVEST;DIRIGENTE II FASCIA;M;50,0%
2023;01701;Università degli Studi di BRESCIA;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA B;M;28,1%
2023;01701;Università degli Studi di BRESCIA;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA C;M;31,8%
2023;01701;Università degli Studi di BRESCIA;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA D;M;30,7%
2023;01701;Università degli Studi di BRESCIA;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA EP;M;58,3%
2023;01701;Università degli Studi di BRESCIA;Lombardia;NORD-OVEST;DIRETTORE GENERALE;M;0,0%
2023;01801;Università degli Studi di PAVIA;Lombardia;NORD-OVEST;DIRIGENTE II FASCIA;M;66,7%
2023;01801;Università degli Studi di PAVIA;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA B;M;39,7%
2023;01801;Università degli Studi di PAVIA;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA C;M;30,9%
2023;01801;Università degli Studi di PAVIA;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA D;M;31,3%
2023;01801;Università degli Studi di PAVIA;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA EP;M;29,4%
2023;01801;Università degli Studi di PAVIA;Lombardia;NORD-OVEST;DIRETTORE GENERALE;M;0,0%
2023;01802;Istituto universitario di studi superiori di Pavia;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA B;M;100,0%
2023;01802;Istituto universitario di studi superiori di Pavia;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA C;M;12,5%
2023;01802;Istituto universitario di studi superiori di Pavia;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA D;M;21,4%
2023;01802;Istituto universitario di studi superiori di Pavia;Lombardia;NORD-OVEST;POSIZIONE ECONOMICA EP;M;33,3%
2023;01802;Istituto universitario di studi superiori di Pavia;Lombardia;NORD-OVEST;DIRETTORE GENERALE;M;100,0%
2023;02201;Università degli Studi di TRENTO;Trentino-Alto Adige;NORD-EST;DIRIGENTE II FASCIA;M;100,0%
2023;02201;Università degli Studi di TRENTO;Trentino-Alto Adige;NORD-EST;POSIZIONE ECONOMICA B;M;80,0%
2023;02201;Università degli Studi di TRENTO;Trentino-Alto Adige;NORD-EST;POSIZIONE ECONOMICA C;M;31,8%
2023;02201;Università degli Studi di TRENTO;Trentino-Alto Adige;NORD-EST;POSIZIONE ECONOMICA D;M;33,5%
2023;02201;Università degli Studi di TRENTO;Trentino-Alto Adige;NORD-EST;POSIZIONE ECONOMICA EP;M;51,9%
2023;02201;Università degli Studi di TRENTO;Trentino-Alto Adige;NORD-EST;DIRETTORE GENERALE;M;100,0%
2023;02301;Università degli Studi di VERONA;Veneto;NORD-EST;DIRIGENTE II FASCIA;M;40,0%
2023;02301;Università degli Studi di VERONA;Veneto;NORD-EST;POSIZIONE ECONOMICA B;M;48,8%
2023;02301;Università degli Studi di VERONA;Veneto;NORD-EST;POSIZIONE ECONOMICA C;M;30,7%
2023;02301;Università degli Studi di VERONA;Veneto;NORD-EST;POSIZIONE ECONOMICA D;M;32,8%
2023;02301;Università degli Studi di VERONA;Veneto;NORD-EST;POSIZIONE ECONOMICA EP;M;43,8%
2023;02301;Università degli Studi di VERONA;Veneto;NORD-EST;DIRETTORE GENERALE;M;100,0%
2023;02701;Università Ca' Foscari Venezia;Veneto;NORD-EST;DIRIGENTE II FASCIA;M;57,1%
2023;02701;Università Ca' Foscari Venezia;Veneto;NORD-EST;POSIZIONE ECONOMICA B;M;25,6%
2023;02701;Università Ca' Foscari Venezia;Veneto;NORD-EST;POSIZIONE ECONOMICA C;M;28,1%
2023;02701;Università Ca' Foscari Venezia;Veneto;NORD-EST;POSIZIONE ECONOMICA D;M;27,1%
2023;02701;Università Ca' Foscari Venezia;Veneto;NORD-EST;POSIZIONE ECONOMICA EP;M;31,4%
2023;02701;Università Ca' Foscari Venezia;Veneto;NORD-EST;DIRETTORE GENERALE;M;100,0%
2023;02702;Università IUAV di VENEZIA;Veneto;NORD-EST;DIRIGENTE II FASCIA;M;50,0%
2023;02702;Università IUAV di VENEZIA;Veneto;NORD-EST;POSIZIONE ECONOMICA C;M;32,3%
2023;02702;Università IUAV di VENEZIA;Veneto;NORD-EST;POSIZIONE ECONOMICA D;M;34,4%
2023;02702;Università IUAV di VENEZIA;Veneto;NORD-EST;POSIZIONE ECONOMICA EP;M;29,4%
2023;02702;Università IUAV di VENEZIA;Veneto;NORD-EST;DIRETTORE GENERALE;M;100,0%
2023;02801;Università degli Studi di PADOVA;Veneto;NORD-EST;DIRIGENTE II FASCIA;M;62,5%
2023;02801;Università degli Studi di PADOVA;Veneto;NORD-EST;POSIZIONE ECONOMICA B;M;39,6%
2023;02801;Università degli Studi di PADOVA;Veneto;NORD-EST;POSIZIONE ECONOMICA C;M;37,9%
2023;02801;Università degli Studi di PADOVA;Veneto;NORD-EST;POSIZIONE ECONOMICA D;M;36,4%
2023;02801;Università degli Studi di PADOVA;Veneto;NORD-EST;POSIZIONE ECONOMICA EP;M;40,2%
2023;02801;Università degli Studi di PADOVA;Veneto;NORD-EST;DIRETTORE GENERALE;M;100,0%
2023;03001;Università degli Studi di UDINE;Friuli-Venezia Giulia;NORD-EST;DIRIGENTE II FASCIA;M;60,0%
2023;03001;Università degli Studi di UDINE;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA B;M;72,2%
2023;03001;Università degli Studi di UDINE;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA C;M;29,8%
2023;03001;Università degli Studi di UDINE;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA D;M;36,4%
2023;03001;Università degli Studi di UDINE;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA EP;M;29,4%
2023;03001;Università degli Studi di UDINE;Friuli-Venezia Giulia;NORD-EST;DIRETTORE GENERALE;M;100,0%
2023;03201;Università degli Studi di TRIESTE;Friuli-Venezia Giulia;NORD-EST;DIRIGENTE II FASCIA;M;50,0%
2023;03201;Università degli Studi di TRIESTE;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA B;M;52,8%
2023;03201;Università degli Studi di TRIESTE;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA C;M;39,2%
2023;03201;Università degli Studi di TRIESTE;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA D;M;33,5%
2023;03201;Università degli Studi di TRIESTE;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA EP;M;53,8%
2023;03201;Università degli Studi di TRIESTE;Friuli-Venezia Giulia;NORD-EST;DIRETTORE GENERALE;M;0,0%
2023;03202;Scuola Internazionale Superiore di Studi Avanzati di TRIESTE;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA C;M;34,5%
2023;03202;Scuola Internazionale Superiore di Studi Avanzati di TRIESTE;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA D;M;34,0%
2023;03202;Scuola Internazionale Superiore di Studi Avanzati di TRIESTE;Friuli-Venezia Giulia;NORD-EST;POSIZIONE ECONOMICA EP;M;42,9%
2023;03202;Scuola Internazionale Superiore di Studi Avanzati di TRIESTE;Friuli-Venezia Giulia;NORD-EST;DIRETTORE GENERALE;M;100,0%
2023;03401;Università degli Studi di PARMA;Emilia-Romagna;NORD-EST;DIRIGENTE II FASCIA;M;66,7%
2023;03401;Università degli Studi di PARMA;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA B;M;45,2%
2023;03401;Università degli Studi di PARMA;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA C;M;38,1%
2023;03401;Università degli Studi di PARMA;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA D;M;29,7%
2023;03401;Università degli Studi di PARMA;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA EP;M;35,9%
2023;03401;Università degli Studi di PARMA;Emilia-Romagna;NORD-EST;DIRETTORE GENERALE;M;100,0%
2023;03601;Università degli Studi di MODENA e REGGIO EMILIA;Emilia-Romagna;NORD-EST;DIRIGENTE II FASCIA;M;42,9%
2023;03601;Università degli Studi di MODENA e REGGIO EMILIA;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA B;M;50,0%
2023;03601;Università degli Studi di MODENA e REGGIO EMILIA;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA C;M;32,1%
2023;03601;Università degli Studi di MODENA e REGGIO EMILIA;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA D;M;27,1%
2023;03601;Università degli Studi di MODENA e REGGIO EMILIA;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA EP;M;17,9%
2023;03601;Università degli Studi di MODENA e REGGIO EMILIA;Emilia-Romagna;NORD-EST;DIRETTORE GENERALE;M;100,0%
2023;03701;Università degli Studi di BOLOGNA;Emilia-Romagna;NORD-EST;DIRIGENTE II FASCIA;M;30,8%
2023;03701;Università degli Studi di BOLOGNA;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA B;M;44,4%
2023;03701;Università degli Studi di BOLOGNA;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA C;M;34,1%
2023;03701;Università degli Studi di BOLOGNA;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA D;M;32,6%
2023;03701;Università degli Studi di BOLOGNA;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA EP;M;38,0%
2023;03701;Università degli Studi di BOLOGNA;Emilia-Romagna;NORD-EST;DIRETTORE GENERALE;M;0,0%
2023;03801;Università degli Studi di FERRARA;Emilia-Romagna;NORD-EST;DIRIGENTE II FASCIA;M;25,0%
2023;03801;Università degli Studi di FERRARA;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA B;M;27,6%
2023;03801;Università degli Studi di FERRARA;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA C;M;34,6%
2023;03801;Università degli Studi di FERRARA;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA D;M;28,3%
2023;03801;Università degli Studi di FERRARA;Emilia-Romagna;NORD-EST;POSIZIONE ECONOMICA EP;M;42,3%
2023;03801;Università degli Studi di FERRARA;Emilia-Romagna;NORD-EST;DIRETTORE GENERALE;M;100,0%
2023;04101;"Università degli studi ""Carlo Bo"" di Urbino";Marche;CENTRO;DIRIGENTE II FASCIA;M;100,0%
2023;04101;"Università degli studi ""Carlo Bo"" di Urbino";Marche;CENTRO;POSIZIONE ECONOMICA B;M;64,1%
2023;04101;"Università degli studi ""Carlo Bo"" di Urbino";Marche;CENTRO;POSIZIONE ECONOMICA C;M;32,3%
2023;04101;"Università degli studi ""Carlo Bo"" di Urbino";Marche;CENTRO;POSIZIONE ECONOMICA D;M;46,5%
2023;04101;"Università degli studi ""Carlo Bo"" di Urbino";Marche;CENTRO;POSIZIONE ECONOMICA EP;M;44,4%
2023;04101;"Università degli studi ""Carlo Bo"" di Urbino";Marche;CENTRO;DIRETTORE GENERALE;M;100,0%
2023;04201;Università Politecnica delle Marche - Ancona;Marche;CENTRO;POSIZIONE ECONOMICA B;M;38,5%
2023;04201;Università Politecnica delle Marche - Ancona;Marche;CENTRO;POSIZIONE ECONOMICA C;M;35,0%
2023;04201;Università Politecnica delle Marche - Ancona;Marche;CENTRO;POSIZIONE ECONOMICA D;M;36,1%
2023;04201;Università Politecnica delle Marche - Ancona;Marche;CENTRO;POSIZIONE ECONOMICA EP;M;42,1%
2023;04201;Università Politecnica delle Marche - Ancona;Marche;CENTRO;DIRETTORE GENERALE;M;100,0%
2023;04301;Università degli Studi di MACERATA;Marche;CENTRO;DIRIGENTE II FASCIA;M;100,0%
2023;04301;Università degli Studi di MACERATA;Marche;CENTRO;POSIZIONE ECONOMICA B;M;44,4%
2023;04301;Università degli Studi di MACERATA;Marche;CENTRO;POSIZIONE ECONOMICA C;M;24,9%
2023;04301;Università degli Studi di MACERATA;Marche;CENTRO;POSIZIONE ECONOMICA D;M;32,9%
2023;04301;Università degli Studi di MACERATA;Marche;CENTRO;POSIZIONE ECONOMICA EP;M;64,3%
2023;04301;Università degli Studi di MACERATA;Marche;CENTRO;DIRETTORE GENERALE;M;100,0%
2023;04302;Università degli Studi di CAMERINO;Marche;CENTRO;POSIZIONE ECONOMICA B;M;51,7%
2023;04302;Università degli Studi di CAMERINO;Marche;CENTRO;POSIZIONE ECONOMICA C;M;35,1%
2023;04302;Università degli Studi di CAMERINO;Marche;CENTRO;POSIZIONE ECONOMICA D;M;37,8%
2023;04302;Università degli Studi di CAMERINO;Marche;CENTRO;POSIZIONE ECONOMICA EP;M;70,6%
2023;04302;Università degli Studi di CAMERINO;Marche;CENTRO;DIRETTORE GENERALE;M;100,0%
2023;04601;Scuola IMT Alti Studi di Lucca;Toscana;CENTRO;POSIZIONE ECONOMICA B;M;0,0%
2023;04601;Scuola IMT Alti Studi di Lucca;Toscana;CENTRO;POSIZIONE ECONOMICA C;M;21,1%
2023;04601;Scuola IMT Alti Studi di Lucca;Toscana;CENTRO;POSIZIONE ECONOMICA D;M;21,7%
2023;04601;Scuola IMT Alti Studi di Lucca;Toscana;CENTRO;POSIZIONE ECONOMICA EP;M;100,0%
2023;04601;Scuola IMT Alti Studi di Lucca;Toscana;CENTRO;DIRETTORE GENERALE;M;100,0%
2023;04801;Università degli Studi di FIRENZE;Toscana;CENTRO;DIRIGENTE II FASCIA;M;66,7%
2023;04801;Università degli Studi di FIRENZE;Toscana;CENTRO;POSIZIONE ECONOMICA B;M;53,8%
2023;04801;Università degli Studi di FIRENZE;Toscana;CENTRO;POSIZIONE ECONOMICA C;M;29,1%
2023;04801;Università degli Studi di FIRENZE;Toscana;CENTRO;POSIZIONE ECONOMICA D;M;37,8%
2023;04801;Università degli Studi di FIRENZE;Toscana;CENTRO;POSIZIONE ECONOMICA EP;M;39,5%
2023;04801;Università degli Studi di FIRENZE;Toscana;CENTRO;DIRETTORE GENERALE;M;100,0%
2023;05001;Università di PISA;Toscana;CENTRO;DIRIGENTE II FASCIA;M;50,0%
2023;05001;Università di PISA;Toscana;CENTRO;POSIZIONE ECONOMICA B;M;43,3%
2023;05001;Università di PISA;Toscana;CENTRO;POSIZIONE ECONOMICA C;M;35,7%
2023;05001;Università di PISA;Toscana;CENTRO;POSIZIONE ECONOMICA D;M;39,9%
2023;05001;Università di PISA;Toscana;CENTRO;POSIZIONE ECONOMICA EP;M;34,7%
2023;05001;Università di PISA;Toscana;CENTRO;DIRETTORE GENERALE;M;100,0%
2023;05002;Scuola Normale Superiore di PISA;Toscana;CENTRO;DIRIGENTE II FASCIA;M;100,0%
2023;05002;Scuola Normale Superiore di PISA;Toscana;CENTRO;POSIZIONE ECONOMICA B;M;47,1%
2023;05002;Scuola Normale Superiore di PISA;Toscana;CENTRO;POSIZIONE ECONOMICA C;M;45,1%
2023;05002;Scuola Normale Superiore di PISA;Toscana;CENTRO;POSIZIONE ECONOMICA D;M;27,6%
2023;05002;Scuola Normale Superiore di PISA;Toscana;CENTRO;POSIZIONE ECONOMICA EP;M;52,9%
2023;05002;Scuola Normale Superiore di PISA;Toscana;CENTRO;DIRETTORE GENERALE;M;100,0%
2023;05003;"Scuola superiore di studi universitari e perfezionamento ""S. Anna"" di Pisa";Toscana;CENTRO;DIRIGENTE II FASCIA;M;100,0%
2023;05003;"Scuola superiore di studi universitari e perfezionamento ""S. Anna"" di Pisa";Toscana;CENTRO;POSIZIONE ECONOMICA B;M;0,0%
2023;05003;"Scuola superiore di studi universitari e perfezionamento ""S. Anna"" di Pisa";Toscana;CENTRO;POSIZIONE ECONOMICA C;M;33,3%
2023;05003;"Scuola superiore di studi universitari e perfezionamento ""S. Anna"" di Pisa";Toscana;CENTRO;POSIZIONE ECONOMICA D;M;25,8%
2023;05003;"Scuola superiore di studi universitari e perfezionamento ""S. Anna"" di Pisa";Toscana;CENTRO;POSIZIONE ECONOMICA EP;M;26,3%
2023;05003;"Scuola superiore di studi universitari e perfezionamento ""S. Anna"" di Pisa";Toscana;CENTRO;DIRETTORE GENERALE;M;0,0%
2023;05201;Università degli Studi di SIENA;Toscana;CENTRO;DIRIGENTE II FASCIA;M;50,0%
2023;05201;Università degli Studi di SIENA;Toscana;CENTRO;POSIZIONE ECONOMICA B;M;38,1%
2023;05201;Università degli Studi di SIENA;Toscana;CENTRO;POSIZIONE ECONOMICA C;M;33,3%
2023;05201;Università degli Studi di SIENA;Toscana;CENTRO;POSIZIONE ECONOMICA D;M;34,1%
2023;05201;Università degli Studi di SIENA;Toscana;CENTRO;POSIZIONE ECONOMICA EP;M;33,3%
2023;05201;Università degli Studi di SIENA;Toscana;CENTRO;DIRETTORE GENERALE;M;100,0%
2023;05202;Università per Stranieri di SIENA;Toscana;CENTRO;POSIZIONE ECONOMICA B;M;44,4%
2023;05202;Università per Stranieri di SIENA;Toscana;CENTRO;POSIZIONE ECONOMICA C;M;28,9%
2023;05202;Università per Stranieri di SIENA;Toscana;CENTRO;POSIZIONE ECONOMICA D;M;17,6%
2023;05202;Università per Stranieri di SIENA;Toscana;CENTRO;POSIZIONE ECONOMICA EP;M;50,0%
2023;05202;Università per Stranieri di SIENA;Toscana;CENTRO;DIRETTORE GENERALE;M;0,0%
2023;05401;Università degli Studi di PERUGIA;Umbria;CENTRO;DIRIGENTE II FASCIA;M;50,0%
2023;05401;Università degli Studi di PERUGIA;Umbria;CENTRO;POSIZIONE ECONOMICA B;M;49,1%
2023;05401;Università degli Studi di PERUGIA;Umbria;CENTRO;POSIZIONE ECONOMICA C;M;40,6%
2023;05401;Università degli Studi di PERUGIA;Umbria;CENTRO;POSIZIONE ECONOMICA D;M;39,3%
2023;05401;Università degli Studi di PERUGIA;Umbria;CENTRO;POSIZIONE ECONOMICA EP;M;34,8%
2023;05401;Università degli Studi di PERUGIA;Umbria;CENTRO;DIRETTORE GENERALE;M;0,0%
2023;05403;Università per Stranieri di PERUGIA;Umbria;CENTRO;POSIZIONE ECONOMICA B;M;46,4%
2023;05403;Università per Stranieri di PERUGIA;Umbria;CENTRO;POSIZIONE ECONOMICA C;M;31,1%
2023;05403;Università per Stranieri di PERUGIA;Umbria;CENTRO;POSIZIONE ECONOMICA D;M;26,7%
2023;05403;Università per Stranieri di PERUGIA;Umbria;CENTRO;POSIZIONE ECONOMICA EP;M;42,9%
2023;05403;Università per Stranieri di PERUGIA;Umbria;CENTRO;DIRETTORE GENERALE;M;100,0%
2023;05601;Università degli Studi della TUSCIA;Lazio;CENTRO;DIRIGENTE II FASCIA;M;100,0%
2023;05601;Università degli Studi della TUSCIA;Lazio;CENTRO;POSIZIONE ECONOMICA B;M;68,8%
2023;05601;Università degli Studi della TUSCIA;Lazio;CENTRO;POSIZIONE ECONOMICA C;M;36,4%
2023;05601;Università degli Studi della TUSCIA;Lazio;CENTRO;POSIZIONE ECONOMICA D;M;40,3%
2023;05601;Università degli Studi della TUSCIA;Lazio;CENTRO;POSIZIONE ECONOMICA EP;M;33,3%
2023;05601;Università degli Studi della TUSCIA;Lazio;CENTRO;DIRETTORE GENERALE;M;0,0%
2023;05801;Università degli studi di Roma La Sapienza;Lazio;CENTRO;DIRIGENTE II FASCIA;M;44,4%
2023;05801;Università degli studi di Roma La Sapienza;Lazio;CENTRO;POSIZIONE ECONOMICA B;M;46,9%
2023;05801;Università degli studi di Roma La Sapienza;Lazio;CENTRO;POSIZIONE ECONOMICA C;M;41,0%
2023;05801;Università degli studi di Roma La Sapienza;Lazio;CENTRO;POSIZIONE ECONOMICA D;M;35,4%
2023;05801;Università degli studi di Roma La Sapienza;Lazio;CENTRO;POSIZIONE ECONOMICA EP;M;43,7%
2023;05801;Università degli studi di Roma La Sapienza;Lazio;CENTRO;DIRETTORE GENERALE;M;0,0%
2023;05802;Università degli studi di Roma Tor Vergata;Lazio;CENTRO;DIRIGENTE II FASCIA;M;100,0%
2023;05802;Università degli studi di Roma Tor Vergata;Lazio;CENTRO;POSIZIONE ECONOMICA B;M;60,7%
2023;05802;Università degli studi di Roma Tor Vergata;Lazio;CENTRO;POSIZIONE ECONOMICA C;M;38,9%
2023;05802;Università degli studi di Roma Tor Vergata;Lazio;CENTRO;POSIZIONE ECONOMICA D;M;30,7%
2023;05802;Università degli studi di Roma Tor Vergata;Lazio;CENTRO;POSIZIONE ECONOMICA EP;M;46,2%
2023;05802;Università degli studi di Roma Tor Vergata;Lazio;CENTRO;DIRETTORE GENERALE;M;0,0%
2023;05806;"Università degli Studi di ROMA ""Foro Italico""";Lazio;CENTRO;DIRIGENTE II FASCIA;M;0,0%
2023;05806;"Università degli Studi di ROMA ""Foro Italico""";Lazio;CENTRO;POSIZIONE ECONOMICA B;M;77,8%
2023;05806;"Università degli Studi di ROMA ""Foro Italico""";Lazio;CENTRO;POSIZIONE ECONOMICA C;M;50,0%
2023;05806;"Università degli Studi di ROMA ""Foro Italico""";Lazio;CENTRO;POSIZIONE ECONOMICA D;M;48,8%
2023;05806;"Università degli Studi di ROMA ""Foro Italico""";Lazio;CENTRO;POSIZIONE ECONOMICA EP;M;0,0%
2023;05806;"Università degli Studi di ROMA ""Foro Italico""";Lazio;CENTRO;DIRETTORE GENERALE;M;0,0%
2023;05807;Università degli Studi ROMA TRE;Lazio;CENTRO;DIRIGENTE II FASCIA;M;87,5%
2023;05807;Università degli Studi ROMA TRE;Lazio;CENTRO;POSIZIONE ECONOMICA B;M;55,0%
2023;05807;Università degli Studi ROMA TRE;Lazio;CENTRO;POSIZIONE ECONOMICA C;M;39,4%
2023;05807;Università degli Studi ROMA TRE;Lazio;CENTRO;POSIZIONE ECONOMICA D;M;36,8%
2023;05807;Università degli Studi ROMA TRE;Lazio;CENTRO;POSIZIONE ECONOMICA EP;M;35,3%
2023;05807;Università degli Studi ROMA TRE;Lazio;CENTRO;DIRETTORE GENERALE;M;100,0%
2023;06001;Università degli Studi di CASSINO e del LAZIO MERIDIONALE;Lazio;CENTRO;DIRIGENTE II FASCIA;M;100,0%
2023;06001;Università degli Studi di CASSINO e del LAZIO MERIDIONALE;Lazio;CENTRO;POSIZIONE ECONOMICA B;M;37,8%
2023;06001;Università degli Studi di CASSINO e del LAZIO MERIDIONALE;Lazio;CENTRO;POSIZIONE ECONOMICA C;M;52,9%
2023;06001;Università degli Studi di CASSINO e del LAZIO MERIDIONALE;Lazio;CENTRO;POSIZIONE ECONOMICA D;M;37,8%
2023;06001;Università degli Studi di CASSINO e del LAZIO MERIDIONALE;Lazio;CENTRO;POSIZIONE ECONOMICA EP;M;63,6%
2023;06001;Università degli Studi di CASSINO e del LAZIO MERIDIONALE;Lazio;CENTRO;DIRETTORE GENERALE;M;0,0%
2023;06201;Università degli Studi del Sannio;Campania;SUD;DIRIGENTE II FASCIA;M;100,0%
2023;06201;Università degli Studi del Sannio;Campania;SUD;POSIZIONE ECONOMICA B;M;50,0%
2023;06201;Università degli Studi del Sannio;Campania;SUD;POSIZIONE ECONOMICA C;M;46,4%
2023;06201;Università degli Studi del Sannio;Campania;SUD;POSIZIONE ECONOMICA D;M;50,0%
2023;06201;Università degli Studi del Sannio;Campania;SUD;POSIZIONE ECONOMICA EP;M;37,5%
2023;06201;Università degli Studi del Sannio;Campania;SUD;DIRETTORE GENERALE;M;100,0%
2023;06301;Università degli Studi di Napoli Federico II;Campania;SUD;DIRIGENTE II FASCIA;M;37,5%
2023;06301;Università degli Studi di Napoli Federico II;Campania;SUD;POSIZIONE ECONOMICA B;M;69,5%
2023;06301;Università degli Studi di Napoli Federico II;Campania;SUD;POSIZIONE ECONOMICA C;M;51,1%
2023;06301;Università degli Studi di Napoli Federico II;Campania;SUD;POSIZIONE ECONOMICA D;M;43,2%
2023;06301;Università degli Studi di Napoli Federico II;Campania;SUD;POSIZIONE ECONOMICA EP;M;37,6%
2023;06301;Università degli Studi di Napoli Federico II;Campania;SUD;DIRETTORE GENERALE;M;100,0%
2023;06302;Università degli studi di Napoli - Parthenope;Campania;SUD;DIRIGENTE II FASCIA;M;60,0%
2023;06302;Università degli studi di Napoli - Parthenope;Campania;SUD;POSIZIONE ECONOMICA B;M;64,5%
2023;06302;Università degli studi di Napoli - Parthenope;Campania;SUD;POSIZIONE ECONOMICA C;M;54,5%
2023;06302;Università degli studi di Napoli - Parthenope;Campania;SUD;POSIZIONE ECONOMICA D;M;48,6%
2023;06302;Università degli studi di Napoli - Parthenope;Campania;SUD;POSIZIONE ECONOMICA EP;M;42,1%
2023;06302;Università degli studi di Napoli - Parthenope;Campania;SUD;DIRETTORE GENERALE;M;100,0%
2023;06303;Università degli studi L'Orientale di Napoli;Campania;SUD;DIRIGENTE II FASCIA;M;100,0%
2023;06303;Università degli studi L'Orientale di Napoli;Campania;SUD;POSIZIONE ECONOMICA B;M;77,8%
2023;06303;Università degli studi L'Orientale di Napoli;Campania;SUD;POSIZIONE ECONOMICA C;M;42,1%
2023;06303;Università degli studi L'Orientale di Napoli;Campania;SUD;POSIZIONE ECONOMICA D;M;43,4%
2023;06303;Università degli studi L'Orientale di Napoli;Campania;SUD;POSIZIONE ECONOMICA EP;M;50,0%
2023;06303;Università degli studi L'Orientale di Napoli;Campania;SUD;DIRETTORE GENERALE;M;100,0%
2023;06306;"Università degli Studi della Campania ""Luigi Vanvitelli""";Campania;SUD;DIRIGENTE II FASCIA;M;36,4%
