ANNO_SOLARE;TIPOLOGIA_COLLEGIO;CODICE_COLLEGIO;NOME_COLLEGIO;TIPOLOGIA_ISTITUTO;CODICE_SPESA;DESCRIZIONE_SPESA;SPESA_LAUREA;SPESA_DOTTORATO;SPESA_SPECIALIZZAZIONE
2024;CLR;1214;Collegio Universitario Pozzani di Roma;S   ;3;Posti alloggio e contributi-alloggio - Spesa per contributi assegnati per alloggio esterno;0;0;0
2024;CLR;1214;Collegio Universitario Pozzani di Roma;S   ;4;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;0;0
2024;CLR;1214;Collegio Universitario Pozzani di Roma;S   ;5;Mobilità internazionale - Spesa per contributi concessi;12204;0;0
2024;CLR;1214;Collegio Universitario Pozzani di Roma;S   ;6;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;0;0;0
2024;CLR;1214;Collegio Universitario Pozzani di Roma;S   ;7;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazione a tempo parziale;0;0;0
2024;CLR;1214;Collegio Universitario Pozzani di Roma;S   ;8;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0;0;0
2024;CLR;1214;Collegio Universitario Pozzani di Roma;S   ;9;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;0;0
2024;CLR;1214;Collegio Universitario Pozzani di Roma;S   ;10;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;0;0
2024;CLR;1214;Collegio Universitario Pozzani di Roma;S   ;11;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;0;0
2024;CLR;1214;Collegio Universitario Pozzani di Roma;S_AF;1;Posti alloggio e contributi-alloggio - Spesa per posti alloggio assegnati gratuitamente;0;;
2024;CLR;1214;Collegio Universitario Pozzani di Roma;S_AF;2;Posti alloggio e contributi-alloggio - Spesa per posti alloggio a tariffa agevolata;0;;
2024;CLR;1214;Collegio Universitario Pozzani di Roma;S_AF;3;Posti alloggio e contributi-alloggio - Spesa per contributi assegnati per alloggio esterno;0;;
2024;CLR;1214;Collegio Universitario Pozzani di Roma;S_AF;4;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;;
2024;CLR;1214;Collegio Universitario Pozzani di Roma;S_AF;5;Mobilità internazionale - Spesa per contributi concessi;0;;
2024;CLR;1214;Collegio Universitario Pozzani di Roma;S_AF;6;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;0;;
2024;CLR;1214;Collegio Universitario Pozzani di Roma;S_AF;7;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazione a tempo parziale;0;;
2024;CLR;1214;Collegio Universitario Pozzani di Roma;S_AF;8;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0;;
2024;CLR;1214;Collegio Universitario Pozzani di Roma;S_AF;9;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;;
2024;CLR;1214;Collegio Universitario Pozzani di Roma;S_AF;10;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;;
2024;CLR;1214;Collegio Universitario Pozzani di Roma;S_AF;11;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;;
2024;CLR;1508;Ipe - Istituto per ricerche ed attività educative;S   ;1;Posti alloggio e contributi-alloggio - Spesa per posti alloggio assegnati gratuitamente;0;0;0
2024;CLR;1508;Ipe - Istituto per ricerche ed attività educative;S   ;2;Posti alloggio e contributi-alloggio - Spesa per posti alloggio a tariffa agevolata;187650;1500;0
2024;CLR;1508;Ipe - Istituto per ricerche ed attività educative;S   ;3;Posti alloggio e contributi-alloggio - Spesa per contributi assegnati per alloggio esterno;0;0;0
2024;CLR;1508;Ipe - Istituto per ricerche ed attività educative;S   ;4;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;0;0
2024;CLR;1508;Ipe - Istituto per ricerche ed attività educative;S   ;5;Mobilità internazionale - Spesa per contributi concessi;0;0;0
2024;CLR;1508;Ipe - Istituto per ricerche ed attività educative;S   ;6;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;0;0;0
2024;CLR;1508;Ipe - Istituto per ricerche ed attività educative;S   ;7;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazione a tempo parziale;0;0;0
2024;CLR;1508;Ipe - Istituto per ricerche ed attività educative;S   ;8;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0;0;0
2024;CLR;1508;Ipe - Istituto per ricerche ed attività educative;S   ;9;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;0;0
2024;CLR;1508;Ipe - Istituto per ricerche ed attività educative;S   ;10;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;0;0
2024;CLR;1508;Ipe - Istituto per ricerche ed attività educative;S   ;11;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;0;0
2024;CLR;1508;Ipe - Istituto per ricerche ed attività educative;S_AF;1;Posti alloggio e contributi-alloggio - Spesa per posti alloggio assegnati gratuitamente;0;;
2024;CLR;1508;Ipe - Istituto per ricerche ed attività educative;S_AF;2;Posti alloggio e contributi-alloggio - Spesa per posti alloggio a tariffa agevolata;0;;
2024;CLR;1508;Ipe - Istituto per ricerche ed attività educative;S_AF;3;Posti alloggio e contributi-alloggio - Spesa per contributi assegnati per alloggio esterno;0;;
2024;CLR;1508;Ipe - Istituto per ricerche ed attività educative;S_AF;4;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;;
2024;CLR;1508;Ipe - Istituto per ricerche ed attività educative;S_AF;5;Mobilità internazionale - Spesa per contributi concessi;0;;
2024;CLR;1508;Ipe - Istituto per ricerche ed attività educative;S_AF;6;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;0;;
2024;CLR;1508;Ipe - Istituto per ricerche ed attività educative;S_AF;7;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazione a tempo parziale;0;;
2024;CLR;1508;Ipe - Istituto per ricerche ed attività educative;S_AF;8;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0;;
2024;CLR;1508;Ipe - Istituto per ricerche ed attività educative;S_AF;9;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;;
2024;CLR;1508;Ipe - Istituto per ricerche ed attività educative;S_AF;10;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;;
2024;CLR;1508;Ipe - Istituto per ricerche ed attività educative;S_AF;11;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;;
2024;CLR;1905;Associazione ARCES;S   ;1;Posti alloggio e contributi-alloggio - Spesa per posti alloggio assegnati gratuitamente;19800;0;0
2024;CLR;1905;Associazione ARCES;S   ;2;Posti alloggio e contributi-alloggio - Spesa per posti alloggio a tariffa agevolata;187356,75;5000;5000
2024;CLR;1905;Associazione ARCES;S   ;3;Posti alloggio e contributi-alloggio - Spesa per contributi assegnati per alloggio esterno;0;0;0
2024;CLR;1905;Associazione ARCES;S   ;4;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;0;0
2024;CLR;1905;Associazione ARCES;S   ;5;Mobilità internazionale - Spesa per contributi concessi;0;0;0
2024;CLR;1905;Associazione ARCES;S   ;6;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;0;0;0
2024;CLR;1905;Associazione ARCES;S   ;7;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazione a tempo parziale;0;0;0
2024;CLR;1905;Associazione ARCES;S   ;8;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0;0;0
2024;CLR;1905;Associazione ARCES;S   ;9;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;0;0
2024;CLR;1905;Associazione ARCES;S   ;10;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;0;0
2024;CLR;1905;Associazione ARCES;S   ;11;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;0;0
2024;CLR;1905;Associazione ARCES;S_AF;1;Posti alloggio e contributi-alloggio - Spesa per posti alloggio assegnati gratuitamente;900;;
2024;CLR;1905;Associazione ARCES;S_AF;2;Posti alloggio e contributi-alloggio - Spesa per posti alloggio a tariffa agevolata;4477;;
2024;CLR;1905;Associazione ARCES;S_AF;3;Posti alloggio e contributi-alloggio - Spesa per contributi assegnati per alloggio esterno;0;;
2024;CLR;1905;Associazione ARCES;S_AF;4;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;;
2024;CLR;1905;Associazione ARCES;S_AF;5;Mobilità internazionale - Spesa per contributi concessi;0;;
2024;CLR;1905;Associazione ARCES;S_AF;6;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;0;;
2024;CLR;1905;Associazione ARCES;S_AF;7;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazione a tempo parziale;0;;
2024;CLR;1905;Associazione ARCES;S_AF;8;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0;;
2024;CLR;1905;Associazione ARCES;S_AF;9;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;;
2024;CLR;1905;Associazione ARCES;S_AF;10;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;;
2024;CLR;1905;Associazione ARCES;S_AF;11;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;;
2024;CLR;2003;College Universitario Sant’Efisio di Cagliari;S   ;1;Posti alloggio e contributi-alloggio - Spesa per posti alloggio assegnati gratuitamente;0;0;0
2024;CLR;2003;College Universitario Sant’Efisio di Cagliari;S   ;2;Posti alloggio e contributi-alloggio - Spesa per posti alloggio a tariffa agevolata;72774;735;735
2024;CLR;2003;College Universitario Sant’Efisio di Cagliari;S   ;3;Posti alloggio e contributi-alloggio - Spesa per contributi assegnati per alloggio esterno;0;0;0
2024;CLR;2003;College Universitario Sant’Efisio di Cagliari;S   ;4;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;0;0
2024;CLR;2003;College Universitario Sant’Efisio di Cagliari;S   ;5;Mobilità internazionale - Spesa per contributi concessi;0;0;0
2024;CLR;2003;College Universitario Sant’Efisio di Cagliari;S   ;6;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;735;0;0
2024;CLR;2003;College Universitario Sant’Efisio di Cagliari;S   ;7;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazione a tempo parziale;600;50;0
2024;CLR;2003;College Universitario Sant’Efisio di Cagliari;S   ;8;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0;0;0
2024;CLR;2003;College Universitario Sant’Efisio di Cagliari;S   ;9;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;0;0
2024;CLR;2003;College Universitario Sant’Efisio di Cagliari;S   ;10;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;0;0
2024;CLR;2003;College Universitario Sant’Efisio di Cagliari;S   ;11;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;0;0
2024;CLR;2003;College Universitario Sant’Efisio di Cagliari;S_AF;1;Posti alloggio e contributi-alloggio - Spesa per posti alloggio assegnati gratuitamente;0;;
2024;CLR;2003;College Universitario Sant’Efisio di Cagliari;S_AF;2;Posti alloggio e contributi-alloggio - Spesa per posti alloggio a tariffa agevolata;0;;
2024;CLR;2003;College Universitario Sant’Efisio di Cagliari;S_AF;3;Posti alloggio e contributi-alloggio - Spesa per contributi assegnati per alloggio esterno;0;;
2024;CLR;2003;College Universitario Sant’Efisio di Cagliari;S_AF;4;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;;
2024;CLR;2003;College Universitario Sant’Efisio di Cagliari;S_AF;5;Mobilità internazionale - Spesa per contributi concessi;0;;
2024;CLR;2003;College Universitario Sant’Efisio di Cagliari;S_AF;6;Interventi a favore di studenti in situazione di disabilità - Spesa per interventi concessi;0;;
2024;CLR;2003;College Universitario Sant’Efisio di Cagliari;S_AF;7;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazione a tempo parziale;0;;
2024;CLR;2003;College Universitario Sant’Efisio di Cagliari;S_AF;8;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0;;
2024;CLR;2003;College Universitario Sant’Efisio di Cagliari;S_AF;9;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;;
2024;CLR;2003;College Universitario Sant’Efisio di Cagliari;S_AF;10;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;;
2024;CLR;2003;College Universitario Sant’Efisio di Cagliari;S_AF;11;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;;
