Numero Classe;Tipo_Laurea;Denominazione Classe;Ordinamento Classe;ISCED_F_1dgt;ISCED_F_2dgt;ISCED_F_3dgt;Nome Gruppo Disciplinare;Area Disciplinare;Macro Area Disciplinare;STEAM
77/S;Laurea Specialistica - dm 509/99;Specialistiche in scienze e tecnologie agrarie;D.M. 509/99;08;081;0819;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
LM-69;Laurea Magistrale - dm 270/04;Scienze e tecnologie agrarie;D.M. 270/04;08;081;0819;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
74/S;Laurea Specialistica - dm 509/99;Specialistiche in scienze e gestione delle risorse rurali e forestali;D.M. 509/99;08;082;0821;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
LM-73;Laurea Magistrale - dm 270/04;Scienze e tecnologie forestali ed ambientali;D.M. 270/04;08;082;0821;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
47/S;Laurea Specialistica a Ciclo Unico - dm 509/99;Specialistiche in medicina veterinaria;D.M. 509/99;08;084;0841;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
LM-42;Laurea Magistrale a Ciclo Unico - dm 270/04;Medicina veterinaria;D.M. 270/04;08;084;0841;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
L-25;Laurea - dm 270/04;Scienze e tecnologie agrarie e forestali;D.M. 270/04;08;088;0888;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
20;Laurea  - dm 509/99;Scienze e tecnologie agrarie, agroalimentari e forestali;D.M. 509/99;08;088;0888;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
L-P02;Laurea - dm 270/04;Professioni tecniche agrarie, alimentari e forestali;D.M. 270/04;08;088;0888;Agrario-Forestale e Veterinario                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
52/S;Laurea Specialistica a Ciclo Unico - dm 509/99;Specialistiche in odontoiatria e protesi dentaria;D.M. 509/99;09;091;0911;Medico-Sanitario e Farmaceutico                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
LM-46;Laurea Magistrale a Ciclo Unico - dm 270/04;Odontoiatria e protesi dentaria;D.M. 270/04;09;091;0911;Medico-Sanitario e Farmaceutico                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
LM-41;Laurea Magistrale a Ciclo Unico - dm 270/04;Medicina e chirurgia;D.M. 270/04;09;091;0912;Medico-Sanitario e Farmaceutico                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
46/S;Laurea Specialistica a Ciclo Unico - dm 509/99;Specialistiche in medicina e chirurgia;D.M. 509/99;09;091;0912;Medico-Sanitario e Farmaceutico                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
LM/SNT1;Laurea Magistrale - dm 270/04;Scienze infermieristiche e ostetriche;D.M. 270/04;09;091;0913;Medico-Sanitario e Farmaceutico                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
L/SNT1;Laurea - dm 270/04;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;D.M. 270/04;09;091;0913;Medico-Sanitario e Farmaceutico                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
SNT1/S;Laurea Specialistica - dm 509/99;Specialistiche nelle scienze infermieristiche e ostetriche;D.M. 509/99;09;091;0913;Medico-Sanitario e Farmaceutico                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
SNT1;Laurea  - dm 509/99;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;D.M. 509/99;09;091;0913;Medico-Sanitario e Farmaceutico                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
LM/SNT3;Laurea Magistrale - dm 270/04;Scienze delle professioni sanitarie tecniche;D.M. 270/04;09;091;0914;Medico-Sanitario e Farmaceutico                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
SNT3;Laurea  - dm 509/99;Professioni sanitarie tecniche;D.M. 509/99;09;091;0914;Medico-Sanitario e Farmaceutico                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
L/SNT3;Laurea - dm 270/04;Professioni sanitarie tecniche;D.M. 270/04;09;091;0914;Medico-Sanitario e Farmaceutico                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
SNT3/S;Laurea Specialistica - dm 509/99;Specialistiche nelle scienze delle professioni sanitarie tecniche;D.M. 509/99;09;091;0914;Medico-Sanitario e Farmaceutico                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
L/SNT2;Laurea - dm 270/04;Professioni sanitarie della riabilitazione;D.M. 270/04;09;091;0915;Medico-Sanitario e Farmaceutico                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
SNT2;Laurea  - dm 509/99;Professioni sanitarie della riabilitazione;D.M. 509/99;09;091;0915;Medico-Sanitario e Farmaceutico                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
SNT2/S;Laurea Specialistica - dm 509/99;Specialistiche nelle scienze delle professioni sanitarie della riabilitazione;D.M. 509/99;09;091;0915;Medico-Sanitario e Farmaceutico                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
L/SNT4;Laurea - dm 270/04;Professioni sanitarie della prevenzione;D.M. 270/04;09;091;0915;Medico-Sanitario e Farmaceutico                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
LM-67ab;Laurea Magistrale - dm 270/04;Scienze e tecniche delle attività motorie preventive e adattate (abilitazione A030);D.M. 270/04;09;091;0915;Medico-Sanitario e Farmaceutico                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
76/S;Laurea Specialistica - dm 509/99;Specialistiche in scienze e tecniche delle attivita motorie preventive e adattative;D.M. 509/99;09;091;0915;Medico-Sanitario e Farmaceutico                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
LM/SNT4;Laurea Magistrale - dm 270/04;Scienze delle professioni sanitarie della prevenzione;D.M. 270/04;09;091;0915;Medico-Sanitario e Farmaceutico                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
SNT4;Laurea  - dm 509/99;Professioni sanitarie della prevenzione;D.M. 509/99;09;091;0915;Medico-Sanitario e Farmaceutico                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
LM/SNT2;Laurea Magistrale - dm 270/04;Scienze riabilitative delle professioni sanitarie;D.M. 270/04;09;091;0915;Medico-Sanitario e Farmaceutico                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
LM-67;Laurea Magistrale - dm 270/04;Scienze e tecniche delle attività motorie preventive e adattate;D.M. 270/04;09;091;0915;Medico-Sanitario e Farmaceutico                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
SNT4/S;Laurea Specialistica - dm 509/99;Specialistiche nelle scienze delle professioni sanitarie della prevenzione;D.M. 509/99;09;091;0915;Medico-Sanitario e Farmaceutico                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
14/S;Laurea Specialistica a Ciclo Unico - dm 509/99;Specialistiche in farmacia e farmacia industriale;D.M. 509/99;09;091;0916;Medico-Sanitario e Farmaceutico                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
LM-13ante22;Laurea Magistrale a Ciclo Unico - dm 270/04;Farmacia e farmacia industriale;D.M. 270/04;09;091;0916;Medico-Sanitario e Farmaceutico                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
LM-13;Laurea Magistrale a Ciclo Unico - dm 270/04;Farmacia e farmacia industriale;D.M. 270/04;09;091;0916;Medico-Sanitario e Farmaceutico                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
06;Laurea  - dm 509/99;Scienze del servizio sociale;D.M. 509/99;09;092;0923;Medico-Sanitario e Farmaceutico                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
LM-87;Laurea Magistrale - dm 270/04;Servizio sociale e politiche sociali;D.M. 270/04;09;092;0923;Medico-Sanitario e Farmaceutico                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
57/S;Laurea Specialistica - dm 509/99;Specialistiche in programmazione e gestione delle politiche e dei servizi sociali;D.M. 509/99;09;092;0923;Medico-Sanitario e Farmaceutico                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
L-39;Laurea - dm 270/04;Servizio sociale;D.M. 270/04;09;092;0923;Medico-Sanitario e Farmaceutico                                                                                                                                                                                                                           ;Sanitaria e Agro-Veterinaria;Scientifica;
LM-47;Laurea Magistrale - dm 270/04;Organizzazione e gestione dei servizi per lo sport e le attività motorie;D.M. 270/04;10;101;1014;Scienze motorie e sportive                                                                                                                                                                                                                                ;Sanitaria e Agro-Veterinaria;Scientifica;
75/S;Laurea Specialistica - dm 509/99;Specialistiche in scienze e tecnica dello sport;D.M. 509/99;10;101;1014;Scienze motorie e sportive                                                                                                                                                                                                                                ;Sanitaria e Agro-Veterinaria;Scientifica;
LM-68;Laurea Magistrale - dm 270/04;Scienze e tecniche dello sport;D.M. 270/04;10;101;1014;Scienze motorie e sportive                                                                                                                                                                                                                                ;Sanitaria e Agro-Veterinaria;Scientifica;
53/S;Laurea Specialistica - dm 509/99;Specialistiche in organizzazione e gestione dei servizi per lo sport e le attivita motorie;D.M. 509/99;10;101;1014;Scienze motorie e sportive                                                                                                                                                                                                                                ;Sanitaria e Agro-Veterinaria;Scientifica;
L-22;Laurea - dm 270/04;Scienze delle attività motorie e sportive;D.M. 270/04;10;101;1014;Scienze motorie e sportive                                                                                                                                                                                                                                ;Sanitaria e Agro-Veterinaria;Scientifica;
LM-68ab;Laurea Magistrale - dm 270/04;Scienze e tecniche dello sport (abilitazione A030);D.M. 270/04;10;101;1014;Scienze motorie e sportive                                                                                                                                                                                                                                ;Sanitaria e Agro-Veterinaria;Scientifica;
33;Laurea  - dm 509/99;Scienze delle attivita motorie e sportive;D.M. 509/99;10;101;1014;Scienze motorie e sportive                                                                                                                                                                                                                                ;Sanitaria e Agro-Veterinaria;Scientifica;
LM-49;Laurea Magistrale - dm 270/04;Progettazione e gestione dei sistemi turistici;D.M. 270/04;10;101;1015;Economico                                                                                                                                                                                                                                                 ;Economica, Giuridica e Sociale;Umanistica;
39;Laurea  - dm 509/99;Scienze del turismo;D.M. 509/99;10;101;1015;Economico                                                                                                                                                                                                                                                 ;Economica, Giuridica e Sociale;Umanistica;
L-15;Laurea - dm 270/04;Scienze del turismo;D.M. 270/04;10;101;1015;Economico                                                                                                                                                                                                                                                 ;Economica, Giuridica e Sociale;Umanistica;
55/S;Laurea Specialistica - dm 509/99;Specialistiche in progettazione e gestione dei sistemi turistici;D.M. 509/99;10;101;1015;Economico                                                                                                                                                                                                                                                 ;Economica, Giuridica e Sociale;Umanistica;
