AnnoA;ClasseNUMERO;SedeR;ResidenzaR;Isc
2024/2025;LM-13;LAZIO;LOMBARDIA;18
2024/2025;LM-13;PIEMONTE;VALLE D'AOSTA;18
2024/2025;LM-16;EMILIA ROMAGNA;MARCHE;18
2024/2025;LM-14;LOMBARDIA;CALABRIA;18
2024/2025;LM-14;UMBRIA;LAZIO;18
2024/2025;LM-14;UMBRIA;MARCHE;18
2024/2025;LM-12;UMBRIA;UMBRIA;18
2024/2025;LM-12;LOMBARDIA;ABRUZZO;18
2024/2025;LM-12;MARCHE;MARCHE;18
2024/2025;LM-12;LAZIO;PUGLIA;18
2024/2025;LM-1;PIEMONTE;SARDEGNA;18
2024/2025;L-9;SICILIA;CALABRIA;18
2024/2025;LM/DS;PIEMONTE;SICILIA;18
2024/2025;LM/GASTR;LAZIO;LAZIO;18
2024/2025;LM/GASTR;SICILIA;SICILIA;18
2024/2025;L-9;FRIULI VENEZIA GIULIA;SICILIA;18
2024/2025;L-9;MOLISE;CAMPANIA;18
2024/2025;L-34;EMILIA ROMAGNA;REGIONE ESTERA;18
2024/2025;L-33;Provincia autonoma di TRENTO;PUGLIA;18
2024/2025;L-32;PIEMONTE;SICILIA;18
2024/2025;L-32;TOSCANA;REGIONE ESTERA;18
2024/2025;L-33;EMILIA ROMAGNA;Provincia autonoma di TRENTO;18
2024/2025;L-31;MARCHE;CAMPANIA;18
2024/2025;L-31;TOSCANA;MARCHE;18
2024/2025;L-30;VENETO;PIEMONTE;18
2024/2025;L-30;VENETO;ABRUZZO;18
2024/2025;L-30;TOSCANA;VENETO;18
2024/2025;L-3;PIEMONTE;VALLE D'AOSTA;18
2024/2025;L-3;TOSCANA;MARCHE;18
2024/2025;L-27;TOSCANA;LAZIO;18
2024/2025;L-25;CAMPANIA;LAZIO;18
2024/2025;L-24;VENETO;UMBRIA;18
2024/2025;L-25;PUGLIA;CALABRIA;18
2024/2025;L-25;UMBRIA;TOSCANA;18
2024/2025;L-25;UMBRIA;ABRUZZO;18
2024/2025;L-26;TOSCANA;REGIONE ESTERA;18
2024/2025;L-5;PIEMONTE;VALLE D'AOSTA;18
2024/2025;L-5;ABRUZZO;LAZIO;18
2024/2025;L-42;PIEMONTE;LOMBARDIA;18
2024/2025;L-42;TOSCANA;SARDEGNA;18
2024/2025;L-42;TOSCANA;CALABRIA;18
2024/2025;L-41;EMILIA ROMAGNA;LOMBARDIA;18
2024/2025;L-41;VENETO;SICILIA;18
2024/2025;L-7;LOMBARDIA;SICILIA;18
2024/2025;L-7;LAZIO;CAMPANIA;18
2024/2025;L-7;LIGURIA;PIEMONTE;18
2024/2025;L-7;EMILIA ROMAGNA;CAMPANIA;18
2024/2025;L-8;CAMPANIA;CALABRIA;18
2024/2025;L-8;Provincia autonoma di TRENTO;EMILIA ROMAGNA;18
2024/2025;L-37;UMBRIA;REGIONE ESTERA;18
2024/2025;L-36;PIEMONTE;CAMPANIA;18
2024/2025;L-36;CAMPANIA;CALABRIA;18
2024/2025;L-40;PUGLIA;BASILICATA;18
2024/2025;L-39;FRIULI VENEZIA GIULIA;VENETO;18
2024/2025;L-39;EMILIA ROMAGNA;CALABRIA;18
2024/2025;L-4;EMILIA ROMAGNA;SICILIA;18
2023/2024;LM-55;LOMBARDIA;REGIONE ESTERA;18
2023/2024;LM-56;MARCHE;REGIONE ESTERA;18
2023/2024;LM-56;SICILIA;REGIONE ESTERA;18
2023/2024;LM-53;LOMBARDIA;VENETO;18
2023/2024;LM-53;LOMBARDIA;EMILIA ROMAGNA;18
2023/2024;LM-52;Provincia autonoma di TRENTO;LAZIO;18
2023/2024;LM-54;CALABRIA;REGIONE ESTERA;18
2023/2024;LM-59;LOMBARDIA;FRIULI VENEZIA GIULIA;18
2023/2024;LM-59;LAZIO;VENETO;18
2023/2024;LM-59;LOMBARDIA;ABRUZZO;18
2023/2024;LM-59;TOSCANA;PUGLIA;18
2023/2024;LM-59;PIEMONTE;LOMBARDIA;18
2023/2024;LM-59;PIEMONTE;SARDEGNA;18
2023/2024;LM-60;PIEMONTE;VENETO;18
2023/2024;LM-60;PUGLIA;PUGLIA;18
2023/2024;LM-6;TOSCANA;ABRUZZO;18
2023/2024;LM-6;MARCHE;MOLISE;18
2023/2024;LM-51;VENETO;BASILICATA;18
2023/2024;LM-52;PIEMONTE;CALABRIA;18
2023/2024;LM-52;LOMBARDIA;TOSCANA;18
2023/2024;LM-52;LOMBARDIA;VENETO;18
2023/2024;LM-52;LAZIO;FRIULI VENEZIA GIULIA;18
2023/2024;LM-52;FRIULI VENEZIA GIULIA;VENETO;18
2023/2024;LM-51;PIEMONTE;UMBRIA;18
2023/2024;LM-51;PIEMONTE;VALLE D'AOSTA;18
2023/2024;LM-4cu;LAZIO;BASILICATA;18
2023/2024;LM-4cu;LAZIO;MARCHE;18
2023/2024;LM-4cu;MARCHE;ABRUZZO;18
2023/2024;LM-5;LOMBARDIA;LOMBARDIA;18
2023/2024;LM-48;SICILIA;SICILIA;18
2023/2024;LM-47;SICILIA;SICILIA;18
2023/2024;LM-46;UMBRIA;TOSCANA;18
2023/2024;LM-46;TOSCANA;LAZIO;18
2023/2024;LM-40;CALABRIA;REGIONE ESTERA;18
2023/2024;LM-41;MOLISE;PIEMONTE;18
2023/2024;LM-41;PIEMONTE;SARDEGNA;18
2023/2024;LM-41;PUGLIA;PIEMONTE;18
2023/2024;LM-45;LOMBARDIA;SICILIA;18
2023/2024;LM-44;LOMBARDIA;SICILIA;18
2023/2024;LM-42;SARDEGNA;PIEMONTE;18
2023/2024;LM-42;ABRUZZO;CAMPANIA;18
2023/2024;LM-36;CAMPANIA;LAZIO;18
2023/2024;LM-37;EMILIA ROMAGNA;LAZIO;18
2023/2024;LM-34;LIGURIA;TOSCANA;18
2023/2024;LM-35;LAZIO;REGIONE ESTERA;18
2023/2024;LM-35;LOMBARDIA;PIEMONTE;18
2023/2024;LM-33;VENETO;FRIULI VENEZIA GIULIA;18
2023/2024;LM-33;PIEMONTE;EMILIA ROMAGNA;18
2023/2024;LM-33;LOMBARDIA;MARCHE;18
2023/2024;LM-33;LIGURIA;PIEMONTE;18
2023/2024;LM-32;TOSCANA;PUGLIA;18
2023/2024;LM-37;VENETO;Provincia autonoma di TRENTO;18
2023/2024;LM-37;LAZIO;MOLISE;18
2023/2024;LM-38;ABRUZZO;MOLISE;18
2023/2024;LM-39;LAZIO;PUGLIA;18
2023/2024;LM-38;VENETO;SARDEGNA;18
2023/2024;L-5;ABRUZZO;PUGLIA;18
2023/2024;L-5;VENETO;ABRUZZO;18
2023/2024;L-5;UMBRIA;MARCHE;18
2023/2024;L-7;EMILIA ROMAGNA;MOLISE;18
2023/2024;L-7;EMILIA ROMAGNA;CAMPANIA;18
2023/2024;L-7;LOMBARDIA;REGIONE ESTERA;18
2023/2024;L-8;VENETO;Provincia autonoma di BOLZANO;18
2023/2024;L-9;ABRUZZO;BASILICATA;18
2023/2024;L-9;MOLISE;CAMPANIA;18
2023/2024;LM-12;LAZIO;PUGLIA;18
2023/2024;LM-13;EMILIA ROMAGNA;LIGURIA;18
2023/2024;LM-13;ABRUZZO;BASILICATA;18
2023/2024;LM-14;LAZIO;MARCHE;18
2023/2024;LM-14;LIGURIA;PIEMONTE;18
2023/2024;LM-14;ABRUZZO;MOLISE;18
2023/2024;LM/SNT4;EMILIA ROMAGNA;EMILIA ROMAGNA;18
2023/2024;LM-1;VENETO;FRIULI VENEZIA GIULIA;18
2023/2024;LM/SNT2;VENETO;LOMBARDIA;18
2023/2024;LM/SNT1;VENETO;Provincia autonoma di TRENTO;18
2023/2024;LM/DS;PIEMONTE;LOMBARDIA;18
2023/2024;LM/SC-GIUR;EMILIA ROMAGNA;LOMBARDIA;18
2023/2024;LM-18;Provincia autonoma di TRENTO;LOMBARDIA;18
2023/2024;LM-16;VENETO;Provincia autonoma di TRENTO;18
2023/2024;LM-17;Provincia autonoma di TRENTO;LOMBARDIA;18
2023/2024;LM-16;EMILIA ROMAGNA;MARCHE;18
2023/2024;LM-16;EMILIA ROMAGNA;CALABRIA;18
2023/2024;LM-16;LAZIO;PUGLIA;18
2023/2024;LM-16;LOMBARDIA;LIGURIA;18
2023/2024;LM-14;TOSCANA;MARCHE;18
2023/2024;LM-15;EMILIA ROMAGNA;PUGLIA;18
2023/2024;LM-14;VENETO;PUGLIA;18
2023/2024;LM-19;LAZIO;VENETO;18
2023/2024;LM-2;TOSCANA;LIGURIA;18
2023/2024;LM-2;TOSCANA;LOMBARDIA;18
2023/2024;LM-2;EMILIA ROMAGNA;PUGLIA;18
2023/2024;LM-2;LOMBARDIA;PIEMONTE;18
2023/2024;LM-20;TOSCANA;REGIONE ESTERA;18
2023/2024;LM-21;LOMBARDIA;LIGURIA;18
2023/2024;LM-22;EMILIA ROMAGNA;ABRUZZO;18
2023/2024;LM-22;LOMBARDIA;TOSCANA;18
2023/2024;LM-23;EMILIA ROMAGNA;PUGLIA;18
2023/2024;LM-25;CALABRIA;REGIONE ESTERA;18
2023/2024;LM-27;Provincia autonoma di TRENTO;VENETO;18
2023/2024;LM-27;PIEMONTE;SICILIA;18
2023/2024;LM-29;LOMBARDIA;EMILIA ROMAGNA;18
2023/2024;LM-29;VENETO;REGIONE ESTERA;18
2023/2024;LM-30;PIEMONTE;ABRUZZO;18
2023/2024;LM-30;VENETO;FRIULI VENEZIA GIULIA;18
2023/2024;LM-31;CAMPANIA;BASILICATA;18
2023/2024;LM-31;LOMBARDIA;CALABRIA;18
2023/2024;LM-31;LAZIO;ABRUZZO;18
2023/2024;LM-32;EMILIA ROMAGNA;UMBRIA;18
2023/2024;LM-32;LAZIO;PUGLIA;18
2023/2024;L-27;EMILIA ROMAGNA;MOLISE;18
2023/2024;L-27;EMILIA ROMAGNA;Provincia autonoma di TRENTO;18
2023/2024;L-27;LIGURIA;PIEMONTE;18
2023/2024;L-27;LAZIO;PUGLIA;18
2023/2024;L-27;UMBRIA;TOSCANA;18
2023/2024;L-27;MARCHE;ABRUZZO;18
2023/2024;L-26;TOSCANA;EMILIA ROMAGNA;18
2023/2024;L-25;UMBRIA;ABRUZZO;18
2023/2024;L-25;Provincia autonoma di TRENTO;EMILIA ROMAGNA;18
2023/2024;L-30;TOSCANA;BASILICATA;18
2023/2024;L-30;TOSCANA;LOMBARDIA;18
2023/2024;L-3;ABRUZZO;MARCHE;18
2023/2024;L-3;EMILIA ROMAGNA;CALABRIA;18
2023/2024;L-24;LAZIO;PIEMONTE;18
2023/2024;L-23;PIEMONTE;PUGLIA;18
2023/2024;L-24;UMBRIA;MOLISE;18
2023/2024;L-20;EMILIA ROMAGNA;Provincia autonoma di BOLZANO;18
2023/2024;L-20;LIGURIA;PIEMONTE;18
2023/2024;L-20;Provincia autonoma di BOLZANO;REGIONE ESTERA;18
2023/2024;L-20;PIEMONTE;CAMPANIA;18
2023/2024;L-22;LOMBARDIA;PUGLIA;18
2023/2024;L-31;MARCHE;CAMPANIA;18
2023/2024;L-31;LOMBARDIA;ABRUZZO;18
2023/2024;L-31;Provincia autonoma di TRENTO;FRIULI VENEZIA GIULIA;18
2023/2024;L-31;PUGLIA;CAMPANIA;18
2023/2024;L-31;UMBRIA;MARCHE;18
2023/2024;L-31;PUGLIA;SICILIA;18
2023/2024;L-35;TOSCANA;CAMPANIA;18
2023/2024;L-36;LOMBARDIA;Provincia autonoma di TRENTO;18
2023/2024;L-36;PIEMONTE;TOSCANA;18
2023/2024;L-36;PIEMONTE;VENETO;18
2023/2024;L-36;Provincia autonoma di TRENTO;MARCHE;18
2023/2024;L-33;Provincia autonoma di BOLZANO;VENETO;18
2023/2024;L-4;ABRUZZO;MOLISE;18
2023/2024;L-4;EMILIA ROMAGNA;MARCHE;18
2023/2024;L-4;EMILIA ROMAGNA;SICILIA;18
2023/2024;L-4;LAZIO;PUGLIA;18
2023/2024;L-39;FRIULI VENEZIA GIULIA;VENETO;18
2023/2024;L-39;LAZIO;ABRUZZO;18
2023/2024;L-39;EMILIA ROMAGNA;TOSCANA;18
2023/2024;L-39;LAZIO;UMBRIA;18
2023/2024;L-38;TOSCANA;SICILIA;18
2023/2024;L-38;FRIULI VENEZIA GIULIA;LOMBARDIA;18
2023/2024;L-38;ABRUZZO;SICILIA;18
2023/2024;L-37;EMILIA ROMAGNA;TOSCANA;18
2023/2024;L-36;VENETO;PIEMONTE;18
2023/2024;L-36;TOSCANA;VENETO;18
2023/2024;L-40;Provincia autonoma di TRENTO;Provincia autonoma di BOLZANO;18
2023/2024;L-40;PUGLIA;BASILICATA;18
2023/2024;L-40;UMBRIA;EMILIA ROMAGNA;18
2023/2024;L/GASTR;EMILIA ROMAGNA;TOSCANA;18
2023/2024;L/SNT1;ABRUZZO;MARCHE;18
2023/2024;L/SNT1;CAMPANIA;PUGLIA;18
2023/2024;L/SNT1;MOLISE;LAZIO;18
2023/2024;L/SNT1;TOSCANA;REGIONE ESTERA;18
2023/2024;L/SNT1;TOSCANA;BASILICATA;18
2023/2024;99999;MARCHE;EMILIA ROMAGNA;18
2023/2024;99999;LOMBARDIA;LOMBARDIA;18
2023/2024;99999;LAZIO;BASILICATA;18
2023/2024;99999;FRIULI VENEZIA GIULIA;REGIONE ESTERA;18
2023/2024;99999;ABRUZZO;MOLISE;18
2023/2024;L/SNT3;EMILIA ROMAGNA;ABRUZZO;18
2023/2024;L/SNT3;LOMBARDIA;VENETO;18
2023/2024;L-1;PIEMONTE;LOMBARDIA;18
2023/2024;L-1;LAZIO;LOMBARDIA;18
2023/2024;L-10;UMBRIA;CALABRIA;18
2023/2024;L-11;EMILIA ROMAGNA;UMBRIA;18
2023/2024;L-10;LOMBARDIA;MARCHE;18
2023/2024;L-10;MARCHE;REGIONE ESTERA;18
2023/2024;L-10;LAZIO;VENETO;18
2023/2024;L-10;LAZIO;LOMBARDIA;18
2023/2024;L-11;TOSCANA;ABRUZZO;18
2023/2024;L-11;VENETO;CAMPANIA;18
2023/2024;L-12;EMILIA ROMAGNA;CALABRIA;18
2023/2024;L-14;VENETO;Provincia autonoma di BOLZANO;18
2023/2024;L-14;LOMBARDIA;ABRUZZO;18
2023/2024;L-14;EMILIA ROMAGNA;TOSCANA;18
2023/2024;L-18;VENETO;SARDEGNA;18
2023/2024;L-19;ABRUZZO;MOLISE;18
2023/2024;L-19;LAZIO;REGIONE ESTERA;18
2023/2024;L-19;MARCHE;CAMPANIA;18
2023/2024;L-19;LOMBARDIA;REGIONE ESTERA;18
2023/2024;L-19;PIEMONTE;SICILIA;18
2023/2024;L-2;LOMBARDIA;TOSCANA;18
2023/2024;L-17;LOMBARDIA;CALABRIA;18
2023/2024;L-17;LOMBARDIA;SARDEGNA;18
2023/2024;L-16;CAMPANIA;PUGLIA;18
2023/2024;L-17/L-23;TOSCANA;TOSCANA;18
2023/2024;L-18;PIEMONTE;ABRUZZO;18
2023/2024;L-18;PIEMONTE;BASILICATA;18
2023/2024;L-18;LIGURIA;SICILIA;18
2023/2024;L-16;LAZIO;CAMPANIA;17
2023/2024;L-17;EMILIA ROMAGNA;MARCHE;17
2023/2024;L-17;LAZIO;ABRUZZO;17
2023/2024;L-17;LAZIO;SICILIA;17
2023/2024;L-17;VENETO;SICILIA;17
2023/2024;L-17;TOSCANA;PUGLIA;17
2023/2024;L-19;UMBRIA;BASILICATA;17
2023/2024;L-19;LAZIO;VENETO;17
2023/2024;L-19;EMILIA ROMAGNA;CAMPANIA;17
2023/2024;L-18;VENETO;CAMPANIA;17
2023/2024;L-14;LAZIO;CALABRIA;17
2023/2024;L-13;PIEMONTE;PUGLIA;17
2023/2024;L-13;UMBRIA;CAMPANIA;17
2023/2024;L-14;MOLISE;MOLISE;17
2023/2024;L-11;PIEMONTE;EMILIA ROMAGNA;17
2023/2024;L-11;PIEMONTE;VALLE D'AOSTA;17
2023/2024;L-11;Provincia autonoma di TRENTO;REGIONE ESTERA;17
2023/2024;L-13;EMILIA ROMAGNA;REGIONE ESTERA;17
2023/2024;L-12;VENETO;CAMPANIA;17
2023/2024;L-12;PIEMONTE;BASILICATA;17
2023/2024;L-10;LAZIO;EMILIA ROMAGNA;17
2023/2024;L-10;LOMBARDIA;ABRUZZO;17
2023/2024;L-10;MARCHE;PUGLIA;17
2023/2024;L-1;TOSCANA;VENETO;17
2023/2024;L-10;BASILICATA;CAMPANIA;17
2023/2024;L-10;TOSCANA;PIEMONTE;17
2023/2024;L-1;MARCHE;ABRUZZO;17
2023/2024;L/SNT3;TOSCANA;UMBRIA;17
2023/2024;L/SNT4;MOLISE;CAMPANIA;17
2023/2024;L/SNT3;MOLISE;LAZIO;17
2023/2024;L/SNT2;CAMPANIA;BASILICATA;17
2023/2024;L/SNT2;EMILIA ROMAGNA;ABRUZZO;17
2023/2024;L/SNT1;LAZIO;EMILIA ROMAGNA;17
2023/2024;L/SNT1;CAMPANIA;CALABRIA;17
2023/2024;L/SNT1;CALABRIA;PUGLIA;17
2023/2024;L/GASTR;EMILIA ROMAGNA;SICILIA;17
2023/2024;L/GASTR;UMBRIA;REGIONE ESTERA;17
2023/2024;L/DS;EMILIA ROMAGNA;PIEMONTE;17
2023/2024;L/DS;EMILIA ROMAGNA;VENETO;17
2023/2024;L-40;UMBRIA;CALABRIA;17
2023/2024;L-40;VENETO;EMILIA ROMAGNA;17
2023/2024;L-41;EMILIA ROMAGNA;LOMBARDIA;17
2023/2024;L-41;EMILIA ROMAGNA;UMBRIA;17
2023/2024;L-42;TOSCANA;CALABRIA;17
2023/2024;L-42;LAZIO;CALABRIA;17
2023/2024;L-4;Provincia autonoma di BOLZANO;LOMBARDIA;17
2023/2024;L-4;UMBRIA;EMILIA ROMAGNA;17
2023/2024;L-4;TOSCANA;LOMBARDIA;17
2023/2024;L-4;VENETO;PUGLIA;17
2023/2024;L-40;EMILIA ROMAGNA;SICILIA;17
2023/2024;L-40;LAZIO;SICILIA;17
2023/2024;L-36;TOSCANA;PIEMONTE;17
2023/2024;L-38;LOMBARDIA;EMILIA ROMAGNA;17
2023/2024;L-38;LOMBARDIA;PIEMONTE;17
2023/2024;L-39;LIGURIA;LOMBARDIA;17
2023/2024;L-39;TOSCANA;CALABRIA;17
2023/2024;L-35;EMILIA ROMAGNA;CAMPANIA;17
2023/2024;L-35;PIEMONTE;PUGLIA;17
2023/2024;L-35;MARCHE;ABRUZZO;17
2023/2024;L-35;LOMBARDIA;SICILIA;17
2023/2024;L-35;LOMBARDIA;LAZIO;17
2023/2024;L-36;Provincia autonoma di TRENTO;PIEMONTE;17
2023/2024;L-36;PIEMONTE;EMILIA ROMAGNA;17
2023/2024;L-36;EMILIA ROMAGNA;Provincia autonoma di BOLZANO;17
2023/2024;L-36;EMILIA ROMAGNA;MOLISE;17
2023/2024;L-31;TOSCANA;MARCHE;17
2023/2024;L-31;UMBRIA;LAZIO;17
2023/2024;L-31;VENETO;SICILIA;17
2023/2024;L-31;VENETO;PUGLIA;17
2023/2024;L-31;VENETO;Provincia autonoma di BOLZANO;17
2023/2024;L-31;LOMBARDIA;Provincia autonoma di TRENTO;17
2023/2024;L-33;EMILIA ROMAGNA;Provincia autonoma di TRENTO;17
2023/2024;L-33;EMILIA ROMAGNA;LAZIO;17
2023/2024;L-32;LOMBARDIA;VENETO;17
2023/2024;L-33;LOMBARDIA;BASILICATA;17
2023/2024;L-33;LOMBARDIA;UMBRIA;17
2023/2024;L-33;MARCHE;MOLISE;17
2023/2024;L-33;PIEMONTE;VALLE D'AOSTA;17
2023/2024;L-22;CAMPANIA;LAZIO;17
2023/2024;L-22;EMILIA ROMAGNA;LIGURIA;17
2023/2024;L-22;EMILIA ROMAGNA;SARDEGNA;17
2023/2024;L-20;TOSCANA;UMBRIA;17
2023/2024;L-20;MARCHE;LOMBARDIA;17
2023/2024;L-20;CALABRIA;REGIONE ESTERA;17
2023/2024;L-2;Provincia autonoma di TRENTO;LOMBARDIA;17
2023/2024;L-24;LOMBARDIA;LAZIO;17
2023/2024;L-3;ABRUZZO;LAZIO;17
2023/2024;L-30;ABRUZZO;LAZIO;17
2023/2024;L-30;CAMPANIA;BASILICATA;17
2023/2024;L-30;VENETO;Provincia autonoma di TRENTO;17
2023/2024;L-31;LAZIO;EMILIA ROMAGNA;17
2023/2024;L-25;TOSCANA;LAZIO;17
2023/2024;L-25;TOSCANA;PUGLIA;17
2023/2024;L-25;TOSCANA;REGIONE ESTERA;17
2023/2024;L-27;EMILIA ROMAGNA;CALABRIA;17
2023/2024;L-28;LIGURIA;REGIONE ESTERA;17
2023/2024;LM-31;PIEMONTE;VENETO;17
2023/2024;LM-31;CAMPANIA;REGIONE ESTERA;17
2023/2024;LM-31;LOMBARDIA;FRIULI VENEZIA GIULIA;17
2023/2024;LM-30;LOMBARDIA;LIGURIA;17
2023/2024;LM-30;MARCHE;MARCHE;17
2023/2024;LM-29;VENETO;FRIULI VENEZIA GIULIA;17
2023/2024;LM-29;EMILIA ROMAGNA;ABRUZZO;17
2023/2024;LM-26;UMBRIA;UMBRIA;17
2023/2024;LM-25;LOMBARDIA;MARCHE;17
2023/2024;LM-25;PIEMONTE;LAZIO;17
2023/2024;LM-23;MOLISE;MOLISE;17
2023/2024;LM-23;VENETO;FRIULI VENEZIA GIULIA;17
2023/2024;LM-22;PIEMONTE;CAMPANIA;17
2023/2024;LM-23;EMILIA ROMAGNA;MARCHE;17
2023/2024;LM-22;LOMBARDIA;LAZIO;17
2023/2024;LM-21;PIEMONTE;LOMBARDIA;17
2023/2024;LM-21;PIEMONTE;EMILIA ROMAGNA;17
2023/2024;LM-20;VENETO;FRIULI VENEZIA GIULIA;17
2023/2024;LM-20;PIEMONTE;FRIULI VENEZIA GIULIA;17
2023/2024;LM-21;FRIULI VENEZIA GIULIA;VENETO;17
2023/2024;LM-18;VENETO;FRIULI VENEZIA GIULIA;17
2023/2024;LM-18;TOSCANA;LAZIO;17
2023/2024;LM-14;VENETO;SICILIA;17
2023/2024;LM-14;LOMBARDIA;VENETO;17
2023/2024;LM-17;CAMPANIA;REGIONE ESTERA;17
2023/2024;LM-18;LAZIO;REGIONE ESTERA;17
2023/2024;LM-18;EMILIA ROMAGNA;LOMBARDIA;17
2023/2024;LM/SNT1;EMILIA ROMAGNA;PUGLIA;17
2023/2024;L-9;VENETO;TOSCANA;17
2023/2024;LM/SNT1;TOSCANA;EMILIA ROMAGNA;17
2023/2024;LM-1;PIEMONTE;VENETO;17
2023/2024;LM-1;EMILIA ROMAGNA;SICILIA;17
2023/2024;LM-14;EMILIA ROMAGNA;PIEMONTE;17
2023/2024;LM-14;LAZIO;BASILICATA;17
2023/2024;LM-13;LOMBARDIA;Provincia autonoma di TRENTO;17
2023/2024;LM-12;VENETO;TOSCANA;17
2023/2024;LM-13;ABRUZZO;MARCHE;17
2023/2024;LM-13;LIGURIA;REGIONE ESTERA;17
2023/2024;L-9;LIGURIA;VENETO;17
2023/2024;L-9;LOMBARDIA;Provincia autonoma di TRENTO;17
2023/2024;L-9;ABRUZZO;MARCHE;17
2023/2024;L-8;Provincia autonoma di BOLZANO;Provincia autonoma di BOLZANO;17
2023/2024;L-8;LOMBARDIA;SARDEGNA;17
2023/2024;L-7;PIEMONTE;LOMBARDIA;17
2023/2024;L-7;PIEMONTE;VALLE D'AOSTA;17
2023/2024;L-7;TOSCANA;CALABRIA;17
2023/2024;L-7;ABRUZZO;LAZIO;17
2023/2024;L-5;PIEMONTE;VALLE D'AOSTA;17
2023/2024;L-42;TOSCANA;SARDEGNA;17
2023/2024;LM-39;EMILIA ROMAGNA;VENETO;17
2023/2024;LM-4;LOMBARDIA;Provincia autonoma di TRENTO;17
2023/2024;LM-4;SICILIA;SICILIA;17
2023/2024;LM-37;LOMBARDIA;CAMPANIA;17
2023/2024;LM-37;LOMBARDIA;PUGLIA;17
2023/2024;LM-37;PIEMONTE;LOMBARDIA;17
2023/2024;LM-33;LOMBARDIA;VENETO;17
2023/2024;LM-33;PUGLIA;BASILICATA;17
2023/2024;LM-37;EMILIA ROMAGNA;CAMPANIA;17
2023/2024;LM-36;CAMPANIA;CALABRIA;17
2023/2024;LM-42;ABRUZZO;PUGLIA;17
2023/2024;LM-43;VENETO;VENETO;17
2023/2024;LM-44;PIEMONTE;CAMPANIA;17
2023/2024;LM-46;ABRUZZO;LOMBARDIA;17
2023/2024;LM-44;PIEMONTE;VENETO;17
2023/2024;LM-41;MOLISE;TOSCANA;17
2023/2024;LM-41;MOLISE;LOMBARDIA;17
2023/2024;LM-41;LIGURIA;TOSCANA;17
2023/2024;LM-41;FRIULI VENEZIA GIULIA;REGIONE ESTERA;17
2023/2024;LM-40;EMILIA ROMAGNA;LOMBARDIA;17
2023/2024;LM-40;LOMBARDIA;REGIONE ESTERA;17
2023/2024;LM-41;ABRUZZO;Provincia autonoma di TRENTO;17
2023/2024;LM-46;TOSCANA;LOMBARDIA;17
2023/2024;LM-46;EMILIA ROMAGNA;SICILIA;17
2023/2024;LM-46;LAZIO;BASILICATA;17
2023/2024;LM-4cu;PUGLIA;BASILICATA;17
2023/2024;LM-4cu;Provincia autonoma di TRENTO;FRIULI VENEZIA GIULIA;17
2023/2024;LM-4cu;EMILIA ROMAGNA;BASILICATA;17
2023/2024;LM-51;LAZIO;PIEMONTE;17
2023/2024;LM-51;LOMBARDIA;Provincia autonoma di TRENTO;17
2023/2024;LM-52;LAZIO;MOLISE;17
2023/2024;LM-52;LOMBARDIA;SARDEGNA;17
2023/2024;LM-51;TOSCANA;SICILIA;17
2023/2024;LM-6;LOMBARDIA;ABRUZZO;17
2023/2024;LM-6;LOMBARDIA;MARCHE;17
2023/2024;LM-6;LAZIO;TOSCANA;17
2023/2024;LM-60;VENETO;REGIONE ESTERA;17
2023/2024;LM-6;VENETO;LOMBARDIA;17
2023/2024;LM-6;FRIULI VENEZIA GIULIA;EMILIA ROMAGNA;17
2023/2024;LM-59;EMILIA ROMAGNA;PIEMONTE;17
2023/2024;LM-56;PIEMONTE;LIGURIA;17
2023/2024;LM-55;LOMBARDIA;PIEMONTE;17
2023/2024;LM-56;LOMBARDIA;CALABRIA;17
2024/2025;L-4;EMILIA ROMAGNA;REGIONE ESTERA;17
2024/2025;L-4;EMILIA ROMAGNA;MARCHE;17
2024/2025;L-4;LAZIO;PUGLIA;17
2024/2025;L-39;EMILIA ROMAGNA;VENETO;17
2024/2025;L-39;LIGURIA;LOMBARDIA;17
2024/2025;L-39;TOSCANA;CALABRIA;17
2024/2025;L-40;EMILIA ROMAGNA;SICILIA;17
2024/2025;L-40;LAZIO;TOSCANA;17
2024/2025;L-4;VENETO;PUGLIA;17
2024/2025;L-35;VENETO;Provincia autonoma di TRENTO;17
2024/2025;L-36;PIEMONTE;VENETO;17
2024/2025;L-36;Provincia autonoma di TRENTO;Provincia autonoma di BOLZANO;17
2024/2025;L-38;CAMPANIA;LAZIO;17
2024/2025;L-38;EMILIA ROMAGNA;SICILIA;17
2024/2025;L-38;FRIULI VENEZIA GIULIA;LOMBARDIA;17
2024/2025;L-36;TOSCANA;BASILICATA;17
2024/2025;L-8;Provincia autonoma di TRENTO;Provincia autonoma di BOLZANO;17
2024/2025;L-9;ABRUZZO;MARCHE;17
2024/2025;L-8;VENETO;LAZIO;17
2024/2025;L-7;CAMPANIA;BASILICATA;17
2024/2025;L-7;LOMBARDIA;TOSCANA;17
2024/2025;L-41;VENETO;EMILIA ROMAGNA;17
2024/2025;L-42;EMILIA ROMAGNA;BASILICATA;17
2024/2025;L-42;FRIULI VENEZIA GIULIA;VENETO;17
2024/2025;L-5;CAMPANIA;BASILICATA;17
2024/2025;L-42;VENETO;Provincia autonoma di TRENTO;17
2024/2025;L-5;LAZIO;LOMBARDIA;17
2024/2025;L-7;ABRUZZO;LAZIO;17
2024/2025;L-6;LOMBARDIA;PIEMONTE;17
