AnnoA;AteneoNOME;AteneoCOD;SESSO;Imm
2018/2019;Urbino;4101;F;1674
2018/2019;Urbino;4101;M;1078
2018/2019;Venezia Iuav;2702;F;369
2018/2019;Venezia Iuav;2702;M;266
2018/2019;Verona;2301;F;2669
2018/2019;Verona;2301;M;1353
2017/2018;Aosta;701;F;158
2017/2018;Aosta;701;M;74
2017/2018;Bari;7201;F;4327
2017/2018;Bari;7201;M;2878
2017/2018;Bari Politecnico;7202;F;529
2017/2018;Bari Politecnico;7202;M;1240
2017/2018;Basilicata;7601;F;495
2017/2018;Basilicata;7601;M;479
2017/2018;Benevento Giustino Fortunato - telematica;6202;F;9
2017/2018;Benevento Giustino Fortunato - telematica;6202;M;41
2017/2018;Bergamo;1601;F;2447
2017/2018;Bergamo;1601;M;1507
2017/2018;Bologna;3701;F;7594
2017/2018;Bologna;3701;M;6129
2017/2018;Bolzano;2101;F;580
2017/2018;Bolzano;2101;M;211
2017/2018;Bra Scienze Gastronomiche;401;F;41
2017/2018;Bra Scienze Gastronomiche;401;M;37
2017/2018;Brescia;1701;F;1254
2017/2018;Brescia;1701;M;1485
2017/2018;Ca' Foscari Venezia;2701;F;2621
2017/2018;Ca' Foscari Venezia;2701;M;1463
2017/2018;Cagliari;9201;F;1941
2017/2018;Cagliari;9201;M;1646
2017/2018;Calabria;7801;F;2135
2017/2018;Calabria;7801;M;1800
2017/2018;Camerino;4302;F;547
2017/2018;Camerino;4302;M;579
2017/2018;Casamassima – LUM G. Degennaro;7203;F;94
2017/2018;Casamassima – LUM G. Degennaro;7203;M;153
2017/2018;Cassino;6001;F;575
2017/2018;Cassino;6001;M;542
2017/2018;Castellanza LIUC;1201;F;129
2017/2018;Castellanza LIUC;1201;M;220
2017/2018;Catania;8701;F;3249
2017/2018;Catania;8701;M;2784
2017/2018;Catanzaro;7901;F;1092
2017/2018;Catanzaro;7901;M;743
2017/2018;Chieti e Pescara;6901;F;2448
2017/2018;Chieti e Pescara;6901;M;1454
2017/2018;Enna KORE;8601;F;459
2017/2018;Enna KORE;8601;M;290
2017/2018;Ferrara;3801;F;3646
2017/2018;Ferrara;3801;M;2088
2017/2018;Firenze;4801;F;5038
2017/2018;Firenze;4801;M;3880
2017/2018;Firenze IUL - telematica;4804;F;20
2017/2018;Firenze IUL - telematica;4804;M;4
2017/2018;Foggia;7101;F;1253
2017/2018;Foggia;7101;M;817
2017/2018;Genova;1001;F;2989
2017/2018;Genova;1001;M;2446
2017/2018;Insubria;1202;F;1459
2017/2018;Insubria;1202;M;1310
2017/2018;L'Aquila;6601;F;929
2017/2018;L'Aquila;6601;M;912
2017/2018;Macerata;4301;F;1253
2017/2018;Macerata;4301;M;425
2017/2018;Marche;4201;F;1156
2017/2018;Marche;4201;M;1518
2017/2018;Messina;8301;F;2423
2017/2018;Messina;8301;M;1521
2017/2018;Milano;1501;F;6510
2017/2018;Milano;1501;M;4477
2017/2018;Milano Bicocca;1509;F;3435
2017/2018;Milano Bicocca;1509;M;2255
2017/2018;Milano Bocconi;1503;F;1095
2017/2018;Milano Bocconi;1503;M;1605
2017/2018;Milano Cattolica;1504;F;5255
2017/2018;Milano Cattolica;1504;M;2602
2017/2018;Milano IULM;1505;F;1071
2017/2018;Milano IULM;1505;M;422
2017/2018;Milano Politecnico;1502;F;2401
2017/2018;Milano Politecnico;1502;M;5178
2017/2018;Milano San Raffaele;1508;F;238
2017/2018;Milano San Raffaele;1508;M;116
2017/2018;Modena e Reggio Emilia;3601;F;2609
2017/2018;Modena e Reggio Emilia;3601;M;2649
2017/2018;Molise;7001;F;590
2017/2018;Molise;7001;M;458
2017/2018;Napoli Benincasa;6304;F;1168
2017/2018;Napoli Benincasa;6304;M;206
2017/2018;Napoli Federico II;6301;F;6734
2017/2018;Napoli Federico II;6301;M;5811
2017/2018;Napoli L'Orientale;6303;F;1605
2017/2018;Napoli L'Orientale;6303;M;429
2017/2018;Napoli Parthenope;6302;F;716
2017/2018;Napoli Parthenope;6302;M;1126
2017/2018;Napoli Pegaso - telematica;6307;F;848
2017/2018;Napoli Pegaso - telematica;6307;M;2365
2017/2018;Napoli Vanvitelli;6306;F;1805
2017/2018;Napoli Vanvitelli;6306;M;1485
2017/2018;Novedrate e-Campus - telematica;1301;F;772
2017/2018;Novedrate e-Campus - telematica;1301;M;827
2017/2018;Padova;2801;F;5712
2017/2018;Padova;2801;M;5299
2017/2018;Palermo;8201;F;3780
2017/2018;Palermo;8201;M;2995
2017/2018;Parma;3401;F;2885
2017/2018;Parma;3401;M;2101
2017/2018;Pavia;1801;F;2741
2017/2018;Pavia;1801;M;2080
2017/2018;Perugia;5401;F;2322
2017/2018;Perugia;5401;M;1766
2017/2018;Perugia Stranieri;5403;F;74
2017/2018;Perugia Stranieri;5403;M;45
2017/2018;Piemonte Orientale;201;F;1914
2017/2018;Piemonte Orientale;201;M;1173
2017/2018;Pisa;5001;F;3512
2017/2018;Pisa;5001;M;3570
2017/2018;Reggio Calabria;8001;F;237
2017/2018;Reggio Calabria;8001;M;317
2017/2018;Reggio Calabria - Dante Alighieri;8003;F;86
2017/2018;Reggio Calabria - Dante Alighieri;8003;M;33
2017/2018;Roma  Mercatorum - telematica;5814;F;9
2017/2018;Roma  Mercatorum - telematica;5814;M;25
2017/2018;Roma Biomedico;5808;F;205
2017/2018;Roma Biomedico;5808;M;105
2017/2018;Roma Europea;5812;F;135
2017/2018;Roma Europea;5812;M;73
2017/2018;Roma Foro Italico;5806;F;73
2017/2018;Roma Foro Italico;5806;M;265
2017/2018;Roma La Sapienza;5801;F;9266
2017/2018;Roma La Sapienza;5801;M;6925
2017/2018;Roma Link Campus;5817;F;54
2017/2018;Roma Link Campus;5817;M;241
2017/2018;Roma Luiss;5805;F;760
2017/2018;Roma Luiss;5805;M;901
2017/2018;Roma LUMSA;5803;F;558
2017/2018;Roma LUMSA;5803;M;286
2017/2018;Roma Marconi - telematica;5810;F;355
2017/2018;Roma Marconi - telematica;5810;M;387
2017/2018;Roma San Raffaele - telematica;5816;F;173
2017/2018;Roma San Raffaele - telematica;5816;M;350
2017/2018;Roma Tor Vergata;5802;F;2496
2017/2018;Roma Tor Vergata;5802;M;2253
2017/2018;Roma Tre;5807;F;2896
2017/2018;Roma Tre;5807;M;2145
2017/2018;Roma UNICUSANO - telematica;5815;F;804
2017/2018;Roma UNICUSANO - telematica;5815;M;1496
2017/2018;Roma UNINETTUNO - telematica;5813;F;333
2017/2018;Roma UNINETTUNO - telematica;5813;M;456
2017/2018;Roma UNINT;5809;F;114
2017/2018;Roma UNINT;5809;M;17
2017/2018;Roma UNITELMA - telematica;5811;F;98
2017/2018;Roma UNITELMA - telematica;5811;M;106
2017/2018;Rozzano (MI) Humanitas University;1510;F;129
2017/2018;Rozzano (MI) Humanitas University;1510;M;81
2017/2018;Salento;7501;F;1895
2017/2018;Salento;7501;M;1267
2017/2018;Salerno;6501;F;3025
2017/2018;Salerno;6501;M;2755
2017/2018;Sannio;6201;F;424
2017/2018;Sannio;6201;M;438
2017/2018;Sassari;9001;F;1354
2017/2018;Sassari;9001;M;841
2017/2018;Siena;5201;F;1473
2017/2018;Siena;5201;M;1002
2017/2018;Siena Stranieri;5202;F;470
2017/2018;Siena Stranieri;5202;M;113
2017/2018;Teramo;6701;F;511
2017/2018;Teramo;6701;M;415
2017/2018;Torino;101;F;8058
2017/2018;Torino;101;M;5266
2017/2018;Torino Politecnico;102;F;1414
2017/2018;Torino Politecnico;102;M;3648
2017/2018;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;2
2017/2018;Trento;2201;F;1498
2017/2018;Trento;2201;M;1439
2017/2018;Trieste;3201;F;1623
2017/2018;Trieste;3201;M;1184
2017/2018;Tuscia;5601;F;633
2017/2018;Tuscia;5601;M;722
2017/2018;Udine;3001;F;1462
2017/2018;Udine;3001;M;1370
2017/2018;Urbino;4101;F;1691
2017/2018;Urbino;4101;M;1044
2017/2018;Venezia Iuav;2702;F;377
2017/2018;Venezia Iuav;2702;M;270
2017/2018;Verona;2301;F;3061
2017/2018;Verona;2301;M;1566
2016/2017;Aosta;701;F;148
2016/2017;Aosta;701;M;60
2016/2017;Bari;7201;F;4313
2016/2017;Bari;7201;M;2907
2016/2017;Bari Politecnico;7202;F;524
2016/2017;Bari Politecnico;7202;M;1217
2016/2017;Basilicata;7601;F;483
2016/2017;Basilicata;7601;M;475
2016/2017;Benevento Giustino Fortunato - telematica;6202;F;10
2016/2017;Benevento Giustino Fortunato - telematica;6202;M;31
2016/2017;Bergamo;1601;F;2255
2016/2017;Bergamo;1601;M;1382
2016/2017;Bologna;3701;F;7911
2016/2017;Bologna;3701;M;6332
2016/2017;Bolzano;2101;F;486
2016/2017;Bolzano;2101;M;176
2016/2017;Bra Scienze Gastronomiche;401;F;33
2016/2017;Bra Scienze Gastronomiche;401;M;42
2016/2017;Brescia;1701;F;1157
2016/2017;Brescia;1701;M;1495
2016/2017;Ca' Foscari Venezia;2701;F;2408
2016/2017;Ca' Foscari Venezia;2701;M;1270
2016/2017;Cagliari;9201;F;2098
2016/2017;Cagliari;9201;M;1644
2016/2017;Calabria;7801;F;2241
2016/2017;Calabria;7801;M;1821
2016/2017;Camerino;4302;F;558
2016/2017;Camerino;4302;M;571
2016/2017;Casamassima – LUM G. Degennaro;7203;F;63
2016/2017;Casamassima – LUM G. Degennaro;7203;M;124
2016/2017;Cassino;6001;F;579
2016/2017;Cassino;6001;M;568
2016/2017;Castellanza LIUC;1201;F;121
2016/2017;Castellanza LIUC;1201;M;222
2016/2017;Catania;8701;F;3465
2016/2017;Catania;8701;M;2813
2016/2017;Catanzaro;7901;F;938
2016/2017;Catanzaro;7901;M;645
2016/2017;Chieti e Pescara;6901;F;2603
2016/2017;Chieti e Pescara;6901;M;1549
2016/2017;Enna KORE;8601;F;498
2016/2017;Enna KORE;8601;M;305
2016/2017;Ferrara;3801;F;1562
2016/2017;Ferrara;3801;M;1188
2016/2017;Firenze;4801;F;5053
2016/2017;Firenze;4801;M;3782
2016/2017;Firenze IUL - telematica;4804;F;27
2016/2017;Firenze IUL - telematica;4804;M;9
2016/2017;Foggia;7101;F;1217
2016/2017;Foggia;7101;M;842
2016/2017;Genova;1001;F;2969
2016/2017;Genova;1001;M;2476
2016/2017;Insubria;1202;F;1180
2016/2017;Insubria;1202;M;1059
2016/2017;L'Aquila;6601;F;965
2016/2017;L'Aquila;6601;M;937
2016/2017;Macerata;4301;F;1326
2016/2017;Macerata;4301;M;495
2016/2017;Marche;4201;F;1301
2016/2017;Marche;4201;M;1473
2016/2017;Messina;8301;F;2085
2016/2017;Messina;8301;M;1434
2016/2017;Milano;1501;F;6630
2016/2017;Milano;1501;M;4476
2016/2017;Milano Bicocca;1509;F;3468
2016/2017;Milano Bicocca;1509;M;2404
2016/2017;Milano Bocconi;1503;F;1197
2016/2017;Milano Bocconi;1503;M;1574
2016/2017;Milano Cattolica;1504;F;4962
2016/2017;Milano Cattolica;1504;M;2699
2016/2017;Milano IULM;1505;F;974
2016/2017;Milano IULM;1505;M;366
2016/2017;Milano Politecnico;1502;F;2336
2016/2017;Milano Politecnico;1502;M;5183
2016/2017;Milano San Raffaele;1508;F;256
2016/2017;Milano San Raffaele;1508;M;167
2016/2017;Modena e Reggio Emilia;3601;F;2582
2016/2017;Modena e Reggio Emilia;3601;M;2248
2016/2017;Molise;7001;F;597
2016/2017;Molise;7001;M;442
2016/2017;Napoli Benincasa;6304;F;1140
2016/2017;Napoli Benincasa;6304;M;221
2016/2017;Napoli Federico II;6301;F;6427
2016/2017;Napoli Federico II;6301;M;5780
2016/2017;Napoli L'Orientale;6303;F;1718
2016/2017;Napoli L'Orientale;6303;M;428
2016/2017;Napoli Parthenope;6302;F;813
2016/2017;Napoli Parthenope;6302;M;1262
2016/2017;Napoli Pegaso - telematica;6307;F;1045
2016/2017;Napoli Pegaso - telematica;6307;M;2156
2016/2017;Napoli Vanvitelli;6306;F;1963
2016/2017;Napoli Vanvitelli;6306;M;1584
2016/2017;Novedrate e-Campus - telematica;1301;F;524
2016/2017;Novedrate e-Campus - telematica;1301;M;527
2016/2017;Padova;2801;F;5873
2016/2017;Padova;2801;M;5382
2016/2017;Palermo;8201;F;3834
2016/2017;Palermo;8201;M;3017
2016/2017;Parma;3401;F;2635
2016/2017;Parma;3401;M;2094
2016/2017;Pavia;1801;F;2418
2016/2017;Pavia;1801;M;1961
2016/2017;Perugia;5401;F;3027
2016/2017;Perugia;5401;M;2165
2016/2017;Perugia Stranieri;5403;F;75
2016/2017;Perugia Stranieri;5403;M;41
2016/2017;Piemonte Orientale;201;F;2222
2016/2017;Piemonte Orientale;201;M;1303
2016/2017;Pisa;5001;F;3668
2016/2017;Pisa;5001;M;3932
2016/2017;Reggio Calabria;8001;F;276
2016/2017;Reggio Calabria;8001;M;362
2016/2017;Reggio Calabria - Dante Alighieri;8003;F;139
2016/2017;Reggio Calabria - Dante Alighieri;8003;M;41
2016/2017;Roma  Mercatorum - telematica;5814;F;33
2016/2017;Roma  Mercatorum - telematica;5814;M;62
2016/2017;Roma Biomedico;5808;F;176
2016/2017;Roma Biomedico;5808;M;101
2016/2017;Roma Europea;5812;F;107
2016/2017;Roma Europea;5812;M;68
2016/2017;Roma Foro Italico;5806;F;77
2016/2017;Roma Foro Italico;5806;M;269
2016/2017;Roma La Sapienza;5801;F;9490
2016/2017;Roma La Sapienza;5801;M;7164
2016/2017;Roma Link Campus;5817;F;61
2016/2017;Roma Link Campus;5817;M;184
2016/2017;Roma Luiss;5805;F;751
2016/2017;Roma Luiss;5805;M;886
2016/2017;Roma LUMSA;5803;F;477
2016/2017;Roma LUMSA;5803;M;233
2016/2017;Roma Marconi - telematica;5810;F;379
2016/2017;Roma Marconi - telematica;5810;M;367
2016/2017;Roma San Raffaele - telematica;5816;F;173
2016/2017;Roma San Raffaele - telematica;5816;M;290
2016/2017;Roma Tor Vergata;5802;F;2515
2016/2017;Roma Tor Vergata;5802;M;2464
2016/2017;Roma Tre;5807;F;2717
2016/2017;Roma Tre;5807;M;1986
2016/2017;Roma UNICUSANO - telematica;5815;F;788
2016/2017;Roma UNICUSANO - telematica;5815;M;1445
2016/2017;Roma UNINETTUNO - telematica;5813;F;250
2016/2017;Roma UNINETTUNO - telematica;5813;M;379
2016/2017;Roma UNINT;5809;F;94
2016/2017;Roma UNINT;5809;M;32
2016/2017;Roma UNITELMA - telematica;5811;F;55
2016/2017;Roma UNITELMA - telematica;5811;M;90
2016/2017;Rozzano (MI) Humanitas University;1510;F;98
2016/2017;Rozzano (MI) Humanitas University;1510;M;81
2016/2017;Salento;7501;F;1793
2016/2017;Salento;7501;M;1156
2016/2017;Salerno;6501;F;3115
2016/2017;Salerno;6501;M;2906
2016/2017;Sannio;6201;F;441
2016/2017;Sannio;6201;M;429
2016/2017;Sassari;9001;F;1268
2016/2017;Sassari;9001;M;806
2016/2017;Siena;5201;F;1405
2016/2017;Siena;5201;M;989
2016/2017;Siena Stranieri;5202;F;467
2016/2017;Siena Stranieri;5202;M;111
2016/2017;Teramo;6701;F;594
2016/2017;Teramo;6701;M;432
2016/2017;Torino;101;F;7633
2016/2017;Torino;101;M;4855
2016/2017;Torino Politecnico;102;F;1353
2016/2017;Torino Politecnico;102;M;3711
2016/2017;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;4
2016/2017;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;1
2016/2017;Trento;2201;F;1484
2016/2017;Trento;2201;M;1428
2016/2017;Trieste;3201;F;1414
2016/2017;Trieste;3201;M;1153
2016/2017;Tuscia;5601;F;796
2016/2017;Tuscia;5601;M;825
2016/2017;Udine;3001;F;1583
2016/2017;Udine;3001;M;1493
2016/2017;Urbino;4101;F;1662
2016/2017;Urbino;4101;M;1006
2016/2017;Venezia Iuav;2702;F;381
2016/2017;Venezia Iuav;2702;M;259
2016/2017;Verona;2301;F;3108
2016/2017;Verona;2301;M;1597
2015/2016;Aosta;701;F;146
2015/2016;Aosta;701;M;72
2015/2016;Bari;7201;F;4332
2015/2016;Bari;7201;M;2988
2015/2016;Bari Politecnico;7202;F;446
2015/2016;Bari Politecnico;7202;M;1054
2015/2016;Basilicata;7601;F;465
2015/2016;Basilicata;7601;M;473
2015/2016;Benevento Giustino Fortunato - telematica;6202;F;8
2015/2016;Benevento Giustino Fortunato - telematica;6202;M;25
2015/2016;Bergamo;1601;F;2407
2015/2016;Bergamo;1601;M;1272
2015/2016;Bologna;3701;F;7688
2015/2016;Bologna;3701;M;6125
2015/2016;Bolzano;2101;F;417
2015/2016;Bolzano;2101;M;180
2015/2016;Bra Scienze Gastronomiche;401;F;31
2015/2016;Bra Scienze Gastronomiche;401;M;35
2015/2016;Brescia;1701;F;1151
2015/2016;Brescia;1701;M;1325
2015/2016;Ca' Foscari Venezia;2701;F;2640
2015/2016;Ca' Foscari Venezia;2701;M;1375
2015/2016;Cagliari;9201;F;2207
2015/2016;Cagliari;9201;M;1758
2015/2016;Calabria;7801;F;2311
2015/2016;Calabria;7801;M;1752
2015/2016;Camerino;4302;F;515
2015/2016;Camerino;4302;M;416
2015/2016;Casamassima – LUM G. Degennaro;7203;F;53
2015/2016;Casamassima – LUM G. Degennaro;7203;M;98
2015/2016;Cassino;6001;F;613
2015/2016;Cassino;6001;M;546
2015/2016;Castellanza LIUC;1201;F;110
2015/2016;Castellanza LIUC;1201;M;242
2015/2016;Catania;8701;F;3563
2015/2016;Catania;8701;M;2770
2015/2016;Catanzaro;7901;F;767
2015/2016;Catanzaro;7901;M;663
2015/2016;Chieti e Pescara;6901;F;2345
2015/2016;Chieti e Pescara;6901;M;1324
2015/2016;Enna KORE;8601;F;532
2015/2016;Enna KORE;8601;M;348
2015/2016;Ferrara;3801;F;1478
2015/2016;Ferrara;3801;M;1312
2015/2016;Firenze;4801;F;4964
2015/2016;Firenze;4801;M;3448
2015/2016;Firenze IUL - telematica;4804;F;27
2015/2016;Firenze IUL - telematica;4804;M;5
2015/2016;Foggia;7101;F;791
2015/2016;Foggia;7101;M;663
2015/2016;Genova;1001;F;2923
2015/2016;Genova;1001;M;2561
2015/2016;Insubria;1202;F;1051
2015/2016;Insubria;1202;M;916
2015/2016;L'Aquila;6601;F;917
2015/2016;L'Aquila;6601;M;880
2015/2016;Macerata;4301;F;1330
2015/2016;Macerata;4301;M;498
2015/2016;Marche;4201;F;1366
2015/2016;Marche;4201;M;1526
2015/2016;Messina;8301;F;1896
2015/2016;Messina;8301;M;1226
2015/2016;Milano;1501;F;6984
2015/2016;Milano;1501;M;4751
2015/2016;Milano Bicocca;1509;F;3224
2015/2016;Milano Bicocca;1509;M;2224
2015/2016;Milano Bocconi;1503;F;1158
2015/2016;Milano Bocconi;1503;M;1484
2015/2016;Milano Cattolica;1504;F;4676
2015/2016;Milano Cattolica;1504;M;2637
2015/2016;Milano IULM;1505;F;912
2015/2016;Milano IULM;1505;M;347
2015/2016;Milano Politecnico;1502;F;2338
2015/2016;Milano Politecnico;1502;M;5186
2015/2016;Milano San Raffaele;1508;F;217
2015/2016;Milano San Raffaele;1508;M;190
2015/2016;Modena e Reggio Emilia;3601;F;2222
2015/2016;Modena e Reggio Emilia;3601;M;2139
2015/2016;Molise;7001;F;569
2015/2016;Molise;7001;M;411
2015/2016;Napoli Benincasa;6304;F;1035
2015/2016;Napoli Benincasa;6304;M;179
2015/2016;Napoli Federico II;6301;F;6343
2015/2016;Napoli Federico II;6301;M;5553
2015/2016;Napoli L'Orientale;6303;F;1661
2015/2016;Napoli L'Orientale;6303;M;431
2015/2016;Napoli Parthenope;6302;F;881
2015/2016;Napoli Parthenope;6302;M;1225
2015/2016;Napoli Pegaso - telematica;6307;F;381
2015/2016;Napoli Pegaso - telematica;6307;M;1243
2015/2016;Napoli Vanvitelli;6306;F;1847
2015/2016;Napoli Vanvitelli;6306;M;1534
2015/2016;Novedrate e-Campus - telematica;1301;F;473
2015/2016;Novedrate e-Campus - telematica;1301;M;456
2015/2016;Padova;2801;F;5674
2015/2016;Padova;2801;M;5065
2015/2016;Palermo;8201;F;3510
2015/2016;Palermo;8201;M;2800
2015/2016;Parma;3401;F;2300
2015/2016;Parma;3401;M;1759
2015/2016;Pavia;1801;F;2272
2015/2016;Pavia;1801;M;1749
2015/2016;Perugia;5401;F;2000
2015/2016;Perugia;5401;M;1647
2015/2016;Perugia Stranieri;5403;F;57
2015/2016;Perugia Stranieri;5403;M;57
2015/2016;Piemonte Orientale;201;F;1743
2015/2016;Piemonte Orientale;201;M;1046
2015/2016;Pisa;5001;F;3672
2015/2016;Pisa;5001;M;3582
2015/2016;Reggio Calabria;8001;F;250
2015/2016;Reggio Calabria;8001;M;351
2015/2016;Reggio Calabria - Dante Alighieri;8003;F;102
2015/2016;Reggio Calabria - Dante Alighieri;8003;M;15
2015/2016;Roma  Mercatorum - telematica;5814;F;17
2015/2016;Roma  Mercatorum - telematica;5814;M;19
2015/2016;Roma Biomedico;5808;F;193
2015/2016;Roma Biomedico;5808;M;130
2015/2016;Roma Europea;5812;F;70
2015/2016;Roma Europea;5812;M;43
2015/2016;Roma Foro Italico;5806;F;98
2015/2016;Roma Foro Italico;5806;M;250
2015/2016;Roma La Sapienza;5801;F;8580
2015/2016;Roma La Sapienza;5801;M;6607
2015/2016;Roma Link Campus;5817;F;83
2015/2016;Roma Link Campus;5817;M;216
2015/2016;Roma Luiss;5805;F;735
2015/2016;Roma Luiss;5805;M;816
2015/2016;Roma LUMSA;5803;F;589
2015/2016;Roma LUMSA;5803;M;221
2015/2016;Roma Marconi - telematica;5810;F;343
2015/2016;Roma Marconi - telematica;5810;M;388
2015/2016;Roma San Raffaele - telematica;5816;F;121
2015/2016;Roma San Raffaele - telematica;5816;M;221
2015/2016;Roma Tor Vergata;5802;F;2556
2015/2016;Roma Tor Vergata;5802;M;2568
2015/2016;Roma Tre;5807;F;2834
2015/2016;Roma Tre;5807;M;2075
2015/2016;Roma UNICUSANO - telematica;5815;F;608
2015/2016;Roma UNICUSANO - telematica;5815;M;1143
2015/2016;Roma UNINETTUNO - telematica;5813;F;234
2015/2016;Roma UNINETTUNO - telematica;5813;M;322
2015/2016;Roma UNINT;5809;F;174
2015/2016;Roma UNINT;5809;M;59
2015/2016;Roma UNITELMA - telematica;5811;F;50
2015/2016;Roma UNITELMA - telematica;5811;M;54
2015/2016;Rozzano (MI) Humanitas University;1510;F;83
2015/2016;Rozzano (MI) Humanitas University;1510;M;66
2015/2016;Salento;7501;F;1736
2015/2016;Salento;7501;M;1134
2015/2016;Salerno;6501;F;3038
2015/2016;Salerno;6501;M;2531
2015/2016;Sannio;6201;F;425
2015/2016;Sannio;6201;M;488
2015/2016;Sassari;9001;F;1062
2015/2016;Sassari;9001;M;675
2015/2016;Siena;5201;F;1297
2015/2016;Siena;5201;M;917
2015/2016;Siena Stranieri;5202;F;423
2015/2016;Siena Stranieri;5202;M;96
2015/2016;Teramo;6701;F;560
2015/2016;Teramo;6701;M;394
2015/2016;Torino;101;F;6941
2015/2016;Torino;101;M;4485
2015/2016;Torino Politecnico;102;F;1483
2015/2016;Torino Politecnico;102;M;3988
2015/2016;Trento;2201;F;1503
2015/2016;Trento;2201;M;1406
2015/2016;Trieste;3201;F;1459
2015/2016;Trieste;3201;M;1080
2015/2016;Tuscia;5601;F;846
2015/2016;Tuscia;5601;M;862
2015/2016;Udine;3001;F;1542
2015/2016;Udine;3001;M;1501
2015/2016;Urbino;4101;F;1683
2015/2016;Urbino;4101;M;1051
2015/2016;Venezia Iuav;2702;F;350
2015/2016;Venezia Iuav;2702;M;277
2015/2016;Verona;2301;F;3036
2015/2016;Verona;2301;M;1584
2014/2015;Aosta;701;F;163
2014/2015;Aosta;701;M;55
2014/2015;Bari;7201;F;4735
2014/2015;Bari;7201;M;3172
2014/2015;Bari Politecnico;7202;F;405
2014/2015;Bari Politecnico;7202;M;979
2014/2015;Basilicata;7601;F;508
2014/2015;Basilicata;7601;M;422
2014/2015;Benevento Giustino Fortunato - telematica;6202;F;7
2014/2015;Benevento Giustino Fortunato - telematica;6202;M;34
2014/2015;Bergamo;1601;F;2194
2014/2015;Bergamo;1601;M;1206
2014/2015;Bologna;3701;F;7383
2014/2015;Bologna;3701;M;5943
2014/2015;Bolzano;2101;F;400
2014/2015;Bolzano;2101;M;197
2014/2015;Bra Scienze Gastronomiche;401;F;36
2014/2015;Bra Scienze Gastronomiche;401;M;29
2014/2015;Brescia;1701;F;1178
2014/2015;Brescia;1701;M;1405
2014/2015;Ca' Foscari Venezia;2701;F;2350
2014/2015;Ca' Foscari Venezia;2701;M;1240
2014/2015;Cagliari;9201;F;2047
2014/2015;Cagliari;9201;M;1595
2014/2015;Calabria;7801;F;2175
2014/2015;Calabria;7801;M;1693
2014/2015;Camerino;4302;F;514
2014/2015;Camerino;4302;M;456
2014/2015;Casamassima – LUM G. Degennaro;7203;F;46
2014/2015;Casamassima – LUM G. Degennaro;7203;M;94
2014/2015;Cassino;6001;F;671
2014/2015;Cassino;6001;M;590
2014/2015;Castellanza LIUC;1201;F;106
2014/2015;Castellanza LIUC;1201;M;171
2014/2015;Catania;8701;F;3105
2014/2015;Catania;8701;M;2470
2014/2015;Catanzaro;7901;F;983
2014/2015;Catanzaro;7901;M;694
2014/2015;Chieti e Pescara;6901;F;2491
2014/2015;Chieti e Pescara;6901;M;1445
2014/2015;Enna KORE;8601;F;563
2014/2015;Enna KORE;8601;M;379
2014/2015;Ferrara;3801;F;1427
2014/2015;Ferrara;3801;M;1134
2014/2015;Firenze;4801;F;4916
2014/2015;Firenze;4801;M;3601
2014/2015;Firenze IUL - telematica;4804;F;19
2014/2015;Firenze IUL - telematica;4804;M;3
2014/2015;Foggia;7101;F;945
2014/2015;Foggia;7101;M;615
2014/2015;Genova;1001;F;2960
2014/2015;Genova;1001;M;2561
2014/2015;Insubria;1202;F;1285
2014/2015;Insubria;1202;M;975
2014/2015;L'Aquila;6601;F;1153
2014/2015;L'Aquila;6601;M;1030
2014/2015;Macerata;4301;F;1242
2014/2015;Macerata;4301;M;434
2014/2015;Marche;4201;F;1321
2014/2015;Marche;4201;M;1525
2014/2015;Messina;8301;F;2102
2014/2015;Messina;8301;M;1339
2014/2015;Milano;1501;F;6718
2014/2015;Milano;1501;M;4604
2014/2015;Milano Bicocca;1509;F;3381
2014/2015;Milano Bicocca;1509;M;2353
2014/2015;Milano Bocconi;1503;F;1173
2014/2015;Milano Bocconi;1503;M;1232
2014/2015;Milano Cattolica;1504;F;4500
2014/2015;Milano Cattolica;1504;M;2514
2014/2015;Milano IULM;1505;F;806
2014/2015;Milano IULM;1505;M;278
2014/2015;Milano Politecnico;1502;F;2326
2014/2015;Milano Politecnico;1502;M;4940
2014/2015;Milano San Raffaele;1508;F;242
2014/2015;Milano San Raffaele;1508;M;123
2014/2015;Modena e Reggio Emilia;3601;F;1942
2014/2015;Modena e Reggio Emilia;3601;M;1962
2014/2015;Molise;7001;F;524
2014/2015;Molise;7001;M;441
2014/2015;Napoli Benincasa;6304;F;1000
2014/2015;Napoli Benincasa;6304;M;155
2014/2015;Napoli Federico II;6301;F;6450
2014/2015;Napoli Federico II;6301;M;5547
2014/2015;Napoli L'Orientale;6303;F;1560
2014/2015;Napoli L'Orientale;6303;M;488
2014/2015;Napoli Parthenope;6302;F;969
2014/2015;Napoli Parthenope;6302;M;1322
2014/2015;Napoli Pegaso - telematica;6307;F;397
2014/2015;Napoli Pegaso - telematica;6307;M;847
2014/2015;Napoli Vanvitelli;6306;F;2007
2014/2015;Napoli Vanvitelli;6306;M;1490
2014/2015;Novedrate e-Campus - telematica;1301;F;503
2014/2015;Novedrate e-Campus - telematica;1301;M;510
2014/2015;Padova;2801;F;5626
2014/2015;Padova;2801;M;5042
