ANNO;CODICE_ATENEO;NOME_ATENEO;REGIONE;AREA_GEO;Cod_qualifica;Desc_qualifica;GENERE;Età_MEDIA
2023;02301;Verona - Università degli studi;Veneto;NORD-EST;4AR;Titolare di assegno di ricerca;F;34
2023;02301;Verona - Università degli studi;Veneto;NORD-EST;4AR;Titolare di assegno di ricerca;M;33
2023;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;1PO;Prof. I fascia (ordinario);F;58
2023;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;1PO;Prof. I fascia (ordinario);M;58
2023;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;2PA;Prof. II fascia (associato);F;51
2023;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;2PA;Prof. II fascia (associato);M;51
2023;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;38
2023;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;38
2023;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;42
2023;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;41
2023;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;3RU;Ricercatore a tempo indeterminato;F;57
2023;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;3RU;Ricercatore a tempo indeterminato;M;56
2023;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;4AR;Titolare di assegno di ricerca;F;37
2023;02701;"Venezia - Università degli studi ""Cà Foscari""";Veneto;NORD-EST;4AR;Titolare di assegno di ricerca;M;36
2023;02702;Venezia - Università IUAV;Veneto;NORD-EST;1PO;Prof. I fascia (ordinario);M;61
2023;02702;Venezia - Università IUAV;Veneto;NORD-EST;1PO;Prof. I fascia (ordinario);F;59
2023;02702;Venezia - Università IUAV;Veneto;NORD-EST;2PA;Prof. II fascia (associato);F;53
2023;02702;Venezia - Università IUAV;Veneto;NORD-EST;2PA;Prof. II fascia (associato);M;54
2023;02702;Venezia - Università IUAV;Veneto;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;38
2023;02702;Venezia - Università IUAV;Veneto;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;42
2023;02702;Venezia - Università IUAV;Veneto;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;48
2023;02702;Venezia - Università IUAV;Veneto;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;42
2023;02702;Venezia - Università IUAV;Veneto;NORD-EST;3RU;Ricercatore a tempo indeterminato;F;61
2023;02702;Venezia - Università IUAV;Veneto;NORD-EST;3RU;Ricercatore a tempo indeterminato;M;64
2023;02702;Venezia - Università IUAV;Veneto;NORD-EST;4AR;Titolare di assegno di ricerca;F;34
2023;02702;Venezia - Università IUAV;Veneto;NORD-EST;4AR;Titolare di assegno di ricerca;M;34
2023;02801;Padova - Università degli studi;Veneto;NORD-EST;1PO;Prof. I fascia (ordinario);F;58
2023;02801;Padova - Università degli studi;Veneto;NORD-EST;1PO;Prof. I fascia (ordinario);M;58
2023;02801;Padova - Università degli studi;Veneto;NORD-EST;2PA;Prof. II fascia (associato);F;51
2023;02801;Padova - Università degli studi;Veneto;NORD-EST;2PA;Prof. II fascia (associato);M;52
2023;02801;Padova - Università degli studi;Veneto;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;37
2023;02801;Padova - Università degli studi;Veneto;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;36
2023;02801;Padova - Università degli studi;Veneto;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;42
2023;02801;Padova - Università degli studi;Veneto;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;39
2023;02801;Padova - Università degli studi;Veneto;NORD-EST;3RTD;Ricercatore a tempo determinato L. 79/2022;M;36
2023;02801;Padova - Università degli studi;Veneto;NORD-EST;3RU;Ricercatore a tempo indeterminato;M;56
2023;02801;Padova - Università degli studi;Veneto;NORD-EST;3RU;Ricercatore a tempo indeterminato;F;57
2023;02801;Padova - Università degli studi;Veneto;NORD-EST;4AR;Titolare di assegno di ricerca;F;32
2023;02801;Padova - Università degli studi;Veneto;NORD-EST;4AR;Titolare di assegno di ricerca;M;31
2023;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;1PO;Prof. I fascia (ordinario);F;58
2023;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;1PO;Prof. I fascia (ordinario);M;61
2023;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;2PA;Prof. II fascia (associato);F;55
2023;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;2PA;Prof. II fascia (associato);M;54
2023;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;3RTD;Ricercatore a tempo determinato L. 79/2022;M;38
2023;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;38
2023;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;38
2023;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;41
2023;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;41
2023;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;3RU;Ricercatore a tempo indeterminato;M;58
2023;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;3RU;Ricercatore a tempo indeterminato;F;56
2023;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;4AR;Titolare di assegno di ricerca;F;35
2023;03001;Udine - Università degli studi;Friuli-Venezia Giulia;NORD-EST;4AR;Titolare di assegno di ricerca;M;34
2023;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;1PO;Prof. I fascia (ordinario);F;61
2023;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;1PO;Prof. I fascia (ordinario);M;60
2023;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;2PA;Prof. II fascia (associato);F;54
2023;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;2PA;Prof. II fascia (associato);M;53
2023;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;42
2023;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;41
2023;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;38
2023;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;40
2023;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;3RU;Ricercatore a tempo indeterminato;M;59
2023;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;3RU;Ricercatore a tempo indeterminato;F;59
2023;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;4AR;Titolare di assegno di ricerca;F;34
2023;03201;Trieste - Università degli studi;Friuli-Venezia Giulia;NORD-EST;4AR;Titolare di assegno di ricerca;M;33
2023;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli-Venezia Giulia;NORD-EST;1PO;Prof. I fascia (ordinario);F;61
2023;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli-Venezia Giulia;NORD-EST;1PO;Prof. I fascia (ordinario);M;55
2023;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli-Venezia Giulia;NORD-EST;2PA;Prof. II fascia (associato);F;52
2023;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli-Venezia Giulia;NORD-EST;2PA;Prof. II fascia (associato);M;47
2023;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli-Venezia Giulia;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;37
2023;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli-Venezia Giulia;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;33
2023;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli-Venezia Giulia;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;37
2023;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli-Venezia Giulia;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;36
2023;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli-Venezia Giulia;NORD-EST;3RU;Ricercatore a tempo indeterminato;F;54
2023;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli-Venezia Giulia;NORD-EST;3RU;Ricercatore a tempo indeterminato;M;60
2023;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli-Venezia Giulia;NORD-EST;4AR;Titolare di assegno di ricerca;F;33
2023;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli-Venezia Giulia;NORD-EST;4AR;Titolare di assegno di ricerca;M;32
2023;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;1PO;Prof. I fascia (ordinario);F;58
2023;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;1PO;Prof. I fascia (ordinario);M;59
2023;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;2PA;Prof. II fascia (associato);M;52
2023;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;2PA;Prof. II fascia (associato);F;52
2023;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;3RTD;Ricercatore a tempo determinato L. 79/2022;M;39
2023;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;3RTD;Ricercatore a tempo determinato L. 79/2022;F;59
2023;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;43
2023;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;40
2023;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;36
2023;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;36
2023;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;3RU;Ricercatore a tempo indeterminato;F;59
2023;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;3RU;Ricercatore a tempo indeterminato;M;59
2023;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;4AR;Titolare di assegno di ricerca;F;33
2023;03401;Parma - Università degli studi;Emilia-Romagna;NORD-EST;4AR;Titolare di assegno di ricerca;M;32
2023;03601;Modena e Reggio Emilia - Università degli studi;Emilia-Romagna;NORD-EST;1PO;Prof. I fascia (ordinario);F;60
2023;03601;Modena e Reggio Emilia - Università degli studi;Emilia-Romagna;NORD-EST;1PO;Prof. I fascia (ordinario);M;59
2023;03601;Modena e Reggio Emilia - Università degli studi;Emilia-Romagna;NORD-EST;2PA;Prof. II fascia (associato);F;52
2023;03601;Modena e Reggio Emilia - Università degli studi;Emilia-Romagna;NORD-EST;2PA;Prof. II fascia (associato);M;51
2023;03601;Modena e Reggio Emilia - Università degli studi;Emilia-Romagna;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;39
2023;03601;Modena e Reggio Emilia - Università degli studi;Emilia-Romagna;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;35
2023;03601;Modena e Reggio Emilia - Università degli studi;Emilia-Romagna;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;40
2023;03601;Modena e Reggio Emilia - Università degli studi;Emilia-Romagna;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;41
2023;03601;Modena e Reggio Emilia - Università degli studi;Emilia-Romagna;NORD-EST;3RTD;Ricercatore a tempo determinato L. 79/2022;M;34
2023;03601;Modena e Reggio Emilia - Università degli studi;Emilia-Romagna;NORD-EST;3RU;Ricercatore a tempo indeterminato;F;55
2023;03601;Modena e Reggio Emilia - Università degli studi;Emilia-Romagna;NORD-EST;3RU;Ricercatore a tempo indeterminato;M;57
2023;03601;Modena e Reggio Emilia - Università degli studi;Emilia-Romagna;NORD-EST;4AR;Titolare di assegno di ricerca;F;33
2023;03601;Modena e Reggio Emilia - Università degli studi;Emilia-Romagna;NORD-EST;4AR;Titolare di assegno di ricerca;M;32
2023;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;1PO;Prof. I fascia (ordinario);M;58
2023;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;1PO;Prof. I fascia (ordinario);F;57
2023;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;2PA;Prof. II fascia (associato);F;51
2023;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;2PA;Prof. II fascia (associato);M;51
2023;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;3RTD;Ricercatore a tempo determinato L. 79/2022;M;36
2023;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;37
2023;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;36
2023;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;42
2023;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;40
2023;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;3RTD;Ricercatore a tempo determinato L. 79/2022;F;37
2023;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;3RU;Ricercatore a tempo indeterminato;M;58
2023;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;3RU;Ricercatore a tempo indeterminato;F;57
2023;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;4AR;Titolare di assegno di ricerca;F;33
2023;03701;Bologna - Università degli studi;Emilia-Romagna;NORD-EST;4AR;Titolare di assegno di ricerca;M;32
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;1PO;Prof. I fascia (ordinario);F;60
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;1PO;Prof. I fascia (ordinario);M;59
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;2PA;Prof. II fascia (associato);F;53
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;2PA;Prof. II fascia (associato);M;53
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;38
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;3RTD;Ricercatore a tempo determinato L. 79/2022;M;37
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;3RTD;Ricercatore a tempo determinato L. 79/2022;F;36
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;43
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;39
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;42
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;3RU;Ricercatore a tempo indeterminato;F;58
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;3RU;Ricercatore a tempo indeterminato;M;58
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;4AR;Titolare di assegno di ricerca;F;33
2023;03801;Ferrara - Università degli studi;Emilia-Romagna;NORD-EST;4AR;Titolare di assegno di ricerca;M;34
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;1PO;Prof. I fascia (ordinario);F;59
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;1PO;Prof. I fascia (ordinario);M;61
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;2PA;Prof. II fascia (associato);F;54
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;2PA;Prof. II fascia (associato);M;54
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;40
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;39
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;44
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;44
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;3RU;Ricercatore a tempo indeterminato;F;57
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;3RU;Ricercatore a tempo indeterminato;M;60
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;4AR;Titolare di assegno di ricerca;F;38
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;4AR;Titolare di assegno di ricerca;M;35
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;1PO;Prof. I fascia (ordinario);M;59
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;1PO;Prof. I fascia (ordinario);F;57
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;2PA;Prof. II fascia (associato);F;51
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;2PA;Prof. II fascia (associato);M;52
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;36
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;38
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;41
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;41
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;3RU;Ricercatore a tempo indeterminato;F;56
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;3RU;Ricercatore a tempo indeterminato;M;55
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;4AR;Titolare di assegno di ricerca;F;33
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;4AR;Titolare di assegno di ricerca;M;33
2023;04301;Macerata - Università degli studi;Marche;CENTRO;1PO;Prof. I fascia (ordinario);F;56
2023;04301;Macerata - Università degli studi;Marche;CENTRO;1PO;Prof. I fascia (ordinario);M;58
2023;04301;Macerata - Università degli studi;Marche;CENTRO;2PA;Prof. II fascia (associato);F;51
2023;04301;Macerata - Università degli studi;Marche;CENTRO;2PA;Prof. II fascia (associato);M;53
2023;04301;Macerata - Università degli studi;Marche;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;34
2023;04301;Macerata - Università degli studi;Marche;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;39
2023;04301;Macerata - Università degli studi;Marche;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;44
2023;04301;Macerata - Università degli studi;Marche;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;41
2023;04301;Macerata - Università degli studi;Marche;CENTRO;3RTD;Ricercatore a tempo determinato L. 79/2022;M;37
2023;04301;Macerata - Università degli studi;Marche;CENTRO;3RU;Ricercatore a tempo indeterminato;F;54
2023;04301;Macerata - Università degli studi;Marche;CENTRO;3RU;Ricercatore a tempo indeterminato;M;56
2023;04301;Macerata - Università degli studi;Marche;CENTRO;4AR;Titolare di assegno di ricerca;F;37
2023;04301;Macerata - Università degli studi;Marche;CENTRO;4AR;Titolare di assegno di ricerca;M;36
2023;04302;Camerino - Università degli studi;Marche;CENTRO;1PO;Prof. I fascia (ordinario);M;59
2023;04302;Camerino - Università degli studi;Marche;CENTRO;1PO;Prof. I fascia (ordinario);F;60
2023;04302;Camerino - Università degli studi;Marche;CENTRO;2PA;Prof. II fascia (associato);F;53
2023;04302;Camerino - Università degli studi;Marche;CENTRO;2PA;Prof. II fascia (associato);M;55
2023;04302;Camerino - Università degli studi;Marche;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;38
2023;04302;Camerino - Università degli studi;Marche;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;39
2023;04302;Camerino - Università degli studi;Marche;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;43
2023;04302;Camerino - Università degli studi;Marche;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;43
2023;04302;Camerino - Università degli studi;Marche;CENTRO;3RU;Ricercatore a tempo indeterminato;M;59
2023;04302;Camerino - Università degli studi;Marche;CENTRO;3RU;Ricercatore a tempo indeterminato;F;58
2023;04302;Camerino - Università degli studi;Marche;CENTRO;4AR;Titolare di assegno di ricerca;M;34
2023;04302;Camerino - Università degli studi;Marche;CENTRO;4AR;Titolare di assegno di ricerca;F;35
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;1PO;Prof. I fascia (ordinario);F;53
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;1PO;Prof. I fascia (ordinario);M;53
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;2PA;Prof. II fascia (associato);F;46
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;2PA;Prof. II fascia (associato);M;43
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;35
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;37
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;42
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;41
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;4AR;Titolare di assegno di ricerca;F;33
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;4AR;Titolare di assegno di ricerca;M;34
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;1PO;Prof. I fascia (ordinario);M;60
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;1PO;Prof. I fascia (ordinario);F;60
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;2PA;Prof. II fascia (associato);F;54
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;2PA;Prof. II fascia (associato);M;53
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;39
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;38
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;44
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;42
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 79/2022;F;29
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;3RU;Ricercatore a tempo indeterminato;F;58
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;3RU;Ricercatore a tempo indeterminato;M;59
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;4AR;Titolare di assegno di ricerca;F;33
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;4AR;Titolare di assegno di ricerca;M;34
2023;04804;"Firenze - Università telematica ""Italian University line""";Toscana;CENTRO;2PA;Prof. II fascia (associato);F;42
2023;04804;"Firenze - Università telematica ""Italian University line""";Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;43
2023;04804;"Firenze - Università telematica ""Italian University line""";Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;37
2023;04804;"Firenze - Università telematica ""Italian University line""";Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;52
2023;04804;"Firenze - Università telematica ""Italian University line""";Toscana;CENTRO;3RU;Ricercatore a tempo indeterminato;M;49
2023;05001;Pisa - Università;Toscana;CENTRO;1PO;Prof. I fascia (ordinario);M;58
2023;05001;Pisa - Università;Toscana;CENTRO;1PO;Prof. I fascia (ordinario);F;59
2023;05001;Pisa - Università;Toscana;CENTRO;2PA;Prof. II fascia (associato);F;52
2023;05001;Pisa - Università;Toscana;CENTRO;2PA;Prof. II fascia (associato);M;52
2023;05001;Pisa - Università;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;36
2023;05001;Pisa - Università;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;36
2023;05001;Pisa - Università;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;F;41
2023;05001;Pisa - Università;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;M;41
2023;05001;Pisa - Università;Toscana;CENTRO;3RU;Ricercatore a tempo indeterminato;F;59
2023;05001;Pisa - Università;Toscana;CENTRO;3RU;Ricercatore a tempo indeterminato;M;58
2023;05001;Pisa - Università;Toscana;CENTRO;4AR;Titolare di assegno di ricerca;F;34
2023;05001;Pisa - Università;Toscana;CENTRO;4AR;Titolare di assegno di ricerca;M;33
2023;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;1PO;Prof. I fascia (ordinario);F;65
2023;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;1PO;Prof. I fascia (ordinario);M;62
2023;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;2PA;Prof. II fascia (associato);F;49
2023;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;2PA;Prof. II fascia (associato);M;48
2023;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;F;40
2023;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;M;37
