ANNOSCOLASTICO,AREAGEOGRAFICA,REGIONE,PROVINCIA,CODICEISTITUTORIFERIMENTO,DENOMINAZIONEISTITUTORIFERIMENTO,CODICESCUOLA,DENOMINAZIONESCUOLA,INDIRIZZOSCUOLA,CAPSCUOLA,CODICECOMUNESCUOLA,DESCRIZIONECOMUNE,DESCRIZIONECARATTERISTICASCUOLA,DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA,INDICAZIONESEDEDIRETTIVO,INDICAZIONESEDEOMNICOMPRENSIVO,INDIRIZZOEMAILSCUOLA,INDIRIZZOPECSCUOLA,SITOWEBSCUOLA,SEDESCOLASTICA,CAP,average_income_per_capita,income_clean,taxpayers,Track_Type
202526,ISOLE,SICILIA,CATANIA,CTMM150008,CPIA CATANIA 1,CTCT70300N,C.T.P. N.8 (C/O IC NARBONE CALTAGIRONE),VIA DEGLI STUDI N. 8,95041,B428,CALTAGIRONE,NORMALE,CENTRO TERRITORIALE,NO,Non Disponibile,CTMM150008@istruzione.it,Non Disponibile,CPIACATANIAUNO.IT,NO,,,,,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC8A700P,C.B.CAVOUR - CATANIA,CTMM8A701Q,C.B.CAVOUR - CATANIA,VIA CARBONE6,95129,C351,CATANIA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,CTIC8A700P@istruzione.it,Non Disponibile,www.scuolacavourcatania.gov.it,NO,95129,31605.311357266783,236818598.0,7493.0,Medie
202526,ISOLE,SICILIA,CATANIA,CTIC89200C,IC XX SETTEMBRE CATANIA,CTEE89204N,VIA MERLINO,VIA MERLINO 30,95123,C351,CATANIA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icxxsettembre.edu.it,NO,95123,21151.818810386474,700548239.0,33120.0,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIS044007,GULLI E PENNISI,CTPS04401N,LICEO SCIENTIFICO ACIBONACCORSI,VIA LAVINA,95030,A025,ACI BONACCORSI,NORMALE,LICEO SCIENTIFICO,NO,Non Disponibile,CTIS044007@istruzione.it,Non Disponibile,www.gulliepennisi.gov.it,NO,,,,,Liceo
202526,ISOLE,SICILIA,CATANIA,CTIC82600D,I.C. VERGA FIUMEFREDDO,CTIC82600D,I.C. VERGA FIUMEFREDDO,VIA M. RAPISARDA 38,95013,D623,FIUMEFREDDO DI SICILIA,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,CTIC82600D@istruzione.it,ctic82600d@pec.istruzione.it,www.icvergafiumefreddodisicilia.edu.it,NO,,,,,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC8A200G,"I.C. ""CAN. VINCENZO BASCETTA""",CTAA8A201C,VIA VITT.EMANUELE,VIA VITT.EMANUELE,95031,A056,ADRANO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC8A200G@istruzione.it,Non Disponibile,www.IC2ADRANO.IT,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC8AX00P,IC MONTESSORI - GOBETTI,CTEE8AX01R,PLESSO S DOMENICO SAVIO,VIALE MILAZZO 45,95041,B428,CALTAGIRONE,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC8AX00P@istruzione.it,Non Disponibile,www.icmontessoricaltagirone.edu.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC83200R,SANTO CALI',CTAA83201N,S.ANTONIO,PIAZZA S.ANTONIO,95015,E602,LINGUAGLOSSA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC83200R@istruzione.it,Non Disponibile,https//www.iclinguaglossacali.edu.it/,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC88300N,IC DON L. MILANI MISTERBIANCO,CTEE88301Q,DON L.MILANI- MISTERBIANCO,VIA FEDERICO DE ROBERTO 02,95045,F250,MISTERBIANCO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC88300N@istruzione.it,Non Disponibile,www.icsdonmilanimisterbianco.edu.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC82100A,IC G.MACHERIONE -CALATABIANO,CTAA82104A,PIEDIMONTE,VIA MONS. CANNAVO',95017,G597,PIEDIMONTE ETNEO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC82100A@istruzione.it,Non Disponibile,http//www.icmacherionecalatabiano.gov.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC8BJ00A,IC RAPISARDI - ALIGHIERI,CTEE8BJ01C,CD RAPISARDI CATANIA,VIA AOSTA 31,95127,C351,CATANIA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,https//cdmariorapisardi.edu.it/,NO,95127,28873.453900149852,366086522.0,12679.0,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC82500N,IC A. NARBONE - CALTAGIRONE,CTAA82506Q,PLESSO SEMINI,VIA P. P. MORRETTA 16,95041,B428,CALTAGIRONE,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC82500N@istruzione.it,Non Disponibile,www.alessionarbone.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC8AG00P,I.C. P.S. DI GUARDO - QUASIMODO,CTMM8AG01Q,SMS S.QUASIMODO - CATANIA,VIA A. D'AGATA16,95123,C351,CATANIA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,CTIC8AG00P@istruzione.it,Non Disponibile,www.diguardoquasimodo.edu.it,NO,95123,21151.818810386474,700548239.0,33120.0,Medie
202526,ISOLE,SICILIA,CATANIA,CTIC8A700P,C.B.CAVOUR - CATANIA,CTIC8A700P,C.B.CAVOUR - CATANIA,VIA CARBONE6,95129,C351,CATANIA,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,CTIC8A700P@istruzione.it,CTIC8A700P@PEC.ISTRUZIONE.IT,www.scuolacavourcatania.edu.it,NO,95129,31605.311357266783,236818598.0,7493.0,Altro
202526,ISOLE,SICILIA,CATANIA,CTRH03000C,I.P.S.S.E.O.A. KAROL WOJTYLA CATANIA,CTRH03050T,I.P.S.S.E.O.A. KAROL WOJTYLA CATANIA,VIA GIOVANNI BATTISTA DE LA SALLE 12,95125,C351,CATANIA,PERCORSO II LIVELLO,IST PROF ALBERGHIERO,NO,Non Disponibile,CTRH03000C@istruzione.it,Non Disponibile,www.alberghierowojtyla.edu.it,NO,95125,24856.823729002113,446875977.0,17978.0,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC893008,IC NICOLOSI - G.NNI XXIII,CTIC893008,IC NICOLOSI - G.NNI XXIII,VIA SCALA VECCHIA,95047,G371,PATERNO',NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,CTIC893008@istruzione.it,ctic893008@pec.istruzione.it,www.gbnicolosi.edu.it,NO,,,,,Altro
202526,ISOLE,SICILIA,CATANIA,CTIS044007,GULLI E PENNISI,CTPC04401E,LICEO CLASSICO GULLI E PENNISI,VIA MARIO ARCIDIACONO,95024,A028,ACIREALE,NORMALE,LICEO CLASSICO,NO,Non Disponibile,CTIS044007@istruzione.it,Non Disponibile,www.gulliepennisi.gov.it,NO,,,,,Liceo
202526,ISOLE,SICILIA,CATANIA,CTIC88200T,I.C. PITAGORA MISTERBIANCO,CTAA88202Q,I.C. PITAGORA,VIA G. GARIBALDI 41-43,95045,F250,MISTERBIANCO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC88200T@istruzione.it,Non Disponibile,www.icspitagora.com,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIS00600C,IS ENRICO MEDI,CTRA00601C,A. M. MAZZEI,VIA DEI CADUTI 5,95036,H175,RANDAZZO,NORMALE,IST PROF PER L'AGRICOLTURA E L'AMBIENTE,NO,Non Disponibile,CTIS00600C@istruzione.it,Non Disponibile,http//www.majoranaliceo.gov.it/cms/,NO,,,,,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC83200R,SANTO CALI',CTEE832042,DON MARIO STRANO,VIA NAZIONALE 68,95012,C297,CASTIGLIONE DI SICILIA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC83200R@istruzione.it,Non Disponibile,www.iclinguaglossacali.gov.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC893008,IC NICOLOSI - G.NNI XXIII,CTEE89303C,"""GIOVANNI XXIII""",VIA VULCANO,95047,G371,PATERNO',NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.gbnicolosi.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC8AX00P,IC MONTESSORI - GOBETTI,CTEE8AX062,PLESSO EX ONMI,VIA MADONNA DELLA VIA 5,95041,B428,CALTAGIRONE,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icmontessoricaltagirone.edu.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTMM151004,CPIA CATANIA 2,CTMM151004,CPIA CATANIA 2,VIALE LIBERTA' 151,95014,E017,GIARRE,CPIA,SCUOLA PRIMO GRADO,SI,Non Disponibile,CTMM151004@istruzione.it,CTMM151004@PEC.ISTRUZIONE.IT,www.cpiacatania2.gov.it,NO,,,,,Medie
202526,ISOLE,SICILIA,CATANIA,CTIC82500N,IC A. NARBONE - CALTAGIRONE,CTAA82504N,PLESSO ACQUANUOVA,VIA ACQUANUOVA 245,95041,B428,CALTAGIRONE,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC82500N@istruzione.it,Non Disponibile,www.alessionarbone.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC8AG00P,I.C. P.S. DI GUARDO - QUASIMODO,CTAA8AG01G,SC.INFANZIA P.SANTO DI GUARDO,VIA S. VITALE 20,95123,C351,CATANIA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC8AG00P@istruzione.it,Non Disponibile,diguardoquasimodo.edu.it,NO,95123,21151.818810386474,700548239.0,33120.0,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC8BJ00A,IC RAPISARDI - ALIGHIERI,CTIC8BJ00A,IC RAPISARDI - ALIGHIERI,VIA AOSTA 31,95127,C351,CATANIA,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,ctic8bj00a@istruzione.it,CTIC8BJ00A@pec.istruzione.it,https//www.dantect.edu.it/,NO,95127,28873.453900149852,366086522.0,12679.0,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC87500P,IC FRANCESCO PETRARCA - CATANIA,CTMM87501Q,F. PETRARCA - LA CASA DI LAURA,VIA GIOVANNI GIOVIALE N. 11,95123,C351,CATANIA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,CTIC87500P@istruzione.it,Non Disponibile,www.istitutocomprensivopetrarca.gov.it,NO,95123,21151.818810386474,700548239.0,33120.0,Medie
202526,ISOLE,SICILIA,CATANIA,CTIS03800X,I.I.S. FERMI EREDIA,CTIS03800X,I.I.S. FERMI EREDIA,VIA PASSO GRAVINA 197,95125,C351,CATANIA,NORMALE,ISTITUTO SUPERIORE,SI,Non Disponibile,CTIS03800X@istruzione.it,CTIS03800X@pec.istruzione.it,https//www.fermieredia.edu.it,NO,95125,24856.823729002113,446875977.0,17978.0,Altro
202526,ISOLE,SICILIA,CATANIA,CTRH05000N,ROCCO CHINNICI,CTRH05001P,SEDE COORDINATA DELL'IPSSAT DI NICOLOSI,VIA PRINCIPESSA MAFALDA,95038,I240,SANTA MARIA DI LICODIA,NORMALE,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,NO,Non Disponibile,CTRH05000N@istruzione.it,Non Disponibile,www.ipssatchinnicinicolosi.gov.it,NO,,,,,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC88200T,I.C. PITAGORA MISTERBIANCO,CTAA88201P,I.C. PITAGORA,VIA MULINI27,95045,F250,MISTERBIANCO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC88200T@istruzione.it,Non Disponibile,www.icspitagora.com,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIS00600C,IS ENRICO MEDI,CTRH006501,SERALE IST PROF PER I SERV. ALBERG. RIST,VIA PAPA GIOVANNI PAOLO II,95136,H175,RANDAZZO,PERCORSO II LIVELLO,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,NO,Non Disponibile,CTIS00600C@istruzione.it,Non Disponibile,www.iissmedirandazzo.it,NO,,,,,Altro
202526,ISOLE,SICILIA,CATANIA,CTIS044007,GULLI E PENNISI,CTIS044007,GULLI E PENNISI,VIA MARIO ARCIDIACONO,95024,A028,ACIREALE,NORMALE,ISTITUTO SUPERIORE,SI,Non Disponibile,CTIS044007@istruzione.it,CTIS044007@pec.istruzione.it,www.gulliepennisi.edu.it,NO,,,,,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC81900A,VI - I.C. GIOV. XXIII ACIREALE,CTIC81900A,VI - I.C. GIOV. XXIII ACIREALE,VIA FIRENZE S.N.,95024,A028,ACIREALE,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,CTIC81900A@istruzione.it,ctic81900a@pec.istruzione.it,www.icgiovanni23acireale.edu.it,NO,,,,,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC8A800E,I.C. SAURO - GIOVANNI XXIII,CTEE8A801L,VIA D. CHIESA 5,VIA DAMIANO CHIESA 5,95123,C351,CATANIA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC8A800E@istruzione.it,Non Disponibile,www.icsauro-giovannixxiii.edu.it,NO,95123,21151.818810386474,700548239.0,33120.0,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC893008,IC NICOLOSI - G.NNI XXIII,CTAA893015,G.B. NICOLOSI,VIA MICHELANGELO BUONARROTI S.N.,95047,G371,PATERNO',NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC893008@istruzione.it,Non Disponibile,www.gbnicolosi.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC8BE00N,IC SANTE GIUFFRIDA - DON LA MEL,CTIC8BE00N,IC SANTE GIUFFRIDA - DON LA MEL,VIA CUSMANO DI ALCARA LI FUSI 15,95031,A056,ADRANO,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,ctic8be00n@istruzione.it,CTIC8BE00N@pec.istruzione.it,www.iclamelaadrano.edu.it,NO,,,,,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC8AX00P,IC MONTESSORI - GOBETTI,CTAA8AX07T,OSPEDALE GRAVINA,VIA PORTOSALVO S.N.,95041,B428,CALTAGIRONE,C/O IST. OSPEDALIERO,SCUOLA INFANZIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icmontessoricaltagirone.edu.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC82500N,IC A. NARBONE - CALTAGIRONE,CTEE825072,S. ORSOLA,VIA DUCA DEGLI ABRUZZI 43,95041,B428,CALTAGIRONE,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC82500N@istruzione.it,Non Disponibile,www.alessionarbone.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC8BJ00A,IC RAPISARDI - ALIGHIERI,CTMM8BJ01B,SMS D.ALIGHIERI - CATANIA,VIA CAGLIARI 59,95127,C351,CATANIA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,https//www.dantect.edu.it/,NO,95127,28873.453900149852,366086522.0,12679.0,Medie
202526,ISOLE,SICILIA,CATANIA,CTIC8AX00P,IC MONTESSORI - GOBETTI,CTAA8AX08V,PLESSO EX-ONMI,VIA MADONNA DELLA VIA N.5,95041,B428,CALTAGIRONE,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icmontessoricaltagirone.edu.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC87500P,IC FRANCESCO PETRARCA - CATANIA,CTIC87500P,IC FRANCESCO PETRARCA - CATANIA,VIA GIOVANNI GIOVIALE N. 11,95123,C351,CATANIA,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,CTIC87500P@istruzione.it,ctic87500p@pec.istruzione.it,www.istitutocomprensivopetrarca.edu.it,NO,95123,21151.818810386474,700548239.0,33120.0,Altro
202526,ISOLE,SICILIA,CATANIA,CTIS03900Q,"I.I.S. ""E. FERMI - GUTTUSO""",CTTF03951N,ENRICO FERMI,VIA NUNZIO MACCARRONE 4,95014,E017,GIARRE,PERCORSO II LIVELLO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,CTIS03900Q@istruzione.it,Non Disponibile,www.isfermiguttuso.gov.it,NO,,,,,Istituto Tecnico
202526,ISOLE,SICILIA,CATANIA,CTIC88200T,I.C. PITAGORA MISTERBIANCO,CTEE88201X,IC PITAGORA MISTERBIANCO,VIA FRATELLI CERVI N. 4,95045,F250,MISTERBIANCO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC88200T@istruzione.it,Non Disponibile,WWW.ICSPITAGORA.COM,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC8AH00E,VESPUCCI - CAPUANA PIRANDELLO,CTEE8AH02N,I.C. CAPUANA,VIA ETNEA 133,95124,C351,CATANIA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC8AH00E@istruzione.it,Non Disponibile,www.icvespucci.it,NO,95124,21758.67941040995,236190465.0,10855.0,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTRH05000N,ROCCO CHINNICI,CTRH05000N,ROCCO CHINNICI,F.LLI GEMMELLARO 86,95030,F890,NICOLOSI,NORMALE,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,SI,Non Disponibile,CTRH05000N@istruzione.it,CTRH05000N@pec.istruzione.it,www.ipssatchinnicinicolosi.edu.it,NO,,,,,Altro
202526,ISOLE,SICILIA,CATANIA,CTIS04700P,I.S. SECUSIO CALTAGIRONE,CTPC047012,LICEO CLASSICO E LINGUISTICO SECUSIO,VIA MADONNA DELLA VIA 5/A,95041,B428,CALTAGIRONE,NORMALE,LICEO CLASSICO,NO,Non Disponibile,CTIS04700P@istruzione.it,Non Disponibile,www.liceosecusio.gov.it,NO,,,,,Liceo
202526,ISOLE,SICILIA,CATANIA,CTIC81900A,VI - I.C. GIOV. XXIII ACIREALE,CTEE81902D,SCUOLA PRIMARIA VIA FIRENZE,VIA FIRENZE,95023,A028,ACIREALE,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC81900A@istruzione.it,Non Disponibile,www.icgiovanni23acireale.edu.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC8A800E,I.C. SAURO - GIOVANNI XXIII,CTEE8A803P,VIA T. TASSO1,VIA T. TASSO1,95123,C351,CATANIA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC8A800E@istruzione.it,Non Disponibile,www.icsauro-giovannixxiii.edu.it,NO,95123,21151.818810386474,700548239.0,33120.0,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC860001,IC F.DE ROBERTO -ZAFFERANA,CTAA860074,VIA NUOVA BONANNO,VIA NUOVA BONANNO,95019,M139,ZAFFERANA ETNEA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icderobertozafferana.gov.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC8BE00N,IC SANTE GIUFFRIDA - DON LA MEL,CTMM8BE01P,SMS GIUSEPPE MAZZINI - ADRANO,VIA IV NOVEMBRE SN,95031,A056,ADRANO,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.iclamelaadrano.edu.it,NO,,,,,Medie
202526,ISOLE,SICILIA,CATANIA,CTIC893008,IC NICOLOSI - G.NNI XXIII,CTEE89304D,PLESSO VIA LIBERTA',VIA LIBERTA',95047,G371,PATERNO',NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.gbnicolosi.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIS008004,IS FILIPPO BRUNELLESCHI,CTTN008018,I.I.S. F. BRUNELLESCHI - SEZ. TURISTICO,VIA GUICCIARDINI SN,95024,A028,ACIREALE,NORMALE,ISTITUTO TECNICO PER IL TURISMO,NO,Non Disponibile,CTIS008004@istruzione.it,Non Disponibile,https//www.iis-brunelleschi.edu.it/,NO,,,,,Istituto Tecnico
202526,ISOLE,SICILIA,CATANIA,CTIC8BK006,IC LOMBARDO RADICE - VIRGILIO,CTMM8BK017,SMS VIRGILIO - PATERNO,VIA DEGLI STUDI 1,95047,G371,PATERNO',NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.ICGFAVA.EDU.IT,NO,,,,,Medie
202526,ISOLE,SICILIA,CATANIA,CTIC82500N,IC A. NARBONE - CALTAGIRONE,CTAA82505P,PLESSO TARANTO,VIA TARANTO,95041,B428,CALTAGIRONE,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC82500N@istruzione.it,Non Disponibile,www.alessionarbone.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC87500P,IC FRANCESCO PETRARCA - CATANIA,CTEE87502T,F. PETRARCA IL CANZONIERE,VIALE TIRRENO,95123,C351,CATANIA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC87500P@istruzione.it,Non Disponibile,www.istitutocomprensivopetrarca.gov.it,NO,95123,21151.818810386474,700548239.0,33120.0,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC8AX00P,IC MONTESSORI - GOBETTI,CTAA8AX04P,PLESSO AUTONOMIA,VIA MONTESSORI.3,95041,B428,CALTAGIRONE,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC8AX00P@istruzione.it,Non Disponibile,www.icmontessoricaltagirone.gov.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC8AC00B,IC DELEDDA - COPPOLA,CTAA8AC018,PIAZZA MONTESSORI,PIAZZA MONTESSORI,95124,C351,CATANIA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC8AC00B@istruzione.it,Non Disponibile,www.scuoladeledda.it,NO,95124,21758.67941040995,236190465.0,10855.0,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC88200T,I.C. PITAGORA MISTERBIANCO,CTEE882021,SCUOLA PRIMARIA VIA GARIBALDI,VIA GARIBALDI 41_43,95045,F250,MISTERBIANCO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC88200T@istruzione.it,Non Disponibile,WWW.ICSPITAGORA.COM,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC8AT00B,1? ISTITUTO COMPRENSIVO,CTMM8AT01C,1' ISTITUTO COMPRENSIVO,VIA MARCHESE DI SANGIULIANO 51,95024,A028,ACIREALE,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,CTIC8AT00B@istruzione.it,Non Disponibile,www.primocomprensivoacireale.edu.it,NO,,,,,Medie
202526,ISOLE,SICILIA,CATANIA,CTIS04700P,I.S. SECUSIO CALTAGIRONE,CTIS04700P,I.S. SECUSIO CALTAGIRONE,VIA MADONNA DELLA VIA 5/A,95041,B428,CALTAGIRONE,NORMALE,ISTITUTO SUPERIORE,SI,Non Disponibile,CTIS04700P@istruzione.it,ctis04700p@pec.istruzione.it,https//www.liceosecusio.edu.it,NO,,,,,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC8AH00E,VESPUCCI - CAPUANA PIRANDELLO,CTAA8AH01B,VIA ETNEA 133,VIA ETNEA 133,95124,C351,CATANIA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,CTIC8AH00E@istruzione.it,Non Disponibile,www.icvespucci.it,NO,95124,21758.67941040995,236190465.0,10855.0,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTRH05000N,ROCCO CHINNICI,CTRH050503,ROCCO CHINNICI,F.LLI GEMMELLARO 86,95030,F890,NICOLOSI,PERCORSO II LIVELLO,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,NO,Non Disponibile,CTRH05000N@istruzione.it,Non Disponibile,https//www.ipssatchinnicinicolosi.edu.it/,NO,,,,,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC8BF00D,IC S.G. BOSCO - STURZO,CTMM8BF01E,SMS LUIGI STURZO - BIANCAVILLA,VIA CRISTOFORO COLOMBO 86,95033,A841,BIANCAVILLA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.ICGFAVA.EDU.IT,NO,,,,,Medie
202526,ISOLE,SICILIA,CATANIA,CTIC81900A,VI - I.C. GIOV. XXIII ACIREALE,CTEE81904G,S.D. SAVIO,VIA NAZ. PER CATANIA - S.M. D. GRAZIE,95024,A028,ACIREALE,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,CTIC81900A@istruzione.it,Non Disponibile,www.icgiovanni23acireale.edu.it,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIS016003,FRANCESCO REDI,CTRI01601P,"""EFESTO""",VIA GIULIO VERNE N. 24,95033,A841,BIANCAVILLA,NORMALE,IST PROF INDUSTRIA E ARTIGIANATO,NO,Non Disponibile,CTIS016003@istruzione.it,Non Disponibile,WWW.isfrancescoredi.gov.it,NO,,,,,Altro
202526,ISOLE,SICILIA,CATANIA,CTIC893008,IC NICOLOSI - G.NNI XXIII,CTMM893019,SMS G.B. NICOLOSI - PATERNO',VIA SCALA VECCHIA S.N.,95047,G371,PATERNO',NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,CTIC893008@istruzione.it,Non Disponibile,www.gbnicolosi.it,NO,,,,,Medie
202526,ISOLE,SICILIA,CATANIA,CTIS008004,IS FILIPPO BRUNELLESCHI,CTTN008504,CORSO SERALE TURISMO,VIA GUICCIARDINI SN,95024,A028,ACIREALE,PERCORSO II LIVELLO,ISTITUTO TECNICO PER IL TURISMO,NO,Non Disponibile,CTIS008004@istruzione.it,Non Disponibile,www.iis-brunelleschi.it,NO,,,,,Istituto Tecnico
202526,ISOLE,SICILIA,CATANIA,CTIC8BK006,IC LOMBARDO RADICE - VIRGILIO,CTAA8BK024,VIA DEGLI STUDI,VIA DEGLI STUDI,95047,G371,PATERNO',NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.ICGFAVA.EDU.IT,NO,,,,,Primaria/Infanzia
202526,ISOLE,SICILIA,CATANIA,CTIC82500N,IC A. NARBONE - CALTAGIRONE,CTIC82500N,IC A. NARBONE - CALTAGIRONE,VIA DEGLI STUDI 8,95041,B428,CALTAGIRONE,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,CTIC82500N@istruzione.it,ctic82500n@pec.istruzione.it,https//www.alessionarbone.it/,NO,,,,,Altro
