COD_ISTITUTO;Area_Istituto;STATUS;COD_TIPO_ISTITUTO;TIPO_ISTITUTO_SIGLA;TIPO_ISTITUTO;NOME_ISTITUTO;COMUNE_SEDE;CAP;Indirizzo;COD_RIPGEO;RIPGEO;COD_REG_ISTAT;REGIONE_ISTITUTO;COD_PROV_ISTAT;PROVINCIA_ISTITUTO;web;Stato attività;Data_Chiusura;Annotazioni;ID_ISTITUTO
36570;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Civica Scuola di Teatro Paolo Grassi di MILANO;MILANO;20144;Alzaia Naviglio Grande, 20;1;Nord Ovest;3;LOMBARDIA;15;MILANO;https://www.fondazionemilano.eu;1;;;177
38190;Area Musicale/Coreutica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Fondazione Accademia d’Arti e Mestieri dello spettacolo Teatro Alla Scala di MILANO;MILANO;20123;Via Santa Marta, 18;1;Nord Ovest;3;LOMBARDIA;15;MILANO;https://www.accademialascala.it/;1;;autorizzazione dal 2018/19;180
48751;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) ADLM s.r.l. a socio unico - Accademia del Lusso di MILANO;MILANO;20121;Via Montenapoleone, 5;1;Nord Ovest;3;LOMBARDIA;15;MILANO;https://www.accademiadellusso.com;1;;;185
57530;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Istituto Raffles di MILANO;MILANO;20124;Via Felice Casati, 16;1;Nord Ovest;3;LOMBARDIA;15;MILANO;https://rafflesmilano.it/;1;;autorizzazione dal 2023/24;189
57510;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Istituto Secoli di MILANO;MILANO;20124;Viale Vittorio Veneto 18/A;1;Nord Ovest;3;LOMBARDIA;15;MILANO;https://www.secoli.com/;1;;autorizzazione dal 2023/24;190
52392;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Accademia di Costume e Moda di MILANO (sede decentrata dell'Accademia di Costume e Moda di ROMA);MILANO;20135;Via Antonio Fogazzaro, 23;1;Nord Ovest;3;LOMBARDIA;15;MILANO;https://www.accademiacostumeemoda.it/;1;;;1470
34890;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Accademia della Moda di MILANO - (sede decentrata dell'Accademia della Moda di NAPOLI);MILANO;20123;Via Copernico,3;1;Nord Ovest;3;LOMBARDIA;15;MILANO;https://www.accademiamoda.it;1;;;1591
11892_;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Istituto Europeo del Design (IED);MILANO;;;1;Nord Ovest;3;LOMBARDIA;15;MILANO;;0;2012;suddivisione in diverse sedi distinte;9999
16006;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Accademia della Moda di NAPOLI;NAPOLI;80142;Via Giuseppe Pica, 62;4;Sud e Isole;15;CAMPANIA;63;NAPOLI;https://www.accademiamoda.it;1;;;159
48750;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Scuola del Teatro Musicale di NOVARA;NOVARA;28100;Piazza Martiri della libertà 2;1;Nord Ovest;1;PIEMONTE;3;NOVARA;https://www.scuolateatromusicale.it;1;;;183
57531;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) SID - Scuola Italiana Design del Parco Scientifico e Tecnologico Galileo S.c.p.A di PADOVA;PADOVA;35127;Corso Stati Uniti, 14/bis;2;Nord Est;5;VENETO;28;PADOVA;https://www.scuolaitalianadesign.com/ ;1;;autorizzazione dal 2023/24;188
52390;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Istituto Italiano di Design di PERUGIA;PERUGIA;6122;Via Galeazzo Alessi 3/A ;3;Centro;10;UMBRIA;54;PERUGIA;https://www.istitutoitalianodesign.it/;1;;autorizzazione dal 2021/22;187
35230;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Istituto Modartech di PISA;PISA;56025;Viale Rinaldo Piaggio, 7;3;Centro;9;TOSCANA;50;PISA;https://www.modartech.com/;1;;;178
33751;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Libera Accademia di Belle Arti di RIMINI;RIMINI;47921;Via Roma, 64B;2;Nord Est;8;EMILIA ROMAGNA;99;RIMINI;https://www.accademia.rimini.it ;1;;;172
12161;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Accademia di Costume e Moda di ROMA;ROMA;186;Via della Rondinella, 2 ;3;Centro;12;LAZIO;58;ROMA;https://www.accademiacostumeemoda.it/;1;;;147
14597;Area Musicale/Coreutica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Saint Louis Music Center, College of Music di ROMA;ROMA;184;Via Urbana 49/a, 50;3;Centro;12;LAZIO;58;ROMA;https://www.slmc.it;1;;;151
16005;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Istituto Pantheon Design e Technology di ROMA;ROMA;186;Via di Ripetta, 226;3;Centro;12;LAZIO;58;ROMA;https://www.pantheonmultimedia.com;1;;;160
30553;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Quasar progetto S.R.L. di ROMA;ROMA;193;Via Crescenzio 17/A;3;Centro;12;LAZIO;58;ROMA;https://www.istitutoquasar.com;1;;;163
30555;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Accademia Internazionale di Teatro di ROMA;ROMA;179;Via Camillo Porzio, 8;3;Centro;12;LAZIO;58;ROMA;https://www.scuoladiteatro.it;1;;;164
33531;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Istituto DUOFIN ART - Accademia delle Arti e Nuove Tecnologie di ROMA;ROMA;165;Piazza della Rovere, 107;3;Centro;12;LAZIO;58;ROMA;https://www.accademiadellearti.it;1;;;170
14887;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Istituto Europeo del Design (IED) di ROMA;ROMA;153;Via Giovanni Branca, 122;3;Centro;12;LAZIO;58;ROMA;https://www.ied.it;1;;;1461
15850;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Accademia Italiana di Arte, Moda e Design di ROMA;ROMA;146;Piazza della Radio, 46;3;Centro;12;LAZIO;58;ROMA;https://www.accademiaitaliana.com/;1;;;1551
59050;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) ADLM s.r.l. a socio unico - Accademia del Lusso di ROMA - (sede decentrata dell'Accademia del Lusso di MILANO);ROMA;187;Piazza di Spagna 9;3;Centro;12;LAZIO;58;ROMA;https://www.accademiadellusso.com;1;;;1851
7236;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Accademia ABADIR - sede SANT'AGATA LI BATTIATI;S.AGATA LI BATTIATI (CT);95030;Via Giacomo Leopardi, 8;4;Sud e Isole;19;SICILIA;87;CATANIA;https://www.abadir.net;1;;;182
12185;Area Musicale/Coreutica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Siena Jazz - Accademia Nazionale del Jazz di SIENA;SIENA;53100;Fortezza Medicea, 10 ;3;Centro;9;TOSCANA;52;SIENA;https://www.sienajazz.it;1;;;149
15847;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Istituto di Arte Applicata e Design (IAAD) di TORINO;TORINO;10152;Via Pisa, 5;1;Nord Ovest;1;PIEMONTE;1;TORINO;https://www.iaad.it;1;;;156
15501;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Istituto Europeo del Design (IED) di TORINO;TORINO;10121;Via San Quintino, 39;1;Nord Ovest;1;PIEMONTE;1;TORINO;https://www.ied.it;1;;;1462
33530;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Trentino Art Academy di TRENTO;TRENTO;38121;Via del Brennero, 316 ;2;Nord Est;4;TRENTINO-ALTO ADIGE;22;TRENTO;https://www.trentinoartacademy.it/;1;;autorizzazione con decorrenza a.a. 2017/2018;169
30559;Area Artistica;Non Statale;8;Art11;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212) Accademia di Belle Arti G.B. Tiepolo di UDINE;UDINE;33100;Viale Ungheria, 22;2;Nord Est;6;FRIULI VENEZIA GIULIA;30;UDINE;https://www.accademiatiepolo.it;1;;;167
