AnnoA;CorsoTIPO;AnnoNascita;SESSO;Isc
2016/2017;Laurea Specialistica - dm 509/99;1984;M;26
2016/2017;Laurea Specialistica - dm 509/99;1987;M;26
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1974;M;26
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1976;M;26
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1972;F;26
2016/2017;Laurea Specialistica - dm 509/99;1991;M;26
2016/2017;Laurea Magistrale - dm 270/04;1957;M;26
2016/2017;Laurea - dm 270/04;1953;M;26
2016/2017;Laurea - dm 270/04;1956;F;24
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1976;F;24
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1975;M;23
2016/2017;Laurea Magistrale - dm 270/04;1996;F;23
2016/2017;Laurea Magistrale - dm 270/04;1996;M;23
2016/2017;Laurea Specialistica - dm 509/99;1989;M;22
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1980;M;22
2016/2017;Laurea Specialistica - dm 509/99;1990;M;20
2016/2017;Laurea Magistrale - dm 270/04;1956;F;20
2016/2017;Laurea Magistrale - dm 270/04;1958;F;20
2016/2017;Laurea - dm 270/04;1949;M;20
2016/2017;Laurea - dm 270/04;1950;M;19
2016/2017;Laurea - dm 270/04;1951;M;19
2016/2017;Laurea Magistrale - dm 270/04;1956;M;19
2016/2017;Laurea Specialistica - dm 509/99;1994;F;19
2016/2017;Laurea Specialistica - dm 509/99;1985;M;19
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1973;F;19
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1971;F;18
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1969;F;18
2016/2017;Laurea - dm 270/04;1952;M;18
2016/2017;Laurea - dm 270/04;1954;F;17
2016/2017;Laurea Magistrale - dm 270/04;1955;M;17
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1966;M;17
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1972;M;17
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1970;M;16
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1968;F;16
2016/2017;Laurea Specialistica - dm 509/99;1988;M;16
2016/2017;Laurea - dm 270/04;1955;F;16
2016/2017;Laurea - dm 270/04;1953;F;16
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1971;M;15
2016/2017;Laurea Specialistica - dm 509/99;1983;M;15
2016/2017;Laurea  - dm 509/99;1996;F;14
2016/2017;Laurea - dm 270/04;1948;M;14
2016/2017;Laurea Magistrale - dm 270/04;1954;M;13
2016/2017;Laurea Specialistica - dm 509/99;1986;M;13
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1967;M;13
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1970;F;13
2016/2017;Laurea Specialistica - dm 509/99;1982;M;12
2016/2017;Laurea Specialistica - dm 509/99;1981;M;12
2016/2017;Laurea  - dm 509/99;1995;F;12
2016/2017;Laurea Magistrale - dm 270/04;1953;M;12
2016/2017;Laurea - dm 270/04;1952;F;11
2016/2017;Laurea Magistrale - dm 270/04;1957;F;11
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1963;M;11
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1961;M;11
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1969;M;11
2016/2017;Laurea  - dm 509/99;1998;M;10
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1999;F;10
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1999;M;10
2016/2017;Laurea Magistrale - dm 270/04;1952;M;10
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1965;M;9
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1966;F;9
2016/2017;Laurea  - dm 509/99;1994;M;9
2016/2017;Laurea Specialistica - dm 509/99;1993;F;9
2016/2017;Laurea Specialistica - dm 509/99;1979;M;9
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1968;M;8
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1967;F;8
2016/2017;Laurea Magistrale - dm 270/04;1952;F;8
2016/2017;Laurea Magistrale - dm 270/04;1950;F;8
2016/2017;Laurea - dm 270/04;1947;M;8
2016/2017;Laurea - dm 270/04;1946;M;7
2016/2017;Laurea Magistrale - dm 270/04;1951;F;7
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1965;F;7
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1962;F;7
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1960;M;7
2016/2017;Laurea Magistrale - dm 270/04;1951;M;6
2016/2017;Laurea Magistrale - dm 270/04;1954;F;6
2016/2017;Laurea Magistrale - dm 270/04;1946;M;6
2016/2017;Laurea Magistrale - dm 270/04;1947;M;6
2016/2017;Laurea - dm 270/04;1943;M;6
2016/2017;Laurea - dm 270/04;1944;M;6
2016/2017;Laurea Specialistica - dm 509/99;1975;M;6
2016/2017;Laurea  - dm 509/99;1993;M;6
2016/2017;Laurea  - dm 509/99;1998;F;5
2016/2017;Laurea Specialistica - dm 509/99;1977;M;5
2016/2017;Laurea Specialistica - dm 509/99;1978;M;5
2016/2017;Laurea - dm 270/04;1941;M;5
2016/2017;Laurea Magistrale - dm 270/04;1945;M;5
2016/2017;Laurea Magistrale - dm 270/04;1953;F;5
2016/2017;Laurea Magistrale - dm 270/04;1950;M;5
2016/2017;Laurea - dm 270/04;1950;F;5
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1960;F;5
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1959;F;5
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1963;F;5
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1964;F;5
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1964;M;5
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1962;M;4
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1956;F;4
2016/2017;Laurea Magistrale - dm 270/04;1949;F;4
2016/2017;Laurea Magistrale - dm 270/04;1944;M;4
2016/2017;Laurea Specialistica - dm 509/99;1992;F;4
2016/2017;Laurea Specialistica - dm 509/99;1990;F;3
2016/2017;Laurea Magistrale - dm 270/04;1997;M;3
2016/2017;Laurea Specialistica - dm 509/99;1980;M;3
2016/2017;Laurea Specialistica - dm 509/99;1985;F;3
2016/2017;Laurea - dm 270/04;1945;F;3
2016/2017;Laurea - dm 270/04;1942;M;3
2016/2017;Laurea - dm 270/04;1938;M;3
2016/2017;Laurea Magistrale - dm 270/04;1948;F;3
2016/2017;Laurea Magistrale - dm 270/04;1948;M;3
2016/2017;Laurea - dm 270/04;1946;F;3
2016/2017;Laurea - dm 270/04;1948;F;3
2016/2017;Laurea - dm 270/04;1951;F;3
2016/2017;Laurea Magistrale - dm 270/04;1955;F;3
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1953;M;2
2016/2017;Laurea Magistrale - dm 270/04;1946;F;2
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1946;M;2
2016/2017;Laurea - dm 270/04;1947;F;2
2016/2017;Laurea Magistrale - dm 270/04;1947;F;2
2016/2017;Laurea Magistrale - dm 270/04;1949;M;2
2016/2017;Laurea - dm 270/04;1939;F;2
2016/2017;Laurea Magistrale - dm 270/04;1941;M;2
2016/2017;Laurea - dm 270/04;1936;M;2
2016/2017;Laurea Magistrale - dm 270/04;1937;M;2
2016/2017;Laurea Magistrale - dm 270/04;1943;M;2
2016/2017;Laurea - dm 270/04;1945;M;2
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1957;F;2
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1957;M;2
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1961;F;2
2016/2017;Laurea Specialistica - dm 509/99;1963;M;2
2016/2017;Laurea Specialistica - dm 509/99;1986;F;2
2016/2017;Laurea Specialistica - dm 509/99;1988;F;2
2016/2017;Laurea Specialistica - dm 509/99;1982;F;2
2016/2017;Laurea Specialistica - dm 509/99;1976;M;2
2016/2017;Laurea  - dm 509/99;1977;M;2
2016/2017;Laurea Specialistica - dm 509/99;1973;M;2
2016/2017;Laurea Specialistica - dm 509/99;1969;M;2
2016/2017;Laurea  - dm 509/99;1973;M;2
2016/2017;Laurea Magistrale - dm 270/04;1997;F;2
2016/2017;Laurea Specialistica - dm 509/99;1989;F;2
2016/2017;Laurea  - dm 509/99;1992;M;2
2016/2017;Laurea Specialistica - dm 509/99;1991;F;2
2016/2017;Laurea  - dm 509/99;1994;F;2
2016/2017;Laurea  - dm 509/99;1993;F;1
2016/2017;Laurea Specialistica - dm 509/99;1995;F;1
2016/2017;Laurea Specialistica - dm 509/99;1995;M;1
2016/2017;Laurea  - dm 509/99;1991;M;1
2016/2017;Laurea  - dm 509/99;1989;M;1
2016/2017;Laurea Magistrale - dm 270/04;1998;F;1
2016/2017;Laurea - dm 270/04;2000;F;1
2016/2017;Laurea Specialistica - dm 509/99;1967;M;1
2016/2017;Laurea  - dm 509/99;1968;M;1
2016/2017;Laurea Specialistica - dm 509/99;1970;M;1
2016/2017;Laurea  - dm 509/99;1969;M;1
2016/2017;Laurea Specialistica - dm 509/99;1974;M;1
2016/2017;Laurea  - dm 509/99;1976;F;1
2016/2017;Laurea Specialistica - dm 509/99;1977;F;1
2016/2017;Laurea  - dm 509/99;1983;M;1
2016/2017;Laurea  - dm 509/99;1984;F;1
2016/2017;Laurea  - dm 509/99;1979;M;1
2016/2017;Laurea  - dm 509/99;1980;M;1
2016/2017;Laurea Specialistica - dm 509/99;1980;F;1
2016/2017;Laurea Specialistica - dm 509/99;1981;F;1
2016/2017;Laurea  - dm 509/99;1988;M;1
2016/2017;Laurea Specialistica - dm 509/99;1987;F;1
2016/2017;Laurea Specialistica - dm 509/99;1984;F;1
2016/2017;Laurea  - dm 509/99;1966;F;1
2016/2017;Laurea Specialistica - dm 509/99;1966;M;1
2016/2017;Laurea Specialistica - dm 509/99;1961;M;1
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1958;M;1
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1956;M;1
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1959;M;1
2016/2017;Laurea  - dm 509/99;1960;M;1
2016/2017;Laurea Magistrale - dm 270/04;1945;F;1
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1944;M;1
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1943;M;1
2016/2017;Laurea Magistrale - dm 270/04;1942;M;1
2016/2017;Laurea - dm 270/04;1939;M;1
2016/2017;Laurea - dm 270/04;1940;F;1
2016/2017;Laurea - dm 270/04;1940;M;1
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1940;M;1
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1949;M;1
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1947;M;1
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1954;M;1
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1955;F;1
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1955;M;1
2016/2017;Laurea Specialistica - dm 509/99;1955;M;1
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1952;M;1
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1950;M;1
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1951;F;1
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1951;M;1
2016/2017;Laurea Magistrale - dm 270/04;1916;M;1
2016/2017;Laurea Magistrale a Ciclo Unico - dm 270/04;1924;M;1
2016/2017;Laurea - dm 270/04;1930;M;1
2016/2017;Laurea - dm 270/04;1931;M;1
2016/2017;Laurea - dm 270/04;1932;M;1
2016/2017;Laurea - dm 270/04;1934;M;1
2016/2017;Laurea Magistrale - dm 270/04;1934;M;1
2015/2016;Laurea - dm 270/04;1996;F;83532
2015/2016;Laurea - dm 270/04;1996;M;67869
2015/2016;Laurea - dm 270/04;1995;F;26381
2015/2016;Laurea - dm 270/04;1995;M;22922
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1996;F;18386
2015/2016;Laurea Magistrale - dm 270/04;1993;F;16544
2015/2016;Laurea Magistrale - dm 270/04;1992;F;16118
2015/2016;Laurea Magistrale - dm 270/04;1993;M;12599
2015/2016;Laurea Magistrale - dm 270/04;1992;M;11991
2015/2016;Laurea - dm 270/04;1994;M;10232
2015/2016;Laurea - dm 270/04;1994;F;9432
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1996;M;9254
2015/2016;Laurea Magistrale - dm 270/04;1991;F;8763
2015/2016;Laurea Magistrale - dm 270/04;1991;M;7506
2015/2016;Laurea - dm 270/04;1997;F;6096
2015/2016;Laurea - dm 270/04;1993;M;5664
2015/2016;Laurea Magistrale - dm 270/04;1990;F;4900
2015/2016;Laurea - dm 270/04;1997;M;4899
2015/2016;Laurea - dm 270/04;1993;F;4635
2015/2016;Laurea Magistrale - dm 270/04;1990;M;4607
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1995;F;4493
2015/2016;Laurea - dm 270/04;1992;M;3838
2015/2016;Laurea - dm 270/04;1992;F;3145
2015/2016;Laurea Magistrale - dm 270/04;1989;F;2856
2015/2016;Laurea Magistrale - dm 270/04;1989;M;2844
2015/2016;Laurea - dm 270/04;1991;M;2728
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1995;M;2583
2015/2016;Laurea - dm 270/04;1991;F;2122
2015/2016;Laurea - dm 270/04;1990;M;2113
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1997;F;2060
2015/2016;Laurea Magistrale - dm 270/04;1988;M;1824
2015/2016;Laurea Magistrale - dm 270/04;1988;F;1806
2015/2016;Laurea - dm 270/04;1990;F;1543
2015/2016;Laurea - dm 270/04;1989;M;1540
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1997;M;1261
2015/2016;Laurea Magistrale - dm 270/04;1987;F;1216
2015/2016;Laurea - dm 270/04;1989;F;1168
2015/2016;Laurea Magistrale - dm 270/04;1994;F;1140
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1994;F;1112
2015/2016;Laurea Magistrale - dm 270/04;1987;M;1112
2015/2016;Laurea - dm 270/04;1988;M;1091
2015/2016;Laurea Magistrale - dm 270/04;1994;M;994
2015/2016;Laurea - dm 270/04;1988;F;904
2015/2016;Laurea Magistrale - dm 270/04;1986;F;847
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1994;M;844
2015/2016;Laurea Magistrale - dm 270/04;1986;M;838
2015/2016;Laurea - dm 270/04;1987;M;825
2015/2016;Laurea - dm 270/04;1987;F;784
2015/2016;Laurea - dm 270/04;1986;M;690
2015/2016;Laurea Magistrale - dm 270/04;1985;F;671
2015/2016;Laurea - dm 270/04;1986;F;601
2015/2016;Laurea Magistrale - dm 270/04;1985;M;562
2015/2016;Laurea - dm 270/04;1985;F;552
2015/2016;Laurea - dm 270/04;1985;M;535
2015/2016;Laurea Magistrale - dm 270/04;1984;F;513
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1993;F;498
2015/2016;Laurea - dm 270/04;1984;M;489
2015/2016;Laurea - dm 270/04;1984;F;482
2015/2016;Laurea Magistrale - dm 270/04;1984;M;457
2015/2016;Laurea Magistrale - dm 270/04;1983;F;445
2015/2016;Laurea - dm 270/04;1983;F;436
2015/2016;Laurea - dm 270/04;1983;M;430
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1993;M;430
2015/2016;Laurea - dm 270/04;1982;M;419
2015/2016;Laurea - dm 270/04;1979;F;377
2015/2016;Laurea - dm 270/04;1982;F;370
2015/2016;Laurea Magistrale - dm 270/04;1982;F;365
2015/2016;Laurea Magistrale - dm 270/04;1983;M;361
2015/2016;Laurea - dm 270/04;1981;F;351
2015/2016;Laurea - dm 270/04;1981;M;341
2015/2016;Laurea - dm 270/04;1980;M;337
2015/2016;Laurea - dm 270/04;1978;F;337
2015/2016;Laurea - dm 270/04;1977;M;332
2015/2016;Laurea Magistrale - dm 270/04;1982;M;322
2015/2016;Laurea - dm 270/04;1974;M;320
2015/2016;Laurea - dm 270/04;1977;F;319
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1992;F;311
2015/2016;Laurea - dm 270/04;1978;M;309
2015/2016;Laurea - dm 270/04;1979;M;305
2015/2016;Laurea - dm 270/04;1976;F;298
2015/2016;Laurea - dm 270/04;1974;F;296
2015/2016;Laurea - dm 270/04;1973;F;292
2015/2016;Laurea - dm 270/04;1980;F;292
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1992;M;285
2015/2016;Laurea - dm 270/04;1975;M;282
2015/2016;Laurea - dm 270/04;1975;F;277
2015/2016;Laurea Magistrale - dm 270/04;1981;F;274
2015/2016;Laurea - dm 270/04;1976;M;272
2015/2016;Laurea - dm 270/04;1972;M;258
2015/2016;Laurea - dm 270/04;1973;M;255
2015/2016;Laurea - dm 270/04;1972;F;251
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1991;F;249
2015/2016;Laurea - dm 270/04;1971;F;244
2015/2016;Laurea - dm 270/04;1971;M;227
2015/2016;Laurea Magistrale - dm 270/04;1981;M;220
2015/2016;Laurea - dm 270/04;1969;F;219
2015/2016;Laurea - dm 270/04;1970;F;219
2015/2016;Laurea - dm 270/04;1968;F;215
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1991;M;215
2015/2016;Laurea - dm 270/04;1970;M;213
2015/2016;Laurea Magistrale - dm 270/04;1980;F;208
2015/2016;Laurea - dm 270/04;1969;M;192
2015/2016;Laurea Magistrale - dm 270/04;1977;F;188
2015/2016;Laurea Magistrale - dm 270/04;1979;F;184
2015/2016;Laurea - dm 270/04;1967;F;184
2015/2016;Laurea Magistrale - dm 270/04;1980;M;183
2015/2016;Laurea - dm 270/04;1968;M;182
2015/2016;Laurea - dm 270/04;1967;M;171
2015/2016;Laurea - dm 270/04;1966;F;171
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1990;F;167
2015/2016;Laurea Magistrale - dm 270/04;1978;F;166
2015/2016;Laurea Magistrale - dm 270/04;1978;M;162
2015/2016;Laurea Magistrale - dm 270/04;1979;M;161
2015/2016;Laurea - dm 270/04;1966;M;153
2015/2016;Laurea Magistrale - dm 270/04;1977;M;152
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1990;M;151
2015/2016;Laurea Magistrale - dm 270/04;1974;F;145
2015/2016;Laurea Magistrale - dm 270/04;1973;F;144
2015/2016;Laurea - dm 270/04;1964;F;141
2015/2016;Laurea Magistrale - dm 270/04;1976;F;140
2015/2016;Laurea Magistrale - dm 270/04;1975;F;137
2015/2016;Laurea Magistrale - dm 270/04;1971;F;136
2015/2016;Laurea - dm 270/04;1965;F;136
2015/2016;Laurea Magistrale - dm 270/04;1972;F;135
2015/2016;Laurea - dm 270/04;1963;M;132
2015/2016;Laurea Magistrale - dm 270/04;1975;M;131
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1988;F;131
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1989;F;129
2015/2016;Laurea - dm 270/04;1964;M;129
2015/2016;Laurea - dm 270/04;1965;M;129
2015/2016;Laurea - dm 270/04;1963;F;123
2015/2016;Laurea Magistrale - dm 270/04;1973;M;118
2015/2016;Laurea Magistrale - dm 270/04;1969;F;115
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1987;F;115
2015/2016;Laurea Magistrale - dm 270/04;1970;F;114
2015/2016;Laurea Magistrale - dm 270/04;1974;M;113
2015/2016;Laurea Magistrale - dm 270/04;1972;M;112
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1989;M;112
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1986;F;109
2015/2016;Laurea Magistrale - dm 270/04;1976;M;108
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1985;F;106
2015/2016;Laurea  - dm 509/99;1996;M;106
2015/2016;Laurea Magistrale - dm 270/04;1967;F;105
2015/2016;Laurea - dm 270/04;1962;F;104
2015/2016;Laurea - dm 270/04;1961;M;104
2015/2016;Laurea Magistrale - dm 270/04;1971;M;101
2015/2016;Laurea Magistrale - dm 270/04;1966;F;98
2015/2016;Laurea Magistrale - dm 270/04;1968;F;97
2015/2016;Laurea - dm 270/04;1962;M;96
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1984;F;86
2015/2016;Laurea Magistrale - dm 270/04;1964;F;85
2015/2016;Laurea Magistrale - dm 270/04;1969;M;85
2015/2016;Laurea Magistrale - dm 270/04;1970;M;81
2015/2016;Laurea Magistrale - dm 270/04;1965;F;80
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1988;M;79
2015/2016;Laurea - dm 270/04;1961;F;78
2015/2016;Laurea - dm 270/04;1960;F;77
2015/2016;Laurea Specialistica - dm 509/99;1993;M;74
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1987;M;73
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1983;F;72
2015/2016;Laurea Magistrale - dm 270/04;1968;M;70
2015/2016;Laurea - dm 270/04;1959;M;69
2015/2016;Laurea  - dm 509/99;1995;M;65
2015/2016;Laurea Specialistica - dm 509/99;1992;M;64
2015/2016;Laurea - dm 270/04;1960;M;64
2015/2016;Laurea Magistrale - dm 270/04;1966;M;64
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1982;F;63
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1986;M;60
2015/2016;Laurea Magistrale - dm 270/04;1967;M;60
2015/2016;Laurea Magistrale - dm 270/04;1962;F;59
2015/2016;Laurea Magistrale - dm 270/04;1963;F;59
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1985;M;56
2015/2016;Laurea Magistrale - dm 270/04;1964;M;54
2015/2016;Laurea Magistrale - dm 270/04;1963;M;53
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1981;F;53
2015/2016;Laurea Magistrale - dm 270/04;1960;F;52
2015/2016;Laurea - dm 270/04;1959;F;51
2015/2016;Laurea Magistrale - dm 270/04;1965;M;49
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1980;F;46
2015/2016;Laurea - dm 270/04;1957;M;45
2015/2016;Laurea Specialistica - dm 509/99;1991;M;45
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1979;F;44
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1977;F;44
2015/2016;Laurea  - dm 509/99;1994;M;43
2015/2016;Laurea - dm 270/04;1998;F;43
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1982;M;41
2015/2016;Laurea - dm 270/04;1958;M;41
2015/2016;Laurea Magistrale - dm 270/04;1961;F;41
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1983;M;40
2015/2016;Laurea - dm 270/04;1956;M;38
2015/2016;Laurea - dm 270/04;1998;M;36
2015/2016;Laurea - dm 270/04;1957;F;34
2015/2016;Laurea Magistrale - dm 270/04;1959;F;34
2015/2016;Laurea Magistrale - dm 270/04;1962;M;34
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1979;M;32
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1980;M;32
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1976;F;32
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1978;F;31
2015/2016;Laurea Magistrale - dm 270/04;1960;M;31
2015/2016;Laurea  - dm 509/99;1996;F;31
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1984;M;31
2015/2016;Laurea Magistrale - dm 270/04;1958;F;29
2015/2016;Laurea Magistrale - dm 270/04;1958;M;29
2015/2016;Laurea Magistrale - dm 270/04;1961;M;28
2015/2016;Laurea - dm 270/04;1952;M;28
2015/2016;Laurea - dm 270/04;1958;F;27
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1976;M;27
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1973;M;27
2015/2016;Laurea - dm 270/04;1954;M;26
2015/2016;Laurea - dm 270/04;1955;M;26
2015/2016;Laurea Magistrale - dm 270/04;1995;F;26
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1981;M;24
2015/2016;Laurea - dm 270/04;1953;M;24
2015/2016;Laurea Magistrale - dm 270/04;1959;M;24
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1974;F;23
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1975;F;23
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1973;F;23
2015/2016;Laurea Specialistica - dm 509/99;1990;M;23
2015/2016;Laurea - dm 270/04;1956;F;22
2015/2016;Laurea Magistrale - dm 270/04;1956;M;21
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1968;F;21
2015/2016;Laurea - dm 270/04;1950;M;21
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1974;M;20
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1977;M;20
2015/2016;Laurea Magistrale - dm 270/04;1957;F;20
2015/2016;Laurea  - dm 509/99;1993;M;20
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1970;F;19
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1969;F;18
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1971;M;18
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1978;M;18
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1975;M;18
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1972;M;17
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1971;F;17
2015/2016;Laurea - dm 270/04;1953;F;17
2015/2016;Laurea - dm 270/04;1951;M;17
2015/2016;Laurea - dm 270/04;1955;F;17
2015/2016;Laurea  - dm 509/99;1995;F;16
2015/2016;Laurea Magistrale - dm 270/04;1995;M;15
2015/2016;Laurea  - dm 509/99;1997;M;15
2015/2016;Laurea Specialistica - dm 509/99;1993;F;15
2015/2016;Laurea - dm 270/04;1954;F;15
2015/2016;Laurea Magistrale - dm 270/04;1957;M;15
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1972;F;14
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1968;M;14
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1998;F;14
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1969;M;13
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1970;M;13
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1967;M;13
2015/2016;Laurea Magistrale - dm 270/04;1955;M;12
2015/2016;Laurea - dm 270/04;1948;M;12
2015/2016;Laurea - dm 270/04;1949;M;11
2015/2016;Laurea Magistrale - dm 270/04;1954;M;11
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1967;F;11
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1998;M;11
2015/2016;Laurea Specialistica - dm 509/99;1991;F;11
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1964;M;10
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1966;M;10
