ANNO_ACCADEMICO;COD_ISTITUTO;TIPO_ISTITUTO;NOME_ISTITUTO;COMUNE_SEDE;CODICE_INTERVENTO;DESCRIZIONE_INTERVENTO;INTERVENTI_CORSI_SUP_VO;INTERVENTI_CORSI_ACCADEMICI_NO;INTERVENTI_CORSI_ACCADEMICI_NO_POST
2024-2025;052401052032;Conservatori di Musica;R. Franci;SIENA;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;052401052032;Conservatori di Musica;R. Franci;SIENA;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;052401052032;Conservatori di Musica;R. Franci;SIENA;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;052401052032;Conservatori di Musica;R. Franci;SIENA;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;052802052032;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Siena Jazz - Accademia Nazionale del Jazz di SIENA;SIENA;013;Borse di studio - N. borse concesse;0;7;0
2024-2025;052802052032;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Siena Jazz - Accademia Nazionale del Jazz di SIENA;SIENA;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;2;0
2024-2025;052802052032;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Siena Jazz - Accademia Nazionale del Jazz di SIENA;SIENA;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;052802052032;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Siena Jazz - Accademia Nazionale del Jazz di SIENA;SIENA;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;25;0
2024-2025;052802052032;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Siena Jazz - Accademia Nazionale del Jazz di SIENA;SIENA;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;37;0
2024-2025;052802052032;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Siena Jazz - Accademia Nazionale del Jazz di SIENA;SIENA;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;6;0
2024-2025;052802052032;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Siena Jazz - Accademia Nazionale del Jazz di SIENA;SIENA;041;Interventi a favore di studenti con disabilità - N. domande;0;N;0
2024-2025;052802052032;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Siena Jazz - Accademia Nazionale del Jazz di SIENA;SIENA;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
2024-2025;052802052032;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Siena Jazz - Accademia Nazionale del Jazz di SIENA;SIENA;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;62;0
2024-2025;052802052032;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Siena Jazz - Accademia Nazionale del Jazz di SIENA;SIENA;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;052802052032;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Siena Jazz - Accademia Nazionale del Jazz di SIENA;SIENA;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;052802052032;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Siena Jazz - Accademia Nazionale del Jazz di SIENA;SIENA;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;052802052032;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Siena Jazz - Accademia Nazionale del Jazz di SIENA;SIENA;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;052802052032;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Siena Jazz - Accademia Nazionale del Jazz di SIENA;SIENA;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;052802052032;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Siena Jazz - Accademia Nazionale del Jazz di SIENA;SIENA;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;052802052032;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Siena Jazz - Accademia Nazionale del Jazz di SIENA;SIENA;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;052802052032;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Siena Jazz - Accademia Nazionale del Jazz di SIENA;SIENA;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;052802052032;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Siena Jazz - Accademia Nazionale del Jazz di SIENA;SIENA;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;054102054039;Accademie delle Belle Arti;Pietro Vannucci;PERUGIA;013;Borse di studio - N. borse concesse;0;0;0
2024-2025;054102054039;Accademie delle Belle Arti;Pietro Vannucci;PERUGIA;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;0;0
2024-2025;054102054039;Accademie delle Belle Arti;Pietro Vannucci;PERUGIA;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;054102054039;Accademie delle Belle Arti;Pietro Vannucci;PERUGIA;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;9;0
2024-2025;054102054039;Accademie delle Belle Arti;Pietro Vannucci;PERUGIA;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;18;0;0
2024-2025;054102054039;Accademie delle Belle Arti;Pietro Vannucci;PERUGIA;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;054102054039;Accademie delle Belle Arti;Pietro Vannucci;PERUGIA;041;Interventi a favore di studenti con disabilità - N. domande;4;0;0
2024-2025;054102054039;Accademie delle Belle Arti;Pietro Vannucci;PERUGIA;042;Interventi a favore di studenti con disabilità - N. interventi concessi;4;0;0
2024-2025;054102054039;Accademie delle Belle Arti;Pietro Vannucci;PERUGIA;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;0;0
2024-2025;054102054039;Accademie delle Belle Arti;Pietro Vannucci;PERUGIA;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;054102054039;Accademie delle Belle Arti;Pietro Vannucci;PERUGIA;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;054102054039;Accademie delle Belle Arti;Pietro Vannucci;PERUGIA;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;054102054039;Accademie delle Belle Arti;Pietro Vannucci;PERUGIA;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;054102054039;Accademie delle Belle Arti;Pietro Vannucci;PERUGIA;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;054102054039;Accademie delle Belle Arti;Pietro Vannucci;PERUGIA;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;054102054039;Accademie delle Belle Arti;Pietro Vannucci;PERUGIA;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;164;0;0
2024-2025;054102054039;Accademie delle Belle Arti;Pietro Vannucci;PERUGIA;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;054102054039;Accademie delle Belle Arti;Pietro Vannucci;PERUGIA;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;054401054039;Conservatori di Musica;Francesco Morlacchi;PERUGIA;013;Borse di studio - N. borse concesse;0;0;0
2024-2025;054401054039;Conservatori di Musica;Francesco Morlacchi;PERUGIA;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;0;0
2024-2025;054401054039;Conservatori di Musica;Francesco Morlacchi;PERUGIA;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;054401054039;Conservatori di Musica;Francesco Morlacchi;PERUGIA;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;5;0
2024-2025;054401054039;Conservatori di Musica;Francesco Morlacchi;PERUGIA;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;10;1;0
2024-2025;054401054039;Conservatori di Musica;Francesco Morlacchi;PERUGIA;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;054401054039;Conservatori di Musica;Francesco Morlacchi;PERUGIA;041;Interventi a favore di studenti con disabilità - N. domande;0;0;0
2024-2025;054401054039;Conservatori di Musica;Francesco Morlacchi;PERUGIA;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
2024-2025;054401054039;Conservatori di Musica;Francesco Morlacchi;PERUGIA;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;14;0
2024-2025;054401054039;Conservatori di Musica;Francesco Morlacchi;PERUGIA;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;054401054039;Conservatori di Musica;Francesco Morlacchi;PERUGIA;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;054401054039;Conservatori di Musica;Francesco Morlacchi;PERUGIA;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;054401054039;Conservatori di Musica;Francesco Morlacchi;PERUGIA;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;054401054039;Conservatori di Musica;Francesco Morlacchi;PERUGIA;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;054401054039;Conservatori di Musica;Francesco Morlacchi;PERUGIA;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;054401054039;Conservatori di Musica;Francesco Morlacchi;PERUGIA;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;054401054039;Conservatori di Musica;Francesco Morlacchi;PERUGIA;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;054401054039;Conservatori di Musica;Francesco Morlacchi;PERUGIA;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;054803054039;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Italiano di Design di PERUGIA;PERUGIA;013;Borse di studio - N. borse concesse;0;0;0
2024-2025;054803054039;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Italiano di Design di PERUGIA;PERUGIA;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;0;0
2024-2025;054803054039;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Italiano di Design di PERUGIA;PERUGIA;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;054803054039;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Italiano di Design di PERUGIA;PERUGIA;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;0;0
2024-2025;054803054039;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Italiano di Design di PERUGIA;PERUGIA;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;0;0
2024-2025;054803054039;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Italiano di Design di PERUGIA;PERUGIA;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;054803054039;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Italiano di Design di PERUGIA;PERUGIA;041;Interventi a favore di studenti con disabilità - N. domande;0;0;0
2024-2025;054803054039;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Italiano di Design di PERUGIA;PERUGIA;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
2024-2025;054803054039;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Italiano di Design di PERUGIA;PERUGIA;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;0;0
2024-2025;054803054039;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Italiano di Design di PERUGIA;PERUGIA;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;054803054039;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Italiano di Design di PERUGIA;PERUGIA;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;054803054039;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Italiano di Design di PERUGIA;PERUGIA;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;054803054039;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Italiano di Design di PERUGIA;PERUGIA;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;054803054039;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Italiano di Design di PERUGIA;PERUGIA;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;054803054039;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Italiano di Design di PERUGIA;PERUGIA;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;054803054039;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Italiano di Design di PERUGIA;PERUGIA;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;46;0
2024-2025;054803054039;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Italiano di Design di PERUGIA;PERUGIA;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;054803054039;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Italiano di Design di PERUGIA;PERUGIA;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;055401055032;Conservatori di Musica;Giulio Briccialdi;TERNI;013;Borse di studio - N. borse concesse;0;0;0
2024-2025;055401055032;Conservatori di Musica;Giulio Briccialdi;TERNI;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;0;0
2024-2025;055401055032;Conservatori di Musica;Giulio Briccialdi;TERNI;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;055401055032;Conservatori di Musica;Giulio Briccialdi;TERNI;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;3;0
2024-2025;055401055032;Conservatori di Musica;Giulio Briccialdi;TERNI;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;8;0
2024-2025;055401055032;Conservatori di Musica;Giulio Briccialdi;TERNI;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;055401055032;Conservatori di Musica;Giulio Briccialdi;TERNI;041;Interventi a favore di studenti con disabilità - N. domande;0;3;0
2024-2025;055401055032;Conservatori di Musica;Giulio Briccialdi;TERNI;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
2024-2025;055401055032;Conservatori di Musica;Giulio Briccialdi;TERNI;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;21;0
2024-2025;055401055032;Conservatori di Musica;Giulio Briccialdi;TERNI;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;055401055032;Conservatori di Musica;Giulio Briccialdi;TERNI;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;055401055032;Conservatori di Musica;Giulio Briccialdi;TERNI;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;055401055032;Conservatori di Musica;Giulio Briccialdi;TERNI;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;055401055032;Conservatori di Musica;Giulio Briccialdi;TERNI;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;055401055032;Conservatori di Musica;Giulio Briccialdi;TERNI;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;4;0
2024-2025;055401055032;Conservatori di Musica;Giulio Briccialdi;TERNI;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;055401055032;Conservatori di Musica;Giulio Briccialdi;TERNI;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;055401055032;Conservatori di Musica;Giulio Briccialdi;TERNI;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;056701056059;Accademie Legalmente Riconosciute;Accademia di Belle Arti Lorenzo da Viterbo di VITERBO;VITERBO;013;Borse di studio - N. borse concesse;0;15;0
2024-2025;056701056059;Accademie Legalmente Riconosciute;Accademia di Belle Arti Lorenzo da Viterbo di VITERBO;VITERBO;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;0;0
2024-2025;056701056059;Accademie Legalmente Riconosciute;Accademia di Belle Arti Lorenzo da Viterbo di VITERBO;VITERBO;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;056701056059;Accademie Legalmente Riconosciute;Accademia di Belle Arti Lorenzo da Viterbo di VITERBO;VITERBO;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;0;0
2024-2025;056701056059;Accademie Legalmente Riconosciute;Accademia di Belle Arti Lorenzo da Viterbo di VITERBO;VITERBO;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;0;0
2024-2025;056701056059;Accademie Legalmente Riconosciute;Accademia di Belle Arti Lorenzo da Viterbo di VITERBO;VITERBO;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;056701056059;Accademie Legalmente Riconosciute;Accademia di Belle Arti Lorenzo da Viterbo di VITERBO;VITERBO;041;Interventi a favore di studenti con disabilità - N. domande;0;0;0
2024-2025;056701056059;Accademie Legalmente Riconosciute;Accademia di Belle Arti Lorenzo da Viterbo di VITERBO;VITERBO;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
2024-2025;056701056059;Accademie Legalmente Riconosciute;Accademia di Belle Arti Lorenzo da Viterbo di VITERBO;VITERBO;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;0;0
2024-2025;056701056059;Accademie Legalmente Riconosciute;Accademia di Belle Arti Lorenzo da Viterbo di VITERBO;VITERBO;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;056701056059;Accademie Legalmente Riconosciute;Accademia di Belle Arti Lorenzo da Viterbo di VITERBO;VITERBO;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;056701056059;Accademie Legalmente Riconosciute;Accademia di Belle Arti Lorenzo da Viterbo di VITERBO;VITERBO;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;056701056059;Accademie Legalmente Riconosciute;Accademia di Belle Arti Lorenzo da Viterbo di VITERBO;VITERBO;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;056701056059;Accademie Legalmente Riconosciute;Accademia di Belle Arti Lorenzo da Viterbo di VITERBO;VITERBO;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;056701056059;Accademie Legalmente Riconosciute;Accademia di Belle Arti Lorenzo da Viterbo di VITERBO;VITERBO;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;056701056059;Accademie Legalmente Riconosciute;Accademia di Belle Arti Lorenzo da Viterbo di VITERBO;VITERBO;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;056701056059;Accademie Legalmente Riconosciute;Accademia di Belle Arti Lorenzo da Viterbo di VITERBO;VITERBO;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;056701056059;Accademie Legalmente Riconosciute;Accademia di Belle Arti Lorenzo da Viterbo di VITERBO;VITERBO;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;058101058091;Accademie delle Belle Arti;;ROMA;013;Borse di studio - N. borse concesse;0;0;0
2024-2025;058101058091;Accademie delle Belle Arti;;ROMA;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;0;0
2024-2025;058101058091;Accademie delle Belle Arti;;ROMA;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;058101058091;Accademie delle Belle Arti;;ROMA;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;21;0
2024-2025;058101058091;Accademie delle Belle Arti;;ROMA;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;103;0
2024-2025;058101058091;Accademie delle Belle Arti;;ROMA;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;058101058091;Accademie delle Belle Arti;;ROMA;041;Interventi a favore di studenti con disabilità - N. domande;0;48;0
2024-2025;058101058091;Accademie delle Belle Arti;;ROMA;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;48;0
2024-2025;058101058091;Accademie delle Belle Arti;;ROMA;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;38;0
2024-2025;058101058091;Accademie delle Belle Arti;;ROMA;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;058101058091;Accademie delle Belle Arti;;ROMA;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;058101058091;Accademie delle Belle Arti;;ROMA;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;058101058091;Accademie delle Belle Arti;;ROMA;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;058101058091;Accademie delle Belle Arti;;ROMA;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;058101058091;Accademie delle Belle Arti;;ROMA;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;058101058091;Accademie delle Belle Arti;;ROMA;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;058101058091;Accademie delle Belle Arti;;ROMA;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;058101058091;Accademie delle Belle Arti;;ROMA;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;058202058091;Accademia Nazionale di Arte Drammatica;Silvio D'Amico;ROMA;013;Borse di studio - N. borse concesse;0;41;0
2024-2025;058202058091;Accademia Nazionale di Arte Drammatica;Silvio D'Amico;ROMA;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;0;0
2024-2025;058202058091;Accademia Nazionale di Arte Drammatica;Silvio D'Amico;ROMA;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;058202058091;Accademia Nazionale di Arte Drammatica;Silvio D'Amico;ROMA;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;2;0
2024-2025;058202058091;Accademia Nazionale di Arte Drammatica;Silvio D'Amico;ROMA;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;0;0
2024-2025;058202058091;Accademia Nazionale di Arte Drammatica;Silvio D'Amico;ROMA;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;058202058091;Accademia Nazionale di Arte Drammatica;Silvio D'Amico;ROMA;041;Interventi a favore di studenti con disabilità - N. domande;0;0;0
2024-2025;058202058091;Accademia Nazionale di Arte Drammatica;Silvio D'Amico;ROMA;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
2024-2025;058202058091;Accademia Nazionale di Arte Drammatica;Silvio D'Amico;ROMA;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;0;0
2024-2025;058202058091;Accademia Nazionale di Arte Drammatica;Silvio D'Amico;ROMA;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;058202058091;Accademia Nazionale di Arte Drammatica;Silvio D'Amico;ROMA;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;058202058091;Accademia Nazionale di Arte Drammatica;Silvio D'Amico;ROMA;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;058202058091;Accademia Nazionale di Arte Drammatica;Silvio D'Amico;ROMA;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;058202058091;Accademia Nazionale di Arte Drammatica;Silvio D'Amico;ROMA;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;058202058091;Accademia Nazionale di Arte Drammatica;Silvio D'Amico;ROMA;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;058202058091;Accademia Nazionale di Arte Drammatica;Silvio D'Amico;ROMA;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;058202058091;Accademia Nazionale di Arte Drammatica;Silvio D'Amico;ROMA;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;058202058091;Accademia Nazionale di Arte Drammatica;Silvio D'Amico;ROMA;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;058303058091;Accademia Nazionale di Danza;;ROMA;013;Borse di studio - N. borse concesse;0;0;0
2024-2025;058303058091;Accademia Nazionale di Danza;;ROMA;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;0;0
