ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSO,TIPOPERCORSO,PERCORSO,INDIRIZZO,ALUNNIMASCHI,ALUNNIFEMMINE
202425,RCPS04102P,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO,6,8
202425,CLPS00201E,SCUOLA SECONDARIA II GRADO,5,LICEO,LINGUISTICO,LINGUISTICO,16,28
202425,LCTF00101T,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,GRAFICA E COMUNICAZIONE,23,28
202425,VIPM010008,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,23,58
202425,CZRC02401N,SCUOLA SECONDARIA II GRADO,1,PROFESSIONALE,NUOVI PROFESSIONALI,SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE,11,11
202425,LOTD010003,SCUOLA SECONDARIA II GRADO,5,TECNICO,ECONOMICO,RELAZIONI INTERNAZIONALI PER IL MARKETING,15,17
202425,TVTF02701C,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,ENERGIA,12,0
202425,PTTD020005,SCUOLA SECONDARIA II GRADO,1,TECNICO,ECONOMICO,TURISMO,13,27
202425,VITD05050V,SCUOLA SECONDARIA II GRADO,5,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,14,12
202425,CBRH00750P,SCUOLA SECONDARIA II GRADO,5,PROFESSIONALE,SERVIZI,ENOGASTRONOMIA - TRIENNIO,2,5
202425,LCPM00601X,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,14,53
202425,VITF03000E,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,MECC. MECCATRON. ENER. - BIENNIO COMUNE,59,24
202425,PZTD01801V,SCUOLA SECONDARIA II GRADO,1,PROFESSIONALE,NUOVI PROFESSIONALI,SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE,8,6
202425,BSTF00101T,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,BIOTECNOLOGIE AMBIENTALI,6,4
202425,PDTF02050X,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,MECCANICA E MECCATRONICA,12,1
202425,CNPS02000N,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,58,39
202425,SPSL00250Q,SCUOLA SECONDARIA II GRADO,3,LICEO,ARTISTICO,ARTI FIGURATIVE - PLASTICO PITTORICO,2,8
202425,NAPS01301N,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO,29,28
202425,MCTD00301R,SCUOLA SECONDARIA II GRADO,1,TECNICO,ECONOMICO,AMM. FINAN. MARKETING - BIENNIO COMUNE,11,10
202425,MIRC107016,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,NUOVI PROFESSIONALI,SERVIZI COMMERCIALI,63,100
202425,VERI02101L,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,NUOVI PROFESSIONALI,MANUTENZIONE E ASSISTENZA TECNICA,25,0
202425,CTTH007018,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,LOGISTICA,22,7
202425,MBPS20000G,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,57,16
202425,BRPM010003,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENZE UMANE,SCIENZE UMANE,1,81
202425,CHRI01801R,SCUOLA SECONDARIA II GRADO,1,PROFESSIONALE,NUOVI PROFESSIONALI,INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY,0,11
202425,NATD11101P,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,SISTEMI INFORMATIVI AZIENDALI,9,14
202425,FRPS010009,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO,39,51
202425,MITD103016,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,"COSTR., AMB. E TERRITORIO - BIENNIO COM.",30,19
202425,RNPS00301X,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO,8,13
202425,TEPS010003,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO,68,70
202425,CTPS01601D,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO,22,13
202425,TAPM020008,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENZE UMANE,SCIENZE UMANE,14,122
202425,TVRH030508,SCUOLA SECONDARIA II GRADO,2,PROFESSIONALE,SERVIZI,ENOGAS. OSPIT. ALBERG. - BIENNIO COMUNE,15,7
202425,APTF010002,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,AUTOMAZIONE,7,0
202425,FITD019018,SCUOLA SECONDARIA II GRADO,3,TECNICO,ECONOMICO,RELAZIONI INTERNAZIONALI PER IL MARKETING,6,5
202425,PIPC00101V,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO,11,9
202425,CHTD04000G,SCUOLA SECONDARIA II GRADO,1,TECNICO,ECONOMICO,AMM. FINAN. MARKETING - BIENNIO COMUNE,34,24
202425,RMPS05101B,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENTIFICO,SCIENTIFICO,6,4
202425,RCRI017012,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,CONDUZIONE DEL MEZZO NAVALE - OPZIONE,9,0
202425,VRTA01204R,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,PRODUZIONI E TRASFORMAZIONI,13,4
202425,CTTF140008,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,ELETTRONICA,23,3
202425,SAPM07301R,SCUOLA SECONDARIA II GRADO,3,LICEO,MUSICALE E COREUTICO,MUSICALE E COREUTICO - SEZIONE COREUTICA,0,11
202425,CTTL01701G,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,GRAFICA E COMUNICAZIONE,5,14
202425,MCRI010019,SCUOLA SECONDARIA II GRADO,2,PROFESSIONALE,NUOVI PROFESSIONALI,MANUTENZIONE E ASSISTENZA TECNICA,21,0
202425,NATN12301V,SCUOLA SECONDARIA II GRADO,1,TECNICO,ECONOMICO,TURISMO,9,13
202425,RMPC29000G,SCUOLA SECONDARIA II GRADO,4,LICEO,CLASSICO,CLASSICO,16,32
202425,RMTN04601N,SCUOLA SECONDARIA II GRADO,3,TECNICO,ECONOMICO,TURISMO,13,29
202425,ANTD02201C,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,TURISMO,4,22
202425,RMTF108014,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,33,10
202425,PSTD018013,SCUOLA SECONDARIA II GRADO,1,TECNICO,ECONOMICO,AMM. FINAN. MARKETING - BIENNIO COMUNE,10,15
202425,TARI024527,SCUOLA SECONDARIA II GRADO,5,PROFESSIONALE,INDUSTRIA E ARTIGIANATO,PRODUZIONI TESSILI SARTORIALI - OPZIONE,0,11
202425,ATPS00201T,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,25,14
202425,TOTF04050V,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,MECCANICA E MECCATRONICA,29,1
202425,PITF030003,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,ELETTRONICA,28,0
202425,PGRI03101A,SCUOLA SECONDARIA II GRADO,5,PROFESSIONALE,NUOVI PROFESSIONALI,MANUTENZIONE E ASSISTENZA TECNICA,21,0
202425,ARPS002017,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,28,14
202425,ANPS040005,SCUOLA SECONDARIA II GRADO,4,LICEO,LINGUISTICO,LICEO LINGUISTICO - ESABAC,6,18
202425,CSPS310001,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,13,11
202425,BORI01901G,SCUOLA SECONDARIA II GRADO,2,PROFESSIONALE,NUOVI PROFESSIONALI,MANUTENZIONE E ASSISTENZA TECNICA,36,1
202425,CSRA07701B,SCUOLA SECONDARIA II GRADO,5,PROFESSIONALE,NUOVI PROFESSIONALI,"AGRICOLTURA, SVILUPPO RURALE, VALORIZZAZIONE DEI PRODOTTI DEL TERRITORIO E GESTIONE DELLE RISORSE FORESTALI E MONTANE",6,1
202425,CLTD00701D,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,SISTEMI INFORMATIVI AZIENDALI,10,4
202425,BASD053019,SCUOLA SECONDARIA II GRADO,4,LICEO,ARTISTICO,ARTI FIGURATIVE - PLASTICO SCULTOREO,5,12
202425,SAPS027012,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,11,6
202425,TORI014015,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,NUOVI PROFESSIONALI,MANUTENZIONE E ASSISTENZA TECNICA,18,0
202425,FRPS040005,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,32,11
202425,CTRI03801G,SCUOLA SECONDARIA II GRADO,1,PROFESSIONALE,NUOVI PROFESSIONALI,MANUTENZIONE E ASSISTENZA TECNICA,44,0
202425,GOTN011011,SCUOLA SECONDARIA II GRADO,2,TECNICO,ECONOMICO,TURISMO,8,35
202425,FGPS00701D,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO,17,13
202425,LESD01651E,SCUOLA SECONDARIA II GRADO,4,LICEO,ARTISTICO,DESIGN - METALLI OREFICERIA E CORALLO,2,6
202425,FGRH01051C,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,SERVIZI,PRODOTTI DOLCIARI ARTIGIANALI E INDUSTRIALI - OPZIONE,1,7
202425,TVRI02601Q,SCUOLA SECONDARIA II GRADO,4,PROFESSIONALE,NUOVI PROFESSIONALI,INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY,7,13
202425,VARC030007,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE IeFP,IeFP,OPERATORE AI SERVIZI DI PROMOZIONE E ACCOGLIENZA,2,17
202425,PEPS05000V,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO,27,30
202425,ALTL00601A,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,"COSTR., AMB. E TERRITORIO - BIENNIO COM.",7,11
202425,CTTD18000C,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,INFOR. TELECOM. - BIENNIO COMUNE,49,2
202425,RIPS08000Q,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO,10,10
202425,VIPS02301A,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,27,21
202425,ALPS00401C,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,15,10
202425,FERC01301P,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,NUOVI PROFESSIONALI,SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE,27,61
202425,PVPS016019,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENZE UMANE,SCIENZE UMANE,10,56
202425,CEPS07000V,SCUOLA SECONDARIA II GRADO,4,LICEO,LINGUISTICO,LINGUISTICO,7,17
202425,RMRH046502,SCUOLA SECONDARIA II GRADO,5,PROFESSIONALE,SERVIZI,ENOGASTRONOMIA - TRIENNIO,6,6
202425,BGPC001014,SCUOLA SECONDARIA II GRADO,5,LICEO,CLASSICO,CLASSICO,5,15
202425,NUPM03000G,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,3,32
202425,GERC019528,SCUOLA SECONDARIA II GRADO,4,PROFESSIONALE,SERVIZI,SERVIZI SOCIO-SANITARI,3,3
202425,MTPS01000E,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,23,11
202425,BGTD014015,SCUOLA SECONDARIA II GRADO,2,TECNICO,ECONOMICO,AMM. FINAN. MARKETING - BIENNIO COMUNE,62,63
202425,RITD09050G,SCUOLA SECONDARIA II GRADO,5,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,1,3
202425,METF03000G,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO OPZIONE SCIENZE APPLICATE QUADRIENNALE,2,9
202425,PZPS02701T,SCUOLA SECONDARIA II GRADO,4,LICEO,CLASSICO,CLASSICO,2,12
202425,VARI00801Q,SCUOLA SECONDARIA II GRADO,1,PROFESSIONALE IeFP,IeFP,OPERATORE INFORMATICO,25,2
202425,CBTD003015,SCUOLA SECONDARIA II GRADO,3,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,4,5
202425,BSTD02701Q,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,INFOR. TELECOM. - BIENNIO COMUNE,51,1
202425,TPPM00201L,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO,13,16
202425,RERI011018,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,NUOVI PROFESSIONALI,INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY,5,83
202425,ALPS001011,SCUOLA SECONDARIA II GRADO,1,LICEO,LINGUISTICO,LINGUISTICO,14,37
202425,RARC06050P,SCUOLA SECONDARIA II GRADO,4,PROFESSIONALE,SERVIZI,SERVIZI COMMERCIALI,5,9
202425,CTTD03401V,SCUOLA SECONDARIA II GRADO,3,TECNICO,ECONOMICO,TURISMO,3,28
202425,REPM010007,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENZE UMANE,SCIENZE UMANE,12,107
202425,PIRI008012,SCUOLA SECONDARIA II GRADO,2,PROFESSIONALE,NUOVI PROFESSIONALI,ARTI AUSILIARIE DELLE PROFESSIONI SANITARIE: OTTICO,10,5
202425,MBTD430001,SCUOLA SECONDARIA II GRADO,1,TECNICO,ECONOMICO,AMM. FINAN. MARKETING - BIENNIO COMUNE,29,43
202425,CETD21000R,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,SISTEMI INFORMATIVI AZIENDALI,8,12
202425,PSPS020006,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO,111,101
202425,MITN03000E,SCUOLA SECONDARIA II GRADO,2,TECNICO,ECONOMICO,TURISMO,38,83
202425,LTTD01701L,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,BIOTECNOLOGIE AMBIENTALI,8,2
202425,MBTD053017,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,TURISMO,17,28
202425,LTTF01301G,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,24,17
202425,FIPS00301V,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,24,15
202425,TATF038511,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,MECCANICA E MECCATRONICA,8,2
202425,CETL06000E,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,"AGRARIA, AGROAL. E AGROIND.-BIENNIO COM.",22,1
202425,CLTL00651D,SCUOLA SECONDARIA II GRADO,2,TECNICO,TECNOLOGICO,TRASPORTI E LOGISTICA - BIENNIO COMUNE,5,0
202425,RMTD19000N,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,"COSTR., AMB. E TERRITORIO - BIENNIO COM.",17,5
202425,LIRI00101D,SCUOLA SECONDARIA II GRADO,5,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,16,7
202425,MNSL010001,SCUOLA SECONDARIA II GRADO,4,LICEO,ARTISTICO,AUDIOVISIVO MULTIMEDIA,10,19
202425,MTTD018012,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,INFORMATICA,16,3
202425,TRTF03050B,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,INFORMATICA,14,8
202425,RMSD11001C,SCUOLA SECONDARIA II GRADO,4,LICEO,ARTISTICO,DESIGN - METALLI OREFICERIA E CORALLO,8,16
202425,CTRA053012,SCUOLA SECONDARIA II GRADO,4,PROFESSIONALE,NUOVI PROFESSIONALI,"AGRICOLTURA, SVILUPPO RURALE, VALORIZZAZIONE DEI PRODOTTI DEL TERRITORIO E GESTIONE DELLE RISORSE FORESTALI E MONTANE",40,7
202425,CSRI07301Q,SCUOLA SECONDARIA II GRADO,5,PROFESSIONALE,NUOVI PROFESSIONALI,MANUTENZIONE E ASSISTENZA TECNICA,23,0
202425,VEPC00301P,SCUOLA SECONDARIA II GRADO,5,LICEO,CLASSICO,CLASSICO,12,17
202425,PITD03000R,SCUOLA SECONDARIA II GRADO,3,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,16,10
202425,FETD08000Q,SCUOLA SECONDARIA II GRADO,3,TECNICO,ECONOMICO,SISTEMI INFORMATIVI AZIENDALI,18,7
202425,SATF076019,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,INFOR. TELECOM. - BIENNIO COMUNE,104,18
202425,RCSL03050C,SCUOLA SECONDARIA II GRADO,1,LICEO,ARTISTICO,ARTI FIGURATIVE - PLASTICO PITTORICO,5,2
202425,TOTD02801N,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,TURISMO,9,31
202425,RAPC01000L,SCUOLA SECONDARIA II GRADO,4,LICEO,LINGUISTICO,LICEO LINGUISTICO - ESABAC,3,16
202425,PIPM050007,SCUOLA SECONDARIA II GRADO,4,LICEO,LINGUISTICO,LICEO LINGUISTICO - ESABAC,2,25
202425,GETD00301G,SCUOLA SECONDARIA II GRADO,5,LICEO,LINGUISTICO,LINGUISTICO,33,81
202425,PSTD00351P,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,7,16
202425,FORI00101N,SCUOLA SECONDARIA II GRADO,4,PROFESSIONALE,NUOVI PROFESSIONALI,INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY,6,28
202425,VTPC010003,SCUOLA SECONDARIA II GRADO,5,LICEO,CLASSICO,CLASSICO,18,69
202425,PDSD02301B,SCUOLA SECONDARIA II GRADO,3,LICEO,ARTISTICO,ARCHITETTURA E AMBIENTE,4,14
202425,CSPS310001,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENZE UMANE,SCIENZE UMANE,1,18
202425,SPTF00601X,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,CHIMICA E MATERIALI,11,4
202425,KRRH050009,SCUOLA SECONDARIA II GRADO,1,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,35,20
202425,BGPS02401X,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO,17,26
202425,CZTL01901X,SCUOLA SECONDARIA II GRADO,2,TECNICO,TECNOLOGICO,CHIM. MATER. BIOTECN. - BIENNIO COMUNE,22,20
202425,FGPS20000B,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO,32,26
202425,CSTA06450D,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,GESTIONE DELL'AMBIENTE E DEL TERRITORIO,19,15
202425,TVPC00201V,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,7,2
202425,VRTD13050V,SCUOLA SECONDARIA II GRADO,3,TECNICO,ECONOMICO,SISTEMI INFORMATIVI AZIENDALI,11,11
202425,BSRI00801Q,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,NUOVI PROFESSIONALI,MANUTENZIONE E ASSISTENZA TECNICA,47,1
202425,NAPC19000Q,SCUOLA SECONDARIA II GRADO,3,LICEO,CLASSICO,CLASSICO,23,49
202425,MOTF00801X,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,43,21
202425,PVPC00701B,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENZE UMANE,SCIENZE UMANE,13,29
202425,AGRI024018,SCUOLA SECONDARIA II GRADO,5,PROFESSIONALE,NUOVI PROFESSIONALI,MANUTENZIONE E ASSISTENZA TECNICA,14,0
202425,BITF01000Q,SCUOLA SECONDARIA II GRADO,2,TECNICO,TECNOLOGICO,INFOR. TELECOM. - BIENNIO COMUNE,80,7
202425,CRTF00401P,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,ELETTR. ED ELETTROTEC.- BIENNIO COMUNE,18,0
202425,MIRI077018,SCUOLA SECONDARIA II GRADO,2,PROFESSIONALE IeFP,IeFP,OPERATORE GRAFICO,10,10
202425,CTTF140008,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,INFOR. TELECOM. - BIENNIO COMUNE,85,8
202425,RMTF02000R,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,TELECOMUNICAZIONI,27,1
202425,MIRI10302L,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,NUOVI PROFESSIONALI,INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY,2,37
202425,MIPM050003,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,36,43
202425,MISL011019,SCUOLA SECONDARIA II GRADO,3,LICEO,ARTISTICO,GRAFICA,8,18
202425,KRSD00901C,SCUOLA SECONDARIA II GRADO,4,LICEO,ARTISTICO,ARTI FIGURATIVE - PLASTICO PITTORICO,5,19
202425,BTPS04000C,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,14,3
202425,AGTD09000R,SCUOLA SECONDARIA II GRADO,1,TECNICO,ECONOMICO,TURISMO,6,18
202425,NAPM010006,SCUOLA SECONDARIA II GRADO,3,LICEO,LINGUISTICO,LINGUISTICO,12,55
202425,AVPS01401P,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,6,2
202425,FRRH02701D,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,18,12
202425,RMPS50000T,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO,172,95
202425,RMTD087012,SCUOLA SECONDARIA II GRADO,5,TECNICO,ECONOMICO,TURISMO,0,12
202425,CTTF01000G,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,INFORMATICA,134,10
202425,NURI01401V,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,NUOVI PROFESSIONALI,MANUTENZIONE E ASSISTENZA TECNICA,20,0
202425,SARH07702T,SCUOLA SECONDARIA II GRADO,1,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,36,20
202425,MORI01951V,SCUOLA SECONDARIA II GRADO,4,PROFESSIONALE,INDUSTRIA E ARTIGIANATO,APPARATI IMP.TI SER.ZI TEC.CI IND.LI E CIV.LI - OPZIONE,14,2
202425,LUTD004012,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,RELAZIONI INTERNAZIONALI PER IL MARKETING,5,7
202425,NAPS00601E,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,25,5
202425,NATH01750V,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,CONDUZIONE DI APPARATI ED IMPIANTI MARITTIMI - OPZIONE,4,0
202425,MITF10101R,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,CHIMICA E MATERIALI,9,6
202425,NATF14451N,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,ELETTROTECNICA,26,1
202425,FITF010003,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,MECCANICA E MECCATRONICA,32,1
202425,CATD01151V,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,6,10
202425,TOPM034016,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,15,30
202425,MSPM00101P,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENZE UMANE,SCIENZE UMANE,7,40
202425,TVTD04000G,SCUOLA SECONDARIA II GRADO,5,TECNICO,ECONOMICO,RELAZIONI INTERNAZIONALI PER IL MARKETING,13,33
202425,MIPS16000D,SCUOLA SECONDARIA II GRADO,4,LICEO,LINGUISTICO,LICEO LINGUISTICO - ESABAC,4,13
202425,TOPS10000T,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,19,24
202425,SARI013019,SCUOLA SECONDARIA II GRADO,1,PROFESSIONALE,NUOVI PROFESSIONALI,MANUTENZIONE E ASSISTENZA TECNICA,18,0
202425,TOPC020003,SCUOLA SECONDARIA II GRADO,5,LICEO,LINGUISTICO,LINGUISTICO,5,27
202425,NARH122013,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE IeFP,IeFP,OPERATORE DELLA RISTORAZIONE,12,3
202425,RCPM02000L,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENZE UMANE,SCIENZE UMANE,7,57
202425,RESD01000L,SCUOLA SECONDARIA II GRADO,3,LICEO,ARTISTICO,DESIGN - ARREDAMENTO E LEGNO,5,18
202425,TOPM050003,SCUOLA SECONDARIA II GRADO,1,LICEO,LINGUISTICO,LINGUISTICO,0,20
202425,SPPM01000D,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENZE UMANE,SCIENZE UMANE,15,81
202425,MITD012014,SCUOLA SECONDARIA II GRADO,2,TECNICO,ECONOMICO,AMM. FINAN. MARKETING - BIENNIO COMUNE,67,32
202425,PZPC00601N,SCUOLA SECONDARIA II GRADO,2,LICEO,CLASSICO,CLASSICO,16,22
202425,TOSL01000C,SCUOLA SECONDARIA II GRADO,4,LICEO,ARTISTICO,ARCHITETTURA E AMBIENTE,12,34
202425,LEPS23000N,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENZE UMANE,SCIENZE UMANE,1,49
