ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSO,TIPOPERCORSO,PERCORSO,INDIRIZZO,ALUNNIMASCHI,ALUNNIFEMMINE
202425,POPS9T5004,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,9,5
202425,SRPS395007,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO,12,4
202425,RMSLR1500M,SCUOLA SECONDARIA II GRADO,3,LICEO,MUSICALE E COREUTICO,MUSICALE E COREUTICO - SEZ. MUSICALE,2,2
202425,ATPL01500N,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,3,3
202425,RMPST6500P,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,4,3
202425,RMRHZT500U,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,3,0
202425,COTL045001,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,COSTRUZIONI AMBIENTE E TERRITORIO - TRIENNIO,10,2
202425,REPSRL500H,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,7,8
202425,VETN745000,SCUOLA SECONDARIA II GRADO,1,TECNICO,ECONOMICO,TURISMO,18,6
202425,NATAU75000,SCUOLA SECONDARIA II GRADO,2,TECNICO,TECNOLOGICO,"AGRARIA, AGROAL. E AGROIND.-BIENNIO COM.",2,5
202425,VARHL7500G,SCUOLA SECONDARIA II GRADO,4,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,3,1
202425,RMPC355005,SCUOLA SECONDARIA II GRADO,5,LICEO,CLASSICO,CLASSICO,3,11
202425,SATD27500X,SCUOLA SECONDARIA II GRADO,3,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,2,1
202425,CERH4F500L,SCUOLA SECONDARIA II GRADO,2,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,11,2
202425,APPCV8500G,SCUOLA SECONDARIA II GRADO,5,LICEO,CLASSICO,CLASSICO,3,3
202425,MBSL05500V,SCUOLA SECONDARIA II GRADO,5,LICEO,ARTISTICO,ARTI FIGURATIVE - PLASTICO PITTORICO,3,12
202425,VAPS06500N,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO,12,16
202425,FIPSCR500M,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO,5,5
202425,PEPMDE500O,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENZE UMANE,SCIENZE UMANE,2,19
202425,BGPC02500G,SCUOLA SECONDARIA II GRADO,1,LICEO,CLASSICO,CLASSICO,4,8
202425,RMPS53500R,SCUOLA SECONDARIA II GRADO,3,LICEO,INTERNAZIONALE,SCIENTIFICO INTERNAZIONALE - OPZIONE ITALO INGLESE (HIGHLANDS INSTITUTE),8,11
202425,NARH4C5006,SCUOLA SECONDARIA II GRADO,1,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,15,0
202425,MBRFZ6500C,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,NUOVI PROFESSIONALI,SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE,4,18
202425,REPS00500P,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENTIFICO,SCIENTIFICO,8,4
202425,RMPC08500A,SCUOLA SECONDARIA II GRADO,4,LICEO,CLASSICO,CLASSICO,12,14
202425,PGTDEI500F,SCUOLA SECONDARIA II GRADO,1,TECNICO,ECONOMICO,AMM. FINAN. MARKETING - BIENNIO COMUNE,5,0
202425,NOPL015002,SCUOLA SECONDARIA II GRADO,4,LICEO,LINGUISTICO,LINGUISTICO,0,4
202425,NATANI5007,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,PRODUZIONI E TRASFORMAZIONI,1,0
202425,MIPS54500V,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO,14,13
202425,MBPS67500C,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,12,9
202425,VATF295009,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,GRAFICA E COMUNICAZIONE,11,16
202425,CTTD145005,SCUOLA SECONDARIA II GRADO,2,TECNICO,ECONOMICO,AMM. FINAN. MARKETING - BIENNIO COMUNE,5,2
202425,RMTD355004,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,11,7
202425,UDPSBD500N,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,15,8
202425,RMPSRP5006,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,27,2
202425,LTPLCG500C,SCUOLA SECONDARIA II GRADO,1,LICEO,LINGUISTICO,LINGUISTICO,1,3
202425,MIPS415006,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO,12,6
202425,AVRFHT5000,SCUOLA SECONDARIA II GRADO,1,PROFESSIONALE,NUOVI PROFESSIONALI,SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE,6,2
202425,PETD03500L,SCUOLA SECONDARIA II GRADO,3,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,9,4
202425,RMPS36500V,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO,6,2
202425,TATD06500L,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,5,2
202425,COTD105001,SCUOLA SECONDARIA II GRADO,3,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,7,2
202425,MCTFL85000,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,LOGISTICA,4,1
202425,MITN535006,SCUOLA SECONDARIA II GRADO,2,TECNICO,ECONOMICO,TURISMO QUADRIENNALE,2,7
202425,RMSL3M5001,SCUOLA SECONDARIA II GRADO,4,LICEO,MUSICALE E COREUTICO,MUSICALE E COREUTICO - SEZIONE COREUTICA,0,10
202425,COPS055009,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENTIFICO,SCIENTIFICO,11,15
202425,MIRC1N500Z,SCUOLA SECONDARIA II GRADO,2,PROFESSIONALE,NUOVI PROFESSIONALI,SERVIZI COMMERCIALI,8,0
202425,SRTDRP500U,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,1,0
202425,AVTF005001,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,MECC. MECCATRON. ENER. - BIENNIO COMUNE,3,1
202425,BNTDOO5001,SCUOLA SECONDARIA II GRADO,2,TECNICO,ECONOMICO,AMM. FINAN. MARKETING - BIENNIO COMUNE,0,3
202425,RMPS18500A,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO,12,5
202425,NAPSP25001,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO,5,0
202425,NATNCE5004,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,TURISMO,3,3
202425,VAPLDB5003,SCUOLA SECONDARIA II GRADO,1,LICEO,LINGUISTICO,LINGUISTICO,5,8
202425,NATDAT500E,SCUOLA SECONDARIA II GRADO,2,TECNICO,ECONOMICO,AMM. FINAN. MARKETING - BIENNIO COMUNE,3,0
202425,MITF105003,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,GRAFICA E COMUNICAZIONE,18,11
202425,TARF2M500U,SCUOLA SECONDARIA II GRADO,1,PROFESSIONALE,NUOVI PROFESSIONALI,SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE,2,5
202425,RMPS8Q500R,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,16,11
202425,SATFCC500T,SCUOLA SECONDARIA II GRADO,2,TECNICO,TECNOLOGICO,INFOR. TELECOM. - BIENNIO COMUNE,13,6
202425,SATL2P5005,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,COSTRUZIONI AMBIENTE E TERRITORIO - TRIENNIO,8,8
202425,MIPSIG500R,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,36,3
202425,ALPMQR5008,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,3,7
202425,SATF5M500Z,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,CONDUZIONE DEL MEZZO AEREO - OPZIONE,3,0
202425,COPSUC5004,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,28,12
202425,VAPSDE500S,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,14,4
202425,PVSL1E500O,SCUOLA SECONDARIA II GRADO,5,LICEO,ARTISTICO,DESIGN - MODA,0,3
202425,PCPMSR500S,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,7,1
202425,BNPC02500R,SCUOLA SECONDARIA II GRADO,5,LICEO,CLASSICO,CLASSICO,4,10
202425,UDPS0G500U,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,17,1
202425,LTPM02500Q,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,2,7
202425,MIPS445002,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO,21,7
202425,MIPSVC500V,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,18,5
202425,MBPM005002,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENZE UMANE,SCIENZE UMANE,13,37
202425,VAPL08500N,SCUOLA SECONDARIA II GRADO,4,LICEO,LINGUISTICO,LINGUISTICO,2,10
202425,APTLA45009,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,COSTRUZIONI AMBIENTE E TERRITORIO - TRIENNIO,19,4
202425,RNRCCE500C,SCUOLA SECONDARIA II GRADO,1,PROFESSIONALE,NUOVI PROFESSIONALI,SERVIZI COMMERCIALI,18,7
202425,SAPSM3500V,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,2,0
202425,NAPS045004,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO,20,10
202425,RMPS355008,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO,10,5
202425,CETDN5500U,SCUOLA SECONDARIA II GRADO,2,TECNICO,ECONOMICO,AMM. FINAN. MARKETING - BIENNIO COMUNE,2,3
202425,MIPC10500T,SCUOLA SECONDARIA II GRADO,4,LICEO,CLASSICO,CLASSICO,12,14
202425,SATFN25000,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,INFOR. TELECOM. - BIENNIO COMUNE,1,4
202425,VAPSQF500T,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,23,4
202425,ANPS00500T,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO,4,3
202425,MBSL05500V,SCUOLA SECONDARIA II GRADO,4,LICEO,ARTISTICO,ARCHITETTURA E AMBIENTE,4,15
202425,REPM7R500G,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENZE UMANE,SCIENZE UMANE,3,8
202425,AGPC4A5009,SCUOLA SECONDARIA II GRADO,2,LICEO,CLASSICO,CLASSICO,2,0
202425,RMPLCV500U,SCUOLA SECONDARIA II GRADO,5,LICEO,LINGUISTICO,LINGUISTICO,11,16
202425,VRPSI5500C,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,21,3
202425,CETF8R5001,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,INFORMATICA,9,5
202425,CLTD095008,SCUOLA SECONDARIA II GRADO,3,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,8,1
202425,NATD48500T,SCUOLA SECONDARIA II GRADO,3,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,3,2
202425,MIPS43500B,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO,14,18
202425,NARHA8500Q,SCUOLA SECONDARIA II GRADO,2,PROFESSIONALE,NUOVI PROFESSIONALI,ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA,4,1
202425,AGTD685001,SCUOLA SECONDARIA II GRADO,1,TECNICO,ECONOMICO,AMM. FINAN. MARKETING - BIENNIO COMUNE,1,0
202425,RMPMT1500R,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,1,1
202425,SATD30500E,SCUOLA SECONDARIA II GRADO,3,TECNICO,ECONOMICO,RELAZIONI INTERNAZIONALI PER IL MARKETING,1,2
202425,BGTFF0500O,SCUOLA SECONDARIA II GRADO,2,TECNICO,TECNOLOGICO,GRAFICA E COMUNICAZIONE,10,7
202425,MIPS1R500A,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO QUADRIENNALE,15,12
202425,RMPMT8500D,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENZE UMANE,SCIENZE UMANE QUADRIENNALE,2,17
202425,NATD355005,SCUOLA SECONDARIA II GRADO,1,TECNICO,ECONOMICO,AMM. FINAN. MARKETING - BIENNIO COMUNE,9,3
202425,TVPL005007,SCUOLA SECONDARIA II GRADO,2,LICEO,LINGUISTICO,LINGUISTICO,2,2
202425,BSTF4M5001,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,COSTRUZIONE DEL MEZZO,6,0
202425,SAPS9B500T,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO,12,5
202425,RMPS265002,SCUOLA SECONDARIA II GRADO,4,LICEO,INTERNAZIONALE,SCIENTIFICO INTERNAZIONALE - VILLA FLAMINIA,15,6
202425,MIPS665000,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,9,3
202425,FRPSMO500R,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO QUADRIENNALE,4,4
202425,RMTN8V500Q,SCUOLA SECONDARIA II GRADO,3,TECNICO,ECONOMICO,TURISMO,4,2
202425,VRTN025003,SCUOLA SECONDARIA II GRADO,5,TECNICO,ECONOMICO,TURISMO,6,5
202425,ISPL5F5001,SCUOLA SECONDARIA II GRADO,5,LICEO,LINGUISTICO,LINGUISTICO,9,17
202425,TVPS05500D,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO,1,2
202425,CLSD00500B,SCUOLA SECONDARIA II GRADO,4,LICEO,ARTISTICO,GRAFICA,6,5
202425,ARPM015009,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,2,6
202425,CRPS00500B,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO,7,9
202425,TVPS02500N,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,15,0
202425,RMPL0L500V,SCUOLA SECONDARIA II GRADO,4,LICEO,LINGUISTICO,LINGUISTICO,4,9
202425,SAPMFG500M,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,2,0
202425,MIPSO8500I,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,14,5
202425,NAPSAV500Q,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,5,4
202425,LCRFHO5008,SCUOLA SECONDARIA II GRADO,1,PROFESSIONALE,NUOVI PROFESSIONALI,ARTI AUSILIARIE DELLE PROFESSIONI SANITARIE: ODONTOTECNICO,9,10
202425,BGPSH85002,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,16,7
202425,MIPS06500Q,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO,13,1
202425,BOPS05500C,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENTIFICO,SCIENTIFICO,10,14
202425,COPSI65000,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,17,3
202425,FRTD5O500I,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,5,1
202425,MCPSL3500U,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,1,1
202425,PAPSVD500Q,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO,5,3
202425,VTPM7D500R,SCUOLA SECONDARIA II GRADO,5,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,0,10
202425,TOPS20500T,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,15,7
202425,FIPS04500X,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,18,3
202425,MESD01500T,SCUOLA SECONDARIA II GRADO,4,LICEO,ARTISTICO,DESIGN - MODA,0,1
202425,SAPL65500L,SCUOLA SECONDARIA II GRADO,2,LICEO,LINGUISTICO,LINGUISTICO,0,1
202425,TVPL08500G,SCUOLA SECONDARIA II GRADO,2,LICEO,EUROPEO,ARTISTICO (LICEI LINGUISTICI EUROPEI PARITARI),1,3
202425,TVTF015005,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,MECCANICA E MECCATRONICA,25,0
202425,RMPSAS5006,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENTIFICO,SCIENTIFICO,19,6
202425,REPLP0500O,SCUOLA SECONDARIA II GRADO,2,LICEO,LINGUISTICO,LINGUISTICO,4,6
202425,CERIPM5008,SCUOLA SECONDARIA II GRADO,3,PROFESSIONALE,NUOVI PROFESSIONALI,ARTI AUSILIARIE DELLE PROFESSIONI SANITARIE: ODONTOTECNICO,5,1
202425,VRPSN9500T,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,16,7
202425,MOPS0N500H,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,16,3
202425,BSSL2A500P,SCUOLA SECONDARIA II GRADO,3,LICEO,ARTISTICO,ARCHITETTURA E AMBIENTE,3,2
202425,SARF6Q5004,SCUOLA SECONDARIA II GRADO,5,PROFESSIONALE,NUOVI PROFESSIONALI,SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE,17,46
202425,RMPS305007,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO,1,2
202425,RMTL395001,SCUOLA SECONDARIA II GRADO,1,TECNICO,TECNOLOGICO,"COSTR., AMB. E TERRITORIO - BIENNIO COM.",1,0
202425,MIPM06500R,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENZE UMANE,SCIENZE UMANE,1,6
202425,PASD005001,SCUOLA SECONDARIA II GRADO,3,LICEO,ARTISTICO,ARTI FIGURATIVE - GRAFICO-PITTORICO,7,13
202425,RMPLO35009,SCUOLA SECONDARIA II GRADO,3,LICEO,LINGUISTICO,LINGUISTICO,2,3
202425,NAPS355009,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,5,3
202425,PRPS4I500E,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO OPZIONE SCIENZE APPLICATE QUADRIENNALE,18,4
202425,TOTA015004,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,PRODUZIONI E TRASFORMAZIONI,15,3
202425,NAPSAT500N,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO,1,8
202425,PDPMOR5002,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENZE UMANE,SCIENZE UMANE,9,8
202425,MIPS055005,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO,28,16
202425,SARFRL5003,SCUOLA SECONDARIA II GRADO,1,PROFESSIONALE,NUOVI PROFESSIONALI,SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE,1,3
202425,RMPSE55000,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO,32,20
202425,CERIOH500S,SCUOLA SECONDARIA II GRADO,2,PROFESSIONALE,NUOVI PROFESSIONALI,ARTI AUSILIARIE DELLE PROFESSIONI SANITARIE: ODONTOTECNICO,8,3
202425,LTPM02500Q,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,8,2
202425,BNPC015006,SCUOLA SECONDARIA II GRADO,2,LICEO,CLASSICO,CLASSICO QUADRIENNALE,1,6
202425,RMTD77500R,SCUOLA SECONDARIA II GRADO,3,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,2,0
202425,CEPS875001,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENTIFICO,SCIENTIFICO,15,8
202425,SATD30500E,SCUOLA SECONDARIA II GRADO,5,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,24,9
202425,NAPM115006,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENZE UMANE,SCIENZE UMANE,2,7
202425,NAPM455007,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,0,10
202425,RMPCQ1500T,SCUOLA SECONDARIA II GRADO,2,LICEO,CLASSICO,CLASSICO,5,5
202425,NATDPG500E,SCUOLA SECONDARIA II GRADO,3,TECNICO,ECONOMICO,SISTEMI INFORMATIVI AZIENDALI,0,2
202425,NATL0L500Q,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,COSTRUZIONI AMBIENTE E TERRITORIO - TRIENNIO,56,10
202425,MITD13500L,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,11,4
202425,SATF1D500C,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,"TESSILE, ABBIGLIAMENTO E MODA",10,56
202425,TOTF01500R,SCUOLA SECONDARIA II GRADO,3,TECNICO,TECNOLOGICO,MECCANICA E MECCATRONICA,26,0
202425,MIPMU4500Z,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,16,8
202425,PAPC1H500H,SCUOLA SECONDARIA II GRADO,2,LICEO,CLASSICO,CLASSICO,13,12
202425,BGTF015006,SCUOLA SECONDARIA II GRADO,4,TECNICO,TECNOLOGICO,INFORMATICA,35,4
202425,VRPS3P500M,SCUOLA SECONDARIA II GRADO,4,LICEO,SCIENTIFICO,SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO,21,5
202425,NATD3V500N,SCUOLA SECONDARIA II GRADO,2,TECNICO,ECONOMICO,AMM. FINAN. MARKETING - BIENNIO COMUNE,4,1
202425,VRPM055006,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENZE UMANE,SCIENZE UMANE - OPZ. ECONOMICO SOCIALE,19,32
202425,RMPC255008,SCUOLA SECONDARIA II GRADO,3,LICEO,CLASSICO,CLASSICO,5,5
202425,NOSL015004,SCUOLA SECONDARIA II GRADO,5,LICEO,ARTISTICO,AUDIOVISIVO MULTIMEDIA,0,4
202425,MIPSEA5006,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO - OPZIONE SCIENZE APPLICATE,9,9
202425,BSTD355007,SCUOLA SECONDARIA II GRADO,5,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,10,4
202425,BGTD1D5000,SCUOLA SECONDARIA II GRADO,5,TECNICO,ECONOMICO,RELAZIONI INTERNAZIONALI PER IL MARKETING,3,10
202425,VRPM01500Q,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENZE UMANE,SCIENZE UMANE,0,10
202425,MIPM01500Q,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENZE UMANE,SCIENZE UMANE,4,22
202425,TATF035003,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,INFORMATICA,24,1
202425,RMTAZI500E,SCUOLA SECONDARIA II GRADO,5,TECNICO,TECNOLOGICO,PRODUZIONI E TRASFORMAZIONI,3,2
202425,BSSL01500D,SCUOLA SECONDARIA II GRADO,1,LICEO,ARTISTICO,ARTISTICO NUOVO ORDINAMENTO - BIENNIO COMUNE,15,48
202425,CTTD92500V,SCUOLA SECONDARIA II GRADO,4,TECNICO,ECONOMICO,AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO,4,1
202425,COPCCE5008,SCUOLA SECONDARIA II GRADO,3,LICEO,MUSICALE E COREUTICO,MUSICALE E COREUTICO - SEZ. MUSICALE,6,3
202425,BSPS125004,SCUOLA SECONDARIA II GRADO,3,LICEO,SCIENTIFICO,SCIENTIFICO,5,4
202425,PAPMB55005,SCUOLA SECONDARIA II GRADO,2,LICEO,SCIENZE UMANE,SCIENZE UMANE,4,6
202425,MIPSI5500T,SCUOLA SECONDARIA II GRADO,1,LICEO,SCIENTIFICO,SCIENTIFICO OPZIONE SCIENZE APPLICATE QUADRIENNALE,3,7
