ANNO_ACCADEMICO;Area_Istituto;TIPO_ISTITUTO;NOME_ISTITUTO;COMUNE_ISTITUTO;COD_ISTITUTO;REGIONE_ISTITUTO;TIPO_CORSO;CLASSE_ETA';ISCRITTIx ETA'
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Santa Cecilia;ROMA;7309;LAZIO;AFAM_Corso Diploma accademico 1L;30 anni e oltre;100
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Santa Cecilia;ROMA;7309;LAZIO;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;160
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Santa Cecilia;ROMA;7309;LAZIO;AFAM_Corso Diploma accademico 2L;30 anni e oltre;194
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco Venezze;ROVIGO;7294;VENETO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 12 a 14 anni;1
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco Venezze;ROVIGO;7294;VENETO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 19 anni;32
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco Venezze;ROVIGO;7294;VENETO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;18
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco Venezze;ROVIGO;7294;VENETO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;6
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco Venezze;ROVIGO;7294;VENETO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;4
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco Venezze;ROVIGO;7294;VENETO;AFAM_Corso Diploma accademico 1L;da 15 a 19 anni;23
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco Venezze;ROVIGO;7294;VENETO;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;83
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco Venezze;ROVIGO;7294;VENETO;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;37
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco Venezze;ROVIGO;7294;VENETO;AFAM_Corso Diploma accademico 1L;30 anni e oltre;81
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco Venezze;ROVIGO;7294;VENETO;AFAM_Corso Diploma accademico 2L;da 15 a 19 anni;2
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco Venezze;ROVIGO;7294;VENETO;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;32
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco Venezze;ROVIGO;7294;VENETO;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;56
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco Venezze;ROVIGO;7294;VENETO;AFAM_Corso Diploma accademico 2L;30 anni e oltre;75
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;;SALERNO;7214;CAMPANIA;AFAM_Corso Post-Diploma accademico (Perfez./Master/Specializz.);da 20 a 24 anni;1
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;;SALERNO;7214;CAMPANIA;AFAM_Corso Post-Diploma accademico (Perfez./Master/Specializz.);da 25 a 29 anni;7
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;;SALERNO;7214;CAMPANIA;AFAM_Corso Post-Diploma accademico (Perfez./Master/Specializz.);30 anni e oltre;31
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;;SALERNO;7214;CAMPANIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 12 a 14 anni;4
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;;SALERNO;7214;CAMPANIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 19 anni;65
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;;SALERNO;7214;CAMPANIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;82
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;;SALERNO;7214;CAMPANIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;18
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;;SALERNO;7214;CAMPANIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;5
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;;SALERNO;7214;CAMPANIA;AFAM_Corso Diploma accademico 1L;da 15 a 19 anni;150
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;;SALERNO;7214;CAMPANIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;203
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;;SALERNO;7214;CAMPANIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;66
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;;SALERNO;7214;CAMPANIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;70
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;;SALERNO;7214;CAMPANIA;AFAM_Corso Diploma accademico 2L;da 15 a 19 anni;3
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;;SALERNO;7214;CAMPANIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;106
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;;SALERNO;7214;CAMPANIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;89
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;;SALERNO;7214;CAMPANIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;97
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Luigi Canepa;SASSARI;7211;SARDEGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 19 anni;13
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Luigi Canepa;SASSARI;7211;SARDEGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;13
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Luigi Canepa;SASSARI;7211;SARDEGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;4
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Luigi Canepa;SASSARI;7211;SARDEGNA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;3
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Luigi Canepa;SASSARI;7211;SARDEGNA;AFAM_Corso Diploma accademico 1L;da 15 a 19 anni;27
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Luigi Canepa;SASSARI;7211;SARDEGNA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;72
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Luigi Canepa;SASSARI;7211;SARDEGNA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;21
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Luigi Canepa;SASSARI;7211;SARDEGNA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;31
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Luigi Canepa;SASSARI;7211;SARDEGNA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;15
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Luigi Canepa;SASSARI;7211;SARDEGNA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;19
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Luigi Canepa;SASSARI;7211;SARDEGNA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;11
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Gaetano Braga;TERAMO;19454;ABRUZZO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 12 a 14 anni;1
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Gaetano Braga;TERAMO;19454;ABRUZZO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 19 anni;6
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Gaetano Braga;TERAMO;19454;ABRUZZO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;15
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Gaetano Braga;TERAMO;19454;ABRUZZO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;3
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Gaetano Braga;TERAMO;19454;ABRUZZO;AFAM_Corso Diploma accademico 1L;da 15 a 19 anni;9
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Gaetano Braga;TERAMO;19454;ABRUZZO;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;27
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Gaetano Braga;TERAMO;19454;ABRUZZO;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;17
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Gaetano Braga;TERAMO;19454;ABRUZZO;AFAM_Corso Diploma accademico 1L;30 anni e oltre;17
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Gaetano Braga;TERAMO;19454;ABRUZZO;AFAM_Corso Diploma accademico 2L;da 15 a 19 anni;2
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Gaetano Braga;TERAMO;19454;ABRUZZO;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;5
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Gaetano Braga;TERAMO;19454;ABRUZZO;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;7
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Gaetano Braga;TERAMO;19454;ABRUZZO;AFAM_Corso Diploma accademico 2L;30 anni e oltre;19
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Giuseppe Verdi;TORINO;7311;PIEMONTE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 19 anni;50
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Giuseppe Verdi;TORINO;7311;PIEMONTE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;48
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Giuseppe Verdi;TORINO;7311;PIEMONTE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;12
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Giuseppe Verdi;TORINO;7311;PIEMONTE;AFAM_Corso Diploma accademico 1L;da 12 a 14 anni;3
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Giuseppe Verdi;TORINO;7311;PIEMONTE;AFAM_Corso Diploma accademico 1L;da 15 a 19 anni;88
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Giuseppe Verdi;TORINO;7311;PIEMONTE;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;128
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Giuseppe Verdi;TORINO;7311;PIEMONTE;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;53
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Giuseppe Verdi;TORINO;7311;PIEMONTE;AFAM_Corso Diploma accademico 1L;30 anni e oltre;39
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Giuseppe Verdi;TORINO;7311;PIEMONTE;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;48
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Giuseppe Verdi;TORINO;7311;PIEMONTE;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;39
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Giuseppe Verdi;TORINO;7311;PIEMONTE;AFAM_Corso Diploma accademico 2L;30 anni e oltre;31
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Scontrino;TRAPANI;7269;SICILIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 19 anni;12
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Scontrino;TRAPANI;7269;SICILIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;27
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Scontrino;TRAPANI;7269;SICILIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;8
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Scontrino;TRAPANI;7269;SICILIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;5
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Scontrino;TRAPANI;7269;SICILIA;AFAM_Corso Diploma accademico 1L;da 15 a 19 anni;42
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Scontrino;TRAPANI;7269;SICILIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;89
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Scontrino;TRAPANI;7269;SICILIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;30
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Scontrino;TRAPANI;7269;SICILIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;50
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Scontrino;TRAPANI;7269;SICILIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;11
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Scontrino;TRAPANI;7269;SICILIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;21
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Antonio Scontrino;TRAPANI;7269;SICILIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;15
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco Antonio Bonporti;TRENTO;7288;TRENTINO-ALTO ADIGE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 19 anni;15
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco Antonio Bonporti;TRENTO;7288;TRENTINO-ALTO ADIGE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;11
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco Antonio Bonporti;TRENTO;7288;TRENTINO-ALTO ADIGE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;1
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco Antonio Bonporti;TRENTO;7288;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 1L;da 15 a 19 anni;41
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco Antonio Bonporti;TRENTO;7288;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;86
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco Antonio Bonporti;TRENTO;7288;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;24
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco Antonio Bonporti;TRENTO;7288;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 1L;30 anni e oltre;28
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco Antonio Bonporti;TRENTO;7288;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;24
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco Antonio Bonporti;TRENTO;7288;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;24
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco Antonio Bonporti;TRENTO;7288;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 2L;30 anni e oltre;24
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 19 anni;6
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;1
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;2
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;1
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 1L;da 15 a 19 anni;6
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;16
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;2
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 1L;30 anni e oltre;7
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 2L;da 15 a 19 anni;2
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;12
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;2
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;AFAM_Corso Diploma accademico 2L;30 anni e oltre;2
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Giuseppe Tartini;TRIESTE;7289;FRIULI VENEZIA GIULIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 19 anni;10
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Giuseppe Tartini;TRIESTE;7289;FRIULI VENEZIA GIULIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;21
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Giuseppe Tartini;TRIESTE;7289;FRIULI VENEZIA GIULIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;3
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Giuseppe Tartini;TRIESTE;7289;FRIULI VENEZIA GIULIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;2
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Giuseppe Tartini;TRIESTE;7289;FRIULI VENEZIA GIULIA;AFAM_Corso Diploma accademico 1L;da 15 a 19 anni;14
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Giuseppe Tartini;TRIESTE;7289;FRIULI VENEZIA GIULIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;122
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Giuseppe Tartini;TRIESTE;7289;FRIULI VENEZIA GIULIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;75
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Giuseppe Tartini;TRIESTE;7289;FRIULI VENEZIA GIULIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;33
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Giuseppe Tartini;TRIESTE;7289;FRIULI VENEZIA GIULIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;25
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Giuseppe Tartini;TRIESTE;7289;FRIULI VENEZIA GIULIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;39
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Giuseppe Tartini;TRIESTE;7289;FRIULI VENEZIA GIULIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;29
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 19 anni;30
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;17
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;3
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;7
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;AFAM_Corso Diploma accademico 1L;da 15 a 19 anni;37
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;64
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;25
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;25
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;30
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;25
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;17
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Benedetto Marcello - Palazzo Pisani;VENEZIA;7207;VENETO;AFAM_Corso Post-Diploma accademico (Perfez./Master/Specializz.);da 20 a 24 anni;3
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Benedetto Marcello - Palazzo Pisani;VENEZIA;7207;VENETO;AFAM_Corso Post-Diploma accademico (Perfez./Master/Specializz.);da 25 a 29 anni;1
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Benedetto Marcello - Palazzo Pisani;VENEZIA;7207;VENETO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 12 a 14 anni;1
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Benedetto Marcello - Palazzo Pisani;VENEZIA;7207;VENETO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 19 anni;15
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Benedetto Marcello - Palazzo Pisani;VENEZIA;7207;VENETO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;25
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Benedetto Marcello - Palazzo Pisani;VENEZIA;7207;VENETO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;5
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Benedetto Marcello - Palazzo Pisani;VENEZIA;7207;VENETO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;1
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Benedetto Marcello - Palazzo Pisani;VENEZIA;7207;VENETO;AFAM_Corso Diploma accademico 1L;da 15 a 19 anni;45
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Benedetto Marcello - Palazzo Pisani;VENEZIA;7207;VENETO;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;92
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Benedetto Marcello - Palazzo Pisani;VENEZIA;7207;VENETO;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;31
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Benedetto Marcello - Palazzo Pisani;VENEZIA;7207;VENETO;AFAM_Corso Diploma accademico 1L;30 anni e oltre;20
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Benedetto Marcello - Palazzo Pisani;VENEZIA;7207;VENETO;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;19
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Benedetto Marcello - Palazzo Pisani;VENEZIA;7207;VENETO;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;33
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Benedetto Marcello - Palazzo Pisani;VENEZIA;7207;VENETO;AFAM_Corso Diploma accademico 2L;30 anni e oltre;23
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Felice E. Dall'Abaco;VERONA;7208;VENETO;AFAM_Corso Post-Diploma accademico (Perfez./Master/Specializz.);da 20 a 24 anni;7
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Felice E. Dall'Abaco;VERONA;7208;VENETO;AFAM_Corso Post-Diploma accademico (Perfez./Master/Specializz.);da 25 a 29 anni;10
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Felice E. Dall'Abaco;VERONA;7208;VENETO;AFAM_Corso Post-Diploma accademico (Perfez./Master/Specializz.);30 anni e oltre;14
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Felice E. Dall'Abaco;VERONA;7208;VENETO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 15 a 19 anni;14
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Felice E. Dall'Abaco;VERONA;7208;VENETO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;42
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Felice E. Dall'Abaco;VERONA;7208;VENETO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;10
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Felice E. Dall'Abaco;VERONA;7208;VENETO;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;8
2016-2017;Area Musicale/Coreutica;Conservatorio di Musica;Felice E. Dall'Abaco;VERONA;7208;VENETO;AFAM_Corso Diploma accademico 1L;da 15 a 19 anni;30
