ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSO,ALUNNI,ALUNNICITTADINANZAITALIANA,ALUNNICITTADINANZANONITALIANA,ALUNNICITTADINANZANONITALIANAPAESIUE,ALUNNICITTADINANZANONITALIANAPAESINONUE
202425,SA1E00100G,SCUOLA PRIMARIA,5,15,14,1,0,1
202425,RM1E193004,SCUOLA PRIMARIA,5,47,45,2,1,1
202425,PSPC01500G,SCUOLA SECONDARIA II GRADO,5,7,7,0,0,0
202425,TA1E009007,SCUOLA PRIMARIA,4,13,13,0,0,0
202425,NAPM5I5007,SCUOLA SECONDARIA II GRADO,1,10,10,0,0,0
202425,PT1E00200E,SCUOLA PRIMARIA,2,16,14,2,0,2
202425,RM1E006007,SCUOLA PRIMARIA,3,20,19,1,1,0
202425,FO1E001006,SCUOLA PRIMARIA,4,16,12,4,0,4
202425,MIPC10500T,SCUOLA SECONDARIA II GRADO,2,21,20,1,1,0
202425,MIPQ01500X,SCUOLA SECONDARIA II GRADO,4,28,28,0,0,0
202425,MI1E00700E,SCUOLA PRIMARIA,5,47,45,2,0,2
202425,RE1M002007,SCUOLA SECONDARIA I GRADO,3,37,34,3,2,1
202425,PGTDEI500F,SCUOLA SECONDARIA II GRADO,3,1,1,0,0,0
202425,MIPSPS500G,SCUOLA SECONDARIA II GRADO,2,18,18,0,0,0
202425,RM1E127005,SCUOLA PRIMARIA,4,51,48,3,0,3
202425,NARI11500A,SCUOLA SECONDARIA II GRADO,3,4,4,0,0,0
202425,CSRH5I5000,SCUOLA SECONDARIA II GRADO,4,3,3,0,0,0
202425,PDTD1N5003,SCUOLA SECONDARIA II GRADO,2,21,19,2,1,1
202425,VB1E001004,SCUOLA PRIMARIA,5,12,12,0,0,0
202425,MIPSVC500V,SCUOLA SECONDARIA II GRADO,5,23,23,0,0,0
202425,MI1E07900C,SCUOLA PRIMARIA,2,16,14,2,0,2
202425,VRPSEM5005,SCUOLA SECONDARIA II GRADO,2,5,5,0,0,0
202425,NAPSNL500R,SCUOLA SECONDARIA II GRADO,3,26,26,0,0,0
202425,BS1EAP500V,SCUOLA PRIMARIA,3,24,24,0,0,0
202425,CT1M02400B,SCUOLA SECONDARIA I GRADO,3,39,35,4,2,2
202425,NA1E25900E,SCUOLA PRIMARIA,3,11,10,1,0,1
202425,VAPSQ4500H,SCUOLA SECONDARIA II GRADO,3,27,26,1,1,0
202425,MNPS00500L,SCUOLA SECONDARIA II GRADO,1,6,6,0,0,0
202425,NA1E219004,SCUOLA PRIMARIA,1,15,15,0,0,0
202425,RMPS0V500L,SCUOLA SECONDARIA II GRADO,2,6,6,0,0,0
202425,VIPS3I500B,SCUOLA SECONDARIA II GRADO,5,40,39,1,0,1
202425,NA1E19600L,SCUOLA PRIMARIA,4,10,9,1,0,1
202425,TO1M04500E,SCUOLA SECONDARIA I GRADO,2,53,44,9,1,8
202425,RM1E18200N,SCUOLA PRIMARIA,3,7,7,0,0,0
202425,CTTD315003,SCUOLA SECONDARIA II GRADO,5,22,22,0,0,0
202425,MEPMEB500L,SCUOLA SECONDARIA II GRADO,4,3,2,1,0,1
202425,CA1E01100B,SCUOLA PRIMARIA,4,33,30,3,0,3
202425,BOPL57500R,SCUOLA SECONDARIA II GRADO,2,31,28,3,0,3
202425,MIPM06500R,SCUOLA SECONDARIA II GRADO,1,7,7,0,0,0
202425,RMPS335003,SCUOLA SECONDARIA II GRADO,1,29,29,0,0,0
202425,RM1ERH5009,SCUOLA PRIMARIA,4,23,13,10,0,10
202425,CE1E03300P,SCUOLA PRIMARIA,5,14,14,0,0,0
202425,TOPC075007,SCUOLA SECONDARIA II GRADO,1,27,26,1,0,1
202425,NA1E100006,SCUOLA PRIMARIA,1,36,35,1,0,1
202425,PD1E021003,SCUOLA PRIMARIA,3,13,10,3,0,3
202425,BS1M00300A,SCUOLA SECONDARIA I GRADO,3,49,47,2,0,2
202425,NA1E052002,SCUOLA PRIMARIA,4,17,17,0,0,0
202425,FIPS08500A,SCUOLA SECONDARIA II GRADO,4,19,19,0,0,0
202425,VR1M92500T,SCUOLA SECONDARIA I GRADO,3,26,25,1,0,1
202425,RM1E13300C,SCUOLA PRIMARIA,3,15,14,1,0,1
202425,GE1E039008,SCUOLA PRIMARIA,5,33,30,3,1,2
202425,CE1ECZ5004,SCUOLA PRIMARIA,3,11,11,0,0,0
202425,NATF34500R,SCUOLA SECONDARIA II GRADO,5,22,22,0,0,0
202425,CRPC035004,SCUOLA SECONDARIA II GRADO,4,19,19,0,0,0
202425,MB1E058008,SCUOLA PRIMARIA,1,30,29,1,0,1
202425,RM1M04200G,SCUOLA SECONDARIA I GRADO,1,83,76,7,0,7
202425,PA1E005009,SCUOLA PRIMARIA,4,30,30,0,0,0
202425,VEPL4H500R,SCUOLA SECONDARIA II GRADO,1,8,7,1,0,1
202425,MI1M00800G,SCUOLA SECONDARIA I GRADO,1,87,83,4,0,4
202425,AV1E007009,SCUOLA PRIMARIA,5,18,16,2,0,2
202425,MI1E140003,SCUOLA PRIMARIA,1,34,33,1,0,1
202425,CA1EUL5004,SCUOLA PRIMARIA,5,6,6,0,0,0
202425,PD1M007002,SCUOLA SECONDARIA I GRADO,3,24,23,1,0,1
202425,FG1E016002,SCUOLA PRIMARIA,5,8,2,6,5,1
202425,MBRFZ6500C,SCUOLA SECONDARIA II GRADO,2,25,24,1,0,1
202425,BL1E00200B,SCUOLA PRIMARIA,4,47,46,1,0,1
202425,RMPL26500R,SCUOLA SECONDARIA II GRADO,5,27,25,2,0,2
202425,PO1E01700E,SCUOLA PRIMARIA,2,20,13,7,0,7
202425,PR1M00900X,SCUOLA SECONDARIA I GRADO,2,46,45,1,0,1
202425,CRPS02500L,SCUOLA SECONDARIA II GRADO,5,19,18,1,1,0
202425,NA1E023002,SCUOLA PRIMARIA,2,5,4,1,0,1
202425,RN1E4B500R,SCUOLA PRIMARIA,5,13,12,1,0,1
202425,TVPS015003,SCUOLA SECONDARIA II GRADO,5,40,40,0,0,0
202425,CSPSSP500D,SCUOLA SECONDARIA II GRADO,2,7,6,1,1,0
202425,RMPC00500D,SCUOLA SECONDARIA II GRADO,1,3,3,0,0,0
202425,FRTDEU500U,SCUOLA SECONDARIA II GRADO,5,30,29,1,1,0
202425,VRPS025009,SCUOLA SECONDARIA II GRADO,1,79,77,2,1,1
202425,RMPL355003,SCUOLA SECONDARIA II GRADO,1,6,4,2,0,2
202425,COTB01500Q,SCUOLA SECONDARIA II GRADO,3,16,15,1,0,1
202425,LU1E00700B,SCUOLA PRIMARIA,4,21,21,0,0,0
202425,VRPLHM500A,SCUOLA SECONDARIA II GRADO,4,25,25,0,0,0
202425,PD1E00900C,SCUOLA PRIMARIA,3,14,14,0,0,0
202425,FIPSFU500L,SCUOLA SECONDARIA II GRADO,5,5,5,0,0,0
202425,BG1E00800Q,SCUOLA PRIMARIA,2,52,50,2,0,2
202425,RM1EZR5005,SCUOLA PRIMARIA,5,17,17,0,0,0
202425,RMPSHQ500O,SCUOLA SECONDARIA II GRADO,4,26,24,2,1,1
202425,SA1E01000A,SCUOLA PRIMARIA,4,13,13,0,0,0
202425,BOPS05500C,SCUOLA SECONDARIA II GRADO,3,25,25,0,0,0
202425,VR1E00600P,SCUOLA PRIMARIA,5,44,42,2,1,1
202425,BO1M2F5007,SCUOLA SECONDARIA I GRADO,2,14,13,1,1,0
202425,CRPS00500B,SCUOLA SECONDARIA II GRADO,4,26,26,0,0,0
202425,RM1M09700Q,SCUOLA SECONDARIA I GRADO,2,52,52,0,0,0
202425,PDPS00500A,SCUOLA SECONDARIA II GRADO,2,30,30,0,0,0
202425,BS1M02100X,SCUOLA SECONDARIA I GRADO,1,37,35,2,0,2
202425,RMTD72500Q,SCUOLA SECONDARIA II GRADO,2,7,6,1,0,1
202425,VRPS09500G,SCUOLA SECONDARIA II GRADO,2,9,9,0,0,0
202425,CTPC08500Q,SCUOLA SECONDARIA II GRADO,3,5,5,0,0,0
202425,NA1E27300R,SCUOLA PRIMARIA,3,16,15,1,0,1
202425,SAPSM3500V,SCUOLA SECONDARIA II GRADO,5,35,34,1,0,1
202425,NOTB12500G,SCUOLA SECONDARIA II GRADO,5,6,6,0,0,0
202425,AN1E002005,SCUOLA PRIMARIA,1,17,16,1,0,1
202425,PR1E00900P,SCUOLA PRIMARIA,1,21,21,0,0,0
202425,BORI03500C,SCUOLA SECONDARIA II GRADO,1,28,27,1,1,0
202425,RMPS44500E,SCUOLA SECONDARIA II GRADO,2,24,24,0,0,0
202425,TO1E00600P,SCUOLA PRIMARIA,5,22,21,1,0,1
202425,PG1E00500A,SCUOLA PRIMARIA,1,14,11,3,2,1
202425,MI1M097007,SCUOLA SECONDARIA I GRADO,1,17,16,1,1,0
202425,NAPS4U500S,SCUOLA SECONDARIA II GRADO,1,5,4,1,0,1
202425,BA1E014002,SCUOLA PRIMARIA,1,24,24,0,0,0
202425,RN1E001002,SCUOLA PRIMARIA,3,13,13,0,0,0
202425,RM1E057004,SCUOLA PRIMARIA,3,40,36,4,0,4
202425,FG1E01400A,SCUOLA PRIMARIA,4,12,12,0,0,0
202425,RM1E00800V,SCUOLA PRIMARIA,3,15,14,1,0,1
202425,RMPLOA500A,SCUOLA SECONDARIA II GRADO,1,2,2,0,0,0
202425,CEPL00500E,SCUOLA SECONDARIA II GRADO,3,5,5,0,0,0
202425,SR1E00600R,SCUOLA PRIMARIA,2,5,5,0,0,0
202425,PG1EPF500P,SCUOLA PRIMARIA,4,19,19,0,0,0
202425,SATFOR500T,SCUOLA SECONDARIA II GRADO,2,11,11,0,0,0
202425,MIPSPS500G,SCUOLA SECONDARIA II GRADO,4,17,17,0,0,0
202425,BGPS065005,SCUOLA SECONDARIA II GRADO,5,15,13,2,1,1
202425,MI1E2B5001,SCUOLA PRIMARIA,3,27,24,3,0,3
202425,CZ1EQB500O,SCUOLA PRIMARIA,1,11,11,0,0,0
202425,SAPS8F500U,SCUOLA SECONDARIA II GRADO,2,6,6,0,0,0
202425,VA1M005002,SCUOLA SECONDARIA I GRADO,3,23,23,0,0,0
202425,TOPM035001,SCUOLA SECONDARIA II GRADO,1,40,35,5,1,4
202425,SA1E011006,SCUOLA PRIMARIA,5,13,12,1,1,0
202425,CETD15500D,SCUOLA SECONDARIA II GRADO,4,10,9,1,0,1
202425,MB1E04900D,SCUOLA PRIMARIA,5,53,52,1,0,1
202425,MBPMZF5000,SCUOLA SECONDARIA II GRADO,3,7,6,1,0,1
202425,CN1E00200V,SCUOLA PRIMARIA,4,18,18,0,0,0
202425,RM1E7V500S,SCUOLA PRIMARIA,2,12,12,0,0,0
202425,NA1E14400X,SCUOLA PRIMARIA,5,11,11,0,0,0
202425,SARHRM500C,SCUOLA SECONDARIA II GRADO,4,11,11,0,0,0
202425,BSPSO5500G,SCUOLA SECONDARIA II GRADO,2,15,14,1,0,1
202425,MBPSUD500O,SCUOLA SECONDARIA II GRADO,1,25,25,0,0,0
202425,BGTFUM500Z,SCUOLA SECONDARIA II GRADO,4,14,14,0,0,0
202425,BO1E005006,SCUOLA PRIMARIA,4,22,21,1,0,1
202425,MEPCPD5001,SCUOLA SECONDARIA II GRADO,1,2,2,0,0,0
202425,MITF105003,SCUOLA SECONDARIA II GRADO,3,28,24,4,0,4
202425,NA1E242005,SCUOLA PRIMARIA,1,10,8,2,0,2
202425,TOPSA6500N,SCUOLA SECONDARIA II GRADO,5,8,7,1,1,0
202425,LC1E00700C,SCUOLA PRIMARIA,2,22,21,1,0,1
202425,SAPL025004,SCUOLA SECONDARIA II GRADO,2,3,3,0,0,0
202425,PG1E4Q500B,SCUOLA PRIMARIA,5,4,3,1,0,1
202425,VR1E00200B,SCUOLA PRIMARIA,3,17,15,2,0,2
202425,MIPSE7500I,SCUOLA SECONDARIA II GRADO,4,41,40,1,0,1
202425,MOTD02500A,SCUOLA SECONDARIA II GRADO,2,27,25,2,0,2
202425,MB1EQT500D,SCUOLA PRIMARIA,3,20,18,2,2,0
202425,MI1E045009,SCUOLA PRIMARIA,3,14,13,1,0,1
202425,RM1E014006,SCUOLA PRIMARIA,2,12,11,1,0,1
202425,MO1E00900B,SCUOLA PRIMARIA,4,25,23,2,0,2
202425,NA1E114004,SCUOLA PRIMARIA,4,10,10,0,0,0
202425,PD1E006001,SCUOLA PRIMARIA,2,18,17,1,0,1
202425,NATDPG500E,SCUOLA SECONDARIA II GRADO,4,3,3,0,0,0
202425,VA1M009009,SCUOLA SECONDARIA I GRADO,2,21,20,1,1,0
202425,RM1E105008,SCUOLA PRIMARIA,3,16,16,0,0,0
202425,RMPSPN500P,SCUOLA SECONDARIA II GRADO,1,25,25,0,0,0
202425,LCTDVP5000,SCUOLA SECONDARIA II GRADO,1,17,17,0,0,0
202425,NA1E17300X,SCUOLA PRIMARIA,5,14,13,1,0,1
202425,SATDST500C,SCUOLA SECONDARIA II GRADO,3,5,5,0,0,0
202425,CAPQ00500E,SCUOLA SECONDARIA II GRADO,2,9,8,1,0,1
202425,RMTND1500F,SCUOLA SECONDARIA II GRADO,5,23,22,1,0,1
202425,SAPS9B500T,SCUOLA SECONDARIA II GRADO,4,1,1,0,0,0
202425,CE1E06100V,SCUOLA PRIMARIA,4,10,9,1,1,0
202425,SATFRP500A,SCUOLA SECONDARIA II GRADO,1,9,9,0,0,0
202425,CT1E010008,SCUOLA PRIMARIA,5,13,11,2,0,2
202425,NAPLQ2500N,SCUOLA SECONDARIA II GRADO,1,6,6,0,0,0
202425,MBTD35500C,SCUOLA SECONDARIA II GRADO,4,18,17,1,0,1
202425,LO1E00400P,SCUOLA PRIMARIA,4,48,46,2,0,2
202425,VT1E008001,SCUOLA PRIMARIA,5,1,1,0,0,0
202425,BG1EL2500G,SCUOLA PRIMARIA,1,7,7,0,0,0
202425,VRPC01500G,SCUOLA SECONDARIA II GRADO,5,27,27,0,0,0
202425,RM1M128006,SCUOLA SECONDARIA I GRADO,3,81,77,4,1,3
202425,RCTDBT500S,SCUOLA SECONDARIA II GRADO,5,43,42,1,0,1
202425,RM1M00900X,SCUOLA SECONDARIA I GRADO,1,21,19,2,1,1
202425,BG1MH45000,SCUOLA SECONDARIA I GRADO,2,33,32,1,0,1
202425,UDPLO3500Z,SCUOLA SECONDARIA II GRADO,2,18,17,1,0,1
202425,BGSD01500E,SCUOLA SECONDARIA II GRADO,4,41,41,0,0,0
202425,CT1E02100P,SCUOLA PRIMARIA,5,1,1,0,0,0
202425,MBPM005002,SCUOLA SECONDARIA II GRADO,4,40,39,1,1,0
202425,MB1EQT500D,SCUOLA PRIMARIA,5,23,21,2,0,2
202425,RM1EC3500B,SCUOLA PRIMARIA,1,4,4,0,0,0
202425,CHTF00500E,SCUOLA SECONDARIA II GRADO,3,4,4,0,0,0
202425,MI1E088007,SCUOLA PRIMARIA,1,25,20,5,2,3
202425,BSSL01500D,SCUOLA SECONDARIA II GRADO,3,39,39,0,0,0
202425,RM1E16500X,SCUOLA PRIMARIA,1,7,7,0,0,0
202425,RM1E16700G,SCUOLA PRIMARIA,1,20,20,0,0,0
202425,GERI015006,SCUOLA SECONDARIA II GRADO,3,29,22,7,0,7
202425,PA1MQ8500S,SCUOLA SECONDARIA I GRADO,1,14,14,0,0,0
202425,TOTB025006,SCUOLA SECONDARIA II GRADO,2,33,23,10,5,5
202425,SA1E02900B,SCUOLA PRIMARIA,4,43,42,1,0,1
202425,VR1EEF5000,SCUOLA PRIMARIA,4,34,32,2,0,2
202425,MIPSN6500B,SCUOLA SECONDARIA II GRADO,3,13,13,0,0,0
202425,MB1M01500G,SCUOLA SECONDARIA I GRADO,2,52,52,0,0,0
202425,RM1E02900X,SCUOLA PRIMARIA,3,23,20,3,1,2
202425,NAPC24500P,SCUOLA SECONDARIA II GRADO,3,9,9,0,0,0
202425,SATF6H500T,SCUOLA SECONDARIA II GRADO,4,3,3,0,0,0
202425,NAPS5P500P,SCUOLA SECONDARIA II GRADO,5,13,13,0,0,0
202425,CTPS10500V,SCUOLA SECONDARIA II GRADO,5,13,13,0,0,0
202425,GE1E019003,SCUOLA PRIMARIA,3,8,7,1,1,0
202425,RMPLNG500S,SCUOLA SECONDARIA II GRADO,5,6,5,1,0,1
202425,NA1E239009,SCUOLA PRIMARIA,3,10,10,0,0,0
202425,REPLP0500O,SCUOLA SECONDARIA II GRADO,4,15,15,0,0,0
202425,PGRF8G5009,SCUOLA SECONDARIA II GRADO,1,1,0,1,0,1
202425,MB1M011008,SCUOLA SECONDARIA I GRADO,2,28,28,0,0,0
202425,MOPSMO5004,SCUOLA SECONDARIA II GRADO,2,13,13,0,0,0
202425,PEPS0L5000,SCUOLA SECONDARIA II GRADO,2,17,16,1,0,1
202425,FIPMM45003,SCUOLA SECONDARIA II GRADO,2,12,10,2,1,1
202425,GE1E018007,SCUOLA PRIMARIA,2,13,13,0,0,0
202425,PTPS3N5004,SCUOLA SECONDARIA II GRADO,5,28,26,2,0,2
202425,TA1E009007,SCUOLA PRIMARIA,3,13,13,0,0,0
202425,PA1M008002,SCUOLA SECONDARIA I GRADO,1,36,36,0,0,0
202425,RMPSAD500D,SCUOLA SECONDARIA II GRADO,5,64,61,3,0,3
202425,MIPMU4500Z,SCUOLA SECONDARIA II GRADO,2,24,21,3,0,3
202425,AT1E00200G,SCUOLA PRIMARIA,5,26,24,2,1,1
202425,MB1E03600B,SCUOLA PRIMARIA,5,23,22,1,1,0
202425,PNPS03500L,SCUOLA SECONDARIA II GRADO,2,11,11,0,0,0
202425,CLTD095008,SCUOLA SECONDARIA II GRADO,4,10,10,0,0,0
202425,RM1EG8500F,SCUOLA PRIMARIA,2,24,24,0,0,0
202425,TO1M054009,SCUOLA SECONDARIA I GRADO,1,84,75,9,3,6
202425,CETFS0500N,SCUOLA SECONDARIA II GRADO,4,8,8,0,0,0
202425,PEPC8E500U,SCUOLA SECONDARIA II GRADO,3,25,24,1,0,1
202425,MBPSLD5004,SCUOLA SECONDARIA II GRADO,2,18,16,2,1,1
202425,MBPSIE500B,SCUOLA SECONDARIA II GRADO,2,10,10,0,0,0
202425,NATF8O500R,SCUOLA SECONDARIA II GRADO,2,5,5,0,0,0
202425,VAPSVA500Z,SCUOLA SECONDARIA II GRADO,3,21,21,0,0,0
202425,SSPQC7500O,SCUOLA SECONDARIA II GRADO,3,12,12,0,0,0
202425,MIPLVI500L,SCUOLA SECONDARIA II GRADO,4,28,26,2,0,2
202425,LTPSU65008,SCUOLA SECONDARIA II GRADO,3,3,3,0,0,0
202425,RM1MMF500S,SCUOLA SECONDARIA I GRADO,3,57,54,3,0,3
202425,VA1E008008,SCUOLA PRIMARIA,1,26,24,2,2,0
202425,RM1M04600V,SCUOLA SECONDARIA I GRADO,2,30,30,0,0,0
202425,NATD9F500E,SCUOLA SECONDARIA II GRADO,4,7,7,0,0,0
202425,NA1E03400C,SCUOLA PRIMARIA,3,44,43,1,0,1
202425,BGPMQI5007,SCUOLA SECONDARIA II GRADO,1,11,11,0,0,0
202425,NA1E01100Q,SCUOLA PRIMARIA,2,15,15,0,0,0
202425,MI1EN0500I,SCUOLA PRIMARIA,2,9,9,0,0,0
202425,VATFGA500N,SCUOLA SECONDARIA II GRADO,3,3,2,1,0,1
202425,FRPSII500H,SCUOLA SECONDARIA II GRADO,5,18,18,0,0,0
202425,TO1M00600X,SCUOLA SECONDARIA I GRADO,3,25,24,1,0,1
202425,BATD105005,SCUOLA SECONDARIA II GRADO,1,6,6,0,0,0
202425,BSPMNI500T,SCUOLA SECONDARIA II GRADO,2,24,24,0,0,0
202425,NA1E25200Q,SCUOLA PRIMARIA,3,23,22,1,1,0
202425,RM1E186001,SCUOLA PRIMARIA,5,26,25,1,0,1
202425,RMTB04500X,SCUOLA SECONDARIA II GRADO,1,18,15,3,3,0
202425,RMRHRE5002,SCUOLA SECONDARIA II GRADO,1,19,14,5,2,3
202425,RM1E142007,SCUOLA PRIMARIA,2,46,45,1,0,1
202425,BGPL01500V,SCUOLA SECONDARIA II GRADO,4,9,9,0,0,0
202425,UDPS01500B,SCUOLA SECONDARIA II GRADO,5,20,20,0,0,0
202425,NATD255008,SCUOLA SECONDARIA II GRADO,1,4,4,0,0,0
202425,NA1E17900V,SCUOLA PRIMARIA,4,10,10,0,0,0
202425,MI1M050002,SCUOLA SECONDARIA I GRADO,1,18,16,2,1,1
202425,FI1E02300T,SCUOLA PRIMARIA,3,23,17,6,1,5
202425,BGSLQP500D,SCUOLA SECONDARIA II GRADO,3,5,5,0,0,0
202425,UD1E00300X,SCUOLA PRIMARIA,2,20,20,0,0,0
202425,RM1E08300L,SCUOLA PRIMARIA,1,41,40,1,1,0
202425,RM1E03300G,SCUOLA PRIMARIA,5,41,33,8,3,5
202425,LC1E008008,SCUOLA PRIMARIA,4,18,15,3,0,3
202425,PD1E013004,SCUOLA PRIMARIA,2,35,34,1,0,1
202425,NAPS39500Q,SCUOLA SECONDARIA II GRADO,5,10,10,0,0,0
202425,TV1M01200G,SCUOLA SECONDARIA I GRADO,2,46,45,1,0,1
202425,NAPSZI500L,SCUOLA SECONDARIA II GRADO,5,20,19,1,0,1
202425,TVPL08500G,SCUOLA SECONDARIA II GRADO,4,24,24,0,0,0
202425,NARF265006,SCUOLA SECONDARIA II GRADO,5,15,13,2,0,2
202425,METDL9500Q,SCUOLA SECONDARIA II GRADO,5,5,5,0,0,0
202425,RMPL445009,SCUOLA SECONDARIA II GRADO,3,11,11,0,0,0
202425,TATDI4500D,SCUOLA SECONDARIA II GRADO,2,9,9,0,0,0
202425,POPS00500D,SCUOLA SECONDARIA II GRADO,2,34,24,10,0,10
202425,PA1M01800L,SCUOLA SECONDARIA I GRADO,3,10,10,0,0,0
202425,RM1E122002,SCUOLA PRIMARIA,5,17,17,0,0,0
202425,FG1E02500R,SCUOLA PRIMARIA,1,19,17,2,2,0
202425,CE1E05400Q,SCUOLA PRIMARIA,3,13,13,0,0,0
202425,CRPL01500R,SCUOLA SECONDARIA II GRADO,2,8,7,1,0,1
202425,RC1E00700X,SCUOLA PRIMARIA,4,17,15,2,0,2
202425,NATLT3500M,SCUOLA SECONDARIA II GRADO,5,50,49,1,0,1
202425,NATANI5007,SCUOLA SECONDARIA II GRADO,5,105,103,2,1,1
202425,SATFEP500M,SCUOLA SECONDARIA II GRADO,3,2,2,0,0,0
202425,RMTD78500B,SCUOLA SECONDARIA II GRADO,3,2,1,1,0,1
202425,PDPC01500T,SCUOLA SECONDARIA II GRADO,1,11,11,0,0,0
202425,PATL095008,SCUOLA SECONDARIA II GRADO,4,6,6,0,0,0
202425,LO1E002003,SCUOLA PRIMARIA,4,23,23,0,0,0
202425,PT1E00600T,SCUOLA PRIMARIA,2,35,34,1,1,0
202425,RM1M110001,SCUOLA SECONDARIA I GRADO,1,17,13,4,0,4
202425,CERHD15005,SCUOLA SECONDARIA II GRADO,2,10,10,0,0,0
202425,MB1E052009,SCUOLA PRIMARIA,1,43,42,1,0,1
202425,VR1E00800A,SCUOLA PRIMARIA,4,28,24,4,1,3
202425,BGRF2Q5004,SCUOLA SECONDARIA II GRADO,3,30,24,6,0,6
202425,IM1E00400R,SCUOLA PRIMARIA,2,20,19,1,0,1
202425,RM1EII500V,SCUOLA PRIMARIA,5,2,2,0,0,0
202425,NARHCV500Q,SCUOLA SECONDARIA II GRADO,2,6,6,0,0,0
202425,RM1ES55005,SCUOLA PRIMARIA,5,20,20,0,0,0
202425,TO1E03400V,SCUOLA PRIMARIA,1,32,31,1,0,1
202425,BSTF4M5001,SCUOLA SECONDARIA II GRADO,3,9,8,1,1,0
202425,RM1E17300V,SCUOLA PRIMARIA,1,19,18,1,0,1
202425,AL1E005002,SCUOLA PRIMARIA,5,35,32,3,0,3
202425,PT1M00100X,SCUOLA SECONDARIA I GRADO,3,24,23,1,0,1
202425,NAPMRP500S,SCUOLA SECONDARIA II GRADO,5,104,95,9,3,6
202425,BG1E01500V,SCUOLA PRIMARIA,5,39,38,1,0,1
202425,CE1ELF5000,SCUOLA PRIMARIA,4,19,19,0,0,0
202425,PN1E002004,SCUOLA PRIMARIA,3,37,35,2,1,1
202425,SO1E00100E,SCUOLA PRIMARIA,3,12,12,0,0,0
202425,LE1E009009,SCUOLA PRIMARIA,3,6,6,0,0,0
202425,MIPS16500L,SCUOLA SECONDARIA II GRADO,5,70,70,0,0,0
202425,BS1M01400R,SCUOLA SECONDARIA I GRADO,3,50,47,3,0,3
202425,LU1M7F5008,SCUOLA SECONDARIA I GRADO,2,16,11,5,0,5
202425,NA1E06200L,SCUOLA PRIMARIA,5,62,62,0,0,0
202425,RMPLA6500S,SCUOLA SECONDARIA II GRADO,4,4,4,0,0,0
202425,BG1E013007,SCUOLA PRIMARIA,4,22,21,1,1,0
202425,PAPS02500Q,SCUOLA SECONDARIA II GRADO,5,50,50,0,0,0
202425,VR1E00800A,SCUOLA PRIMARIA,5,21,16,5,4,1
202425,RMPS265002,SCUOLA SECONDARIA II GRADO,1,19,17,2,0,2
202425,VA1E01200X,SCUOLA PRIMARIA,4,36,35,1,0,1
202425,BGPQ235008,SCUOLA SECONDARIA II GRADO,4,16,16,0,0,0
202425,TO1M055005,SCUOLA SECONDARIA I GRADO,3,12,11,1,1,0
202425,RM1E200002,SCUOLA PRIMARIA,4,12,12,0,0,0
202425,METD045003,SCUOLA SECONDARIA II GRADO,2,2,2,0,0,0
202425,MN1E001004,SCUOLA PRIMARIA,1,10,8,2,0,2
202425,SARF17500D,SCUOLA SECONDARIA II GRADO,4,10,10,0,0,0
202425,NA1E22300Q,SCUOLA PRIMARIA,1,31,31,0,0,0
202425,CA1E00200L,SCUOLA PRIMARIA,1,11,11,0,0,0
202425,SA1E01500D,SCUOLA PRIMARIA,1,19,18,1,1,0
202425,RGPM05500B,SCUOLA SECONDARIA II GRADO,5,18,18,0,0,0
202425,TO1M02300N,SCUOLA SECONDARIA I GRADO,3,68,67,1,0,1
202425,FI1E019006,SCUOLA PRIMARIA,2,22,21,1,0,1
202425,NAPL00500C,SCUOLA SECONDARIA II GRADO,3,8,8,0,0,0
202425,RMTD67500X,SCUOLA SECONDARIA II GRADO,1,12,12,0,0,0
202425,VRTF005006,SCUOLA SECONDARIA II GRADO,1,101,98,3,3,0
202425,ME1E01700T,SCUOLA PRIMARIA,5,16,16,0,0,0
202425,NA1E11700G,SCUOLA PRIMARIA,5,28,28,0,0,0
202425,NA1E065004,SCUOLA PRIMARIA,4,8,4,4,0,4
202425,VRPM055006,SCUOLA SECONDARIA II GRADO,4,46,46,0,0,0
202425,FI1E01200B,SCUOLA PRIMARIA,4,22,21,1,0,1
202425,LC1E003005,SCUOLA PRIMARIA,1,34,34,0,0,0
202425,RM1M057009,SCUOLA SECONDARIA I GRADO,3,88,86,2,1,1
202425,SATDZS500N,SCUOLA SECONDARIA II GRADO,3,16,16,0,0,0
202425,MI1E08100C,SCUOLA PRIMARIA,3,5,4,1,0,1
202425,VRTF265002,SCUOLA SECONDARIA II GRADO,2,24,23,1,0,1
202425,GE1E00800L,SCUOLA PRIMARIA,1,11,11,0,0,0
202425,BSPS88500T,SCUOLA SECONDARIA II GRADO,4,19,19,0,0,0
202425,SARHV4500U,SCUOLA SECONDARIA II GRADO,4,13,13,0,0,0
202425,FE1MFE500C,SCUOLA SECONDARIA I GRADO,2,41,38,3,0,3
202425,LU1EM35005,SCUOLA PRIMARIA,2,24,17,7,1,6
202425,RM1M024002,SCUOLA SECONDARIA I GRADO,1,42,39,3,0,3
202425,RMPMR25005,SCUOLA SECONDARIA II GRADO,4,10,10,0,0,0
202425,NA1E18300E,SCUOLA PRIMARIA,4,45,45,0,0,0
202425,SATFIA500P,SCUOLA SECONDARIA II GRADO,4,15,15,0,0,0
202425,SA1E02600X,SCUOLA PRIMARIA,5,4,4,0,0,0
