STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_B3-SQ003,At least 80%,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_F7,Are there any of the following features available in your national e-procurement system?,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MCC_D2,Are there certain quantitative targets set in relation to the strategic objectives presented in the previous question?,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_A1-SQ008,Contracts,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_G6-SQ002,Budgeting systems,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MCC_J2-SQ002,Operational risks,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_H8-SQ001,"Public procurement authority / regulator (e.g., Ministry, Public Procurement Office/Agency)",2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_I2-SQ96150,"Compliance (e.g. use of appropriate procedures, transparency requirements, integrity breaches, etc.)",2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_A7-SQ018,Satisfactory completion certificate,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MCC_B6-SQ002,Bidders have to declare this information during their first supplier registration process and are held responsible for updating the information.,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_F7-SQ007,None,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MCC_I5-SQ004,"Collecting data points on centralised instruments (e.g., on the use of framework agreements, uptake of e-procurement system, etc.)",2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_AN_D4-SQ007_SQ008,Support responsible business conduct-Not clear/Not sure,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MCC_E1-SQ003,Optional consultation,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MCC_K7,Are there specific accountability/control measures for emergency procurement procedures?,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MCC_K7-SQ006,Remote audits,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MCC_F1-SQ003,Sector specific (ICT),2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_G6-SQ005,Business registries,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MCC_D8,Are they incentives (financial or non-financial) to promote the uptake of strategic policy objectives?,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_AN_D4-SQ005_SQ002,Human and labour rights-Inter-ministerial body,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_AN_D4-SQ006_SQ006,Support small and medium-sized enterprises (SMEs)-Competence centre* or similar,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_F6,Have you developed any of the following tools at the national level?,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_AN_D4-SQ002_SQ006,Circular public procurement-Competence centre* or similar,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_A6,Are certain public procurement processes excluded from transparency obligations and on what basis?,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MCC_J2-SQ003,Economic and contextual risks,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_AN_D4-SQ010_SQ005,Promoting accessibility-An independent organisation,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_AT_G2,"Are the following functionalities provided by e-procurement system(s) (e.g. portal, website)?",2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_AN_D3-SQ005_SQ005,Human and labour rights-No prioritisation of objectives,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MCC_B6-SQ005,Bidders have to declare this information for certain public procurement processes.,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MCC_B2-SQ008,Certain public officials and political appointees have limitations in participating in public procurement procedures,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MCC_D8-SQ002,Dedicated funding,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MCC_B5,"Are there any efforts to promote integrity among suppliers, led either by the public or private sector?",2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MCC_F1-SQ005,Regional and local,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_A7-SQ017,Justifications for terminating a contract,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_G6-SQ006,Tax registries,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_AN_D3-SQ001_SQ002,Green public procurement-Conduct cost-benefits analysis in individual procurement,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_AN_D3-SQ004_SQ005,Gender equality and responsiveness-No prioritisation of objectives,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_G6-SQ010,Asset registry/cadaster,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_F6-SQ005,Reporting templates for public sector,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_AN_D4-SQ012_SQ006,Support for re-industrialisation-Competence centre* or similar,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MCC_F1-SQ004,Sector specific (Other),2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_A1-SQ002,Invitation to and outcome of preliminary market consultation (e.g. PIN),2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_G4,Is there a cost for contracting authorities or economic operators to use the e-procurement system(s)?,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_H13-SQ003,Clear career progression prospects,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_AN_D4-SQ001_SQ006,Green public procurement-Competence centre* or similar,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_AN_D4-SQ011_SQ001,Addressing long-term unemployment-Line ministry,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MCC_F1-SQ006,None,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_AN_D3-SQ007_SQ004,"Support responsible business conduct-Others, please specify",2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_L1-SQ005,Mechanisms are in place to follow the execution (alignment between procurement and budgetary executions),2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MCC_J4-SQ003,Risk maps,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_AN_D3-SQ010_SQ002,Promoting accessibility-Conduct cost-benefits analysis in individual procurement,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MCC_C6-SQ005,Using market engagement tools,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_F6-SQ007,Complaints template/form,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_AN_D4-SQ008_SQ002,Support social enterprises-Inter-ministerial body,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MCC_B5-SQ004,"Comprehensive business integrity programmes (if yes, please provide an explanation)",2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_AN_D3-SQ008_SQ002,Support social enterprises-Conduct cost-benefits analysis in individual procurement,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_G4-SQ002,"Yes, there is a cost for contracting authorities",2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_AN_D4-SQ006_SQ007,Support small and medium-sized enterprises (SMEs)-We put in place a different institutional structure,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_H10-SQ003,"Mandatory for carrying out certain procurement procedures (e.g., high amount, innovation procurement)",2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MCC_F5,Have you introduced process automatisation for specific steps of procurement cycle?,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MCC_B6-SQ004,Bidders declare this information at the request of a contracting authority.,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_AN_D3-SQ003_SQ002,Innovation procurement-Conduct cost-benefits analysis in individual procurement,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_D9-SQ003,Evaluating the outcomes* of individual procurement processes,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MCC_B2,"What kind of policies and mechanisms are in place to identify, prevent and manage conflict of interest* of public procurement officials?",2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_H13-SQ007,"Staff benefits (flexible working conditions, holidays etc.)",2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_A2,Please specify where such information is published or which systems are used.,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_AN_D3-SQ002_SQ005,Circular public procurement-No prioritisation of objectives,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_AN_D4-SQ009_SQ002,Indigenous people-Inter-ministerial body,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_B3-SQ001,1,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_A1-SQ006,Evaluation report,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_AN_D3-SQ002_SQ002,Circular public procurement-Conduct cost-benefits analysis in individual procurement,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MCC_D8-SQ009,No extra incentives,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_AN_D4-SQ012_SQ003,Support for re-industrialisation-Procurement authority,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_G6-SQ009,Debarment/Sanctioned suppliers database,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_H9,What are the requirements for obtaining the certificate?,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MCC_B6,How is information on the beneficial ownership of companies bidding for public procurement procedures disclosed?,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_H4-SQ013,Competition (including SMEs),2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_AN_D4-SQ011_SQ004,Addressing long-term unemployment-Central purchasing body (CPB),2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_H1-SQ005,CPB,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MCC_B5-SQ001,Requiring “no corruption” warranties,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MCC_D2-SQ009,Support to indigenous people,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_AN_D3,How does your country balance and prioritise these objectives through public procurement? .,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MCC_B1-SQ007,None,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_B3-SQ005,The information is not available for procurement officials specifically,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MCC_C6-SQ008,Simplifying procedures for SMEs (administratively),2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_A1-SQ001,Procurement plans,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_AN_D4-SQ001_SQ002,Green public procurement-Inter-ministerial body,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_H4,What topics are covered in the public procurement training?,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_AN_D4-SQ012_SQ007,Support for re-industrialisation-We put in place a different institutional structure,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_AN_D4-SQ004_SQ005,Gender equality and responsiveness-An independent organisation,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MCC_J4-SQ005,Risk assessment checklists,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_A7,"Please, indicate which documents or data are publicly available via the e-procurement* system.",2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_D1-SQ011,Addressing long-term unemployment,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MCC_C6,"Specifically for SMEs, what are the measures used to improve their access to procurement processes?",2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_AN_D4-SQ003_SQ008,Innovation procurement-Not clear/Not sure,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_D1-SQ014,None,2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MC_G4-SQ003,"Yes, there is a cost for economic operators",2024,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024(1.0),Public procurement - 2024,I,ISL,Iceland,A,Annual,Q_MCC_J4,Which of the following tools have you implemented for the management of public procurement risks?,2024,,,,A,Normal value,0,Units
