ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSOCLASSE,CLASSI,ALUNNIMASCHI,ALUNNIFEMMINE
202425,POEE817018,SCUOLA PRIMARIA,4,4,42,42
202425,LCEE822018,SCUOLA PRIMARIA,2,2,20,7
202425,FORI00101N,SCUOLA SECONDARIA II GRADO,4,2,6,28
202425,NAEE00404E,SCUOLA PRIMARIA,5,5,41,68
202425,MOEE818021,SCUOLA PRIMARIA,5,1,12,11
202425,TSEE801021,SCUOLA PRIMARIA,5,2,18,24
202425,SOEE823026,SCUOLA PRIMARIA,1,1,7,7
202425,BOEE838039,SCUOLA PRIMARIA,2,2,12,13
202425,VAMM81701Q,SCUOLA SECONDARIA I GRADO,2,4,38,35
202425,APPC00901N,SCUOLA SECONDARIA II GRADO,5,4,16,67
202425,AQEE82606T,SCUOLA PRIMARIA,4,1,5,3
202425,NAEE8D3033,SCUOLA PRIMARIA,5,1,5,8
202425,PDEE838049,SCUOLA PRIMARIA,1,1,11,8
202425,APEE82703X,SCUOLA PRIMARIA,1,1,5,5
202425,MNPS008015,SCUOLA SECONDARIA II GRADO,2,5,28,45
202425,RMEE8EY05T,SCUOLA PRIMARIA,1,1,8,5
202425,TOEE8AF013,SCUOLA PRIMARIA,4,1,17,7
202425,MOEE83401T,SCUOLA PRIMARIA,5,4,43,42
202425,SREE831017,SCUOLA PRIMARIA,5,3,30,39
202425,PGRA02801V,SCUOLA SECONDARIA II GRADO,4,1,8,6
202425,RMPS094019,SCUOLA SECONDARIA II GRADO,3,5,66,51
202425,LTMM81902X,SCUOLA SECONDARIA I GRADO,3,2,15,15
202425,VIEE879063,SCUOLA PRIMARIA,4,1,6,13
202425,IMEE80801T,SCUOLA PRIMARIA,5,2,29,20
202425,RNEE818037,SCUOLA PRIMARIA,2,1,8,12
202425,MIEE8GF01P,SCUOLA PRIMARIA,2,2,19,26
202425,TOEE81401B,SCUOLA PRIMARIA,1,2,9,8
202425,ROMM810027,SCUOLA SECONDARIA I GRADO,1,2,16,16
202425,AGEE84604E,SCUOLA PRIMARIA,4,3,30,24
202425,CETD029015,SCUOLA SECONDARIA II GRADO,3,4,38,44
202425,LTPM030007,SCUOLA SECONDARIA II GRADO,2,14,55,237
202425,VIEE82504L,SCUOLA PRIMARIA,2,1,6,4
202425,MEEE87404V,SCUOLA PRIMARIA,2,1,7,6
202425,BSPS017019,SCUOLA SECONDARIA II GRADO,2,9,54,133
202425,PAEE8AR066,SCUOLA PRIMARIA,3,2,14,32
202425,PEEE830016,SCUOLA PRIMARIA,3,3,38,30
202425,TRSD011012,SCUOLA SECONDARIA II GRADO,2,4,21,68
202425,TVEE846028,SCUOLA PRIMARIA,2,1,13,10
202425,PGEE864021,SCUOLA PRIMARIA,2,1,11,7
202425,IMEE810052,SCUOLA PRIMARIA,2,2,16,11
202425,CEMM85409R,SCUOLA SECONDARIA I GRADO,3,1,0,1
202425,COMM837017,SCUOLA SECONDARIA I GRADO,3,2,28,18
202425,VCPS01701E,SCUOLA SECONDARIA II GRADO,5,5,34,51
202425,CTRA00601C,SCUOLA SECONDARIA II GRADO,3,1,19,2
202425,VARC030007,SCUOLA SECONDARIA II GRADO,1,9,64,136
202425,COEE84701V,SCUOLA PRIMARIA,2,2,21,21
202425,COEE819082,SCUOLA PRIMARIA,3,1,9,7
202425,LEMM846011,SCUOLA SECONDARIA I GRADO,2,4,44,29
202425,BAEE8AV03N,SCUOLA PRIMARIA,5,2,17,10
202425,LCEE80506Q,SCUOLA PRIMARIA,5,1,3,2
202425,LTMM84901P,SCUOLA SECONDARIA I GRADO,2,3,31,31
202425,AVPS03102D,SCUOLA SECONDARIA II GRADO,2,6,57,49
202425,BSEE815037,SCUOLA PRIMARIA,5,2,30,20
202425,TEMM82503A,SCUOLA SECONDARIA I GRADO,3,1,5,7
202425,CEPS004011,SCUOLA SECONDARIA II GRADO,5,3,25,29
202425,BGEE88201B,SCUOLA PRIMARIA,4,2,23,19
202425,VREE896043,SCUOLA PRIMARIA,3,2,20,24
202425,LEEE860018,SCUOLA PRIMARIA,1,4,39,29
202425,FIEE876014,SCUOLA PRIMARIA,4,1,12,12
202425,NAEE8DL022,SCUOLA PRIMARIA,3,3,31,24
202425,PVEE827028,SCUOLA PRIMARIA,1,1,11,11
202425,RMEE8DJ03A,SCUOLA PRIMARIA,3,1,13,9
202425,VVEE812011,SCUOLA PRIMARIA,1,1,14,8
202425,BOEE88501R,SCUOLA PRIMARIA,2,1,5,13
202425,LOEE81204E,SCUOLA PRIMARIA,1,1,14,11
202425,RMEE8GL01Q,SCUOLA PRIMARIA,3,4,36,42
202425,MTEE810079,SCUOLA PRIMARIA,5,2,21,23
202425,TVEE884012,SCUOLA PRIMARIA,2,3,33,25
202425,CSRH01701X,SCUOLA SECONDARIA II GRADO,4,7,56,40
202425,FIEE84002A,SCUOLA PRIMARIA,1,2,18,19
202425,RMEE8EC01E,SCUOLA PRIMARIA,5,3,37,29
202425,PGTE01000A,SCUOLA SECONDARIA II GRADO,3,12,99,150
202425,LTTF01301G,SCUOLA SECONDARIA II GRADO,2,13,207,33
202425,VAMM857016,SCUOLA SECONDARIA I GRADO,2,5,40,65
202425,BSEE80402Q,SCUOLA PRIMARIA,5,1,16,8
202425,COMM80602L,SCUOLA SECONDARIA I GRADO,2,1,5,9
202425,LERH01750L,SCUOLA SECONDARIA II GRADO,5,1,7,8
202425,LEEE8AA024,SCUOLA PRIMARIA,1,2,16,16
202425,CNEE82401D,SCUOLA PRIMARIA,7,1,9,9
202425,VCEE80806C,SCUOLA PRIMARIA,5,1,8,3
202425,FOMM818018,SCUOLA SECONDARIA I GRADO,2,5,59,58
202425,VIEE807021,SCUOLA PRIMARIA,1,1,9,12
202425,RCMM87301G,SCUOLA SECONDARIA I GRADO,3,8,77,84
202425,PDTD20000R,SCUOLA SECONDARIA II GRADO,2,13,124,141
202425,VEEE85905D,SCUOLA PRIMARIA,1,2,13,14
202425,UDEE83703V,SCUOLA PRIMARIA,3,1,10,6
202425,MEPC032013,SCUOLA SECONDARIA II GRADO,4,2,3,24
202425,LEMM80001G,SCUOLA SECONDARIA I GRADO,1,5,58,36
202425,VTMM81101D,SCUOLA SECONDARIA I GRADO,2,3,27,28
202425,RNPM002015,SCUOLA SECONDARIA II GRADO,3,5,15,103
202425,LUTA01701N,SCUOLA SECONDARIA II GRADO,3,3,48,17
202425,CEMM8BD01L,SCUOLA SECONDARIA I GRADO,2,7,54,61
202425,VIEE85803V,SCUOLA PRIMARIA,4,3,31,17
202425,VASL040006,SCUOLA SECONDARIA II GRADO,4,7,36,127
202425,BIMM80001E,SCUOLA SECONDARIA I GRADO,3,2,19,11
202425,VTEE82402N,SCUOLA PRIMARIA,2,1,10,11
202425,FGTD044018,SCUOLA SECONDARIA II GRADO,5,1,6,2
202425,RCEE848098,SCUOLA PRIMARIA,1,1,2,7
202425,CSMM871019,SCUOLA SECONDARIA I GRADO,3,6,63,57
202425,PAEE8AZ011,SCUOLA PRIMARIA,5,4,33,27
202425,SSPS024025,SCUOLA SECONDARIA II GRADO,2,3,23,18
202425,ROEE81005B,SCUOLA PRIMARIA,4,1,7,6
202425,TAMM87201B,SCUOLA SECONDARIA I GRADO,2,2,17,23
202425,TOEE82101E,SCUOLA PRIMARIA,3,1,9,14
202425,TVMM882019,SCUOLA SECONDARIA I GRADO,3,4,45,44
202425,PTMM80701A,SCUOLA SECONDARIA I GRADO,3,4,42,48
202425,PAMM88001Q,SCUOLA SECONDARIA I GRADO,3,5,40,46
202425,MNEE82301P,SCUOLA PRIMARIA,3,1,14,8
202425,RMEE8B501A,SCUOLA PRIMARIA,4,3,30,38
202425,CSRH084514,SCUOLA SECONDARIA II GRADO,5,1,4,5
202425,TAEE881039,SCUOLA PRIMARIA,2,2,26,13
202425,PZEE82403X,SCUOLA PRIMARIA,3,1,7,4
202425,ORTF02000D,SCUOLA SECONDARIA II GRADO,3,8,130,32
202425,CREE820023,SCUOLA PRIMARIA,4,2,20,18
202425,MIMM8CJ01P,SCUOLA SECONDARIA I GRADO,1,4,40,36
202425,TPPM03201C,SCUOLA SECONDARIA II GRADO,3,5,22,91
202425,REEE821026,SCUOLA PRIMARIA,4,1,12,8
202425,FGEE82002C,SCUOLA PRIMARIA,7,2,8,7
202425,MCEE81703C,SCUOLA PRIMARIA,1,2,13,12
202425,MEPC00101B,SCUOLA SECONDARIA II GRADO,4,3,27,9
202425,PGMM862017,SCUOLA SECONDARIA I GRADO,1,5,68,47
202425,AVEE852055,SCUOLA PRIMARIA,2,2,12,18
202425,BOMM88101C,SCUOLA SECONDARIA I GRADO,2,6,79,60
202425,FIEE82701V,SCUOLA PRIMARIA,4,4,41,47
202425,IMEE810052,SCUOLA PRIMARIA,1,1,7,6
202425,MNEE82202X,SCUOLA PRIMARIA,4,1,7,10
202425,TOEE8BB02B,SCUOLA PRIMARIA,5,2,19,19
202425,FIMM82901D,SCUOLA SECONDARIA I GRADO,2,2,19,13
202425,SAMM81801N,SCUOLA SECONDARIA I GRADO,1,1,7,9
202425,BSRI03202N,SCUOLA SECONDARIA II GRADO,4,1,1,0
202425,TRRH007502,SCUOLA SECONDARIA II GRADO,5,2,13,23
202425,BGEE818025,SCUOLA PRIMARIA,1,2,12,17
202425,BSEE86202Q,SCUOLA PRIMARIA,3,2,28,18
202425,TEEE83501X,SCUOLA PRIMARIA,2,2,19,23
202425,BGEE88803C,SCUOLA PRIMARIA,5,2,19,26
202425,FOTD00401Q,SCUOLA SECONDARIA II GRADO,2,3,45,36
202425,RMEE86103G,SCUOLA PRIMARIA,2,1,11,11
202425,ATEE80105N,SCUOLA PRIMARIA,3,1,7,15
202425,NUEE86706V,SCUOLA PRIMARIA,2,1,8,3
202425,PCEE805018,SCUOLA PRIMARIA,3,2,31,17
202425,MIEE8F301L,SCUOLA PRIMARIA,2,4,43,46
202425,VATF018017,SCUOLA SECONDARIA II GRADO,4,7,140,6
202425,CNEE81005Q,SCUOLA PRIMARIA,2,1,5,8
202425,TVEE825038,SCUOLA PRIMARIA,2,2,16,12
202425,LTEE813011,SCUOLA PRIMARIA,1,1,8,7
202425,IMPS00701E,SCUOLA SECONDARIA II GRADO,1,1,14,10
202425,RMEE8C5099,SCUOLA PRIMARIA,4,1,13,9
202425,RIEE81702T,SCUOLA PRIMARIA,4,1,10,6
202425,VEMM82301D,SCUOLA SECONDARIA I GRADO,1,8,94,79
202425,MTTD06000B,SCUOLA SECONDARIA II GRADO,2,8,95,49
202425,CREE81002C,SCUOLA PRIMARIA,5,1,2,4
202425,BSEE8AD07G,SCUOLA PRIMARIA,4,2,28,20
202425,LEEE882015,SCUOLA PRIMARIA,1,2,19,11
202425,CSEE89003T,SCUOLA PRIMARIA,5,1,5,3
202425,VRMM8AA02X,SCUOLA SECONDARIA I GRADO,1,4,39,33
202425,IMEE81705R,SCUOLA PRIMARIA,7,2,23,8
202425,SSEE84003G,SCUOLA PRIMARIA,5,2,17,23
202425,VBEE00203R,SCUOLA PRIMARIA,1,1,4,2
202425,SIEE82503N,SCUOLA PRIMARIA,4,1,6,17
202425,PDEE861017,SCUOLA PRIMARIA,3,2,15,19
202425,FERC00701B,SCUOLA SECONDARIA II GRADO,5,1,6,8
202425,TEEE821012,SCUOLA PRIMARIA,5,1,5,5
202425,VEEE86402T,SCUOLA PRIMARIA,3,2,20,17
202425,VVEE83505T,SCUOLA PRIMARIA,5,1,8,7
202425,PGPS030008,SCUOLA SECONDARIA II GRADO,5,12,145,107
202425,MBEE830038,SCUOLA PRIMARIA,4,1,10,9
202425,NAEE8G401L,SCUOLA PRIMARIA,5,1,9,11
202425,LTPC006017,SCUOLA SECONDARIA II GRADO,3,6,36,58
202425,MBEE8DM01C,SCUOLA PRIMARIA,2,3,35,26
202425,VIMM85401C,SCUOLA SECONDARIA I GRADO,1,4,34,38
202425,AGMM86501Q,SCUOLA SECONDARIA I GRADO,3,9,83,101
202425,MITF07401N,SCUOLA SECONDARIA II GRADO,1,1,21,2
202425,FIRA00702R,SCUOLA SECONDARIA II GRADO,2,1,6,0
202425,NAMM80303G,SCUOLA SECONDARIA I GRADO,3,1,5,8
202425,REEE855018,SCUOLA PRIMARIA,1,2,15,27
202425,LUEE81404B,SCUOLA PRIMARIA,2,1,5,3
202425,CETF03701A,SCUOLA SECONDARIA II GRADO,5,9,129,3
202425,KRRA00650C,SCUOLA SECONDARIA II GRADO,5,1,9,5
202425,TOMM816012,SCUOLA SECONDARIA I GRADO,1,2,22,16
202425,SAEE87703L,SCUOLA PRIMARIA,5,1,9,11
202425,TAMM84701P,SCUOLA SECONDARIA I GRADO,3,4,41,34
202425,ALPS00701X,SCUOLA SECONDARIA II GRADO,5,2,15,27
202425,MCMM80202L,SCUOLA SECONDARIA I GRADO,1,1,8,6
202425,VCTD00701Q,SCUOLA SECONDARIA II GRADO,1,3,24,35
202425,MIPS027012,SCUOLA SECONDARIA II GRADO,2,5,35,72
202425,LIEE80702Q,SCUOLA PRIMARIA,4,1,5,2
202425,RMEE8DL032,SCUOLA PRIMARIA,2,5,52,61
202425,MTRA004506,SCUOLA SECONDARIA II GRADO,4,1,4,3
202425,MIRC094019,SCUOLA SECONDARIA II GRADO,1,2,24,17
202425,CTEE8A301D,SCUOLA PRIMARIA,1,3,23,21
202425,TOEE8AD02C,SCUOLA PRIMARIA,5,3,27,31
202425,SAPC011019,SCUOLA SECONDARIA II GRADO,3,3,12,36
202425,CAMM82103R,SCUOLA SECONDARIA I GRADO,1,2,10,8
202425,FIEE870026,SCUOLA PRIMARIA,4,1,5,13
202425,SAEE8AU04E,SCUOLA PRIMARIA,3,2,16,18
202425,BGEE8AG06D,SCUOLA PRIMARIA,2,1,11,6
202425,PDRC02101T,SCUOLA SECONDARIA II GRADO,5,2,4,34
202425,BGEE825039,SCUOLA PRIMARIA,3,1,9,11
202425,APEE83202A,SCUOLA PRIMARIA,5,1,3,2
202425,FIMM863022,SCUOLA SECONDARIA I GRADO,2,2,23,19
202425,AGTF023019,SCUOLA SECONDARIA II GRADO,5,2,31,4
202425,RCPS010001,SCUOLA SECONDARIA II GRADO,5,18,179,180
202425,FOMM82301Q,SCUOLA SECONDARIA I GRADO,3,4,55,40
202425,TVEE87302L,SCUOLA PRIMARIA,1,2,14,21
202425,BGEE8AF01C,SCUOLA PRIMARIA,5,3,24,39
202425,PZEE82403X,SCUOLA PRIMARIA,2,1,7,10
202425,VETF00850B,SCUOLA SECONDARIA II GRADO,3,1,11,1
202425,LEEE85102E,SCUOLA PRIMARIA,1,2,12,16
202425,RATD00301D,SCUOLA SECONDARIA II GRADO,4,9,111,80
202425,TVEE846017,SCUOLA PRIMARIA,2,2,14,18
202425,MEPS032027,SCUOLA SECONDARIA II GRADO,5,5,51,45
202425,NAEE8DW01C,SCUOLA PRIMARIA,1,3,30,29
202425,MOMM81302R,SCUOLA SECONDARIA I GRADO,2,2,11,21
202425,PAMM892012,SCUOLA SECONDARIA I GRADO,2,8,76,67
202425,CTTF03951N,SCUOLA SECONDARIA II GRADO,5,1,17,1
202425,CAMM83503P,SCUOLA SECONDARIA I GRADO,2,1,7,15
202425,RCPS03801T,SCUOLA SECONDARIA II GRADO,1,4,22,53
202425,PAEE850011,SCUOLA PRIMARIA,7,1,7,10
202425,SVTF009517,SCUOLA SECONDARIA II GRADO,4,1,18,1
202425,FRMM86101N,SCUOLA SECONDARIA I GRADO,1,3,25,26
202425,PAEE8AT034,SCUOLA PRIMARIA,1,2,21,18
202425,CSEE8AE012,SCUOLA PRIMARIA,1,2,8,10
202425,KRSD00901C,SCUOLA SECONDARIA II GRADO,3,3,14,37
202425,TVMM867017,SCUOLA SECONDARIA I GRADO,1,6,79,69
202425,NAPS690029,SCUOLA SECONDARIA II GRADO,1,1,8,12
202425,LTRA01650V,SCUOLA SECONDARIA II GRADO,2,1,1,4
202425,TOPC090009,SCUOLA SECONDARIA II GRADO,5,11,59,154
202425,PTMM811023,SCUOLA SECONDARIA I GRADO,3,1,12,9
202425,APRI02000Q,SCUOLA SECONDARIA II GRADO,2,7,86,62
202425,TVEE86901X,SCUOLA PRIMARIA,2,2,20,14
202425,LCMM82601E,SCUOLA SECONDARIA I GRADO,3,7,67,77
202425,CTPS04401N,SCUOLA SECONDARIA II GRADO,4,2,21,20
202425,FGPM059017,SCUOLA SECONDARIA II GRADO,3,8,30,118
202425,BGMM847013,SCUOLA SECONDARIA I GRADO,2,1,11,18
202425,RCEE83208N,SCUOLA PRIMARIA,7,1,3,8
202425,PDEE862068,SCUOLA PRIMARIA,2,1,9,7
202425,RAEE81501B,SCUOLA PRIMARIA,5,4,47,51
202425,ATTF01001V,SCUOLA SECONDARIA II GRADO,5,3,36,1
202425,BSEE89704R,SCUOLA PRIMARIA,2,1,12,9
202425,CAPS03203R,SCUOLA SECONDARIA II GRADO,5,1,5,4
202425,TPEE82105L,SCUOLA PRIMARIA,4,2,26,7
202425,AVEE87102B,SCUOLA PRIMARIA,4,1,5,4
202425,ROEE82102P,SCUOLA PRIMARIA,4,2,26,19
202425,BSPS11000A,SCUOLA SECONDARIA II GRADO,5,15,138,174
202425,MIEE8BA03L,SCUOLA PRIMARIA,4,4,52,28
202425,ANMM83803P,SCUOLA SECONDARIA I GRADO,1,1,12,6
202425,CSMM852043,SCUOLA SECONDARIA I GRADO,2,1,3,6
202425,AVEE86307N,SCUOLA PRIMARIA,2,1,8,4
202425,LEEE875045,SCUOLA PRIMARIA,3,1,2,7
202425,SAEE8B3027,SCUOLA PRIMARIA,3,2,18,16
202425,PZRH02802C,SCUOLA SECONDARIA II GRADO,1,3,30,30
202425,NATH02301T,SCUOLA SECONDARIA II GRADO,2,4,44,8
202425,NUMM86704Q,SCUOLA SECONDARIA I GRADO,3,1,15,6
202425,PGEE813035,SCUOLA PRIMARIA,5,1,1,2
202425,CEEE81502X,SCUOLA PRIMARIA,5,1,7,2
202425,SAMM87201A,SCUOLA SECONDARIA I GRADO,1,3,30,32
202425,MBEE8AA01R,SCUOLA PRIMARIA,3,1,11,10
202425,LERI04201C,SCUOLA SECONDARIA II GRADO,3,3,34,7
202425,PGEE00204R,SCUOLA PRIMARIA,4,2,19,21
202425,RMMM8A001G,SCUOLA SECONDARIA I GRADO,3,16,189,160
202425,LTMM847013,SCUOLA SECONDARIA I GRADO,3,3,30,33
202425,FRRI00601X,SCUOLA SECONDARIA II GRADO,4,1,10,4
202425,MIPS10101P,SCUOLA SECONDARIA II GRADO,2,1,21,4
202425,PZRH02801B,SCUOLA SECONDARIA II GRADO,4,1,1,0
202425,REEE83701P,SCUOLA PRIMARIA,3,2,17,14
202425,BIMM809011,SCUOLA SECONDARIA I GRADO,1,1,8,16
202425,TVMM82801L,SCUOLA SECONDARIA I GRADO,1,5,56,42
202425,FREE844022,SCUOLA PRIMARIA,1,1,7,5
202425,AVEE865013,SCUOLA PRIMARIA,2,5,35,40
202425,CSMM837041,SCUOLA SECONDARIA I GRADO,2,1,3,3
202425,MIMM8C801V,SCUOLA SECONDARIA I GRADO,3,5,52,54
202425,CATD02901P,SCUOLA SECONDARIA II GRADO,1,2,26,8
202425,GEEE843081,SCUOLA PRIMARIA,1,1,0,4
202425,VCMM80504T,SCUOLA SECONDARIA I GRADO,2,1,7,3
202425,PGSD03000P,SCUOLA SECONDARIA II GRADO,3,6,28,94
202425,MITD01901V,SCUOLA SECONDARIA II GRADO,1,5,79,52
202425,VAEE86804R,SCUOLA PRIMARIA,2,1,4,13
202425,PREE80701R,SCUOLA PRIMARIA,2,4,39,34
202425,BNEE819015,SCUOLA PRIMARIA,1,2,14,12
202425,BOEE855011,SCUOLA PRIMARIA,5,3,31,34
202425,PGEE870017,SCUOLA PRIMARIA,5,1,12,7
202425,TVEE870047,SCUOLA PRIMARIA,5,1,11,13
202425,POEE82201Q,SCUOLA PRIMARIA,2,3,32,43
202425,NAEE8HN013,SCUOLA PRIMARIA,5,4,32,33
202425,SREE858017,SCUOLA PRIMARIA,5,4,33,35
202425,MORA011039,SCUOLA SECONDARIA II GRADO,2,1,24,5
202425,VTMM81701C,SCUOLA SECONDARIA I GRADO,1,4,44,43
202425,FGEE89202A,SCUOLA PRIMARIA,5,1,7,10
202425,RMMM8GR01N,SCUOLA SECONDARIA I GRADO,2,7,73,87
202425,AVMM88702X,SCUOLA SECONDARIA I GRADO,3,1,10,0
202425,RAEE80603P,SCUOLA PRIMARIA,2,1,12,10
202425,TOEE829015,SCUOLA PRIMARIA,4,1,9,12
202425,VVMM82206Q,SCUOLA SECONDARIA I GRADO,2,1,5,4
202425,TOMM86201Q,SCUOLA SECONDARIA I GRADO,2,6,66,60
202425,CSMM87402T,SCUOLA SECONDARIA I GRADO,2,1,10,10
202425,BOMM82701Q,SCUOLA SECONDARIA I GRADO,1,3,36,34
202425,VREE896043,SCUOLA PRIMARIA,4,2,24,21
202425,CHEE842021,SCUOLA PRIMARIA,5,1,7,7
202425,MEEE81905B,SCUOLA PRIMARIA,1,1,8,8
202425,VEMM820012,SCUOLA SECONDARIA I GRADO,3,6,62,57
202425,RIMM808011,SCUOLA SECONDARIA I GRADO,3,2,23,16
202425,MIRI10303N,SCUOLA SECONDARIA II GRADO,2,1,22,0
202425,ROEE81502B,SCUOLA PRIMARIA,4,2,14,22
202425,TRRI002012,SCUOLA SECONDARIA II GRADO,5,3,29,15
202425,VRMM84302B,SCUOLA SECONDARIA I GRADO,1,4,43,50
202425,VTTF01050N,SCUOLA SECONDARIA II GRADO,3,1,29,12
202425,CTEE808023,SCUOLA PRIMARIA,4,1,10,4
202425,PAEE8A403X,SCUOLA PRIMARIA,4,3,20,19
202425,TVEE88101E,SCUOLA PRIMARIA,1,5,35,48
202425,VAEE853054,SCUOLA PRIMARIA,5,2,20,19
202425,PZTL022011,SCUOLA SECONDARIA II GRADO,1,1,17,0
202425,RMEE8EH01N,SCUOLA PRIMARIA,3,4,51,40
202425,MTEE83402L,SCUOLA PRIMARIA,3,1,5,4
202425,CEEE887051,SCUOLA PRIMARIA,5,2,11,17
202425,RMEE8EL03L,SCUOLA PRIMARIA,5,2,17,16
202425,MEPC00101B,SCUOLA SECONDARIA II GRADO,2,3,28,22
202425,GRTF012018,SCUOLA SECONDARIA II GRADO,1,2,24,24
202425,TVPC120008,SCUOLA SECONDARIA II GRADO,2,8,79,102
202425,MEEE851024,SCUOLA PRIMARIA,4,1,5,3
202425,CEEE8AD013,SCUOLA PRIMARIA,5,4,36,29
202425,PEEE83201T,SCUOLA PRIMARIA,1,1,6,9
202425,PEEE052058,SCUOLA PRIMARIA,5,4,39,42
202425,BREE846019,SCUOLA PRIMARIA,5,6,53,58
202425,VIEE85507G,SCUOLA PRIMARIA,5,2,15,19
202425,RMMM8A9012,SCUOLA SECONDARIA I GRADO,3,6,67,66
202425,TRPS020009,SCUOLA SECONDARIA II GRADO,3,9,77,95
202425,MOEE820032,SCUOLA PRIMARIA,5,1,9,6
202425,PGMM83201B,SCUOLA SECONDARIA I GRADO,3,2,19,15
202425,FGEE84203A,SCUOLA PRIMARIA,3,3,29,21
202425,AVMM86701N,SCUOLA SECONDARIA I GRADO,1,5,29,33
202425,IMMM81601Q,SCUOLA SECONDARIA I GRADO,1,4,50,37
202425,SOEE803032,SCUOLA PRIMARIA,4,2,14,14
202425,CTEE88501B,SCUOLA PRIMARIA,3,2,24,18
202425,MOTF030004,SCUOLA SECONDARIA II GRADO,3,9,162,29
202425,FRPS040005,SCUOLA SECONDARIA II GRADO,3,7,87,76
202425,CHEE034078,SCUOLA PRIMARIA,2,1,1,2
202425,SIEE81101N,SCUOLA PRIMARIA,1,2,13,14
202425,BTPM056014,SCUOLA SECONDARIA II GRADO,5,1,3,16
202425,PAEE8BA011,SCUOLA PRIMARIA,5,1,9,9
202425,RGEE809048,SCUOLA PRIMARIA,2,2,18,15
202425,RGEE820021,SCUOLA PRIMARIA,4,2,27,23
202425,PREE806033,SCUOLA PRIMARIA,1,1,5,12
202425,TORA00601E,SCUOLA SECONDARIA II GRADO,4,2,30,7
202425,BOEE853019,SCUOLA PRIMARIA,1,2,21,23
202425,NAPS046022,SCUOLA SECONDARIA II GRADO,4,1,5,20
202425,POEE012016,SCUOLA PRIMARIA,4,1,7,9
202425,ANEE829042,SCUOLA PRIMARIA,1,1,11,9
202425,SORI013018,SCUOLA SECONDARIA II GRADO,4,3,35,34
202425,CSEE8AR03B,SCUOLA PRIMARIA,4,2,18,19
202425,MIEE8CA015,SCUOLA PRIMARIA,2,4,41,32
202425,CNEE835021,SCUOLA PRIMARIA,5,1,10,6
202425,GERC019528,SCUOLA SECONDARIA II GRADO,2,2,13,11
202425,ROEE805061,SCUOLA PRIMARIA,3,1,7,12
202425,RMEE8CB02E,SCUOLA PRIMARIA,1,1,13,7
202425,AVEE88302N,SCUOLA PRIMARIA,4,1,9,12
202425,FIEE819032,SCUOLA PRIMARIA,4,2,25,23
202425,RCEE855035,SCUOLA PRIMARIA,5,2,12,16
202425,MSEE81808T,SCUOLA PRIMARIA,3,1,6,8
202425,CSEE877019,SCUOLA PRIMARIA,2,1,11,6
202425,AREE82503D,SCUOLA PRIMARIA,2,1,11,15
202425,CHEE83602N,SCUOLA PRIMARIA,3,2,13,11
202425,NARH119017,SCUOLA SECONDARIA II GRADO,5,3,30,18
202425,TOEE8AJ021,SCUOLA PRIMARIA,1,2,19,13
202425,ALEE82202E,SCUOLA PRIMARIA,7,1,6,8
202425,MIEE8AQ02Q,SCUOLA PRIMARIA,5,4,49,41
202425,LOEE806036,SCUOLA PRIMARIA,4,1,3,8
202425,SSEE83602V,SCUOLA PRIMARIA,5,1,11,6
202425,CSMM8AU037,SCUOLA SECONDARIA I GRADO,3,1,7,15
202425,MTEE824022,SCUOLA PRIMARIA,3,2,11,18
202425,VVTD01151V,SCUOLA SECONDARIA II GRADO,3,1,23,13
202425,VRPS00801L,SCUOLA SECONDARIA II GRADO,1,3,34,44
202425,REMM813015,SCUOLA SECONDARIA I GRADO,3,2,23,21
202425,BRMM84301R,SCUOLA SECONDARIA I GRADO,1,6,54,61
202425,CHEE03602P,SCUOLA PRIMARIA,5,2,14,11
202425,CTPC01000A,SCUOLA SECONDARIA II GRADO,2,8,66,111
202425,CZRA007509,SCUOLA SECONDARIA II GRADO,3,1,17,8
202425,VBEE819046,SCUOLA PRIMARIA,5,1,1,1
202425,MSEE806029,SCUOLA PRIMARIA,4,2,25,12
202425,TOEE857019,SCUOLA PRIMARIA,4,3,25,37
202425,FEEE81903P,SCUOLA PRIMARIA,2,2,19,20
202425,CRMM80601P,SCUOLA SECONDARIA I GRADO,2,4,47,26
202425,FIMM84201X,SCUOLA SECONDARIA I GRADO,2,3,39,33
202425,CLRI010503,SCUOLA SECONDARIA II GRADO,1,2,30,24
202425,FIMM839025,SCUOLA SECONDARIA I GRADO,3,7,74,92
202425,TEMM81604L,SCUOLA SECONDARIA I GRADO,1,1,7,8
202425,BAEE846017,SCUOLA PRIMARIA,5,1,13,8
202425,TVRC02801P,SCUOLA SECONDARIA II GRADO,2,3,9,54
202425,SRMM807019,SCUOLA SECONDARIA I GRADO,2,4,51,43
202425,TVTF02601L,SCUOLA SECONDARIA II GRADO,4,5,102,12
202425,IMPM009028,SCUOLA SECONDARIA II GRADO,3,4,9,70
202425,RMEE85401A,SCUOLA PRIMARIA,2,3,34,25
202425,PZEE874031,SCUOLA PRIMARIA,3,2,28,12
202425,TVMM87901D,SCUOLA SECONDARIA I GRADO,2,5,59,50
202425,CBEE81802G,SCUOLA PRIMARIA,2,1,7,3
202425,CTRI00901G,SCUOLA SECONDARIA II GRADO,2,1,17,0
202425,RAEE824016,SCUOLA PRIMARIA,3,3,42,35
202425,MIEE865018,SCUOLA PRIMARIA,4,5,62,51
