freq,territorio,ind_type,measure,tipo_ateneo,sesso,tipcorsolaurea,grup_corsilaurea,time_period,obs_value,year
A,ITDA,GRAD,9,9,9,9999,99,2018,4733,2018
A,ITDA,GRAD,9,9,9,9999,99,2019,4749,2019
A,ITDA,GRAD,9,9,9,9999,99,2020,5016,2020
A,ITDA,GRAD,9,9,9,9999,99,2021,5067,2021
A,ITDA,GRAD,9,9,9,9999,99,2022,5011,2022
A,ITDA,GRAD,9,9,9,CDL,99,2010,283,2010
A,ITDA,GRAD,9,9,9,CDL,99,2011,310,2011
A,ITDA,GRAD,9,9,9,CDL,99,2012,316,2012
A,ITDA,GRAD,9,9,9,CDL,99,2013,312,2013
A,ITDA,GRAD,9,9,9,CDL,99,2014,265,2014
A,ITDA,GRAD,9,9,9,L,99,2010,1965,2010
A,ITDA,GRAD,9,9,9,L,99,2011,2301,2011
A,ITDA,GRAD,9,9,9,L,99,2012,2252,2012
A,ITDA,GRAD,9,9,9,L,99,2013,2581,2013
A,ITDA,GRAD,9,9,9,L,99,2014,2648,2014
A,ITDA,GRAD,9,9,9,L,99,2015,2598,2015
A,ITDA,GRAD,9,9,9,L,99,2016,2597,2016
A,ITDA,GRAD,9,9,9,L,99,2017,2677,2017
A,ITDA,GRAD,9,9,9,L,99,2018,2773,2018
A,ITDA,GRAD,9,9,9,L,99,2019,2796,2019
A,ITDA,GRAD,9,9,9,L,99,2020,2890,2020
A,ITDA,GRAD,9,9,9,L,99,2021,2811,2021
A,ITDA,GRAD,9,9,9,L,99,2022,2700,2022
A,ITDA,GRAD,9,9,9,LS,99,2010,843,2010
A,ITDA,GRAD,9,9,9,LS,99,2011,960,2011
A,ITDA,GRAD,9,9,9,LS,99,2012,1065,2012
A,ITDA,GRAD,9,9,9,LS,99,2013,1113,2013
A,ITDA,GRAD,9,9,9,LS,99,2014,1182,2014
A,ITDA,GRAD,9,9,9,LS,99,2015,1306,2015
A,ITDA,GRAD,9,9,9,LS,99,2016,1373,2016
A,ITDA,GRAD,9,9,9,LS,99,2017,1331,2017
A,ITDA,GRAD,9,9,9,LS,99,2018,1378,2018
A,ITDA,GRAD,9,9,9,LS,99,2019,1405,2019
A,ITDA,GRAD,9,9,9,LS,99,2020,1504,2020
A,ITDA,GRAD,9,9,9,LS,99,2021,1670,2021
A,ITDA,GRAD,9,9,9,LS,99,2022,1675,2022
A,ITDA,GRAD,9,9,9,LSCU,99,2010,186,2010
A,ITDA,GRAD,9,9,9,LSCU,99,2011,294,2011
A,ITDA,GRAD,9,9,9,LSCU,99,2012,338,2012
A,ITDA,GRAD,9,9,9,LSCU,99,2013,338,2013
A,ITDA,GRAD,9,9,9,LSCU,99,2014,380,2014
A,ITDA,GRAD,9,9,9,LSCU,99,2015,417,2015
A,ITDA,GRAD,9,9,9,LSCU,99,2016,484,2016
A,ITDA,GRAD,9,9,9,LSCU,99,2017,500,2017
A,ITDA,GRAD,9,9,9,LSCU,99,2018,582,2018
A,ITDA,GRAD,9,9,9,LSCU,99,2019,548,2019
A,ITDA,GRAD,9,9,9,LSCU,99,2020,622,2020
A,ITDA,GRAD,9,9,9,LSCU,99,2021,586,2021
A,ITDA,GRAD,9,9,9,LSCU,99,2022,636,2022
A,ITE,GRAD,9,1,1,9999,99,2010,27937,2010
A,ITE,GRAD,9,1,1,9999,99,2011,27735,2011
A,ITE,GRAD,9,1,1,9999,99,2012,27538,2012
A,ITE,GRAD,9,1,1,9999,99,2013,26628,2013
A,ITE,GRAD,9,1,1,9999,99,2014,26457,2014
A,ITE,GRAD,9,1,1,9999,99,2015,26393,2015
A,ITE,GRAD,9,1,1,9999,99,2016,27331,2016
A,ITE,GRAD,9,1,1,9999,99,2017,27539,2017
A,ITE,GRAD,9,1,1,9999,99,2018,27711,2018
A,ITE,GRAD,9,1,1,9999,99,2019,28901,2019
A,ITE,GRAD,9,1,1,9999,99,2020,28437,2020
A,ITE,GRAD,9,1,1,9999,99,2021,27920,2021
A,ITE,GRAD,9,1,1,9999,99,2022,26344,2022
A,ITE,GRAD,9,1,1,CDL,99,2010,1615,2010
A,ITE,GRAD,9,1,1,CDL,99,2011,1068,2011
A,ITE,GRAD,9,1,1,CDL,99,2012,777,2012
A,ITE,GRAD,9,1,1,CDL,99,2013,574,2013
A,ITE,GRAD,9,1,1,CDL,99,2014,364,2014
A,ITE,GRAD,9,1,1,L,99,2010,16252,2010
A,ITE,GRAD,9,1,1,L,99,2011,15812,2011
A,ITE,GRAD,9,1,1,L,99,2012,15961,2012
A,ITE,GRAD,9,1,1,L,99,2013,15262,2013
A,ITE,GRAD,9,1,1,L,99,2014,15397,2014
A,ITE,GRAD,9,1,1,L,99,2015,14989,2015
A,ITE,GRAD,9,1,1,L,99,2016,15673,2016
A,ITE,GRAD,9,1,1,L,99,2017,15615,2017
A,ITE,GRAD,9,1,1,L,99,2018,15631,2018
A,ITE,GRAD,9,1,1,L,99,2019,16483,2019
A,ITE,GRAD,9,1,1,L,99,2020,15957,2020
A,ITE,GRAD,9,1,1,L,99,2021,15615,2021
A,ITE,GRAD,9,1,1,L,99,2022,14560,2022
A,ITE,GRAD,9,1,1,LS,99,2010,8390,2010
A,ITE,GRAD,9,1,1,LS,99,2011,8722,2011
A,ITE,GRAD,9,1,1,LS,99,2012,8466,2012
A,ITE,GRAD,9,1,1,LS,99,2013,8322,2013
A,ITE,GRAD,9,1,1,LS,99,2014,8142,2014
A,ITE,GRAD,9,1,1,LS,99,2015,8313,2015
A,ITE,GRAD,9,1,1,LS,99,2016,8497,2016
A,ITE,GRAD,9,1,1,LS,99,2017,8712,2017
A,ITE,GRAD,9,1,1,LS,99,2018,8987,2018
A,ITE,GRAD,9,1,1,LS,99,2019,9411,2019
A,ITE,GRAD,9,1,1,LS,99,2020,9582,2020
A,ITE,GRAD,9,1,1,LS,99,2021,9747,2021
A,ITE,GRAD,9,1,1,LS,99,2022,9491,2022
A,ITE,GRAD,9,1,1,LSCU,99,2010,1680,2010
A,ITE,GRAD,9,1,1,LSCU,99,2011,2133,2011
A,ITE,GRAD,9,1,1,LSCU,99,2012,2334,2012
A,ITE,GRAD,9,1,1,LSCU,99,2013,2470,2013
A,ITE,GRAD,9,1,1,LSCU,99,2014,2554,2014
A,ITE,GRAD,9,1,1,LSCU,99,2015,3091,2015
A,ITE,GRAD,9,1,1,LSCU,99,2016,3161,2016
A,ITE,GRAD,9,1,1,LSCU,99,2017,3212,2017
A,ITE,GRAD,9,1,1,LSCU,99,2018,3093,2018
A,ITE,GRAD,9,1,1,LSCU,99,2019,3007,2019
A,ITE,GRAD,9,1,1,LSCU,99,2020,2898,2020
A,ITE,GRAD,9,1,1,LSCU,99,2021,2558,2021
A,ITE,GRAD,9,1,1,LSCU,99,2022,2293,2022
A,ITE,GRAD,9,1,2,9999,99,2010,38727,2010
A,ITE,GRAD,9,1,2,9999,99,2011,39580,2011
A,ITE,GRAD,9,1,2,9999,99,2012,39411,2012
A,ITE,GRAD,9,1,2,9999,99,2013,39076,2013
A,ITE,GRAD,9,1,2,9999,99,2014,37942,2014
A,ITE,GRAD,9,1,2,9999,99,2015,37135,2015
A,ITE,GRAD,9,1,2,9999,99,2016,37444,2016
A,ITE,GRAD,9,1,2,9999,99,2017,37481,2017
A,ITE,GRAD,9,1,2,9999,99,2018,38084,2018
A,ITE,GRAD,9,1,2,9999,99,2019,39409,2019
A,ITE,GRAD,9,1,2,9999,99,2020,38323,2020
A,ITE,GRAD,9,1,2,9999,99,2021,40424,2021
A,ITE,GRAD,9,1,2,9999,99,2022,37934,2022
A,ITE,GRAD,9,1,2,CDL,99,2010,2965,2010
A,ITE,GRAD,9,1,2,CDL,99,2011,2473,2011
A,ITE,GRAD,9,1,2,CDL,99,2012,1943,2012
A,ITE,GRAD,9,1,2,CDL,99,2013,1562,2013
A,ITE,GRAD,9,1,2,CDL,99,2014,1350,2014
A,ITE,GRAD,9,1,2,L,99,2010,21354,2010
A,ITE,GRAD,9,1,2,L,99,2011,21890,2011
A,ITE,GRAD,9,1,2,L,99,2012,21725,2012
A,ITE,GRAD,9,1,2,L,99,2013,21637,2013
A,ITE,GRAD,9,1,2,L,99,2014,21291,2014
A,ITE,GRAD,9,1,2,L,99,2015,20658,2015
A,ITE,GRAD,9,1,2,L,99,2016,20881,2016
A,ITE,GRAD,9,1,2,L,99,2017,20876,2017
A,ITE,GRAD,9,1,2,L,99,2018,21220,2018
A,ITE,GRAD,9,1,2,L,99,2019,22407,2019
A,ITE,GRAD,9,1,2,L,99,2020,21101,2020
A,ITE,GRAD,9,1,2,L,99,2021,22460,2021
A,ITE,GRAD,9,1,2,L,99,2022,20329,2022
A,ITE,GRAD,9,1,2,LS,99,2010,11251,2010
A,ITE,GRAD,9,1,2,LS,99,2011,11828,2011
A,ITE,GRAD,9,1,2,LS,99,2012,11895,2012
A,ITE,GRAD,9,1,2,LS,99,2013,11581,2013
A,ITE,GRAD,9,1,2,LS,99,2014,10859,2014
A,ITE,GRAD,9,1,2,LS,99,2015,11012,2015
A,ITE,GRAD,9,1,2,LS,99,2016,10959,2016
A,ITE,GRAD,9,1,2,LS,99,2017,11060,2017
A,ITE,GRAD,9,1,2,LS,99,2018,11217,2018
A,ITE,GRAD,9,1,2,LS,99,2019,11551,2019
A,ITE,GRAD,9,1,2,LS,99,2020,11840,2020
A,ITE,GRAD,9,1,2,LS,99,2021,12574,2021
A,ITE,GRAD,9,1,2,LS,99,2022,12543,2022
A,ITE,GRAD,9,1,2,LSCU,99,2010,3157,2010
A,ITE,GRAD,9,1,2,LSCU,99,2011,3389,2011
A,ITE,GRAD,9,1,2,LSCU,99,2012,3848,2012
A,ITE,GRAD,9,1,2,LSCU,99,2013,4296,2013
A,ITE,GRAD,9,1,2,LSCU,99,2014,4442,2014
A,ITE,GRAD,9,1,2,LSCU,99,2015,5465,2015
A,ITE,GRAD,9,1,2,LSCU,99,2016,5604,2016
A,ITE,GRAD,9,1,2,LSCU,99,2017,5545,2017
A,ITE,GRAD,9,1,2,LSCU,99,2018,5647,2018
A,ITE,GRAD,9,1,2,LSCU,99,2019,5451,2019
A,ITE,GRAD,9,1,2,LSCU,99,2020,5382,2020
A,ITE,GRAD,9,1,2,LSCU,99,2021,5390,2021
A,ITE,GRAD,9,1,2,LSCU,99,2022,5062,2022
A,ITE,GRAD,9,1,9,9999,99,2010,66664,2010
A,ITE,GRAD,9,1,9,9999,99,2011,67315,2011
A,ITE,GRAD,9,1,9,9999,99,2012,66949,2012
A,ITE,GRAD,9,1,9,9999,99,2013,65704,2013
A,ITE,GRAD,9,1,9,9999,99,2014,64399,2014
A,ITE,GRAD,9,1,9,9999,99,2015,63528,2015
A,ITE,GRAD,9,1,9,9999,99,2016,64775,2016
A,ITE,GRAD,9,1,9,9999,99,2017,65020,2017
A,ITE,GRAD,9,1,9,9999,99,2018,65795,2018
A,ITE,GRAD,9,1,9,9999,99,2019,68310,2019
A,ITE,GRAD,9,1,9,9999,99,2020,66760,2020
A,ITE,GRAD,9,1,9,9999,99,2021,68344,2021
A,ITE,GRAD,9,1,9,9999,99,2022,64278,2022
A,ITE,GRAD,9,1,9,CDL,99,2010,4580,2010
A,ITE,GRAD,9,1,9,CDL,99,2011,3541,2011
A,ITE,GRAD,9,1,9,CDL,99,2012,2720,2012
A,ITE,GRAD,9,1,9,CDL,99,2013,2136,2013
A,ITE,GRAD,9,1,9,CDL,99,2014,1714,2014
A,ITE,GRAD,9,1,9,L,99,2010,37606,2010
A,ITE,GRAD,9,1,9,L,99,2011,37702,2011
A,ITE,GRAD,9,1,9,L,99,2012,37686,2012
A,ITE,GRAD,9,1,9,L,99,2013,36899,2013
A,ITE,GRAD,9,1,9,L,99,2014,36688,2014
A,ITE,GRAD,9,1,9,L,99,2015,35647,2015
A,ITE,GRAD,9,1,9,L,99,2016,36554,2016
A,ITE,GRAD,9,1,9,L,99,2017,36491,2017
A,ITE,GRAD,9,1,9,L,99,2018,36851,2018
A,ITE,GRAD,9,1,9,L,99,2019,38890,2019
A,ITE,GRAD,9,1,9,L,99,2020,37058,2020
A,ITE,GRAD,9,1,9,L,99,2021,38075,2021
A,ITE,GRAD,9,1,9,L,99,2022,34889,2022
A,ITE,GRAD,9,1,9,LS,99,2010,19641,2010
A,ITE,GRAD,9,1,9,LS,99,2011,20550,2011
A,ITE,GRAD,9,1,9,LS,99,2012,20361,2012
A,ITE,GRAD,9,1,9,LS,99,2013,19903,2013
A,ITE,GRAD,9,1,9,LS,99,2014,19001,2014
A,ITE,GRAD,9,1,9,LS,99,2015,19325,2015
A,ITE,GRAD,9,1,9,LS,99,2016,19456,2016
A,ITE,GRAD,9,1,9,LS,99,2017,19772,2017
A,ITE,GRAD,9,1,9,LS,99,2018,20204,2018
A,ITE,GRAD,9,1,9,LS,99,2019,20962,2019
A,ITE,GRAD,9,1,9,LS,99,2020,21422,2020
A,ITE,GRAD,9,1,9,LS,99,2021,22321,2021
A,ITE,GRAD,9,1,9,LS,99,2022,22034,2022
A,ITE,GRAD,9,1,9,LSCU,99,2010,4837,2010
A,ITE,GRAD,9,1,9,LSCU,99,2011,5522,2011
A,ITE,GRAD,9,1,9,LSCU,99,2012,6182,2012
A,ITE,GRAD,9,1,9,LSCU,99,2013,6766,2013
A,ITE,GRAD,9,1,9,LSCU,99,2014,6996,2014
A,ITE,GRAD,9,1,9,LSCU,99,2015,8556,2015
A,ITE,GRAD,9,1,9,LSCU,99,2016,8765,2016
A,ITE,GRAD,9,1,9,LSCU,99,2017,8757,2017
A,ITE,GRAD,9,1,9,LSCU,99,2018,8740,2018
A,ITE,GRAD,9,1,9,LSCU,99,2019,8458,2019
A,ITE,GRAD,9,1,9,LSCU,99,2020,8280,2020
A,ITE,GRAD,9,1,9,LSCU,99,2021,7948,2021
A,ITE,GRAD,9,1,9,LSCU,99,2022,7355,2022
A,ITE,GRAD,9,2,1,9999,99,2010,3595,2010
A,ITE,GRAD,9,2,1,9999,99,2011,4359,2011
A,ITE,GRAD,9,2,1,9999,99,2012,4258,2012
A,ITE,GRAD,9,2,1,9999,99,2013,5044,2013
A,ITE,GRAD,9,2,1,9999,99,2014,5301,2014
A,ITE,GRAD,9,2,1,9999,99,2015,5143,2015
A,ITE,GRAD,9,2,1,9999,99,2016,5313,2016
A,ITE,GRAD,9,2,1,9999,99,2017,5838,2017
A,ITE,GRAD,9,2,1,9999,99,2018,6428,2018
A,ITE,GRAD,9,2,1,9999,99,2019,5492,2019
A,ITE,GRAD,9,2,1,9999,99,2020,7951,2020
A,ITE,GRAD,9,2,1,9999,99,2021,10180,2021
A,ITE,GRAD,9,2,1,9999,99,2022,11251,2022
A,ITE,GRAD,9,2,1,CDL,99,2010,12,2010
A,ITE,GRAD,9,2,1,CDL,99,2011,9,2011
A,ITE,GRAD,9,2,1,CDL,99,2012,10,2012
A,ITE,GRAD,9,2,1,CDL,99,2013,5,2013
A,ITE,GRAD,9,2,1,CDL,99,2014,7,2014
A,ITE,GRAD,9,2,1,L,99,2010,2106,2010
A,ITE,GRAD,9,2,1,L,99,2011,2856,2011
A,ITE,GRAD,9,2,1,L,99,2012,2610,2012
A,ITE,GRAD,9,2,1,L,99,2013,3201,2013
A,ITE,GRAD,9,2,1,L,99,2014,3231,2014
A,ITE,GRAD,9,2,1,L,99,2015,3065,2015
A,ITE,GRAD,9,2,1,L,99,2016,2939,2016
A,ITE,GRAD,9,2,1,L,99,2017,3228,2017
A,ITE,GRAD,9,2,1,L,99,2018,3579,2018
A,ITE,GRAD,9,2,1,L,99,2019,3018,2019
A,ITE,GRAD,9,2,1,L,99,2020,4722,2020
A,ITE,GRAD,9,2,1,L,99,2021,5840,2021
A,ITE,GRAD,9,2,1,L,99,2022,6819,2022
A,ITE,GRAD,9,2,1,LS,99,2010,962,2010
A,ITE,GRAD,9,2,1,LS,99,2011,957,2011
A,ITE,GRAD,9,2,1,LS,99,2012,987,2012
A,ITE,GRAD,9,2,1,LS,99,2013,1162,2013
A,ITE,GRAD,9,2,1,LS,99,2014,1245,2014
A,ITE,GRAD,9,2,1,LS,99,2015,1175,2015
A,ITE,GRAD,9,2,1,LS,99,2016,1462,2016
A,ITE,GRAD,9,2,1,LS,99,2017,1700,2017
A,ITE,GRAD,9,2,1,LS,99,2018,1892,2018
A,ITE,GRAD,9,2,1,LS,99,2019,1865,2019
A,ITE,GRAD,9,2,1,LS,99,2020,2394,2020
A,ITE,GRAD,9,2,1,LS,99,2021,3300,2021
A,ITE,GRAD,9,2,1,LS,99,2022,3576,2022
A,ITE,GRAD,9,2,1,LSCU,99,2010,515,2010
A,ITE,GRAD,9,2,1,LSCU,99,2011,537,2011
A,ITE,GRAD,9,2,1,LSCU,99,2012,651,2012
A,ITE,GRAD,9,2,1,LSCU,99,2013,676,2013
A,ITE,GRAD,9,2,1,LSCU,99,2014,818,2014
A,ITE,GRAD,9,2,1,LSCU,99,2015,903,2015
A,ITE,GRAD,9,2,1,LSCU,99,2016,912,2016
A,ITE,GRAD,9,2,1,LSCU,99,2017,910,2017
A,ITE,GRAD,9,2,1,LSCU,99,2018,957,2018
A,ITE,GRAD,9,2,1,LSCU,99,2019,609,2019
A,ITE,GRAD,9,2,1,LSCU,99,2020,835,2020
A,ITE,GRAD,9,2,1,LSCU,99,2021,1040,2021
A,ITE,GRAD,9,2,1,LSCU,99,2022,856,2022
A,ITE,GRAD,9,2,2,9999,99,2010,3582,2010
A,ITE,GRAD,9,2,2,9999,99,2011,3974,2011
A,ITE,GRAD,9,2,2,9999,99,2012,4274,2012
A,ITE,GRAD,9,2,2,9999,99,2013,4872,2013
A,ITE,GRAD,9,2,2,9999,99,2014,5183,2014
A,ITE,GRAD,9,2,2,9999,99,2015,4994,2015
A,ITE,GRAD,9,2,2,9999,99,2016,5482,2016
A,ITE,GRAD,9,2,2,9999,99,2017,6074,2017
A,ITE,GRAD,9,2,2,9999,99,2018,6551,2018
A,ITE,GRAD,9,2,2,9999,99,2019,5766,2019
A,ITE,GRAD,9,2,2,9999,99,2020,7827,2020
A,ITE,GRAD,9,2,2,9999,99,2021,10524,2021
A,ITE,GRAD,9,2,2,9999,99,2022,11581,2022
A,ITE,GRAD,9,2,2,CDL,99,2010,117,2010
A,ITE,GRAD,9,2,2,CDL,99,2011,91,2011
A,ITE,GRAD,9,2,2,CDL,99,2012,99,2012
A,ITE,GRAD,9,2,2,CDL,99,2013,129,2013
A,ITE,GRAD,9,2,2,CDL,99,2014,167,2014
A,ITE,GRAD,9,2,2,L,99,2010,1913,2010
A,ITE,GRAD,9,2,2,L,99,2011,2158,2011
A,ITE,GRAD,9,2,2,L,99,2012,2291,2012
A,ITE,GRAD,9,2,2,L,99,2013,2654,2013
A,ITE,GRAD,9,2,2,L,99,2014,2764,2014
A,ITE,GRAD,9,2,2,L,99,2015,2715,2015
A,ITE,GRAD,9,2,2,L,99,2016,2874,2016
A,ITE,GRAD,9,2,2,L,99,2017,3161,2017
A,ITE,GRAD,9,2,2,L,99,2018,3346,2018
A,ITE,GRAD,9,2,2,L,99,2019,2610,2019
A,ITE,GRAD,9,2,2,L,99,2020,3623,2020
A,ITE,GRAD,9,2,2,L,99,2021,4998,2021
A,ITE,GRAD,9,2,2,L,99,2022,5540,2022
A,ITE,GRAD,9,2,2,LS,99,2010,999,2010
A,ITE,GRAD,9,2,2,LS,99,2011,1105,2011
A,ITE,GRAD,9,2,2,LS,99,2012,1209,2012
A,ITE,GRAD,9,2,2,LS,99,2013,1349,2013
A,ITE,GRAD,9,2,2,LS,99,2014,1414,2014
A,ITE,GRAD,9,2,2,LS,99,2015,1397,2015
A,ITE,GRAD,9,2,2,LS,99,2016,1678,2016
A,ITE,GRAD,9,2,2,LS,99,2017,1838,2017
A,ITE,GRAD,9,2,2,LS,99,2018,2134,2018
A,ITE,GRAD,9,2,2,LS,99,2019,2313,2019
A,ITE,GRAD,9,2,2,LS,99,2020,3096,2020
A,ITE,GRAD,9,2,2,LS,99,2021,4293,2021
A,ITE,GRAD,9,2,2,LS,99,2022,4871,2022
A,ITE,GRAD,9,2,2,LSCU,99,2010,553,2010
A,ITE,GRAD,9,2,2,LSCU,99,2011,620,2011
A,ITE,GRAD,9,2,2,LSCU,99,2012,675,2012
A,ITE,GRAD,9,2,2,LSCU,99,2013,740,2013
A,ITE,GRAD,9,2,2,LSCU,99,2014,838,2014
A,ITE,GRAD,9,2,2,LSCU,99,2015,882,2015
A,ITE,GRAD,9,2,2,LSCU,99,2016,930,2016
A,ITE,GRAD,9,2,2,LSCU,99,2017,1075,2017
A,ITE,GRAD,9,2,2,LSCU,99,2018,1071,2018
A,ITE,GRAD,9,2,2,LSCU,99,2019,843,2019
A,ITE,GRAD,9,2,2,LSCU,99,2020,1108,2020
A,ITE,GRAD,9,2,2,LSCU,99,2021,1233,2021
A,ITE,GRAD,9,2,2,LSCU,99,2022,1170,2022
A,ITE,GRAD,9,2,9,9999,99,2010,7177,2010
A,ITE,GRAD,9,2,9,9999,99,2011,8333,2011
A,ITE,GRAD,9,2,9,9999,99,2012,8532,2012
A,ITE,GRAD,9,2,9,9999,99,2013,9916,2013
A,ITE,GRAD,9,2,9,9999,99,2014,10484,2014
A,ITE,GRAD,9,2,9,9999,99,2015,10137,2015
A,ITE,GRAD,9,2,9,9999,99,2016,10795,2016
A,ITE,GRAD,9,2,9,9999,99,2017,11912,2017
A,ITE,GRAD,9,2,9,9999,99,2018,12979,2018
A,ITE,GRAD,9,2,9,9999,99,2019,11258,2019
A,ITE,GRAD,9,2,9,9999,99,2020,15778,2020
A,ITE,GRAD,9,2,9,9999,99,2021,20704,2021
A,ITE,GRAD,9,2,9,9999,99,2022,22832,2022
A,ITE,GRAD,9,2,9,CDL,99,2010,129,2010
A,ITE,GRAD,9,2,9,CDL,99,2011,100,2011
A,ITE,GRAD,9,2,9,CDL,99,2012,109,2012
A,ITE,GRAD,9,2,9,CDL,99,2013,134,2013
A,ITE,GRAD,9,2,9,CDL,99,2014,174,2014
A,ITE,GRAD,9,2,9,L,99,2010,4019,2010
A,ITE,GRAD,9,2,9,L,99,2011,5014,2011
A,ITE,GRAD,9,2,9,L,99,2012,4901,2012
A,ITE,GRAD,9,2,9,L,99,2013,5855,2013
A,ITE,GRAD,9,2,9,L,99,2014,5995,2014
A,ITE,GRAD,9,2,9,L,99,2015,5780,2015
A,ITE,GRAD,9,2,9,L,99,2016,5813,2016
A,ITE,GRAD,9,2,9,L,99,2017,6389,2017
A,ITE,GRAD,9,2,9,L,99,2018,6925,2018
A,ITE,GRAD,9,2,9,L,99,2019,5628,2019
A,ITE,GRAD,9,2,9,L,99,2020,8345,2020
A,ITE,GRAD,9,2,9,L,99,2021,10838,2021
A,ITE,GRAD,9,2,9,L,99,2022,12359,2022
A,ITE,GRAD,9,2,9,LS,99,2010,1961,2010
A,ITE,GRAD,9,2,9,LS,99,2011,2062,2011
A,ITE,GRAD,9,2,9,LS,99,2012,2196,2012
A,ITE,GRAD,9,2,9,LS,99,2013,2511,2013
A,ITE,GRAD,9,2,9,LS,99,2014,2659,2014
A,ITE,GRAD,9,2,9,LS,99,2015,2572,2015
A,ITE,GRAD,9,2,9,LS,99,2016,3140,2016
A,ITE,GRAD,9,2,9,LS,99,2017,3538,2017
A,ITE,GRAD,9,2,9,LS,99,2018,4026,2018
A,ITE,GRAD,9,2,9,LS,99,2019,4178,2019
A,ITE,GRAD,9,2,9,LS,99,2020,5490,2020
A,ITE,GRAD,9,2,9,LS,99,2021,7593,2021
A,ITE,GRAD,9,2,9,LS,99,2022,8447,2022
A,ITE,GRAD,9,2,9,LSCU,99,2010,1068,2010
A,ITE,GRAD,9,2,9,LSCU,99,2011,1157,2011
A,ITE,GRAD,9,2,9,LSCU,99,2012,1326,2012
A,ITE,GRAD,9,2,9,LSCU,99,2013,1416,2013
A,ITE,GRAD,9,2,9,LSCU,99,2014,1656,2014
A,ITE,GRAD,9,2,9,LSCU,99,2015,1785,2015
A,ITE,GRAD,9,2,9,LSCU,99,2016,1842,2016
A,ITE,GRAD,9,2,9,LSCU,99,2017,1985,2017
A,ITE,GRAD,9,2,9,LSCU,99,2018,2028,2018
A,ITE,GRAD,9,2,9,LSCU,99,2019,1452,2019
A,ITE,GRAD,9,2,9,LSCU,99,2020,1943,2020
A,ITE,GRAD,9,2,9,LSCU,99,2021,2273,2021
A,ITE,GRAD,9,2,9,LSCU,99,2022,2026,2022
A,ITE,GRAD,9,9,1,9999,99,2010,31532,2010
A,ITE,GRAD,9,9,1,9999,99,2011,32094,2011
A,ITE,GRAD,9,9,1,9999,99,2012,31796,2012
A,ITE,GRAD,9,9,1,9999,99,2013,31672,2013
A,ITE,GRAD,9,9,1,9999,99,2014,31758,2014
A,ITE,GRAD,9,9,1,9999,99,2015,31536,2015
A,ITE,GRAD,9,9,1,9999,99,2016,32644,2016
A,ITE,GRAD,9,9,1,9999,99,2017,33377,2017
A,ITE,GRAD,9,9,1,9999,99,2018,34139,2018
A,ITE,GRAD,9,9,1,9999,99,2019,34393,2019
A,ITE,GRAD,9,9,1,9999,99,2020,36388,2020
A,ITE,GRAD,9,9,1,9999,99,2021,38100,2021
A,ITE,GRAD,9,9,1,9999,99,2022,37595,2022
A,ITE,GRAD,9,9,1,CDL,99,2010,1627,2010
A,ITE,GRAD,9,9,1,CDL,99,2011,1077,2011
A,ITE,GRAD,9,9,1,CDL,99,2012,787,2012
A,ITE,GRAD,9,9,1,CDL,99,2013,579,2013
A,ITE,GRAD,9,9,1,CDL,99,2014,371,2014
A,ITE,GRAD,9,9,1,L,99,2010,18358,2010
A,ITE,GRAD,9,9,1,L,99,2011,18668,2011
A,ITE,GRAD,9,9,1,L,99,2012,18571,2012
A,ITE,GRAD,9,9,1,L,99,2013,18463,2013
A,ITE,GRAD,9,9,1,L,99,2014,18628,2014
A,ITE,GRAD,9,9,1,L,99,2015,18054,2015
A,ITE,GRAD,9,9,1,L,99,2016,18612,2016
A,ITE,GRAD,9,9,1,L,99,2017,18843,2017
A,ITE,GRAD,9,9,1,L,99,2018,19210,2018
A,ITE,GRAD,9,9,1,L,99,2019,19501,2019
A,ITE,GRAD,9,9,1,L,99,2020,20679,2020
A,ITE,GRAD,9,9,1,L,99,2021,21455,2021
A,ITE,GRAD,9,9,1,L,99,2022,21379,2022
A,ITE,GRAD,9,9,1,LS,99,2010,9352,2010
A,ITE,GRAD,9,9,1,LS,99,2011,9679,2011
A,ITE,GRAD,9,9,1,LS,99,2012,9453,2012
A,ITE,GRAD,9,9,1,LS,99,2013,9484,2013
A,ITE,GRAD,9,9,1,LS,99,2014,9387,2014
A,ITE,GRAD,9,9,1,LS,99,2015,9488,2015
A,ITE,GRAD,9,9,1,LS,99,2016,9959,2016
A,ITE,GRAD,9,9,1,LS,99,2017,10412,2017
A,ITE,GRAD,9,9,1,LS,99,2018,10879,2018
A,ITE,GRAD,9,9,1,LS,99,2019,11276,2019
A,ITE,GRAD,9,9,1,LS,99,2020,11976,2020
A,ITE,GRAD,9,9,1,LS,99,2021,13047,2021
A,ITE,GRAD,9,9,1,LS,99,2022,13067,2022
A,ITE,GRAD,9,9,1,LSCU,99,2010,2195,2010
A,ITE,GRAD,9,9,1,LSCU,99,2011,2670,2011
A,ITE,GRAD,9,9,1,LSCU,99,2012,2985,2012
A,ITE,GRAD,9,9,1,LSCU,99,2013,3146,2013
A,ITE,GRAD,9,9,1,LSCU,99,2014,3372,2014
A,ITE,GRAD,9,9,1,LSCU,99,2015,3994,2015
A,ITE,GRAD,9,9,1,LSCU,99,2016,4073,2016
A,ITE,GRAD,9,9,1,LSCU,99,2017,4122,2017
A,ITE,GRAD,9,9,1,LSCU,99,2018,4050,2018
A,ITE,GRAD,9,9,1,LSCU,99,2019,3616,2019
