ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSO,FASCIAETA,ALUNNI
202425,BAMM82101T,SCUOLA SECONDARIA I GRADO,2,13 anni,1
202425,NUTD00601E,SCUOLA SECONDARIA II GRADO,5,18 anni,8
202425,LUEE83201T,SCUOLA PRIMARIA,1,< di 6 anni,1
202425,CEEE8BH022,SCUOLA PRIMARIA,1,< di 6 anni,7
202425,BGMM811018,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,1
202425,BAEE89502D,SCUOLA PRIMARIA,2,7 anni,40
202425,FRSD021017,SCUOLA SECONDARIA II GRADO,5,17 anni,5
202425,PAEE886083,SCUOLA PRIMARIA,1,6 anni,39
202425,AGMM80802L,SCUOLA SECONDARIA I GRADO,3,12 anni,4
202425,VBRH006017,SCUOLA SECONDARIA II GRADO,2,14 anni,3
202425,MOMM83601C,SCUOLA SECONDARIA I GRADO,2,12 anni,69
202425,SAEE8AA054,SCUOLA PRIMARIA,5,9 anni,3
202425,RMPC10401G,SCUOLA SECONDARIA II GRADO,3,17 anni,3
202425,PNMM83601X,SCUOLA SECONDARIA I GRADO,1,13 anni,2
202425,AVTD01401E,SCUOLA SECONDARIA II GRADO,2,15 anni,22
202425,SAMM8AY02P,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,3
202425,CBMM80904T,SCUOLA SECONDARIA I GRADO,1,12 anni,1
202425,LTEE818014,SCUOLA PRIMARIA,4,9 anni,19
202425,VAPS004017,SCUOLA SECONDARIA II GRADO,1,15 anni,12
202425,SARI013019,SCUOLA SECONDARIA II GRADO,4,16 anni,2
202425,CNPM010004,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,2
202425,SAEE16101V,SCUOLA PRIMARIA,2,8 anni,1
202425,GEEE81402P,SCUOLA PRIMARIA,4,10 anni,2
202425,BGMM82202Q,SCUOLA SECONDARIA I GRADO,1,11 anni,23
202425,RIEE807016,SCUOLA PRIMARIA,2,7 anni,3
202425,TOTD06851D,SCUOLA SECONDARIA II GRADO,5,18 anni,1
202425,PAPM04000V,SCUOLA SECONDARIA II GRADO,1,16 anni,7
202425,MTEE82702D,SCUOLA PRIMARIA,4,8 anni,9
202425,MOEE840015,SCUOLA PRIMARIA,3,8 anni,16
202425,LURI01601N,SCUOLA SECONDARIA II GRADO,1,17 anni,6
202425,TVTD09000L,SCUOLA SECONDARIA II GRADO,1,14 anni,229
202425,BIEE81301N,SCUOLA PRIMARIA,4,9 anni,42
202425,CTEE816055,SCUOLA PRIMARIA,2,7 anni,16
202425,CESL02201B,SCUOLA SECONDARIA II GRADO,2,17 anni,1
202425,ATEE805062,SCUOLA PRIMARIA,2,7 anni,6
202425,CETD03901Q,SCUOLA SECONDARIA II GRADO,1,14 anni,72
202425,FITD013019,SCUOLA SECONDARIA II GRADO,3,15 anni,4
202425,CLRI006013,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,6
202425,PVEE814026,SCUOLA PRIMARIA,3,9 anni,1
202425,SAEE8A505B,SCUOLA PRIMARIA,5,9 anni,1
202425,KREE80306Q,SCUOLA PRIMARIA,2,6 anni,4
202425,FERI00801X,SCUOLA SECONDARIA II GRADO,2,15 anni,32
202425,GREE82702C,SCUOLA PRIMARIA,5,10 anni,33
202425,VBEE81203A,SCUOLA PRIMARIA,4,9 anni,16
202425,MIPS210009,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,8
202425,BARH06951G,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,13
202425,VETD030001,SCUOLA SECONDARIA II GRADO,3,15 anni,2
202425,NOEE807062,SCUOLA PRIMARIA,3,8 anni,16
202425,LUEE82703C,SCUOLA PRIMARIA,5,9 anni,1
202425,CREE804036,SCUOLA PRIMARIA,2,9 anni,1
202425,AVEE865013,SCUOLA PRIMARIA,2,8 anni,2
202425,TAMM87501V,SCUOLA SECONDARIA I GRADO,1,13 anni,1
202425,VIMM81001P,SCUOLA SECONDARIA I GRADO,3,13 anni,78
202425,KREE83105V,SCUOLA PRIMARIA,3,7 anni,3
202425,CAEE83502P,SCUOLA PRIMARIA,2,7 anni,17
202425,ALMM82201C,SCUOLA SECONDARIA I GRADO,1,12 anni,3
202425,CSMM83203R,SCUOLA SECONDARIA I GRADO,3,12 anni,1
202425,PAEE8AJ02B,SCUOLA PRIMARIA,1,< di 6 anni,1
202425,SAMM87201A,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,13
202425,VEEE855012,SCUOLA PRIMARIA,2,7 anni,34
202425,VEEE81403T,SCUOLA PRIMARIA,2,7 anni,2
202425,CNSL007015,SCUOLA SECONDARIA II GRADO,2,15 anni,83
202425,VIMM88601X,SCUOLA SECONDARIA I GRADO,2,11 anni,1
202425,MNMM83101L,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,4
202425,NATD01901C,SCUOLA SECONDARIA II GRADO,1,16 anni,4
202425,FIMM86401R,SCUOLA SECONDARIA I GRADO,3,13 anni,159
202425,BNRI00201D,SCUOLA SECONDARIA II GRADO,2,17 anni,1
202425,MEEE869029,SCUOLA PRIMARIA,3,8 anni,7
202425,ORMM82104T,SCUOLA SECONDARIA I GRADO,3,13 anni,9
202425,MBTD49000L,SCUOLA SECONDARIA II GRADO,3,15 anni,3
202425,RMMM86602L,SCUOLA SECONDARIA I GRADO,2,12 anni,35
202425,MIRC059012,SCUOLA SECONDARIA II GRADO,1,17 anni,1
202425,PNEE81102N,SCUOLA PRIMARIA,3,9 anni,2
202425,CAMM8AC04V,SCUOLA SECONDARIA I GRADO,3,13 anni,6
202425,MEMM86601Q,SCUOLA SECONDARIA I GRADO,3,13 anni,62
202425,TSPC00401R,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,1
202425,MIEE8AB01Q,SCUOLA PRIMARIA,3,8 anni,96
202425,FIMM87101X,SCUOLA SECONDARIA I GRADO,1,12 anni,14
202425,VREE816046,SCUOLA PRIMARIA,2,7 anni,21
202425,PAEE8BQ01Q,SCUOLA PRIMARIA,5,9 anni,4
202425,NAEE8GL01R,SCUOLA PRIMARIA,4,10 anni,1
202425,CZMM84601C,SCUOLA SECONDARIA I GRADO,3,13 anni,47
202425,BGEE80801D,SCUOLA PRIMARIA,5,> di 10 anni,2
202425,FOTD00401Q,SCUOLA SECONDARIA II GRADO,3,16 anni,68
202425,CRTF001017,SCUOLA SECONDARIA II GRADO,2,15 anni,29
202425,RMEE88101P,SCUOLA PRIMARIA,5,9 anni,2
202425,BORF02750X,SCUOLA SECONDARIA II GRADO,3,18 anni,6
202425,CZEE843034,SCUOLA PRIMARIA,5,10 anni,4
202425,PDMM861016,SCUOLA SECONDARIA I GRADO,2,12 anni,84
202425,TVEE877042,SCUOLA PRIMARIA,3,8 anni,20
202425,RMSD10102P,SCUOLA SECONDARIA II GRADO,4,17 anni,31
202425,PAEE8BH01Q,SCUOLA PRIMARIA,4,8 anni,1
202425,LOMM80401B,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,7
202425,LUTF018016,SCUOLA SECONDARIA II GRADO,3,15 anni,1
202425,RMEE8C409D,SCUOLA PRIMARIA,1,7 anni,1
202425,RMEE863026,SCUOLA PRIMARIA,2,8 anni,3
202425,NARC11101B,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,2
202425,NAEE10101R,SCUOLA PRIMARIA,4,9 anni,99
202425,CZEE86905A,SCUOLA PRIMARIA,2,8 anni,1
202425,CZEE858128,SCUOLA PRIMARIA,4,10 anni,1
202425,CLEE83301N,SCUOLA PRIMARIA,1,6 anni,23
202425,ARMM83002V,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,4
202425,CTMM00300T,SCUOLA SECONDARIA I GRADO,2,12 anni,160
202425,RNEE80303D,SCUOLA PRIMARIA,2,7 anni,13
202425,CATD02801V,SCUOLA SECONDARIA II GRADO,2,16 anni,8
202425,RMEE8BH03X,SCUOLA PRIMARIA,3,7 anni,1
202425,TOEE8BH019,SCUOLA PRIMARIA,1,6 anni,50
202425,RMTD03901L,SCUOLA SECONDARIA II GRADO,3,17 anni,10
202425,VIRH010001,SCUOLA SECONDARIA II GRADO,1,16 anni,1
202425,TAEE810015,SCUOLA PRIMARIA,2,7 anni,32
202425,RMEE8C702N,SCUOLA PRIMARIA,2,7 anni,19
202425,AGTD09000R,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,2
202425,SREE817011,SCUOLA PRIMARIA,3,9 anni,2
202425,CBPS08000N,SCUOLA SECONDARIA II GRADO,4,18 anni,1
202425,RMEE893033,SCUOLA PRIMARIA,5,> di 10 anni,1
202425,SAEE8BD034,SCUOLA PRIMARIA,1,< di 6 anni,1
202425,AREE827046,SCUOLA PRIMARIA,4,8 anni,3
202425,NARI01002C,SCUOLA SECONDARIA II GRADO,3,17 anni,8
202425,RMRH07000D,SCUOLA SECONDARIA II GRADO,2,15 anni,144
202425,VEMM861018,SCUOLA SECONDARIA I GRADO,1,12 anni,5
202425,FRTD01901L,SCUOLA SECONDARIA II GRADO,3,18 anni,2
202425,BTRH05850R,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,13
202425,MIEE888011,SCUOLA PRIMARIA,5,10 anni,51
202425,TOEE8AQ03R,SCUOLA PRIMARIA,2,7 anni,2
202425,AQRI007011,SCUOLA SECONDARIA II GRADO,3,18 anni,3
202425,RMEE898014,SCUOLA PRIMARIA,5,> di 10 anni,4
202425,LIEE818026,SCUOLA PRIMARIA,2,9 anni,1
202425,CHTH018015,SCUOLA SECONDARIA II GRADO,3,16 anni,55
202425,RMRH122012,SCUOLA SECONDARIA II GRADO,5,17 anni,2
202425,BAEE82201P,SCUOLA PRIMARIA,1,7 anni,1
202425,NATE104013,SCUOLA SECONDARIA II GRADO,3,17 anni,6
202425,RMMM8FW01G,SCUOLA SECONDARIA I GRADO,3,13 anni,124
202425,BTEE867022,SCUOLA PRIMARIA,3,8 anni,88
202425,PZPC040004,SCUOLA SECONDARIA II GRADO,2,14 anni,16
202425,SRMM823017,SCUOLA SECONDARIA I GRADO,3,13 anni,46
202425,SAPS06101D,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,64
202425,CNEE847027,SCUOLA PRIMARIA,1,6 anni,8
202425,GRMM81901B,SCUOLA SECONDARIA I GRADO,2,13 anni,3
202425,SSEE800079,SCUOLA PRIMARIA,4,9 anni,7
202425,PAMM8AQ014,SCUOLA SECONDARIA I GRADO,3,12 anni,9
202425,RMEE8FN01R,SCUOLA PRIMARIA,1,7 anni,2
202425,PVEE819029,SCUOLA PRIMARIA,1,7 anni,1
202425,VVEE826042,SCUOLA PRIMARIA,1,< di 6 anni,1
202425,MEEE86903A,SCUOLA PRIMARIA,4,9 anni,8
202425,MIMM8D5012,SCUOLA SECONDARIA I GRADO,2,11 anni,3
202425,CBEE825092,SCUOLA PRIMARIA,3,9 anni,2
202425,CNMM820026,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
202425,RMEE8GG024,SCUOLA PRIMARIA,4,8 anni,1
202425,VIEE88305N,SCUOLA PRIMARIA,3,8 anni,16
202425,PGEE023138,SCUOLA PRIMARIA,1,< di 6 anni,1
202425,NAPM010006,SCUOLA SECONDARIA II GRADO,1,15 anni,10
202425,CTEE886028,SCUOLA PRIMARIA,2,7 anni,19
202425,MEEE83801L,SCUOLA PRIMARIA,5,9 anni,4
202425,MNTD007015,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,1
202425,TOEE8AB04V,SCUOLA PRIMARIA,3,7 anni,1
202425,VIEE857044,SCUOLA PRIMARIA,2,7 anni,19
202425,MITD091015,SCUOLA SECONDARIA II GRADO,2,14 anni,2
202425,BARH120027,SCUOLA SECONDARIA II GRADO,3,18 anni,1
202425,IMRH00401R,SCUOLA SECONDARIA II GRADO,3,16 anni,44
202425,BGEE885042,SCUOLA PRIMARIA,1,< di 6 anni,2
202425,VIMM856014,SCUOLA SECONDARIA I GRADO,2,12 anni,38
202425,TARF006018,SCUOLA SECONDARIA II GRADO,1,15 anni,4
202425,TOMM81701T,SCUOLA SECONDARIA I GRADO,2,12 anni,70
202425,ALEE83704A,SCUOLA PRIMARIA,1,6 anni,45
202425,SSMM80801L,SCUOLA SECONDARIA I GRADO,1,11 anni,11
202425,MOTF030004,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,3
202425,FRMM84501Q,SCUOLA SECONDARIA I GRADO,2,13 anni,1
202425,TOEE890011,SCUOLA PRIMARIA,4,8 anni,1
202425,RCTD022014,SCUOLA SECONDARIA II GRADO,2,14 anni,2
202425,LEEE887029,SCUOLA PRIMARIA,2,7 anni,10
202425,TVRC009019,SCUOLA SECONDARIA II GRADO,2,14 anni,1
202425,AREE82301Q,SCUOLA PRIMARIA,5,10 anni,21
202425,VEEE82101V,SCUOLA PRIMARIA,2,7 anni,37
202425,PZTD017013,SCUOLA SECONDARIA II GRADO,4,16 anni,1
202425,VTEE83203N,SCUOLA PRIMARIA,3,7 anni,4
202425,FGMM86602R,SCUOLA SECONDARIA I GRADO,2,11 anni,4
202425,AGEE85805T,SCUOLA PRIMARIA,4,9 anni,33
202425,RCEE83206G,SCUOLA PRIMARIA,5,10 anni,4
202425,MEMM83801G,SCUOLA SECONDARIA I GRADO,3,13 anni,20
202425,AGRI024029,SCUOLA SECONDARIA II GRADO,2,15 anni,15
202425,BSEE89801D,SCUOLA PRIMARIA,4,> di 10 anni,1
202425,TVEE82201P,SCUOLA PRIMARIA,4,10 anni,2
202425,NAEE8DQ014,SCUOLA PRIMARIA,4,8 anni,17
202425,VREE83501C,SCUOLA PRIMARIA,3,8 anni,38
202425,FRMM848017,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,4
202425,BSRC03401G,SCUOLA SECONDARIA II GRADO,1,14 anni,155
202425,LETD026015,SCUOLA SECONDARIA II GRADO,1,17 anni,1
202425,LTTD02601B,SCUOLA SECONDARIA II GRADO,1,15 anni,11
202425,RGTD03002X,SCUOLA SECONDARIA II GRADO,2,17 anni,2
202425,LUEE849039,SCUOLA PRIMARIA,5,10 anni,21
202425,SAEE89802L,SCUOLA PRIMARIA,4,8 anni,1
202425,FGEE806015,SCUOLA PRIMARIA,1,6 anni,25
202425,CEEE869039,SCUOLA PRIMARIA,2,7 anni,10
202425,NAEE8EN028,SCUOLA PRIMARIA,3,7 anni,2
202425,NAEE8DH014,SCUOLA PRIMARIA,3,8 anni,14
202425,TREE81503C,SCUOLA PRIMARIA,1,< di 6 anni,1
202425,MOEE80701D,SCUOLA PRIMARIA,1,6 anni,12
202425,GEMM862012,SCUOLA SECONDARIA I GRADO,3,12 anni,7
202425,TRMM816015,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
202425,ORMM81901P,SCUOLA SECONDARIA I GRADO,3,13 anni,26
202425,PDEE85601Q,SCUOLA PRIMARIA,5,9 anni,1
202425,ARTF01201X,SCUOLA SECONDARIA II GRADO,3,18 anni,1
202425,FITL01201X,SCUOLA SECONDARIA II GRADO,4,16 anni,4
202425,NOEE82004A,SCUOLA PRIMARIA,5,9 anni,1
202425,NARH04101G,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,12
202425,TOMM88801X,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,8
202425,PVTL006022,SCUOLA SECONDARIA II GRADO,3,17 anni,14
202425,SOPS01401V,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,5
202425,MNEE834026,SCUOLA PRIMARIA,4,10 anni,4
202425,TVEE884012,SCUOLA PRIMARIA,5,> di 10 anni,1
202425,CEEE80802R,SCUOLA PRIMARIA,1,6 anni,13
202425,TPTD00802B,SCUOLA SECONDARIA II GRADO,2,> di 18 anni,1
202425,MSEE81807R,SCUOLA PRIMARIA,5,> di 10 anni,1
202425,VVEE83104D,SCUOLA PRIMARIA,4,9 anni,8
202425,SVTL00651X,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,13
202425,ALEE82701L,SCUOLA PRIMARIA,3,8 anni,26
202425,FORF040008,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,12
202425,PIEE838014,SCUOLA PRIMARIA,3,8 anni,39
202425,NAEE8FJ01E,SCUOLA PRIMARIA,2,8 anni,3
202425,CTEE836016,SCUOLA PRIMARIA,1,< di 6 anni,13
202425,GOMM81101N,SCUOLA SECONDARIA I GRADO,1,11 anni,35
202425,PGTA011019,SCUOLA SECONDARIA II GRADO,3,16 anni,69
202425,CSEE8AU027,SCUOLA PRIMARIA,4,9 anni,12
202425,PIEE826041,SCUOLA PRIMARIA,4,8 anni,2
202425,VIEE85903P,SCUOLA PRIMARIA,4,9 anni,64
202425,MCEE82201T,SCUOLA PRIMARIA,4,9 anni,36
202425,CEEE8BE08R,SCUOLA PRIMARIA,1,< di 6 anni,2
202425,PZMM852011,SCUOLA SECONDARIA I GRADO,2,11 anni,1
202425,BRTF011011,SCUOLA SECONDARIA II GRADO,2,16 anni,3
202425,PVMM82401P,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,7
202425,RMPS032012,SCUOLA SECONDARIA II GRADO,5,17 anni,33
202425,BAPS06201N,SCUOLA SECONDARIA II GRADO,4,17 anni,17
202425,TPEE84801C,SCUOLA PRIMARIA,1,6 anni,64
202425,MBTD068011,SCUOLA SECONDARIA II GRADO,1,15 anni,40
202425,SSEE84402T,SCUOLA PRIMARIA,1,7 anni,1
202425,CNMM86602G,SCUOLA SECONDARIA I GRADO,2,13 anni,3
202425,RMEE8G201X,SCUOLA PRIMARIA,1,< di 6 anni,2
202425,APPC01801C,SCUOLA SECONDARIA II GRADO,4,17 anni,152
202425,VIEE88408L,SCUOLA PRIMARIA,3,7 anni,1
202425,FORI011018,SCUOLA SECONDARIA II GRADO,2,17 anni,20
202425,NOEE826016,SCUOLA PRIMARIA,3,9 anni,6
202425,MNMM820027,SCUOLA SECONDARIA I GRADO,2,12 anni,31
202425,BRMM841015,SCUOLA SECONDARIA I GRADO,2,13 anni,3
202425,LEMM83601A,SCUOLA SECONDARIA I GRADO,3,12 anni,1
202425,TOMM828018,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
202425,VVEE820032,SCUOLA PRIMARIA,4,9 anni,4
202425,NAPC130004,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,8
202425,BATL070507,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,32
202425,BAMM868013,SCUOLA SECONDARIA I GRADO,1,12 anni,4
202425,SSEE05202T,SCUOLA PRIMARIA,1,6 anni,9
202425,MIEE83801X,SCUOLA PRIMARIA,5,> di 10 anni,2
202425,CTMM8AX01Q,SCUOLA SECONDARIA I GRADO,2,11 anni,19
202425,FEEE811012,SCUOLA PRIMARIA,4,10 anni,3
202425,MBEE8EX013,SCUOLA PRIMARIA,1,7 anni,1
202425,BSEE84803E,SCUOLA PRIMARIA,4,9 anni,43
202425,BRTH020006,SCUOLA SECONDARIA II GRADO,5,17 anni,21
202425,BTPS11000D,SCUOLA SECONDARIA II GRADO,4,18 anni,1
202425,NASL051019,SCUOLA SECONDARIA II GRADO,3,16 anni,6
202425,CERI018014,SCUOLA SECONDARIA II GRADO,4,17 anni,10
202425,NAMM8AS01B,SCUOLA SECONDARIA I GRADO,2,12 anni,36
202425,VRMM83901P,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,12
202425,GRPS00302C,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,2
202425,LOMM806013,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
202425,SAEE8BN01T,SCUOLA PRIMARIA,3,8 anni,66
202425,CHEE81002D,SCUOLA PRIMARIA,2,6 anni,5
202425,NARI103015,SCUOLA SECONDARIA II GRADO,4,18 anni,1
202425,APPS01201L,SCUOLA SECONDARIA II GRADO,1,16 anni,1
202425,FRTL008512,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,16
202425,PDMM85201B,SCUOLA SECONDARIA I GRADO,3,12 anni,3
202425,CEPM070509,SCUOLA SECONDARIA II GRADO,4,18 anni,1
202425,PDRC02101T,SCUOLA SECONDARIA II GRADO,1,15 anni,2
202425,TOEE8BN052,SCUOLA PRIMARIA,4,10 anni,1
202425,TOPC00101P,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,1
202425,FIMM817017,SCUOLA SECONDARIA I GRADO,2,13 anni,3
202425,MITD004015,SCUOLA SECONDARIA II GRADO,5,18 anni,58
202425,PAEE8BA022,SCUOLA PRIMARIA,1,< di 6 anni,4
202425,PAEE8AP019,SCUOLA PRIMARIA,4,9 anni,63
202425,RMEE8E6023,SCUOLA PRIMARIA,3,7 anni,3
202425,MNEE80101T,SCUOLA PRIMARIA,5,> di 10 anni,2
202425,AREE81501R,SCUOLA PRIMARIA,4,8 anni,1
202425,LIEE805035,SCUOLA PRIMARIA,1,6 anni,19
202425,CTPC00102N,SCUOLA SECONDARIA II GRADO,5,17 anni,6
202425,PAMM84002A,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
202425,BREE813034,SCUOLA PRIMARIA,4,10 anni,1
202425,PZEE84809P,SCUOLA PRIMARIA,4,8 anni,8
202425,TVEE814061,SCUOLA PRIMARIA,5,10 anni,25
202425,MEMM82001A,SCUOLA SECONDARIA I GRADO,2,11 anni,4
202425,APMM811039,SCUOLA SECONDARIA I GRADO,2,12 anni,8
202425,PSMM83301Q,SCUOLA SECONDARIA I GRADO,2,11 anni,4
202425,PNEE819017,SCUOLA PRIMARIA,5,> di 10 anni,3
202425,AQRA017021,SCUOLA SECONDARIA II GRADO,4,16 anni,1
202425,RETD00301X,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,4
202425,RCSL04102G,SCUOLA SECONDARIA II GRADO,4,17 anni,34
202425,PRMM83002T,SCUOLA SECONDARIA I GRADO,2,13 anni,2
202425,TEEE819034,SCUOLA PRIMARIA,3,9 anni,2
202425,MIMM886018,SCUOLA SECONDARIA I GRADO,2,11 anni,8
202425,CLEE81701Q,SCUOLA PRIMARIA,4,8 anni,1
202425,IMEE81201D,SCUOLA PRIMARIA,3,7 anni,2
202425,RMEE8DC021,SCUOLA PRIMARIA,2,8 anni,3
202425,NAEE8C601T,SCUOLA PRIMARIA,5,10 anni,54
202425,BOEE07201Q,SCUOLA PRIMARIA,2,7 anni,75
202425,SVEE818067,SCUOLA PRIMARIA,4,9 anni,29
202425,MIMM8GG01D,SCUOLA SECONDARIA I GRADO,1,12 anni,3
202425,RMMM8BT01R,SCUOLA SECONDARIA I GRADO,1,11 anni,80
202425,NATD001017,SCUOLA SECONDARIA II GRADO,4,18 anni,3
202425,MIEE8E601D,SCUOLA PRIMARIA,5,10 anni,89
202425,FGTF059018,SCUOLA SECONDARIA II GRADO,1,14 anni,24
202425,PCEE81905A,SCUOLA PRIMARIA,4,9 anni,12
202425,CEEE85409T,SCUOLA PRIMARIA,1,6 anni,1
202425,VRPC01000C,SCUOLA SECONDARIA II GRADO,2,14 anni,8
202425,FETF01251T,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,23
202425,CEEE87403R,SCUOLA PRIMARIA,1,6 anni,23
202425,SAMM8BK019,SCUOLA SECONDARIA I GRADO,1,13 anni,1
202425,TAEE84802L,SCUOLA PRIMARIA,4,8 anni,2
202425,BIMM81901G,SCUOLA SECONDARIA I GRADO,2,13 anni,15
202425,MIPS21002B,SCUOLA SECONDARIA II GRADO,1,14 anni,77
202425,TPEE84205N,SCUOLA PRIMARIA,4,8 anni,2
202425,TATD039026,SCUOLA SECONDARIA II GRADO,4,18 anni,1
202425,VVRC012012,SCUOLA SECONDARIA II GRADO,3,18 anni,2
202425,BOEE82901C,SCUOLA PRIMARIA,3,9 anni,1
202425,LUEE84801B,SCUOLA PRIMARIA,2,7 anni,47
202425,MBEE8EV01B,SCUOLA PRIMARIA,1,6 anni,45
202425,CASL01000N,SCUOLA SECONDARIA II GRADO,2,17 anni,6
202425,RMPS44000B,SCUOLA SECONDARIA II GRADO,4,18 anni,13
202425,FGEE851013,SCUOLA PRIMARIA,2,8 anni,1
202425,VRTD003019,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,4
202425,TOEE8B702E,SCUOLA PRIMARIA,4,10 anni,8
202425,CEEE86201C,SCUOLA PRIMARIA,2,7 anni,23
202425,SAPS04401Q,SCUOLA SECONDARIA II GRADO,1,15 anni,4
202425,VCSL00701R,SCUOLA SECONDARIA II GRADO,2,15 anni,12
202425,PARH01101L,SCUOLA SECONDARIA II GRADO,1,15 anni,3
202425,BARM05301G,SCUOLA SECONDARIA II GRADO,4,16 anni,7
202425,PEEE80503G,SCUOLA PRIMARIA,3,7 anni,2
202425,FISL032515,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,10
202425,TOEE137089,SCUOLA PRIMARIA,4,9 anni,2
202425,RMEE8EM01A,SCUOLA PRIMARIA,2,7 anni,60
202425,NATD12601C,SCUOLA SECONDARIA II GRADO,2,18 anni,1
202425,LCEE816011,SCUOLA PRIMARIA,3,9 anni,3
202425,RMMM8GK01V,SCUOLA SECONDARIA I GRADO,2,11 anni,18
202425,TAMM81202R,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
202425,VRTF014012,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,6
202425,RMEE8AW02D,SCUOLA PRIMARIA,4,9 anni,17
202425,BSMM878017,SCUOLA SECONDARIA I GRADO,2,11 anni,2
202425,CEEE045083,SCUOLA PRIMARIA,1,< di 6 anni,4
202425,CSTD087018,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,4
202425,VRPC03000N,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,10
202425,REMM84601C,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,8
202425,MIMM8B3026,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
202425,CBEE85501D,SCUOLA PRIMARIA,1,7 anni,1
202425,BATF06401B,SCUOLA SECONDARIA II GRADO,4,16 anni,12
202425,RMEE864033,SCUOLA PRIMARIA,1,< di 6 anni,3
202425,VTMM813015,SCUOLA SECONDARIA I GRADO,2,11 anni,1
202425,REEE835035,SCUOLA PRIMARIA,2,6 anni,1
202425,REEE826018,SCUOLA PRIMARIA,5,10 anni,17
202425,NUEE879032,SCUOLA PRIMARIA,4,10 anni,2
202425,NATF09701X,SCUOLA SECONDARIA II GRADO,3,16 anni,8
202425,LEEE832025,SCUOLA PRIMARIA,5,9 anni,2
202425,PSEE84101Q,SCUOLA PRIMARIA,3,9 anni,1
202425,RMTD01351T,SCUOLA SECONDARIA II GRADO,2,18 anni,2
202425,TPEE82006T,SCUOLA PRIMARIA,4,10 anni,1
202425,PATD023011,SCUOLA SECONDARIA II GRADO,2,> di 18 anni,4
202425,TPMM82501P,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,9
202425,NARC00950V,SCUOLA SECONDARIA II GRADO,3,17 anni,2
202425,BGRI017023,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,1
202425,REEE850037,SCUOLA PRIMARIA,1,7 anni,1
202425,SOEE82103G,SCUOLA PRIMARIA,3,8 anni,30
202425,MIMM8FJ01X,SCUOLA SECONDARIA I GRADO,3,13 anni,68
202425,PAEE848022,SCUOLA PRIMARIA,5,> di 10 anni,1
202425,AGMM848012,SCUOLA SECONDARIA I GRADO,3,13 anni,65
202425,VIEE87302X,SCUOLA PRIMARIA,2,6 anni,1
202425,AGRI022501,SCUOLA SECONDARIA II GRADO,1,> di 18 anni,33
202425,SAEE86203V,SCUOLA PRIMARIA,2,7 anni,12
202425,MCMM817019,SCUOLA SECONDARIA I GRADO,1,11 anni,56
202425,RMTD48000N,SCUOLA SECONDARIA II GRADO,4,16 anni,14
202425,ALSD00101B,SCUOLA SECONDARIA II GRADO,2,16 anni,4
202425,ARRI00201C,SCUOLA SECONDARIA II GRADO,4,17 anni,12
