ANNO_ACCADEMICO;TIPO_ISTITUTO;Area_Istituto;NOME_ISTITUTO;COMUNE_SEDE;COD_ISTITUTO;REGIONE_ISTITUTO;AREA_CORSO;TIPO_CORSO;SCUOLA_AGGREGAZIONE;CLASSE;CORSO;GENERE;ISCRITTI-I-ANNO
2015-2016;Accademia di Belle Arti;Area Artistica;;URBINO (PU);7318;MARCHE;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;Scultura;F;2
2015-2016;Accademia di Belle Arti;Area Artistica;;URBINO (PU);7318;MARCHE;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;Scultura;M;3
2015-2016;Accademia di Belle Arti;Area Artistica;;URBINO (PU);7318;MARCHE;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);DECORAZIONE;-;Decorazione - Ind. Arti visive contemporanee;F;2
2015-2016;Accademia di Belle Arti;Area Artistica;;URBINO (PU);7318;MARCHE;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);GRAFICA;-;Grafica - Ind. Edizioni e Illustrazione per la Grafica d'Arte;F;17
2015-2016;Accademia di Belle Arti;Area Artistica;;URBINO (PU);7318;MARCHE;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);GRAFICA;-;Grafica - Ind. Edizioni e Illustrazione per la Grafica d'Arte;M;5
2015-2016;Accademia di Belle Arti;Area Artistica;;URBINO (PU);7318;MARCHE;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PITTURA;-;Pittura - Ind. Arti visive contemporanee;F;6
2015-2016;Accademia di Belle Arti;Area Artistica;;URBINO (PU);7318;MARCHE;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PITTURA;-;Pittura - Ind. Arti visive contemporanee;M;3
2015-2016;Accademia di Belle Arti;Area Artistica;;URBINO (PU);7318;MARCHE;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);SCULTURA;-;Scultura - Ind. Scultura ambientale e tecnologie produttive;F;3
2015-2016;Accademia di Belle Arti;Area Artistica;;URBINO (PU);7318;MARCHE;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);SCULTURA;-;Scultura - Ind. Scultura ambientale e tecnologie produttive;M;1
2015-2016;Accademia di Belle Arti;Area Artistica;;URBINO (PU);7318;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Nuove Tecnologie dell'Arte;F;11
2015-2016;Accademia di Belle Arti;Area Artistica;;URBINO (PU);7318;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Nuove Tecnologie dell'Arte;M;18
2015-2016;Accademia di Belle Arti;Area Artistica;;URBINO (PU);7318;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;F;17
2015-2016;Accademia di Belle Arti;Area Artistica;;URBINO (PU);7318;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;M;1
2015-2016;Accademia di Belle Arti;Area Artistica;;URBINO (PU);7318;MARCHE;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);SCENOGRAFIA;-;Scenografia;F;6
2015-2016;Accademia di Belle Arti;Area Artistica;;URBINO (PU);7318;MARCHE;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);SCENOGRAFIA;-;Scenografia;M;2
2015-2016;Accademia di Belle Arti;Area Artistica;;URBINO (PU);7318;MARCHE;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);NUOVE TECNOLOGIE PER L’ARTE;-;Visual e Motion Design;F;6
2015-2016;Accademia di Belle Arti;Area Artistica;;URBINO (PU);7318;MARCHE;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);NUOVE TECNOLOGIE PER L’ARTE;-;Visual e Motion Design;M;7
2015-2016;Accademia di Belle Arti;Area Artistica;;VENEZIA;7196;VENETO;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Decorazione;F;24
2015-2016;Accademia di Belle Arti;Area Artistica;;VENEZIA;7196;VENETO;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Decorazione;M;9
2015-2016;Accademia di Belle Arti;Area Artistica;;VENEZIA;7196;VENETO;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica;F;23
2015-2016;Accademia di Belle Arti;Area Artistica;;VENEZIA;7196;VENETO;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica;M;13
2015-2016;Accademia di Belle Arti;Area Artistica;;VENEZIA;7196;VENETO;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;M;38
2015-2016;Accademia di Belle Arti;Area Artistica;;VENEZIA;7196;VENETO;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;F;82
2015-2016;Accademia di Belle Arti;Area Artistica;;VENEZIA;7196;VENETO;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;Scultura;F;13
2015-2016;Accademia di Belle Arti;Area Artistica;;VENEZIA;7196;VENETO;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;Scultura;M;9
2015-2016;Accademia di Belle Arti;Area Artistica;;VENEZIA;7196;VENETO;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);DECORAZIONE;-;Decorazione;F;10
2015-2016;Accademia di Belle Arti;Area Artistica;;VENEZIA;7196;VENETO;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);DECORAZIONE;-;Decorazione;M;3
2015-2016;Accademia di Belle Arti;Area Artistica;;VENEZIA;7196;VENETO;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);GRAFICA;-;Grafica;F;17
2015-2016;Accademia di Belle Arti;Area Artistica;;VENEZIA;7196;VENETO;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);GRAFICA;-;Grafica;M;6
2015-2016;Accademia di Belle Arti;Area Artistica;;VENEZIA;7196;VENETO;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PITTURA;-;Pittura;F;36
2015-2016;Accademia di Belle Arti;Area Artistica;;VENEZIA;7196;VENETO;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PITTURA;-;Pittura;M;20
2015-2016;Accademia di Belle Arti;Area Artistica;;VENEZIA;7196;VENETO;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);SCULTURA;-;Scultura;F;8
2015-2016;Accademia di Belle Arti;Area Artistica;;VENEZIA;7196;VENETO;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);SCULTURA;-;Scultura;M;2
2015-2016;Accademia di Belle Arti;Area Artistica;;VENEZIA;7196;VENETO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Architettura di scena;F;7
2015-2016;Accademia di Belle Arti;Area Artistica;;VENEZIA;7196;VENETO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Architettura di scena;M;1
2015-2016;Accademia di Belle Arti;Area Artistica;;VENEZIA;7196;VENETO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Nuove Tecnologie dell'Arte;F;54
2015-2016;Accademia di Belle Arti;Area Artistica;;VENEZIA;7196;VENETO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Nuove Tecnologie dell'Arte;M;51
2015-2016;Accademia di Belle Arti;Area Artistica;;VENEZIA;7196;VENETO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia e Costume;F;20
2015-2016;Accademia di Belle Arti;Area Artistica;;VENEZIA;7196;VENETO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenotecnica;F;6
2015-2016;Accademia di Belle Arti;Area Artistica;;VENEZIA;7196;VENETO;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);NUOVE TECNOLOGIE PER L’ARTE;-;Nuove Tecnologie dell'Arte;F;12
2015-2016;Accademia di Belle Arti;Area Artistica;;VENEZIA;7196;VENETO;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);NUOVE TECNOLOGIE PER L’ARTE;-;Nuove Tecnologie dell'Arte;M;8
2015-2016;Accademia di Belle Arti;Area Artistica;;VENEZIA;7196;VENETO;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);SCENOGRAFIA;-;Scenografia;F;11
2015-2016;Accademia di Belle Arti;Area Artistica;;VENEZIA;7196;VENETO;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);SCENOGRAFIA;-;Scenografia;M;1
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Decorazione;M;4
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Decorazione;F;22
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica;F;24
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica;M;12
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;F;54
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;M;28
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;Scultura;F;12
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;Scultura;M;14
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);DECORAZIONE;-;Decorazione;F;10
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);DECORAZIONE;-;Decorazione;M;6
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);GRAFICA;-;Grafica d'Arte;F;11
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);GRAFICA;-;Grafica d'Arte;M;4
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PITTURA;-;Pittura;F;26
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PITTURA;-;Pittura;M;14
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);SCULTURA;-;Scultura;F;2
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);SCULTURA;-;Scultura;M;4
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;DAPL09;Comunicazione e valorizzazione del patrimonio artistico contemporaneo;F;17
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;DAPL09;Comunicazione e valorizzazione del patrimonio artistico contemporaneo;M;3
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;Didattica dell'Arte;F;13
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;Didattica dell'Arte;M;1
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Comunicazione e didattica dell'arte;AFAM_Corso sperimentale biennale_2L (ad esaurim.);COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;-;Comunicazione e valorizzazione del patrimonio artistico contemporaneo;F;22
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Comunicazione e didattica dell'arte;AFAM_Corso sperimentale biennale_2L (ad esaurim.);COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;-;Comunicazione e valorizzazione del patrimonio artistico contemporaneo;M;2
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Nuove Tecnologie dell'Arte;M;40
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Nuove Tecnologie dell'Arte;F;54
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Progettazione Artistica per l'Impresa;F;57
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Progettazione Artistica per l'Impresa;M;33
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;F;33
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;M;5
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);NUOVE TECNOLOGIE PER L’ARTE;-;Nuove Tecnologie dell'Arte;F;28
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);NUOVE TECNOLOGIE PER L’ARTE;-;Nuove Tecnologie dell'Arte;M;10
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PROGETTAZIONE ARTISTICA PER L'IMPRESA;-;Progettazione Artistica per l'Impresa;F;28
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PROGETTAZIONE ARTISTICA PER L'IMPRESA;-;Progettazione Artistica per l'Impresa;M;13
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);SCENOGRAFIA;-;Scenografia - Ind. Cinema e Televisione;F;9
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);SCENOGRAFIA;-;Scenografia - Ind. Cinema e Televisione;M;3
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);SCENOGRAFIA;-;Scenografia - Ind. Teatro;F;9
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);SCENOGRAFIA;-;Scenografia - Ind. Teatro;M;3
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Decorazione;F;46
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Decorazione;M;14
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica;F;58
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica;M;24
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;F;142
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;M;86
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;Scultura;F;34
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;Scultura;M;29
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);DECORAZIONE;-;Decorazione;F;22
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);DECORAZIONE;-;Decorazione;M;13
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);GRAFICA;-;Grafica;M;6
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);GRAFICA;-;Grafica;F;20
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PITTURA;-;Pittura;F;29
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PITTURA;-;Pittura;M;21
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);SCULTURA;-;Scultura;F;14
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);SCULTURA;-;Scultura;M;10
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;Didattica dell'Arte;F;34
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;Didattica dell'Arte;M;11
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;DAPL09;Discipline della Valorizzazione dei Beni Culturali;M;12
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;DAPL09;Discipline della Valorizzazione dei Beni Culturali;F;31
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Comunicazione e didattica dell'arte;AFAM_Corso sperimentale biennale_2L (ad esaurim.);COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;-;Comunicazione e valorizzazione del patrimonio artistico contemporaneo - Ind. Applicazioni Digitali per i Beni Culturali;M;2
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Comunicazione e didattica dell'arte;AFAM_Corso sperimentale biennale_2L (ad esaurim.);COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;-;Comunicazione e valorizzazione del patrimonio artistico contemporaneo - Ind. Applicazioni Digitali per i Beni Culturali;F;2
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Comunicazione e didattica dell'arte;AFAM_Corso sperimentale biennale_2L (ad esaurim.);COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;-;Comunicazione e valorizzazione del patrimonio artistico contemporaneo - Ind. Comunicazione espositiva;F;9
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Comunicazione e didattica dell'arte;AFAM_Corso sperimentale biennale_2L (ad esaurim.);COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;-;Comunicazione e valorizzazione del patrimonio artistico contemporaneo - Ind. Comunicazione espositiva;M;1
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Comunicazione e didattica dell'arte;AFAM_Corso sperimentale biennale_2L (ad esaurim.);DIDATTICA DELL'ARTE;-;Didattica dell'Arte - Ind. Didattica Multimediale;F;7
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Comunicazione e didattica dell'arte;AFAM_Corso sperimentale biennale_2L (ad esaurim.);DIDATTICA DELL'ARTE;-;Didattica dell'Arte - Ind. Didattica Multimediale;M;2
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Comunicazione e didattica dell'arte;AFAM_Corso sperimentale biennale_2L (ad esaurim.);DIDATTICA DELL'ARTE;-;Didattica dell'Arte - Ind. Visual Cultures e Pratiche Curatoriali;F;37
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Comunicazione e didattica dell'arte;AFAM_Corso sperimentale biennale_2L (ad esaurim.);DIDATTICA DELL'ARTE;-;Didattica dell'Arte - Ind. Visual Cultures e Pratiche Curatoriali;M;18
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Comunicazione e didattica dell'arte;AFAM_Corso sperimentale biennale_2L (ad esaurim.);DIDATTICA DELL'ARTE;-;Teoria e pratica della Terapeutica Artistica;F;37
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Comunicazione e didattica dell'arte;AFAM_Corso sperimentale biennale_2L (ad esaurim.);DIDATTICA DELL'ARTE;-;Teoria e pratica della Terapeutica Artistica;M;3
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Nuove Tecnologie dell'Arte;F;61
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Nuove Tecnologie dell'Arte;M;38
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Progettazione Artistica per l'Impresa;M;25
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Progettazione Artistica per l'Impresa;F;63
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;F;79
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;M;14
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico a ciclo unico quinquennale abilitante_2L;RESTAURO;-;Restauratore dei Beni Culturali - ciclo unico abilitante;F;20
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico a ciclo unico quinquennale abilitante_2L;RESTAURO;-;Restauratore dei Beni Culturali - ciclo unico abilitante;M;5
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);NUOVE TECNOLOGIE PER L’ARTE;-;Arti multimediali del Cinema e del Video;F;9
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);NUOVE TECNOLOGIE PER L’ARTE;-;Arti multimediali del Cinema e del Video;M;16
