AnnoA;AteneoCOD;AteneoNOME;ClasseNUMERO;CorsoNOME;SedeP;SedeC;GruppoCODICE;Sesso;Isc
2023/2024;6301;Napoli Federico II;LM-4cu;Ingegneria Edile-Architettura;63.0;63049;11;M;44
2023/2024;1001;Genova;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);10.0;10025;14;M;44
2023/2024;1001;Genova;LM-3;Progettazione delle Aree Verdi e del Paesaggio;10.0;10025;11;F;44
2023/2024;701;Aosta;L-36;Scienze Politiche e delle Relazioni Internazionali;7.0;7058;5;M;44
2023/2024;701;Aosta;LM-56;Economia e Politiche del Territorio e dell'Impresa;7.0;7058;7;F;44
2023/2024;101;Torino;LM-64;Scienze delle Religioni;1.0;1272;3;M;44
2023/2024;101;Torino;LM-14;Culture Moderne Comparate;1.0;1272;3;M;44
2024/2025;201;Piemonte Orientale;LM-6;Biologia;6.0;6003;9;M;45
2024/2025;201;Piemonte Orientale;L-32;Gestione Ambientale e Sviluppo Sostenibile;2.0;2158;9;F;45
2024/2025;1001;Genova;LM-84;Scienze Storiche;10.0;10025;3;F;45
2024/2025;1001;Genova;LM-40;Matematica;10.0;10025;9;M;45
2024/2025;101;Torino;LM-85 bis;Scienze della Formazione Primaria;4.0;4215;1;M;45
2024/2025;101;Torino;LM-80;Geografia e Scienze Territoriali;1.0;1272;5;F;45
2024/2025;101;Torino;LM-8;Biotecnologie Industriali;1.0;1272;9;F;45
2024/2025;101;Torino;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);1.0;1125;14;M;45
2024/2025;3401;Parma;LM-27;Communication Engineering;34.0;34027;12;M;45
2024/2025;3601;Modena e Reggio Emilia;L-8;Ingegneria Elettronica;36.0;36023;12;F;45
2024/2025;3601;Modena e Reggio Emilia;L-25;Scienze e Tecnologie Agrarie e degli Alimenti;35.0;35033;13;M;45
2024/2025;3701;Bologna;L/SNT3;Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico);37.0;37006;14;F;45
2024/2025;2801;Padova;LM-89;Storia dell'Arte;28.0;28060;2;M;45
2024/2025;3001;Udine;L-5;Filosofia e Trasformazione Digitale;30.0;30129;3;F;45
2024/2025;2801;Padova;LM-51;Psicologia Clinica;28.0;28060;6;M;45
2024/2025;3001;Udine;LM-31;Ingegneria Gestionale;30.0;30129;12;F;45
2024/2025;2801;Padova;LM-17;Physics Of Data;28.0;28060;9;F;45
2024/2025;2801;Padova;LM-16;Computational Finance;28.0;28060;7;M;45
2024/2025;1701;Brescia;L/SNT2;Tecnica della Riabilitazione Psichiatrica (Abilitante alla Professione Sanitaria di Tecnico della Riabilitazione Psichiatrica);17.0;17029;14;F;45
2024/2025;1701;Brescia;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);17.0;17029;14;F;45
2024/2025;1509;Milano Bicocca;LM-57;Linguaggi Artistici per la Formazione;15.0;15146;1;F;45
2024/2025;2301;Verona;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);22.0;22161;14;F;45
2024/2025;2301;Verona;LM/SNT1;Scienze Infermieristiche e Ostetriche;21.0;21008;14;F;45
2024/2025;2301;Verona;LM-56;International Economics And Business;24.0;24116;7;M;45
2024/2025;2101;Bolzano;L-25;Scienze Agrarie, degli Alimenti e dell'Ambiente Montano;21.0;21008;13;F;45
2024/2025;2101;Bolzano;L-25;Scienze Agrarie, degli Alimenti e dell'Ambiente Montano;21.0;21008;13;M;45
2024/2025;1801;Pavia;LM-78;Filosofia;18.0;18110;3;M;45
2024/2025;2201;Trento;L-14;Studi Giuridici Comparati, Europei e Internazionali;22.0;22205;8;M;45
2024/2025;1801;Pavia;LM-40;Matematica;18.0;18110;9;M;45
2024/2025;1504;Milano Cattolica;L/SNT3;Dietistica (abilitante alla professione sanitaria di Dietista);58.0;58091;14;F;45
2024/2025;1504;Milano Cattolica;L/SNT3;Tecniche di radiologia medica, per immagini e radioterapia (abilitante alla professione sanitaria di Tecnico di radiologia medica);58.0;58091;14;M;45
2024/2025;1501;Milano;LM-60;Biogeoscienze: Analisi degli Ecosistemi e Comunicazione delle Scienze;15.0;15146;9;F;45
2024/2025;1501;Milano;LM-56;Economics And Political Science - Economia e Scienza Politica;15.0;15146;7;M;45
2024/2025;1202;Insubria;LM-77;Global Entrepreneurship Economics And Management /Imprenditorialità, Economia e Management Internazionale (Geem);12.0;12133;7;M;45
2024/2025;1501;Milano;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);15.0;15146;14;M;45
2024/2025;9001;Sassari;LM-13;Farmacia;90.0;90064;14;M;45
2024/2025;8701;Catania;LM-61;Scienze della Nutrizione Umana;87.0;87015;9;M;45
2024/2025;8701;Catania;LM-17;Physics;87.0;87015;9;M;45
2024/2025;8701;Catania;LM-17;Fisica;87.0;87015;9;M;45
2024/2025;8701;Catania;LM-31;Ingegneria Gestionale;87.0;87015;12;F;45
2024/2025;8301;Messina;LM-9;Biotecnologie Mediche;83.0;83048;9;F;45
2024/2025;8201;Palermo;L/GASTR;Scienze Gastronomiche;82.0;82053;7;F;45
2024/2025;8201;Palermo;L-16;Scienze delle Amministrazioni, Consulenza del Lavoro e Innovazione Sociale;82.0;82053;5;M;45
2024/2025;8201;Palermo;L-25;Scienze e Tecnologie Agrarie;82.0;82053;13;F;45
2024/2025;7901;Catanzaro;L-14;Scienze delle Investigazioni;79.0;79023;8;M;45
2024/2025;7901;Catanzaro;LM-21;Ingegneria Biomedica;79.0;79023;12;F;45
2024/2025;7801;Calabria;LM-84;Scienze Storiche;78.0;78102;3;F;45
2024/2025;7601;Basilicata;L-7;Ingegneria Civile e Ambientale;76.0;76063;11;F;45
2024/2025;7501;Salento;LM-94;Traduzione Tecnico-Scientifica e Interpretariato;75.0;75035;4;F;45
2024/2025;7201;Bari;LM-68;Scienze e Tecniche dello Sport;72.0;72006;15;F;45
2024/2025;7001;Molise;L-36;Scienze della Politica e della Amministrazione;70.0;70006;5;M;45
2024/2025;7001;Molise;LM/SNT1;Scienze Infermieristiche e Ostetriche;70.0;70006;14;M;45
2024/2025;7001;Molise;L-14;Diritto, Nuove Tecnologie e Sicurezza;70.0;70006;8;M;45
2024/2025;7101;Foggia;LM-56;Banca, Finanza e Mercati;71.0;71024;7;M;45
2024/2025;7101;Foggia;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);77.0;77014;14;M;45
2024/2025;7201;Bari;LM-42;Medicina Veterinaria;72.0;72006;13;M;45
2024/2025;6501;Salerno;LM-62;Politiche Territoriali e Cooperazione Internazionale;65.0;65052;5;F;45
2024/2025;6701;Teramo;L/GASTR;Scienze e culture gastronomiche per la sostenibilita';67.0;67041;7;M;45
2024/2025;6301;Napoli Federico II;LM-86;Scienze e Tecnologie delle Produzioni Animali;63.0;63049;13;F;45
2024/2025;6201;Sannio;L-8;Ingegneria Elettronica e Biomedica;62.0;62008;12;F;45
2024/2025;5817;Roma Link Campus;L-20;Innovative Technologies For Digital Communication;58.0;58091;5;M;45
2024/2025;5807;Roma Tre;LM-4;Architettura - Progettazione Urbana;58.0;58091;11;F;45
2024/2025;5201;Siena;LM-16;Finance - Finanza;52.0;52032;7;F;45
2024/2025;5401;Perugia;L-38;Produzioni Animali;54.0;54039;13;M;45
2024/2025;5201;Siena;L-32;Scienze Ambientali e Naturali;52.0;52032;9;M;45
2024/2025;5201;Siena;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);52.0;52032;14;F;45
2024/2025;5001;Pisa;LM-15;Filologia e Storia dell'Antichita';50.0;50026;3;F;45
2024/2025;5801;Roma La Sapienza;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);60.0;60019;14;M;45
2024/2025;5801;Roma La Sapienza;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);58.0;58013;14;M;45
2024/2025;4801;Firenze;LM-85;Scienze dell'Educazione degli Adulti, della Formazione Continua e Scienze Pedagogiche;48.0;48017;1;F;45
2024/2025;5001;Pisa;L-34;Scienze Geologiche;50.0;50026;9;F;45
2024/2025;5001;Pisa;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);50.0;50026;14;F;45
2024/2025;4801;Firenze;LM-54;Scienze Chimiche;48.0;48017;9;F;45
2024/2025;4801;Firenze;L-18;Sustainable Business For Societal Challenges.;48.0;48017;7;M;45
2024/2025;4302;Camerino;L-13;Bioscienze e Biotecnologia - Biosciences And Biotechnology;43.0;43007;9;F;45
2024/2025;3801;Ferrara;LM-93;Formazione, Comunicazione e Cittadinanza Digitale;38.0;38008;1;M;45
2024/2025;3801;Ferrara;LM-77;Small Business Management in International Markets;38.0;38008;7;M;45
2023/2024;9001;Sassari;LM-13;Farmacia;90.0;90064;14;M;45
2023/2024;9201;Cagliari;LM-29;Ingegneria Elettronica;92.0;92009;12;M;45
2023/2024;9201;Cagliari;L/SNT4;Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro);92.0;92009;14;M;45
2023/2024;8301;Messina;L-30;Fisica;83.0;83048;9;M;45
2023/2024;8201;Palermo;L-15;Turismo, Territori e Imprese;82.0;82053;7;M;45
2023/2024;8001;Reggio Calabria;L-26;Scienze e Tecnologie Alimentari;80.0;80063;13;F;45
2023/2024;8001;Reggio Calabria;LM-56;Economia;80.0;80063;7;M;45
2023/2024;7801;Calabria;LM-56;Economia e Commercio;78.0;78102;7;M;45
2023/2024;7801;Calabria;LM-84;Scienze Storiche;78.0;78102;3;M;45
2023/2024;7201;Bari;LM-56;Economia e Strategie per i Mercati Internazionali;72.0;72006;7;M;45
2023/2024;6601;L'Aquila;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);67.0;67041;14;M;45
2023/2024;7201;Bari;L-42;Storia e Scienze sociali;72.0;72006;3;M;45
2023/2024;7101;Foggia;LM-9;Scienze Biotecnologiche, degli Alimenti e della Nutrizione Umana;71.0;71024;9;F;45
2023/2024;7001;Molise;L-20;Scienze della Comunicazione;70.0;70006;5;M;45
2023/2024;6901;Chieti e Pescara;LM-77;Digital Marketing;68.0;68028;7;M;45
2023/2024;7101;Foggia;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);110.0;110002;14;F;45
2023/2024;7101;Foggia;L-9;Ingegneria Gestionale;71.0;71024;12;F;45
2023/2024;7101;Foggia;LM-38;Lingue e Culture per la Comunicazione Internazionale;71.0;71024;4;F;45
2023/2024;6301;Napoli Federico II;LM-4;Architettura (Progettazione Architettonica);63.0;63049;11;M;45
2023/2024;6301;Napoli Federico II;LM-71;Scienze e Tecnologie della Chimica Industriale;63.0;63049;9;M;45
2023/2024;6301;Napoli Federico II;LM-78;Filosofia;63.0;63049;3;M;45
2023/2024;6304;Napoli Benincasa;LM-51;Psicologia: Risorse Umane, Ergonomia Cognitiva, Neuroscienze Cognitive;63.0;63049;6;M;45
2023/2024;6001;Cassino;LM-28;Ingegneria Elettrica;60.0;60019;12;M;45
2023/2024;5802;Roma Tor Vergata;LM-90;European Economy And Business Law;58.0;58091;5;F;45
2023/2024;5807;Roma Tre;L-30;Ottica e Optometria;58.0;58091;9;M;45
2023/2024;5807;Roma Tre;LM-89;Storia dell'Arte;58.0;58091;2;M;45
2023/2024;5807;Roma Tre;LM-63;Amministrazioni e Politiche Pubbliche;58.0;58091;5;F;45
2023/2024;5802;Roma Tor Vergata;L-30;Fisica;58.0;58091;9;F;45
2023/2024;5801;Roma La Sapienza;LM-80;Gestione e Valorizzazione del Territorio;58.0;58091;5;F;45
2023/2024;5801;Roma La Sapienza;LM-77;Economia, Management e Diritto d'Impresa;59.0;59011;7;F;45
2023/2024;5801;Roma La Sapienza;LM-64;Culture e Religioni;58.0;58091;3;F;45
2023/2024;5801;Roma La Sapienza;LM-64;Culture e Religioni;58.0;58091;3;M;45
2023/2024;5801;Roma La Sapienza;LM-37;English And Anglo-American Studies;58.0;58091;4;M;45
2023/2024;5201;Siena;L/SNT1;Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o);52.0;52032;14;F;45
2023/2024;5001;Pisa;L-9;Ingegneria per il Design Industriale;50.0;50026;12;F;45
2023/2024;5801;Roma La Sapienza;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);59.0;59011;14;F;45
2023/2024;5801;Roma La Sapienza;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);60.0;60019;14;M;45
2023/2024;5401;Perugia;LM-54;Scienze Chimiche;54.0;54039;9;M;45
2023/2024;4201;Marche;LM-77;MANAGEMENT DELLA SOSTENIBILITA' ED ECONOMIA CIRCOLARE;42.0;42002;7;M;45
2023/2024;4801;Firenze;LM-40;Matematica;48.0;48017;9;F;45
2023/2024;4801;Firenze;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);48.0;48017;14;F;45
2023/2024;3701;Bologna;LM-77;International Management;37.0;37006;7;M;45
2023/2024;3701;Bologna;LM-43;Digital Humanities And Digital Knowledge;37.0;37006;5;F;45
2023/2024;3401;Parma;LM-52;Relazioni Internazionali ed Europee;34.0;34027;5;F;45
2023/2024;3401;Parma;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);33.0;33032;14;M;45
2023/2024;3601;Modena e Reggio Emilia;LM-40;Matematica;36.0;36023;9;F;45
2023/2024;3001;Udine;LM-18;Comunicazione Multimediale e Tecnologie dell'Informazione;93.0;93033;10;F;45
2023/2024;2801;Padova;LM-39;Linguistica;28.0;28060;4;M;45
2023/2024;2301;Verona;LM-56;Economics And Data Analysis;23.0;23091;7;M;45
2023/2024;2801;Padova;L/SNT2;Terapia Occupazionale (Abilitante alla Professione Sanitaria di Terapista Occupazionale);26.0;26021;14;F;45
2023/2024;2801;Padova;L-38;Animal Care - Tutela del Benessere Animale;28.0;28044;13;F;45
2023/2024;2201;Trento;LM-77;International Management - Management Internazionale;22.0;22205;7;F;45
2023/2024;2201;Trento;LM-49;Mediazione Linguistica, Turismo e Culture;22.0;22205;7;F;45
2023/2024;2201;Trento;LM-18;Informatica;22.0;22205;10;F;45
2023/2024;2301;Verona;L-14;Scienze dei Servizi Giuridici;23.0;23091;8;M;45
2023/2024;2301;Verona;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);24.0;24116;14;M;45
2023/2024;1509;Milano Bicocca;L/SNT1;Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o);15.0;108033;14;F;45
2023/2024;1509;Milano Bicocca;18-bis;Scienze della Formazione Primaria;15.0;15146;1;F;45
2023/2024;1509;Milano Bicocca;LM-91;Data Science;15.0;15146;10;M;45
2023/2024;1701;Brescia;L/SNT2;Tecnica della Riabilitazione Psichiatrica (Abilitante alla Professione Sanitaria di Tecnico della Riabilitazione Psichiatrica);17.0;17029;14;F;45
2023/2024;1701;Brescia;LM-27;Communication Technologies And Multimedia - Tecnologie delle Comunicazioni e Multimedia;17.0;17029;12;M;45
2023/2024;1502;Milano Politecnico;LM-29;Electronics Engineering - Ingegneria Elettronica;15.0;15146;12;F;45
2023/2024;1502;Milano Politecnico;LM-53;Materials Engineering And Nanotechnology;15.0;15146;12;F;45
2023/2024;1502;Milano Politecnico;L-7;Ingegneria Civile per la Mitigazione del Rischio;97.0;97042;11;M;45
2023/2024;1504;Milano Cattolica;L-15;Scienze Turistiche e Valorizzazione del Territorio;17.0;17029;7;F;45
2023/2024;1202;Insubria;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);12.0;12133;14;M;45
2023/2024;1001;Genova;LM-67;Scienze e Tecniche dell'Attività Motoria Preventiva e Adattata;10.0;10025;14;F;45
2023/2024;1501;Milano;LM-55;Scienze Cognitive e Processi Decisionali;15.0;15146;6;M;45
2023/2024;1501;Milano;LM-62;Global Politics And Society;15.0;15146;5;M;45
2023/2024;101;Torino;LM-51;Psicologia Criminologica e Forense;1.0;1272;6;M;45
2023/2024;101;Torino;LM-70;Scienze e Tecnologie Alimentari;4.0;4078;13;F;45
2023/2024;1001;Genova;LM-18;Computer Science;10.0;10025;10;F;45
2023/2024;1001;Genova;L/SNT2;Terapia della Neuro e Psicomotricità dell'Età Evolutiva (Abilitante alla Professione Sanitaria di Terapista della Neuro e Psicomotricità dell'Età Evolutiva);10.0;10025;14;F;45
2024/2025;101;Torino;LM-82;Metodi Statistici ed Economici per le Decisioni;1.0;1272;9;F;46
2024/2025;101;Torino;LM-9;Biotecnologie Mediche;1.0;1272;9;M;46
2024/2025;101;Torino;LM-71;Chimica Industriale;1.0;1272;9;F;46
2024/2025;101;Torino;LM-18;Informatica;1.0;1272;10;F;46
2024/2025;201;Piemonte Orientale;L/SNT1;Infermieristica (abilitante alla professione sanitaria di Infermiere);6.0;6003;14;F;46
2024/2025;1001;Genova;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);10.0;10025;14;F;46
2024/2025;1001;Genova;L/SNT2;Terapia della Neuro e Psicomotricità dell'Età Evolutiva (Abilitante alla Professione Sanitaria di Terapista della Neuro e Psicomotricità dell'Età Evolutiva);10.0;10025;14;F;46
2024/2025;1505;Milano IULM;LM-91;Intelligenza Artificiale, Impresa e Società;15.0;15146;10;M;46
2024/2025;1503;Milano Bocconi;L-33;Economia e Scienze Sociali;15.0;15146;7;F;46
2024/2025;2101;Bolzano;LM-12;Eco-Social Design;21.0;21008;2;F;46
2024/2025;2101;Bolzano;LM-77;Accounting e Finanza;21.0;21008;7;M;46
2024/2025;2101;Bolzano;LM-73;Gestione Sostenibile dell'Ambiente Montano;21.0;21008;13;F;46
2024/2025;2301;Verona;L-25;Scienze e Tecnologie Viticole ed Enologiche;23.0;23076;13;F;46
2024/2025;2301;Verona;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);22.0;22161;14;M;46
2024/2025;2201;Trento;LM-88;Organizzazione, Societa' e Tecnologia;22.0;22205;5;F;46
2024/2025;1509;Milano Bicocca;LM-85;Scienze Pedagogiche;15.0;15146;1;M;46
2024/2025;1601;Bergamo;LM-31;Management Engineering;16.0;16091;12;F;46
2024/2025;1601;Bergamo;LM-24;Ingegneria delle Costruzioni Edili;16.0;16091;11;M;46
2024/2025;2701;Ca' Foscari Venezia;LM-39;Scienze del Linguaggio;27.0;27042;4;M;46
2024/2025;2701;Ca' Foscari Venezia;LM-75;Scienze Ambientali;27.0;27042;9;F;46
2024/2025;2701;Ca' Foscari Venezia;LM-77;Management e Sostenibilità;27.0;27042;7;F;46
2024/2025;2702;Venezia Iuav;LM-4;Architecture;27.0;27042;11;M;46
2024/2025;3201;Trieste;L-7;Ingegneria Civile e Ambientale;32.0;32006;11;F;46
2024/2025;2801;Padova;LM-52;Human Rights And Multi-Level Governance;28.0;28060;5;M;46
2024/2025;3701;Bologna;99999;Discipline dell'arte, della musica e dello spettacolo;37.0;37006;2;F;46
2024/2025;3601;Modena e Reggio Emilia;LM-33;Ingegneria del Veicolo;36.0;36023;12;F;46
2024/2025;3701;Bologna;L-25;Scienze e Tecnologie per il Verde e il Paesaggio;37.0;37032;13;F;46
2024/2025;3701;Bologna;LM-77;International Management;37.0;37006;7;M;46
2024/2025;3801;Ferrara;L/SNT3;Dietistica (Abilitante alla Professione Sanitaria di Dietista);38.0;38008;14;M;46
2024/2025;3801;Ferrara;LM-54;Scienze Chimiche;38.0;38008;9;F;46
2024/2025;4201;Marche;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);44.0;44007;14;M;46
2024/2025;4201;Marche;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);42.0;42002;14;M;46
2024/2025;4201;Marche;LM-16;Scienze Economiche e Finanziarie;42.0;42002;7;M;46
2024/2025;4801;Firenze;LM-51;Psicologia del Ciclo di Vita e dei Contesti;48.0;48017;6;M;46
2024/2025;5001;Pisa;99999;Lettere;50.0;50026;3;F;46
2024/2025;4801;Firenze;LM-6;Biologia dell'Ambiente e del Comportamento;48.0;48017;9;F;46
2024/2025;5401;Perugia;LM-89;Archeologia e Storia dell'Arte;54.0;54039;2;F;46
2024/2025;5801;Roma La Sapienza;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);56.0;56059;14;F;46
2024/2025;5001;Pisa;LM-39;Linguistica e Traduzione;50.0;50026;4;M;46
2024/2025;5001;Pisa;LM-69;Sistemi Agricoli Sostenibili;50.0;50026;13;M;46
2024/2025;5401;Perugia;LM-18;Informatica;54.0;54039;10;M;46
2024/2025;5201;Siena;LM-16;Finance - Finanza;52.0;52032;7;M;46
2024/2025;5201;Siena;LM-32;Artificial Intelligence And Automation Engineering;52.0;52032;12;M;46
2024/2025;5401;Perugia;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);54.0;54018;14;M;46
2024/2025;5201;Siena;LM-81;Public And Cultural Diplomacy - Diplomazia Pubblica e Culturale;52.0;52032;5;M;46
2024/2025;5807;Roma Tre;LM-39;Didattica dell'Italiano Come Lingua Seconda (Dil2);58.0;58091;4;F;46
2024/2025;5810;Roma Marconi - telematica;LM-23;Ingegneria Civile;58.0;58091;11;F;46
2024/2025;5810;Roma Marconi - telematica;L-22;Scienze Motorie e Sportive;58.0;58091;15;F;46
2024/2025;5808;Roma Biomedico;L-13;Scienze dell'Alimentazione e della Nutrizione Umana;58.0;58091;9;M;46
2024/2025;5808;Roma Biomedico;LM-32;Ingegneria dei Sistemi Intelligenti;58.0;58091;12;M;46
2024/2025;5801;Roma La Sapienza;LM-80;Gestione e Valorizzazione del Territorio;58.0;58091;5;M;46
2024/2025;5818;Roma Saint Camillus;LM-61;Scienze della Nutrizione Umana;58.0;58091;9;M;46
2024/2025;6201;Sannio;L-22;Scienze Motorie per Lo Sport e la Salute;62.0;62008;15;F;46
2024/2025;6201;Sannio;L-16;Scienze dell'Amministrazione Digitale;62.0;62008;5;F;46
2024/2025;6301;Napoli Federico II;L-41;Statistica per l'Impresa e la Societa';63.0;63049;9;M;46
2024/2025;6301;Napoli Federico II;L-34;Scienze Geologiche;63.0;63049;9;F;46
2024/2025;6301;Napoli Federico II;L-8;Ingegneria Elettronica;63.0;63049;12;F;46
2024/2025;6501;Salerno;LM-59;Corporate Communication e Media;65.0;65052;5;M;46
2024/2025;6601;L'Aquila;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);66.0;66049;14;F;46
2024/2025;7101;Foggia;LM-77;Economia Aziendale;71.0;71024;7;M;46
2024/2025;7101;Foggia;LM-9;Scienze Biotecnologiche, degli Alimenti e della Nutrizione Umana;71.0;71024;9;F;46
2024/2025;7201;Bari;L/SNT3;Tecniche di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare (Abilitante alla Professione Sanitaria di Tecnico di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare);72.0;72006;14;F;46
2024/2025;7101;Foggia;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);110.0;110002;14;M;46
2024/2025;7001;Molise;LM-14;Letteratura e Storia dell'Arte;70.0;70006;3;F;46
2024/2025;6901;Chieti e Pescara;LM-51;Psicologia;69.0;69022;6;M;46
2024/2025;7202;Bari Politecnico;LM-29;Ingegneria Elettronica;72.0;72006;12;M;46
2024/2025;7501;Salento;L-15;Management delle Organizzazioni Turistiche;75.0;75035;7;M;46
2024/2025;7501;Salento;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);75.0;75088;14;M;46
2024/2025;7801;Calabria;LM-78;Scienze Filosofiche;78.0;78102;3;M;46
2024/2025;7901;Catanzaro;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);79.0;79023;14;F;46
2024/2025;7901;Catanzaro;LM/SNT1;Scienze Infermieristiche e Ostetriche;79.0;79023;14;M;46
2024/2025;8201;Palermo;LM-23;Ingegneria Civile;82.0;82053;11;M;46
2024/2025;8701;Catania;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);87.0;87015;14;M;46
2024/2025;8701;Catania;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);87.0;87015;14;F;46
2024/2025;8201;Palermo;LM-69;Imprenditorialita' e Qualita' per il Sistema Agroalimentare;82.0;82053;13;M;46
2024/2025;8701;Catania;LM-2;Archeologia;87.0;87015;3;F;46
2024/2025;8701;Catania;LM-69;Scienze e Tecnologie Agrarie;87.0;87015;13;F;46
2023/2024;8301;Messina;L-38;Scienze, Tecnologie e Sicurezza delle Produzioni Animali;83.0;83048;13;M;46
2023/2024;8201;Palermo;LM-69;Scienze delle Produzioni e delle Tecnologie Agrarie;82.0;82053;13;M;46
2023/2024;8201;Palermo;LM-92;Comunicazione del Patrimonio Culturale;82.0;82053;5;F;46
2023/2024;8301;Messina;99999;Lettere;83.0;83048;3;F;46
2023/2024;8301;Messina;99999;Giurisprudenza;83.0;83048;8;M;46
2023/2024;8701;Catania;5;Lettere;87.0;87015;3;F;46
2023/2024;9201;Cagliari;L/SNT3;Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico);92.0;92009;14;F;46
2023/2024;9201;Cagliari;L-8;Ingegneria Elettrica, Elettronica e Informatica;92.0;92009;12;F;46
2023/2024;8701;Catania;LM-31;Ingegneria Gestionale;87.0;87015;12;F;46
2023/2024;8701;Catania;LM-84;Storia e Cultura dei Paesi Mediterranei;87.0;87015;3;M;46
2023/2024;7101;Foggia;L-14;Consulente del Lavoro ed Esperto di Relazioni Industriali;71.0;71024;8;M;46
2023/2024;7001;Molise;LM-67;Scienze e Tecniche delle Attività Motorie Preventive e Adattate;70.0;70006;14;F;46
2023/2024;7001;Molise;L-36;Scienze della Politica e della Amministrazione;70.0;70006;5;M;46
2023/2024;7201;Bari;47/S;Medicina Veterinaria;72.0;72006;13;F;46
2023/2024;7201;Bari;L-12;Comunicazione Linguistica e Interculturale;72.0;72006;4;F;46
2023/2024;6701;Teramo;LM-9;Biotecnologie Avanzate;67.0;67041;9;F;46
2023/2024;6901;Chieti e Pescara;L-21;Scienze dell'Habitat Sostenibile;68.0;68028;11;F;46
2023/2024;6901;Chieti e Pescara;L/SNT2;Terapia Occupazionale (Abilitante alla Professione Sanitaria di Terapista Occupazionale);69.0;69022;14;F;46
2023/2024;6701;Teramo;99999;Giurisprudenza;67.0;67041;8;F;46
2023/2024;6601;L'Aquila;LM-67;Scienze Motorie Preventive e Adattative;66.0;66049;14;M;46
2023/2024;6601;L'Aquila;L-5;Filosofia e Teoria dei Processi Comunicativi;66.0;66049;3;F;46
2023/2024;7501;Salento;LM-14;Lettere Moderne;75.0;75035;3;M;46
2023/2024;7601;Basilicata;L-25;Scienze Forestali e Ambientali;76.0;76063;13;M;46
2023/2024;7601;Basilicata;L-31;Scienze e Tecnologie Informatiche;76.0;76063;10;F;46
2023/2024;7901;Catanzaro;L/SNT3;Dietistica (Abilitante alla Professione Sanitaria di Dietista);79.0;79023;14;F;46
