freq,territorio,ind_type,measure,sesso,decimals,time_period,obs_value,year
A,ITD3,ENT_RATE_TER,1,1,1,2011,65.0,2011
A,ITD3,ENT_RATE_TER,1,1,1,2012,52.3,2012
A,ITD3,ENT_RATE_TER,1,1,1,2013,51.8,2013
A,ITD3,ENT_RATE_TER,1,1,1,2014,47.0,2014
A,ITD3,ENT_RATE_TER,1,1,1,2015,46.6,2015
A,ITD3,ENT_RATE_TER,1,1,1,2016,46.8,2016
A,ITD3,ENT_RATE_TER,1,1,1,2017,46.4,2017
A,ITD3,ENT_RATE_TER,1,2,1,2010,66.6,2010
A,ITD3,ENT_RATE_TER,1,2,1,2011,65.0,2011
A,ITD3,ENT_RATE_TER,1,2,1,2012,61.1,2012
A,ITD3,ENT_RATE_TER,1,2,1,2013,61.3,2013
A,ITD3,ENT_RATE_TER,1,2,1,2014,53.8,2014
A,ITD3,ENT_RATE_TER,1,2,1,2015,54.0,2015
A,ITD3,ENT_RATE_TER,1,2,1,2016,55.4,2016
A,ITD3,ENT_RATE_TER,1,2,1,2017,54.2,2017
A,ITD3,ENT_RATE_TER,1,9,1,2010,63.6,2010
A,ITD3,ENT_RATE_TER,1,9,1,2011,61.8,2011
A,ITD3,ENT_RATE_TER,1,9,1,2012,56.9,2012
A,ITD3,ENT_RATE_TER,1,9,1,2013,56.8,2013
A,ITD3,ENT_RATE_TER,1,9,1,2014,50.5,2014
A,ITD3,ENT_RATE_TER,1,9,1,2015,50.4,2015
A,ITD3,ENT_RATE_TER,1,9,1,2016,51.1,2016
A,ITD3,ENT_RATE_TER,1,9,1,2017,50.4,2017
A,ITD3,ENR_RATE,1,1,1,2010,31.0,2010
A,ITD3,ENR_RATE,1,1,1,2011,31.0,2011
A,ITD3,ENR_RATE,1,1,1,2012,30.3,2012
A,ITD3,ENR_RATE,1,1,1,2013,30.6,2013
A,ITD3,ENR_RATE,1,1,1,2014,30.4,2014
A,ITD3,ENR_RATE,1,1,1,2015,30.6,2015
A,ITD3,ENR_RATE,1,1,1,2016,31.0,2016
A,ITD3,ENR_RATE,1,1,1,2017,30.7,2017
A,ITD3,ENR_RATE,1,2,1,2010,40.0,2010
A,ITD3,ENR_RATE,1,2,1,2011,39.7,2011
A,ITD3,ENR_RATE,1,2,1,2012,39.2,2012
A,ITD3,ENR_RATE,1,2,1,2013,39.9,2013
A,ITD3,ENR_RATE,1,2,1,2014,38.9,2014
A,ITD3,ENR_RATE,1,2,1,2015,38.5,2015
A,ITD3,ENR_RATE,1,2,1,2016,39.1,2016
A,ITD3,ENR_RATE,1,2,1,2017,38.8,2017
A,ITD3,ENR_RATE,1,9,1,2010,35.4,2010
A,ITD3,ENR_RATE,1,9,1,2011,35.3,2011
A,ITD3,ENR_RATE,1,9,1,2012,34.6,2012
A,ITD3,ENR_RATE,1,9,1,2013,35.1,2013
A,ITD3,ENR_RATE,1,9,1,2014,34.6,2014
A,ITD3,ENR_RATE,1,9,1,2015,34.4,2015
A,ITD3,ENR_RATE,1,9,1,2016,34.9,2016
A,ITD3,ENR_RATE,1,9,1,2017,34.7,2017
A,ITD3,GRAD_RATE_I,1,1,1,2010,26.3,2010
A,ITD3,GRAD_RATE_I,1,1,1,2011,26.1,2011
A,ITD3,GRAD_RATE_I,1,1,1,2012,26.4,2012
A,ITD3,GRAD_RATE_I,1,1,1,2013,26.5,2013
A,ITD3,GRAD_RATE_I,1,1,1,2014,26.7,2014
A,ITD3,GRAD_RATE_I,1,1,1,2015,26.9,2015
A,ITD3,GRAD_RATE_I,1,1,1,2016,27.9,2016
A,ITD3,GRAD_RATE_I,1,1,1,2017,28.9,2017
A,ITD3,GRAD_RATE_I,1,2,1,2010,35.8,2010
A,ITD3,GRAD_RATE_I,1,2,1,2011,36.0,2011
A,ITD3,GRAD_RATE_I,1,2,1,2012,38.0,2012
A,ITD3,GRAD_RATE_I,1,2,1,2013,39.7,2013
A,ITD3,GRAD_RATE_I,1,2,1,2014,41.0,2014
A,ITD3,GRAD_RATE_I,1,2,1,2015,42.1,2015
A,ITD3,GRAD_RATE_I,1,2,1,2016,40.3,2016
A,ITD3,GRAD_RATE_I,1,2,1,2017,41.1,2017
A,ITD3,GRAD_RATE_I,1,9,1,2010,31.1,2010
A,ITD3,GRAD_RATE_I,1,9,1,2011,31.0,2011
A,ITD3,GRAD_RATE_I,1,9,1,2012,32.2,2012
A,ITD3,GRAD_RATE_I,1,9,1,2013,33.0,2013
A,ITD3,GRAD_RATE_I,1,9,1,2014,33.8,2014
A,ITD3,GRAD_RATE_I,1,9,1,2015,34.4,2015
A,ITD3,GRAD_RATE_I,1,9,1,2016,34.0,2016
A,ITD3,GRAD_RATE_I,1,9,1,2017,34.8,2017
A,ITD3,GRAD_RATE_II,1,1,1,2010,14.3,2010
A,ITD3,GRAD_RATE_II,1,1,1,2011,14.7,2011
A,ITD3,GRAD_RATE_II,1,1,1,2012,15.8,2012
A,ITD3,GRAD_RATE_II,1,1,1,2013,16.0,2013
A,ITD3,GRAD_RATE_II,1,1,1,2014,14.9,2014
A,ITD3,GRAD_RATE_II,1,1,1,2015,15.3,2015
A,ITD3,GRAD_RATE_II,1,1,1,2016,15.5,2016
A,ITD3,GRAD_RATE_II,1,1,1,2017,16.6,2017
A,ITD3,GRAD_RATE_II,1,2,1,2010,19.6,2010
A,ITD3,GRAD_RATE_II,1,2,1,2011,19.3,2011
A,ITD3,GRAD_RATE_II,1,2,1,2012,20.5,2012
A,ITD3,GRAD_RATE_II,1,2,1,2013,21.6,2013
A,ITD3,GRAD_RATE_II,1,2,1,2014,21.1,2014
A,ITD3,GRAD_RATE_II,1,2,1,2015,22.0,2015
A,ITD3,GRAD_RATE_II,1,2,1,2016,21.1,2016
A,ITD3,GRAD_RATE_II,1,2,1,2017,22.3,2017
A,ITD3,GRAD_RATE_II,1,9,1,2010,17.0,2010
A,ITD3,GRAD_RATE_II,1,9,1,2011,17.0,2011
A,ITD3,GRAD_RATE_II,1,9,1,2012,18.2,2012
A,ITD3,GRAD_RATE_II,1,9,1,2013,18.7,2013
A,ITD3,GRAD_RATE_II,1,9,1,2014,18.0,2014
A,ITD3,GRAD_RATE_II,1,9,1,2015,18.6,2015
A,ITD3,GRAD_RATE_II,1,9,1,2016,18.3,2016
A,ITD3,GRAD_RATE_II,1,9,1,2017,19.4,2017
A,ITD4,ENT_RATE_TER,1,1,1,2010,58.2,2010
A,ITD4,ENT_RATE_TER,1,1,1,2011,64.0,2011
A,ITD4,ENT_RATE_TER,1,1,1,2012,49.4,2012
A,ITD4,ENT_RATE_TER,1,1,1,2013,51.6,2013
A,ITD4,ENT_RATE_TER,1,1,1,2014,47.2,2014
A,ITD4,ENT_RATE_TER,1,1,1,2015,45.7,2015
A,ITD4,ENT_RATE_TER,1,1,1,2016,48.5,2016
A,ITD4,ENT_RATE_TER,1,1,1,2017,47.6,2017
A,ITD4,ENT_RATE_TER,1,2,1,2010,67.7,2010
A,ITD4,ENT_RATE_TER,1,2,1,2011,64.0,2011
A,ITD4,ENT_RATE_TER,1,2,1,2012,61.7,2012
A,ITD4,ENT_RATE_TER,1,2,1,2013,64.3,2013
A,ITD4,ENT_RATE_TER,1,2,1,2014,55.1,2014
A,ITD4,ENT_RATE_TER,1,2,1,2015,55.0,2015
A,ITD4,ENT_RATE_TER,1,2,1,2016,57.1,2016
A,ITD4,ENT_RATE_TER,1,2,1,2017,55.4,2017
A,ITD4,ENT_RATE_TER,1,9,1,2010,63.1,2010
A,ITD4,ENT_RATE_TER,1,9,1,2011,59.2,2011
A,ITD4,ENT_RATE_TER,1,9,1,2012,55.7,2012
A,ITD4,ENT_RATE_TER,1,9,1,2013,58.0,2013
A,ITD4,ENT_RATE_TER,1,9,1,2014,51.3,2014
A,ITD4,ENT_RATE_TER,1,9,1,2015,50.4,2015
A,ITD4,ENT_RATE_TER,1,9,1,2016,52.8,2016
A,ITD4,ENT_RATE_TER,1,9,1,2017,51.5,2017
A,ITD4,ENR_RATE,1,1,1,2010,35.1,2010
A,ITD4,ENR_RATE,1,1,1,2011,33.7,2011
A,ITD4,ENR_RATE,1,1,1,2012,32.4,2012
A,ITD4,ENR_RATE,1,1,1,2013,33.8,2013
A,ITD4,ENR_RATE,1,1,1,2014,32.9,2014
A,ITD4,ENR_RATE,1,1,1,2015,32.9,2015
A,ITD4,ENR_RATE,1,1,1,2016,32.9,2016
A,ITD4,ENR_RATE,1,1,1,2017,33.7,2017
A,ITD4,ENR_RATE,1,2,1,2010,45.2,2010
A,ITD4,ENR_RATE,1,2,1,2011,43.3,2011
A,ITD4,ENR_RATE,1,2,1,2012,41.9,2012
A,ITD4,ENR_RATE,1,2,1,2013,42.9,2013
A,ITD4,ENR_RATE,1,2,1,2014,41.9,2014
A,ITD4,ENR_RATE,1,2,1,2015,41.9,2015
A,ITD4,ENR_RATE,1,2,1,2016,41.9,2016
A,ITD4,ENR_RATE,1,2,1,2017,42.6,2017
A,ITD4,ENR_RATE,1,9,1,2010,40.1,2010
A,ITD4,ENR_RATE,1,9,1,2011,38.5,2011
A,ITD4,ENR_RATE,1,9,1,2012,37.1,2012
A,ITD4,ENR_RATE,1,9,1,2013,38.3,2013
A,ITD4,ENR_RATE,1,9,1,2014,37.3,2014
A,ITD4,ENR_RATE,1,9,1,2015,37.3,2015
A,ITD4,ENR_RATE,1,9,1,2016,37.3,2016
A,ITD4,ENR_RATE,1,9,1,2017,38.0,2017
A,ITD4,GRAD_RATE_I,1,1,1,2010,27.4,2010
A,ITD4,GRAD_RATE_I,1,1,1,2011,27.0,2011
A,ITD4,GRAD_RATE_I,1,1,1,2012,28.1,2012
A,ITD4,GRAD_RATE_I,1,1,1,2013,26.1,2013
A,ITD4,GRAD_RATE_I,1,1,1,2014,25.3,2014
A,ITD4,GRAD_RATE_I,1,1,1,2015,26.8,2015
A,ITD4,GRAD_RATE_I,1,1,1,2016,31.7,2016
A,ITD4,GRAD_RATE_I,1,1,1,2017,29.7,2017
A,ITD4,GRAD_RATE_I,1,2,1,2010,42.0,2010
A,ITD4,GRAD_RATE_I,1,2,1,2011,38.0,2011
A,ITD4,GRAD_RATE_I,1,2,1,2012,40.5,2012
A,ITD4,GRAD_RATE_I,1,2,1,2013,39.5,2013
A,ITD4,GRAD_RATE_I,1,2,1,2014,40.0,2014
A,ITD4,GRAD_RATE_I,1,2,1,2015,42.0,2015
A,ITD4,GRAD_RATE_I,1,2,1,2016,48.2,2016
A,ITD4,GRAD_RATE_I,1,2,1,2017,42.6,2017
A,ITD4,GRAD_RATE_I,1,9,1,2010,34.5,2010
A,ITD4,GRAD_RATE_I,1,9,1,2011,32.6,2011
A,ITD4,GRAD_RATE_I,1,9,1,2012,34.2,2012
A,ITD4,GRAD_RATE_I,1,9,1,2013,32.8,2013
A,ITD4,GRAD_RATE_I,1,9,1,2014,32.7,2014
A,ITD4,GRAD_RATE_I,1,9,1,2015,34.4,2015
A,ITD4,GRAD_RATE_I,1,9,1,2016,39.7,2016
A,ITD4,GRAD_RATE_I,1,9,1,2017,36.0,2017
A,ITD4,GRAD_RATE_II,1,1,1,2010,16.0,2010
A,ITD4,GRAD_RATE_II,1,1,1,2011,16.9,2011
A,ITD4,GRAD_RATE_II,1,1,1,2012,16.2,2012
A,ITD4,GRAD_RATE_II,1,1,1,2013,17.3,2013
A,ITD4,GRAD_RATE_II,1,1,1,2014,16.2,2014
A,ITD4,GRAD_RATE_II,1,1,1,2015,15.4,2015
A,ITD4,GRAD_RATE_II,1,1,1,2016,17.6,2016
A,ITD4,GRAD_RATE_II,1,1,1,2017,16.3,2017
A,ITD4,GRAD_RATE_II,1,2,1,2010,25.1,2010
A,ITD4,GRAD_RATE_II,1,2,1,2011,24.0,2011
A,ITD4,GRAD_RATE_II,1,2,1,2012,25.3,2012
A,ITD4,GRAD_RATE_II,1,2,1,2013,25.8,2013
A,ITD4,GRAD_RATE_II,1,2,1,2014,24.0,2014
A,ITD4,GRAD_RATE_II,1,2,1,2015,22.9,2015
A,ITD4,GRAD_RATE_II,1,2,1,2016,27.1,2016
A,ITD4,GRAD_RATE_II,1,2,1,2017,23.3,2017
A,ITD4,GRAD_RATE_II,1,9,1,2010,20.5,2010
A,ITD4,GRAD_RATE_II,1,9,1,2011,20.5,2011
A,ITD4,GRAD_RATE_II,1,9,1,2012,20.7,2012
A,ITD4,GRAD_RATE_II,1,9,1,2013,21.5,2013
A,ITD4,GRAD_RATE_II,1,9,1,2014,20.1,2014
A,ITD4,GRAD_RATE_II,1,9,1,2015,19.1,2015
A,ITD4,GRAD_RATE_II,1,9,1,2016,22.2,2016
A,ITD4,GRAD_RATE_II,1,9,1,2017,19.7,2017
A,ITD5,ENT_RATE_TER,1,1,1,2010,63.3,2010
A,ITD5,ENT_RATE_TER,1,1,1,2011,69.2,2011
A,ITD5,ENT_RATE_TER,1,1,1,2012,58.7,2012
A,ITD5,ENT_RATE_TER,1,1,1,2013,56.0,2013
A,ITD5,ENT_RATE_TER,1,1,1,2014,48.1,2014
A,ITD5,ENT_RATE_TER,1,1,1,2015,47.7,2015
A,ITD5,ENT_RATE_TER,1,1,1,2016,48.3,2016
A,ITD5,ENT_RATE_TER,1,1,1,2017,46.2,2017
A,ITD5,ENT_RATE_TER,1,2,1,2010,71.5,2010
A,ITD5,ENT_RATE_TER,1,2,1,2011,69.2,2011
A,ITD5,ENT_RATE_TER,1,2,1,2012,65.4,2012
A,ITD5,ENT_RATE_TER,1,2,1,2013,63.8,2013
A,ITD5,ENT_RATE_TER,1,2,1,2014,58.1,2014
A,ITD5,ENT_RATE_TER,1,2,1,2015,55.4,2015
A,ITD5,ENT_RATE_TER,1,2,1,2016,57.3,2016
A,ITD5,ENT_RATE_TER,1,2,1,2017,56.4,2017
A,ITD5,ENT_RATE_TER,1,9,1,2010,67.6,2010
A,ITD5,ENT_RATE_TER,1,9,1,2011,65.5,2011
A,ITD5,ENT_RATE_TER,1,9,1,2012,62.2,2012
A,ITD5,ENT_RATE_TER,1,9,1,2013,60.0,2013
A,ITD5,ENT_RATE_TER,1,9,1,2014,53.3,2014
A,ITD5,ENT_RATE_TER,1,9,1,2015,51.7,2015
A,ITD5,ENT_RATE_TER,1,9,1,2016,52.9,2016
A,ITD5,ENT_RATE_TER,1,9,1,2017,51.5,2017
A,ITD5,ENR_RATE,1,1,1,2010,31.7,2010
A,ITD5,ENR_RATE,1,1,1,2011,31.1,2011
A,ITD5,ENR_RATE,1,1,1,2012,30.3,2012
A,ITD5,ENR_RATE,1,1,1,2013,31.5,2013
A,ITD5,ENR_RATE,1,1,1,2014,30.6,2014
A,ITD5,ENR_RATE,1,1,1,2015,29.9,2015
A,ITD5,ENR_RATE,1,1,1,2016,30.5,2016
A,ITD5,ENR_RATE,1,1,1,2017,30.4,2017
A,ITD5,ENR_RATE,1,2,1,2010,41.7,2010
A,ITD5,ENR_RATE,1,2,1,2011,40.9,2011
A,ITD5,ENR_RATE,1,2,1,2012,39.8,2012
A,ITD5,ENR_RATE,1,2,1,2013,41.7,2013
A,ITD5,ENR_RATE,1,2,1,2014,40.6,2014
A,ITD5,ENR_RATE,1,2,1,2015,39.6,2015
A,ITD5,ENR_RATE,1,2,1,2016,40.1,2016
A,ITD5,ENR_RATE,1,2,1,2017,40.4,2017
A,ITD5,ENR_RATE,1,9,1,2010,36.6,2010
A,ITD5,ENR_RATE,1,9,1,2011,36.0,2011
A,ITD5,ENR_RATE,1,9,1,2012,35.0,2012
A,ITD5,ENR_RATE,1,9,1,2013,36.5,2013
A,ITD5,ENR_RATE,1,9,1,2014,35.5,2014
A,ITD5,ENR_RATE,1,9,1,2015,34.6,2015
A,ITD5,ENR_RATE,1,9,1,2016,35.2,2016
A,ITD5,ENR_RATE,1,9,1,2017,35.2,2017
A,ITD5,GRAD_RATE_I,1,1,1,2010,26.5,2010
A,ITD5,GRAD_RATE_I,1,1,1,2011,25.9,2011
A,ITD5,GRAD_RATE_I,1,1,1,2012,25.8,2012
A,ITD5,GRAD_RATE_I,1,1,1,2013,26.7,2013
A,ITD5,GRAD_RATE_I,1,1,1,2014,26.5,2014
A,ITD5,GRAD_RATE_I,1,1,1,2015,28.1,2015
A,ITD5,GRAD_RATE_I,1,1,1,2016,28.0,2016
A,ITD5,GRAD_RATE_I,1,1,1,2017,28.7,2017
A,ITD5,GRAD_RATE_I,1,2,1,2010,37.3,2010
A,ITD5,GRAD_RATE_I,1,2,1,2011,36.2,2011
A,ITD5,GRAD_RATE_I,1,2,1,2012,37.8,2012
A,ITD5,GRAD_RATE_I,1,2,1,2013,37.1,2013
A,ITD5,GRAD_RATE_I,1,2,1,2014,41.5,2014
A,ITD5,GRAD_RATE_I,1,2,1,2015,42.9,2015
A,ITD5,GRAD_RATE_I,1,2,1,2016,42.0,2016
A,ITD5,GRAD_RATE_I,1,2,1,2017,41.0,2017
A,ITD5,GRAD_RATE_I,1,9,1,2010,31.9,2010
A,ITD5,GRAD_RATE_I,1,9,1,2011,31.1,2011
A,ITD5,GRAD_RATE_I,1,9,1,2012,31.9,2012
A,ITD5,GRAD_RATE_I,1,9,1,2013,31.9,2013
A,ITD5,GRAD_RATE_I,1,9,1,2014,33.9,2014
A,ITD5,GRAD_RATE_I,1,9,1,2015,35.4,2015
A,ITD5,GRAD_RATE_I,1,9,1,2016,34.9,2016
A,ITD5,GRAD_RATE_I,1,9,1,2017,34.8,2017
A,ITD5,GRAD_RATE_II,1,1,1,2010,14.6,2010
A,ITD5,GRAD_RATE_II,1,1,1,2011,14.9,2011
A,ITD5,GRAD_RATE_II,1,1,1,2012,16.0,2012
A,ITD5,GRAD_RATE_II,1,1,1,2013,16.9,2013
A,ITD5,GRAD_RATE_II,1,1,1,2014,15.8,2014
A,ITD5,GRAD_RATE_II,1,1,1,2015,15.9,2015
A,ITD5,GRAD_RATE_II,1,1,1,2016,16.7,2016
A,ITD5,GRAD_RATE_II,1,1,1,2017,16.7,2017
A,ITD5,GRAD_RATE_II,1,2,1,2010,20.9,2010
A,ITD5,GRAD_RATE_II,1,2,1,2011,21.6,2011
A,ITD5,GRAD_RATE_II,1,2,1,2012,22.8,2012
A,ITD5,GRAD_RATE_II,1,2,1,2013,23.2,2013
A,ITD5,GRAD_RATE_II,1,2,1,2014,23.2,2014
A,ITD5,GRAD_RATE_II,1,2,1,2015,24.3,2015
A,ITD5,GRAD_RATE_II,1,2,1,2016,23.0,2016
A,ITD5,GRAD_RATE_II,1,2,1,2017,23.0,2017
A,ITD5,GRAD_RATE_II,1,9,1,2010,17.8,2010
A,ITD5,GRAD_RATE_II,1,9,1,2011,18.3,2011
A,ITD5,GRAD_RATE_II,1,9,1,2012,19.4,2012
A,ITD5,GRAD_RATE_II,1,9,1,2013,20.1,2013
A,ITD5,GRAD_RATE_II,1,9,1,2014,19.4,2014
A,ITD5,GRAD_RATE_II,1,9,1,2015,20.0,2015
A,ITD5,GRAD_RATE_II,1,9,1,2016,19.8,2016
A,ITD5,GRAD_RATE_II,1,9,1,2017,19.8,2017
A,ITDA,ENT_RATE_TER,1,1,1,2010,47.7,2010
A,ITDA,ENT_RATE_TER,1,1,1,2011,50.6,2011
A,ITDA,ENT_RATE_TER,1,1,1,2012,41.2,2012
A,ITDA,ENT_RATE_TER,1,1,1,2013,39.9,2013
A,ITDA,ENT_RATE_TER,1,1,1,2014,48.5,2014
A,ITDA,ENT_RATE_TER,1,1,1,2015,46.0,2015
A,ITDA,ENT_RATE_TER,1,1,1,2016,49.8,2016
A,ITDA,ENT_RATE_TER,1,1,1,2017,50.3,2017
A,ITDA,ENT_RATE_TER,1,2,1,2010,59.3,2010
A,ITDA,ENT_RATE_TER,1,2,1,2011,50.6,2011
A,ITDA,ENT_RATE_TER,1,2,1,2012,45.6,2012
A,ITDA,ENT_RATE_TER,1,2,1,2013,45.3,2013
A,ITDA,ENT_RATE_TER,1,2,1,2014,54.6,2014
A,ITDA,ENT_RATE_TER,1,2,1,2015,50.7,2015
A,ITDA,ENT_RATE_TER,1,2,1,2016,53.6,2016
A,ITDA,ENT_RATE_TER,1,2,1,2017,55.4,2017
A,ITDA,ENT_RATE_TER,1,9,1,2010,54.3,2010
A,ITDA,ENT_RATE_TER,1,9,1,2011,47.4,2011
A,ITDA,ENT_RATE_TER,1,9,1,2012,43.7,2012
A,ITDA,ENT_RATE_TER,1,9,1,2013,43.0,2013
A,ITDA,ENT_RATE_TER,1,9,1,2014,51.8,2014
A,ITDA,ENT_RATE_TER,1,9,1,2015,48.6,2015
A,ITDA,ENT_RATE_TER,1,9,1,2016,51.8,2016
A,ITDA,ENT_RATE_TER,1,9,1,2017,53.1,2017
A,ITDA,ENR_RATE,1,1,1,2010,21.3,2010
A,ITDA,ENR_RATE,1,1,1,2011,21.2,2011
A,ITDA,ENR_RATE,1,1,1,2012,20.3,2012
A,ITDA,ENR_RATE,1,1,1,2013,20.7,2013
A,ITDA,ENR_RATE,1,1,1,2014,19.6,2014
A,ITDA,ENR_RATE,1,1,1,2015,18.8,2015
A,ITDA,ENR_RATE,1,1,1,2016,18.5,2016
A,ITDA,ENR_RATE,1,1,1,2017,18.6,2017
A,ITDA,ENR_RATE,1,2,1,2010,32.2,2010
A,ITDA,ENR_RATE,1,2,1,2011,31.1,2011
A,ITDA,ENR_RATE,1,2,1,2012,29.2,2012
A,ITDA,ENR_RATE,1,2,1,2013,29.6,2013
A,ITDA,ENR_RATE,1,2,1,2014,28.0,2014
A,ITDA,ENR_RATE,1,2,1,2015,27.0,2015
A,ITDA,ENR_RATE,1,2,1,2016,27.2,2016
A,ITDA,ENR_RATE,1,2,1,2017,27.0,2017
A,ITDA,ENR_RATE,1,9,1,2010,26.7,2010
A,ITDA,ENR_RATE,1,9,1,2011,26.0,2011
A,ITDA,ENR_RATE,1,9,1,2012,24.6,2012
A,ITDA,ENR_RATE,1,9,1,2013,25.1,2013
A,ITDA,ENR_RATE,1,9,1,2014,23.7,2014
A,ITDA,ENR_RATE,1,9,1,2015,22.8,2015
A,ITDA,ENR_RATE,1,9,1,2016,22.7,2016
A,ITDA,ENR_RATE,1,9,1,2017,22.7,2017
A,ITDA,GRAD_RATE_I,1,1,1,2010,19.3,2010
A,ITDA,GRAD_RATE_I,1,1,1,2011,19.9,2011
A,ITDA,GRAD_RATE_I,1,1,1,2012,19.2,2012
A,ITDA,GRAD_RATE_I,1,1,1,2013,19.4,2013
A,ITDA,GRAD_RATE_I,1,1,1,2014,20.1,2014
A,ITDA,GRAD_RATE_I,1,1,1,2015,19.9,2015
A,ITDA,GRAD_RATE_I,1,1,1,2016,18.7,2016
A,ITDA,GRAD_RATE_I,1,1,1,2017,16.7,2017
A,ITDA,GRAD_RATE_I,1,2,1,2010,34.7,2010
A,ITDA,GRAD_RATE_I,1,2,1,2011,32.0,2011
A,ITDA,GRAD_RATE_I,1,2,1,2012,36.8,2012
A,ITDA,GRAD_RATE_I,1,2,1,2013,29.7,2013
A,ITDA,GRAD_RATE_I,1,2,1,2014,36.5,2014
A,ITDA,GRAD_RATE_I,1,2,1,2015,33.9,2015
A,ITDA,GRAD_RATE_I,1,2,1,2016,30.9,2016
A,ITDA,GRAD_RATE_I,1,2,1,2017,29.4,2017
A,ITDA,GRAD_RATE_I,1,9,1,2010,26.8,2010
A,ITDA,GRAD_RATE_I,1,9,1,2011,25.9,2011
A,ITDA,GRAD_RATE_I,1,9,1,2012,27.9,2012
A,ITDA,GRAD_RATE_I,1,9,1,2013,24.6,2013
A,ITDA,GRAD_RATE_I,1,9,1,2014,28.2,2014
A,ITDA,GRAD_RATE_I,1,9,1,2015,26.8,2015
A,ITDA,GRAD_RATE_I,1,9,1,2016,24.7,2016
A,ITDA,GRAD_RATE_I,1,9,1,2017,22.9,2017
A,ITDA,GRAD_RATE_II,1,1,1,2010,10.9,2010
A,ITDA,GRAD_RATE_II,1,1,1,2011,10.2,2011
A,ITDA,GRAD_RATE_II,1,1,1,2012,11.2,2012
A,ITDA,GRAD_RATE_II,1,1,1,2013,11.3,2013
A,ITDA,GRAD_RATE_II,1,1,1,2014,12.0,2014
A,ITDA,GRAD_RATE_II,1,1,1,2015,10.4,2015
A,ITDA,GRAD_RATE_II,1,1,1,2016,11.9,2016
A,ITDA,GRAD_RATE_II,1,1,1,2017,10.5,2017
A,ITDA,GRAD_RATE_II,1,2,1,2010,16.5,2010
A,ITDA,GRAD_RATE_II,1,2,1,2011,17.5,2011
A,ITDA,GRAD_RATE_II,1,2,1,2012,19.5,2012
A,ITDA,GRAD_RATE_II,1,2,1,2013,20.0,2013
A,ITDA,GRAD_RATE_II,1,2,1,2014,19.2,2014
A,ITDA,GRAD_RATE_II,1,2,1,2015,18.4,2015
A,ITDA,GRAD_RATE_II,1,2,1,2016,16.5,2016
A,ITDA,GRAD_RATE_II,1,2,1,2017,15.3,2017
A,ITDA,GRAD_RATE_II,1,9,1,2010,13.6,2010
A,ITDA,GRAD_RATE_II,1,9,1,2011,13.8,2011
A,ITDA,GRAD_RATE_II,1,9,1,2012,15.3,2012
A,ITDA,GRAD_RATE_II,1,9,1,2013,15.6,2013
A,ITDA,GRAD_RATE_II,1,9,1,2014,15.6,2014
A,ITDA,GRAD_RATE_II,1,9,1,2015,14.3,2015
A,ITDA,GRAD_RATE_II,1,9,1,2016,14.2,2016
A,ITDA,GRAD_RATE_II,1,9,1,2017,12.8,2017
A,ITE,ENT_RATE_TER,1,1,1,2010,61.7,2010
A,ITE,ENT_RATE_TER,1,1,1,2011,61.3,2011
A,ITE,ENT_RATE_TER,1,1,1,2012,58.2,2012
A,ITE,ENT_RATE_TER,1,1,1,2013,54.8,2013
A,ITE,ENT_RATE_TER,1,1,1,2014,46.6,2014
A,ITE,ENT_RATE_TER,1,1,1,2015,45.9,2015
A,ITE,ENT_RATE_TER,1,1,1,2016,47.4,2016
A,ITE,ENT_RATE_TER,1,1,1,2017,48.0,2017
A,ITE,ENT_RATE_TER,1,2,1,2010,71.7,2010
A,ITE,ENT_RATE_TER,1,2,1,2011,71.4,2011
A,ITE,ENT_RATE_TER,1,2,1,2012,69.3,2012
A,ITE,ENT_RATE_TER,1,2,1,2013,65.5,2013
A,ITE,ENT_RATE_TER,1,2,1,2014,56.8,2014
A,ITE,ENT_RATE_TER,1,2,1,2015,56.3,2015
A,ITE,ENT_RATE_TER,1,2,1,2016,58.0,2016
A,ITE,ENT_RATE_TER,1,2,1,2017,58.3,2017
A,ITE,ENT_RATE_TER,1,9,1,2010,66.9,2010
A,ITE,ENT_RATE_TER,1,9,1,2011,66.5,2011
A,ITE,ENT_RATE_TER,1,9,1,2012,63.8,2012
A,ITE,ENT_RATE_TER,1,9,1,2013,60.2,2013
A,ITE,ENT_RATE_TER,1,9,1,2014,51.8,2014
A,ITE,ENT_RATE_TER,1,9,1,2015,51.1,2015
A,ITE,ENT_RATE_TER,1,9,1,2016,52.7,2016
A,ITE,ENT_RATE_TER,1,9,1,2017,53.2,2017
A,ITE,ENR_RATE,1,1,1,2010,39.4,2010
A,ITE,ENR_RATE,1,1,1,2011,38.6,2011
A,ITE,ENR_RATE,1,1,1,2012,37.5,2012
A,ITE,ENR_RATE,1,1,1,2013,38.2,2013
A,ITE,ENR_RATE,1,1,1,2014,36.6,2014
A,ITE,ENR_RATE,1,1,1,2015,36.5,2015
A,ITE,ENR_RATE,1,1,1,2016,36.9,2016
A,ITE,ENR_RATE,1,1,1,2017,37.5,2017
A,ITE,ENR_RATE,1,2,1,2010,53.1,2010
A,ITE,ENR_RATE,1,2,1,2011,51.7,2011
A,ITE,ENR_RATE,1,2,1,2012,50.4,2012
A,ITE,ENR_RATE,1,2,1,2013,51.2,2013
A,ITE,ENR_RATE,1,2,1,2014,48.6,2014
A,ITE,ENR_RATE,1,2,1,2015,48.3,2015
