ANNO;AteneoCOD;AteneoNOME;AteneoREGIONE;AteneoAREAGEO;CorsoTIPO;COD_FoET2013;DESC_FoET2013;Genere;SPECIALIZZANDI
2023/2024;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;8
2023/2024;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;F;107
2023/2024;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;M;15
2023/2024;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;F;31
2023/2024;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;247
2023/2024;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;418
2023/2024;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;10
2023/2024;01001;Genova - Università degli studi;Liguria;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;34
2023/2024;01001;Genova - Università degli studi;Liguria;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;8
2023/2024;01001;Genova - Università degli studi;Liguria;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;M;4
2023/2024;01001;Genova - Università degli studi;Liguria;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;27
2023/2024;01001;Genova - Università degli studi;Liguria;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;F;13
2023/2024;01001;Genova - Università degli studi;Liguria;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;17
2023/2024;01001;Genova - Università degli studi;Liguria;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;854
2023/2024;01001;Genova - Università degli studi;Liguria;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;12
2023/2024;01001;Genova - Università degli studi;Liguria;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;5
2023/2024;01001;Genova - Università degli studi;Liguria;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;523
2023/2024;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;242
2023/2024;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;362
2023/2024;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;4
2023/2024;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;9
2023/2024;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;3
2023/2024;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;F;141
2023/2024;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;148
2023/2024;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;8
2023/2024;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;17
2023/2024;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;1960
2023/2024;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;1452
2023/2024;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;14
2023/2024;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;64
2023/2024;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;M;86
2023/2024;01502;Milano - Politecnico;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;F;17
2023/2024;01502;Milano - Politecnico;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;M;2
2023/2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;M;22
2023/2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;3
2023/2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;6
2023/2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;6
2023/2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;45
2023/2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;F;94
2023/2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;11
2023/2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;917
2023/2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;1135
2023/2024;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;22
2023/2024;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;485
2023/2024;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;F;29
2023/2024;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;1
2023/2024;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;2
2023/2024;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;526
2023/2024;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;M;3
2023/2024;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;26
2023/2024;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;6
2023/2024;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;761
2023/2024;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;488
2023/2024;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;F;38
2023/2024;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;M;5
2023/2024;01510;Rozzano (MI) - Humanitas University;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;10
2023/2024;01510;Rozzano (MI) - Humanitas University;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;252
2023/2024;01510;Rozzano (MI) - Humanitas University;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;313
2023/2024;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;M;1
2023/2024;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;F;12
2023/2024;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;5
2023/2024;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;9
2023/2024;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;523
2023/2024;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;754
2023/2024;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;29
2023/2024;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;8
2023/2024;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;17
2023/2024;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;91
2023/2024;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;726
2023/2024;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;523
2023/2024;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;8
2023/2024;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;47
2023/2024;02301;Verona - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;1
2023/2024;02301;Verona - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;34
2023/2024;02301;Verona - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;2
2023/2024;02301;Verona - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;818
2023/2024;02301;Verona - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;1156
2023/2024;02301;Verona - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;13
2023/2024;02702;Venezia - Università IUAV;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;M;12
2023/2024;02702;Venezia - Università IUAV;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;F;16
2023/2024;02801;Padova - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;75
2023/2024;02801;Padova - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;1127
2023/2024;02801;Padova - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;30
2023/2024;02801;Padova - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;28
2023/2024;02801;Padova - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;M;40
2023/2024;02801;Padova - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;12
2023/2024;02801;Padova - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;F;81
2023/2024;02801;Padova - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;1
2023/2024;02801;Padova - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;1
2023/2024;02801;Padova - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;M;27
2023/2024;02801;Padova - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;F;59
2023/2024;02801;Padova - Università degli studi;Veneto;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;1478
2023/2024;03001;Udine - Università degli studi;Friuli Venezia Giulia;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;305
2023/2024;03001;Udine - Università degli studi;Friuli Venezia Giulia;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;F;13
2023/2024;03001;Udine - Università degli studi;Friuli Venezia Giulia;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;202
2023/2024;03001;Udine - Università degli studi;Friuli Venezia Giulia;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;46
2023/2024;03001;Udine - Università degli studi;Friuli Venezia Giulia;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;19
2023/2024;03001;Udine - Università degli studi;Friuli Venezia Giulia;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;M;11
2023/2024;03201;Trieste - Università degli studi;Friuli Venezia Giulia;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;428
2023/2024;03201;Trieste - Università degli studi;Friuli Venezia Giulia;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;10
2023/2024;03201;Trieste - Università degli studi;Friuli Venezia Giulia;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;F;12
2023/2024;03201;Trieste - Università degli studi;Friuli Venezia Giulia;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;321
2023/2024;03201;Trieste - Università degli studi;Friuli Venezia Giulia;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;39
2023/2024;03201;Trieste - Università degli studi;Friuli Venezia Giulia;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;3
2023/2024;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;F;17
2023/2024;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;13
2023/2024;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;M;6
2023/2024;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;403
2023/2024;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;561
2023/2024;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;16
2023/2024;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;891
2023/2024;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;30
2023/2024;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;591
2023/2024;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;12
2023/2024;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;20
2023/2024;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;1347
2023/2024;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;M;1
2023/2024;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;M;6
2023/2024;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;77
2023/2024;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;70
2023/2024;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;99;Field unknown;M;60
2023/2024;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;F;10
2023/2024;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;99;Field unknown;F;71
2023/2024;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;34
2023/2024;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;13
2023/2024;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;1066
2023/2024;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;F;15
2023/2024;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;16
2023/2024;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;7
2023/2024;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;393
2023/2024;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;M;9
2023/2024;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;F;20
2023/2024;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;583
2023/2024;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;46
2023/2024;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;5
2023/2024;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;15
2023/2024;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;515
2023/2024;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;390
2023/2024;04301;Macerata - Università degli studi;Marche;CENTRO;SCUOLA DI SPECIALIZZAZIONE;99;Field unknown;F;30
2023/2024;04301;Macerata - Università degli studi;Marche;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;9
2023/2024;04301;Macerata - Università degli studi;Marche;CENTRO;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;4
2023/2024;04301;Macerata - Università degli studi;Marche;CENTRO;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;19
2023/2024;04301;Macerata - Università degli studi;Marche;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;5
2023/2024;04301;Macerata - Università degli studi;Marche;CENTRO;SCUOLA DI SPECIALIZZAZIONE;99;Field unknown;M;26
2023/2024;04302;Camerino - Università degli studi;Marche;CENTRO;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;M;27
2023/2024;04302;Camerino - Università degli studi;Marche;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;30
2023/2024;04302;Camerino - Università degli studi;Marche;CENTRO;SCUOLA DI SPECIALIZZAZIONE;99;Field unknown;F;28
2023/2024;04302;Camerino - Università degli studi;Marche;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;12
2023/2024;04302;Camerino - Università degli studi;Marche;CENTRO;SCUOLA DI SPECIALIZZAZIONE;99;Field unknown;M;32
2023/2024;04302;Camerino - Università degli studi;Marche;CENTRO;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;F;59
2023/2024;04801;Firenze - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;1197
2023/2024;04801;Firenze - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;F;24
2023/2024;04801;Firenze - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;892
2023/2024;04801;Firenze - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;M;7
2023/2024;04801;Firenze - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;24
2023/2024;04801;Firenze - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;17
2023/2024;04801;Firenze - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;51
2023/2024;04801;Firenze - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;47
2023/2024;05001;Pisa - Università;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;7
2023/2024;05001;Pisa - Università;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;19
2023/2024;05001;Pisa - Università;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;517
2023/2024;05001;Pisa - Università;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;4
2023/2024;05001;Pisa - Università;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;806
2023/2024;05001;Pisa - Università;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;M;8
2023/2024;05001;Pisa - Università;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;2
2023/2024;05001;Pisa - Università;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;18
2023/2024;05001;Pisa - Università;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;F;24
2023/2024;05001;Pisa - Università;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;35
2023/2024;05201;Siena - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;346
2023/2024;05201;Siena - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;3
2023/2024;05201;Siena - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;15
2023/2024;05201;Siena - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;1
2023/2024;05201;Siena - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;36
2023/2024;05201;Siena - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;12
2023/2024;05201;Siena - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;523
2023/2024;05201;Siena - Università degli studi;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;33
2023/2024;05202;Siena - Università per stranieri;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;01;Education;M;6
2023/2024;05202;Siena - Università per stranieri;Toscana;CENTRO;SCUOLA DI SPECIALIZZAZIONE;01;Education;F;26
2023/2024;05401;Perugia - Università degli studi;Umbria;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;3
2023/2024;05401;Perugia - Università degli studi;Umbria;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;427
2023/2024;05401;Perugia - Università degli studi;Umbria;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;319
2023/2024;05401;Perugia - Università degli studi;Umbria;CENTRO;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;2
2023/2024;05401;Perugia - Università degli studi;Umbria;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;5
2023/2024;05401;Perugia - Università degli studi;Umbria;CENTRO;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;14
