ANNO_ACCADEMICO;DES;CLASSE_RIF;ID_SESSO;Immatricolati
2016/2017;Scienze della difesa e della sicurezza;L/DS;M;22
2016/2017;Scienze della formazione primaria;LM-85 bis;F;24
2016/2017;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;L-21;F;9
2016/2017;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;L-21;M;2
2016/2017;Scienze dell'amministrazione e dell'organizzazione;L-16;F;22
2016/2017;Scienze dell'amministrazione e dell'organizzazione;L-16;M;15
2016/2017;Scienze dell'architettura;L-17;F;108
2016/2017;Scienze dell'architettura;L-17;M;57
2016/2017;Scienze delle attività motorie e sportive;L-22;F;13
2016/2017;Scienze delle attività motorie e sportive;L-22;M;35
2016/2017;Scienze dell'economia e della gestione aziendale;L-18;F;501
2016/2017;Scienze dell'economia e della gestione aziendale;L-18;M;486
2016/2017;Scienze dell'educazione e della formazione;L-19;F;76
2016/2017;Scienze dell'educazione e della formazione;L-19;M;14
2016/2017;Scienze e tecniche dell'edilizia;L-23;F;10
2016/2017;Scienze e tecniche dell'edilizia;L-23;M;12
2016/2017;Scienze e tecniche psicologiche;L-24;F;93
2016/2017;Scienze e tecniche psicologiche;L-24;M;23
2016/2017;Scienze e tecnologie agrarie e forestali;L-25;F;21
2016/2017;Scienze e tecnologie agrarie e forestali;L-25;M;30
2016/2017;Scienze e tecnologie alimentari;L-26;F;38
2016/2017;Scienze e tecnologie alimentari;L-26;M;40
2016/2017;Scienze e tecnologie chimiche;L-27;F;28
2016/2017;Scienze e tecnologie chimiche;L-27;M;18
2016/2017;Scienze e tecnologie della navigazione;L-28;M;1
2016/2017;Scienze e tecnologie farmaceutiche;L-29;F;23
2016/2017;Scienze e tecnologie farmaceutiche;L-29;M;9
2016/2017;Scienze e tecnologie fisiche;L-30;F;17
2016/2017;Scienze e tecnologie fisiche;L-30;M;24
2016/2017;Scienze e tecnologie informatiche;L-31;F;37
2016/2017;Scienze e tecnologie informatiche;L-31;M;85
2016/2017;Scienze e tecnologie per l'ambiente e la natura;L-32;F;29
2016/2017;Scienze e tecnologie per l'ambiente e la natura;L-32;M;20
2016/2017;Scienze economiche;L-33;F;197
2016/2017;Scienze economiche;L-33;M;335
2016/2017;Scienze geologiche;L-34;F;10
2016/2017;Scienze geologiche;L-34;M;22
2016/2017;Scienze matematiche;L-35;F;23
2016/2017;Scienze matematiche;L-35;M;25
2016/2017;Scienze politiche e delle relazioni internazionali;L-36;F;180
2016/2017;Scienze politiche e delle relazioni internazionali;L-36;M;160
2016/2017;Scienze sociali per la cooperazione, lo sviluppo e la pace;L-37;F;21
2016/2017;Scienze sociali per la cooperazione, lo sviluppo e la pace;L-37;M;17
2016/2017;Scienze zootecniche e tecnologie delle produzioni animali;L-38;F;15
2016/2017;Scienze zootecniche e tecnologie delle produzioni animali;L-38;M;2
2016/2017;Servizio sociale;L-39;F;90
2016/2017;Servizio sociale;L-39;M;29
2016/2017;Sociologia;L-40;F;17
2016/2017;Sociologia;L-40;M;8
2016/2017;Statistica;L-41;F;18
2016/2017;Statistica;L-41;M;18
2016/2017;Storia;L-42;F;26
2016/2017;Storia;L-42;M;25
2015/2016;Architettura e ingegneria edile-architettura (quinquennale);LM-4cu;F;21
2015/2016;Architettura e ingegneria edile-architettura (quinquennale);LM-4cu;M;18
2015/2016;Beni culturali;L-1;F;63
2015/2016;Beni culturali;L-1;M;18
2015/2016;Biotecnologie;L-2;F;41
2015/2016;Biotecnologie;L-2;M;26
2015/2016;Conservazione e restauro dei beni culturali;LMR/02;F;2
2015/2016;Diagnostica per la conservazione dei beni culturali;L-43;F;12
2015/2016;Diagnostica per la conservazione dei beni culturali;L-43;M;5
2015/2016;Discipline delle arti figurative, della musica, dello spettacolo e della moda;L-3;F;79
2015/2016;Discipline delle arti figurative, della musica, dello spettacolo e della moda;L-3;M;31
2015/2016;Disegno industriale;L-4;F;62
2015/2016;Disegno industriale;L-4;M;42
2015/2016;Farmacia e farmacia industriale;LM-13;F;126
2015/2016;Farmacia e farmacia industriale;LM-13;M;57
2015/2016;Filosofia;L-5;F;29
2015/2016;Filosofia;L-5;M;16
2015/2016;Geografia;L-6;F;6
2015/2016;Geografia;L-6;M;5
2015/2016;Ingegneria civile e ambientale;L-7;F;62
2015/2016;Ingegneria civile e ambientale;L-7;M;110
2015/2016;Ingegneria dell'informazione;L-8;F;86
2015/2016;Ingegneria dell'informazione;L-8;M;233
2015/2016;Ingegneria industriale;L-9;F;86
2015/2016;Ingegneria industriale;L-9;M;475
2015/2016;Lettere;L-10;F;82
2015/2016;Lettere;L-10;M;37
2015/2016;Lingue e culture moderne;L-11;F;326
2015/2016;Lingue e culture moderne;L-11;M;121
2015/2016;Magistrali in giurisprudenza;LMG/01;F;134
2015/2016;Magistrali in giurisprudenza;LMG/01;M;69
2015/2016;Mediazione linguistica;L-12;F;235
2015/2016;Mediazione linguistica;L-12;M;105
2015/2016;Medicina e chirurgia;LM-41;F;196
2015/2016;Medicina e chirurgia;LM-41;M;177
2015/2016;Medicina veterinaria;LM-42;F;12
2015/2016;Medicina veterinaria;LM-42;M;6
2015/2016;Odontoiatria e protesi dentaria;LM-46;F;7
2015/2016;Odontoiatria e protesi dentaria;LM-46;M;5
2015/2016;Professioni sanitarie della prevenzione;L/SNT4;F;12
2015/2016;Professioni sanitarie della prevenzione;L/SNT4;M;1
2015/2016;Professioni sanitarie della riabilitazione;L/SNT2;F;23
2015/2016;Professioni sanitarie della riabilitazione;L/SNT2;M;14
2015/2016;Professioni sanitarie tecniche;L/SNT3;F;24
2015/2016;Professioni sanitarie tecniche;L/SNT3;M;10
2015/2016;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;L/SNT1;F;192
2015/2016;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;L/SNT1;M;34
2015/2016;Scienze biologiche;L-13;F;63
2015/2016;Scienze biologiche;L-13;M;27
2015/2016;Scienze dei servizi giuridici;L-14;F;38
2015/2016;Scienze dei servizi giuridici;L-14;M;25
2015/2016;Scienze del turismo;L-15;F;86
2015/2016;Scienze del turismo;L-15;M;37
2015/2016;Scienze della comunicazione;L-20;F;129
2015/2016;Scienze della comunicazione;L-20;M;80
2015/2016;Scienze della difesa e della sicurezza;L/DS;M;9
2015/2016;Scienze della formazione primaria;LM-85 bis;F;17
2015/2016;Scienze della formazione primaria;LM-85 bis;M;1
2015/2016;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;L-21;F;17
2015/2016;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;L-21;M;9
2015/2016;Scienze dell'amministrazione e dell'organizzazione;L-16;F;26
2015/2016;Scienze dell'amministrazione e dell'organizzazione;L-16;M;28
2015/2016;Scienze dell'architettura;L-17;F;73
2015/2016;Scienze dell'architettura;L-17;M;77
2015/2016;Scienze delle attività motorie e sportive;L-22;F;15
2015/2016;Scienze delle attività motorie e sportive;L-22;M;25
2015/2016;Scienze dell'economia e della gestione aziendale;L-18;F;449
2015/2016;Scienze dell'economia e della gestione aziendale;L-18;M;471
2015/2016;Scienze dell'educazione e della formazione;L-19;F;82
2015/2016;Scienze dell'educazione e della formazione;L-19;M;5
2015/2016;Scienze e tecniche dell'edilizia;L-23;F;15
2015/2016;Scienze e tecniche dell'edilizia;L-23;M;13
2015/2016;Scienze e tecniche psicologiche;L-24;F;65
2015/2016;Scienze e tecniche psicologiche;L-24;M;11
2015/2016;Scienze e tecnologie agrarie e forestali;L-25;F;30
2015/2016;Scienze e tecnologie agrarie e forestali;L-25;M;23
2015/2016;Scienze e tecnologie alimentari;L-26;F;37
2015/2016;Scienze e tecnologie alimentari;L-26;M;33
2015/2016;Scienze e tecnologie chimiche;L-27;F;24
2015/2016;Scienze e tecnologie chimiche;L-27;M;25
2015/2016;Scienze e tecnologie della navigazione;L-28;F;1
2015/2016;Scienze e tecnologie della navigazione;L-28;M;1
2015/2016;Scienze e tecnologie farmaceutiche;L-29;F;22
2015/2016;Scienze e tecnologie farmaceutiche;L-29;M;4
2015/2016;Scienze e tecnologie fisiche;L-30;F;15
2015/2016;Scienze e tecnologie fisiche;L-30;M;29
2015/2016;Scienze e tecnologie informatiche;L-31;F;25
2015/2016;Scienze e tecnologie informatiche;L-31;M;86
2015/2016;Scienze e tecnologie per l'ambiente e la natura;L-32;F;22
2015/2016;Scienze e tecnologie per l'ambiente e la natura;L-32;M;17
2015/2016;Scienze economiche;L-33;F;165
2015/2016;Scienze economiche;L-33;M;215
2015/2016;Scienze geologiche;L-34;F;18
2015/2016;Scienze geologiche;L-34;M;16
2015/2016;Scienze matematiche;L-35;F;24
2015/2016;Scienze matematiche;L-35;M;28
2015/2016;Scienze politiche e delle relazioni internazionali;L-36;F;167
2015/2016;Scienze politiche e delle relazioni internazionali;L-36;M;122
2015/2016;Scienze sociali per la cooperazione, lo sviluppo e la pace;L-37;F;21
2015/2016;Scienze sociali per la cooperazione, lo sviluppo e la pace;L-37;M;9
2015/2016;Scienze zootecniche e tecnologie delle produzioni animali;L-38;F;31
2015/2016;Scienze zootecniche e tecnologie delle produzioni animali;L-38;M;8
2015/2016;Servizio sociale;L-39;F;41
2015/2016;Servizio sociale;L-39;M;7
2015/2016;Sociologia;L-40;F;9
2015/2016;Sociologia;L-40;M;2
2015/2016;Statistica;L-41;F;26
2015/2016;Statistica;L-41;M;20
2015/2016;Storia;L-42;F;22
2015/2016;Storia;L-42;M;23
2014/2015;Architettura e ingegneria edile-architettura (quinquennale);LM-4cu;F;11
2014/2015;Architettura e ingegneria edile-architettura (quinquennale);LM-4cu;M;11
2014/2015;Beni culturali;L-1;F;54
2014/2015;Beni culturali;L-1;M;22
2014/2015;Biotecnologie;L-2;F;28
2014/2015;Biotecnologie;L-2;M;32
2014/2015;Diagnostica per la conservazione dei beni culturali;L-43;F;8
2014/2015;Diagnostica per la conservazione dei beni culturali;L-43;M;3
2014/2015;Discipline delle arti figurative, della musica, dello spettacolo e della moda;L-3;F;60
2014/2015;Discipline delle arti figurative, della musica, dello spettacolo e della moda;L-3;M;46
2014/2015;Disegno industriale;L-4;F;68
2014/2015;Disegno industriale;L-4;M;37
2014/2015;Farmacia e farmacia industriale;LM-13;F;105
2014/2015;Farmacia e farmacia industriale;LM-13;M;61
2014/2015;Filosofia;L-5;F;18
2014/2015;Filosofia;L-5;M;22
2014/2015;Geografia;L-6;F;2
2014/2015;Geografia;L-6;M;3
2014/2015;Ingegneria civile e ambientale;L-7;F;53
2014/2015;Ingegneria civile e ambientale;L-7;M;129
2014/2015;Ingegneria dell'informazione;L-8;F;72
2014/2015;Ingegneria dell'informazione;L-8;M;250
2014/2015;Ingegneria industriale;L-9;F;68
2014/2015;Ingegneria industriale;L-9;M;493
2014/2015;Lettere;L-10;F;95
2014/2015;Lettere;L-10;M;55
2014/2015;Lingue e culture moderne;L-11;F;340
2014/2015;Lingue e culture moderne;L-11;M;138
2014/2015;Magistrali in giurisprudenza;LMG/01;F;135
2014/2015;Magistrali in giurisprudenza;LMG/01;M;65
2014/2015;Mediazione linguistica;L-12;F;223
2014/2015;Mediazione linguistica;L-12;M;94
2014/2015;Medicina e chirurgia;LM-41;F;165
2014/2015;Medicina e chirurgia;LM-41;M;169
2014/2015;Medicina veterinaria;LM-42;F;5
2014/2015;Medicina veterinaria;LM-42;M;5
2014/2015;Odontoiatria e protesi dentaria;LM-46;F;4
2014/2015;Odontoiatria e protesi dentaria;LM-46;M;4
2014/2015;Professioni sanitarie della prevenzione;L/SNT4;F;2
2014/2015;Professioni sanitarie della riabilitazione;L/SNT2;F;16
2014/2015;Professioni sanitarie della riabilitazione;L/SNT2;M;18
2014/2015;Professioni sanitarie tecniche;L/SNT3;F;23
2014/2015;Professioni sanitarie tecniche;L/SNT3;M;8
2014/2015;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;L/SNT1;F;174
2014/2015;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;L/SNT1;M;29
2014/2015;Scienze biologiche;L-13;F;54
2014/2015;Scienze biologiche;L-13;M;30
2014/2015;Scienze dei servizi giuridici;L-14;F;38
2014/2015;Scienze dei servizi giuridici;L-14;M;14
2014/2015;Scienze del turismo;L-15;F;48
2014/2015;Scienze del turismo;L-15;M;36
2014/2015;Scienze della comunicazione;L-20;F;134
2014/2015;Scienze della comunicazione;L-20;M;55
2014/2015;Scienze della difesa e della sicurezza;L/DS;F;1
2014/2015;Scienze della difesa e della sicurezza;L/DS;M;13
2014/2015;Scienze della formazione primaria;LM-85 bis;F;16
2014/2015;Scienze della Formazione Primaria - Quadriennale;LM-85 bis;F;1
2014/2015;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;L-21;F;16
2014/2015;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;L-21;M;15
2014/2015;Scienze dell'amministrazione e dell'organizzazione;L-16;F;53
2014/2015;Scienze dell'amministrazione e dell'organizzazione;L-16;M;31
2014/2015;Scienze dell'architettura;L-17;F;68
2014/2015;Scienze dell'architettura;L-17;M;68
2014/2015;Scienze delle attività motorie e sportive;L-22;F;11
2014/2015;Scienze delle attività motorie e sportive;L-22;M;33
2014/2015;Scienze dell'economia e della gestione aziendale;L-18;F;420
2014/2015;Scienze dell'economia e della gestione aziendale;L-18;M;326
2014/2015;Scienze dell'educazione e della formazione;L-19;F;89
2014/2015;Scienze dell'educazione e della formazione;L-19;M;12
2014/2015;Scienze e tecniche dell'edilizia;L-23;F;11
2014/2015;Scienze e tecniche dell'edilizia;L-23;M;12
2014/2015;Scienze e tecniche psicologiche;L-24;F;76
2014/2015;Scienze e tecniche psicologiche;L-24;M;12
2014/2015;Scienze e tecnologie agrarie e forestali;L-25;F;23
2014/2015;Scienze e tecnologie agrarie e forestali;L-25;M;22
2014/2015;Scienze e tecnologie alimentari;L-26;F;42
2014/2015;Scienze e tecnologie alimentari;L-26;M;27
2014/2015;Scienze e tecnologie chimiche;L-27;F;17
2014/2015;Scienze e tecnologie chimiche;L-27;M;16
2014/2015;Scienze e tecnologie della navigazione;L-28;M;1
2014/2015;Scienze e tecnologie farmaceutiche;L-29;F;12
2014/2015;Scienze e tecnologie farmaceutiche;L-29;M;1
2014/2015;Scienze e tecnologie fisiche;L-30;F;16
2014/2015;Scienze e tecnologie fisiche;L-30;M;30
2014/2015;Scienze e tecnologie informatiche;L-31;F;24
2014/2015;Scienze e tecnologie informatiche;L-31;M;74
2014/2015;Scienze e tecnologie per l'ambiente e la natura;L-32;F;15
2014/2015;Scienze e tecnologie per l'ambiente e la natura;L-32;M;2
2014/2015;Scienze economiche;L-33;F;173
2014/2015;Scienze economiche;L-33;M;161
2014/2015;Scienze geologiche;L-34;F;4
2014/2015;Scienze geologiche;L-34;M;20
2014/2015;Scienze matematiche;L-35;F;18
2014/2015;Scienze matematiche;L-35;M;22
2014/2015;Scienze politiche e delle relazioni internazionali;L-36;F;169
2014/2015;Scienze politiche e delle relazioni internazionali;L-36;M;132
2014/2015;Scienze sociali per la cooperazione, lo sviluppo e la pace;L-37;F;22
2014/2015;Scienze sociali per la cooperazione, lo sviluppo e la pace;L-37;M;14
2014/2015;Scienze zootecniche e tecnologie delle produzioni animali;L-38;F;16
2014/2015;Scienze zootecniche e tecnologie delle produzioni animali;L-38;M;3
2014/2015;Servizio sociale;L-39;F;43
2014/2015;Servizio sociale;L-39;M;6
2014/2015;Sociologia;L-40;F;16
2014/2015;Sociologia;L-40;M;10
2014/2015;Specialistiche in farmacia e farmacia industriale;LM-13;F;1
2014/2015;Specialistiche in farmacia e farmacia industriale;LM-13;M;1
2014/2015;Specialistiche in medicina e chirurgia;LM-41;F;1
2014/2015;Statistica;L-41;F;24
2014/2015;Statistica;L-41;M;16
2014/2015;Storia;L-42;F;17
2014/2015;Storia;L-42;M;14
2013/2014;Architettura e ingegneria edile-architettura (quinquennale);LM-4cu;F;15
2013/2014;Architettura e ingegneria edile-architettura (quinquennale);LM-4cu;M;21
2013/2014;Beni culturali;L-1;F;51
2013/2014;Beni culturali;L-1;M;20
2013/2014;Biotecnologie;L-2;F;23
2013/2014;Biotecnologie;L-2;M;28
2013/2014;Conservazione e restauro dei beni culturali;LMR/02;F;1
2013/2014;Diagnostica per la conservazione dei beni culturali;L-43;F;5
2013/2014;Diagnostica per la conservazione dei beni culturali;L-43;M;3
2013/2014;Discipline delle arti figurative, della musica, dello spettacolo e della moda;L-3;F;86
2013/2014;Discipline delle arti figurative, della musica, dello spettacolo e della moda;L-3;M;28
2013/2014;Disegno industriale;L-4;F;90
2013/2014;Disegno industriale;L-4;M;29
2013/2014;Farmacia e farmacia industriale;LM-13;F;100
2013/2014;Farmacia e farmacia industriale;LM-13;M;51
2013/2014;Filosofia;L-5;F;16
2013/2014;Filosofia;L-5;M;26
2013/2014;Geografia;L-6;M;1
2013/2014;Ingegneria civile e ambientale;L-7;F;52
2013/2014;Ingegneria civile e ambientale;L-7;M;145
2013/2014;Ingegneria dell'informazione;L-8;F;93
2013/2014;Ingegneria dell'informazione;L-8;M;269
2013/2014;Ingegneria industriale;L-9;F;98
2013/2014;Ingegneria industriale;L-9;M;457
2013/2014;Lettere;L-10;F;99
2013/2014;Lettere;L-10;M;52
2013/2014;Lingue e culture moderne;L-11;F;400
2013/2014;Lingue e culture moderne;L-11;M;160
2013/2014;Magistrali in giurisprudenza;LMG/01;F;174
2013/2014;Magistrali in giurisprudenza;LMG/01;M;87
2013/2014;Mediazione linguistica;L-12;F;222
2013/2014;Mediazione linguistica;L-12;M;78
2013/2014;Medicina e chirurgia;LM-41;F;186
2013/2014;Medicina e chirurgia;LM-41;M;146
2013/2014;Medicina veterinaria;LM-42;F;15
2013/2014;Medicina veterinaria;LM-42;M;4
2013/2014;Odontoiatria e protesi dentaria;LM-46;F;6
2013/2014;Odontoiatria e protesi dentaria;LM-46;M;4
2013/2014;Professioni sanitarie della prevenzione;L/SNT4;F;5
2013/2014;Professioni sanitarie della prevenzione;L/SNT4;M;2
2013/2014;Professioni sanitarie della riabilitazione;L/SNT2;F;18
2013/2014;Professioni sanitarie della riabilitazione;L/SNT2;M;12
2013/2014;Professioni sanitarie tecniche;L/SNT3;F;20
2013/2014;Professioni sanitarie tecniche;L/SNT3;M;9
2013/2014;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;L/SNT1;F;181
2013/2014;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;L/SNT1;M;50
2013/2014;Scienze biologiche;L-13;F;50
2013/2014;Scienze biologiche;L-13;M;28
2013/2014;Scienze dei servizi giuridici;L-14;F;41
2013/2014;Scienze dei servizi giuridici;L-14;M;21
2013/2014;Scienze del turismo;L-15;F;79
2013/2014;Scienze del turismo;L-15;M;40
2013/2014;Scienze della comunicazione;L-20;F;150
2013/2014;Scienze della comunicazione;L-20;M;59
2013/2014;Scienze della difesa e della sicurezza;L/DS;F;1
2013/2014;Scienze della difesa e della sicurezza;L/DS;M;8
2013/2014;Scienze della formazione primaria;LM-85 bis;F;16
2013/2014;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;L-21;F;9
2013/2014;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;L-21;M;12
2013/2014;Scienze dell'amministrazione e dell'organizzazione;L-16;F;44
2013/2014;Scienze dell'amministrazione e dell'organizzazione;L-16;M;27
2013/2014;Scienze dell'architettura;L-17;F;92
2013/2014;Scienze dell'architettura;L-17;M;65
2013/2014;Scienze delle attività motorie e sportive;L-22;F;15
2013/2014;Scienze delle attività motorie e sportive;L-22;M;25
2013/2014;Scienze dell'economia e della gestione aziendale;L-18;F;457
2013/2014;Scienze dell'economia e della gestione aziendale;L-18;M;362
2013/2014;Scienze dell'educazione e della formazione;L-19;F;98
2013/2014;Scienze dell'educazione e della formazione;L-19;M;13
2013/2014;Scienze e tecniche dell'edilizia;L-23;F;14
2013/2014;Scienze e tecniche dell'edilizia;L-23;M;21
2013/2014;Scienze e tecniche psicologiche;L-24;F;62
2013/2014;Scienze e tecniche psicologiche;L-24;M;22
2013/2014;Scienze e tecnologie agrarie e forestali;L-25;F;30
2013/2014;Scienze e tecnologie agrarie e forestali;L-25;M;49
2013/2014;Scienze e tecnologie alimentari;L-26;F;50
2013/2014;Scienze e tecnologie alimentari;L-26;M;35
2013/2014;Scienze e tecnologie chimiche;L-27;F;16
2013/2014;Scienze e tecnologie chimiche;L-27;M;18
2013/2014;Scienze e tecnologie della navigazione;L-28;M;1
2013/2014;Scienze e tecnologie farmaceutiche;L-29;F;9
2013/2014;Scienze e tecnologie farmaceutiche;L-29;M;6
2013/2014;Scienze e tecnologie fisiche;L-30;F;10
2013/2014;Scienze e tecnologie fisiche;L-30;M;28
2013/2014;Scienze e tecnologie informatiche;L-31;F;45
2013/2014;Scienze e tecnologie informatiche;L-31;M;108
2013/2014;Scienze e tecnologie per l'ambiente e la natura;L-32;F;16
2013/2014;Scienze e tecnologie per l'ambiente e la natura;L-32;M;11
2013/2014;Scienze economiche;L-33;F;150
2013/2014;Scienze economiche;L-33;M;163
2013/2014;Scienze geologiche;L-34;F;14
2013/2014;Scienze geologiche;L-34;M;14
2013/2014;Scienze matematiche;L-35;F;26
2013/2014;Scienze matematiche;L-35;M;24
2013/2014;Scienze politiche e delle relazioni internazionali;L-36;F;195
2013/2014;Scienze politiche e delle relazioni internazionali;L-36;M;127
2013/2014;Scienze sociali per la cooperazione, lo sviluppo e la pace;L-37;F;23
2013/2014;Scienze sociali per la cooperazione, lo sviluppo e la pace;L-37;M;9
2013/2014;Scienze zootecniche e tecnologie delle produzioni animali;L-38;F;11
2013/2014;Scienze zootecniche e tecnologie delle produzioni animali;L-38;M;17
2013/2014;Servizio sociale;L-39;F;30
2013/2014;Servizio sociale;L-39;M;7
2013/2014;Sociologia;L-40;F;20
2013/2014;Sociologia;L-40;M;6
2013/2014;Specialistiche in architettura e ingegneria edile;LM-4;F;3
2013/2014;Specialistiche in architettura e ingegneria edile;LM-4;M;8
2013/2014;Specialistiche in farmacia e farmacia industriale;LM-13;F;11
2013/2014;Specialistiche in farmacia e farmacia industriale;LM-13;M;3
2013/2014;Specialistiche in medicina e chirurgia;LM-41;F;33
2013/2014;Specialistiche in medicina e chirurgia;LM-41;M;4
2013/2014;Specialistiche in odontoiatria e protesi dentaria;LM-46;F;2
2013/2014;Statistica;L-41;F;28
2013/2014;Statistica;L-41;M;21
2013/2014;Storia;L-42;F;19
2013/2014;Storia;L-42;M;17
2012/2013;Architettura e ingegneria edile-architettura (quinquennale);LM-4cu;F;29
2012/2013;Architettura e ingegneria edile-architettura (quinquennale);LM-4cu;M;21
2012/2013;Beni culturali;L-1;F;73
2012/2013;Beni culturali;L-1;M;21
2012/2013;Biotecnologie;L-2;F;27
2012/2013;Biotecnologie;L-2;M;24
2012/2013;Diagnostica per la conservazione dei beni culturali;L-43;F;12
2012/2013;Diagnostica per la conservazione dei beni culturali;L-43;M;10
2012/2013;Discipline delle arti figurative, della musica, dello spettacolo e della moda;L-3;F;87
2012/2013;Discipline delle arti figurative, della musica, dello spettacolo e della moda;L-3;M;31
2012/2013;Disegno industriale;L-4;F;70
2012/2013;Disegno industriale;L-4;M;39
2012/2013;Farmacia e farmacia industriale;LM-13;F;110
2012/2013;Farmacia e farmacia industriale;LM-13;M;55
2012/2013;Filosofia;L-5;F;16
2012/2013;Filosofia;L-5;M;19
2012/2013;Geografia;L-6;M;1
2012/2013;Ingegneria civile e ambientale;L-7;F;64
2012/2013;Ingegneria civile e ambientale;L-7;M;114
2012/2013;Ingegneria dell'informazione;L-8;F;137
2012/2013;Ingegneria dell'informazione;L-8;M;305
2012/2013;Ingegneria industriale;L-9;F;116
2012/2013;Ingegneria industriale;L-9;M;468
2012/2013;Lettere;L-10;F;115
2012/2013;Lettere;L-10;M;65
2012/2013;Lingue e culture moderne;L-11;F;379
2012/2013;Lingue e culture moderne;L-11;M;150
2012/2013;Magistrali in giurisprudenza;LMG/01;F;183
2012/2013;Magistrali in giurisprudenza;LMG/01;M;96
2012/2013;Mediazione linguistica;L-12;F;256
2012/2013;Mediazione linguistica;L-12;M;85
2012/2013;Medicina e chirurgia;LM-41;F;107
2012/2013;Medicina e chirurgia;LM-41;M;132
2012/2013;Medicina veterinaria;LM-42;F;16
2012/2013;Medicina veterinaria;LM-42;M;6
2012/2013;Odontoiatria e protesi dentaria;LM-46;F;4
2012/2013;Odontoiatria e protesi dentaria;LM-46;M;1
2012/2013;Professioni sanitarie della prevenzione;L/SNT4;F;6
2012/2013;Professioni sanitarie della prevenzione;L/SNT4;M;1
2012/2013;Professioni sanitarie della riabilitazione;L/SNT2;F;33
2012/2013;Professioni sanitarie della riabilitazione;L/SNT2;M;14
2012/2013;Professioni sanitarie tecniche;L/SNT3;F;22
2012/2013;Professioni sanitarie tecniche;L/SNT3;M;12
2012/2013;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;L/SNT1;F;230
2012/2013;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;L/SNT1;M;57
2012/2013;Scienze biologiche;L-13;F;44
2012/2013;Scienze biologiche;L-13;M;25
2012/2013;Scienze dei servizi giuridici;L-14;F;63
2012/2013;Scienze dei servizi giuridici;L-14;M;25
2012/2013;Scienze del turismo;L-15;F;98
2012/2013;Scienze del turismo;L-15;M;25
2012/2013;Scienze della comunicazione;L-20;F;140
2012/2013;Scienze della comunicazione;L-20;M;46
2012/2013;Scienze della difesa e della sicurezza;L/DS;F;2
2012/2013;Scienze della difesa e della sicurezza;L/DS;M;7
2012/2013;Scienze della formazione primaria;LM-85 bis;F;28
2012/2013;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;L-21;F;15
2012/2013;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;L-21;M;20
2012/2013;Scienze dell'amministrazione e dell'organizzazione;L-16;F;47
2012/2013;Scienze dell'amministrazione e dell'organizzazione;L-16;M;22
2012/2013;Scienze dell'architettura;L-17;F;99
2012/2013;Scienze dell'architettura;L-17;M;70
2012/2013;Scienze delle attività motorie e sportive;L-22;F;10
2012/2013;Scienze delle attività motorie e sportive;L-22;M;25
2012/2013;Scienze dell'economia e della gestione aziendale;L-18;F;530
2012/2013;Scienze dell'economia e della gestione aziendale;L-18;M;404
2012/2013;Scienze dell'educazione e della formazione;L-19;F;99
2012/2013;Scienze dell'educazione e della formazione;L-19;M;9
2012/2013;Scienze e tecniche dell'edilizia;L-23;F;23
2012/2013;Scienze e tecniche dell'edilizia;L-23;M;19
2012/2013;Scienze e tecniche psicologiche;L-24;F;76
2012/2013;Scienze e tecniche psicologiche;L-24;M;20
2012/2013;Scienze e tecnologie agrarie e forestali;L-25;F;34
2012/2013;Scienze e tecnologie agrarie e forestali;L-25;M;56
2012/2013;Scienze e tecnologie alimentari;L-26;F;51
2012/2013;Scienze e tecnologie alimentari;L-26;M;33
2012/2013;Scienze e tecnologie chimiche;L-27;F;41
2012/2013;Scienze e tecnologie chimiche;L-27;M;25
2012/2013;Scienze e tecnologie della navigazione;L-28;M;2
2012/2013;Scienze e tecnologie farmaceutiche;L-29;F;18
2012/2013;Scienze e tecnologie farmaceutiche;L-29;M;2
2012/2013;Scienze e tecnologie fisiche;L-30;F;19
2012/2013;Scienze e tecnologie fisiche;L-30;M;29
2012/2013;Scienze e tecnologie informatiche;L-31;F;30
2012/2013;Scienze e tecnologie informatiche;L-31;M;80
2012/2013;Scienze e tecnologie per l'ambiente e la natura;L-32;F;17
2012/2013;Scienze e tecnologie per l'ambiente e la natura;L-32;M;13
2012/2013;Scienze economiche;L-33;F;237
2012/2013;Scienze economiche;L-33;M;188
2012/2013;Scienze geologiche;L-34;F;5
2012/2013;Scienze geologiche;L-34;M;7
