freq,ref_area,ind_type,measure,tipologia_fam,ampiezza_comune,time_period,obs_value,year
A,ITE,SOGLIA_POVASS,14,34,4,2012,1748.57,2012
A,ITE,SOGLIA_POVASS,14,34,4,2013,1779.73,2013
A,ITE,SOGLIA_POVASS,14,34,5,2010,1571.84,2010
A,ITE,SOGLIA_POVASS,14,34,5,2011,1611.16,2011
A,ITE,SOGLIA_POVASS,14,34,5,2012,1660.28,2012
A,ITE,SOGLIA_POVASS,14,34,5,2013,1690.27,2013
A,ITE,SOGLIA_POVASS,14,35,1,2010,1719.12,2010
A,ITE,SOGLIA_POVASS,14,35,1,2011,1760.6,2011
A,ITE,SOGLIA_POVASS,14,35,1,2012,1815.57,2012
A,ITE,SOGLIA_POVASS,14,35,1,2013,1847.42,2013
A,ITE,SOGLIA_POVASS,14,35,4,2010,1641.75,2010
A,ITE,SOGLIA_POVASS,14,35,4,2011,1681.91,2011
A,ITE,SOGLIA_POVASS,14,35,4,2012,1733.72,2012
A,ITE,SOGLIA_POVASS,14,35,4,2013,1764.49,2013
A,ITE,SOGLIA_POVASS,14,35,5,2010,1558.3,2010
A,ITE,SOGLIA_POVASS,14,35,5,2011,1597.03,2011
A,ITE,SOGLIA_POVASS,14,35,5,2012,1645.43,2012
A,ITE,SOGLIA_POVASS,14,35,5,2013,1675.03,2013
A,ITE,SOGLIA_POVASS,14,36,1,2010,1742.74,2010
A,ITE,SOGLIA_POVASS,14,36,1,2011,1784.97,2011
A,ITE,SOGLIA_POVASS,14,36,1,2012,1840.65,2012
A,ITE,SOGLIA_POVASS,14,36,1,2013,1873.09,2013
A,ITE,SOGLIA_POVASS,14,36,4,2010,1665.38,2010
A,ITE,SOGLIA_POVASS,14,36,4,2011,1706.28,2011
A,ITE,SOGLIA_POVASS,14,36,4,2012,1758.8,2012
A,ITE,SOGLIA_POVASS,14,36,4,2013,1790.16,2013
A,ITE,SOGLIA_POVASS,14,36,5,2010,1581.93,2010
A,ITE,SOGLIA_POVASS,14,36,5,2011,1621.4,2011
A,ITE,SOGLIA_POVASS,14,36,5,2012,1670.51,2012
A,ITE,SOGLIA_POVASS,14,36,5,2013,1700.7,2013
A,ITE,SOGLIA_POVASS,14,37,1,2010,1708.97,2010
A,ITE,SOGLIA_POVASS,14,37,1,2011,1750.3,2011
A,ITE,SOGLIA_POVASS,14,37,1,2012,1805.29,2012
A,ITE,SOGLIA_POVASS,14,37,1,2013,1836.93,2013
A,ITE,SOGLIA_POVASS,14,37,4,2010,1631.61,2010
A,ITE,SOGLIA_POVASS,14,37,4,2011,1671.61,2011
A,ITE,SOGLIA_POVASS,14,37,4,2012,1723.44,2012
A,ITE,SOGLIA_POVASS,14,37,4,2013,1754.0,2013
A,ITE,SOGLIA_POVASS,14,37,5,2010,1548.16,2010
A,ITE,SOGLIA_POVASS,14,37,5,2011,1586.73,2011
A,ITE,SOGLIA_POVASS,14,37,5,2012,1635.15,2012
A,ITE,SOGLIA_POVASS,14,37,5,2013,1664.54,2013
A,ITE,SOGLIA_POVASS,14,38,1,2010,1685.06,2010
A,ITE,SOGLIA_POVASS,14,38,1,2011,1725.64,2011
A,ITE,SOGLIA_POVASS,14,38,1,2012,1779.92,2012
A,ITE,SOGLIA_POVASS,14,38,1,2013,1810.96,2013
A,ITE,SOGLIA_POVASS,14,38,4,2010,1607.69,2010
A,ITE,SOGLIA_POVASS,14,38,4,2011,1646.95,2011
A,ITE,SOGLIA_POVASS,14,38,4,2012,1698.07,2012
A,ITE,SOGLIA_POVASS,14,38,4,2013,1728.03,2013
A,ITE,SOGLIA_POVASS,14,38,5,2010,1524.24,2010
A,ITE,SOGLIA_POVASS,14,38,5,2011,1562.07,2011
A,ITE,SOGLIA_POVASS,14,38,5,2012,1609.78,2012
A,ITE,SOGLIA_POVASS,14,38,5,2013,1638.57,2013
A,ITE,SOGLIA_POVASS,14,4,1,2010,1008.21,2010
A,ITE,SOGLIA_POVASS,14,4,1,2011,1032.09,2011
A,ITE,SOGLIA_POVASS,14,4,1,2012,1067.06,2012
A,ITE,SOGLIA_POVASS,14,4,1,2013,1085.31,2013
A,ITE,SOGLIA_POVASS,14,4,4,2010,961.12,2010
A,ITE,SOGLIA_POVASS,14,4,4,2011,984.2,2011
A,ITE,SOGLIA_POVASS,14,4,4,2012,1017.24,2012
A,ITE,SOGLIA_POVASS,14,4,4,2013,1034.83,2013
A,ITE,SOGLIA_POVASS,14,4,5,2010,907.73,2010
A,ITE,SOGLIA_POVASS,14,4,5,2011,929.88,2011
A,ITE,SOGLIA_POVASS,14,4,5,2012,960.75,2012
A,ITE,SOGLIA_POVASS,14,4,5,2013,977.59,2013
A,ITE,SOGLIA_POVASS,14,5,1,2010,958.33,2010
A,ITE,SOGLIA_POVASS,14,5,1,2011,981.41,2011
A,ITE,SOGLIA_POVASS,14,5,1,2012,1016.3,2012
A,ITE,SOGLIA_POVASS,14,5,1,2013,1033.79,2013
A,ITE,SOGLIA_POVASS,14,5,4,2010,911.25,2010
A,ITE,SOGLIA_POVASS,14,5,4,2011,933.52,2011
A,ITE,SOGLIA_POVASS,14,5,4,2012,966.48,2012
A,ITE,SOGLIA_POVASS,14,5,4,2013,983.31,2013
A,ITE,SOGLIA_POVASS,14,5,5,2010,857.85,2010
A,ITE,SOGLIA_POVASS,14,5,5,2011,879.2,2011
A,ITE,SOGLIA_POVASS,14,5,5,2012,909.99,2012
A,ITE,SOGLIA_POVASS,14,5,5,2013,926.07,2013
A,ITE,SOGLIA_POVASS,14,6,1,2010,898.02,2010
A,ITE,SOGLIA_POVASS,14,6,1,2011,919.53,2011
A,ITE,SOGLIA_POVASS,14,6,1,2012,953.14,2012
A,ITE,SOGLIA_POVASS,14,6,1,2013,969.47,2013
A,ITE,SOGLIA_POVASS,14,6,4,2010,850.93,2010
A,ITE,SOGLIA_POVASS,14,6,4,2011,871.64,2011
A,ITE,SOGLIA_POVASS,14,6,4,2012,903.32,2012
A,ITE,SOGLIA_POVASS,14,6,4,2013,918.99,2013
A,ITE,SOGLIA_POVASS,14,6,5,2010,797.54,2010
A,ITE,SOGLIA_POVASS,14,6,5,2011,817.32,2011
A,ITE,SOGLIA_POVASS,14,6,5,2012,846.83,2012
A,ITE,SOGLIA_POVASS,14,6,5,2013,861.75,2013
A,ITE,SOGLIA_POVASS,14,7,1,2010,927.94,2010
A,ITE,SOGLIA_POVASS,14,7,1,2011,950.22,2011
A,ITE,SOGLIA_POVASS,14,7,1,2012,984.47,2012
A,ITE,SOGLIA_POVASS,14,7,1,2013,1001.38,2013
A,ITE,SOGLIA_POVASS,14,7,4,2010,880.85,2010
A,ITE,SOGLIA_POVASS,14,7,4,2011,902.33,2011
A,ITE,SOGLIA_POVASS,14,7,4,2012,934.65,2012
A,ITE,SOGLIA_POVASS,14,7,4,2013,950.9,2013
A,ITE,SOGLIA_POVASS,14,7,5,2010,827.46,2010
A,ITE,SOGLIA_POVASS,14,7,5,2011,848.01,2011
A,ITE,SOGLIA_POVASS,14,7,5,2012,878.16,2012
A,ITE,SOGLIA_POVASS,14,7,5,2013,893.66,2013
A,ITE,SOGLIA_POVASS,14,8,1,2010,951.52,2010
A,ITE,SOGLIA_POVASS,14,8,1,2011,974.19,2011
A,ITE,SOGLIA_POVASS,14,8,1,2012,1008.47,2012
A,ITE,SOGLIA_POVASS,14,8,1,2013,1025.74,2013
A,ITE,SOGLIA_POVASS,14,8,4,2010,904.44,2010
A,ITE,SOGLIA_POVASS,14,8,4,2011,926.3,2011
A,ITE,SOGLIA_POVASS,14,8,4,2012,958.65,2012
A,ITE,SOGLIA_POVASS,14,8,4,2013,975.26,2013
A,ITE,SOGLIA_POVASS,14,8,5,2010,851.04,2010
A,ITE,SOGLIA_POVASS,14,8,5,2011,871.98,2011
A,ITE,SOGLIA_POVASS,14,8,5,2012,902.16,2012
A,ITE,SOGLIA_POVASS,14,8,5,2013,918.02,2013
A,ITE,SOGLIA_POVASS,14,9,1,2010,982.71,2010
A,ITE,SOGLIA_POVASS,14,9,1,2011,1006.19,2011
A,ITE,SOGLIA_POVASS,14,9,1,2012,1041.11,2012
A,ITE,SOGLIA_POVASS,14,9,1,2013,1058.97,2013
A,ITE,SOGLIA_POVASS,14,9,4,2010,935.63,2010
A,ITE,SOGLIA_POVASS,14,9,4,2011,958.3,2011
A,ITE,SOGLIA_POVASS,14,9,4,2012,991.29,2012
A,ITE,SOGLIA_POVASS,14,9,4,2013,1008.49,2013
A,ITE,SOGLIA_POVASS,14,9,5,2010,882.23,2010
A,ITE,SOGLIA_POVASS,14,9,5,2011,903.98,2011
A,ITE,SOGLIA_POVASS,14,9,5,2012,934.8,2012
A,ITE,SOGLIA_POVASS,14,9,5,2013,951.25,2013
A,ITFG,SOGLIA_POVASS,14,1,1,2010,571.07,2010
A,ITFG,SOGLIA_POVASS,14,1,1,2011,580.67,2011
A,ITFG,SOGLIA_POVASS,14,1,1,2012,593.09,2012
A,ITFG,SOGLIA_POVASS,14,1,1,2013,602.81,2013
A,ITFG,SOGLIA_POVASS,14,1,4,2010,551.27,2010
A,ITFG,SOGLIA_POVASS,14,1,4,2011,560.6,2011
A,ITFG,SOGLIA_POVASS,14,1,4,2012,572.72,2012
A,ITFG,SOGLIA_POVASS,14,1,4,2013,582.21,2013
A,ITFG,SOGLIA_POVASS,14,1,5,2010,516.79,2010
A,ITFG,SOGLIA_POVASS,14,1,5,2011,525.65,2011
A,ITFG,SOGLIA_POVASS,14,1,5,2012,537.29,2012
A,ITFG,SOGLIA_POVASS,14,1,5,2013,546.36,2013
A,ITFG,SOGLIA_POVASS,14,10,1,2010,823.21,2010
A,ITFG,SOGLIA_POVASS,14,10,1,2011,837.88,2011
A,ITFG,SOGLIA_POVASS,14,10,1,2012,857.14,2012
A,ITFG,SOGLIA_POVASS,14,10,1,2013,871.97,2013
A,ITFG,SOGLIA_POVASS,14,10,4,2010,800.05,2010
A,ITFG,SOGLIA_POVASS,14,10,4,2011,814.42,2011
A,ITFG,SOGLIA_POVASS,14,10,4,2012,833.34,2012
A,ITFG,SOGLIA_POVASS,14,10,4,2013,847.89,2013
A,ITFG,SOGLIA_POVASS,14,10,5,2010,760.21,2010
A,ITFG,SOGLIA_POVASS,14,10,5,2011,774.03,2011
A,ITFG,SOGLIA_POVASS,14,10,5,2012,792.38,2012
A,ITFG,SOGLIA_POVASS,14,10,5,2013,806.45,2013
A,ITFG,SOGLIA_POVASS,14,11,1,2010,778.5,2010
A,ITFG,SOGLIA_POVASS,14,11,1,2011,792.27,2011
A,ITFG,SOGLIA_POVASS,14,11,1,2012,810.51,2012
A,ITFG,SOGLIA_POVASS,14,11,1,2013,824.36,2013
A,ITFG,SOGLIA_POVASS,14,11,4,2010,755.34,2010
A,ITFG,SOGLIA_POVASS,14,11,4,2011,768.81,2011
A,ITFG,SOGLIA_POVASS,14,11,4,2012,786.71,2012
A,ITFG,SOGLIA_POVASS,14,11,4,2013,800.28,2013
A,ITFG,SOGLIA_POVASS,14,11,5,2010,715.5,2010
A,ITFG,SOGLIA_POVASS,14,11,5,2011,728.42,2011
A,ITFG,SOGLIA_POVASS,14,11,5,2012,745.75,2012
A,ITFG,SOGLIA_POVASS,14,11,5,2013,758.84,2013
A,ITFG,SOGLIA_POVASS,14,12,1,2010,914.54,2010
A,ITFG,SOGLIA_POVASS,14,12,1,2011,931.72,2011
A,ITFG,SOGLIA_POVASS,14,12,1,2012,955.41,2012
A,ITFG,SOGLIA_POVASS,14,12,1,2013,972.43,2013
A,ITFG,SOGLIA_POVASS,14,12,4,2010,888.51,2010
A,ITFG,SOGLIA_POVASS,14,12,4,2011,905.33,2011
A,ITFG,SOGLIA_POVASS,14,12,4,2012,928.65,2012
A,ITFG,SOGLIA_POVASS,14,12,4,2013,945.35,2013
A,ITFG,SOGLIA_POVASS,14,12,5,2010,844.12,2010
A,ITFG,SOGLIA_POVASS,14,12,5,2011,860.34,2011
A,ITFG,SOGLIA_POVASS,14,12,5,2012,883.02,2012
A,ITFG,SOGLIA_POVASS,14,12,5,2013,899.19,2013
A,ITFG,SOGLIA_POVASS,14,13,1,2010,943.29,2010
A,ITFG,SOGLIA_POVASS,14,13,1,2011,961.07,2011
A,ITFG,SOGLIA_POVASS,14,13,1,2012,985.52,2012
A,ITFG,SOGLIA_POVASS,14,13,1,2013,1003.09,2013
A,ITFG,SOGLIA_POVASS,14,13,4,2010,917.25,2010
A,ITFG,SOGLIA_POVASS,14,13,4,2011,934.68,2011
A,ITFG,SOGLIA_POVASS,14,13,4,2012,958.76,2012
A,ITFG,SOGLIA_POVASS,14,13,4,2013,976.01,2013
A,ITFG,SOGLIA_POVASS,14,13,5,2010,872.86,2010
A,ITFG,SOGLIA_POVASS,14,13,5,2011,889.69,2011
A,ITFG,SOGLIA_POVASS,14,13,5,2012,913.13,2012
A,ITFG,SOGLIA_POVASS,14,13,5,2013,929.85,2013
A,ITFG,SOGLIA_POVASS,14,14,1,2010,972.51,2010
A,ITFG,SOGLIA_POVASS,14,14,1,2011,990.88,2011
A,ITFG,SOGLIA_POVASS,14,14,1,2012,1016.12,2012
A,ITFG,SOGLIA_POVASS,14,14,1,2013,1034.26,2013
A,ITFG,SOGLIA_POVASS,14,14,4,2010,946.48,2010
A,ITFG,SOGLIA_POVASS,14,14,4,2011,964.49,2011
A,ITFG,SOGLIA_POVASS,14,14,4,2012,989.36,2012
A,ITFG,SOGLIA_POVASS,14,14,4,2013,1007.18,2013
A,ITFG,SOGLIA_POVASS,14,14,5,2010,902.09,2010
A,ITFG,SOGLIA_POVASS,14,14,5,2011,919.5,2011
A,ITFG,SOGLIA_POVASS,14,14,5,2012,943.73,2012
A,ITFG,SOGLIA_POVASS,14,14,5,2013,961.02,2013
A,ITFG,SOGLIA_POVASS,14,15,1,2010,968.25,2010
A,ITFG,SOGLIA_POVASS,14,15,1,2011,986.3,2011
A,ITFG,SOGLIA_POVASS,14,15,1,2012,1010.95,2012
A,ITFG,SOGLIA_POVASS,14,15,1,2013,1028.92,2013
A,ITFG,SOGLIA_POVASS,14,15,4,2010,942.22,2010
A,ITFG,SOGLIA_POVASS,14,15,4,2011,959.91,2011
A,ITFG,SOGLIA_POVASS,14,15,4,2012,984.19,2012
A,ITFG,SOGLIA_POVASS,14,15,4,2013,1001.84,2013
A,ITFG,SOGLIA_POVASS,14,15,5,2010,897.83,2010
A,ITFG,SOGLIA_POVASS,14,15,5,2011,914.92,2011
A,ITFG,SOGLIA_POVASS,14,15,5,2012,938.56,2012
A,ITFG,SOGLIA_POVASS,14,15,5,2013,955.68,2013
A,ITFG,SOGLIA_POVASS,14,16,1,2010,998.28,2010
A,ITFG,SOGLIA_POVASS,14,16,1,2011,1016.95,2011
A,ITFG,SOGLIA_POVASS,14,16,1,2012,1042.39,2012
A,ITFG,SOGLIA_POVASS,14,16,1,2013,1060.92,2013
A,ITFG,SOGLIA_POVASS,14,16,4,2010,972.25,2010
A,ITFG,SOGLIA_POVASS,14,16,4,2011,990.56,2011
A,ITFG,SOGLIA_POVASS,14,16,4,2012,1015.63,2012
A,ITFG,SOGLIA_POVASS,14,16,4,2013,1033.84,2013
A,ITFG,SOGLIA_POVASS,14,16,5,2010,927.86,2010
A,ITFG,SOGLIA_POVASS,14,16,5,2011,945.57,2011
A,ITFG,SOGLIA_POVASS,14,16,5,2012,970.0,2012
A,ITFG,SOGLIA_POVASS,14,16,5,2013,987.68,2013
A,ITFG,SOGLIA_POVASS,14,17,1,2010,1025.26,2010
A,ITFG,SOGLIA_POVASS,14,17,1,2011,1044.26,2011
A,ITFG,SOGLIA_POVASS,14,17,1,2012,1069.9,2012
A,ITFG,SOGLIA_POVASS,14,17,1,2013,1088.85,2013
A,ITFG,SOGLIA_POVASS,14,17,4,2010,999.23,2010
A,ITFG,SOGLIA_POVASS,14,17,4,2011,1017.87,2011
A,ITFG,SOGLIA_POVASS,14,17,4,2012,1043.14,2012
A,ITFG,SOGLIA_POVASS,14,17,4,2013,1061.77,2013
A,ITFG,SOGLIA_POVASS,14,17,5,2010,954.84,2010
A,ITFG,SOGLIA_POVASS,14,17,5,2011,972.88,2011
A,ITFG,SOGLIA_POVASS,14,17,5,2012,997.51,2012
A,ITFG,SOGLIA_POVASS,14,17,5,2013,1015.61,2013
A,ITFG,SOGLIA_POVASS,14,18,1,2010,1036.65,2010
A,ITFG,SOGLIA_POVASS,14,18,1,2011,1055.77,2011
A,ITFG,SOGLIA_POVASS,14,18,1,2012,1081.45,2012
A,ITFG,SOGLIA_POVASS,14,18,1,2013,1100.64,2013
A,ITFG,SOGLIA_POVASS,14,18,4,2010,1010.61,2010
A,ITFG,SOGLIA_POVASS,14,18,4,2011,1029.38,2011
A,ITFG,SOGLIA_POVASS,14,18,4,2012,1054.69,2012
A,ITFG,SOGLIA_POVASS,14,18,4,2013,1073.56,2013
A,ITFG,SOGLIA_POVASS,14,18,5,2010,966.22,2010
A,ITFG,SOGLIA_POVASS,14,18,5,2011,984.39,2011
A,ITFG,SOGLIA_POVASS,14,18,5,2012,1009.06,2012
A,ITFG,SOGLIA_POVASS,14,18,5,2013,1027.4,2013
A,ITFG,SOGLIA_POVASS,14,19,1,2010,997.02,2010
A,ITFG,SOGLIA_POVASS,14,19,1,2011,1015.33,2011
A,ITFG,SOGLIA_POVASS,14,19,1,2012,1040.1,2012
A,ITFG,SOGLIA_POVASS,14,19,1,2013,1058.39,2013
A,ITFG,SOGLIA_POVASS,14,19,4,2010,970.98,2010
A,ITFG,SOGLIA_POVASS,14,19,4,2011,988.94,2011
A,ITFG,SOGLIA_POVASS,14,19,4,2012,1013.34,2012
A,ITFG,SOGLIA_POVASS,14,19,4,2013,1031.31,2013
A,ITFG,SOGLIA_POVASS,14,19,5,2010,926.59,2010
A,ITFG,SOGLIA_POVASS,14,19,5,2011,943.95,2011
A,ITFG,SOGLIA_POVASS,14,19,5,2012,967.71,2012
A,ITFG,SOGLIA_POVASS,14,19,5,2013,985.15,2013
A,ITFG,SOGLIA_POVASS,14,2,1,2010,546.52,2010
A,ITFG,SOGLIA_POVASS,14,2,1,2011,555.81,2011
A,ITFG,SOGLIA_POVASS,14,2,1,2012,568.09,2012
A,ITFG,SOGLIA_POVASS,14,2,1,2013,577.35,2013
A,ITFG,SOGLIA_POVASS,14,2,4,2010,526.71,2010
A,ITFG,SOGLIA_POVASS,14,2,4,2011,535.74,2011
A,ITFG,SOGLIA_POVASS,14,2,4,2012,547.72,2012
A,ITFG,SOGLIA_POVASS,14,2,4,2013,556.75,2013
A,ITFG,SOGLIA_POVASS,14,2,5,2010,492.24,2010
A,ITFG,SOGLIA_POVASS,14,2,5,2011,500.79,2011
A,ITFG,SOGLIA_POVASS,14,2,5,2012,512.29,2012
A,ITFG,SOGLIA_POVASS,14,2,5,2013,520.9,2013
A,ITFG,SOGLIA_POVASS,14,20,1,2010,913.8,2010
A,ITFG,SOGLIA_POVASS,14,20,1,2011,930.35,2011
A,ITFG,SOGLIA_POVASS,14,20,1,2012,952.78,2012
A,ITFG,SOGLIA_POVASS,14,20,1,2013,969.43,2013
A,ITFG,SOGLIA_POVASS,14,20,4,2010,887.77,2010
A,ITFG,SOGLIA_POVASS,14,20,4,2011,903.96,2011
A,ITFG,SOGLIA_POVASS,14,20,4,2012,926.02,2012
A,ITFG,SOGLIA_POVASS,14,20,4,2013,942.35,2013
A,ITFG,SOGLIA_POVASS,14,20,5,2010,843.38,2010
A,ITFG,SOGLIA_POVASS,14,20,5,2011,858.97,2011
A,ITFG,SOGLIA_POVASS,14,20,5,2012,880.39,2012
A,ITFG,SOGLIA_POVASS,14,20,5,2013,896.19,2013
A,ITFG,SOGLIA_POVASS,14,21,1,2010,1178.33,2010
A,ITFG,SOGLIA_POVASS,14,21,1,2011,1201.14,2011
A,ITFG,SOGLIA_POVASS,14,21,1,2012,1232.58,2012
A,ITFG,SOGLIA_POVASS,14,21,1,2013,1254.82,2013
A,ITFG,SOGLIA_POVASS,14,21,4,2010,1147.47,2010
A,ITFG,SOGLIA_POVASS,14,21,4,2011,1169.85,2011
A,ITFG,SOGLIA_POVASS,14,21,4,2012,1200.85,2012
A,ITFG,SOGLIA_POVASS,14,21,4,2013,1222.73,2013
A,ITFG,SOGLIA_POVASS,14,21,5,2010,1095.62,2010
A,ITFG,SOGLIA_POVASS,14,21,5,2011,1117.29,2011
A,ITFG,SOGLIA_POVASS,14,21,5,2012,1147.55,2012
A,ITFG,SOGLIA_POVASS,14,21,5,2013,1168.8,2013
A,ITFG,SOGLIA_POVASS,14,22,1,2010,1206.33,2010
A,ITFG,SOGLIA_POVASS,14,22,1,2011,1229.47,2011
A,ITFG,SOGLIA_POVASS,14,22,1,2012,1261.16,2012
A,ITFG,SOGLIA_POVASS,14,22,1,2013,1283.82,2013
A,ITFG,SOGLIA_POVASS,14,22,4,2010,1175.47,2010
A,ITFG,SOGLIA_POVASS,14,22,4,2011,1198.18,2011
A,ITFG,SOGLIA_POVASS,14,22,4,2012,1229.43,2012
A,ITFG,SOGLIA_POVASS,14,22,4,2013,1251.73,2013
A,ITFG,SOGLIA_POVASS,14,22,5,2010,1123.62,2010
A,ITFG,SOGLIA_POVASS,14,22,5,2011,1145.62,2011
A,ITFG,SOGLIA_POVASS,14,22,5,2012,1176.13,2012
A,ITFG,SOGLIA_POVASS,14,22,5,2013,1197.8,2013
A,ITFG,SOGLIA_POVASS,14,23,1,2010,1235.66,2010
A,ITFG,SOGLIA_POVASS,14,23,1,2011,1259.14,2011
A,ITFG,SOGLIA_POVASS,14,23,1,2012,1291.1,2012
A,ITFG,SOGLIA_POVASS,14,23,1,2013,1314.19,2013
A,ITFG,SOGLIA_POVASS,14,23,4,2010,1204.8,2010
A,ITFG,SOGLIA_POVASS,14,23,4,2011,1227.85,2011
A,ITFG,SOGLIA_POVASS,14,23,4,2012,1259.37,2012
A,ITFG,SOGLIA_POVASS,14,23,4,2013,1282.1,2013
A,ITFG,SOGLIA_POVASS,14,23,5,2010,1152.94,2010
A,ITFG,SOGLIA_POVASS,14,23,5,2011,1175.29,2011
A,ITFG,SOGLIA_POVASS,14,23,5,2012,1206.07,2012
A,ITFG,SOGLIA_POVASS,14,23,5,2013,1228.17,2013
A,ITFG,SOGLIA_POVASS,14,24,1,2010,1246.38,2010
A,ITFG,SOGLIA_POVASS,14,24,1,2011,1269.97,2011
A,ITFG,SOGLIA_POVASS,14,24,1,2012,1301.95,2012
A,ITFG,SOGLIA_POVASS,14,24,1,2013,1325.26,2013
A,ITFG,SOGLIA_POVASS,14,24,4,2010,1215.51,2010
A,ITFG,SOGLIA_POVASS,14,24,4,2011,1238.68,2011
A,ITFG,SOGLIA_POVASS,14,24,4,2012,1270.22,2012
A,ITFG,SOGLIA_POVASS,14,24,4,2013,1293.17,2013
A,ITFG,SOGLIA_POVASS,14,24,5,2010,1163.66,2010
A,ITFG,SOGLIA_POVASS,14,24,5,2011,1186.12,2011
A,ITFG,SOGLIA_POVASS,14,24,5,2012,1216.92,2012
A,ITFG,SOGLIA_POVASS,14,24,5,2013,1239.24,2013
A,ITFG,SOGLIA_POVASS,14,25,1,2010,1257.11,2010
A,ITFG,SOGLIA_POVASS,14,25,1,2011,1280.83,2011
A,ITFG,SOGLIA_POVASS,14,25,1,2012,1312.82,2012
A,ITFG,SOGLIA_POVASS,14,25,1,2013,1336.35,2013
A,ITFG,SOGLIA_POVASS,14,25,4,2010,1226.25,2010
A,ITFG,SOGLIA_POVASS,14,25,4,2011,1249.54,2011
A,ITFG,SOGLIA_POVASS,14,25,4,2012,1281.09,2012
A,ITFG,SOGLIA_POVASS,14,25,4,2013,1304.26,2013
A,ITFG,SOGLIA_POVASS,14,25,5,2010,1174.4,2010
A,ITFG,SOGLIA_POVASS,14,25,5,2011,1196.98,2011
A,ITFG,SOGLIA_POVASS,14,25,5,2012,1227.79,2012
A,ITFG,SOGLIA_POVASS,14,25,5,2013,1250.33,2013
A,ITFG,SOGLIA_POVASS,14,26,1,2010,1221.01,2010
A,ITFG,SOGLIA_POVASS,14,26,1,2011,1243.99,2011
A,ITFG,SOGLIA_POVASS,14,26,1,2012,1275.13,2012
A,ITFG,SOGLIA_POVASS,14,26,1,2013,1297.85,2013
A,ITFG,SOGLIA_POVASS,14,26,4,2010,1190.14,2010
A,ITFG,SOGLIA_POVASS,14,26,4,2011,1212.7,2011
A,ITFG,SOGLIA_POVASS,14,26,4,2012,1243.4,2012
A,ITFG,SOGLIA_POVASS,14,26,4,2013,1265.76,2013
A,ITFG,SOGLIA_POVASS,14,26,5,2010,1138.29,2010
A,ITFG,SOGLIA_POVASS,14,26,5,2011,1160.14,2011
A,ITFG,SOGLIA_POVASS,14,26,5,2012,1190.1,2012
A,ITFG,SOGLIA_POVASS,14,26,5,2013,1211.83,2013
A,ITFG,SOGLIA_POVASS,14,27,1,2010,1184.54,2010
A,ITFG,SOGLIA_POVASS,14,27,1,2011,1206.77,2011
A,ITFG,SOGLIA_POVASS,14,27,1,2012,1237.08,2012
A,ITFG,SOGLIA_POVASS,14,27,1,2013,1258.96,2013
A,ITFG,SOGLIA_POVASS,14,27,4,2010,1153.68,2010
A,ITFG,SOGLIA_POVASS,14,27,4,2011,1175.48,2011
A,ITFG,SOGLIA_POVASS,14,27,4,2012,1205.35,2012
A,ITFG,SOGLIA_POVASS,14,27,4,2013,1226.87,2013
A,ITFG,SOGLIA_POVASS,14,27,5,2010,1101.83,2010
A,ITFG,SOGLIA_POVASS,14,27,5,2011,1122.92,2011
A,ITFG,SOGLIA_POVASS,14,27,5,2012,1152.05,2012
A,ITFG,SOGLIA_POVASS,14,27,5,2013,1172.94,2013
A,ITFG,SOGLIA_POVASS,14,28,1,2010,1102.97,2010
A,ITFG,SOGLIA_POVASS,14,28,1,2011,1123.47,2011
A,ITFG,SOGLIA_POVASS,14,28,1,2012,1151.47,2012
A,ITFG,SOGLIA_POVASS,14,28,1,2013,1171.78,2013
A,ITFG,SOGLIA_POVASS,14,28,4,2010,1072.11,2010
A,ITFG,SOGLIA_POVASS,14,28,4,2011,1092.18,2011
A,ITFG,SOGLIA_POVASS,14,28,4,2012,1119.74,2012
A,ITFG,SOGLIA_POVASS,14,28,4,2013,1139.69,2013
A,ITFG,SOGLIA_POVASS,14,28,5,2010,1020.25,2010
A,ITFG,SOGLIA_POVASS,14,28,5,2011,1039.62,2011
A,ITFG,SOGLIA_POVASS,14,28,5,2012,1066.44,2012
A,ITFG,SOGLIA_POVASS,14,28,5,2013,1085.76,2013
A,ITFG,SOGLIA_POVASS,14,29,1,2010,1210.23,2010
A,ITFG,SOGLIA_POVASS,14,29,1,2011,1233.08,2011
A,ITFG,SOGLIA_POVASS,14,29,1,2012,1264.22,2012
A,ITFG,SOGLIA_POVASS,14,29,1,2013,1286.7,2013
A,ITFG,SOGLIA_POVASS,14,29,4,2010,1179.37,2010
A,ITFG,SOGLIA_POVASS,14,29,4,2011,1201.79,2011
A,ITFG,SOGLIA_POVASS,14,29,4,2012,1232.49,2012
A,ITFG,SOGLIA_POVASS,14,29,4,2013,1254.61,2013
A,ITFG,SOGLIA_POVASS,14,29,5,2010,1127.51,2010
A,ITFG,SOGLIA_POVASS,14,29,5,2011,1149.23,2011
A,ITFG,SOGLIA_POVASS,14,29,5,2012,1179.19,2012
A,ITFG,SOGLIA_POVASS,14,29,5,2013,1200.68,2013
A,ITFG,SOGLIA_POVASS,14,3,1,2010,513.01,2010
A,ITFG,SOGLIA_POVASS,14,3,1,2011,521.63,2011
A,ITFG,SOGLIA_POVASS,14,3,1,2012,533.02,2012
A,ITFG,SOGLIA_POVASS,14,3,1,2013,541.62,2013
A,ITFG,SOGLIA_POVASS,14,3,4,2010,493.21,2010
A,ITFG,SOGLIA_POVASS,14,3,4,2011,501.56,2011
