ANNO_ACCADEMICO;Area_Istituto;TIPO_ISTITUTO;NOME_ISTITUTO;COMUNE_ISTITUTO;COD_ISTITUTO;REGIONE_ISTITUTO;TIPO_CORSO;CLASSE_ETA';ISCRITTIx ETA'
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Lorenzo Perosi;CAMPOBASSO;7210 ;MOLISE;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;29
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Lorenzo Perosi;CAMPOBASSO;7210 ;MOLISE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 18 a 19 anni;1
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Lorenzo Perosi;CAMPOBASSO;7210 ;MOLISE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;3
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Lorenzo Perosi;CAMPOBASSO;7210 ;MOLISE;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;3
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Agostino Steffani;CASTELFRANCO VENETO (TV);7201 ;VENETO;AFAM_Corso Diploma accademico 1L;da 15 a 17 anni;7
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Agostino Steffani;CASTELFRANCO VENETO (TV);7201 ;VENETO;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;30
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Agostino Steffani;CASTELFRANCO VENETO (TV);7201 ;VENETO;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;26
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Agostino Steffani;CASTELFRANCO VENETO (TV);7201 ;VENETO;AFAM_Corso Diploma accademico 1L;30 anni e oltre;44
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Agostino Steffani;CASTELFRANCO VENETO (TV);7201 ;VENETO;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;97
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Agostino Steffani;CASTELFRANCO VENETO (TV);7201 ;VENETO;AFAM_Corso Diploma accademico 2L;30 anni e oltre;36
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Agostino Steffani;CASTELFRANCO VENETO (TV);7201 ;VENETO;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;42
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Agostino Steffani;CASTELFRANCO VENETO (TV);7201 ;VENETO;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;30
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Vincenzo Bellini;CATANIA;54170;SICILIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;38
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Vincenzo Bellini;CATANIA;54170;SICILIA;AFAM_Corso Diploma accademico 1L;da 15 a 17 anni;40
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Vincenzo Bellini;CATANIA;54170;SICILIA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;94
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Vincenzo Bellini;CATANIA;54170;SICILIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;149
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Vincenzo Bellini;CATANIA;54170;SICILIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;31
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Vincenzo Bellini;CATANIA;54170;SICILIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;109
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Vincenzo Bellini;CATANIA;54170;SICILIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;51
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Vincenzo Bellini;CATANIA;54170;SICILIA;AFAM_Corso Diploma accademico 2L;da 18 a 19 anni;5
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Vincenzo Bellini;CATANIA;54170;SICILIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;39
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Bruno Maderna;CESENA (FC);7202 ;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 15 a 17 anni;11
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Bruno Maderna;CESENA (FC);7202 ;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;14
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Bruno Maderna;CESENA (FC);7202 ;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;50
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Bruno Maderna;CESENA (FC);7202 ;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;18
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Bruno Maderna;CESENA (FC);7202 ;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;19
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Bruno Maderna;CESENA (FC);7202 ;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;58
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Bruno Maderna;CESENA (FC);7202 ;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 18 a 19 anni;2
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Bruno Maderna;CESENA (FC);7202 ;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;35
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Bruno Maderna;CESENA (FC);7202 ;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;35
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Verdi;COMO;7304 ;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;103
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Verdi;COMO;7304 ;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;16
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Verdi;COMO;7304 ;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;12
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Verdi;COMO;7304 ;LOMBARDIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;21
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Verdi;COMO;7304 ;LOMBARDIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;48
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Verdi;COMO;7304 ;LOMBARDIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;67
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Verdi;COMO;7304 ;LOMBARDIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;68
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giuseppe Verdi;COMO;7304 ;LOMBARDIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 20 a 24 anni;1
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;46
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;AFAM_Corso Diploma accademico 1L;da 12 a 14 anni;3
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;AFAM_Corso Diploma accademico 1L;da 15 a 17 anni;25
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;69
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;179
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;55
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;77
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;64
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;AFAM_Corso Diploma accademico 2L;da 18 a 19 anni;5
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;45
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Claudio Monteverdi;CREMONA;54178;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 15 a 17 anni;1
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Claudio Monteverdi;CREMONA;54178;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;6
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Claudio Monteverdi;CREMONA;54178;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;31
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Claudio Monteverdi;CREMONA;54178;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;9
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Claudio Monteverdi;CREMONA;54178;LOMBARDIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;5
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Claudio Monteverdi;CREMONA;54178;LOMBARDIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;14
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Claudio Monteverdi;CREMONA;54178;LOMBARDIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;16
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Claudio Monteverdi;CREMONA;54178;LOMBARDIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;8
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;G.F. Ghedini;CUNEO;7324 ;PIEMONTE;AFAM_Corso Diploma accademico 1L;30 anni e oltre;21
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;G.F. Ghedini;CUNEO;7324 ;PIEMONTE;AFAM_Corso Diploma accademico 1L;da 15 a 17 anni;7
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;G.F. Ghedini;CUNEO;7324 ;PIEMONTE;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;24
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;G.F. Ghedini;CUNEO;7324 ;PIEMONTE;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;99
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;G.F. Ghedini;CUNEO;7324 ;PIEMONTE;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;36
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;G.F. Ghedini;CUNEO;7324 ;PIEMONTE;AFAM_Corso Diploma accademico 2L;30 anni e oltre;26
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;G.F. Ghedini;CUNEO;7324 ;PIEMONTE;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;31
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;G.F. Ghedini;CUNEO;7324 ;PIEMONTE;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;35
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giovambattista Pergolesi;FERMO;7203 ;MARCHE;AFAM_Corso Diploma accademico 1L;30 anni e oltre;26
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giovambattista Pergolesi;FERMO;7203 ;MARCHE;AFAM_Corso Diploma accademico 1L;da 12 a 14 anni;1
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giovambattista Pergolesi;FERMO;7203 ;MARCHE;AFAM_Corso Diploma accademico 1L;da 15 a 17 anni;21
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giovambattista Pergolesi;FERMO;7203 ;MARCHE;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;19
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giovambattista Pergolesi;FERMO;7203 ;MARCHE;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;84
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giovambattista Pergolesi;FERMO;7203 ;MARCHE;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;13
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giovambattista Pergolesi;FERMO;7203 ;MARCHE;AFAM_Corso Diploma accademico 2L;30 anni e oltre;38
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giovambattista Pergolesi;FERMO;7203 ;MARCHE;AFAM_Corso Diploma accademico 2L;da 18 a 19 anni;2
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giovambattista Pergolesi;FERMO;7203 ;MARCHE;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;42
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giovambattista Pergolesi;FERMO;7203 ;MARCHE;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;32
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Girolamo Frescobaldi;FERRARA;7258 ;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;12
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Girolamo Frescobaldi;FERRARA;7258 ;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;70
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Girolamo Frescobaldi;FERRARA;7258 ;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 15 a 17 anni;2
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Girolamo Frescobaldi;FERRARA;7258 ;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;21
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Girolamo Frescobaldi;FERRARA;7258 ;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;25
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Girolamo Frescobaldi;FERRARA;7258 ;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;47
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Girolamo Frescobaldi;FERRARA;7258 ;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;41
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Girolamo Frescobaldi;FERRARA;7258 ;EMILIA ROMAGNA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;61
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;AFAM_Corso Diploma accademico 1L;da 15 a 17 anni;13
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;43
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;57
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;33
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;173
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;113
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;80
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;AFAM_Corso Diploma accademico 2L;da 15 a 17 anni;1
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;100
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Umberto Giordano;FOGGIA;7322 ;PUGLIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;22
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Umberto Giordano;FOGGIA;7322 ;PUGLIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;123
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Umberto Giordano;FOGGIA;7322 ;PUGLIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;32
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Umberto Giordano;FOGGIA;7322 ;PUGLIA;AFAM_Corso Diploma accademico 1L;da 15 a 17 anni;13
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Umberto Giordano;FOGGIA;7322 ;PUGLIA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;48
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Umberto Giordano;FOGGIA;7322 ;PUGLIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;21
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Umberto Giordano;FOGGIA;7322 ;PUGLIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;62
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Umberto Giordano;FOGGIA;7322 ;PUGLIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;42
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);7328 ;PUGLIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;20
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);7328 ;PUGLIA;AFAM_Corso Diploma accademico 1L;da 15 a 17 anni;14
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);7328 ;PUGLIA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;19
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);7328 ;PUGLIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;41
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);7328 ;PUGLIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;9
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);7328 ;PUGLIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;29
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);7328 ;PUGLIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;10
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);7328 ;PUGLIA;AFAM_Corso Diploma accademico 2L;da 18 a 19 anni;3
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);7328 ;PUGLIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;17
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);7328 ;PUGLIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 18 a 19 anni;1
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Licinio Refice;FROSINONE;7331 ;LAZIO;AFAM_Corso Diploma accademico 1L;30 anni e oltre;50
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Licinio Refice;FROSINONE;7331 ;LAZIO;AFAM_Corso Diploma accademico 1L;da 12 a 14 anni;1
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Licinio Refice;FROSINONE;7331 ;LAZIO;AFAM_Corso Diploma accademico 1L;da 15 a 17 anni;18
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Licinio Refice;FROSINONE;7331 ;LAZIO;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;54
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Licinio Refice;FROSINONE;7331 ;LAZIO;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;187
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Licinio Refice;FROSINONE;7331 ;LAZIO;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;37
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Licinio Refice;FROSINONE;7331 ;LAZIO;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;75
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Licinio Refice;FROSINONE;7331 ;LAZIO;AFAM_Corso Diploma accademico 2L;30 anni e oltre;56
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Licinio Refice;FROSINONE;7331 ;LAZIO;AFAM_Corso Diploma accademico 2L;da 18 a 19 anni;1
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Licinio Refice;FROSINONE;7331 ;LAZIO;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;60
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giacomo Puccini;GALLARATE (VA);54171;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;6
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giacomo Puccini;GALLARATE (VA);54171;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;29
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giacomo Puccini;GALLARATE (VA);54171;LOMBARDIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;9
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giacomo Puccini;GALLARATE (VA);54171;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;14
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giacomo Puccini;GALLARATE (VA);54171;LOMBARDIA;AFAM_Corso Diploma accademico 1L;da 15 a 17 anni;2
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giacomo Puccini;GALLARATE (VA);54171;LOMBARDIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;8
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giacomo Puccini;GALLARATE (VA);54171;LOMBARDIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;15
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giacomo Puccini;GALLARATE (VA);54171;LOMBARDIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;9
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Nicolò Paganini;GENOVA;7293 ;LIGURIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;16
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Nicolò Paganini;GENOVA;7293 ;LIGURIA;AFAM_Corso Diploma accademico 1L;da 15 a 17 anni;8
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Nicolò Paganini;GENOVA;7293 ;LIGURIA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;33
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Nicolò Paganini;GENOVA;7293 ;LIGURIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;79
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Nicolò Paganini;GENOVA;7293 ;LIGURIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;27
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Nicolò Paganini;GENOVA;7293 ;LIGURIA;AFAM_Corso Diploma accademico 2L;da 20 a 24 anni;42
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Nicolò Paganini;GENOVA;7293 ;LIGURIA;AFAM_Corso Diploma accademico 2L;da 25 a 29 anni;29
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Nicolò Paganini;GENOVA;7293 ;LIGURIA;AFAM_Corso Diploma accademico 2L;da 18 a 19 anni;3
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Nicolò Paganini;GENOVA;7293 ;LIGURIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;19
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Nicolò Paganini;GENOVA;7293 ;LIGURIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);da 25 a 29 anni;1
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Nicolò Paganini;GENOVA;7293 ;LIGURIA;AFAM_Corso Vecchio Ordinamento (ad esaurim.);30 anni e oltre;1
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giacomo Puccini;LA SPEZIA;7246 ;LIGURIA;AFAM_Corso Diploma accademico 1L;30 anni e oltre;21
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giacomo Puccini;LA SPEZIA;7246 ;LIGURIA;AFAM_Corso Diploma accademico 1L;da 15 a 17 anni;9
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giacomo Puccini;LA SPEZIA;7246 ;LIGURIA;AFAM_Corso Diploma accademico 1L;da 18 a 19 anni;22
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giacomo Puccini;LA SPEZIA;7246 ;LIGURIA;AFAM_Corso Diploma accademico 1L;da 20 a 24 anni;58
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giacomo Puccini;LA SPEZIA;7246 ;LIGURIA;AFAM_Corso Diploma accademico 1L;da 25 a 29 anni;9
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giacomo Puccini;LA SPEZIA;7246 ;LIGURIA;AFAM_Corso Diploma accademico 2L;30 anni e oltre;26
2022-2023;Area Musicale/Coreutica;Conservatorio di Musica statale;Giacomo Puccini;LA SPEZIA;7246 ;LIGURIA;AFAM_Corso Diploma accademico 2L;da 18 a 19 anni;1
