ANNO_ACCADEMICO;TIPO_ISTITUTO;AREA ISTITUTO;NOME_ISTITUTO;COMUNE_SEDE;COD_ISTITUTO;REGIONE_ISTITUTO;AREA_CORSO;TIPO_CORSO;SCUOLA_AGGREGAZIONE;CLASSE;CORSO;GENERE;ISCR_STRANIERI
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PITTURA;-;Pittura;M;16
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);SCULTURA;-;Scultura;M;3
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);SCULTURA;-;Scultura;F;1
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;DAPL09;Comunicazione e valorizzazione del patrimonio artistico contemporaneo;F;6
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;DAPL09;Comunicazione e valorizzazione del patrimonio artistico contemporaneo;M;1
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;Didattica dell'Arte;F;1
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;Didattica dell'Arte;M;1
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Comunicazione e didattica dell'arte;AFAM_Corso sperimentale biennale_2L (ad esaurim.);COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;-;Comunicazione e valorizzazione del patrimonio artistico contemporaneo;F;4
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Nuove Tecnologie dell'Arte;F;63
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Nuove Tecnologie dell'Arte;M;49
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Progettazione Artistica per l'Impresa;F;130
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Progettazione Artistica per l'Impresa;M;82
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;F;16
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;M;6
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);NUOVE TECNOLOGIE PER L’ARTE;-;Nuove Tecnologie dell'Arte;F;40
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);NUOVE TECNOLOGIE PER L’ARTE;-;Nuove Tecnologie dell'Arte;M;9
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PROGETTAZIONE ARTISTICA PER L'IMPRESA;-;Progettazione Artistica per l'Impresa;F;25
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PROGETTAZIONE ARTISTICA PER L'IMPRESA;-;Progettazione Artistica per l'Impresa;M;10
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);SCENOGRAFIA;-;Scenografia - Ind. Cinema e Televisione;M;3
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);SCENOGRAFIA;-;Scenografia - Ind. Cinema e Televisione;F;3
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);SCENOGRAFIA;-;Scenografia - Ind. Teatro;F;2
2015-2016;Accademia di Belle Arti;Area Artistica;ALBERTINA;TORINO;7334;PIEMONTE;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);SCENOGRAFIA;-;Scenografia - Ind. Teatro;M;3
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Decorazione;F;124
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Decorazione;M;41
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica;M;21
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica;F;60
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;M;82
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;F;121
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;Scultura;F;23
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;Scultura;M;27
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);DECORAZIONE;-;Decorazione;F;61
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);DECORAZIONE;-;Decorazione;M;38
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);GRAFICA;-;Grafica;M;9
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);GRAFICA;-;Grafica;F;39
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PITTURA;-;Pittura;F;63
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PITTURA;-;Pittura;M;35
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);SCULTURA;-;Scultura;F;14
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);SCULTURA;-;Scultura;M;14
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);TERAPEUTICA ARTISTICA;-;Teorie e pratiche della Terapeutica Artistica;F;10
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);TERAPEUTICA ARTISTICA;-;Teorie e pratiche della Terapeutica Artistica;M;2
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Arti visive;AFAM_Corso Vecchio Ordinamento (ad esaurim.);PITTURA;-;Pittura;F;1
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;DAPL09;Discipline della Valorizzazione dei Beni Culturali;F;2
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;Didattica dell'Arte;F;6
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;Didattica dell'Arte;M;3
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Comunicazione e didattica dell'arte;AFAM_Corso sperimentale biennale_2L (ad esaurim.);COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;-;Comunicazione e valorizzazione del patrimonio artistico contemporaneo - Ind. Applicazioni Digitali per i Beni Culturali;F;2
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Comunicazione e didattica dell'arte;AFAM_Corso sperimentale biennale_2L (ad esaurim.);COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;-;Comunicazione e valorizzazione del patrimonio artistico contemporaneo - Ind. Applicazioni Digitali per i Beni Culturali;M;1
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Comunicazione e didattica dell'arte;AFAM_Corso sperimentale biennale_2L (ad esaurim.);COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;-;Comunicazione e valorizzazione del patrimonio artistico contemporaneo - Ind. Comunicazione espositiva;F;3
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Comunicazione e didattica dell'arte;AFAM_Corso sperimentale biennale_2L (ad esaurim.);DIDATTICA DELL'ARTE;-;Didattica dell'Arte - Ind. Didattica Multimediale;F;13
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Comunicazione e didattica dell'arte;AFAM_Corso sperimentale biennale_2L (ad esaurim.);DIDATTICA DELL'ARTE;-;Didattica dell'Arte - Ind. Didattica Multimediale;M;3
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Comunicazione e didattica dell'arte;AFAM_Corso sperimentale biennale_2L (ad esaurim.);DIDATTICA DELL'ARTE;-;Didattica dell'Arte - Ind. Visual Cultures e Pratiche Curatoriali;F;5
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Comunicazione e didattica dell'arte;AFAM_Corso sperimentale biennale_2L (ad esaurim.);DIDATTICA DELL'ARTE;-;Didattica dell'Arte - Ind. Visual Cultures e Pratiche Curatoriali;M;1
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Nuove Tecnologie dell'Arte;F;34
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Nuove Tecnologie dell'Arte;M;33
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Progettazione Artistica per l'Impresa;M;50
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Progettazione Artistica per l'Impresa;F;101
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;F;66
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;M;25
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);NUOVE TECNOLOGIE PER L’ARTE;-;Arti multimediali del Cinema e del Video;F;26
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);NUOVE TECNOLOGIE PER L’ARTE;-;Arti multimediali del Cinema e del Video;M;23
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);NUOVE TECNOLOGIE PER L’ARTE;-;Arti multimediali delle reti net art;M;3
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);NUOVE TECNOLOGIE PER L’ARTE;-;Arti multimediali delle reti net art;F;9
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);NUOVE TECNOLOGIE PER L’ARTE;-;Arti multimediali interattive e performative;M;3
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);NUOVE TECNOLOGIE PER L’ARTE;-;Arti multimediali interattive e performative;F;13
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PROGETTAZIONE ARTISTICA PER L'IMPRESA;-;Fashion Design;F;104
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PROGETTAZIONE ARTISTICA PER L'IMPRESA;-;Fashion Design;M;13
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PROGETTAZIONE ARTISTICA PER L'IMPRESA;-;Fotografia;F;10
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PROGETTAZIONE ARTISTICA PER L'IMPRESA;-;Fotografia;M;6
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PROGETTAZIONE ARTISTICA PER L'IMPRESA;-;Product Design;M;21
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PROGETTAZIONE ARTISTICA PER L'IMPRESA;-;Product Design;F;52
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);SCENOGRAFIA;-;Scenografia - Ind. Cinema e Televisione;F;10
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);SCENOGRAFIA;-;Scenografia - Ind. Cinema e Televisione;M;5
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);SCENOGRAFIA;-;Scenografia - Ind. Costume per lo spettacolo;F;7
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);SCENOGRAFIA;-;Scenografia - Ind. Costume per lo spettacolo;M;2
2015-2016;Accademia di Belle Arti;Area Artistica;BRERA;MILANO;7299;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);SCENOGRAFIA;-;Scenografia - Ind. Teatro;F;7
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;;CUNEO;7336;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica;F;8
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;;CUNEO;7336;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;Grafica;M;5
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;;CUNEO;7336;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;M;6
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;;CUNEO;7336;PIEMONTE;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;F;8
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;;CUNEO;7336;PIEMONTE;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PITTURA;-;Pittura;M;4
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;;CUNEO;7336;PIEMONTE;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PITTURA;-;Pittura;F;10
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;;CUNEO;7336;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Nuove Tecnologie dell'Arte;F;5
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;;CUNEO;7336;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Nuove Tecnologie dell'Arte;M;4
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;;CUNEO;7336;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Design;F;105
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;;CUNEO;7336;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Design;M;12
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;;CUNEO;7336;PIEMONTE;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);NUOVE TECNOLOGIE PER L’ARTE;-;Arte e Media;M;5
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;;CUNEO;7336;PIEMONTE;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);NUOVE TECNOLOGIE PER L’ARTE;-;Arte e Media;F;3
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;;CUNEO;7336;PIEMONTE;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PROGETTAZIONE ARTISTICA PER L'IMPRESA;-;Grafica e Fotografia di Moda, Design e Arredamento;F;12
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;;CUNEO;7336;PIEMONTE;Progettazione e arti applicate;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PROGETTAZIONE ARTISTICA PER L'IMPRESA;-;Grafica e Fotografia di Moda, Design e Arredamento;M;8
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;;RAVENNA;7291;EMILIA ROMAGNA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Mosaico;F;9
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;;RAVENNA;7291;EMILIA ROMAGNA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;Mosaico;M;6
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;;RAVENNA;7291;EMILIA ROMAGNA;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);DECORAZIONE;-;Mosaico;F;3
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;;RAVENNA;7291;EMILIA ROMAGNA;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);DECORAZIONE;-;Mosaico;M;1
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;"""A.C.M.E""";MILANO;7308;LOMBARDIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;F;1
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;"""A.C.M.E""";MILANO;7308;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Progettazione Artistica per l'Impresa;M;3
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;"""A.C.M.E""";MILANO;7308;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Progettazione Artistica per l'Impresa;F;5
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;"""A.C.M.E""";MILANO;7308;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;RESTAURO;DAPL07;Restauro;F;1
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;"""A.C.M.E""";MILANO;7308;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;F;5
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;"""A.C.M.E""";MILANO;7308;LOMBARDIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;M;3
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;"""A.C.M.E""";NOVARA;7221;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Progettazione Artistica per l'Impresa;F;2
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;"""A.C.M.E""";NOVARA;7221;PIEMONTE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;Scenografia;F;1
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;"""ABADIR"" Accademia di Belle Arti e Restauro";S.AGATA LI BATTIATI (CT);7236;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico di Perfezionamento/Master I liv.;PROGETTAZIONE ARTISTICA PER L'IMPRESA;-;"Design delle relazioni ""Relational Design"" - master I livello";M;1
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;"""Rome University of fine arts"" Libera Accademia di Belle Arti di Roma";ROMA;7330;LAZIO;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;M;2
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;"""Rome University of fine arts"" Libera Accademia di Belle Arti di Roma";ROMA;7330;LAZIO;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;Pittura;F;6
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;"""Rome University of fine arts"" Libera Accademia di Belle Arti di Roma";ROMA;7330;LAZIO;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;Scultura;M;1
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;"""Rome University of fine arts"" Libera Accademia di Belle Arti di Roma";ROMA;7330;LAZIO;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);GRAFICA;-;Grafica d'Arte;F;2
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;"""Rome University of fine arts"" Libera Accademia di Belle Arti di Roma";ROMA;7330;LAZIO;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PITTURA;-;Pittura;F;1
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;"""Rome University of fine arts"" Libera Accademia di Belle Arti di Roma";ROMA;7330;LAZIO;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PITTURA;-;Pittura;M;2
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;"""Rome University of fine arts"" Libera Accademia di Belle Arti di Roma";ROMA;7330;LAZIO;Arti visive;AFAM_Corso sperimentale biennale_2L (ad esaurim.);SCULTURA;-;Scultura;M;1
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;"""Rome University of fine arts"" Libera Accademia di Belle Arti di Roma";ROMA;7330;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Cinema;F;1
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;"""Rome University of fine arts"" Libera Accademia di Belle Arti di Roma";ROMA;7330;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;Cinema;M;2
2015-2016;Accademia Legalmente Riconosciuta;Area Artistica;"""Rome University of fine arts"" Libera Accademia di Belle Arti di Roma";ROMA;7330;LAZIO;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;Design;M;3
