ANNO_ACCADEMICO;AREA_ISTITUTO;CONTINENTE;PROVENIENZA;GENERE;ISCR_STRANIERI
2015-2016;Area Musicale/Coreutica;ASIA;Uzbekistan;F;2
2015-2016;Area Musicale/Coreutica;EUROPA extra UE;Albania;F;17
2015-2016;Area Musicale/Coreutica;EUROPA extra UE;Albania;M;24
2015-2016;Area Musicale/Coreutica;EUROPA extra UE;Bielorussia;F;5
2015-2016;Area Musicale/Coreutica;EUROPA extra UE;Bielorussia;M;1
2015-2016;Area Musicale/Coreutica;EUROPA extra UE;Bosnia-Erzegovina;F;3
2015-2016;Area Musicale/Coreutica;EUROPA extra UE;Bosnia-Erzegovina;M;1
2015-2016;Area Musicale/Coreutica;EUROPA extra UE;Federazione Russa;F;86
2015-2016;Area Musicale/Coreutica;EUROPA extra UE;Federazione Russa;M;15
2015-2016;Area Musicale/Coreutica;EUROPA extra UE;Islanda;F;2
2015-2016;Area Musicale/Coreutica;EUROPA extra UE;Islanda;M;2
2015-2016;Area Musicale/Coreutica;EUROPA extra UE;Kosovo;F;2
2015-2016;Area Musicale/Coreutica;EUROPA extra UE;Kosovo;M;3
2015-2016;Area Musicale/Coreutica;EUROPA extra UE;Macedonia del Nord;F;4
2015-2016;Area Musicale/Coreutica;EUROPA extra UE;Macedonia del Nord;M;1
2015-2016;Area Musicale/Coreutica;EUROPA extra UE;Moldavia;F;12
2015-2016;Area Musicale/Coreutica;EUROPA extra UE;Moldavia;M;6
2015-2016;Area Musicale/Coreutica;EUROPA extra UE;Montenegro;M;2
2015-2016;Area Musicale/Coreutica;EUROPA extra UE;Norvegia;F;1
2015-2016;Area Musicale/Coreutica;EUROPA extra UE;San Marino;M;7
2015-2016;Area Musicale/Coreutica;EUROPA extra UE;San Marino;F;3
2015-2016;Area Musicale/Coreutica;EUROPA extra UE;Serbia;F;11
2015-2016;Area Musicale/Coreutica;EUROPA extra UE;Serbia;M;7
2015-2016;Area Musicale/Coreutica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);F;2
2015-2016;Area Musicale/Coreutica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);M;4
2015-2016;Area Musicale/Coreutica;EUROPA extra UE;Svizzera;F;4
2015-2016;Area Musicale/Coreutica;EUROPA extra UE;Svizzera;M;7
2015-2016;Area Musicale/Coreutica;EUROPA extra UE;Turchia;F;16
2015-2016;Area Musicale/Coreutica;EUROPA extra UE;Turchia;M;12
2015-2016;Area Musicale/Coreutica;EUROPA extra UE;Ucraina;F;34
2015-2016;Area Musicale/Coreutica;EUROPA extra UE;Ucraina;M;11
2015-2016;Area Musicale/Coreutica;EUROPA UE;Austria;F;8
2015-2016;Area Musicale/Coreutica;EUROPA UE;Austria;M;4
2015-2016;Area Musicale/Coreutica;EUROPA UE;Belgio;F;4
2015-2016;Area Musicale/Coreutica;EUROPA UE;Belgio;M;3
2015-2016;Area Musicale/Coreutica;EUROPA UE;Bulgaria;F;11
2015-2016;Area Musicale/Coreutica;EUROPA UE;Bulgaria;M;4
2015-2016;Area Musicale/Coreutica;EUROPA UE;Cipro;M;1
2015-2016;Area Musicale/Coreutica;EUROPA UE;Croazia;F;16
2015-2016;Area Musicale/Coreutica;EUROPA UE;Croazia;M;18
2015-2016;Area Musicale/Coreutica;EUROPA UE;Danimarca;M;1
2015-2016;Area Musicale/Coreutica;EUROPA UE;Estonia;F;1
2015-2016;Area Musicale/Coreutica;EUROPA UE;Estonia;M;2
2015-2016;Area Musicale/Coreutica;EUROPA UE;Finlandia;F;5
2015-2016;Area Musicale/Coreutica;EUROPA UE;Finlandia;M;2
2015-2016;Area Musicale/Coreutica;EUROPA UE;Francia;M;5
2015-2016;Area Musicale/Coreutica;EUROPA UE;Francia;F;9
2015-2016;Area Musicale/Coreutica;EUROPA UE;Germania;F;15
2015-2016;Area Musicale/Coreutica;EUROPA UE;Germania;M;10
2015-2016;Area Musicale/Coreutica;EUROPA UE;Grecia;F;6
2015-2016;Area Musicale/Coreutica;EUROPA UE;Grecia;M;3
2015-2016;Area Musicale/Coreutica;EUROPA UE;Irlanda;F;1
2015-2016;Area Musicale/Coreutica;EUROPA UE;Lettonia;F;7
2015-2016;Area Musicale/Coreutica;EUROPA UE;Lettonia;M;1
2015-2016;Area Musicale/Coreutica;EUROPA UE;Lituania;F;5
2015-2016;Area Musicale/Coreutica;EUROPA UE;Malta;F;1
2015-2016;Area Musicale/Coreutica;EUROPA UE;Paesi Bassi - Olanda;F;2
2015-2016;Area Musicale/Coreutica;EUROPA UE;Paesi Bassi - Olanda;M;1
2015-2016;Area Musicale/Coreutica;EUROPA UE;Polonia;M;5
2015-2016;Area Musicale/Coreutica;EUROPA UE;Polonia;F;22
2015-2016;Area Musicale/Coreutica;EUROPA UE;Portogallo;M;2
2015-2016;Area Musicale/Coreutica;EUROPA UE;Portogallo;F;1
2015-2016;Area Musicale/Coreutica;EUROPA UE;Regno Unito;F;9
2015-2016;Area Musicale/Coreutica;EUROPA UE;Regno Unito;M;7
2015-2016;Area Musicale/Coreutica;EUROPA UE;Repubblica Ceca;F;2
2015-2016;Area Musicale/Coreutica;EUROPA UE;Romania;F;30
2015-2016;Area Musicale/Coreutica;EUROPA UE;Romania;M;16
2015-2016;Area Musicale/Coreutica;EUROPA UE;Slovacchia;F;5
2015-2016;Area Musicale/Coreutica;EUROPA UE;Slovacchia;M;1
2015-2016;Area Musicale/Coreutica;EUROPA UE;Slovenia;F;10
2015-2016;Area Musicale/Coreutica;EUROPA UE;Slovenia;M;13
2015-2016;Area Musicale/Coreutica;EUROPA UE;Spagna;M;32
2015-2016;Area Musicale/Coreutica;EUROPA UE;Spagna;F;30
2015-2016;Area Musicale/Coreutica;EUROPA UE;Ungheria;F;9
2015-2016;Area Musicale/Coreutica;EUROPA UE;Ungheria;M;4
2015-2016;Area Musicale/Coreutica;NON DEFINITO;Stato non definito;M;1
2015-2016;Area Musicale/Coreutica;NORD AMERICA;Canada;F;1
2015-2016;Area Musicale/Coreutica;NORD AMERICA;Costa Rica;F;5
2015-2016;Area Musicale/Coreutica;NORD AMERICA;Costa Rica;M;2
2015-2016;Area Musicale/Coreutica;NORD AMERICA;Cuba;F;7
2015-2016;Area Musicale/Coreutica;NORD AMERICA;Cuba;M;1
2015-2016;Area Musicale/Coreutica;NORD AMERICA;Guatemala;F;1
2015-2016;Area Musicale/Coreutica;NORD AMERICA;Guatemala;M;1
2015-2016;Area Musicale/Coreutica;NORD AMERICA;Honduras;M;1
2015-2016;Area Musicale/Coreutica;NORD AMERICA;Messico;M;28
2015-2016;Area Musicale/Coreutica;NORD AMERICA;Messico;F;23
2015-2016;Area Musicale/Coreutica;NORD AMERICA;Panama;F;1
2015-2016;Area Musicale/Coreutica;NORD AMERICA;Stati Uniti di America;F;8
2015-2016;Area Musicale/Coreutica;NORD AMERICA;Stati Uniti di America;M;8
2015-2016;Area Musicale/Coreutica;OCEANIA;Australia;F;5
2015-2016;Area Musicale/Coreutica;OCEANIA;Australia;M;2
2015-2016;Area Musicale/Coreutica;OCEANIA;Nuova Zelanda;F;1
2015-2016;Area Musicale/Coreutica;OCEANIA;Nuova Zelanda;M;1
2015-2016;Area Musicale/Coreutica;SUD AMERICA;Argentina;F;10
2015-2016;Area Musicale/Coreutica;SUD AMERICA;Argentina;M;9
2015-2016;Area Musicale/Coreutica;SUD AMERICA;Bolivia;F;1
2015-2016;Area Musicale/Coreutica;SUD AMERICA;Brasile;M;24
2015-2016;Area Musicale/Coreutica;SUD AMERICA;Brasile;F;13
2015-2016;Area Musicale/Coreutica;SUD AMERICA;Cile;F;2
2015-2016;Area Musicale/Coreutica;SUD AMERICA;Cile;M;9
2015-2016;Area Musicale/Coreutica;SUD AMERICA;Colombia;F;12
2015-2016;Area Musicale/Coreutica;SUD AMERICA;Colombia;M;15
2015-2016;Area Musicale/Coreutica;SUD AMERICA;Ecuador;F;2
2015-2016;Area Musicale/Coreutica;SUD AMERICA;Ecuador;M;2
2015-2016;Area Musicale/Coreutica;SUD AMERICA;Paraguay;F;2
2015-2016;Area Musicale/Coreutica;SUD AMERICA;Paraguay;M;4
2015-2016;Area Musicale/Coreutica;SUD AMERICA;Perù;F;8
2015-2016;Area Musicale/Coreutica;SUD AMERICA;Perù;M;9
2015-2016;Area Musicale/Coreutica;SUD AMERICA;Uruguay;F;2
2015-2016;Area Musicale/Coreutica;SUD AMERICA;Venezuela;M;8
2015-2016;Area Musicale/Coreutica;SUD AMERICA;Venezuela;F;6
2014-2015;Area Artistica;AFRICA;Algeria;F;1
2014-2015;Area Artistica;AFRICA;Angola;F;1
2014-2015;Area Artistica;AFRICA;Benin;F;1
2014-2015;Area Artistica;AFRICA;Camerun;F;3
2014-2015;Area Artistica;AFRICA;Camerun;M;5
2014-2015;Area Artistica;AFRICA;Capo Verde;M;1
2014-2015;Area Artistica;AFRICA;Costa d Avorio;F;2
2014-2015;Area Artistica;AFRICA;Costa d Avorio;M;2
2014-2015;Area Artistica;AFRICA;Egitto;F;10
2014-2015;Area Artistica;AFRICA;Egitto;M;5
2014-2015;Area Artistica;AFRICA;Eswatini;F;1
2014-2015;Area Artistica;AFRICA;Etiopia;M;1
2014-2015;Area Artistica;AFRICA;Etiopia;F;1
2014-2015;Area Artistica;AFRICA;Ghana;F;1
2014-2015;Area Artistica;AFRICA;Ghana;M;4
2014-2015;Area Artistica;AFRICA;Kenya;F;2
2014-2015;Area Artistica;AFRICA;Libia;F;3
2014-2015;Area Artistica;AFRICA;Libia;M;1
2014-2015;Area Artistica;AFRICA;Madagascar;F;1
2014-2015;Area Artistica;AFRICA;Marocco;F;9
2014-2015;Area Artistica;AFRICA;Marocco;M;11
2014-2015;Area Artistica;AFRICA;Nigeria;F;1
2014-2015;Area Artistica;AFRICA;Nigeria;M;1
2014-2015;Area Artistica;AFRICA;Repubblica Democratica del Congo (ex Zaire);F;1
2014-2015;Area Artistica;AFRICA;Senegal;M;1
2014-2015;Area Artistica;AFRICA;Somalia;M;1
2014-2015;Area Artistica;AFRICA;Sud Africa;M;3
2014-2015;Area Artistica;AFRICA;Sud Africa;F;2
2014-2015;Area Artistica;AFRICA;Tunisia;F;1
2014-2015;Area Artistica;AFRICA;Tunisia;M;1
2014-2015;Area Artistica;AFRICA;Zimbabwe;M;1
2014-2015;Area Artistica;ASIA;Afghanistan;M;2
2014-2015;Area Artistica;ASIA;Arabia Saudita;M;1
2014-2015;Area Artistica;ASIA;Armenia;F;7
2014-2015;Area Artistica;ASIA;Armenia;M;3
2014-2015;Area Artistica;ASIA;Azerbaigian;F;3
2014-2015;Area Artistica;ASIA;Azerbaigian;M;4
2014-2015;Area Artistica;ASIA;Bangladesh;M;1
2014-2015;Area Artistica;ASIA;Bangladesh;F;1
2014-2015;Area Artistica;ASIA;Cambogia;M;1
2014-2015;Area Artistica;ASIA;Cina;M;1591
2014-2015;Area Artistica;ASIA;Cina;F;2848
2014-2015;Area Artistica;ASIA;Corea del Sud;F;86
2014-2015;Area Artistica;ASIA;Corea del Sud;M;37
2014-2015;Area Artistica;ASIA;Emirati Arabi Uniti;F;1
2014-2015;Area Artistica;ASIA;Filippine;F;4
2014-2015;Area Artistica;ASIA;Filippine;M;4
2014-2015;Area Artistica;ASIA;Georgia;F;9
2014-2015;Area Artistica;ASIA;Georgia;M;1
2014-2015;Area Artistica;ASIA;Giappone;F;31
2014-2015;Area Artistica;ASIA;Giappone;M;8
2014-2015;Area Artistica;ASIA;Giordania;F;1
2014-2015;Area Artistica;ASIA;Giordania;M;2
2014-2015;Area Artistica;ASIA;Hong Kong (Cina);F;2
2014-2015;Area Artistica;ASIA;India;F;49
2014-2015;Area Artistica;ASIA;India;M;42
2014-2015;Area Artistica;ASIA;Indonesia;F;17
2014-2015;Area Artistica;ASIA;Indonesia;M;2
2014-2015;Area Artistica;ASIA;Iran;F;397
2014-2015;Area Artistica;ASIA;Iran;M;137
2014-2015;Area Artistica;ASIA;Iraq;M;3
2014-2015;Area Artistica;ASIA;Israele;F;16
2014-2015;Area Artistica;ASIA;Israele;M;8
2014-2015;Area Artistica;ASIA;Kazakistan;M;4
2014-2015;Area Artistica;ASIA;Kazakistan;F;10
2014-2015;Area Artistica;ASIA;Libano;F;21
2014-2015;Area Artistica;ASIA;Libano;M;10
2014-2015;Area Artistica;ASIA;Mongolia;F;6
2014-2015;Area Artistica;ASIA;Mongolia;M;3
2014-2015;Area Artistica;ASIA;Oman;F;1
2014-2015;Area Artistica;ASIA;Pakistan;F;3
2014-2015;Area Artistica;ASIA;Palestina;F;1
2014-2015;Area Artistica;ASIA;Singapore;F;1
2014-2015;Area Artistica;ASIA;Siria;F;5
2014-2015;Area Artistica;ASIA;Siria;M;2
2014-2015;Area Artistica;ASIA;Sri Lanka;F;4
2014-2015;Area Artistica;ASIA;Sri Lanka;M;2
2014-2015;Area Artistica;ASIA;Taiwan;F;24
2014-2015;Area Artistica;ASIA;Taiwan;M;4
2014-2015;Area Artistica;ASIA;Thailandia;F;22
2014-2015;Area Artistica;ASIA;Thailandia;M;9
2014-2015;Area Artistica;ASIA;Vietnam;F;3
2014-2015;Area Artistica;ASIA;Vietnam;M;1
2014-2015;Area Artistica;EUROPA extra UE;Albania;F;93
2014-2015;Area Artistica;EUROPA extra UE;Albania;M;96
2014-2015;Area Artistica;EUROPA extra UE;Bielorussia;F;16
2014-2015;Area Artistica;EUROPA extra UE;Bielorussia;M;6
2014-2015;Area Artistica;EUROPA extra UE;Bosnia-Erzegovina;F;2
2014-2015;Area Artistica;EUROPA extra UE;Bosnia-Erzegovina;M;5
2014-2015;Area Artistica;EUROPA extra UE;Federazione Russa;F;138
2014-2015;Area Artistica;EUROPA extra UE;Federazione Russa;M;18
2014-2015;Area Artistica;EUROPA extra UE;Islanda;M;3
2014-2015;Area Artistica;EUROPA extra UE;Islanda;F;8
2014-2015;Area Artistica;EUROPA extra UE;Kosovo;F;2
2014-2015;Area Artistica;EUROPA extra UE;Macedonia del Nord;F;7
2014-2015;Area Artistica;EUROPA extra UE;Macedonia del Nord;M;1
2014-2015;Area Artistica;EUROPA extra UE;Moldavia;F;23
2014-2015;Area Artistica;EUROPA extra UE;Moldavia;M;16
2014-2015;Area Artistica;EUROPA extra UE;Monaco;F;1
2014-2015;Area Artistica;EUROPA extra UE;Montenegro;F;5
2014-2015;Area Artistica;EUROPA extra UE;Montenegro;M;1
2014-2015;Area Artistica;EUROPA extra UE;Norvegia;M;8
2014-2015;Area Artistica;EUROPA extra UE;Norvegia;F;22
2014-2015;Area Artistica;EUROPA extra UE;San Marino;M;3
2014-2015;Area Artistica;EUROPA extra UE;San Marino;F;7
2014-2015;Area Artistica;EUROPA extra UE;Serbia;F;24
2014-2015;Area Artistica;EUROPA extra UE;Serbia;M;8
2014-2015;Area Artistica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);F;13
2014-2015;Area Artistica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);M;3
2014-2015;Area Artistica;EUROPA extra UE;Svizzera;F;82
2014-2015;Area Artistica;EUROPA extra UE;Svizzera;M;29
2014-2015;Area Artistica;EUROPA extra UE;Turchia;F;104
2014-2015;Area Artistica;EUROPA extra UE;Turchia;M;49
2014-2015;Area Artistica;EUROPA extra UE;Ucraina;F;51
2014-2015;Area Artistica;EUROPA extra UE;Ucraina;M;16
2014-2015;Area Artistica;EUROPA UE;Austria;F;5
2014-2015;Area Artistica;EUROPA UE;Austria;M;4
2014-2015;Area Artistica;EUROPA UE;Belgio;M;1
2014-2015;Area Artistica;EUROPA UE;Belgio;F;4
2014-2015;Area Artistica;EUROPA UE;Bulgaria;F;54
2014-2015;Area Artistica;EUROPA UE;Bulgaria;M;13
2014-2015;Area Artistica;EUROPA UE;Cipro;F;39
2014-2015;Area Artistica;EUROPA UE;Cipro;M;11
2014-2015;Area Artistica;EUROPA UE;Croazia;F;24
2014-2015;Area Artistica;EUROPA UE;Croazia;M;6
2014-2015;Area Artistica;EUROPA UE;Danimarca;F;2
2014-2015;Area Artistica;EUROPA UE;Danimarca;M;1
2014-2015;Area Artistica;EUROPA UE;Estonia;F;7
2014-2015;Area Artistica;EUROPA UE;Finlandia;F;6
2014-2015;Area Artistica;EUROPA UE;Finlandia;M;1
2014-2015;Area Artistica;EUROPA UE;Francia;F;36
2014-2015;Area Artistica;EUROPA UE;Francia;M;10
2014-2015;Area Artistica;EUROPA UE;Germania;F;36
2014-2015;Area Artistica;EUROPA UE;Germania;M;23
2014-2015;Area Artistica;EUROPA UE;Grecia;F;35
2014-2015;Area Artistica;EUROPA UE;Grecia;M;18
2014-2015;Area Artistica;EUROPA UE;Irlanda;F;2
2014-2015;Area Artistica;EUROPA UE;Irlanda;M;1
2014-2015;Area Artistica;EUROPA UE;Lettonia;F;6
2014-2015;Area Artistica;EUROPA UE;Lettonia;M;1
2014-2015;Area Artistica;EUROPA UE;Lituania;F;14
2014-2015;Area Artistica;EUROPA UE;Lussemburgo;F;1
2014-2015;Area Artistica;EUROPA UE;Lussemburgo;M;1
2014-2015;Area Artistica;EUROPA UE;Malta;F;1
2014-2015;Area Artistica;EUROPA UE;Paesi Bassi - Olanda;F;5
2014-2015;Area Artistica;EUROPA UE;Paesi Bassi - Olanda;M;6
2014-2015;Area Artistica;EUROPA UE;Polonia;F;36
2014-2015;Area Artistica;EUROPA UE;Polonia;M;7
2014-2015;Area Artistica;EUROPA UE;Portogallo;F;8
2014-2015;Area Artistica;EUROPA UE;Portogallo;M;3
2014-2015;Area Artistica;EUROPA UE;Regno Unito;F;10
2014-2015;Area Artistica;EUROPA UE;Regno Unito;M;8
2014-2015;Area Artistica;EUROPA UE;Repubblica Ceca;F;6
2014-2015;Area Artistica;EUROPA UE;Romania;M;50
2014-2015;Area Artistica;EUROPA UE;Romania;F;100
2014-2015;Area Artistica;EUROPA UE;Slovacchia;F;8
2014-2015;Area Artistica;EUROPA UE;Slovenia;F;15
2014-2015;Area Artistica;EUROPA UE;Slovenia;M;5
2014-2015;Area Artistica;EUROPA UE;Spagna;F;45
2014-2015;Area Artistica;EUROPA UE;Spagna;M;11
2014-2015;Area Artistica;EUROPA UE;Svezia;F;22
2014-2015;Area Artistica;EUROPA UE;Svezia;M;6
2014-2015;Area Artistica;EUROPA UE;Ungheria;F;6
2014-2015;Area Artistica;EUROPA UE;Ungheria;M;1
2014-2015;Area Artistica;NON DEFINITO;Stato non definito;F;1
2014-2015;Area Artistica;NON DEFINITO;Stato non definito;M;1
2014-2015;Area Artistica;NORD AMERICA;Bahamas;F;1
2014-2015;Area Artistica;NORD AMERICA;Barbados;F;2
2014-2015;Area Artistica;NORD AMERICA;Canada;F;9
2014-2015;Area Artistica;NORD AMERICA;Canada;M;4
2014-2015;Area Artistica;NORD AMERICA;Cuba;F;4
2014-2015;Area Artistica;NORD AMERICA;Cuba;M;1
2014-2015;Area Artistica;NORD AMERICA;El Salvador;F;2
2014-2015;Area Artistica;NORD AMERICA;El Salvador;M;2
2014-2015;Area Artistica;NORD AMERICA;Guatemala;F;3
2014-2015;Area Artistica;NORD AMERICA;Guatemala;M;1
2014-2015;Area Artistica;NORD AMERICA;Haiti;F;2
2014-2015;Area Artistica;NORD AMERICA;Honduras;F;2
2014-2015;Area Artistica;NORD AMERICA;Honduras;M;1
2014-2015;Area Artistica;NORD AMERICA;Messico;M;19
2014-2015;Area Artistica;NORD AMERICA;Messico;F;27
2014-2015;Area Artistica;NORD AMERICA;Nicaragua;M;1
2014-2015;Area Artistica;NORD AMERICA;Repubblica Dominicana;F;4
2014-2015;Area Artistica;NORD AMERICA;Repubblica Dominicana;M;2
2014-2015;Area Artistica;NORD AMERICA;Stati Uniti di America;F;43
2014-2015;Area Artistica;NORD AMERICA;Stati Uniti di America;M;21
2014-2015;Area Artistica;OCEANIA;Australia;F;4
2014-2015;Area Artistica;SUD AMERICA;Argentina;F;16
2014-2015;Area Artistica;SUD AMERICA;Argentina;M;7
2014-2015;Area Artistica;SUD AMERICA;Bolivia;F;3
2014-2015;Area Artistica;SUD AMERICA;Bolivia;M;3
2014-2015;Area Artistica;SUD AMERICA;Brasile;M;18
2014-2015;Area Artistica;SUD AMERICA;Brasile;F;32
2014-2015;Area Artistica;SUD AMERICA;Cile;F;6
2014-2015;Area Artistica;SUD AMERICA;Cile;M;3
2014-2015;Area Artistica;SUD AMERICA;Colombia;F;44
2014-2015;Area Artistica;SUD AMERICA;Colombia;M;19
2014-2015;Area Artistica;SUD AMERICA;Ecuador;F;20
2014-2015;Area Artistica;SUD AMERICA;Ecuador;M;13
2014-2015;Area Artistica;SUD AMERICA;Paraguay;F;1
2014-2015;Area Artistica;SUD AMERICA;Perù;F;14
2014-2015;Area Artistica;SUD AMERICA;Perù;M;19
2014-2015;Area Artistica;SUD AMERICA;Uruguay;M;1
2014-2015;Area Artistica;SUD AMERICA;Venezuela;F;8
2014-2015;Area Artistica;SUD AMERICA;Venezuela;M;4
2014-2015;Area Musicale/Coreutica;AFRICA;Algeria;M;6
2014-2015;Area Musicale/Coreutica;AFRICA;Costa d Avorio;M;1
2014-2015;Area Musicale/Coreutica;AFRICA;Egitto;M;2
2014-2015;Area Musicale/Coreutica;AFRICA;Madagascar;F;1
2014-2015;Area Musicale/Coreutica;ASIA;Armenia;F;5
2014-2015;Area Musicale/Coreutica;ASIA;Armenia;M;1
2014-2015;Area Musicale/Coreutica;ASIA;Cina;F;438
2014-2015;Area Musicale/Coreutica;ASIA;Cina;M;306
2014-2015;Area Musicale/Coreutica;ASIA;Corea del Nord;F;1
2014-2015;Area Musicale/Coreutica;ASIA;Corea del Nord;M;1
2014-2015;Area Musicale/Coreutica;ASIA;Corea del Sud;F;223
2014-2015;Area Musicale/Coreutica;ASIA;Corea del Sud;M;112
2014-2015;Area Musicale/Coreutica;ASIA;Georgia;F;9
2014-2015;Area Musicale/Coreutica;ASIA;Giappone;F;74
2014-2015;Area Musicale/Coreutica;ASIA;Giappone;M;22
2014-2015;Area Musicale/Coreutica;ASIA;Hong Kong (Cina);M;1
2014-2015;Area Musicale/Coreutica;ASIA;Hong Kong (Cina);F;1
2014-2015;Area Musicale/Coreutica;ASIA;India;M;1
2014-2015;Area Musicale/Coreutica;ASIA;Indonesia;F;2
2014-2015;Area Musicale/Coreutica;ASIA;Indonesia;M;2
2014-2015;Area Musicale/Coreutica;ASIA;Iran;F;9
2014-2015;Area Musicale/Coreutica;ASIA;Iran;M;49
2014-2015;Area Musicale/Coreutica;ASIA;Israele;F;3
2014-2015;Area Musicale/Coreutica;ASIA;Israele;M;3
2014-2015;Area Musicale/Coreutica;ASIA;Kazakistan;F;8
2014-2015;Area Musicale/Coreutica;ASIA;Kazakistan;M;3
2014-2015;Area Musicale/Coreutica;ASIA;Libano;M;3
2014-2015;Area Musicale/Coreutica;ASIA;Mongolia;M;3
2014-2015;Area Musicale/Coreutica;ASIA;Mongolia;F;3
2014-2015;Area Musicale/Coreutica;ASIA;Palestina;M;3
2014-2015;Area Musicale/Coreutica;ASIA;Siria;F;2
2014-2015;Area Musicale/Coreutica;ASIA;Siria;M;2
2014-2015;Area Musicale/Coreutica;ASIA;Tagikistan;M;1
2014-2015;Area Musicale/Coreutica;ASIA;Taiwan;F;15
2014-2015;Area Musicale/Coreutica;ASIA;Taiwan;M;4
2014-2015;Area Musicale/Coreutica;ASIA;Thailandia;M;1
2014-2015;Area Musicale/Coreutica;ASIA;Uzbekistan;F;1
2014-2015;Area Musicale/Coreutica;ASIA;Uzbekistan;M;1
2014-2015;Area Musicale/Coreutica;EUROPA extra UE;Albania;F;18
2014-2015;Area Musicale/Coreutica;EUROPA extra UE;Albania;M;17
2014-2015;Area Musicale/Coreutica;EUROPA extra UE;Bielorussia;M;1
2014-2015;Area Musicale/Coreutica;EUROPA extra UE;Bielorussia;F;6
2014-2015;Area Musicale/Coreutica;EUROPA extra UE;Bosnia-Erzegovina;F;2
2014-2015;Area Musicale/Coreutica;EUROPA extra UE;Bosnia-Erzegovina;M;1
2014-2015;Area Musicale/Coreutica;EUROPA extra UE;Federazione Russa;F;71
2014-2015;Area Musicale/Coreutica;EUROPA extra UE;Federazione Russa;M;23
2014-2015;Area Musicale/Coreutica;EUROPA extra UE;Islanda;M;3
2014-2015;Area Musicale/Coreutica;EUROPA extra UE;Kosovo;F;1
2014-2015;Area Musicale/Coreutica;EUROPA extra UE;Macedonia del Nord;F;2
2014-2015;Area Musicale/Coreutica;EUROPA extra UE;Macedonia del Nord;M;4
2014-2015;Area Musicale/Coreutica;EUROPA extra UE;Moldavia;M;1
2014-2015;Area Musicale/Coreutica;EUROPA extra UE;Moldavia;F;14
2014-2015;Area Musicale/Coreutica;EUROPA extra UE;Montenegro;M;2
2014-2015;Area Musicale/Coreutica;EUROPA extra UE;Norvegia;F;2
2014-2015;Area Musicale/Coreutica;EUROPA extra UE;Norvegia;M;1
2014-2015;Area Musicale/Coreutica;EUROPA extra UE;San Marino;F;5
2014-2015;Area Musicale/Coreutica;EUROPA extra UE;San Marino;M;8
2014-2015;Area Musicale/Coreutica;EUROPA extra UE;Serbia;F;7
2014-2015;Area Musicale/Coreutica;EUROPA extra UE;Serbia;M;7
2014-2015;Area Musicale/Coreutica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);F;3
2014-2015;Area Musicale/Coreutica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);M;4
2014-2015;Area Musicale/Coreutica;EUROPA extra UE;Svizzera;F;5
2014-2015;Area Musicale/Coreutica;EUROPA extra UE;Svizzera;M;8
2014-2015;Area Musicale/Coreutica;EUROPA extra UE;Turchia;M;11
2014-2015;Area Musicale/Coreutica;EUROPA extra UE;Turchia;F;15
2014-2015;Area Musicale/Coreutica;EUROPA extra UE;Ucraina;F;32
2014-2015;Area Musicale/Coreutica;EUROPA extra UE;Ucraina;M;12
2014-2015;Area Musicale/Coreutica;EUROPA UE;Austria;F;2
2014-2015;Area Musicale/Coreutica;EUROPA UE;Austria;M;6
2014-2015;Area Musicale/Coreutica;EUROPA UE;Belgio;F;1
2014-2015;Area Musicale/Coreutica;EUROPA UE;Belgio;M;1
2014-2015;Area Musicale/Coreutica;EUROPA UE;Bulgaria;F;14
2014-2015;Area Musicale/Coreutica;EUROPA UE;Bulgaria;M;4
2014-2015;Area Musicale/Coreutica;EUROPA UE;Cipro;M;1
2014-2015;Area Musicale/Coreutica;EUROPA UE;Croazia;F;11
2014-2015;Area Musicale/Coreutica;EUROPA UE;Croazia;M;17
2014-2015;Area Musicale/Coreutica;EUROPA UE;Danimarca;F;1
2014-2015;Area Musicale/Coreutica;EUROPA UE;Estonia;F;1
2014-2015;Area Musicale/Coreutica;EUROPA UE;Estonia;M;2
2014-2015;Area Musicale/Coreutica;EUROPA UE;Finlandia;F;4
2014-2015;Area Musicale/Coreutica;EUROPA UE;Finlandia;M;1
2014-2015;Area Musicale/Coreutica;EUROPA UE;Francia;F;8
2014-2015;Area Musicale/Coreutica;EUROPA UE;Francia;M;5
2014-2015;Area Musicale/Coreutica;EUROPA UE;Germania;F;21
2014-2015;Area Musicale/Coreutica;EUROPA UE;Germania;M;16
2014-2015;Area Musicale/Coreutica;EUROPA UE;Grecia;F;5
2014-2015;Area Musicale/Coreutica;EUROPA UE;Grecia;M;4
2014-2015;Area Musicale/Coreutica;EUROPA UE;Lettonia;F;9
2014-2015;Area Musicale/Coreutica;EUROPA UE;Lettonia;M;2
2014-2015;Area Musicale/Coreutica;EUROPA UE;Lituania;F;10
2014-2015;Area Musicale/Coreutica;EUROPA UE;Lituania;M;2
2014-2015;Area Musicale/Coreutica;EUROPA UE;Malta;M;1
2014-2015;Area Musicale/Coreutica;EUROPA UE;Malta;F;1
2014-2015;Area Musicale/Coreutica;EUROPA UE;Polonia;F;18
