ANNO_ACCADEMICO;TIPO_ISTITUTO;AREA ISTITUTO;NOME_ISTITUTO;COMUNE_SEDE;COD_ISTITUTO;REGIONE_ISTITUTO;AREA_CORSO;TIPO_CORSO;SCUOLA_AGGREGAZIONE;CLASSE;CORSO;GENERE;ISCR_STRANIERI
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;ARTI VISIVE DEL CONTEMPORANEO - Decorazione;F;3
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;ILLUSTRAZIONE PER L'EDITORIA;F;13
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;ILLUSTRAZIONE PER L'EDITORIA;M;5
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA - Arti visive contemporanee;F;4
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;SCULTURA E NUOVE TECNOLOGIE DEL CONTEMPORANEO;F;1
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;SCULTURA E NUOVE TECNOLOGIE DEL CONTEMPORANEO;M;1
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;COMUNICAZIONE VISIVA MULTIMEDIALE;F;3
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;COMUNICAZIONE VISIVA MULTIMEDIALE;M;4
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;ARTE DEL FUMETTO E ILLUSTRAZIONE;M;14
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;ARTE DEL FUMETTO E ILLUSTRAZIONE;F;20
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;DESIGN E INTERIOR DESIGN;F;9
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;DESIGN E INTERIOR DESIGN;M;2
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FASHION DESIGN;F;11
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FASHION DESIGN;M;1
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FOTOGRAFIA;F;6
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FOTOGRAFIA;M;1
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;GRAPHIC DESIGN;M;9
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;GRAPHIC DESIGN;F;13
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;LIGHT DESIGN;F;5
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;SCENOGRAFIA PER LO SPETTACOLO;F;7
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;SCENOGRAFIA PER LO SPETTACOLO;M;4
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;NUOVE TECNOLOGIE PER L’ARTE;DASL08;METODOLOGIE DELLA COMUNICAZIONE PER LE ARTI MULTIMEDIALI;F;1
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;FASHION DESIGN PER L'IMPRESA;F;3
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;FASHION DESIGN PER L'IMPRESA;M;1
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;GRAPHIC DESIGN PER LA COMUNICAZIONE VISIVA;M;2
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;GRAPHIC DESIGN PER LA COMUNICAZIONE VISIVA;F;4
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;LINGUAGGI E ARTE DEL FUMETTO;M;1
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;VISUAL LIGHT DESIGN;F;1
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;WEB E INTERACTION DESIGN;F;1
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;SCENOGRAFIA PER LO SPETTACOLO;F;2
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico a ciclo unico quinquennale abilitante_2L;RESTAURO;DASLQ01;"RESTAURO - ciclo unico abilitante alla professione di ""Restauratore di beni culturali""";F;2
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico di Perfezionamento/Master I liv.;DISCIPLINE ARTISTICHE;Master 1L;ILLUSTRAZIONE PER L'EDITORIA;F;5
2022-2023;Accademia di Belle Arti statale;Area Artistica;;MACERATA;7297 ;MARCHE;Progettazione e arti applicate;AFAM_Corso Diploma accademico di Perfezionamento/Master I liv.;DISCIPLINE ARTISTICHE;Master 1L;ILLUSTRAZIONE PER L'EDITORIA;M;1
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;DECORAZIONE;M;13
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;DECORAZIONE;F;10
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;GRAFICA - Grafica d'arte;F;2
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;GRAFICA - Grafica d'arte;M;2
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;F;16
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;M;15
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;SCULTURA;F;5
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;SCULTURA;M;2
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;DECORAZIONE;F;10
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;DECORAZIONE;M;8
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;GRAFICA - Grafica d'arte;F;19
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;GRAFICA - Grafica d'arte;M;2
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA;F;9
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA;M;5
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Arti visive;AFAM_Corso Diploma accademico 2L;SCULTURA;DASL02;SCULTURA;F;2
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;DIDATTICA DELL'ARTE;F;2
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 2L;DIDATTICA DELL'ARTE;DASL10;DIDATTICA DELL'ARTE E MEDIAZIONE CULTURALE DEL PATRIMONIO ARTISTICO;M;1
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 2L;DIDATTICA DELL'ARTE;DASL10;DIDATTICA DELL'ARTE E MEDIAZIONE CULTURALE DEL PATRIMONIO ARTISTICO;F;2
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DAPL11;CINEMA E AUDIOVISIVO;F;2
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;CINEMA, FOTOGRAFIA, AUDIOVISIVO;DAPL11;CINEMA E AUDIOVISIVO;M;3
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;NUOVE TECNOLOGIE DELL'ARTE;F;4
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;NUOVE TECNOLOGIE PER L’ARTE;DAPL08;NUOVE TECNOLOGIE DELL'ARTE;M;16
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FASHION DESIGN;M;5
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FASHION DESIGN;F;24
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FOTOGRAFIA;F;4
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FOTOGRAFIA;M;2
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;GRAPHIC DESIGN;F;14
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;GRAPHIC DESIGN;M;14
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;SCENOGRAFIA;F;10
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;SCENOGRAFIA;M;3
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;NUOVE TECNOLOGIE PER L’ARTE;DASL08;CINEMA;M;4
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;NUOVE TECNOLOGIE PER L’ARTE;DASL08;NEW MEDIA ART;F;2
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;NUOVE TECNOLOGIE PER L’ARTE;DASL08;NEW MEDIA ART;M;5
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;DESIGN DELLA COMUNICAZIONE;F;8
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;DESIGN DELLA COMUNICAZIONE;M;11
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;FASHION DESIGN - Design dell’Accessorio;F;6
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;FASHION DESIGN - Design di Moda;F;5
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;FOTOGRAFIA COME LINGUAGGIO D'ARTE;F;2
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DASL06;FOTOGRAFIA PER LA COMUNICAZIONE;F;1
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;SCENOGRAFIA - Cinema e Televisione;F;5
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;SCENOGRAFIA - Cinema e Televisione;M;5
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;SCENOGRAFIA - Costume per lo spettacolo;F;1
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;SCENOGRAFIA - Teatro;F;4
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;SCENOGRAFIA;DASL05;SCENOGRAFIA - Teatro;M;3
2022-2023;Accademia di Belle Arti statale;Area Artistica;;NAPOLI;7316 ;CAMPANIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico a ciclo unico quinquennale abilitante_2L;RESTAURO;DASLQ01;"RESTAURO - ciclo unico abilitante alla professione di ""Restauratore di beni culturali""";M;2
2022-2023;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;ARTE AMBIENTALE E LINGUAGGI SPERIMENTALI;M;1
2022-2023;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;DECORAZIONE;M;1
2022-2023;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;DECORAZIONE;F;5
2022-2023;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;DECORAZIONE - Linguaggi sperimentali;F;1
2022-2023;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;GRAFICA - Grafica d'arte;F;2
2022-2023;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;GRAFICA - Grafica d'arte;M;1
2022-2023;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;F;5
2022-2023;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;M;1
2022-2023;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;SCULTURA;F;1
2022-2023;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA;M;2
2022-2023;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;Arti visive;AFAM_Corso Diploma accademico 2L;PITTURA;DASL01;PITTURA;F;7
2022-2023;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;DAPL09;PROGETTAZIONE DEI SISTEMI ESPOSITIVI E MUSEALI;F;1
2022-2023;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 1L;DIDATTICA DELL'ARTE;DAPL10;DIDATTICA DELL'ARTE;M;2
2022-2023;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 2L;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;DASL09;EXHIBITION DESIGN E VALORIZZAZIONE MUSEALE;F;1
2022-2023;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 2L;COMUNICAZIONE E VALORIZZAZIONE DEL PATRIMONIO ARTISTICO CONTEMPORANEO;DASL09;EXHIBITION DESIGN E VALORIZZAZIONE MUSEALE;M;1
2022-2023;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 2L;DIDATTICA DELL'ARTE;DASL10;DIDATTICA DELL'ARTE E MEDIAZIONE CULTURALE DEL PATRIMONIO ARTISTICO;F;1
2022-2023;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;Comunicazione e didattica dell'arte;AFAM_Corso Diploma accademico 2L;DIDATTICA DELL'ARTE;DASL10;DIDATTICA DELL'ARTE E MEDIAZIONE CULTURALE DEL PATRIMONIO ARTISTICO;M;1
2022-2023;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;DESIGN GRAFICO;F;1
2022-2023;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;FOTOGRAFIA;M;1
2022-2023;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;ILLUSTRAZIONE E FUMETTO;F;2
2022-2023;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;PROGETTAZIONE ARTISTICA PER L'IMPRESA;DAPL06;PROGETTAZIONE DELLA MODA;F;2
2022-2023;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;SCENOGRAFIA;F;5
2022-2023;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 1L;SCENOGRAFIA;DAPL05;SCENOGRAFIA;M;4
2022-2023;Accademia di Belle Arti statale;Area Artistica;;PALERMO;7219 ;SICILIA;Progettazione e arti applicate;AFAM_Corso Diploma accademico 2L;NUOVE TECNOLOGIE PER L’ARTE;DASL08;NUOVE TECNOLOGIE DELL'ARTE - Animazione digitale;F;1
2022-2023;Accademia di Belle Arti statale;Area Artistica;;RAVENNA;54189;EMILIA ROMAGNA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;ARTI VISIVE - Mosaico;F;8
2022-2023;Accademia di Belle Arti statale;Area Artistica;;RAVENNA;54189;EMILIA ROMAGNA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;ARTI VISIVE - Mosaico;M;5
2022-2023;Accademia di Belle Arti statale;Area Artistica;;RAVENNA;54189;EMILIA ROMAGNA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;DECORAZIONE - Mosaico;F;9
2022-2023;Accademia di Belle Arti statale;Area Artistica;;RAVENNA;54189;EMILIA ROMAGNA;Arti visive;AFAM_Corso Diploma accademico 2L;DECORAZIONE;DASL03;DECORAZIONE - Mosaico;M;3
2022-2023;Accademia di Belle Arti statale;Area Artistica;;REGGIO CALABRIA;7194 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;DECORAZIONE;F;3
2022-2023;Accademia di Belle Arti statale;Area Artistica;;REGGIO CALABRIA;7194 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;DECORAZIONE;DAPL03;DECORAZIONE;M;1
2022-2023;Accademia di Belle Arti statale;Area Artistica;;REGGIO CALABRIA;7194 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;GRAFICA;DAPL04;GRAFICA - Grafica d'arte;F;3
2022-2023;Accademia di Belle Arti statale;Area Artistica;;REGGIO CALABRIA;7194 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;PITTURA;DAPL01;PITTURA;F;2
2022-2023;Accademia di Belle Arti statale;Area Artistica;;REGGIO CALABRIA;7194 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;SCULTURA;M;1
2022-2023;Accademia di Belle Arti statale;Area Artistica;;REGGIO CALABRIA;7194 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 1L;SCULTURA;DAPL02;SCULTURA;F;1
2022-2023;Accademia di Belle Arti statale;Area Artistica;;REGGIO CALABRIA;7194 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;GRAFICA;M;6
2022-2023;Accademia di Belle Arti statale;Area Artistica;;REGGIO CALABRIA;7194 ;CALABRIA;Arti visive;AFAM_Corso Diploma accademico 2L;GRAFICA;DASL04;GRAFICA;F;1
