ANNO_ACCADEMICO;AREA_ISTITUTO;CONTINENTE;PROVENIENZA;GENERE;ISCR_STRANIERI
2022-2023;Area Artistica;AFRICA;Nigeria;F;3
2022-2023;Area Artistica;AFRICA;Nigeria;M;7
2022-2023;Area Artistica;AFRICA;Repubblica Centrafricana;M;1
2022-2023;Area Artistica;AFRICA;Repubblica Centrafricana;F;1
2022-2023;Area Artistica;AFRICA;Repubblica Democratica del Congo (ex Zaire);F;2
2022-2023;Area Artistica;AFRICA;Senegal;F;2
2022-2023;Area Artistica;AFRICA;Seychelles;F;1
2022-2023;Area Artistica;AFRICA;Sud Africa;F;6
2022-2023;Area Artistica;AFRICA;Sud Africa;M;2
2022-2023;Area Artistica;AFRICA;Togo;F;1
2022-2023;Area Artistica;AFRICA;Tunisia;M;6
2022-2023;Area Artistica;AFRICA;Tunisia;F;12
2022-2023;Area Artistica;AFRICA;Uganda;M;1
2022-2023;Area Artistica;AFRICA;Zimbabwe;F;1
2022-2023;Area Artistica;AFRICA;Zimbabwe;M;1
2022-2023;Area Artistica;ASIA;Afghanistan;F;1
2022-2023;Area Artistica;ASIA;Afghanistan;M;1
2022-2023;Area Artistica;ASIA;Arabia Saudita;F;1
2022-2023;Area Artistica;ASIA;Arabia Saudita;M;1
2022-2023;Area Artistica;ASIA;Armenia;F;9
2022-2023;Area Artistica;ASIA;Armenia;M;2
2022-2023;Area Artistica;ASIA;Azerbaigian;M;4
2022-2023;Area Artistica;ASIA;Azerbaigian;F;13
2022-2023;Area Artistica;ASIA;Bangladesh;F;3
2022-2023;Area Artistica;ASIA;Bangladesh;M;2
2022-2023;Area Artistica;ASIA;Cambogia;F;4
2022-2023;Area Artistica;ASIA;Cambogia;M;3
2022-2023;Area Artistica;ASIA;Cina;F;3490
2022-2023;Area Artistica;ASIA;Cina;M;2038
2022-2023;Area Artistica;ASIA;Corea del Nord;F;2
2022-2023;Area Artistica;ASIA;Corea del Sud;F;52
2022-2023;Area Artistica;ASIA;Corea del Sud;M;23
2022-2023;Area Artistica;ASIA;Emirati Arabi Uniti;F;6
2022-2023;Area Artistica;ASIA;Filippine;F;30
2022-2023;Area Artistica;ASIA;Filippine;M;20
2022-2023;Area Artistica;ASIA;Georgia;F;32
2022-2023;Area Artistica;ASIA;Georgia;M;5
2022-2023;Area Artistica;ASIA;Giappone;F;18
2022-2023;Area Artistica;ASIA;Giappone;M;7
2022-2023;Area Artistica;ASIA;Giordania;F;6
2022-2023;Area Artistica;ASIA;Hong Kong (Cina);F;2
2022-2023;Area Artistica;ASIA;Hong Kong (Cina);M;4
2022-2023;Area Artistica;ASIA;India;F;181
2022-2023;Area Artistica;ASIA;India;M;73
2022-2023;Area Artistica;ASIA;Indonesia;F;18
2022-2023;Area Artistica;ASIA;Iran;F;168
2022-2023;Area Artistica;ASIA;Iran;M;38
2022-2023;Area Artistica;ASIA;Iraq;F;1
2022-2023;Area Artistica;ASIA;Iraq;M;1
2022-2023;Area Artistica;ASIA;Israele;M;15
2022-2023;Area Artistica;ASIA;Israele;F;43
2022-2023;Area Artistica;ASIA;Kazakistan;F;32
2022-2023;Area Artistica;ASIA;Kazakistan;M;5
2022-2023;Area Artistica;ASIA;Kirghizistan;F;6
2022-2023;Area Artistica;ASIA;Kirghizistan;M;2
2022-2023;Area Artistica;ASIA;Libano;F;32
2022-2023;Area Artistica;ASIA;Libano;M;3
2022-2023;Area Artistica;ASIA;Macao (Cina);F;1
2022-2023;Area Artistica;ASIA;Malaysia;F;3
2022-2023;Area Artistica;ASIA;Mongolia;M;3
2022-2023;Area Artistica;ASIA;Mongolia;F;19
2022-2023;Area Artistica;ASIA;Nepal;F;6
2022-2023;Area Artistica;ASIA;Nepal;M;3
2022-2023;Area Artistica;ASIA;Pakistan;F;6
2022-2023;Area Artistica;ASIA;Pakistan;M;2
2022-2023;Area Artistica;ASIA;Palestina;F;1
2022-2023;Area Artistica;ASIA;Qatar;F;1
2022-2023;Area Artistica;ASIA;Singapore;F;4
2022-2023;Area Artistica;ASIA;Siria;M;4
2022-2023;Area Artistica;ASIA;Siria;F;5
2022-2023;Area Artistica;ASIA;Sri Lanka;F;5
2022-2023;Area Artistica;ASIA;Sri Lanka;M;2
2022-2023;Area Artistica;ASIA;Taiwan;F;40
2022-2023;Area Artistica;ASIA;Taiwan;M;12
2022-2023;Area Artistica;ASIA;Thailandia;F;32
2022-2023;Area Artistica;ASIA;Thailandia;M;14
2022-2023;Area Artistica;ASIA;Turkmenistan;F;3
2022-2023;Area Artistica;ASIA;Uzbekistan;F;6
2022-2023;Area Artistica;ASIA;Vietnam;F;11
2022-2023;Area Artistica;ASIA;Vietnam;M;6
2022-2023;Area Artistica;EUROPA extra UE;Albania;F;82
2022-2023;Area Artistica;EUROPA extra UE;Albania;M;42
2022-2023;Area Artistica;EUROPA extra UE;Andorra;F;1
2022-2023;Area Artistica;EUROPA extra UE;Bielorussia;F;29
2022-2023;Area Artistica;EUROPA extra UE;Bielorussia;M;3
2022-2023;Area Artistica;EUROPA extra UE;Bosnia-Erzegovina;F;2
2022-2023;Area Artistica;EUROPA extra UE;Federazione Russa;F;202
2022-2023;Area Artistica;EUROPA extra UE;Federazione Russa;M;44
2022-2023;Area Artistica;EUROPA extra UE;Islanda;F;17
2022-2023;Area Artistica;EUROPA extra UE;Islanda;M;1
2022-2023;Area Artistica;EUROPA extra UE;Kosovo;F;3
2022-2023;Area Artistica;EUROPA extra UE;Kosovo;M;2
2022-2023;Area Artistica;EUROPA extra UE;Macedonia del Nord;F;15
2022-2023;Area Artistica;EUROPA extra UE;Macedonia del Nord;M;4
2022-2023;Area Artistica;EUROPA extra UE;Moldavia;F;42
2022-2023;Area Artistica;EUROPA extra UE;Moldavia;M;12
2022-2023;Area Artistica;EUROPA extra UE;Monaco;F;5
2022-2023;Area Artistica;EUROPA extra UE;Montenegro;F;5
2022-2023;Area Artistica;EUROPA extra UE;Montenegro;M;1
2022-2023;Area Artistica;EUROPA extra UE;Norvegia;F;34
2022-2023;Area Artistica;EUROPA extra UE;Norvegia;M;9
2022-2023;Area Artistica;EUROPA extra UE;San Marino;F;18
2022-2023;Area Artistica;EUROPA extra UE;San Marino;M;3
2022-2023;Area Artistica;EUROPA extra UE;Serbia;F;23
2022-2023;Area Artistica;EUROPA extra UE;Serbia;M;4
2022-2023;Area Artistica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);F;2
2022-2023;Area Artistica;EUROPA extra UE;Svizzera;M;34
2022-2023;Area Artistica;EUROPA extra UE;Svizzera;F;103
2022-2023;Area Artistica;EUROPA extra UE;Turchia;F;249
2022-2023;Area Artistica;EUROPA extra UE;Turchia;M;54
2022-2023;Area Artistica;EUROPA extra UE;Ucraina;F;117
2022-2023;Area Artistica;EUROPA extra UE;Ucraina;M;40
2022-2023;Area Artistica;EUROPA UE;Austria;M;2
2022-2023;Area Artistica;EUROPA UE;Austria;F;26
2022-2023;Area Artistica;EUROPA UE;Belgio;F;17
2022-2023;Area Artistica;EUROPA UE;Belgio;M;5
2022-2023;Area Artistica;EUROPA UE;Bulgaria;F;112
2022-2023;Area Artistica;EUROPA UE;Bulgaria;M;20
2022-2023;Area Artistica;EUROPA UE;Cipro;F;27
2022-2023;Area Artistica;EUROPA UE;Cipro;M;5
2022-2023;Area Artistica;EUROPA UE;Croazia;M;4
2022-2023;Area Artistica;EUROPA UE;Croazia;F;18
2022-2023;Area Artistica;EUROPA UE;Danimarca;M;3
2022-2023;Area Artistica;EUROPA UE;Danimarca;F;8
2022-2023;Area Artistica;EUROPA UE;Estonia;F;9
2022-2023;Area Artistica;EUROPA UE;Finlandia;F;9
2022-2023;Area Artistica;EUROPA UE;Finlandia;M;1
2022-2023;Area Artistica;EUROPA UE;Francia;F;77
2022-2023;Area Artistica;EUROPA UE;Francia;M;24
2022-2023;Area Artistica;EUROPA UE;Germania;F;89
2022-2023;Area Artistica;EUROPA UE;Germania;M;24
2022-2023;Area Artistica;EUROPA UE;Grecia;M;12
2022-2023;Area Artistica;EUROPA UE;Grecia;F;33
2022-2023;Area Artistica;EUROPA UE;Irlanda;F;8
2022-2023;Area Artistica;EUROPA UE;Irlanda;M;3
2022-2023;Area Artistica;EUROPA UE;Lettonia;F;6
2022-2023;Area Artistica;EUROPA UE;Lettonia;M;3
2022-2023;Area Artistica;EUROPA UE;Lituania;F;12
2022-2023;Area Artistica;EUROPA UE;Lituania;M;2
2022-2023;Area Artistica;EUROPA UE;Lussemburgo;F;5
2022-2023;Area Artistica;EUROPA UE;Lussemburgo;M;4
2022-2023;Area Artistica;EUROPA UE;Malta;F;2
2022-2023;Area Artistica;EUROPA UE;Malta;M;1
2022-2023;Area Artistica;EUROPA UE;Paesi Bassi - Olanda;F;12
2022-2023;Area Artistica;EUROPA UE;Paesi Bassi - Olanda;M;2
2022-2023;Area Artistica;EUROPA UE;Polonia;F;71
2022-2023;Area Artistica;EUROPA UE;Polonia;M;19
2022-2023;Area Artistica;EUROPA UE;Portogallo;M;10
2022-2023;Area Artistica;EUROPA UE;Portogallo;F;50
2022-2023;Area Artistica;EUROPA UE;Regno Unito;F;31
2022-2023;Area Artistica;EUROPA UE;Regno Unito;M;6
2022-2023;Area Artistica;EUROPA UE;Repubblica Ceca;F;20
2022-2023;Area Artistica;EUROPA UE;Repubblica Ceca;M;3
2022-2023;Area Artistica;EUROPA UE;Romania;M;77
2022-2023;Area Artistica;EUROPA UE;Romania;F;258
2022-2023;Area Artistica;EUROPA UE;Slovacchia;F;16
2022-2023;Area Artistica;EUROPA UE;Slovacchia;M;5
2022-2023;Area Artistica;EUROPA UE;Slovenia;F;10
2022-2023;Area Artistica;EUROPA UE;Slovenia;M;2
2022-2023;Area Artistica;EUROPA UE;Spagna;F;102
2022-2023;Area Artistica;EUROPA UE;Spagna;M;22
2022-2023;Area Artistica;EUROPA UE;Svezia;F;55
2022-2023;Area Artistica;EUROPA UE;Svezia;M;17
2022-2023;Area Artistica;EUROPA UE;Ungheria;F;18
2022-2023;Area Artistica;EUROPA UE;Ungheria;M;2
2022-2023;Area Artistica;NON DEFINITO;Stato non definito;F;1
2022-2023;Area Artistica;NORD AMERICA;Antigua e Barbuda;F;2
2022-2023;Area Artistica;NORD AMERICA;Antigua e Barbuda;M;2
2022-2023;Area Artistica;NORD AMERICA;Belize;M;1
2022-2023;Area Artistica;NORD AMERICA;Canada;M;4
2022-2023;Area Artistica;NORD AMERICA;Canada;F;12
2022-2023;Area Artistica;NORD AMERICA;Costa Rica;F;5
2022-2023;Area Artistica;NORD AMERICA;Costa Rica;M;3
2022-2023;Area Artistica;NORD AMERICA;Cuba;F;5
2022-2023;Area Artistica;NORD AMERICA;Cuba;M;1
2022-2023;Area Artistica;NORD AMERICA;Dominica;M;1
2022-2023;Area Artistica;NORD AMERICA;El Salvador;F;5
2022-2023;Area Artistica;NORD AMERICA;El Salvador;M;5
2022-2023;Area Artistica;NORD AMERICA;Guatemala;M;1
2022-2023;Area Artistica;NORD AMERICA;Guatemala;F;12
2022-2023;Area Artistica;NORD AMERICA;Haiti;F;1
2022-2023;Area Artistica;NORD AMERICA;Honduras;F;2
2022-2023;Area Artistica;NORD AMERICA;Honduras;M;1
2022-2023;Area Artistica;NORD AMERICA;Messico;M;25
2022-2023;Area Artistica;NORD AMERICA;Messico;F;100
2022-2023;Area Artistica;NORD AMERICA;Panama;F;10
2022-2023;Area Artistica;NORD AMERICA;Repubblica Dominicana;F;32
2022-2023;Area Artistica;NORD AMERICA;Repubblica Dominicana;M;12
2022-2023;Area Artistica;NORD AMERICA;Stati Uniti di America;F;77
2022-2023;Area Artistica;NORD AMERICA;Stati Uniti di America;M;27
2022-2023;Area Artistica;OCEANIA;Australia;F;2
2022-2023;Area Artistica;OCEANIA;Australia;M;2
2022-2023;Area Artistica;OCEANIA;Figi;F;1
2022-2023;Area Artistica;OCEANIA;Nauru;F;1
2022-2023;Area Artistica;SUD AMERICA;Argentina;F;32
2022-2023;Area Artistica;SUD AMERICA;Argentina;M;12
2022-2023;Area Artistica;SUD AMERICA;Bolivia;F;23
2022-2023;Area Artistica;SUD AMERICA;Bolivia;M;6
2022-2023;Area Artistica;SUD AMERICA;Brasile;M;25
2022-2023;Area Artistica;SUD AMERICA;Brasile;F;77
2022-2023;Area Artistica;SUD AMERICA;Cile;M;4
2022-2023;Area Artistica;SUD AMERICA;Cile;F;20
2022-2023;Area Artistica;SUD AMERICA;Colombia;F;82
2022-2023;Area Artistica;SUD AMERICA;Colombia;M;33
2022-2023;Area Artistica;SUD AMERICA;Ecuador;F;31
2022-2023;Area Artistica;SUD AMERICA;Ecuador;M;15
2022-2023;Area Artistica;SUD AMERICA;Perù;M;27
2022-2023;Area Artistica;SUD AMERICA;Perù;F;63
2022-2023;Area Artistica;SUD AMERICA;Uruguay;F;4
2022-2023;Area Artistica;SUD AMERICA;Uruguay;M;1
2022-2023;Area Artistica;SUD AMERICA;Venezuela;F;24
2022-2023;Area Artistica;SUD AMERICA;Venezuela;M;8
2022-2023;Area Musicale/Coreutica;AFRICA;Algeria;M;1
2022-2023;Area Musicale/Coreutica;AFRICA;Congo;F;1
2022-2023;Area Musicale/Coreutica;AFRICA;Congo;M;1
2022-2023;Area Musicale/Coreutica;AFRICA;Costa d Avorio;M;1
2022-2023;Area Musicale/Coreutica;AFRICA;Egitto;F;1
2022-2023;Area Musicale/Coreutica;AFRICA;Eritrea;F;1
2022-2023;Area Musicale/Coreutica;AFRICA;Ghana;F;1
2022-2023;Area Musicale/Coreutica;AFRICA;Marocco;M;2
2022-2023;Area Musicale/Coreutica;AFRICA;Mozambico;M;3
2022-2023;Area Musicale/Coreutica;AFRICA;Nigeria;M;2
2022-2023;Area Musicale/Coreutica;AFRICA;Ruanda;F;1
2022-2023;Area Musicale/Coreutica;AFRICA;Sud Africa;F;1
2022-2023;Area Musicale/Coreutica;AFRICA;Togo;M;1
2022-2023;Area Musicale/Coreutica;AFRICA;Tunisia;F;1
2022-2023;Area Musicale/Coreutica;AFRICA;Uganda;M;1
2022-2023;Area Musicale/Coreutica;ASIA;Afghanistan;F;1
2022-2023;Area Musicale/Coreutica;ASIA;Arabia Saudita;F;1
2022-2023;Area Musicale/Coreutica;ASIA;Armenia;M;1
2022-2023;Area Musicale/Coreutica;ASIA;Armenia;F;6
2022-2023;Area Musicale/Coreutica;ASIA;Azerbaigian;F;1
2022-2023;Area Musicale/Coreutica;ASIA;Brunei Darussalam;M;2
2022-2023;Area Musicale/Coreutica;ASIA;Cambogia;F;2
2022-2023;Area Musicale/Coreutica;ASIA;Cina;F;1085
2022-2023;Area Musicale/Coreutica;ASIA;Cina;M;884
2022-2023;Area Musicale/Coreutica;ASIA;Corea del Nord;F;1
2022-2023;Area Musicale/Coreutica;ASIA;Corea del Sud;M;45
2022-2023;Area Musicale/Coreutica;ASIA;Corea del Sud;F;103
2022-2023;Area Musicale/Coreutica;ASIA;Filippine;M;1
2022-2023;Area Musicale/Coreutica;ASIA;Georgia;M;4
2022-2023;Area Musicale/Coreutica;ASIA;Georgia;F;14
2022-2023;Area Musicale/Coreutica;ASIA;Giappone;F;65
2022-2023;Area Musicale/Coreutica;ASIA;Giappone;M;20
2022-2023;Area Musicale/Coreutica;ASIA;Hong Kong (Cina);F;1
2022-2023;Area Musicale/Coreutica;ASIA;India;M;4
2022-2023;Area Musicale/Coreutica;ASIA;India;F;1
2022-2023;Area Musicale/Coreutica;ASIA;Indonesia;F;1
2022-2023;Area Musicale/Coreutica;ASIA;Iran;F;19
2022-2023;Area Musicale/Coreutica;ASIA;Iran;M;16
2022-2023;Area Musicale/Coreutica;ASIA;Iraq;M;2
2022-2023;Area Musicale/Coreutica;ASIA;Israele;F;7
2022-2023;Area Musicale/Coreutica;ASIA;Israele;M;6
2022-2023;Area Musicale/Coreutica;ASIA;Kazakistan;M;12
2022-2023;Area Musicale/Coreutica;ASIA;Kazakistan;F;14
2022-2023;Area Musicale/Coreutica;ASIA;Kirghizistan;F;1
2022-2023;Area Musicale/Coreutica;ASIA;Kirghizistan;M;1
2022-2023;Area Musicale/Coreutica;ASIA;Libano;F;1
2022-2023;Area Musicale/Coreutica;ASIA;Libano;M;3
2022-2023;Area Musicale/Coreutica;ASIA;Malaysia;M;1
2022-2023;Area Musicale/Coreutica;ASIA;Mongolia;F;5
2022-2023;Area Musicale/Coreutica;ASIA;Mongolia;M;1
2022-2023;Area Musicale/Coreutica;ASIA;Nepal;M;1
2022-2023;Area Musicale/Coreutica;ASIA;Palestina;M;3
2022-2023;Area Musicale/Coreutica;ASIA;Singapore;F;1
2022-2023;Area Musicale/Coreutica;ASIA;Siria;F;1
2022-2023;Area Musicale/Coreutica;ASIA;Sri Lanka;M;1
2022-2023;Area Musicale/Coreutica;ASIA;Tagikistan;M;1
2022-2023;Area Musicale/Coreutica;ASIA;Taiwan;F;6
2022-2023;Area Musicale/Coreutica;ASIA;Taiwan;M;2
2022-2023;Area Musicale/Coreutica;ASIA;Uzbekistan;F;2
2022-2023;Area Musicale/Coreutica;ASIA;Vietnam;F;1
2022-2023;Area Musicale/Coreutica;EUROPA extra UE;Albania;M;31
2022-2023;Area Musicale/Coreutica;EUROPA extra UE;Albania;F;34
2022-2023;Area Musicale/Coreutica;EUROPA extra UE;Bielorussia;F;13
2022-2023;Area Musicale/Coreutica;EUROPA extra UE;Bielorussia;M;4
2022-2023;Area Musicale/Coreutica;EUROPA extra UE;Bosnia-Erzegovina;F;8
2022-2023;Area Musicale/Coreutica;EUROPA extra UE;Bosnia-Erzegovina;M;2
2022-2023;Area Musicale/Coreutica;EUROPA extra UE;Federazione Russa;F;91
2022-2023;Area Musicale/Coreutica;EUROPA extra UE;Federazione Russa;M;31
2022-2023;Area Musicale/Coreutica;EUROPA extra UE;Kosovo;F;2
2022-2023;Area Musicale/Coreutica;EUROPA extra UE;Kosovo;M;3
2022-2023;Area Musicale/Coreutica;EUROPA extra UE;Macedonia del Nord;F;10
2022-2023;Area Musicale/Coreutica;EUROPA extra UE;Macedonia del Nord;M;7
2022-2023;Area Musicale/Coreutica;EUROPA extra UE;Moldavia;F;11
2022-2023;Area Musicale/Coreutica;EUROPA extra UE;Moldavia;M;10
2022-2023;Area Musicale/Coreutica;EUROPA extra UE;Montenegro;F;13
2022-2023;Area Musicale/Coreutica;EUROPA extra UE;Montenegro;M;5
2022-2023;Area Musicale/Coreutica;EUROPA extra UE;Norvegia;F;3
2022-2023;Area Musicale/Coreutica;EUROPA extra UE;San Marino;F;2
2022-2023;Area Musicale/Coreutica;EUROPA extra UE;San Marino;M;7
2022-2023;Area Musicale/Coreutica;EUROPA extra UE;Serbia;F;24
2022-2023;Area Musicale/Coreutica;EUROPA extra UE;Serbia;M;16
2022-2023;Area Musicale/Coreutica;EUROPA extra UE;Svizzera;F;9
2022-2023;Area Musicale/Coreutica;EUROPA extra UE;Svizzera;M;4
2022-2023;Area Musicale/Coreutica;EUROPA extra UE;Turchia;F;25
2022-2023;Area Musicale/Coreutica;EUROPA extra UE;Turchia;M;9
2022-2023;Area Musicale/Coreutica;EUROPA extra UE;Ucraina;F;96
2022-2023;Area Musicale/Coreutica;EUROPA extra UE;Ucraina;M;29
2022-2023;Area Musicale/Coreutica;EUROPA UE;Austria;F;1
2022-2023;Area Musicale/Coreutica;EUROPA UE;Austria;M;4
2022-2023;Area Musicale/Coreutica;EUROPA UE;Belgio;F;3
2022-2023;Area Musicale/Coreutica;EUROPA UE;Belgio;M;1
2022-2023;Area Musicale/Coreutica;EUROPA UE;Bulgaria;M;8
2022-2023;Area Musicale/Coreutica;EUROPA UE;Bulgaria;F;9
2022-2023;Area Musicale/Coreutica;EUROPA UE;Cipro;F;1
2022-2023;Area Musicale/Coreutica;EUROPA UE;Cipro;M;2
2022-2023;Area Musicale/Coreutica;EUROPA UE;Croazia;F;19
2022-2023;Area Musicale/Coreutica;EUROPA UE;Croazia;M;25
2022-2023;Area Musicale/Coreutica;EUROPA UE;Danimarca;F;1
2022-2023;Area Musicale/Coreutica;EUROPA UE;Danimarca;M;1
2022-2023;Area Musicale/Coreutica;EUROPA UE;Estonia;F;1
2022-2023;Area Musicale/Coreutica;EUROPA UE;Estonia;M;2
2022-2023;Area Musicale/Coreutica;EUROPA UE;Finlandia;F;2
2022-2023;Area Musicale/Coreutica;EUROPA UE;Francia;F;14
2022-2023;Area Musicale/Coreutica;EUROPA UE;Francia;M;11
2022-2023;Area Musicale/Coreutica;EUROPA UE;Germania;F;22
2022-2023;Area Musicale/Coreutica;EUROPA UE;Germania;M;13
2022-2023;Area Musicale/Coreutica;EUROPA UE;Grecia;F;5
2022-2023;Area Musicale/Coreutica;EUROPA UE;Grecia;M;2
2022-2023;Area Musicale/Coreutica;EUROPA UE;Irlanda;F;1
2022-2023;Area Musicale/Coreutica;EUROPA UE;Irlanda;M;1
2022-2023;Area Musicale/Coreutica;EUROPA UE;Lettonia;F;2
2022-2023;Area Musicale/Coreutica;EUROPA UE;Lettonia;M;1
2022-2023;Area Musicale/Coreutica;EUROPA UE;Lituania;F;6
2022-2023;Area Musicale/Coreutica;EUROPA UE;Lituania;M;1
2022-2023;Area Musicale/Coreutica;EUROPA UE;Malta;F;1
2022-2023;Area Musicale/Coreutica;EUROPA UE;Malta;M;1
2022-2023;Area Musicale/Coreutica;EUROPA UE;Paesi Bassi - Olanda;F;2
2022-2023;Area Musicale/Coreutica;EUROPA UE;Paesi Bassi - Olanda;M;2
2022-2023;Area Musicale/Coreutica;EUROPA UE;Polonia;F;16
2022-2023;Area Musicale/Coreutica;EUROPA UE;Polonia;M;11
2022-2023;Area Musicale/Coreutica;EUROPA UE;Portogallo;F;9
2022-2023;Area Musicale/Coreutica;EUROPA UE;Portogallo;M;7
2022-2023;Area Musicale/Coreutica;EUROPA UE;Regno Unito;M;1
2022-2023;Area Musicale/Coreutica;EUROPA UE;Regno Unito;F;5
2022-2023;Area Musicale/Coreutica;EUROPA UE;Repubblica Ceca;F;3
2022-2023;Area Musicale/Coreutica;EUROPA UE;Repubblica Ceca;M;1
2022-2023;Area Musicale/Coreutica;EUROPA UE;Romania;F;23
2022-2023;Area Musicale/Coreutica;EUROPA UE;Romania;M;26
2022-2023;Area Musicale/Coreutica;EUROPA UE;Slovacchia;F;3
2022-2023;Area Musicale/Coreutica;EUROPA UE;Slovacchia;M;2
2022-2023;Area Musicale/Coreutica;EUROPA UE;Slovenia;F;18
2022-2023;Area Musicale/Coreutica;EUROPA UE;Slovenia;M;16
2022-2023;Area Musicale/Coreutica;EUROPA UE;Spagna;F;28
2022-2023;Area Musicale/Coreutica;EUROPA UE;Spagna;M;18
2022-2023;Area Musicale/Coreutica;EUROPA UE;Svezia;M;1
2022-2023;Area Musicale/Coreutica;EUROPA UE;Ungheria;F;10
2022-2023;Area Musicale/Coreutica;EUROPA UE;Ungheria;M;8
2022-2023;Area Musicale/Coreutica;NON DEFINITO;Stato non definito;F;1
2022-2023;Area Musicale/Coreutica;NORD AMERICA;Canada;F;1
2022-2023;Area Musicale/Coreutica;NORD AMERICA;Costa Rica;F;1
2022-2023;Area Musicale/Coreutica;NORD AMERICA;Costa Rica;M;3
2022-2023;Area Musicale/Coreutica;NORD AMERICA;Cuba;F;1
2022-2023;Area Musicale/Coreutica;NORD AMERICA;Cuba;M;3
2022-2023;Area Musicale/Coreutica;NORD AMERICA;El Salvador;M;2
2022-2023;Area Musicale/Coreutica;NORD AMERICA;Honduras;F;1
2022-2023;Area Musicale/Coreutica;NORD AMERICA;Messico;F;18
2022-2023;Area Musicale/Coreutica;NORD AMERICA;Messico;M;21
2022-2023;Area Musicale/Coreutica;NORD AMERICA;Nicaragua;F;1
2022-2023;Area Musicale/Coreutica;NORD AMERICA;Panama;M;15
2022-2023;Area Musicale/Coreutica;NORD AMERICA;Stati Uniti di America;F;4
2022-2023;Area Musicale/Coreutica;NORD AMERICA;Stati Uniti di America;M;8
2022-2023;Area Musicale/Coreutica;OCEANIA;Australia;F;1
2022-2023;Area Musicale/Coreutica;OCEANIA;Australia;M;1
2022-2023;Area Musicale/Coreutica;SUD AMERICA;Argentina;M;6
2022-2023;Area Musicale/Coreutica;SUD AMERICA;Argentina;F;7
2022-2023;Area Musicale/Coreutica;SUD AMERICA;Bolivia;F;6
2022-2023;Area Musicale/Coreutica;SUD AMERICA;Bolivia;M;3
2022-2023;Area Musicale/Coreutica;SUD AMERICA;Brasile;F;17
2022-2023;Area Musicale/Coreutica;SUD AMERICA;Brasile;M;18
2022-2023;Area Musicale/Coreutica;SUD AMERICA;Cile;F;6
2022-2023;Area Musicale/Coreutica;SUD AMERICA;Cile;M;13
2022-2023;Area Musicale/Coreutica;SUD AMERICA;Colombia;F;6
2022-2023;Area Musicale/Coreutica;SUD AMERICA;Colombia;M;5
2022-2023;Area Musicale/Coreutica;SUD AMERICA;Ecuador;F;3
2022-2023;Area Musicale/Coreutica;SUD AMERICA;Ecuador;M;4
2022-2023;Area Musicale/Coreutica;SUD AMERICA;Perù;F;2
2022-2023;Area Musicale/Coreutica;SUD AMERICA;Perù;M;8
2022-2023;Area Musicale/Coreutica;SUD AMERICA;Uruguay;F;2
2022-2023;Area Musicale/Coreutica;SUD AMERICA;Uruguay;M;1
2022-2023;Area Musicale/Coreutica;SUD AMERICA;Venezuela;M;16
2022-2023;Area Musicale/Coreutica;SUD AMERICA;Venezuela;F;12
2021-2022;Area Artistica;AFRICA;Algeria;F;2
2021-2022;Area Artistica;AFRICA;Algeria;M;1
2021-2022;Area Artistica;AFRICA;Angola;F;2
2021-2022;Area Artistica;AFRICA;Botswana;F;1
2021-2022;Area Artistica;AFRICA;Burkina Faso;F;3
2021-2022;Area Artistica;AFRICA;Burkina Faso;M;1
2021-2022;Area Artistica;AFRICA;Camerun;F;3
2021-2022;Area Artistica;AFRICA;Camerun;M;4
2021-2022;Area Artistica;AFRICA;Capo Verde;F;1
2021-2022;Area Artistica;AFRICA;Congo;F;3
2021-2022;Area Artistica;AFRICA;Congo;M;1
2021-2022;Area Artistica;AFRICA;Costa d Avorio;F;2
2021-2022;Area Artistica;AFRICA;Egitto;F;23
2021-2022;Area Artistica;AFRICA;Egitto;M;19
2021-2022;Area Artistica;AFRICA;Eritrea;M;1
2021-2022;Area Artistica;AFRICA;Etiopia;F;5
2021-2022;Area Artistica;AFRICA;Etiopia;M;3
2021-2022;Area Artistica;AFRICA;Ghana;F;2
2021-2022;Area Artistica;AFRICA;Ghana;M;1
2021-2022;Area Artistica;AFRICA;Kenya;M;2
2021-2022;Area Artistica;AFRICA;Kenya;F;1
2021-2022;Area Artistica;AFRICA;Libia;M;1
2021-2022;Area Artistica;AFRICA;Marocco;F;31
2021-2022;Area Artistica;AFRICA;Marocco;M;14
2021-2022;Area Artistica;AFRICA;Mozambico;F;1
2021-2022;Area Artistica;AFRICA;Mozambico;M;1
2021-2022;Area Artistica;AFRICA;Niger;M;1
2021-2022;Area Artistica;AFRICA;Nigeria;F;1
2021-2022;Area Artistica;AFRICA;Nigeria;M;6
2021-2022;Area Artistica;AFRICA;Ruanda;F;1
2021-2022;Area Artistica;AFRICA;Senegal;F;3
2021-2022;Area Artistica;AFRICA;Seychelles;F;1
2021-2022;Area Artistica;AFRICA;Somalia;M;1
2021-2022;Area Artistica;AFRICA;Sud Africa;F;3
2021-2022;Area Artistica;AFRICA;Sud Africa;M;1
2021-2022;Area Artistica;AFRICA;Togo;F;1
2021-2022;Area Artistica;AFRICA;Tunisia;M;2
2021-2022;Area Artistica;AFRICA;Tunisia;F;19
2021-2022;Area Artistica;AFRICA;Uganda;M;1
2021-2022;Area Artistica;ASIA;Afghanistan;F;2
2021-2022;Area Artistica;ASIA;Arabia Saudita;M;1
2021-2022;Area Artistica;ASIA;Armenia;F;7
