ANNO_SOLARE;COD_Ateneo;NOME_ATENEO;CODICE_GETTITO;DESCRIZIONE_GETTITO;CONTO_ECONOMICO
2023;05601;Viterbo - Università della Tuscia;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;186949,99
2023;05601;Viterbo - Università della Tuscia;07 ;Altre entrate non necessarie per l'iscrizione;262566,69
2023;05601;Viterbo - Università della Tuscia;08 ;Altro da studenti, non costituente gettito;0
2023;05801;"Roma - Università degli studi ""La Sapienza""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;100435069,3
2023;05801;"Roma - Università degli studi ""La Sapienza""";02 ;Gettito relativo a corsi di dottorato;35670,24
2023;05801;"Roma - Università degli studi ""La Sapienza""";03 ;Gettito relativo a corsi di specializzazione;4107170,46
2023;05801;"Roma - Università degli studi ""La Sapienza""";040;Gettito relativo a corsi di master di primo e secondo livello;8103854,97
2023;05801;"Roma - Università degli studi ""La Sapienza""";041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;0
2023;05801;"Roma - Università degli studi ""La Sapienza""";04a;Gettito relativo ad altri corsi;1015013,56
2023;05801;"Roma - Università degli studi ""La Sapienza""";04b;Gettito relativo a corsi di perfezionamento;1408
2023;05801;"Roma - Università degli studi ""La Sapienza""";05 ;Tassa regionale per il DSU (se riscossa da università);7895860
2023;05801;"Roma - Università degli studi ""La Sapienza""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;836114,15
2023;05801;"Roma - Università degli studi ""La Sapienza""";07 ;Altre entrate non necessarie per l'iscrizione;6286245
2023;05801;"Roma - Università degli studi ""La Sapienza""";08 ;Altro da studenti, non costituente gettito;3098229
2023;05802;"Roma - Università degli studi di ""Tor Vergata""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;26138083,34
2023;05802;"Roma - Università degli studi di ""Tor Vergata""";02 ;Gettito relativo a corsi di dottorato;3420,06
2023;05802;"Roma - Università degli studi di ""Tor Vergata""";03 ;Gettito relativo a corsi di specializzazione;2660649,02
2023;05802;"Roma - Università degli studi di ""Tor Vergata""";040;Gettito relativo a corsi di master di primo e secondo livello;4571123,22
2023;05802;"Roma - Università degli studi di ""Tor Vergata""";041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;997946
2023;05802;"Roma - Università degli studi di ""Tor Vergata""";04a;Gettito relativo ad altri corsi;358770,55
2023;05802;"Roma - Università degli studi di ""Tor Vergata""";04b;Gettito relativo a corsi di perfezionamento;65716
2023;05802;"Roma - Università degli studi di ""Tor Vergata""";05 ;Tassa regionale per il DSU (se riscossa da università);4717020
2023;05802;"Roma - Università degli studi di ""Tor Vergata""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;1875087,07
2023;05802;"Roma - Università degli studi di ""Tor Vergata""";07 ;Altre entrate non necessarie per l'iscrizione;0
2023;05802;"Roma - Università degli studi di ""Tor Vergata""";08 ;Altro da studenti, non costituente gettito;671424
2023;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;33538991
2023;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);02 ;Gettito relativo a corsi di dottorato;27600
2023;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);03 ;Gettito relativo a corsi di specializzazione;816906
2023;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);040;Gettito relativo a corsi di master di primo e secondo livello;2144697
2023;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;6467
2023;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);04a;Gettito relativo ad altri corsi;299431
2023;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);04b;Gettito relativo a corsi di perfezionamento;34964
2023;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);05 ;Tassa regionale per il DSU (se riscossa da università);1271408
2023;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;490146
2023;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);07 ;Altre entrate non necessarie per l'iscrizione;527591
2023;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);08 ;Altro da studenti, non costituente gettito;260320
2023;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;108386282
2023;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;02 ;Gettito relativo a corsi di dottorato;0
2023;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;03 ;Gettito relativo a corsi di specializzazione;0
2023;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;040;Gettito relativo a corsi di master di primo e secondo livello;7556732
2023;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;0
2023;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;04a;Gettito relativo ad altri corsi;7829027
2023;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;04b;Gettito relativo a corsi di perfezionamento;1057832
2023;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;05 ;Tassa regionale per il DSU (se riscossa da università);1583960
2023;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;10000
2023;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;07 ;Altre entrate non necessarie per l'iscrizione;3993020
2023;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;08 ;Altro da studenti, non costituente gettito;351037
2023;05806;"Roma - Università degli studi del ""Foro Italico""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;1922484,09
2023;05806;"Roma - Università degli studi del ""Foro Italico""";02 ;Gettito relativo a corsi di dottorato;0
2023;05806;"Roma - Università degli studi del ""Foro Italico""";03 ;Gettito relativo a corsi di specializzazione;0
2023;05806;"Roma - Università degli studi del ""Foro Italico""";040;Gettito relativo a corsi di master di primo e secondo livello;0
2023;05806;"Roma - Università degli studi del ""Foro Italico""";041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;1037000
2023;05806;"Roma - Università degli studi del ""Foro Italico""";04a;Gettito relativo ad altri corsi;0
2023;05806;"Roma - Università degli studi del ""Foro Italico""";04b;Gettito relativo a corsi di perfezionamento;0
2023;05806;"Roma - Università degli studi del ""Foro Italico""";05 ;Tassa regionale per il DSU (se riscossa da università);318500
2023;05806;"Roma - Università degli studi del ""Foro Italico""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;170070
2023;05806;"Roma - Università degli studi del ""Foro Italico""";07 ;Altre entrate non necessarie per l'iscrizione;60455
2023;05806;"Roma - Università degli studi del ""Foro Italico""";08 ;Altro da studenti, non costituente gettito;70100
2023;05807;Roma - III Università degli studi;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;27295395,22
2023;05807;Roma - III Università degli studi;02 ;Gettito relativo a corsi di dottorato;0
2023;05807;Roma - III Università degli studi;03 ;Gettito relativo a corsi di specializzazione;744137,6
2023;05807;Roma - III Università degli studi;040;Gettito relativo a corsi di master di primo e secondo livello;1858108,21
2023;05807;Roma - III Università degli studi;041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;0
2023;05807;Roma - III Università degli studi;04a;Gettito relativo ad altri corsi;540579,38
2023;05807;Roma - III Università degli studi;04b;Gettito relativo a corsi di perfezionamento;45038,54
2023;05807;Roma - III Università degli studi;05 ;Tassa regionale per il DSU (se riscossa da università);0
2023;05807;Roma - III Università degli studi;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;75992
2023;05807;Roma - III Università degli studi;07 ;Altre entrate non necessarie per l'iscrizione;1705832,62
2023;05807;Roma - III Università degli studi;08 ;Altro da studenti, non costituente gettito;0
2023;05808;"Roma - Università ""Campus Bio-Medico""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;24819350,4
2023;05808;"Roma - Università ""Campus Bio-Medico""";02 ;Gettito relativo a corsi di dottorato;10530
2023;05808;"Roma - Università ""Campus Bio-Medico""";03 ;Gettito relativo a corsi di specializzazione;1425603,14
2023;05808;"Roma - Università ""Campus Bio-Medico""";040;Gettito relativo a corsi di master di primo e secondo livello;610409,36
2023;05808;"Roma - Università ""Campus Bio-Medico""";041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;0
2023;05808;"Roma - Università ""Campus Bio-Medico""";04a;Gettito relativo ad altri corsi;257887,44
2023;05808;"Roma - Università ""Campus Bio-Medico""";04b;Gettito relativo a corsi di perfezionamento;0
2023;05808;"Roma - Università ""Campus Bio-Medico""";05 ;Tassa regionale per il DSU (se riscossa da università);378000
2023;05808;"Roma - Università ""Campus Bio-Medico""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;1133179,62
2023;05808;"Roma - Università ""Campus Bio-Medico""";07 ;Altre entrate non necessarie per l'iscrizione;950986,05
2023;05808;"Roma - Università ""Campus Bio-Medico""";08 ;Altro da studenti, non costituente gettito;0
2023;05809;Roma - Università degli Studi Internazionali – UNINT;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;7755960,69
2023;05809;Roma - Università degli Studi Internazionali – UNINT;02 ;Gettito relativo a corsi di dottorato;0
2023;05809;Roma - Università degli Studi Internazionali – UNINT;03 ;Gettito relativo a corsi di specializzazione;416707,3
2023;05809;Roma - Università degli Studi Internazionali – UNINT;040;Gettito relativo a corsi di master di primo e secondo livello;285846,92
2023;05809;Roma - Università degli Studi Internazionali – UNINT;041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;0
2023;05809;Roma - Università degli Studi Internazionali – UNINT;04a;Gettito relativo ad altri corsi;4176971,58
2023;05809;Roma - Università degli Studi Internazionali – UNINT;04b;Gettito relativo a corsi di perfezionamento;0
2023;05809;Roma - Università degli Studi Internazionali – UNINT;05 ;Tassa regionale per il DSU (se riscossa da università);0
2023;05809;Roma - Università degli Studi Internazionali – UNINT;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2023;05809;Roma - Università degli Studi Internazionali – UNINT;07 ;Altre entrate non necessarie per l'iscrizione;2370,6
2023;05809;Roma - Università degli Studi Internazionali – UNINT;08 ;Altro da studenti, non costituente gettito;0
2023;05810;"Roma - Università telematica ""Guglielmo Marconi""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;38734146,22
2023;05810;"Roma - Università telematica ""Guglielmo Marconi""";02 ;Gettito relativo a corsi di dottorato;201326,06
2023;05810;"Roma - Università telematica ""Guglielmo Marconi""";03 ;Gettito relativo a corsi di specializzazione;1583730,35
2023;05810;"Roma - Università telematica ""Guglielmo Marconi""";040;Gettito relativo a corsi di master di primo e secondo livello;277872,35
2023;05810;"Roma - Università telematica ""Guglielmo Marconi""";041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;386799,64
2023;05810;"Roma - Università telematica ""Guglielmo Marconi""";04a;Gettito relativo ad altri corsi;297167,14
2023;05810;"Roma - Università telematica ""Guglielmo Marconi""";04b;Gettito relativo a corsi di perfezionamento;66527,1
2023;05810;"Roma - Università telematica ""Guglielmo Marconi""";05 ;Tassa regionale per il DSU (se riscossa da università);0
2023;05810;"Roma - Università telematica ""Guglielmo Marconi""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;115540
2023;05810;"Roma - Università telematica ""Guglielmo Marconi""";07 ;Altre entrate non necessarie per l'iscrizione;4270986,14
2023;05810;"Roma - Università telematica ""Guglielmo Marconi""";08 ;Altro da studenti, non costituente gettito;0
2023;05811;"Roma - Università telematica ""Unitelma Sapienza""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;7056421
2023;05811;"Roma - Università telematica ""Unitelma Sapienza""";02 ;Gettito relativo a corsi di dottorato;0
2023;05811;"Roma - Università telematica ""Unitelma Sapienza""";03 ;Gettito relativo a corsi di specializzazione;0
2023;05811;"Roma - Università telematica ""Unitelma Sapienza""";040;Gettito relativo a corsi di master di primo e secondo livello;4517475
2023;05811;"Roma - Università telematica ""Unitelma Sapienza""";041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;0
2023;05811;"Roma - Università telematica ""Unitelma Sapienza""";04a;Gettito relativo ad altri corsi;508609
2023;05811;"Roma - Università telematica ""Unitelma Sapienza""";04b;Gettito relativo a corsi di perfezionamento;0
2023;05811;"Roma - Università telematica ""Unitelma Sapienza""";05 ;Tassa regionale per il DSU (se riscossa da università);0
2023;05811;"Roma - Università telematica ""Unitelma Sapienza""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;626795
2023;05811;"Roma - Università telematica ""Unitelma Sapienza""";07 ;Altre entrate non necessarie per l'iscrizione;0
2023;05811;"Roma - Università telematica ""Unitelma Sapienza""";08 ;Altro da studenti, non costituente gettito;0
2023;05812;Roma - Università Europea;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;9920638,72
2023;05812;Roma - Università Europea;02 ;Gettito relativo a corsi di dottorato;760
2023;05812;Roma - Università Europea;03 ;Gettito relativo a corsi di specializzazione;0
2023;05812;Roma - Università Europea;040;Gettito relativo a corsi di master di primo e secondo livello;547935
2023;05812;Roma - Università Europea;041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;2239573
2023;05812;Roma - Università Europea;04a;Gettito relativo ad altri corsi;38642,92
2023;05812;Roma - Università Europea;04b;Gettito relativo a corsi di perfezionamento;213365,36
2023;05812;Roma - Università Europea;05 ;Tassa regionale per il DSU (se riscossa da università);0
2023;05812;Roma - Università Europea;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;430100
2023;05812;Roma - Università Europea;07 ;Altre entrate non necessarie per l'iscrizione;159286
2023;05812;Roma - Università Europea;08 ;Altro da studenti, non costituente gettito;0
2023;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;12117471,5
2023;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";02 ;Gettito relativo a corsi di dottorato;48000
2023;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";03 ;Gettito relativo a corsi di specializzazione;0
2023;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";040;Gettito relativo a corsi di master di primo e secondo livello;1109944,5
2023;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;0
2023;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";04a;Gettito relativo ad altri corsi;43053,12
2023;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";04b;Gettito relativo a corsi di perfezionamento;0
2023;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";05 ;Tassa regionale per il DSU (se riscossa da università);0
2023;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;26194
2023;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";07 ;Altre entrate non necessarie per l'iscrizione;413005
2023;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";08 ;Altro da studenti, non costituente gettito;0
2023;05814;Roma - Universitas telematica Mercatorum;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;83838083
2023;05814;Roma - Universitas telematica Mercatorum;02 ;Gettito relativo a corsi di dottorato;0
2023;05814;Roma - Universitas telematica Mercatorum;03 ;Gettito relativo a corsi di specializzazione;0
2023;05814;Roma - Universitas telematica Mercatorum;040;Gettito relativo a corsi di master di primo e secondo livello;2438916
2023;05814;Roma - Universitas telematica Mercatorum;041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;0
2023;05814;Roma - Universitas telematica Mercatorum;04a;Gettito relativo ad altri corsi;1094657
2023;05814;Roma - Universitas telematica Mercatorum;04b;Gettito relativo a corsi di perfezionamento;0
2023;05814;Roma - Universitas telematica Mercatorum;05 ;Tassa regionale per il DSU (se riscossa da università);0
2023;05814;Roma - Universitas telematica Mercatorum;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;100910
2023;05814;Roma - Universitas telematica Mercatorum;07 ;Altre entrate non necessarie per l'iscrizione;12843332
2023;05814;Roma - Universitas telematica Mercatorum;08 ;Altro da studenti, non costituente gettito;0
2023;05815;Roma - Università telematica Niccolò Cusano (già UNISU);01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;68412271
2023;05815;Roma - Università telematica Niccolò Cusano (già UNISU);02 ;Gettito relativo a corsi di dottorato;27941
2023;05815;Roma - Università telematica Niccolò Cusano (già UNISU);03 ;Gettito relativo a corsi di specializzazione;27500
2023;05815;Roma - Università telematica Niccolò Cusano (già UNISU);040;Gettito relativo a corsi di master di primo e secondo livello;6933431
2023;05815;Roma - Università telematica Niccolò Cusano (già UNISU);041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;0
2023;05815;Roma - Università telematica Niccolò Cusano (già UNISU);04a;Gettito relativo ad altri corsi;109428
2023;05815;Roma - Università telematica Niccolò Cusano (già UNISU);04b;Gettito relativo a corsi di perfezionamento;0
2023;05815;Roma - Università telematica Niccolò Cusano (già UNISU);05 ;Tassa regionale per il DSU (se riscossa da università);0
2023;05815;Roma - Università telematica Niccolò Cusano (già UNISU);06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;372554
2023;05815;Roma - Università telematica Niccolò Cusano (già UNISU);07 ;Altre entrate non necessarie per l'iscrizione;4829782
2023;05815;Roma - Università telematica Niccolò Cusano (già UNISU);08 ;Altro da studenti, non costituente gettito;0
2023;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;27652496
2023;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";02 ;Gettito relativo a corsi di dottorato;0
2023;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";03 ;Gettito relativo a corsi di specializzazione;0
2023;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";040;Gettito relativo a corsi di master di primo e secondo livello;2074606
2023;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;0
2023;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";04a;Gettito relativo ad altri corsi;338401
2023;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";04b;Gettito relativo a corsi di perfezionamento;5900
2023;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";05 ;Tassa regionale per il DSU (se riscossa da università);0
2023;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2023;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";07 ;Altre entrate non necessarie per l'iscrizione;0
2023;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";08 ;Altro da studenti, non costituente gettito;0
2023;05817;Roma - Link Campus University;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;6266078
2023;05817;Roma - Link Campus University;02 ;Gettito relativo a corsi di dottorato;24710
2023;05817;Roma - Link Campus University;03 ;Gettito relativo a corsi di specializzazione;0
2023;05817;Roma - Link Campus University;040;Gettito relativo a corsi di master di primo e secondo livello;855760
2023;05817;Roma - Link Campus University;041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;6968683,5
2023;05817;Roma - Link Campus University;04a;Gettito relativo ad altri corsi;19310
2023;05817;Roma - Link Campus University;04b;Gettito relativo a corsi di perfezionamento;788508
2023;05817;Roma - Link Campus University;05 ;Tassa regionale per il DSU (se riscossa da università);0
2023;05817;Roma - Link Campus University;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2023;05817;Roma - Link Campus University;07 ;Altre entrate non necessarie per l'iscrizione;69781
2023;05817;Roma - Link Campus University;08 ;Altro da studenti, non costituente gettito;0
2023;05818;Roma - Saint Camillus International;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;39165229
2023;05818;Roma - Saint Camillus International;02 ;Gettito relativo a corsi di dottorato;0
2023;05818;Roma - Saint Camillus International;03 ;Gettito relativo a corsi di specializzazione;0
2023;05818;Roma - Saint Camillus International;040;Gettito relativo a corsi di master di primo e secondo livello;6315408
2023;05818;Roma - Saint Camillus International;041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;1865400
2023;05818;Roma - Saint Camillus International;04a;Gettito relativo ad altri corsi;56775
2023;05818;Roma - Saint Camillus International;04b;Gettito relativo a corsi di perfezionamento;1578852
2023;05818;Roma - Saint Camillus International;05 ;Tassa regionale per il DSU (se riscossa da università);0
2023;05818;Roma - Saint Camillus International;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;785740
2023;05818;Roma - Saint Camillus International;07 ;Altre entrate non necessarie per l'iscrizione;255077
2023;05818;Roma - Saint Camillus International;08 ;Altro da studenti, non costituente gettito;0
2023;05819;Roma - CASD - Centro Alti Studi per la Difesa;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;0
2023;05819;Roma - CASD - Centro Alti Studi per la Difesa;02 ;Gettito relativo a corsi di dottorato;0
2023;05819;Roma - CASD - Centro Alti Studi per la Difesa;03 ;Gettito relativo a corsi di specializzazione;0
2023;05819;Roma - CASD - Centro Alti Studi per la Difesa;040;Gettito relativo a corsi di master di primo e secondo livello;0
2023;05819;Roma - CASD - Centro Alti Studi per la Difesa;041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;0
2023;05819;Roma - CASD - Centro Alti Studi per la Difesa;04a;Gettito relativo ad altri corsi;0
2023;05819;Roma - CASD - Centro Alti Studi per la Difesa;04b;Gettito relativo a corsi di perfezionamento;0
2023;05819;Roma - CASD - Centro Alti Studi per la Difesa;05 ;Tassa regionale per il DSU (se riscossa da università);0
2023;05819;Roma - CASD - Centro Alti Studi per la Difesa;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2023;05819;Roma - CASD - Centro Alti Studi per la Difesa;07 ;Altre entrate non necessarie per l'iscrizione;0
2023;05819;Roma - CASD - Centro Alti Studi per la Difesa;08 ;Altro da studenti, non costituente gettito;0
2023;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;4304577,86
2023;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;02 ;Gettito relativo a corsi di dottorato;0
2023;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;03 ;Gettito relativo a corsi di specializzazione;0
2023;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;040;Gettito relativo a corsi di master di primo e secondo livello;1114049,36
2023;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;8738231,28
2023;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;04a;Gettito relativo ad altri corsi;155100
2023;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;04b;Gettito relativo a corsi di perfezionamento;0
2023;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;05 ;Tassa regionale per il DSU (se riscossa da università);0
2023;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;106350
2023;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;07 ;Altre entrate non necessarie per l'iscrizione;1480925
2023;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;08 ;Altro da studenti, non costituente gettito;0
2023;06201;Benevento - Università degli studi del Sannio;01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;2758359,74
2023;06201;Benevento - Università degli studi del Sannio;02 ;Gettito relativo a corsi di dottorato;0
2023;06201;Benevento - Università degli studi del Sannio;03 ;Gettito relativo a corsi di specializzazione;0
2023;06201;Benevento - Università degli studi del Sannio;040;Gettito relativo a corsi di master di primo e secondo livello;44646,76
2023;06201;Benevento - Università degli studi del Sannio;041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;168
2023;06201;Benevento - Università degli studi del Sannio;04a;Gettito relativo ad altri corsi;7346,46
2023;06201;Benevento - Università degli studi del Sannio;04b;Gettito relativo a corsi di perfezionamento;0
2023;06201;Benevento - Università degli studi del Sannio;05 ;Tassa regionale per il DSU (se riscossa da università);0
2023;06201;Benevento - Università degli studi del Sannio;06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;187182,39
2023;06201;Benevento - Università degli studi del Sannio;07 ;Altre entrate non necessarie per l'iscrizione;122455,01
2023;06201;Benevento - Università degli studi del Sannio;08 ;Altro da studenti, non costituente gettito;0
2023;06202;"Benevento - Università telematica ""Giustino Fortunato""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;6144701,91
2023;06202;"Benevento - Università telematica ""Giustino Fortunato""";02 ;Gettito relativo a corsi di dottorato;0
2023;06202;"Benevento - Università telematica ""Giustino Fortunato""";03 ;Gettito relativo a corsi di specializzazione;0
2023;06202;"Benevento - Università telematica ""Giustino Fortunato""";040;Gettito relativo a corsi di master di primo e secondo livello;1068048,22
2023;06202;"Benevento - Università telematica ""Giustino Fortunato""";041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;0
2023;06202;"Benevento - Università telematica ""Giustino Fortunato""";04a;Gettito relativo ad altri corsi;312081,2
2023;06202;"Benevento - Università telematica ""Giustino Fortunato""";04b;Gettito relativo a corsi di perfezionamento;899379
2023;06202;"Benevento - Università telematica ""Giustino Fortunato""";05 ;Tassa regionale per il DSU (se riscossa da università);0
2023;06202;"Benevento - Università telematica ""Giustino Fortunato""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;0
2023;06202;"Benevento - Università telematica ""Giustino Fortunato""";07 ;Altre entrate non necessarie per l'iscrizione;41722
2023;06202;"Benevento - Università telematica ""Giustino Fortunato""";08 ;Altro da studenti, non costituente gettito;0
2023;06301;"Napoli - Università degli studi ""Federico II""";01 ;Gettito relativo a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;68336980,87
2023;06301;"Napoli - Università degli studi ""Federico II""";02 ;Gettito relativo a corsi di dottorato;0
2023;06301;"Napoli - Università degli studi ""Federico II""";03 ;Gettito relativo a corsi di specializzazione;4349156,25
2023;06301;"Napoli - Università degli studi ""Federico II""";040;Gettito relativo a corsi di master di primo e secondo livello;1561835,65
2023;06301;"Napoli - Università degli studi ""Federico II""";041;Gettito relativo a corsi finalizzati all'abilitazione all'insegnamento;0
2023;06301;"Napoli - Università degli studi ""Federico II""";04a;Gettito relativo ad altri corsi;137061,48
2023;06301;"Napoli - Università degli studi ""Federico II""";04b;Gettito relativo a corsi di perfezionamento;532671
2023;06301;"Napoli - Università degli studi ""Federico II""";05 ;Tassa regionale per il DSU (se riscossa da università);0
2023;06301;"Napoli - Università degli studi ""Federico II""";06a;Gettito esami di stato, tirocini e test pre-immatricolazioni;2913722,02
2023;06301;"Napoli - Università degli studi ""Federico II""";07 ;Altre entrate non necessarie per l'iscrizione;0
2023;06301;"Napoli - Università degli studi ""Federico II""";08 ;Altro da studenti, non costituente gettito;0
