ANNO_SOLARE;TIPO_ISTITUTO;AREA_ISTITUTO;NOME_ISTITUTO;COMUNE_SEDE;COD_ISTITUTO;REGIONE_ISTITUTO;AREA_CORSO;TIPO_CORSO;SCUOLA_AGGREGAZIONE;CLASSE;CORSO;GENERE;DIPL_STRANIERI
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;F;5
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA VOCALE DA CAMERA;DCSL35;MUSICA VOCALE DA CAMERA - Cantanti;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;MUSICA VOCALE DA CAMERA;DCPL35;MUSICA VOCALE DA CAMERA - Cantanti;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;FAGOTTO;DCSL24;FAGOTTO;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FAGOTTO;DCPL24;FAGOTTO;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLA;DCSL52;VIOLA;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Boccherini;LUCCA;54183;TOSCANA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Boccherini;LUCCA;54183;TOSCANA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Boccherini;LUCCA;54183;TOSCANA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Boccherini;LUCCA;54183;TOSCANA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Boccherini;LUCCA;54183;TOSCANA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Boccherini;LUCCA;54183;TOSCANA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL54;VIOLINO;F;2
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;F;6
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;M;4
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL08;CANTO RINASCIMENTALE E BAROCCO;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA D'INSIEME;DCSL68;MUSICA DA CAMERA;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA VOCALE DA CAMERA;DCSL35;MUSICA VOCALE DA CAMERA;F;7
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA VOCALE DA CAMERA;DCSL35;MUSICA VOCALE DA CAMERA;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;F;2
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL08;CANTO RINASCIMENTALE E BAROCCO;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;MUSICA VOCALE DA CAMERA;DCPL35;MUSICA VOCALE DA CAMERA - Cantanti;F;2
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Didattica della musica;AFAM_Corso Diploma accademico 2L;DIDATTICA DELLA MUSICA;DCSL21;DIDATTICA DELLA MUSICA;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;MUSICA ELETTRONICA;DCPL34;MUSICA ELETTRONICA;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;CLARINETTO;DCSL11;CLARINETTO;M;2
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;TROMBONE;DCSL49;TROMBONE;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CORNO;DCPL19;CORNO;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FAGOTTO;DCPL24;FAGOTTO;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;FISARMONICA;DCSL26;FISARMONICA;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;FISARMONICA;DCSL26;FISARMONICA;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;ORGANO E COMPOSIZIONE ORGANISTICA;DCSL38;ORGANO;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;F;8
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE - Accompagnatore e collaboratore al pianoforte;F;3
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;PIANOFORTE;F;4
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;CHITARRA;DCSL09;CHITARRA;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;CONTRABBASSO;DCSL16;CONTRABBASSO;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLA;DCSL52;VIOLA;M;2
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL54;VIOLINO;F;3
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLONCELLO;DCSL57;VIOLONCELLO;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;CHITARRA;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLA;DCPL52;VIOLA;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLA;DCPL52;VIOLA;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLA DA GAMBA;DCPL53;VIOLA DA GAMBA;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLONCELLO;DCPL57;VIOLONCELLO;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326 ;TOSCANA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 2L;MUSICA CORALE E DIREZIONE DI CORO;DCSL33;DIREZIONE DI CORO E COMPOSIZIONE CORALE;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luisa D’Annunzio;PESCARA;7314 ;ABRUZZO;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;F;4
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luisa D’Annunzio;PESCARA;7314 ;ABRUZZO;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;M;3
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luisa D’Annunzio;PESCARA;7314 ;ABRUZZO;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Luisa D’Annunzio;PESCARA;7314 ;ABRUZZO;Didattica della musica;AFAM_Corso sperimentale triennale_1L (ad esaurim.);DIDATTICA DELLA MUSICA;DCPL21;DIDATTICA DELLA MUSICA - Musicoterapia;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Niccolò Piccinni;BARI;7305 ;PUGLIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;M;3
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Niccolò Piccinni;BARI;7305 ;PUGLIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;F;3
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Niccolò Piccinni;BARI;7305 ;PUGLIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA VOCALE DA CAMERA;DCSL35;MUSICA VOCALE DA CAMERA;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Niccolò Piccinni;BARI;7305 ;PUGLIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;F;3
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Niccolò Piccinni;BARI;7305 ;PUGLIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;CLARINETTO;DCSL11;CLARINETTO;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Niccolò Piccinni;BARI;7305 ;PUGLIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;SAXOFONO;DCSL41;SAXOFONO;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Niccolò Piccinni;BARI;7305 ;PUGLIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CLARINETTO;DCPL11;CLARINETTO;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Niccolò Piccinni;BARI;7305 ;PUGLIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL31;MAESTRO COLLABORATORE AL PIANOFORTE;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Niccolò Piccinni;BARI;7305 ;PUGLIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL31;MAESTRO COLLABORATORE AL PIANOFORTE;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Niccolò Piccinni;BARI;7305 ;PUGLIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;F;3
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Niccolò Piccinni;BARI;7305 ;PUGLIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;M;2
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Niccolò Piccinni;BARI;7305 ;PUGLIA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 2L;COMPOSIZIONE;DCSL15;COMPOSIZIONE;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Niccolò Piccinni;BARI;7305 ;PUGLIA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 2L;MUSICA CORALE E DIREZIONE DI CORO;DCSL33;DIREZIONE DI CORO E COMPOSIZIONE CORALE;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Nicola Sala;BENEVENTO;7301 ;CAMPANIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;F;8
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Nicola Sala;BENEVENTO;7301 ;CAMPANIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;M;10
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Nicola Sala;BENEVENTO;7301 ;CAMPANIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA VOCALE DA CAMERA;DCSL35;MUSICA VOCALE DA CAMERA;F;5
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Nicola Sala;BENEVENTO;7301 ;CAMPANIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA VOCALE DA CAMERA;DCSL35;MUSICA VOCALE DA CAMERA;M;3
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Nicola Sala;BENEVENTO;7301 ;CAMPANIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Nicola Sala;BENEVENTO;7301 ;CAMPANIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Nicola Sala;BENEVENTO;7301 ;CAMPANIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL08;CANTO RINASCIMENTALE E BAROCCO;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Nicola Sala;BENEVENTO;7301 ;CAMPANIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL07;CANTO JAZZ;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Nicola Sala;BENEVENTO;7301 ;CAMPANIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL67;POPULAR MUSIC - Batteria e percussioni Pop/Rock;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Nicola Sala;BENEVENTO;7301 ;CAMPANIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL31;MAESTRO COLLABORATORE;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Nicola Sala;BENEVENTO;7301 ;CAMPANIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Nicola Sala;BENEVENTO;7301 ;CAMPANIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL54;VIOLINO;F;2
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Nicolò Paganini;GENOVA;7293 ;LIGURIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;F;2
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Nicolò Paganini;GENOVA;7293 ;LIGURIA;Didattica della musica;AFAM_Corso Diploma accademico 2L;DIDATTICA DELLA MUSICA;DCSL21;DIDATTICA DELLA MUSICA;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Nicolò Paganini;GENOVA;7293 ;LIGURIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL64;COMPOSIZIONE JAZZ;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Nicolò Paganini;GENOVA;7293 ;LIGURIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL31;MAESTRO COLLABORATORE;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Nicolò Paganini;GENOVA;7293 ;LIGURIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL31;MAESTRO COLLABORATORE;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Nicolò Paganini;GENOVA;7293 ;LIGURIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;PIANOFORTE;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Nino Rota;MONOPOLI (BA);7259 ;PUGLIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;F;4
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Nino Rota;MONOPOLI (BA);7259 ;PUGLIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Orazio Vecchi - Antonio Tonelli;MODENA e CARPI (MO);54182;EMILIA ROMAGNA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;CLARINETTO;DCSL11;CLARINETTO;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Ottorino Respighi;LATINA;7286 ;LAZIO;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;F;2
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Ottorino Respighi;LATINA;7286 ;LAZIO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Ottorino Respighi;LATINA;7286 ;LAZIO;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;DIREZIONE D'ORCHESTRA;DCPL22;DIREZIONE D'ORCHESTRA;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;P.I. Tchaikovsky;NOCERA TERINESE (CZ);54179;CALABRIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;PIANOFORTE;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;P.I. Tchaikovsky;NOCERA TERINESE (CZ);54179;CALABRIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;PIANOFORTE;M;2
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Politecnico delle Arti Gaetano Donizetti - Giacomo Carrara di BERGAMO  (area musicale);BERGAMO;54190;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;F;5
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Politecnico delle Arti Gaetano Donizetti - Giacomo Carrara di BERGAMO  (area musicale);BERGAMO;54190;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;M;4
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Politecnico delle Arti Gaetano Donizetti - Giacomo Carrara di BERGAMO  (area musicale);BERGAMO;54190;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;FAGOTTO;DCSL24;FAGOTTO;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Politecnico delle Arti Gaetano Donizetti - Giacomo Carrara di BERGAMO  (area musicale);BERGAMO;54190;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL31;MAESTRO COLLABORATORE;F;3
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Politecnico delle Arti Gaetano Donizetti - Giacomo Carrara di BERGAMO  (area musicale);BERGAMO;54190;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Politecnico delle Arti Gaetano Donizetti - Giacomo Carrara di BERGAMO  (area musicale);BERGAMO;54190;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLA;DCPL52;VIOLA;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Politecnico delle Arti Gaetano Donizetti - Giacomo Carrara di BERGAMO  (area musicale);BERGAMO;54190;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;VIOLINO;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;S. Pietro a Majella;NAPOLI;7222 ;CAMPANIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;F;2
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;S. Pietro a Majella;NAPOLI;7222 ;CAMPANIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;F;2
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;S. Pietro a Majella;NAPOLI;7222 ;CAMPANIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;S. Pietro a Majella;NAPOLI;7222 ;CAMPANIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;PIANOFORTE;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309 ;LAZIO;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;F;17
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309 ;LAZIO;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;M;17
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309 ;LAZIO;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA VOCALE DA CAMERA;DCSL35;MUSICA VOCALE DA CAMERA;F;3
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309 ;LAZIO;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;F;4
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309 ;LAZIO;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;M;2
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309 ;LAZIO;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;MUSICA VOCALE DA CAMERA;DCPL35;MUSICA VOCALE DA CAMERA;F;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309 ;LAZIO;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico di Perfezionamento/Master I liv.;DISCIPLINE MUSICALI;Master 1L;MUSICA PER VIDEOGIOCHI;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309 ;LAZIO;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL64;COMPOSIZIONE JAZZ;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309 ;LAZIO;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;MUSICA ELETTRONICA;DCSL34;MUSICA ELETTRONICA;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309 ;LAZIO;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL50;TROMBONE JAZZ;M;1
2022;Conservatorio di Musica statale;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309 ;LAZIO;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;CLARINETTO;DCSL11;CLARINETTO;M;1
