Title: ,The structure of European education systems,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
FR,2025/2026,FR08.Apprenticeship training centres (CFAs),FR11.Vocational secondary education (2nd cycle) preparing to Brevet Professionnel (BP),Centre de formation d’apprentis,Enseignement de 2d cycle professionnel du 2d degré (brevet professionnel),ISCED 3 vocational,,,18,0,2,0,Combined school- and work-based programme,na,na,
FR,2025/2026,,,,,,Full-time compulsory education/training,Éducation/formation obligatoire à temps plein,3,0,15,0,,,,
FR,2025/2026,,,,,,Part-time,Éducation/formation obligatoire à temps partiel,0,0,0,0,,,,
HR,2025/2026,HR01.Nanny,HR01.Nanny,Dadilja,Dadilja,Non-ISCED home-based,,,0,6,5,6,Not applicable (general education),home-based,na,
HR,2025/2026,HR02.Kindergarten,"HR02.Early childhood education and care
",Dječji vrtić,Rani i predškolski odgoj i obrazovanje,ISCED 0 centre-based,,,0,6,5,6,Not applicable (general education),centre-based,na,
HR,2025/2026,HR03.Pre-school,HR03.Pre-school education programme ,Predškola,Program predškole,ISCED 0 centre-based,,,6,0,1,0,Not applicable (general education),centre-based,na,
HR,2025/2026,HR04.Elementary school,HR04.Basic education - 1st stage (primary education),Osnovna škola,"Početno osnovno obrazovanje, prvi stupanj osnovnog obrazovanja ",ISCED 1,,,7,0,4,0,Not applicable (general education),na,na,HR_GroupA
HR,2025/2026,HR04.Elementary school,HR05.Basic education - 2nd stage,Osnovna škola,Programi redovnog obrazovanja u višim razredima osnovne škole,ISCED 2 general,,,11,0,4,0,Not applicable (general education),na,na,HR_GroupA
HR,2025/2026,HR05.Grammar secondary school,HR06.Grammar secondary school educational programmes,Gimnazija,Gimnazijski obrazovni programi ,ISCED 3 general,,,15,0,4,0,Not applicable (general education),na,na,
HR,2025/2026,HR06.Vocational education institution,HR07.Vocational education programmes (3 years),Ustanova za strukovno obrazovanje,Programi strukovnog obrazovanja u trajanju od tri  godine ,ISCED 3 vocational,,,15,0,3,0,Combined school- and work-based programme,na,na,
HR,2025/2026,HR06.Vocational education institution,HR08.Vocational education programmes (4-5 years) ,Ustanova za strukovno obrazovanje,Programi strukovnog obrazovanja u trajanju četiri ili pet godina ,ISCED 3 vocational,,,15,0,4,0,School-based programme,na,na,
HR,2025/2026,,,,,,Full-time compulsory education/training,Redovito obvezno obrazovanje/osposobljavanje,7,0,8,0,,,,
HR,2025/2026,,,,,,Part-time,Program predškole,6,0,1,0,,,,
HU,2025/2026,HU01.Family infant nursery,HU01.Family infant nursery,Családi bölcsőde,Családi bölcsőde,Non-ISCED home-based,,,0,5,2,7,Not applicable (general education),home-based,na,
HU,2025/2026,HU02.Nursery / Workplace nursery,HU02.Nursery,Bölcsőde / Munkahelyi bölcsőde,Bölcsőde,Non-ISCED centre-based,,,0,5,2,7,Not applicable (general education),centre-based,na,
HU,2025/2026,HU03.Kindergarten,HU03.Kindergarten,Óvoda,Óvoda,ISCED 0 centre-based,,,3,0,3,0,Not applicable (general education),centre-based,na,
HU,2025/2026,HU04.Primary school ,"HU04.Primary school, Primary level (grades 1-4) ",Általános iskola ,Alsó tagozat,ISCED 1,,,6,0,4,0,Not applicable (general education),na,na,HU_GroupA
HU,2025/2026,HU04.Primary school ,"HU05.Primary school, Lower secondary level (grades 5-8)",Általános iskola ,Felső tagozat,ISCED 2 general,,,10,0,4,0,Not applicable (general education),na,na,HU_GroupA
HU,2025/2026,HU05.Upper secondary general school,"HU06.8-year gymnasium, Grades 5-8",Gimnázium,8 osztályos gimnázium - 5-8. évfolyam,ISCED 2 general,,,10,0,4,0,Not applicable (general education),na,na,HU_GroupB
HU,2025/2026,HU05.Upper secondary general school,"HU07.8-year gymnasium, Grades 9-12(13)",Gimnázium,8 osztályos gimnázium - 9-12 (13). Évfolyam,ISCED 3 general,,,14,0,4,0,Not applicable (general education),na,na,HU_GroupB
HU,2025/2026,HU05.Upper secondary general school,"HU08.6-year gymnasium, Grades 7-8",Gimnázium,6 osztályos gimnázium - 7-8. évfolyam,ISCED 2 general,,,12,0,2,0,Not applicable (general education),na,na,HU_GroupC
HU,2025/2026,HU05.Upper secondary general school,"HU09.6-year gymnasium, Grades 9-12(13)",Gimnázium,6 osztályos gimnázium - 9-12 (13). Évfolyam,ISCED 3 general,,,14,0,4,0,Not applicable (general education),na,na,HU_GroupC
HU,2025/2026,HU05.Upper secondary general school,"HU10.4-year gymnasium, Grades 9-12(13)",Gimnázium,4 osztályos gimnázium - 9-12 (13). Évfolyam,ISCED 3 general,,,14,0,4,0,Not applicable (general education),na,na,
HU,2025/2026,HU06.Upper secondary vocational school ,HU11.Upper secondary vocational school - Grades 9-13,Szakgimnázium,Szakgimnázium - 9-13. évfolyam,ISCED 3 vocational,,,14,0,5,0,School-based programme,na,na,
HU,2025/2026,HU06.Upper secondary vocational school ,HU12.Upper secondary vocational school - Programmes preparing for vocational qualifications,Szakgimnázium,Szakgimnázium - Kizárólag szakképesítésre felkészítő évfolyamok,ISCED 3 vocational,,,14,0,3,0,Combined school- and work-based programme,na,na,
HU,2025/2026,HU06.Upper secondary vocational school ,HU13.Upper secondary vocational school - Programmes preparing for final examination at secondary level,Szakgimnázium,Szakgimnázium - Kizárólag érettségi vizsgára felkészítő évfolyamok,ISCED 3 general,,,17,0,2,0,Not applicable (general education),na,na,
HU,2025/2026,HU07.Technicum,HU14.Technicum - Grades 9-13,Technikum,Technikum - 9-13. évfolyam,ISCED 3 vocational,,,14,0,5,0,Combined school- and work-based programme,na,na,
HU,2025/2026,HU07.Technicum,HU15.Technicum - Programmes preparing for final examination at secondary level,Technikum,Technikum - Kizárólag érettségi vizsgára felkészítő évfolyamok,ISCED 3 general,,,17,0,2,0,Not applicable (general education),na,na,
HU,2025/2026,HU07.Technicum,HU16.Technicum - Vocational programmes requiring certification of maturity examination,Technikum,Technikum - Érettségire épülő szakmai képzés,ISCED 4,,,18,0,2,0,Combined school- and work-based programme,na,na,
HU,2025/2026,HU08.Vocational school ,HU17.Short VET Programme (full-time education),Szakképző iskola,Szakképző iskolai oktatás,ISCED 3 vocational,,,14,0,3,0,Combined school- and work-based programme,na,na,
HU,2025/2026,,,,,,Full-time compulsory education/training,Nappali rendszerű kötelező iskolai nevelés-oktatás,3,0,13,0,,,,
HU,2025/2026,,,,,,Part-time,"Esti, levelező vagy más sajátos munkarend szerinti oktatás",0,0,0,0,,,,
IE,2025/2026,IE01.Private settings,IE01.Childminding,Private settings,Childminding,Non-ISCED home-based,,,0,0,6,0,Not applicable (general education),home-based,na,
IE,2025/2026,"IE02.Private, community and voluntary interests settings ",IE02.Early years learning and care services,"Private, community and voluntary interests settings ",Early years learning and care services,Non-ISCED centre-based,,,0,0,6,0,Not applicable (general education),centre-based,na,
IE,2025/2026,"IE02.Private, community and voluntary interests settings ",IE03.Early childhood care and education programme,"Private, community and voluntary interests settings ",Early childhood care and education programme,ISCED 0 centre-based,,,2,8,2,0,Not applicable (general education),centre-based,na,
IE,2025/2026,IE03.Primary school,IE04.Primary Education,Primary school,Primary Education,ISCED 1,,,4,0,8,0,Not applicable (general education),na,na,
IE,2025/2026,IE04.Secondary / Vocational / Comprehensive / Community Schools and Community Colleges,IE05.Junior Certificate Level 1,Secondary / Vocational / Comprehensive / Community Schools and Community Colleges,Junior Certificate Level 1,ISCED 2 general,,,12,0,3,0,Not applicable (general education),na,na,
IE,2025/2026,IE04.Secondary / Vocational / Comprehensive / Community Schools and Community Colleges,IE06.Junior Certificate Level 2,Secondary / Vocational / Comprehensive / Community Schools and Community Colleges,Junior Certificate Level 2,ISCED 2 general,,,12,0,3,0,Not applicable (general education),na,na,
IE,2025/2026,IE04.Secondary / Vocational / Comprehensive / Community Schools and Community Colleges,IE07.Transition Year Programme,Secondary / Vocational / Comprehensive / Community Schools and Community Colleges,Transition Year Programme,ISCED 3 general,,,15,0,1,0,Not applicable (general education),na,YES,
IE,2025/2026,IE04.Secondary / Vocational / Comprehensive / Community Schools and Community Colleges,IE08.Leaving Certificate Applied,Secondary / Vocational / Comprehensive / Community Schools and Community Colleges,Leaving Certificate Applied,ISCED 3 general,,,15,0,2,0,Not applicable (general education),na,na,
IE,2025/2026,IE04.Secondary / Vocational / Comprehensive / Community Schools and Community Colleges,IE09.Leaving Certificate Vocational Programme,Secondary / Vocational / Comprehensive / Community Schools and Community Colleges,Leaving Certificate Vocational Programme,ISCED 3 general,,,15,0,2,0,Not applicable (general education),na,na,
IE,2025/2026,IE04.Secondary / Vocational / Comprehensive / Community Schools and Community Colleges,IE10.Leaving Certificate (Established),Secondary / Vocational / Comprehensive / Community Schools and Community Colleges,Leaving Certificate (Established),ISCED 3 general,,,15,0,2,0,Not applicable (general education),na,na,
IE,2025/2026,IE05.Education and Training Boards / Institutes of Technology / Industry-led groups,IE11.Youthreach ,Education and Training Boards / Institutes of Education / Colleges of Further Education,Youthreach,ISCED 3 vocational,,,16,0,2,0,"Combined school- and work-based 
programme",na,na,
IE,2025/2026,IE05.Education and Training Boards / Institutes of Technology / Industry-led groups,IE12.Apprenticeship,Education and Training Boards / Institutes of Technology / Industry-led groups,Apprenticeship,ISCED 4,,,16,0,4,0,Combined school- and work-based programme,na,na,
IE,2025/2026,IE05.Education and Training Boards / Institutes of Education / Colleges of Further Education,IE13.Secretarial/Technical Training Programme,Education and Training Boards / Institutes of Education / Colleges of Further Education,Secretarial/Technical Training Programme,ISCED 4,,,17,0,1,0,School-based programme,na,na,
IE,2025/2026,IE06.Further education and training providers,IE14.Post Leaving Certificate Programmes,Further education and training providers,Post Leaving Certificate Programmes,ISCED 4,,,17,0,1,0,School-based programme,na,na,
IE,2025/2026,,,,,,Full-time compulsory education/training,Full-time compulsory education/training,6,0,10,0,,,,
IE,2025/2026,,,,,,Part-time,,0,0,0,0,,,,
IS,2025/2026,IS01.Home-based provision,IS01.Home-based provision,Dagforeldri,Dagforeldri,Non-ISCED home-based,,,0,10,1,2,Not applicable (general education),home-based,na,
IS,2025/2026,IS02.Pre-school,IS02.Early childhood educational development,Leikskóli,Leikskóli,ISCED 0 centre-based,,,0,10,5,2,Not applicable (general education),centre-based,na,
IS,2025/2026,IS03.Primary and lower-secondary school,IS03.Primary education ,Grunnskóli,Grunnskóli I,ISCED 1,,,6,0,7,0,Not applicable (general education),na,na,IS_GroupA
IS,2025/2026,IS03.Primary and lower-secondary school,IS04.Lower-secondary education,Grunnskóli,Grunnskóli II,ISCED 2 general,,,13,0,3,0,Not applicable (general education),na,na,IS_GroupA
IS,2025/2026,IS04.Upper-secondary school,"IS05.General programmes at the start of upper secondary level, shorter than 2 years",Framhaldsskóli,"Almenn námsbraut framhaldsskóla, styttri en 2 ár",ISCED 3 general,,,16,0,1,0,Not applicable (general education),na,YES,
IS,2025/2026,IS04.Upper-secondary school,"IS06.General programmes leading to matriculation examination at upper secondary level, 3-3.5 years",Framhaldsskóli,"Bóknámsbrautir til stúdentsprófs, 3-3,5 ára",ISCED 3 general,,,16,0,3,0,Not applicable (general education),na,na,
IS,2025/2026,IS04.Upper-secondary school,IS07.Upper secondary level vocational 1-year programmes,Framhaldsskóli,Eins árs starfsnámsbrautir framhaldsskólastigs,ISCED 3 vocational,,,16,0,1,0,School-based programme,na,na,
IS,2025/2026,IS04.Upper-secondary school,IS08.Upper secondary level vocational 2-year programmes,Framhaldsskóli,Tveggja ára starfsnámsbrautir framhaldsskólastigs,ISCED 3 vocational,,,16,0,2,0,Not applicable (general education),na,na,
IS,2025/2026,IS04.Upper-secondary school,IS09.Upper secondary level vocational 3-year programmes,Framhaldsskóli,3ja ára starfsnámsbrautir framhaldsskólastigs,ISCED 3 vocational,,,16,0,3,0,School-based programme,na,na,
IS,2025/2026,IS05.Upper-secondary school / Technical College,"IS10.Certified indentured trades, 4-year contract time",Framhaldsskóli / Tækniskóli,Löggilt iðngrein 4ra ára,ISCED 3 vocational,,,16,0,4,0,Combined school- and work-based programme,na,na,
IS,2025/2026,IS05.Upper-secondary school / Technical College,IS11.Matriculation examination at upper secondary level after completion of vocational programmes,Framhaldsskóli / Tækniskóli,Stúdentspróf að loknu starfsnámi,ISCED 3 general,,,19,0,1,0,Not applicable (general education),na,na,
IS,2025/2026,IS05.Upper-secondary school / Technical College,"IS12.Vocational programmes at post-secondary level, 1.5-2 years",Framhaldsskóli / Tækniskóli,"Starfsnám, 1,5-2 ár á viðbótarstigi",ISCED 4,,,20,0,2,0,Not applicable (general education),na,na,
IS,2025/2026,IS05.Upper-secondary school / Technical College,IS13.Trade master's programmes at post-secondary level in a certified indentured trade,Framhaldsskóli / Tækniskóli,Meistaranám í löggiltri iðngrein,ISCED 4,,,21,0,2,0,Not applicable (general education),na,na,
IS,2025/2026,,,,,,Full-time compulsory education/training,Skyldunám/-þjálfun í fullu námi,6,0,10,0,,,,
IS,2025/2026,,,,,,Part-time,,0,0,0,0,,,,
IT,2025/2026,IT01.Early education centre (EEC),IT01.Childhood education services,Servizi educativi per l'infanzia,Servizi educativi ,ISCED 0 centre-based,,,0,3,2,9,Not applicable (general education),centre-based,na,
IT,2025/2026,IT02.Pre-primary school,IT02.Pre-primary education,Scuola dell'infanzia,Scuola dell'infanzia,ISCED 0 centre-based,,,3,0,3,0,Not applicable (general education),centre-based,na,
IT,2025/2026,IT03.Primary school,IT03.Primary school,Scuola primaria,Istruzione primaria,ISCED 1,,,6,0,5,0,Not applicable (general education),na,na,
IT,2025/2026,IT04.Lower secondary school,IT04.Lower secondary education,Scuola secondaria di I grado,Istruzione secondaria di I grado,ISCED 2 general,,,11,0,3,0,Not applicable (general education),na,na,
IT,2025/2026,IT05.General upper secondary school,IT05.Upper secondary education,Liceo,Istruzione secondaria di II grado ,ISCED 3 general,,,14,0,5,0,Not applicable (general education),na,na,
IT,2025/2026,IT06.Technical upper secondary school,IT06.Upper secondary education,Istituto tecnico,Istruzione secondaria di II grado ,ISCED 3 vocational,,,14,0,5,0,School-based programme,na,na,
IT,2025/2026,IT07.Vocational upper secondary school,IT07.Upper secondary education,Istituto professionale,Istruzione secondaria di II grado,ISCED 3 vocational,,,14,0,5,0,School-based programme,na,na,
IT,2025/2026,IT08.Training agencies,IT08.Education and vocational training,Agenzie formative regionali accreditate,Istruzione e formazione professionale - IeFP ,ISCED 3 vocational,,,14,0,4,0,School-based programme,na,na,
IT,2025/2026,IT09.Consortium of various institutions,IT09.Higher-level technical education and training,"Consorzio di istituti di istruzione secondaria superiore, agenzie formative, università e imprese",Istruzione e Formazione Tecnica Superiore (IFTS),ISCED 4,,,18,0,1,0,Combined school- and work-based programme,na,na,
IT,2025/2026,,,,,,Full-time compulsory education/training,Istruzione/formazione obbligatoria a tempo pieno,6,0,10,0,,,,
IT,2025/2026,,,,,,Part-time,Istruzione/formazione obbligatoria a tempo parziale,0,0,0,0,,,,
LI,2025/2026,LI01.Family daycare,LI01.Family daycare,Tagesfamilie,Tagesfamilie,Non-ISCED home-based,,,0,0,4,0,Not applicable (general education),home-based,na,
LI,2025/2026,LI02.Daycare centre,LI02.Care services with partly pedagogical concepts,Kindertagesstätte,Kindertagesstätte,Non-ISCED centre-based,,,0,4,3,8,Not applicable (general education),centre-based,na,
LI,2025/2026,LI03.Kindergarten,LI03.Pre-primary education,Kindergarten,1. Zyklus (Basisstufe),ISCED 0 centre-based,,,4,0,2,0,Not applicable (general education),centre-based,na,
LI,2025/2026,LI04.Primary school,LI04.Primary education level,Primarschule,Primarstufe,ISCED 1,,,6,0,5,0,Not applicable (general education),na,na,
LI,2025/2026,LI05.Gymnasium,LI05.Lower secondary education level (Gymnasium),Gymnasium,Sekundarstufe I (Gymnasium Unterstufe),ISCED 2 general,,,11,0,3,0,Not applicable (general education),na,na,LI_GroupA
LI,2025/2026,LI05.Gymnasium,LI06.Upper secondary education level (Gymnasium),Gymnasium,Sekundarstufe II (Gymnasium Oberstufe),ISCED 3 general,,,14,0,4,0,Not applicable (general education),na,na,LI_GroupA
LI,2025/2026,LI06.Realschule,LI07.Lower secondary education level (Realschule),Realschule,Sekundarstufe I,ISCED 2 general,,,11,0,4,0,Not applicable (general education),na,na,
LI,2025/2026,LI07.Oberschule,LI08.Lower secondary education level (Oberschule),Oberschule,Sekundarstufe I,ISCED 2 general,,,11,0,4,0,Not applicable (general education),na,na,
LI,2025/2026,LI08.Optional 10th School Year,LI09.Bridging program,,Brückenangebot (Freiwilliges 10. Schuljahr),ISCED 3 general,,,15,0,1,0,Not applicable (general education),na,YES,
LI,2025/2026,LI09.Vocational school in Switzerland,LI10.Vocational education in dual system (2 years),Berufsfachschule in Switzerland,Berufliche Grundbildung mit Berufsattest (2 Jahre),ISCED 3 vocational,,,15,0,2,0,Combined school- and work-based programme,na,na,
LI,2025/2026,LI09.Vocational school in Switzerland,LI11.Vocational education in dual system (3-4 years),Berufsfachschule in Switzerland,Berufliche Grundbildung mit Fähigkeitszeugnis (3-4 Jahre),ISCED 3 vocational,,,15,0,3,0,Combined school- and work-based programme,na,na,
LI,2025/2026,LI10.Vocational baccalaureate school in Switzerland,"LI12.Apprenticeship, including a vocational baccalaureat",Berufsmaturitätsschule / Berufsmittelschule in Switzerland,Lehre mit Berufsmaturität,ISCED 3 vocational,,,15,0,3,0,Combined school- and work-based programme,na,na,
LI,2025/2026,LI10.Vocational baccalaureate school in Switzerland,LI13.Vocational baccalaureate after obtention of the certificat of vocational education,Berufsmaturitätsschule / Berufsmittelschule in Switzerland,Berufsmaturität nach der beruflichen Grundbildung ,ISCED 3 general,,,18,0,1,0,Not applicable (general education),na,na,
LI,2025/2026,,,,,,Full-time compulsory education/training,Vollzeitschulpflicht,6,0,9,0,,,,
LI,2025/2026,,,,,,Part-time,,0,0,0,0,,,,
LT,2025/2026,LT01.Preschool training institution,LT01.Pre-school education,Ikimokyklinio ugdymo mokykla,Ikimokyklinis ugdymas,ISCED 0 centre-based,,,0,0,6,0,Not applicable (general education),centre-based,na,
LT,2025/2026,LT01.Preschool training institution,LT02.Pre-primary education,Ikimokyklinio ugdymo mokykla,Priešmokyklinis ugdymas,ISCED 0 centre-based,,,6,0,1,0,Not applicable (general education),centre-based,na,
LT,2025/2026,LT02.Elementary school / Progymnasium / Basic school,LT03.Primary education programmes,Pradinė mokykla / Progimnazija / Pagrindinė mokykla,Pradinio ugdymo programos,ISCED 1,,,7,0,4,0,Not applicable (general education),na,na,
LT,2025/2026,LT03.Basic school,LT04.General lower secondary (basic) education programmes,Pagrindinė mokykla,Pagrindinio ugdymo programos,ISCED 2 general,,,11,0,6,0,Not applicable (general education),na,na,
LT,2025/2026,LT04.Progymnasium,LT05.General lower secondary (basic) education programmes,Progimnazija,Pagrindinio ugdymo programos,ISCED 2 general,,,11,0,4,0,Not applicable (general education),na,na,
LT,2025/2026,LT05.Gymnasium,LT06.General lower secondary (basic) education programmes,Gimnazija,Pagrindinio ugdymo programos,ISCED 2 general,,,15,0,2,0,Not applicable (general education),na,na,
LT,2025/2026,LT05.Gymnasium,LT07.General upper secondary education programmes,Gimnazija,Vidurinio ugdymo programos,ISCED 3 general,,,17,0,2,0,Not applicable (general education),na,na,
LT,2025/2026,LT06.Vocational education and training institution,LT08.Vocational education programmes for person without basic education aimed at the acquisition of a professional qualification ,Profesinio mokymo įstaiga,"Profesinio mokymo programos, neįgyjant vidurinio išsilavinimo ",ISCED 3 vocational,,,17,0,2,0,School-based programme,na,na,
LT,2025/2026,LT06.Vocational education and training institution,LT09.Vocational education programmes for person without basic education aimed at the acquisition of a professional qualification and secondary education,Profesinio mokymo įstaiga,Profesinio mokymo programos kartu su vidurinio ugdymo programomis ,ISCED 3 vocational,,,17,0,3,0,School-based programme,na,na,
LT,2025/2026,LT06.Vocational education and training institution,LT10.Vocational education programmes for persons with secondary education,Profesinio mokymo įstaiga,Profesinio mokymo programos turint vidurinį išsilavinimą                     ,ISCED 4,,,19,0,1,6,School-based programme,na,na,
LT,2025/2026,,,,,,Full-time compulsory education/training,Nuolatinis privalomas ugdymas/mokymas,6,0,10,0,,,,
LT,2025/2026,,,,,,Part-time,Ištęstinis privalomas ugdymas/mokymas,0,0,0,0,,,,
LU,2025/2026,LU01.Childminders ,LU01.Childminders ,Assistantes parentales / Dageselteren,Assistantes parentales / Dageselteren,Non-ISCED home-based,,,0,0,4,0,Not applicable (general education),home-based,na,
LU,2025/2026,LU02.Daycare centre,LU02.Services for education and care,Crèche; foyer de jour,Service d’éducation et d’accueil,ISCED 0 centre-based,,,0,0,4,0,Not applicable (general education),centre-based,na,
LU,2025/2026,LU03.Elementary school,LU03.Early childhood education and care,École fondamentale,Enseignement fondamental - éducation précoce ,ISCED 0 centre-based,,,3,0,1,0,Not applicable (general education),centre-based,na,LU_GroupA
LU,2025/2026,LU03.Elementary school,LU04.Preschool education,École fondamentale,Enseignement fondamental - cycle1 - éducation préscolaire,ISCED 0 centre-based,,,4,0,2,0,Not applicable (general education),centre-based,na,LU_GroupA
LU,2025/2026,LU03.Elementary school,LU05.Primary education,École fondamentale,Enseignement fondamental - cycles 2 à 4 - Primärschoul,ISCED 1,,,6,0,6,0,Not applicable (general education),na,na,LU_GroupA
LU,2025/2026,LU04.Classical secondary school,LU06.General (classic) secondary education - lower classes,Lycée classique,Classes inférieures de l'enseignement secondaire classique,ISCED 2 general,,,12,0,3,0,Not applicable (general education),na,na,LU_GroupB
LU,2025/2026,LU04.Classical secondary school,LU07.General (classic) secondary education - higher classes,Lycée classique,Classes supérieures de l'enseignement secondaire classique,ISCED 3 general,,,15,0,4,0,Not applicable (general education),na,na,LU_GroupB
LU,2025/2026,LU05.General secondary school,LU08.General secondary education - lower classes: orientation route,Lycée général,Classes inférieures de l'enseignement secondaire général,ISCED 2 general,,,12,0,3,0,Not applicable (general education),na,na,LU_GroupC
LU,2025/2026,LU05.General secondary school,LU09.General secondary education  - higher classes,Lycée général,Classes supérieures de l'enseignement secondaire général ,ISCED 3 general,,,15,0,4,0,Not applicable (general education),na,na,LU_GroupC
LU,2025/2026,LU05.General secondary school,LU10.General secondary education - lower classes : preparatory route (pre-vocational education),Lycée général,Classes inférieures de l'enseignement secondaire général voie de preparation,ISCED 2 general,,,12,0,3,0,Not applicable (general education),na,na,
LU,2025/2026,LU05.General secondary school,LU11.IVET leading to a Vocational Aptitude Diploma - full time,Lycée général,Formation professionnelle initiale (DAP) - plein temps,ISCED 3 vocational,,,15,0,3,0,School-based programme,na,na,
LU,2025/2026,LU05.General secondary school,LU12.IVET leading to a Vocational Aptitude Diploma - concomitant/mixed,Lycée général,Formation professionnelle initiale (DAP) - concomitant/mixte,ISCED 3 vocational,,,15,0,3,0,Combined school- and work-based programme,na,na,
LU,2025/2026,LU05.General secondary school,LU13.IVET leading to Certificate of professional capacity (basic vocational training) - concomitant,Lycée général,Formation professionnelle de base (CCP) - concomitant,ISCED 3 vocational,,,15,0,3,0,Combined school- and work-based programme,na,na,
LU,2025/2026,LU05.General secondary school,LU14.IVET leading to a Technician’s Diploma - full time,Lycée général,Formation professionnelle initiale (DT) - plein temps,ISCED 3 vocational,,,15,0,4,0,School-based programme,na,na,
LU,2025/2026,LU05.General secondary school,LU15.IVET leading to a Technician’s Diploma - concomitant/mixed,Lycée général,Formation professionnelle initiale (DT) - concomitant/mixte,ISCED 3 vocational,,,15,0,4,0,Combined school- and work-based programme,na,na,
LU,2025/2026,LU06.Chamber of Skilled Trades and Crafts,LU16.Master craftsman's diploma,Chambre des Métiers,Brevet de maîtrise ,ISCED 4,,,18,0,3,0,Combined school- and work-based programme,na,na,
LU,2025/2026,,,,,,Full-time compulsory education/training,Éducation/formation obligatoire à plein temps,4,0,12,0,,,,
LU,2025/2026,,,,,,Part-time,,0,0,0,0,,,,
LV,2025/2026,LV01.Childminder,LV01.Child supervision services,Aukle,Bērnu uzraudzības pakalpojums,Non-ISCED home-based,,,1,6,5,6,Not applicable (general education),home-based,na,
LV,2025/2026,"LV02.Pre-school educational institution, other education institution",LV02.Pre-school education programme,"Pirmsskolas izglītības iestāde, cita izglītības iestāde",Pirmskolas izglitibas programma,ISCED 0 centre-based,,,1,6,5,6,Not applicable (general education),centre-based,na,
LV,2025/2026,LV03.Basic school,LV03.Basic education - 1st stage (primary education),Pamatskola,Pamatizglītības pirmais posms (sākumizglītība),ISCED 1,,,7,0,6,0,Not applicable (general education),na,na,LV_GroupA
LV,2025/2026,LV03.Basic school,LV04.Basic education - 2nd stage,Pamatskola,Pamatizglītība,ISCED 2 general,,,13,0,3,0,Not applicable (general education),na,na,LV_GroupA
LV,2025/2026,LV04.State gymnasium,"LV05.Basic education, 2nd stage",Valsts ģimnāzija,Pamatizglītības otrais posms ,ISCED 2 general,,,13,0,3,0,Not applicable (general education),na,na,LV_GroupB
LV,2025/2026,LV04.State gymnasium,LV06.Secondary general education ,Valsts ģimnāzija,Vispārējā vidējā izglītība,ISCED 3 general,,,16,0,3,0,Not applicable (general education),na,na,LV_GroupB
LV,2025/2026,LV05.Secondary school,LV07.Secondary general education,Vidusskola,Vispārējā vidējā izglītība,ISCED 3 general,,,16,0,3,0,Not applicable (general education),na,na,
LV,2025/2026,LV06.Vocational education institution,LV08.Secondary vocational education,Profesionālās izglītības iestāde,Profesionālā vidējā izglītība,ISCED 3 vocational,,,16,0,4,0,School-based programme,na,na,
LV,2025/2026,LV06.Vocational education institution,LV09.Vocational training ,Profesionālās izglītības iestāde,Arodizglītība ,ISCED 3 vocational,,,17,0,1,0,School-based programme,na,na,
LV,2025/2026,LV06.Vocational education institution,LV10.Secondary vocational education  ,Profesionālās izglītības iestāde,Profesionālā vidējā izglītība ,ISCED 4,,,19,0,1,6,School-based programme,na,na,
LV,2025/2026,,,,,,Full-time compulsory education/training,Pilna laika obligātā izglītība,5,0,11,0,,,,
LV,2025/2026,,,,,,Part-time,Nepilna laika obligātā izglītība,0,0,0,0,,,,
ME,2025/2026,ME01.Nursery-kindergarten,ME01.Preschool education and care,Jaslice i vrtić,Predškolsko vaspitanje i obrazovanje ,ISCED 0 centre-based,,,0,0,6,0,Not applicable (general education),centre-based,na,
ME,2025/2026,ME02.Elementary school,ME02.Elementary education,Osnovna škola,Osnovnoškolsko obrazovanje,ISCED 1,,,6,0,5,0,Not applicable (general education),na,na,ME_GroupA
ME,2025/2026,ME02.Elementary school,ME03.Lower secondary education,Osnovna škola,Osnovnoškolsko obrazovanje,ISCED 2 general,,,11,0,4,0,Not applicable (general education),na,na,ME_GroupA
ME,2025/2026,ME03.Gymnasium,ME04.General secondary education,Gimnazija,Opšte srednje obrazovanje,ISCED 3 general,,,15,0,4,0,Not applicable (general education),na,na,
ME,2025/2026,ME04.Secondary vocational school,ME05.Lower vocational education,Srednja stručna škola,Niže stručno obrazovanje,ISCED 3 vocational,,,15,0,2,0,Combined school- and work-based programme,na,na,
ME,2025/2026,ME04.Secondary vocational school,ME06.Three-year secondary vocational education with internal vocational exam,Srednja stručna škola,Trogodišnje srednje stručno obrazovanje,ISCED 3 vocational,,,15,0,3,0,Combined school- and work-based programme,na,na,
ME,2025/2026,ME04.Secondary vocational school,ME07.Four-year secondary vocational education with internal vocational exam ,Srednja stručna škola,Četvorogodišnje srednje stručno obrazovanje sa internim stručnim ispitom,ISCED 3 vocational,,,15,0,4,0,School-based programme,na,na,
ME,2025/2026,ME04.Secondary vocational school,ME08.Four-year secondary vocational education with external vocational exam ,Srednja stručna škola,Četvorogodišnje srednje stručno obrazovanje sa eksternim stručnim ispitom,ISCED 3 vocational,,,15,0,4,0,School-based programme,na,na,
ME,2025/2026,ME05.Higher vocational school,ME09.Higher professional education,Viša stručna škola,Više stručno obrazovanje,ISCED 4,,,19,0,2,0,School-based programme,na,na,
