codice_ente,anno,importo_euro,codice_regione,codice_provincia,codice_comune,denominazione,mese
28826773,2025,118132.94,197.0,17.0,N.A.,ISTITUTO COMPRENSIVO VESTONE,9
28830427,2024,43788.45,6.0,32.0,N.A.,ISTITUTO COMPRENSIVO OPICINA - OPCINE CON LINGUA D'INSEGNAMENTO SLOVENA,9
28830427,2025,139755.9,6.0,32.0,N.A.,ISTITUTO COMPRENSIVO OPICINA - OPCINE CON LINGUA D'INSEGNAMENTO SLOVENA,12
28831479,2025,155034.75,29.0,9.0,N.A.,ISTITUTO COMPRENSIVO FINALE LIGURE,11
28831891,2024,26925.149999999998,7.0,44.0,N.A.,ISTITUTO COMPRENSIVO ASCOLI CENTRO - D'AZEGLIO,4
28831891,2025,209042.46,7.0,44.0,N.A.,ISTITUTO COMPRENSIVO ASCOLI CENTRO - D'AZEGLIO,12
28832695,2025,328103.93,53.0,82.0,N.A.,ISTITUTO COMPRENSIVO STATALE GIOVANNI XXIII - PIAZZI,12
28833189,2024,41100.82,7.0,31.0,N.A.,ISTITUTO COMPRENSIVO GORIZIA 1,7
28833189,2025,204790.14,7.0,31.0,N.A.,ISTITUTO COMPRENSIVO GORIZIA 1,12
28834652,2024,58808.51,61.0,14.0,N.A.,ISTITUTO COMPRENSIVO SONDRIO - PAESI OROBICI,11
28834652,2025,204925.35,61.0,14.0,N.A.,ISTITUTO COMPRENSIVO SONDRIO - PAESI OROBICI,12
28834708,2024,64360.170000000006,61.0,14.0,N.A.,ISTITUTO COMPRENSIVO SONDRIO CENTRO,12
28834708,2025,111871.27,61.0,14.0,N.A.,ISTITUTO COMPRENSIVO SONDRIO CENTRO,12
28834710,2024,45323.98,61.0,14.0,N.A.,ISTITUTO COMPRENSIVO PAESI RETICI - SONDRIO,10
28834710,2025,272796.92,61.0,14.0,N.A.,ISTITUTO COMPRENSIVO PAESI RETICI - SONDRIO,12
28834738,2024,51828.950000000004,91.0,58.0,N.A.,ISTITUTO COMPRENSIVO VIALE VENEZIA GIULIA,12
28834738,2025,173362.74,91.0,58.0,N.A.,ISTITUTO COMPRENSIVO VIALE VENEZIA GIULIA,12
28834780,2024,20715.95,7.0,31.0,N.A.,ISTITUTO COMPRENSIVO LOCCHI - PERCO,3
28834780,2025,281416.64,7.0,31.0,N.A.,ISTITUTO COMPRENSIVO LOCCHI - PERCO,12
28835344,2025,187155.94,215.0,4.0,N.A.,ISTITUTO COMPRENSIVO SANTORRE DI SANTAROSA,11
28835860,2024,134041.13,69.0,23.0,N.A.,ISTITUTO COMPRENSIVO 01 SAN BONIFACIO,12
28835860,2025,356533.12,69.0,23.0,N.A.,ISTITUTO COMPRENSIVO 01 SAN BONIFACIO,12
28836006,2024,53677.44,149.0,17.0,N.A.,ISTITUTO COMPRENSIVO DI PONTEVICO,10
28836006,2025,155876.55,149.0,17.0,N.A.,ISTITUTO COMPRENSIVO DI PONTEVICO,12
28836110,2024,205246.68,91.0,58.0,N.A.,ISTITUTO COMPRENSIVO STATALE ALESSANDRO MANZONI,11
28836110,2025,335220.15,91.0,58.0,N.A.,ISTITUTO COMPRENSIVO STATALE ALESSANDRO MANZONI,12
28836117,2024,44164.770000000004,45.0,14.0,N.A.,ISTITUTO COMPRENSIVO MORBEGNO,10
28836117,2025,156972.7,45.0,14.0,N.A.,ISTITUTO COMPRENSIVO MORBEGNO,12
28836167,2024,21575.98,51.0,26.0,N.A.,ISTITUTO COMPRENSIVO STATALE DI ODERZO,4
28836167,2025,271892.88,51.0,26.0,N.A.,ISTITUTO COMPRENSIVO STATALE DI ODERZO,12
28836178,2025,129296.12000000001,2.0,9.0,N.A.,ISTITUTO COMPRENSIVO ALBENGA II,6
28836678,2025,778528.01,1.0,48.0,N.A.,ISTITUTO STATALE DI ISTRUZIONE SUPERIORE PIERO GOBETTI - ALESSANDRO VOLTA,9
28837160,2024,10923.49,44.0,72.0,N.A.,"ISTITUTO COMPRENSIVO """"S. G. BOSCO - MANZONI"""" DI TORITTO",7
28837160,2025,156705.34,44.0,72.0,N.A.,"ISTITUTO COMPRENSIVO """"S. G. BOSCO - MANZONI"""" DI TORITTO",12
28838267,2024,399361.34,8.0,38.0,N.A.,ISTITUTO D'ISTRUZIONE SUPERIORE VERGANI - NAVARRA,12
28838267,2025,887065.1799999999,8.0,38.0,N.A.,ISTITUTO D'ISTRUZIONE SUPERIORE VERGANI - NAVARRA,12
28838291,2025,28308.57,25.0,10.0,N.A.,ISTITUTO COMPRENSIVO SAN MARTINO BORGORATTI,2
28838293,2025,46808.46,62.0,63.0,N.A.,ISTITUTO COMPRENSIVO 2 D. BOSCO VERDI,3
28838294,2025,116908.61,116.0,65.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE GALILEI - DI PALO,2
28838316,2025,150287.96,84.0,19.0,N.A.,ISTITUTO COMPRENSIVO RIVOLTA D'ADDA E. CALVI,12
28838320,2024,80190.83,120.0,12.0,N.A.,ISTITUTO COMPRENSIVO GIUSEPPE UNGARETTI DI SESTO CALENDE,11
28838320,2025,185321.88,120.0,12.0,N.A.,ISTITUTO COMPRENSIVO GIUSEPPE UNGARETTI DI SESTO CALENDE,12
28838328,2024,27722.32,114.0,6.0,N.A.,ISTITUTO COMPRENSIVO 2 NOVI LIGURE,12
28838328,2025,224506.96,114.0,6.0,N.A.,ISTITUTO COMPRENSIVO 2 NOVI LIGURE,12
28838345,2024,79599.47,67.0,19.0,N.A.,ISTITUTO COMPRENSIVO VISCONTEO,11
28838345,2025,129414.76,67.0,19.0,N.A.,ISTITUTO COMPRENSIVO VISCONTEO,11
28838356,2025,494702.36,8.0,38.0,N.A.,ISTITUTO SUPERIORE N. COPERNICO - A. CARPEGGIANI,9
28838364,2024,71846.17,33.0,72.0,N.A.,ISTITUTO COMPRENSIVO DAVANZATI - MASTROMATTEO,9
28838364,2025,151577.85,33.0,72.0,N.A.,ISTITUTO COMPRENSIVO DAVANZATI - MASTROMATTEO,12
28838367,2025,33181.08,2.0,72.0,N.A.,ISTITUTO COMPRENSIVO A. MORO - G. FALCONE,1
28838416,2024,117977.88,91.0,58.0,N.A.,ISTITUTO COMPRENSIVO MARIO LODI,12
28838416,2025,322806.39,91.0,58.0,N.A.,ISTITUTO COMPRENSIVO MARIO LODI,12
28838526,2024,42614.43,206.0,16.0,N.A.,ISTITUTO COMPRENSIVO SPIRANO,12
28838526,2025,247814.54,206.0,16.0,N.A.,ISTITUTO COMPRENSIVO SPIRANO,12
28840681,2024,2586.79,4.0,38.0,N.A.,ISTITUTO COMPRENSIVO N. 4 DI CENTO,2
28840681,2025,98040.62,4.0,38.0,N.A.,ISTITUTO COMPRENSIVO N. 4 DI CENTO,12
28840683,2025,203882.45,8.0,24.0,N.A.,ISTITUTO COMPRENSIVO STATALE GOFFREDO PARISE,10
28840685,2024,16856.98,19.0,60.0,N.A.,ISTITUTO COMPRENSIVO 1 CASSINO,7
28840685,2025,294202.14,19.0,60.0,N.A.,ISTITUTO COMPRENSIVO 1 CASSINO,12
28840690,2024,17874.04,88.0,75.0,N.A.,ISTITUTO COMPRENSIVO G. PASCOLI DI TRICASE,3
28840690,2025,133489.69,88.0,75.0,N.A.,ISTITUTO COMPRENSIVO G. PASCOLI DI TRICASE,12
28840691,2025,135412.83,143.0,13.0,N.A.,ISTITUTO COMPRENSIVO IV NOVEMBRE,9
28840732,2025,253842.38999999998,37.0,109.0,N.A.,ISTITUTO COMPRENVO SANT'ELPIDIO A MARE,8
28840753,2025,33103.25,6.0,109.0,N.A.,ISTITUTO STATALE COMPRENSIVO UGO BETTI,3
28840763,2024,19527.87,44.0,63.0,N.A.,MASSA LUBRENSE IC PULCARELLI-PA,6
28840763,2025,150215.55000000002,44.0,63.0,N.A.,MASSA LUBRENSE IC PULCARELLI-PA,12
28840777,2025,131380.85,39.0,27.0,N.A.,ISTITUTO COMPRENSIVO ALVISE PISANI,9
28840782,2024,56248.37,55.0,8.0,N.A.,ISTITUTO COMPRENSIVO STATALE SANREMO PONENTE,6
28840782,2025,369933.67,55.0,8.0,N.A.,ISTITUTO COMPRENSIVO STATALE SANREMO PONENTE,12
28840792,2024,121940.45999999999,92.0,64.0,N.A.,ISTITUTO COMPRENSIVO STATALE CRISCUOLI,12
28840792,2025,240057.17,92.0,64.0,N.A.,ISTITUTO COMPRENSIVO STATALE CRISCUOLI,12
28840797,2025,257786.56,15.0,73.0,N.A.,ISTITUTO COMPRENSIVO SAN GIOVANNI BOSCO,10
28840827,2025,34169.51,44.0,23.0,N.A.,ISTITUTO COMPRENSIVO 01 LEGNAGO,3
28840834,2024,2707.39,44.0,23.0,N.A.,ISTITUTO COMPRENSIVO 02 LEGNAGO,2
28840834,2025,77605.19,44.0,23.0,N.A.,ISTITUTO COMPRENSIVO 02 LEGNAGO,12
28840855,2025,78001.57,15.0,117.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE STATALE PADRE COLLI VIGNARELLI,3
28840857,2024,14006.99,74.0,60.0,N.A.,ISTITUTO COMPRENSIVO 3 SORA,6
28840857,2025,313263.77999999997,74.0,60.0,N.A.,ISTITUTO COMPRENSIVO 3 SORA,12
28840861,2025,143370.03,16.0,72.0,N.A.,ISTITUTO COMPRENSIVO PEROTTI - RUFFO,9
28840863,2024,90943.06,12.0,36.0,N.A.,ISTITUTO COMPRENSIVO ELVIRA CASTELFRANCHI DI FINALE EMILIA,7
28840863,2025,286784.32,12.0,36.0,N.A.,ISTITUTO COMPRENSIVO ELVIRA CASTELFRANCHI DI FINALE EMILIA,12
28840873,2025,48765.57,28.0,68.0,N.A.,ISTITUTO COMPRENSIVO PESCARA 3,2
28840893,2024,69377.56,102.0,19.0,N.A.,"ISTITUTO COMPRENSIVO SPINO D'ADDA """"LUIGI CHIESA",7
28840893,2025,172817.02,102.0,19.0,N.A.,"ISTITUTO COMPRENSIVO SPINO D'ADDA """"LUIGI CHIESA",12
28840924,2024,179261.49,13.0,101.0,N.A.,ISTITUTO COMPRENSIVO GIOACCHINO DA FIORE,11
28840930,2024,33613.54,14.0,65.0,N.A.,"ISTITUTO COMPRENSIVO STATALE """"GUGLIELMO MARCONI"""" BATTIPAGLIA",7
28840930,2025,381327.86,14.0,65.0,N.A.,"ISTITUTO COMPRENSIVO STATALE """"GUGLIELMO MARCONI"""" BATTIPAGLIA",12
28840971,2024,114562.04,66.0,14.0,N.A.,ISTITUTO COMPRENSIVO DI TIRANO,12
28840971,2025,203990.3,66.0,14.0,N.A.,ISTITUTO COMPRENSIVO DI TIRANO,12
28840976,2024,103956.27,17.0,38.0,N.A.,ISTITUTO COMPRENSIVO OSTELLATO,12
28840976,2025,210168.53,17.0,38.0,N.A.,ISTITUTO COMPRENSIVO OSTELLATO,12
28840979,2025,147868.09,4.0,85.0,N.A.,ISTITUTO COMPRENSIVO STATALE A. CAPONNETTO - SCIASCIA,3
28840984,2024,17601.010000000002,11.0,53.0,N.A.,ISTITUTO COMPRENSIVO LEOPOLDO II DI LORENA,2
28840984,2025,133757.2,11.0,53.0,N.A.,ISTITUTO COMPRENSIVO LEOPOLDO II DI LORENA,12
28840985,2025,16946.2,9.0,53.0,N.A.,ISTITUTO COMPRENSIVO FOLLONICA 1,3
28841007,2024,10122.6,38.0,60.0,N.A.,ISTITUTO COMPRENSIVO 1 FROSINONE,6
28841007,2025,381667.29000000004,38.0,60.0,N.A.,ISTITUTO COMPRENSIVO 1 FROSINONE,12
28841015,2024,305316.9,24.0,60.0,N.A.,ISTITUTO ISTRUZIONE SUPERIORE DI CECCANO,11
28841015,2025,896562.72,24.0,60.0,N.A.,ISTITUTO ISTRUZIONE SUPERIORE DI CECCANO,12
28841018,2024,347905.01,3.0,12.0,N.A.,ISTITUTO COMPRENSIVO DANTE ALIGHIERI DI ANGERA,9
28841018,2025,213034.07,3.0,12.0,N.A.,ISTITUTO COMPRENSIVO DANTE ALIGHIERI DI ANGERA,12
28841024,2024,1205.68,46.0,26.0,N.A.,ISTITUTO COMPRENSIVO STATALE RITA LEVI MONTALCINI,1
28841024,2025,303780.61,46.0,26.0,N.A.,ISTITUTO COMPRENSIVO STATALE RITA LEVI MONTALCINI,12
28841027,2025,133099.52,46.0,26.0,N.A.,ISTITUTO COMPRENSIVO MONTEBELLUNA 2,8
28841029,2024,70389.19,114.0,6.0,N.A.,ISTITUTO COMPRENSIVO NOVI LIGURE 3,12
28841029,2025,161819.7,114.0,6.0,N.A.,ISTITUTO COMPRENSIVO NOVI LIGURE 3,12
28841035,2024,65141.479999999996,160.0,79.0,N.A.,ISTITUTO COMPRENSIVO PERRI PITAGORA DON MILANI,7
28841035,2025,473024.2,160.0,79.0,N.A.,ISTITUTO COMPRENSIVO PERRI PITAGORA DON MILANI,12
28841042,2024,31243.42,56.0,9.0,N.A.,ISTITUTO COMPRENSIVO SAVONA IV - G. MARCONI,6
28841042,2025,250049.73,56.0,9.0,N.A.,ISTITUTO COMPRENSIVO SAVONA IV - G. MARCONI,12
28841062,2025,8108.32,56.0,9.0,N.A.,ISTITUTO COMPRENSIVO SAVONA II - SANDRO PERTINI,2
28841072,2025,93569.02,217.0,1.0,N.A.,ISTITUTO COMPRENSIVO G.GOZZANO,4
28841088,2024,54443.19,86.0,28.0,N.A.,ISTITUTO COMPRENSIVO STATALE SELVAZZANO DENTRO II,6
28841088,2025,169369.78,86.0,28.0,N.A.,ISTITUTO COMPRENSIVO STATALE SELVAZZANO DENTRO II,12
28841102,2024,42489.01,13.0,36.0,N.A.,ISTITUTO COMPRENSIVO FRANCESCA BURSI,6
28841102,2025,217640.29,13.0,36.0,N.A.,ISTITUTO COMPRENSIVO FRANCESCA BURSI,12
28841109,2025,233458.15,153.0,18.0,N.A.,ISTITUTO COMPRENSIVO STRADELLA,6
28841125,2025,72876.24,14.0,77.0,N.A.,ISTITUTO COMPRENSIVO BRAMANTE - TORRACA,3
28841126,2024,16952.78,14.0,77.0,N.A.,ISTITUTO COMPRENSIVO PADRE GIOVANNI SEMERIA,3
28841126,2025,160825.22,14.0,77.0,N.A.,ISTITUTO COMPRENSIVO PADRE GIOVANNI SEMERIA,12
28841136,2025,28456.45,121.0,30.0,N.A.,ISTITUTO COMPRENSIVO DI TOLMEZZO,1
28841138,2024,47936.78,74.0,58.0,N.A.,ISTITUTO COMPRENSIVO G. MAMELI,9
28841138,2025,60943.33,74.0,58.0,N.A.,ISTITUTO COMPRENSIVO G. MAMELI,12
28841177,2025,72174.43000000001,7.0,65.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE G. FORTUNATO,9
28841181,2024,131898.71,24.0,71.0,N.A.,ISTITUTO COMPRENSIVO V. DA FELTRE - N. ZINGARELLI,10
28841181,2025,358284.37,24.0,71.0,N.A.,ISTITUTO COMPRENSIVO V. DA FELTRE - N. ZINGARELLI,12
28841188,2024,70291.48999999999,15.0,87.0,N.A.,ISTITUTO COMPRENSIVO P.S. DI GUARDO - QUASIMODO CATANIA,6
28841188,2025,309325.56,15.0,87.0,N.A.,ISTITUTO COMPRENSIVO P.S. DI GUARDO - QUASIMODO CATANIA,12
28841195,2024,119468.70999999999,174.0,6.0,N.A.,ISTITUTO COMPRENSIVO TORTONA A,12
28841195,2025,308937.78,174.0,6.0,N.A.,ISTITUTO COMPRENSIVO TORTONA A,12
28841225,2024,22305.82,40.0,72.0,N.A.,ISTITUTO COMPRENSIVO S. G. BOSCO - MANZONI,5
28841225,2025,199691.87,40.0,72.0,N.A.,ISTITUTO COMPRENSIVO S. G. BOSCO - MANZONI,12
28841258,2024,70390.44,26.0,30.0,N.A.,ISTITUTO COMPRENSIVO DI CIVIDALE DEL FRIULI,12
28841258,2025,474066.76,26.0,30.0,N.A.,ISTITUTO COMPRENSIVO DI CIVIDALE DEL FRIULI,12
28841259,2024,74608.46,99.0,30.0,N.A.,ISTITUTO COMPRENSIVO DI SAN DANIELE DEL FRIULI,6
28841259,2025,199712.19,99.0,30.0,N.A.,ISTITUTO COMPRENSIVO DI SAN DANIELE DEL FRIULI,11
28841260,2025,194342.14,129.0,30.0,N.A.,ISTITUTO COMPRENSIVO V DI UDINE,9
28841266,2024,86453.62,49.0,97.0,N.A.,ISTITUTO COMPRENSIVO RITA LEVI MONTALCINI,12
28841266,2025,204330.92,49.0,97.0,N.A.,ISTITUTO COMPRENSIVO RITA LEVI MONTALCINI,12
28841268,2024,18205.66,50.0,108.0,N.A.,ISTITUTO COMPRENSIVO STATALE A. MANZONI,1
28841268,2025,252043.52000000002,50.0,108.0,N.A.,ISTITUTO COMPRENSIVO STATALE A. MANZONI,12
28841287,2024,34536.08,170.0,17.0,N.A.,ISTITUTO COMPRENSIVO DI SALO' T. OLIVELLI,7
28841287,2025,148013.08,170.0,17.0,N.A.,ISTITUTO COMPRENSIVO DI SALO' T. OLIVELLI,12
28841288,2024,1655.15,168.0,17.0,N.A.,ISTITUTO COMPRENSIVO ANDREA BELLI - SABBIO CHIESE,1
28841288,2025,162498.54,168.0,17.0,N.A.,ISTITUTO COMPRENSIVO ANDREA BELLI - SABBIO CHIESE,12
28841292,2024,230422.91,47.0,102.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE M. MORELLI - D. COLAO,12
28841292,2025,475515.76,47.0,102.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE M. MORELLI - D. COLAO,12
28841310,2025,186848.56,101.0,78.0,N.A.,ISTITUTO COMPRENSIVO STATALE DI PRAIA A MARE,10
28841332,2024,81963.03,222.0,16.0,N.A.,ISTITUTO COMPRENSIVO URGNANO B.COLLEONI,11
28841332,2025,186225.76,222.0,16.0,N.A.,ISTITUTO COMPRENSIVO URGNANO B.COLLEONI,12
28841334,2025,301694.22,49.0,63.0,N.A.,ISTITUTO COMPRENSIVO 26 IMBRIANI - S. A. DE LIGUORI,10
28841336,2024,71974.97,49.0,63.0,N.A.,ISTITUTO COMPRENSIVO CASANOVA-COSTANTINOPOLI,12
28841336,2025,225768.46,49.0,63.0,N.A.,ISTITUTO COMPRENSIVO CASANOVA-COSTANTINOPOLI,12
28841337,2024,215952.88,49.0,63.0,N.A.,ISTITUTO COMPRENSIVO 29 MIRAGLIA-SOGLIANO,12
28841337,2025,336986.56,49.0,63.0,N.A.,ISTITUTO COMPRENSIVO 29 MIRAGLIA-SOGLIANO,12
28841340,2025,134414.03,49.0,63.0,N.A.,ISTITUTO COMPRENSIVO STATALE 41 CONSOLE,9
28841341,2025,388851.91,84.0,63.0,N.A.,ISTITUTO COMPRENSIVO 3 D. BOSCO - F D'ASSISI,9
28841346,2024,114575.31,75.0,13.0,N.A.,"ISTITUTO DI ISTRUZIONE SUPERIORE """"LEONARDO DA VINCI """" RIPAMONTI",9
28841346,2025,704372.37,75.0,13.0,N.A.,"ISTITUTO DI ISTRUZIONE SUPERIORE """"LEONARDO DA VINCI """" RIPAMONTI",12
28841349,2025,136467.97,84.0,63.0,N.A.,ISTITUTO COMPRENSIVO 1 MAZZA - COLAMARINO,7
28841351,2025,112695.91,84.0,63.0,N.A.,ISTITUTO COMPRENSIVO GIACOMO LEOPARDI,8
28841353,2025,362795.43,89.0,63.0,N.A.,ISTITUTO COMPRENSIVO SAN GIOVANNI BOSCO - VOLLA,12
28841357,2025,202001.8,84.0,63.0,N.A.,ISTITUTO COMPRENSIVO 2 SAURO - MORELLI,9
28841374,2025,215290.1,111.0,58.0,N.A.,ISTITUTO COMPRENSIVO VELLETRI CENTRO,9
28841375,2024,49823.409999999996,111.0,58.0,N.A.,ISTITUTO COMPRENSIVO GINO FELCI,7
28841375,2025,336437.68,111.0,58.0,N.A.,ISTITUTO COMPRENSIVO GINO FELCI,12
28841383,2024,273465.29,205.0,22.0,N.A.,LICEO LINGUISTICO SOPHIE MAGDALENA SCHOLL,12
28841383,2025,794947.76,205.0,22.0,N.A.,LICEO LINGUISTICO SOPHIE MAGDALENA SCHOLL,12
28841388,2024,69908.37,194.0,1.0,N.A.,ISTITUTO COMPRENSIVO PIOSSASCO I,11
28841388,2025,200743.14,194.0,1.0,N.A.,ISTITUTO COMPRENSIVO PIOSSASCO I,12
28841413,2025,393231.42,29.0,17.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE TARTAGLIA - OLIVIERI,10
28841440,2024,1455.3200000000002,91.0,58.0,N.A.,ISTITUTO COMPRENSIVO VIA VAL MAGGIA,1
28841440,2025,212980.51,91.0,58.0,N.A.,ISTITUTO COMPRENSIVO VIA VAL MAGGIA,12
28841448,2024,86196.28,91.0,58.0,N.A.,ISTITUTO COMPRENSIVO ELISA SCALA,12
28841448,2025,220006.36000000002,91.0,58.0,N.A.,ISTITUTO COMPRENSIVO ELISA SCALA,12
28841462,2024,26027.0,91.0,58.0,N.A.,ISTITUTO COMPRENSIVO VIA CENEDA,8
28841462,2025,257831.23,91.0,58.0,N.A.,ISTITUTO COMPRENSIVO VIA CENEDA,12
28841463,2025,20150.06,91.0,58.0,N.A.,ISTITUTO COMPRENSIVO STATALE HYPATIA,2
28841475,2025,13566.91,91.0,58.0,N.A.,ISTITUTO COMPRENSIVO VIA MAFFI,2
28841492,2024,37130.84,91.0,58.0,N.A.,ISTITUTO COMPRENSIVO VIA U. BOCCIONI,5
28841492,2025,286514.63,91.0,58.0,N.A.,ISTITUTO COMPRENSIVO VIA U. BOCCIONI,12
28841525,2024,84935.31,5.0,38.0,N.A.,ISTITUTO COMPRENSIVO CODIGORO,8
28841525,2025,225269.8,5.0,38.0,N.A.,ISTITUTO COMPRENSIVO CODIGORO,12
28841531,2025,181630.46,25.0,10.0,N.A.,ISTITUTO COMPRENSIVO BARABINO,6
28841646,2024,2560.2,91.0,58.0,N.A.,ISTITUTO COMPRENSIVO LARGO S. PIO V,3
28841646,2025,253846.96,91.0,58.0,N.A.,ISTITUTO COMPRENSIVO LARGO S. PIO V,12
28841677,2024,104852.84,4.0,38.0,N.A.,ISTITUTO COMPRENSIVO FERRUCCIO LAMBORGHINI,12
28841677,2025,232849.95,4.0,38.0,N.A.,ISTITUTO COMPRENSIVO FERRUCCIO LAMBORGHINI,12
28841797,2024,122493.2,7.0,40.0,N.A.,LICEO LINGUISTICO STATALE ILARIA ALPI DI CESENA,10
28841797,2025,451458.96,7.0,40.0,N.A.,LICEO LINGUISTICO STATALE ILARIA ALPI DI CESENA,12
28842150,2024,143833.48,59.0,58.0,N.A.,ISTITUTO COMPRENSIVO CITTA'DEI BAMBINI,12
28842150,2025,566297.36,59.0,58.0,N.A.,ISTITUTO COMPRENSIVO CITTA'DEI BAMBINI,12
28846416,2024,94292.99,152.0,17.0,N.A.,ISTITUTO COMPRENSIVO DI PRALBOINO,12
28846416,2025,318362.42,152.0,17.0,N.A.,ISTITUTO COMPRENSIVO DI PRALBOINO,11
28846430,2024,15810.99,45.0,78.0,N.A.,ISTITUTO COMPRENSIVO STATALE COSENZA III ROBERTA LANZINO,4
28846430,2025,448785.04000000004,45.0,78.0,N.A.,ISTITUTO COMPRENSIVO STATALE COSENZA III ROBERTA LANZINO,12
29360202,2025,175075.79,14.0,99.0,N.A.,ISTITUTO COMPRENSIVO STATALE XX SETTEMBRE,12
29386729,2025,181000.7,6.0,25.0,N.A.,ISTITUTO COMPRENSIVO 1 BELLUNO,11
29389644,2024,88091.43999999999,14.0,99.0,N.A.,ISTITUTO COMPRENSIVO STATALE ALIGHIERI,3
29389644,2025,230809.77,14.0,99.0,N.A.,ISTITUTO COMPRENSIVO STATALE ALIGHIERI,12
29393165,2024,116368.43,6.0,37.0,N.A.,ISTITUTO COMPRENSIVO N.21 BOLOGNA,11
29393165,2025,177404.18,6.0,37.0,N.A.,ISTITUTO COMPRENSIVO N.21 BOLOGNA,12
29396725,2024,14899.19,102.0,17.0,N.A.,ISTITUTO COMPRENSIVO VALTENESI,1
29396725,2025,409081.27999999997,102.0,17.0,N.A.,ISTITUTO COMPRENSIVO VALTENESI,12
29396987,2025,211099.8,272.0,1.0,N.A.,ISTITUTO COMPRENSIVO STATALE AMEDEO PEYRON - RE UMBERTO I,6
29396988,2024,171110.36000000002,272.0,1.0,N.A.,ISTITUTO COMPRENSIVO STATALE VITTORINO DA FELTRE,8
29396988,2025,142268.87,272.0,1.0,N.A.,ISTITUTO COMPRENSIVO STATALE VITTORINO DA FELTRE,12
29397937,2024,117653.07,36.0,19.0,N.A.,ISTITUTO COMPRENSIVO STATALE CREMONA UNO,10
29397937,2025,284576.19,36.0,19.0,N.A.,ISTITUTO COMPRENSIVO STATALE CREMONA UNO,12
29398906,2025,17534.52,14.0,39.0,N.A.,ISTITUTO COMPRENSIVO STATALE RANDI,5
29399395,2024,15519.369999999999,66.0,20.0,N.A.,ISTITUTO COMPRENSIVO VIADANA VANONI,6
29399395,2025,290203.39,66.0,20.0,N.A.,ISTITUTO COMPRENSIVO VIADANA VANONI,12
29399411,2024,7169.2300000000005,5.0,63.0,N.A.,ISTITUTO COMPRENSIVO 2 DE FILIPPO - VICO,2
29399411,2025,178674.42,5.0,63.0,N.A.,ISTITUTO COMPRENSIVO 2 DE FILIPPO - VICO,12
29400866,2024,25869.92,68.0,63.0,N.A.,ISTITUTO COMPRENSIVO STATALE 3 CESCHELLI,9
29400866,2025,350974.28,68.0,63.0,N.A.,ISTITUTO COMPRENSIVO STATALE 3 CESCHELLI,12
29400882,2024,179002.13,31.0,98.0,N.A.,ISTITUTO COMPRENSIVO DI LODI II - GIOVANNI SPEZZAFERRI,10
29400882,2025,292459.52999999997,31.0,98.0,N.A.,ISTITUTO COMPRENSIVO DI LODI II - GIOVANNI SPEZZAFERRI,12
29400883,2024,11297.87,50.0,98.0,N.A.,ISTITUTO COMPRENSIVO CARLO COLLODI,3
29400883,2025,272267.22,50.0,98.0,N.A.,ISTITUTO COMPRENSIVO CARLO COLLODI,12
29400884,2025,199895.21,31.0,98.0,N.A.,ISTITUTO COMPRENSIVO LODI I,9
29400886,2024,65837.52,50.0,98.0,N.A.,ISTITUTO COMPRENSIVO RICCARDO MORZENTI,12
29400886,2025,158211.16,50.0,98.0,N.A.,ISTITUTO COMPRENSIVO RICCARDO MORZENTI,12
29400887,2024,220837.73,31.0,98.0,N.A.,ISTITUTO COMPRENSIVO DI LODI III,12
29400887,2025,260529.1,31.0,98.0,N.A.,ISTITUTO COMPRENSIVO DI LODI III,12
29400972,2025,225943.19,177.0,18.0,N.A.,ISTITUTO COMPRENSIVO DI VIALE LIBERTA',7
29401081,2025,167602.19999999998,12.0,27.0,N.A.,ISTITUTO COMPRENSIVO STATALE TINA ANSELMI,6
29401082,2024,114091.01,23.0,27.0,N.A.,ISTITUTO COMPRENSIVO LUIGI NONO,12
29401082,2025,227684.31,23.0,27.0,N.A.,ISTITUTO COMPRENSIVO LUIGI NONO,12
29401276,2024,52445.770000000004,5.0,36.0,N.A.,ISTITUTO COMPRENSIVO CARPI 3,6
29401276,2025,306009.07,5.0,36.0,N.A.,ISTITUTO COMPRENSIVO CARPI 3,12
29401311,2025,323699.12,48.0,83.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE LA FARINA - BASILE,6
29401338,2025,274833.27,42.0,61.0,N.A.,ISTITUTO COMPRENSIVO GRAZZANISE,8
29401350,2025,65823.90000000001,49.0,66.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE ANDREA BAFILE,2
29401354,2024,47524.8,1.0,38.0,N.A.,ISTITUTO COMPRENSIVO G. BASSANI,12
29401354,2025,147607.39,1.0,38.0,N.A.,ISTITUTO COMPRENSIVO G. BASSANI,12
29401424,2024,118238.67,1.0,38.0,N.A.,ISTITUTO COMPRENSIVO DON G. MINZONI DI ARGENTA,7
29401424,2025,166551.72,1.0,38.0,N.A.,ISTITUTO COMPRENSIVO DON G. MINZONI DI ARGENTA,12
