FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,AGE,Età,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2022-Q3,446.953,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2022-Q4,394.856,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023-Q1,367.115,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023-Q2,354.48,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023-Q3,414.258,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023-Q4,359.139,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024-Q1,355.138,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024-Q2,328.712,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024-Q3,386.82,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024-Q4,368.183,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2025-Q1,351.757,,
Q,Trimestrale,ITC,Nord-ovest,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2025-Q2,317.636,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2022-Q2,138.286,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2022-Q3,105.957,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2022-Q4,92.229,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023-Q1,91.482,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023-Q2,101.131,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023-Q3,96.653,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023-Q4,92.092,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024-Q1,88.502,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024-Q2,82.238,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024-Q3,82.728,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024-Q4,73.408,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2025-Q1,68.129,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2025-Q2,70.682,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2022-Q2,196.352,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2022-Q3,178.951,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2022-Q4,167.785,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023-Q1,176.215,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023-Q2,178.798,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023-Q3,175.732,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023-Q4,165.09,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024-Q1,168.122,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024-Q2,148.576,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024-Q3,149.84,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024-Q4,142.803,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2025-Q1,125.581,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2025-Q2,125.286,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2022-Q2,219.021,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2022-Q3,192.703,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2022-Q4,170.962,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023-Q1,181.839,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023-Q2,182.948,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023-Q3,177.973,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023-Q4,168.129,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024-Q1,169.954,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024-Q2,155.653,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024-Q3,153.193,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024-Q4,147.458,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2025-Q1,128.737,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2025-Q2,127.155,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2022-Q2,320.173,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2022-Q3,284.608,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2022-Q4,253.133,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023-Q1,268.838,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023-Q2,267.912,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023-Q3,262.115,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023-Q4,245.781,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024-Q1,252.796,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024-Q2,234.024,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024-Q3,231.876,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024-Q4,239.956,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2025-Q1,217.763,,
Q,Trimestrale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2025-Q2,193.717,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2022-Q2,151.531,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2022-Q3,110.953,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2022-Q4,127.817,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023-Q1,101.908,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023-Q2,99.003,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023-Q3,98.531,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023-Q4,108.294,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024-Q1,105.391,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024-Q2,97.729,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024-Q3,111.271,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024-Q4,115.253,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2025-Q1,108.496,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2025-Q2,87.705,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2022-Q2,229.624,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2022-Q3,222.602,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2022-Q4,223.224,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023-Q1,195.587,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023-Q2,195.716,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023-Q3,202.311,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023-Q4,201.048,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024-Q1,199.143,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024-Q2,188.069,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024-Q3,222.616,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024-Q4,231.766,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2025-Q1,217.403,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2025-Q2,161.809,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2022-Q2,255.858,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2022-Q3,230.152,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2022-Q4,232.354,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023-Q1,202.182,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023-Q2,199.171,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023-Q3,205.305,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023-Q4,205.491,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024-Q1,204.812,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024-Q2,195.611,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024-Q3,228.432,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024-Q4,234.9,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2025-Q1,223.42,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2025-Q2,169.378,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2022-Q2,372.502,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2022-Q3,350.883,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2022-Q4,350.599,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023-Q1,316.397,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023-Q2,290.87,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023-Q3,310.799,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023-Q4,314.443,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024-Q1,318.465,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024-Q2,298.321,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024-Q3,332.253,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024-Q4,344.121,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2025-Q1,324.835,,
Q,Trimestrale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2025-Q2,274.381,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2022-Q2,479.938,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2022-Q3,416.099,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2022-Q4,438.593,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023-Q1,428.177,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023-Q2,381.642,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023-Q3,401.853,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023-Q4,393.284,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024-Q1,375.88,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024-Q2,342.341,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024-Q3,398.742,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024-Q4,358.667,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2025-Q1,327.213,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2025-Q2,272.078,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2022-Q2,825.916,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2022-Q3,797.648,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2022-Q4,826.676,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023-Q1,799.931,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023-Q2,726.503,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023-Q3,758.876,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023-Q4,731.538,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024-Q1,716.481,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024-Q2,687.484,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024-Q3,738.955,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024-Q4,713.01,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2025-Q1,673.052,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2025-Q2,579.577,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2022-Q2,893.26,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2022-Q3,820.521,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2022-Q4,856.507,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023-Q1,819.064,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023-Q2,742.937,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023-Q3,780.088,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023-Q4,752.283,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024-Q1,734.021,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024-Q2,697.947,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024-Q3,756.387,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024-Q4,728.147,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2025-Q1,683.62,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2025-Q2,588.298,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2022-Q2,1365.411,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2022-Q3,1267.961,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2022-Q4,1300.896,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023-Q1,1286.197,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023-Q2,1180.04,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023-Q3,1204.873,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023-Q4,1167.465,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024-Q1,1163.624,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024-Q2,1137.647,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024-Q3,1181.806,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024-Q4,1141.079,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2025-Q1,1094.804,,
Q,Trimestrale,ITFG,Mezzogiorno,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2025-Q2,962.438,,
