STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sector,Sector,expend,Expenditure and investment,isced11,International Standard Classification of Education (ISCED 2011),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LT,Lithuania,2013,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LT,Lithuania,2014,,73.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LT,Lithuania,2015,,74.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LT,Lithuania,2016,,76.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LT,Lithuania,2017,,83.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LT,Lithuania,2018,,91.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LT,Lithuania,2019,,109.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LT,Lithuania,2020,,128.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LT,Lithuania,2021,,169.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LT,Lithuania,2022,,221.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LU,Luxembourg,2014,,113.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LU,Luxembourg,2015,,115.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LU,Luxembourg,2016,,121.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LU,Luxembourg,2017,,124.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LU,Luxembourg,2018,,152.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LU,Luxembourg,2019,,143.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LU,Luxembourg,2020,,145.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LU,Luxembourg,2021,,169.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LU,Luxembourg,2022,,178.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LV,Latvia,2013,,63.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LV,Latvia,2014,,77.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LV,Latvia,2015,,82.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LV,Latvia,2016,,75.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LV,Latvia,2017,,81.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LV,Latvia,2018,,100.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LV,Latvia,2019,,113.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LV,Latvia,2020,,123.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LV,Latvia,2021,,120.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,LV,Latvia,2022,,130.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,MT,Malta,2013,,20.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,MT,Malta,2014,,26.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,MT,Malta,2015,,30.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,MT,Malta,2016,,26.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,MT,Malta,2017,,38.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,MT,Malta,2018,,44.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,MT,Malta,2019,,47.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,MT,Malta,2020,,54.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,MT,Malta,2021,,61.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,MT,Malta,2022,,79.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NL,Netherlands,2013,,4072.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NL,Netherlands,2014,,3959.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NL,Netherlands,2015,,4016.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NL,Netherlands,2016,,3943.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NL,Netherlands,2017,,4251.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NL,Netherlands,2018,,4543.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NL,Netherlands,2019,,4916.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NL,Netherlands,2020,,5006.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NL,Netherlands,2021,,5027.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NL,Netherlands,2022,,5199.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NO,Norway,2013,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NO,Norway,2014,,252.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NO,Norway,2015,,195.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NO,Norway,2016,,198.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NO,Norway,2017,,233.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NO,Norway,2018,,229.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NO,Norway,2019,,239.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NO,Norway,2020,,241.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NO,Norway,2021,,300.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,NO,Norway,2022,,338.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PL,Poland,2014,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PL,Poland,2015,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PL,Poland,2016,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PL,Poland,2017,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PL,Poland,2018,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PL,Poland,2019,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PL,Poland,2020,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PL,Poland,2021,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PL,Poland,2022,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PT,Portugal,2013,,1617.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PT,Portugal,2014,,1517.9,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PT,Portugal,2015,,1522.0,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PT,Portugal,2016,,1511.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PT,Portugal,2017,,1634.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PT,Portugal,2018,,1806.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PT,Portugal,2019,,1856.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PT,Portugal,2020,,1877.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PT,Portugal,2021,,2013.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,PT,Portugal,2022,,2115.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,RO,Romania,2013,,144.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,RO,Romania,2014,,177.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,RO,Romania,2015,,157.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,RO,Romania,2016,,142.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,RO,Romania,2017,,157.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,RO,Romania,2018,,200.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,RO,Romania,2019,,218.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,RO,Romania,2020,,235.7,,,,,
