FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,SEX,Sesso,AGE,Età,EURO_LABOUR_STATUS,Condizione lavorativa europea,EDU_LEV_HIGHEST,Titolo di studio,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione',NOTE_REF_AREA,Territorio (NOTE_REF_AREA),NOTE_DATA_TYPE,Indicatore (NOTE_DATA_TYPE),NOTE_SEX,Sesso (NOTE_SEX),NOTE_AGE,Età (NOTE_AGE),NOTE_EURO_LABOUR_STATUS,Condizione lavorativa europea (NOTE_EURO_LABOUR_STATUS),NOTE_EDU_LEV_HIGHEST,Titolo di studio (NOTE_EDU_LEV_HIGHEST),NOTE_TIME_PERIOD,Tempo (NOTE_TIME_PERIOD),BASE_PER,Anno base,UNIT_MEAS,Unità di misura,UNIT_MULT,Unità di moltiplicazione
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,7,Diploma,2024-Q3,497.179,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,7,Diploma,2024-Q4,469.847,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,7,Diploma,2025-Q1,420.511,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,7,Diploma,2025-Q2,358.632,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,11,Laurea e post-laurea,2022-Q2,84.278,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,11,Laurea e post-laurea,2022-Q3,92.295,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,11,Laurea e post-laurea,2022-Q4,88.005,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,11,Laurea e post-laurea,2023-Q1,90.152,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,11,Laurea e post-laurea,2023-Q2,81.847,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,11,Laurea e post-laurea,2023-Q3,93.541,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,11,Laurea e post-laurea,2023-Q4,79.667,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,11,Laurea e post-laurea,2024-Q1,94.823,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,11,Laurea e post-laurea,2024-Q2,89.009,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,11,Laurea e post-laurea,2024-Q3,84.356,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,11,Laurea e post-laurea,2024-Q4,80.075,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,11,Laurea e post-laurea,2025-Q1,69.971,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,11,Laurea e post-laurea,2025-Q2,68.135,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,99,Totale,2022-Q2,1051.606,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,99,Totale,2022-Q3,974.812,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,99,Totale,2022-Q4,961.796,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,99,Totale,2023-Q1,943.069,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,99,Totale,2023-Q2,883.026,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,99,Totale,2023-Q3,886.263,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,99,Totale,2023-Q4,851.762,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,99,Totale,2024-Q1,888.94,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,99,Totale,2024-Q2,845.349,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,99,Totale,2024-Q3,896.384,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,99,Totale,2024-Q4,879.664,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,99,Totale,2025-Q1,828.818,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,TOT,Totale,99,Totale,2025-Q2,698.564,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,UNEM,Disoccupati,99,Totale,2022-Q2,113.75,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,UNEM,Disoccupati,99,Totale,2022-Q3,111.274,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,UNEM,Disoccupati,99,Totale,2022-Q4,124.141,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,UNEM,Disoccupati,99,Totale,2023-Q1,124.836,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,UNEM,Disoccupati,99,Totale,2023-Q2,127.657,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,UNEM,Disoccupati,99,Totale,2023-Q3,114.114,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,UNEM,Disoccupati,99,Totale,2023-Q4,147.713,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,UNEM,Disoccupati,99,Totale,2024-Q1,121.06,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,UNEM,Disoccupati,99,Totale,2024-Q2,96.054,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,UNEM,Disoccupati,99,Totale,2024-Q3,87.787,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,UNEM,Disoccupati,99,Totale,2024-Q4,95.829,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,UNEM,Disoccupati,99,Totale,2025-Q1,105.648,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,UNEM,Disoccupati,99,Totale,2025-Q2,100.265,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOTIN,Totale inattivi,99,Totale,2022-Q2,347.883,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOTIN,Totale inattivi,99,Totale,2022-Q3,261.169,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOTIN,Totale inattivi,99,Totale,2022-Q4,251.49,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOTIN,Totale inattivi,99,Totale,2023-Q1,217.915,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOTIN,Totale inattivi,99,Totale,2023-Q2,194.218,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOTIN,Totale inattivi,99,Totale,2023-Q3,242.406,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOTIN,Totale inattivi,99,Totale,2023-Q4,204.05,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOTIN,Totale inattivi,99,Totale,2024-Q1,207.942,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOTIN,Totale inattivi,99,Totale,2024-Q2,206.793,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOTIN,Totale inattivi,99,Totale,2024-Q3,273.204,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOTIN,Totale inattivi,99,Totale,2024-Q4,213.985,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOTIN,Totale inattivi,99,Totale,2025-Q1,190.776,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOTIN,Totale inattivi,99,Totale,2025-Q2,154.685,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,LFP,Forze lavoro potenziali,99,Totale,2022-Q2,94.141,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,LFP,Forze lavoro potenziali,99,Totale,2022-Q3,127.418,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,LFP,Forze lavoro potenziali,99,Totale,2022-Q4,117.399,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,LFP,Forze lavoro potenziali,99,Totale,2023-Q1,100.003,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,LFP,Forze lavoro potenziali,99,Totale,2023-Q2,85.246,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,LFP,Forze lavoro potenziali,99,Totale,2023-Q3,120.818,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,LFP,Forze lavoro potenziali,99,Totale,2023-Q4,87.721,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,LFP,Forze lavoro potenziali,99,Totale,2024-Q1,97.366,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,LFP,Forze lavoro potenziali,99,Totale,2024-Q2,93.963,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,LFP,Forze lavoro potenziali,99,Totale,2024-Q3,109.142,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,LFP,Forze lavoro potenziali,99,Totale,2024-Q4,117.981,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,LFP,Forze lavoro potenziali,99,Totale,2025-Q1,95.032,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,LFP,Forze lavoro potenziali,99,Totale,2025-Q2,67.444,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,NOT,Non cercano e non disponibili,99,Totale,2022-Q2,253.742,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,NOT,Non cercano e non disponibili,99,Totale,2022-Q3,133.751,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,NOT,Non cercano e non disponibili,99,Totale,2022-Q4,134.091,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,NOT,Non cercano e non disponibili,99,Totale,2023-Q1,117.912,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,NOT,Non cercano e non disponibili,99,Totale,2023-Q2,108.973,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,NOT,Non cercano e non disponibili,99,Totale,2023-Q3,121.589,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,NOT,Non cercano e non disponibili,99,Totale,2023-Q4,116.329,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,NOT,Non cercano e non disponibili,99,Totale,2024-Q1,110.576,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,NOT,Non cercano e non disponibili,99,Totale,2024-Q2,112.83,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,NOT,Non cercano e non disponibili,99,Totale,2024-Q3,164.062,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,NOT,Non cercano e non disponibili,99,Totale,2024-Q4,96.005,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,NOT,Non cercano e non disponibili,99,Totale,2025-Q1,95.744,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,NOT,Non cercano e non disponibili,99,Totale,2025-Q2,87.242,,,,,,,,,,,,,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOT,Totale,13,'Nessun titolo di studio, licenza di scuola elementare e media',2022-Q2,194.596,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
Q,Trimestrale,IT,Italia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,TOT,Totale,13,'Nessun titolo di studio, licenza di scuola elementare e media',2022-Q3,151.939,,,,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,La variabile armonizzata a livello europeo prevede una diversa classificazione degli inattivi rispetto alla variabile "condizione professionale" ed estende la classe di età a 15–74 anni anziché 15–64 anni,,,,,,,,,,
