ANNO;CL_ETA';COD_QUALIFICA;DESC_QUALIFICA;AREA_SD;N_PERS_DR
2014;50 - 54;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;113
2014;55 - 59;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;229
2014;60 - 64;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;293
2014;>= 65;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;298
2014;40 - 44;1PO;Professore I fascia (ordinario);06 - Scienze mediche;5
2014;45 - 49;1PO;Professore I fascia (ordinario);06 - Scienze mediche;35
2014;50 - 54;1PO;Professore I fascia (ordinario);06 - Scienze mediche;140
2014;55 - 59;1PO;Professore I fascia (ordinario);06 - Scienze mediche;401
2014;60 - 64;1PO;Professore I fascia (ordinario);06 - Scienze mediche;551
2014;>= 65;1PO;Professore I fascia (ordinario);06 - Scienze mediche;691
2014;40 - 44;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;4
2014;45 - 49;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;19
2014;50 - 54;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;128
2014;55 - 59;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;204
2014;60 - 64;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;167
2014;>= 65;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;168
2014;35 - 39;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;1
2014;40 - 44;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;8
2014;45 - 49;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;51
2014;50 - 54;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;134
2014;55 - 59;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;138
2014;60 - 64;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;176
2014;>= 65;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;276
2014;35 - 39;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;1
2014;40 - 44;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;26
2014;45 - 49;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;169
2014;50 - 54;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;320
2014;55 - 59;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;315
2014;60 - 64;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;250
2014;>= 65;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;329
2014;40 - 44;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;6
2014;45 - 49;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;30
2014;50 - 54;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;106
2014;55 - 59;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;204
2014;60 - 64;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;293
2014;>= 65;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;510
2014;40 - 44;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;6
2014;45 - 49;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;48
2014;50 - 54;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;117
2014;55 - 59;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;197
2014;60 - 64;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;332
2014;>= 65;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;446
2014;35 - 39;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;10
2014;40 - 44;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;68
2014;45 - 49;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;265
2014;50 - 54;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;329
2014;55 - 59;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;270
2014;60 - 64;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;228
2014;>= 65;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;283
2014;35 - 39;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;4
2014;40 - 44;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;61
2014;45 - 49;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;233
2014;50 - 54;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;310
2014;55 - 59;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;298
2014;60 - 64;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;189
2014;>= 65;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;305
2014;40 - 44;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;2
2014;45 - 49;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;18
2014;50 - 54;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;39
2014;55 - 59;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;62
2014;60 - 64;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;92
2014;>= 65;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;145
2014;30 - 34;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;4
2014;35 - 39;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;69
2014;40 - 44;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;139
2014;45 - 49;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;263
2014;50 - 54;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;209
2014;55 - 59;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;127
2014;60 - 64;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;120
2014;>= 65;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;88
2014;30 - 34;2PA;Professore II fascia (associato);02 - Scienze fisiche;2
2014;35 - 39;2PA;Professore II fascia (associato);02 - Scienze fisiche;25
2014;40 - 44;2PA;Professore II fascia (associato);02 - Scienze fisiche;71
2014;45 - 49;2PA;Professore II fascia (associato);02 - Scienze fisiche;164
2014;50 - 54;2PA;Professore II fascia (associato);02 - Scienze fisiche;240
2014;55 - 59;2PA;Professore II fascia (associato);02 - Scienze fisiche;127
2014;60 - 64;2PA;Professore II fascia (associato);02 - Scienze fisiche;97
2014;>= 65;2PA;Professore II fascia (associato);02 - Scienze fisiche;91
2014;35 - 39;2PA;Professore II fascia (associato);03 - Scienze chimiche;25
2014;40 - 44;2PA;Professore II fascia (associato);03 - Scienze chimiche;111
2014;45 - 49;2PA;Professore II fascia (associato);03 - Scienze chimiche;223
2014;50 - 54;2PA;Professore II fascia (associato);03 - Scienze chimiche;250
2014;55 - 59;2PA;Professore II fascia (associato);03 - Scienze chimiche;192
2014;60 - 64;2PA;Professore II fascia (associato);03 - Scienze chimiche;101
2014;>= 65;2PA;Professore II fascia (associato);03 - Scienze chimiche;88
2014;35 - 39;2PA;Professore II fascia (associato);04 - Scienze della terra;2
2014;40 - 44;2PA;Professore II fascia (associato);04 - Scienze della terra;21
2014;45 - 49;2PA;Professore II fascia (associato);04 - Scienze della terra;62
2014;50 - 54;2PA;Professore II fascia (associato);04 - Scienze della terra;123
2014;55 - 59;2PA;Professore II fascia (associato);04 - Scienze della terra;75
2014;60 - 64;2PA;Professore II fascia (associato);04 - Scienze della terra;47
2014;>= 65;2PA;Professore II fascia (associato);04 - Scienze della terra;25
2014;30 - 34;2PA;Professore II fascia (associato);05 - Scienze biologiche;1
2014;35 - 39;2PA;Professore II fascia (associato);05 - Scienze biologiche;26
2014;40 - 44;2PA;Professore II fascia (associato);05 - Scienze biologiche;90
2014;45 - 49;2PA;Professore II fascia (associato);05 - Scienze biologiche;226
2014;50 - 54;2PA;Professore II fascia (associato);05 - Scienze biologiche;352
2014;55 - 59;2PA;Professore II fascia (associato);05 - Scienze biologiche;317
2014;60 - 64;2PA;Professore II fascia (associato);05 - Scienze biologiche;212
2014;>= 65;2PA;Professore II fascia (associato);05 - Scienze biologiche;129
2014;30 - 34;2PA;Professore II fascia (associato);06 - Scienze mediche;2
2014;35 - 39;2PA;Professore II fascia (associato);06 - Scienze mediche;27
2014;40 - 44;2PA;Professore II fascia (associato);06 - Scienze mediche;136
2014;45 - 49;2PA;Professore II fascia (associato);06 - Scienze mediche;317
2014;50 - 54;2PA;Professore II fascia (associato);06 - Scienze mediche;545
2014;55 - 59;2PA;Professore II fascia (associato);06 - Scienze mediche;687
2014;60 - 64;2PA;Professore II fascia (associato);06 - Scienze mediche;648
2014;>= 65;2PA;Professore II fascia (associato);06 - Scienze mediche;449
2014;30 - 34;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;1
2014;35 - 39;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;22
2014;40 - 44;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;69
2014;45 - 49;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;175
2014;50 - 54;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;326
2014;55 - 59;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;251
2014;60 - 64;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;76
2014;>= 65;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;29
2014;35 - 39;2PA;Professore II fascia (associato);08 - Ingegneria civile e Architettura;30
2014;40 - 44;2PA;Professore II fascia (associato);08 - Ingegneria civile e Architettura;119
2014;45 - 49;2PA;Professore II fascia (associato);08 - Ingegneria civile e Architettura;233
2014;50 - 54;2PA;Professore II fascia (associato);08 - Ingegneria civile e Architettura;315
2014;55 - 59;2PA;Professore II fascia (associato);08 - Ingegneria civile e Architettura;187
2014;60 - 64;2PA;Professore II fascia (associato);08 - Ingegneria civile e Architettura;126
2014;>= 65;2PA;Professore II fascia (associato);08 - Ingegneria civile e Architettura;125
2014;30 - 34;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;14
2014;35 - 39;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;130
2014;40 - 44;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;403
2014;45 - 49;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;493
2014;50 - 54;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;396
2014;55 - 59;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;194
2014;60 - 64;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;91
2014;>= 65;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;74
2014;30 - 34;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;1
2014;35 - 39;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;35
2014;40 - 44;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;119
2014;45 - 49;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;313
2014;50 - 54;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;402
2014;55 - 59;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;304
2014;60 - 64;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;258
2014;>= 65;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;217
2014;30 - 34;2PA;Professore II fascia (associato);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;3
2014;35 - 39;2PA;Professore II fascia (associato);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;48
2014;40 - 44;2PA;Professore II fascia (associato);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;149
2014;45 - 49;2PA;Professore II fascia (associato);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;274
2014;50 - 54;2PA;Professore II fascia (associato);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;336
2014;55 - 59;2PA;Professore II fascia (associato);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;231
2014;60 - 64;2PA;Professore II fascia (associato);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;234
2014;>= 65;2PA;Professore II fascia (associato);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;183
2014;30 - 34;2PA;Professore II fascia (associato);12 - Scienze giuridiche;12
2014;35 - 39;2PA;Professore II fascia (associato);12 - Scienze giuridiche;115
2014;40 - 44;2PA;Professore II fascia (associato);12 - Scienze giuridiche;314
2014;45 - 49;2PA;Professore II fascia (associato);12 - Scienze giuridiche;370
2014;50 - 54;2PA;Professore II fascia (associato);12 - Scienze giuridiche;179
2014;55 - 59;2PA;Professore II fascia (associato);12 - Scienze giuridiche;104
2014;60 - 64;2PA;Professore II fascia (associato);12 - Scienze giuridiche;80
2014;>= 65;2PA;Professore II fascia (associato);12 - Scienze giuridiche;69
2014;30 - 34;2PA;Professore II fascia (associato);13 - Scienze economiche e statistiche;9
2014;35 - 39;2PA;Professore II fascia (associato);13 - Scienze economiche e statistiche;120
2014;40 - 44;2PA;Professore II fascia (associato);13 - Scienze economiche e statistiche;330
2014;45 - 49;2PA;Professore II fascia (associato);13 - Scienze economiche e statistiche;415
2014;50 - 54;2PA;Professore II fascia (associato);13 - Scienze economiche e statistiche;292
2014;55 - 59;2PA;Professore II fascia (associato);13 - Scienze economiche e statistiche;148
2014;60 - 64;2PA;Professore II fascia (associato);13 - Scienze economiche e statistiche;66
2014;>= 65;2PA;Professore II fascia (associato);13 - Scienze economiche e statistiche;85
2014;35 - 39;2PA;Professore II fascia (associato);14 - Scienze politiche e sociali;19
2014;40 - 44;2PA;Professore II fascia (associato);14 - Scienze politiche e sociali;61
2014;45 - 49;2PA;Professore II fascia (associato);14 - Scienze politiche e sociali;102
2014;50 - 54;2PA;Professore II fascia (associato);14 - Scienze politiche e sociali;103
2014;55 - 59;2PA;Professore II fascia (associato);14 - Scienze politiche e sociali;78
2014;60 - 64;2PA;Professore II fascia (associato);14 - Scienze politiche e sociali;78
2014;>= 65;2PA;Professore II fascia (associato);14 - Scienze politiche e sociali;61
2014;25 - 29;3RTD;Ricercatore a tempo determinato;01 - Scienze matematiche e informatiche;4
2014;30 - 34;3RTD;Ricercatore a tempo determinato;01 - Scienze matematiche e informatiche;50
2014;35 - 39;3RTD;Ricercatore a tempo determinato;01 - Scienze matematiche e informatiche;64
2014;40 - 44;3RTD;Ricercatore a tempo determinato;01 - Scienze matematiche e informatiche;24
2014;45 - 49;3RTD;Ricercatore a tempo determinato;01 - Scienze matematiche e informatiche;4
2014;50 - 54;3RTD;Ricercatore a tempo determinato;01 - Scienze matematiche e informatiche;2
2014;>= 65;3RTD;Ricercatore a tempo determinato;01 - Scienze matematiche e informatiche;1
2014;30 - 34;3RTD;Ricercatore a tempo determinato;02 - Scienze fisiche;38
2014;35 - 39;3RTD;Ricercatore a tempo determinato;02 - Scienze fisiche;93
2014;40 - 44;3RTD;Ricercatore a tempo determinato;02 - Scienze fisiche;42
2014;45 - 49;3RTD;Ricercatore a tempo determinato;02 - Scienze fisiche;4
2014;30 - 34;3RTD;Ricercatore a tempo determinato;03 - Scienze chimiche;46
2014;35 - 39;3RTD;Ricercatore a tempo determinato;03 - Scienze chimiche;80
2014;40 - 44;3RTD;Ricercatore a tempo determinato;03 - Scienze chimiche;26
2014;45 - 49;3RTD;Ricercatore a tempo determinato;03 - Scienze chimiche;5
2014;50 - 54;3RTD;Ricercatore a tempo determinato;03 - Scienze chimiche;1
2014;55 - 59;3RTD;Ricercatore a tempo determinato;03 - Scienze chimiche;1
2014;25 - 29;3RTD;Ricercatore a tempo determinato;04 - Scienze della terra;2
2014;30 - 34;3RTD;Ricercatore a tempo determinato;04 - Scienze della terra;7
2014;35 - 39;3RTD;Ricercatore a tempo determinato;04 - Scienze della terra;25
2014;40 - 44;3RTD;Ricercatore a tempo determinato;04 - Scienze della terra;18
2014;45 - 49;3RTD;Ricercatore a tempo determinato;04 - Scienze della terra;7
2014;50 - 54;3RTD;Ricercatore a tempo determinato;04 - Scienze della terra;1
2014;30 - 34;3RTD;Ricercatore a tempo determinato;05 - Scienze biologiche;68
2014;35 - 39;3RTD;Ricercatore a tempo determinato;05 - Scienze biologiche;131
2014;40 - 44;3RTD;Ricercatore a tempo determinato;05 - Scienze biologiche;85
2014;45 - 49;3RTD;Ricercatore a tempo determinato;05 - Scienze biologiche;35
2014;50 - 54;3RTD;Ricercatore a tempo determinato;05 - Scienze biologiche;3
2014;55 - 59;3RTD;Ricercatore a tempo determinato;05 - Scienze biologiche;2
2014;25 - 29;3RTD;Ricercatore a tempo determinato;06 - Scienze mediche;2
2014;30 - 34;3RTD;Ricercatore a tempo determinato;06 - Scienze mediche;92
2014;35 - 39;3RTD;Ricercatore a tempo determinato;06 - Scienze mediche;231
2014;40 - 44;3RTD;Ricercatore a tempo determinato;06 - Scienze mediche;111
2014;45 - 49;3RTD;Ricercatore a tempo determinato;06 - Scienze mediche;39
2014;50 - 54;3RTD;Ricercatore a tempo determinato;06 - Scienze mediche;14
2014;55 - 59;3RTD;Ricercatore a tempo determinato;06 - Scienze mediche;3
2014;60 - 64;3RTD;Ricercatore a tempo determinato;06 - Scienze mediche;2
2014;25 - 29;3RTD;Ricercatore a tempo determinato;07 - Scienze agrarie e veterinarie;1
2014;30 - 34;3RTD;Ricercatore a tempo determinato;07 - Scienze agrarie e veterinarie;26
2014;35 - 39;3RTD;Ricercatore a tempo determinato;07 - Scienze agrarie e veterinarie;81
2014;40 - 44;3RTD;Ricercatore a tempo determinato;07 - Scienze agrarie e veterinarie;35
2014;45 - 49;3RTD;Ricercatore a tempo determinato;07 - Scienze agrarie e veterinarie;13
2014;50 - 54;3RTD;Ricercatore a tempo determinato;07 - Scienze agrarie e veterinarie;1
2014;55 - 59;3RTD;Ricercatore a tempo determinato;07 - Scienze agrarie e veterinarie;1
2014;25 - 29;3RTD;Ricercatore a tempo determinato;08 - Ingegneria civile e Architettura;5
2014;30 - 34;3RTD;Ricercatore a tempo determinato;08 - Ingegneria civile e Architettura;43
2014;35 - 39;3RTD;Ricercatore a tempo determinato;08 - Ingegneria civile e Architettura;65
2014;40 - 44;3RTD;Ricercatore a tempo determinato;08 - Ingegneria civile e Architettura;56
2014;45 - 49;3RTD;Ricercatore a tempo determinato;08 - Ingegneria civile e Architettura;33
2014;50 - 54;3RTD;Ricercatore a tempo determinato;08 - Ingegneria civile e Architettura;16
2014;55 - 59;3RTD;Ricercatore a tempo determinato;08 - Ingegneria civile e Architettura;5
2014;60 - 64;3RTD;Ricercatore a tempo determinato;08 - Ingegneria civile e Architettura;4
2014;>= 65;3RTD;Ricercatore a tempo determinato;08 - Ingegneria civile e Architettura;1
2014;25 - 29;3RTD;Ricercatore a tempo determinato;09 - Ingegneria industriale e dell'informazione;8
2014;30 - 34;3RTD;Ricercatore a tempo determinato;09 - Ingegneria industriale e dell'informazione;149
2014;35 - 39;3RTD;Ricercatore a tempo determinato;09 - Ingegneria industriale e dell'informazione;196
2014;40 - 44;3RTD;Ricercatore a tempo determinato;09 - Ingegneria industriale e dell'informazione;70
2014;45 - 49;3RTD;Ricercatore a tempo determinato;09 - Ingegneria industriale e dell'informazione;12
2014;50 - 54;3RTD;Ricercatore a tempo determinato;09 - Ingegneria industriale e dell'informazione;4
2014;60 - 64;3RTD;Ricercatore a tempo determinato;09 - Ingegneria industriale e dell'informazione;1
2014;30 - 34;3RTD;Ricercatore a tempo determinato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;43
2014;35 - 39;3RTD;Ricercatore a tempo determinato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;128
2014;40 - 44;3RTD;Ricercatore a tempo determinato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;75
2014;45 - 49;3RTD;Ricercatore a tempo determinato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;34
2014;50 - 54;3RTD;Ricercatore a tempo determinato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;14
2014;55 - 59;3RTD;Ricercatore a tempo determinato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;4
2014;25 - 29;3RTD;Ricercatore a tempo determinato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;2
2014;30 - 34;3RTD;Ricercatore a tempo determinato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;51
2014;35 - 39;3RTD;Ricercatore a tempo determinato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;139
2014;40 - 44;3RTD;Ricercatore a tempo determinato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;79
2014;45 - 49;3RTD;Ricercatore a tempo determinato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;38
2014;50 - 54;3RTD;Ricercatore a tempo determinato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;11
2014;55 - 59;3RTD;Ricercatore a tempo determinato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;5
2014;25 - 29;3RTD;Ricercatore a tempo determinato;12 - Scienze giuridiche;2
2014;30 - 34;3RTD;Ricercatore a tempo determinato;12 - Scienze giuridiche;68
2014;35 - 39;3RTD;Ricercatore a tempo determinato;12 - Scienze giuridiche;95
2014;40 - 44;3RTD;Ricercatore a tempo determinato;12 - Scienze giuridiche;51
2014;45 - 49;3RTD;Ricercatore a tempo determinato;12 - Scienze giuridiche;17
2014;50 - 54;3RTD;Ricercatore a tempo determinato;12 - Scienze giuridiche;9
2014;55 - 59;3RTD;Ricercatore a tempo determinato;12 - Scienze giuridiche;1
2014;60 - 64;3RTD;Ricercatore a tempo determinato;12 - Scienze giuridiche;1
2014;25 - 29;3RTD;Ricercatore a tempo determinato;13 - Scienze economiche e statistiche;3
2014;30 - 34;3RTD;Ricercatore a tempo determinato;13 - Scienze economiche e statistiche;103
2014;35 - 39;3RTD;Ricercatore a tempo determinato;13 - Scienze economiche e statistiche;163
2014;40 - 44;3RTD;Ricercatore a tempo determinato;13 - Scienze economiche e statistiche;57
2014;45 - 49;3RTD;Ricercatore a tempo determinato;13 - Scienze economiche e statistiche;15
2014;50 - 54;3RTD;Ricercatore a tempo determinato;13 - Scienze economiche e statistiche;6
2014;55 - 59;3RTD;Ricercatore a tempo determinato;13 - Scienze economiche e statistiche;2
2014;>= 65;3RTD;Ricercatore a tempo determinato;13 - Scienze economiche e statistiche;2
2014;30 - 34;3RTD;Ricercatore a tempo determinato;14 - Scienze politiche e sociali;17
2014;35 - 39;3RTD;Ricercatore a tempo determinato;14 - Scienze politiche e sociali;67
2014;40 - 44;3RTD;Ricercatore a tempo determinato;14 - Scienze politiche e sociali;48
2014;45 - 49;3RTD;Ricercatore a tempo determinato;14 - Scienze politiche e sociali;21
2014;50 - 54;3RTD;Ricercatore a tempo determinato;14 - Scienze politiche e sociali;4
2014;60 - 64;3RTD;Ricercatore a tempo determinato;14 - Scienze politiche e sociali;1
2014;30 - 34;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;35
2014;35 - 39;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;249
2014;40 - 44;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;324
2014;45 - 49;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;251
2014;50 - 54;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;110
2014;55 - 59;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;67
2014;60 - 64;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;62
2014;>= 65;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;2
2014;30 - 34;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;6
2014;35 - 39;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;97
2014;40 - 44;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;184
2014;45 - 49;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;188
2014;50 - 54;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;122
2014;55 - 59;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;62
2014;60 - 64;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;54
2014;>= 65;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;2
2014;30 - 34;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;22
2014;35 - 39;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;212
2014;40 - 44;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;364
2014;45 - 49;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;259
2014;50 - 54;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;148
2014;55 - 59;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;75
2014;60 - 64;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;52
2014;>= 65;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;2
2014;30 - 34;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;3
2014;35 - 39;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;39
2014;40 - 44;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;95
2014;45 - 49;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;113
2014;50 - 54;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;82
2014;55 - 59;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;41
2014;60 - 64;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;31
2014;30 - 34;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;22
2014;35 - 39;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;213
2014;40 - 44;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;492
2014;45 - 49;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;481
2014;50 - 54;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;407
2014;55 - 59;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;286
2014;60 - 64;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;170
2014;>= 65;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;2
2014;30 - 34;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;18
2014;35 - 39;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;289
2014;40 - 44;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;675
2014;45 - 49;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;712
2014;50 - 54;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;731
2014;55 - 59;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;979
2014;60 - 64;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;802
