ANNO;GENERE;COD_QUALIFICA;DESC_QUALIFICA;TIPO_CONTR;AREA_FUNZ;N_PERS_ND
2018;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;03 - Biblioteche;2174
2018;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;04 - Servizi generali e tecnici;1491
2018;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;2182
2018;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;5664
2018;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;07 - Area non individuata;57
2018;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;01 - Dirigenza amministrativa;55
2018;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;02 - Amministrativa ed Amministrativa-gestionale;274
2018;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;03 - Biblioteche;11
2018;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;04 - Servizi generali e tecnici;85
2018;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;28
2018;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;285
2018;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;07 - Area non individuata;42
2018;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;01 - Dirigenza amministrativa;240
2018;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;02 - Amministrativa ed Amministrativa-gestionale;6943
2018;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;03 - Biblioteche;905
2018;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;04 - Servizi generali e tecnici;2357
2018;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;1270
2018;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;9781
2018;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;07 - Area non individuata;47
2019;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;01 - Dirigenza amministrativa;24
2019;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;02 - Amministrativa ed Amministrativa-gestionale;965
2019;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;03 - Biblioteche;20
2019;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;04 - Servizi generali e tecnici;43
2019;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;56
2019;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;242
2019;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;07 - Area non individuata;13
2019;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;01 - Dirigenza amministrativa;164
2019;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;02 - Amministrativa ed Amministrativa-gestionale;19327
2019;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;03 - Biblioteche;2119
2019;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;04 - Servizi generali e tecnici;1453
2019;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;2086
2019;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;5747
2019;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;07 - Area non individuata;28
2019;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;01 - Dirigenza amministrativa;47
2019;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;02 - Amministrativa ed Amministrativa-gestionale;273
2019;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;03 - Biblioteche;7
2019;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;04 - Servizi generali e tecnici;59
2019;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;20
2019;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;266
2019;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;07 - Area non individuata;17
2019;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;01 - Dirigenza amministrativa;247
2019;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;02 - Amministrativa ed Amministrativa-gestionale;6936
2019;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;03 - Biblioteche;853
2019;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;04 - Servizi generali e tecnici;2358
2019;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;1154
2019;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;9583
2019;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;07 - Area non individuata;33
2020;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;01 - Dirigenza amministrativa;177
2020;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;01 - Dirigenza amministrativa;46
2020;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;01 - Dirigenza amministrativa;245
2020;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;01 - Dirigenza amministrativa;27
2020;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;02 - Amministrativa ed Amministrativa-gestionale;979
2020;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;02 - Amministrativa ed Amministrativa-gestionale;19364
2020;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;02 - Amministrativa ed Amministrativa-gestionale;281
2020;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;02 - Amministrativa ed Amministrativa-gestionale;6943
2020;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;03 - Biblioteche;13
2020;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;03 - Biblioteche;2051
2020;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;03 - Biblioteche;2
2020;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;03 - Biblioteche;821
2020;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;04 - Servizi generali e tecnici;38
2020;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;04 - Servizi generali e tecnici;1417
2020;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;04 - Servizi generali e tecnici;2281
2020;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;04 - Servizi generali e tecnici;31
2020;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;89
2020;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;2076
2020;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;41
2020;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;1108
2020;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;252
2020;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;5838
2020;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;252
2020;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;9364
2020;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;07 - Area non individuata;33
2020;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;07 - Area non individuata;17
2020;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;07 - Area non individuata;32
2020;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;07 - Area non individuata;19
2021;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;01 - Dirigenza amministrativa;187
2021;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;01 - Dirigenza amministrativa;55
2021;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;01 - Dirigenza amministrativa;248
2021;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;01 - Dirigenza amministrativa;30
2021;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;02 - Amministrativa ed Amministrativa-gestionale;1143
2021;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;02 - Amministrativa ed Amministrativa-gestionale;19588
2021;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;02 - Amministrativa ed Amministrativa-gestionale;314
2021;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;02 - Amministrativa ed Amministrativa-gestionale;7014
2021;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;03 - Biblioteche;19
2021;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;03 - Biblioteche;1923
2021;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;03 - Biblioteche;12
2021;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;03 - Biblioteche;769
2021;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;04 - Servizi generali e tecnici;50
2021;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;04 - Servizi generali e tecnici;1306
2021;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;04 - Servizi generali e tecnici;2173
2021;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;04 - Servizi generali e tecnici;33
2021;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;84
2021;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;1943
2021;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;34
2021;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;1016
2021;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;252
2021;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;5871
2021;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;259
2021;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;9207
2021;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;07 - Area non individuata;54
2021;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;07 - Area non individuata;44
2021;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;07 - Area non individuata;54
2021;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;07 - Area non individuata;20
2022;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;01 - Dirigenza amministrativa;180
2022;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;01 - Dirigenza amministrativa;52
2022;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;01 - Dirigenza amministrativa;244
2022;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;01 - Dirigenza amministrativa;29
2022;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;02 - Amministrativa ed Amministrativa-gestionale;1209
2022;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;02 - Amministrativa ed Amministrativa-gestionale;20282
2022;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;02 - Amministrativa ed Amministrativa-gestionale;367
2022;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;02 - Amministrativa ed Amministrativa-gestionale;7225
2022;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;03 - Biblioteche;23
2022;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;03 - Biblioteche;1943
2022;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;03 - Biblioteche;8
2022;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;03 - Biblioteche;757
2022;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;04 - Servizi generali e tecnici;51
2022;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;04 - Servizi generali e tecnici;1263
2022;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;04 - Servizi generali e tecnici;2109
2022;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;04 - Servizi generali e tecnici;31
2022;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;6
2022;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;1359
2022;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;4
2022;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;758
2022;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;209
2022;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;5940
2022;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;219
2022;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;9171
2022;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;07 - Area non individuata;34
2022;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;07 - Area non individuata;28
2022;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;07 - Area non individuata;33
2022;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;07 - Area non individuata;13
2023;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;01 - Dirigenza amministrativa;188
2023;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;01 - Dirigenza amministrativa;53
2023;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;01 - Dirigenza amministrativa;263
2023;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;01 - Dirigenza amministrativa;33
2023;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;02 - Amministrativa ed Amministrativa-gestionale;1340
2023;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;02 - Amministrativa ed Amministrativa-gestionale;21255
2023;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;02 - Amministrativa ed Amministrativa-gestionale;493
2023;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;02 - Amministrativa ed Amministrativa-gestionale;7660
2023;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;03 - Biblioteche;21
2023;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;03 - Biblioteche;1956
2023;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;03 - Biblioteche;10
2023;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;03 - Biblioteche;769
2023;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;04 - Servizi generali e tecnici;46
2023;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;04 - Servizi generali e tecnici;1231
2023;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;04 - Servizi generali e tecnici;2068
2023;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;04 - Servizi generali e tecnici;26
2023;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;6
2023;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;1286
2023;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;2
2023;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;703
2023;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;362
2023;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;6076
2023;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;330
2023;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;9298
2023;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;07 - Area non individuata;31
2023;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;07 - Area non individuata;110
2023;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;07 - Area non individuata;42
2023;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;07 - Area non individuata;80
2024;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;01 - Dirigenza amministrativa;196
2024;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;01 - Dirigenza amministrativa;57
2024;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;01 - Dirigenza amministrativa;292
2024;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;01 - Dirigenza amministrativa;31
2024;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;02 - Amministrativa ed Amministrativa-gestionale;1202
2024;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;02 - Amministrativa ed Amministrativa-gestionale;22811
2024;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;02 - Amministrativa ed Amministrativa-gestionale;387
2024;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;02 - Amministrativa ed Amministrativa-gestionale;8285
2024;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;03 - Biblioteche;22
2024;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;03 - Biblioteche;1967
2024;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;03 - Biblioteche;9
2024;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;03 - Biblioteche;795
2024;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;04 - Servizi generali e tecnici;48
2024;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;04 - Servizi generali e tecnici;1204
2024;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;04 - Servizi generali e tecnici;2063
2024;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;04 - Servizi generali e tecnici;42
2024;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;7
2024;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;1229
2024;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;1
2024;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;634
2024;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;400
2024;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;6076
2024;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;326
2024;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;9328
2024;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;07 - Area non individuata;68
2024;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;07 - Area non individuata;173
2024;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;07 - Area non individuata;104
2024;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;07 - Area non individuata;143
