ANNO;GENERE;COD_QUALIFICA;DESC_QUALIFICA;AREA_SD;N_PERS_DR
2015;F;2PA;Professore II fascia (associato);04 - Scienze della terra;123
2015;F;2PA;Professore II fascia (associato);05 - Scienze biologiche;794
2015;M;2PA;Professore II fascia (associato);05 - Scienze biologiche;753
2015;F;2PA;Professore II fascia (associato);06 - Scienze mediche;819
2015;M;2PA;Professore II fascia (associato);06 - Scienze mediche;2280
2015;F;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;413
2015;M;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;655
2015;F;2PA;Professore II fascia (associato);08 - Ingegneria civile e Architettura;389
2015;M;2PA;Professore II fascia (associato);08 - Ingegneria civile e Architettura;959
2015;F;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;359
2015;M;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;1707
2015;F;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;1070
2015;M;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;870
2015;F;2PA;Professore II fascia (associato);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;786
2015;M;2PA;Professore II fascia (associato);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;905
2015;F;2PA;Professore II fascia (associato);12 - Scienze giuridiche;551
2015;M;2PA;Professore II fascia (associato);12 - Scienze giuridiche;850
2015;F;2PA;Professore II fascia (associato);13 - Scienze economiche e statistiche;660
2015;M;2PA;Professore II fascia (associato);13 - Scienze economiche e statistiche;1049
2015;F;2PA;Professore II fascia (associato);14 - Scienze politiche e sociali;224
2015;M;2PA;Professore II fascia (associato);14 - Scienze politiche e sociali;346
2015;F;3RTD;Ricercatore a tempo determinato L. 230/2005;01 - Scienze matematiche e informatiche;9
2015;F;3RTD;Ricercatore a tempo determinato L. 230/2005;02 - Scienze fisiche;2
2015;F;3RTD;Ricercatore a tempo determinato L. 230/2005;03 - Scienze chimiche;0
2015;F;3RTD;Ricercatore a tempo determinato L. 230/2005;04 - Scienze della terra;1
2015;F;3RTD;Ricercatore a tempo determinato L. 230/2005;05 - Scienze biologiche;12
2015;F;3RTD;Ricercatore a tempo determinato L. 230/2005;06 - Scienze mediche;16
2015;F;3RTD;Ricercatore a tempo determinato L. 230/2005;07 - Scienze agrarie e veterinarie;7
2015;F;3RTD;Ricercatore a tempo determinato L. 230/2005;08 - Ingegneria civile e Architettura;10
2015;F;3RTD;Ricercatore a tempo determinato L. 230/2005;09 - Ingegneria industriale e dell'informazione;15
2015;F;3RTD;Ricercatore a tempo determinato L. 230/2005;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;34
2015;F;3RTD;Ricercatore a tempo determinato L. 230/2005;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;46
2015;F;3RTD;Ricercatore a tempo determinato L. 230/2005;12 - Scienze giuridiche;17
2015;F;3RTD;Ricercatore a tempo determinato L. 230/2005;13 - Scienze economiche e statistiche;25
2015;F;3RTD;Ricercatore a tempo determinato L. 230/2005;14 - Scienze politiche e sociali;14
2015;M;3RTD;Ricercatore a tempo determinato L. 230/2005;01 - Scienze matematiche e informatiche;6
2015;M;3RTD;Ricercatore a tempo determinato L. 230/2005;02 - Scienze fisiche;6
2015;M;3RTD;Ricercatore a tempo determinato L. 230/2005;03 - Scienze chimiche;5
2015;M;3RTD;Ricercatore a tempo determinato L. 230/2005;04 - Scienze della terra;4
2015;M;3RTD;Ricercatore a tempo determinato L. 230/2005;05 - Scienze biologiche;9
2015;M;3RTD;Ricercatore a tempo determinato L. 230/2005;06 - Scienze mediche;16
2015;M;3RTD;Ricercatore a tempo determinato L. 230/2005;07 - Scienze agrarie e veterinarie;11
2015;M;3RTD;Ricercatore a tempo determinato L. 230/2005;08 - Ingegneria civile e Architettura;15
2015;M;3RTD;Ricercatore a tempo determinato L. 230/2005;09 - Ingegneria industriale e dell'informazione;41
2015;M;3RTD;Ricercatore a tempo determinato L. 230/2005;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;8
2015;M;3RTD;Ricercatore a tempo determinato L. 230/2005;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;27
2015;M;3RTD;Ricercatore a tempo determinato L. 230/2005;12 - Scienze giuridiche;42
2015;M;3RTD;Ricercatore a tempo determinato L. 230/2005;13 - Scienze economiche e statistiche;32
2015;M;3RTD;Ricercatore a tempo determinato L. 230/2005;14 - Scienze politiche e sociali;15
2015;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;01 - Scienze matematiche e informatiche;41
2015;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;02 - Scienze fisiche;34
2015;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;03 - Scienze chimiche;79
2015;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;04 - Scienze della terra;14
2015;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;05 - Scienze biologiche;162
2015;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;06 - Scienze mediche;221
2015;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;07 - Scienze agrarie e veterinarie;71
2015;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;08 - Ingegneria civile e Architettura;74
2015;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;09 - Ingegneria industriale e dell'informazione;85
2015;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;131
2015;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;116
2015;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;12 - Scienze giuridiche;81
2015;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;13 - Scienze economiche e statistiche;121
2015;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;14 - Scienze politiche e sociali;50
2015;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;01 - Scienze matematiche e informatiche;84
2015;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;02 - Scienze fisiche;108
2015;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;03 - Scienze chimiche;62
2015;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;04 - Scienze della terra;31
2015;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;05 - Scienze biologiche;103
2015;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;06 - Scienze mediche;240
2015;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;07 - Scienze agrarie e veterinarie;75
2015;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;08 - Ingegneria civile e Architettura;105
2015;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;09 - Ingegneria industriale e dell'informazione;326
2015;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;102
2015;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;122
2015;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;12 - Scienze giuridiche;106
2015;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;13 - Scienze economiche e statistiche;161
2015;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;14 - Scienze politiche e sociali;61
2015;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;01 - Scienze matematiche e informatiche;13
2015;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;02 - Scienze fisiche;9
2015;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;03 - Scienze chimiche;19
2015;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;04 - Scienze della terra;5
2015;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;05 - Scienze biologiche;31
2015;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;06 - Scienze mediche;24
2015;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;07 - Scienze agrarie e veterinarie;9
2015;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;08 - Ingegneria civile e Architettura;24
2015;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;09 - Ingegneria industriale e dell'informazione;16
2015;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;39
2015;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;31
2015;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;12 - Scienze giuridiche;15
2015;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;13 - Scienze economiche e statistiche;31
2015;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;14 - Scienze politiche e sociali;5
2015;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;01 - Scienze matematiche e informatiche;20
2015;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;02 - Scienze fisiche;39
2015;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;03 - Scienze chimiche;26
2015;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;04 - Scienze della terra;12
2015;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;05 - Scienze biologiche;36
2015;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;06 - Scienze mediche;39
2015;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;07 - Scienze agrarie e veterinarie;17
2015;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;08 - Ingegneria civile e Architettura;28
2015;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;09 - Ingegneria industriale e dell'informazione;74
2015;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;29
2015;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;38
2015;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;12 - Scienze giuridiche;16
2015;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;13 - Scienze economiche e statistiche;37
2015;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;14 - Scienze politiche e sociali;22
2015;M;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;508
2015;F;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;383
2015;F;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;143
2015;M;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;400
2015;F;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;572
2015;M;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;362
2015;F;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;113
2015;M;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;225
2015;F;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;1159
2015;M;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;626
2015;F;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;1569
2015;M;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;2081
2015;F;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;491
2015;M;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;518
2015;F;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;412
2015;M;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;597
2015;F;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;282
2015;M;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;987
2015;F;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;888
2015;M;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;546
2015;F;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;696
2015;M;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;616
2015;F;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;718
2015;M;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;764
2015;F;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;588
2015;M;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;619
2015;F;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;276
2015;M;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;294
2015;M;4AR;Titolare di assegno di ricerca;01 - Scienze matematiche e informatiche;416
2015;F;4AR;Titolare di assegno di ricerca;01 - Scienze matematiche e informatiche;131
2015;F;4AR;Titolare di assegno di ricerca;02 - Scienze fisiche;226
2015;M;4AR;Titolare di assegno di ricerca;02 - Scienze fisiche;452
2015;F;4AR;Titolare di assegno di ricerca;03 - Scienze chimiche;456
2015;M;4AR;Titolare di assegno di ricerca;03 - Scienze chimiche;383
2015;F;4AR;Titolare di assegno di ricerca;04 - Scienze della terra;139
2015;M;4AR;Titolare di assegno di ricerca;04 - Scienze della terra;177
2015;F;4AR;Titolare di assegno di ricerca;05 - Scienze biologiche;1034
2015;M;4AR;Titolare di assegno di ricerca;05 - Scienze biologiche;538
2015;M;4AR;Titolare di assegno di ricerca;06 - Scienze mediche;635
2015;F;4AR;Titolare di assegno di ricerca;06 - Scienze mediche;1641
2015;M;4AR;Titolare di assegno di ricerca;07 - Scienze agrarie e veterinarie;335
2015;F;4AR;Titolare di assegno di ricerca;07 - Scienze agrarie e veterinarie;490
2015;F;4AR;Titolare di assegno di ricerca;08 - Ingegneria civile e Architettura;457
2015;M;4AR;Titolare di assegno di ricerca;08 - Ingegneria civile e Architettura;531
2015;F;4AR;Titolare di assegno di ricerca;09 - Ingegneria industriale e dell'informazione;814
2015;M;4AR;Titolare di assegno di ricerca;09 - Ingegneria industriale e dell'informazione;2104
2015;F;4AR;Titolare di assegno di ricerca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;396
2015;M;4AR;Titolare di assegno di ricerca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;261
2015;F;4AR;Titolare di assegno di ricerca;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;518
2015;M;4AR;Titolare di assegno di ricerca;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;321
2015;M;4AR;Titolare di assegno di ricerca;12 - Scienze giuridiche;259
2015;F;4AR;Titolare di assegno di ricerca;12 - Scienze giuridiche;269
2015;F;4AR;Titolare di assegno di ricerca;13 - Scienze economiche e statistiche;392
2015;M;4AR;Titolare di assegno di ricerca;13 - Scienze economiche e statistiche;312
2015;F;4AR;Titolare di assegno di ricerca;14 - Scienze politiche e sociali;187
2015;M;4AR;Titolare di assegno di ricerca;14 - Scienze politiche e sociali;164
2015;F;4AR;Titolare di assegno di ricerca;99 - Non definito;1
2015;M;4AR;Titolare di assegno di ricerca;99 - Non definito;3
2016;F;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;156
2016;M;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;651
2016;F;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;55
2016;M;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;423
2016;F;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;123
2016;M;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;418
2016;F;1PO;Professore I fascia (ordinario);04 - Scienze della terra;36
2016;M;1PO;Professore I fascia (ordinario);04 - Scienze della terra;158
2016;F;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;303
2016;M;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;637
2016;F;1PO;Professore I fascia (ordinario);06 - Scienze mediche;268
2016;M;1PO;Professore I fascia (ordinario);06 - Scienze mediche;1567
2016;F;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;119
2016;M;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;560
2016;F;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;137
2016;M;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;601
2016;F;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;123
2016;M;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;1293
2016;F;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;443
2016;M;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;609
2016;M;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;706
2016;F;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;380
2016;F;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;336
2016;M;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;1120
2016;F;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;312
2016;M;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;1100
2016;F;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;89
2016;M;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;250
2016;F;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;408
2016;M;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;723
2016;M;2PA;Professore II fascia (associato);02 - Scienze fisiche;742
2016;F;2PA;Professore II fascia (associato);02 - Scienze fisiche;202
2016;M;2PA;Professore II fascia (associato);03 - Scienze chimiche;594
2016;F;2PA;Professore II fascia (associato);03 - Scienze chimiche;535
2016;F;2PA;Professore II fascia (associato);04 - Scienze della terra;126
2016;M;2PA;Professore II fascia (associato);04 - Scienze della terra;277
2016;F;2PA;Professore II fascia (associato);05 - Scienze biologiche;815
2016;M;2PA;Professore II fascia (associato);05 - Scienze biologiche;739
2016;F;2PA;Professore II fascia (associato);06 - Scienze mediche;818
2016;M;2PA;Professore II fascia (associato);06 - Scienze mediche;2183
2016;F;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;436
2016;M;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;640
2016;M;2PA;Professore II fascia (associato);08 - Ingegneria civile e Architettura;941
2016;F;2PA;Professore II fascia (associato);08 - Ingegneria civile e Architettura;412
2016;F;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;366
2016;M;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;1691
2016;F;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;1059
2016;M;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;862
2016;F;2PA;Professore II fascia (associato);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;782
2016;M;2PA;Professore II fascia (associato);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;890
2016;F;2PA;Professore II fascia (associato);12 - Scienze giuridiche;559
2016;M;2PA;Professore II fascia (associato);12 - Scienze giuridiche;845
2016;F;2PA;Professore II fascia (associato);13 - Scienze economiche e statistiche;664
2016;M;2PA;Professore II fascia (associato);13 - Scienze economiche e statistiche;1032
2016;F;2PA;Professore II fascia (associato);14 - Scienze politiche e sociali;227
2016;M;2PA;Professore II fascia (associato);14 - Scienze politiche e sociali;355
2016;F;3RTD;Ricercatore a tempo determinato L. 230/2005;01 - Scienze matematiche e informatiche;4
2016;M;3RTD;Ricercatore a tempo determinato L. 230/2005;01 - Scienze matematiche e informatiche;4
2016;M;3RTD;Ricercatore a tempo determinato L. 230/2005;02 - Scienze fisiche;3
2016;M;3RTD;Ricercatore a tempo determinato L. 230/2005;03 - Scienze chimiche;3
2016;F;3RTD;Ricercatore a tempo determinato L. 230/2005;05 - Scienze biologiche;4
2016;M;3RTD;Ricercatore a tempo determinato L. 230/2005;05 - Scienze biologiche;4
2016;F;3RTD;Ricercatore a tempo determinato L. 230/2005;06 - Scienze mediche;5
2016;M;3RTD;Ricercatore a tempo determinato L. 230/2005;06 - Scienze mediche;10
2016;F;3RTD;Ricercatore a tempo determinato L. 230/2005;07 - Scienze agrarie e veterinarie;6
2016;M;3RTD;Ricercatore a tempo determinato L. 230/2005;07 - Scienze agrarie e veterinarie;8
2016;F;3RTD;Ricercatore a tempo determinato L. 230/2005;08 - Ingegneria civile e Architettura;3
2016;M;3RTD;Ricercatore a tempo determinato L. 230/2005;08 - Ingegneria civile e Architettura;5
2016;F;3RTD;Ricercatore a tempo determinato L. 230/2005;09 - Ingegneria industriale e dell'informazione;8
2016;M;3RTD;Ricercatore a tempo determinato L. 230/2005;09 - Ingegneria industriale e dell'informazione;13
2016;F;3RTD;Ricercatore a tempo determinato L. 230/2005;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;17
2016;M;3RTD;Ricercatore a tempo determinato L. 230/2005;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;4
2016;F;3RTD;Ricercatore a tempo determinato L. 230/2005;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;29
2016;M;3RTD;Ricercatore a tempo determinato L. 230/2005;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;13
2016;F;3RTD;Ricercatore a tempo determinato L. 230/2005;12 - Scienze giuridiche;8
2016;M;3RTD;Ricercatore a tempo determinato L. 230/2005;12 - Scienze giuridiche;19
2016;F;3RTD;Ricercatore a tempo determinato L. 230/2005;13 - Scienze economiche e statistiche;10
2016;M;3RTD;Ricercatore a tempo determinato L. 230/2005;13 - Scienze economiche e statistiche;12
2016;F;3RTD;Ricercatore a tempo determinato L. 230/2005;14 - Scienze politiche e sociali;10
2016;M;3RTD;Ricercatore a tempo determinato L. 230/2005;14 - Scienze politiche e sociali;10
2016;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;01 - Scienze matematiche e informatiche;41
2016;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;01 - Scienze matematiche e informatiche;112
2016;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;02 - Scienze fisiche;27
2016;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;02 - Scienze fisiche;115
2016;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;03 - Scienze chimiche;92
2016;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;03 - Scienze chimiche;62
2016;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;04 - Scienze della terra;15
2016;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;04 - Scienze della terra;36
2016;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;05 - Scienze biologiche;154
2016;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;05 - Scienze biologiche;103
2016;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;06 - Scienze mediche;265
2016;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;06 - Scienze mediche;290
2016;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;07 - Scienze agrarie e veterinarie;86
2016;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;07 - Scienze agrarie e veterinarie;87
2016;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;08 - Ingegneria civile e Architettura;98
2016;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;08 - Ingegneria civile e Architettura;122
2016;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;09 - Ingegneria industriale e dell'informazione;91
2016;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;09 - Ingegneria industriale e dell'informazione;384
2016;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;115
2016;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;105
2016;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;126
2016;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;113
2016;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;12 - Scienze giuridiche;85
2016;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;12 - Scienze giuridiche;120
2016;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;13 - Scienze economiche e statistiche;130
2016;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;13 - Scienze economiche e statistiche;160
2016;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;14 - Scienze politiche e sociali;58
2016;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;14 - Scienze politiche e sociali;62
2016;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;01 - Scienze matematiche e informatiche;35
2016;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;01 - Scienze matematiche e informatiche;68
2016;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;02 - Scienze fisiche;23
2016;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;02 - Scienze fisiche;91
2016;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;03 - Scienze chimiche;43
2016;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;03 - Scienze chimiche;64
2016;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;04 - Scienze della terra;12
2016;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;04 - Scienze della terra;24
2016;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;05 - Scienze biologiche;94
2016;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;05 - Scienze biologiche;100
2016;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;06 - Scienze mediche;87
2016;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;06 - Scienze mediche;116
2016;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;07 - Scienze agrarie e veterinarie;33
2016;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;07 - Scienze agrarie e veterinarie;49
2016;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;08 - Ingegneria civile e Architettura;57
2016;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;08 - Ingegneria civile e Architettura;69
2016;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;09 - Ingegneria industriale e dell'informazione;37
2016;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;09 - Ingegneria industriale e dell'informazione;169
2016;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;115
2016;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;84
2016;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;81
