AnnoA;CorsoTIPO;ClasseNUMERO;ClasseNOME;Diploma_tipo;SESSO;Imm
2018/2019;Laurea - dm 270/04;L-1;Beni culturali;Diploma in indirizzo tecnico;M;286
2018/2019;Laurea - dm 270/04;L-10;Lettere;Altro diploma;F;129
2018/2019;Laurea - dm 270/04;L-10;Lettere;Diploma di liceo artistico;F;155
2018/2019;Laurea - dm 270/04;L-10;Lettere;Diploma di liceo classico;F;1879
2018/2019;Laurea - dm 270/04;L-10;Lettere;Diploma di liceo delle scienze umane;F;1078
2018/2019;Laurea - dm 270/04;L-10;Lettere;Diploma di liceo linguistico;F;649
2018/2019;Laurea - dm 270/04;L-10;Lettere;Diploma di liceo musicale e coreutico;F;23
2018/2019;Laurea - dm 270/04;L-10;Lettere;Diploma di liceo scientifico;F;1173
2018/2019;Laurea - dm 270/04;L-10;Lettere;Diploma in indirizzo professionale;F;229
2018/2019;Laurea - dm 270/04;L-10;Lettere;Diploma in indirizzo tecnico;F;495
2018/2019;Laurea - dm 270/04;L-10;Lettere;Altro diploma;M;69
2018/2019;Laurea - dm 270/04;L-10;Lettere;Diploma di liceo artistico;M;37
2018/2019;Laurea - dm 270/04;L-10;Lettere;Diploma di liceo classico;M;584
2018/2019;Laurea - dm 270/04;L-10;Lettere;Diploma di liceo delle scienze umane;M;168
2018/2019;Laurea - dm 270/04;L-10;Lettere;Diploma di liceo linguistico;M;113
2018/2019;Laurea - dm 270/04;L-10;Lettere;Diploma di liceo musicale e coreutico;M;7
2018/2019;Laurea - dm 270/04;L-10;Lettere;Diploma di liceo scientifico;M;627
2018/2019;Laurea - dm 270/04;L-10;Lettere;Diploma in indirizzo professionale;M;117
2018/2019;Laurea - dm 270/04;L-10;Lettere;Diploma in indirizzo tecnico;M;359
2018/2019;Laurea - dm 270/04;L-11;Lingue e culture moderne;Altro diploma;F;461
2018/2019;Laurea - dm 270/04;L-11;Lingue e culture moderne;Diploma di liceo artistico;F;153
2018/2019;Laurea - dm 270/04;L-11;Lingue e culture moderne;Diploma di liceo classico;F;951
2018/2019;Laurea - dm 270/04;L-11;Lingue e culture moderne;Diploma di liceo delle scienze umane;F;888
2018/2019;Laurea - dm 270/04;L-11;Lingue e culture moderne;Diploma di liceo linguistico;F;3693
2018/2019;Laurea - dm 270/04;L-11;Lingue e culture moderne;Diploma di liceo musicale e coreutico;F;17
2018/2019;Laurea - dm 270/04;L-11;Lingue e culture moderne;Diploma di liceo scientifico;F;1179
2018/2019;Laurea - dm 270/04;L-11;Lingue e culture moderne;Diploma in indirizzo professionale;F;712
2018/2019;Laurea - dm 270/04;L-11;Lingue e culture moderne;Diploma in indirizzo tecnico;F;1718
2018/2019;Laurea - dm 270/04;L-11;Lingue e culture moderne;Altro diploma;M;194
2018/2019;Laurea - dm 270/04;L-11;Lingue e culture moderne;Diploma di liceo artistico;M;27
2018/2019;Laurea - dm 270/04;L-11;Lingue e culture moderne;Diploma di liceo classico;M;175
2018/2019;Laurea - dm 270/04;L-11;Lingue e culture moderne;Diploma di liceo delle scienze umane;M;111
2018/2019;Laurea - dm 270/04;L-11;Lingue e culture moderne;Diploma di liceo linguistico;M;499
2018/2019;Laurea - dm 270/04;L-11;Lingue e culture moderne;Diploma di liceo musicale e coreutico;M;1
2018/2019;Laurea - dm 270/04;L-11;Lingue e culture moderne;Diploma di liceo scientifico;M;422
2018/2019;Laurea - dm 270/04;L-11;Lingue e culture moderne;Diploma in indirizzo professionale;M;223
2018/2019;Laurea - dm 270/04;L-11;Lingue e culture moderne;Diploma in indirizzo tecnico;M;573
2018/2019;Laurea - dm 270/04;L-12;Mediazione linguistica;Altro diploma;F;205
2018/2019;Laurea - dm 270/04;L-12;Mediazione linguistica;Diploma di liceo artistico;F;95
2018/2019;Laurea - dm 270/04;L-12;Mediazione linguistica;Diploma di liceo classico;F;578
2018/2019;Laurea - dm 270/04;L-12;Mediazione linguistica;Diploma di liceo delle scienze umane;F;470
2018/2019;Laurea - dm 270/04;L-12;Mediazione linguistica;Diploma di liceo linguistico;F;3563
2018/2019;Laurea - dm 270/04;L-12;Mediazione linguistica;Diploma di liceo musicale e coreutico;F;10
2018/2019;Laurea - dm 270/04;L-12;Mediazione linguistica;Diploma di liceo scientifico;F;823
2018/2019;Laurea - dm 270/04;L-12;Mediazione linguistica;Diploma in indirizzo professionale;F;428
2018/2019;Laurea - dm 270/04;L-12;Mediazione linguistica;Diploma in indirizzo tecnico;F;1218
2018/2019;Laurea - dm 270/04;L-12;Mediazione linguistica;Altro diploma;M;98
2018/2019;Laurea - dm 270/04;L-12;Mediazione linguistica;Diploma di liceo artistico;M;14
2018/2019;Laurea - dm 270/04;L-12;Mediazione linguistica;Diploma di liceo classico;M;101
2018/2019;Laurea - dm 270/04;L-12;Mediazione linguistica;Diploma di liceo delle scienze umane;M;58
2018/2019;Laurea - dm 270/04;L-12;Mediazione linguistica;Diploma di liceo linguistico;M;444
2018/2019;Laurea - dm 270/04;L-12;Mediazione linguistica;Diploma di liceo musicale e coreutico;M;1
2018/2019;Laurea - dm 270/04;L-12;Mediazione linguistica;Diploma di liceo scientifico;M;254
2018/2019;Laurea - dm 270/04;L-12;Mediazione linguistica;Diploma in indirizzo professionale;M;119
2018/2019;Laurea - dm 270/04;L-12;Mediazione linguistica;Diploma in indirizzo tecnico;M;389
2018/2019;Laurea - dm 270/04;L-13;Scienze biologiche;Altro diploma;F;94
2018/2019;Laurea - dm 270/04;L-13;Scienze biologiche;Diploma di liceo artistico;F;40
2018/2019;Laurea - dm 270/04;L-13;Scienze biologiche;Diploma di liceo classico;F;1090
2018/2019;Laurea - dm 270/04;L-13;Scienze biologiche;Diploma di liceo delle scienze umane;F;533
2018/2019;Laurea - dm 270/04;L-13;Scienze biologiche;Diploma di liceo linguistico;F;573
2018/2019;Laurea - dm 270/04;L-13;Scienze biologiche;Diploma di liceo musicale e coreutico;F;7
2018/2019;Laurea - dm 270/04;L-13;Scienze biologiche;Diploma di liceo scientifico;F;3095
2018/2019;Laurea - dm 270/04;L-13;Scienze biologiche;Diploma in indirizzo professionale;F;367
2018/2019;Laurea - dm 270/04;L-13;Scienze biologiche;Diploma in indirizzo tecnico;F;607
2018/2019;Laurea - dm 270/04;L-13;Scienze biologiche;Altro diploma;M;46
2018/2019;Laurea - dm 270/04;L-13;Scienze biologiche;Diploma di liceo artistico;M;10
2018/2019;Laurea - dm 270/04;L-13;Scienze biologiche;Diploma di liceo classico;M;238
2018/2019;Laurea - dm 270/04;L-13;Scienze biologiche;Diploma di liceo delle scienze umane;M;49
2018/2019;Laurea - dm 270/04;L-13;Scienze biologiche;Diploma di liceo linguistico;M;63
2018/2019;Laurea - dm 270/04;L-13;Scienze biologiche;Diploma di liceo musicale e coreutico;M;2
2018/2019;Laurea - dm 270/04;L-13;Scienze biologiche;Diploma di liceo scientifico;M;1530
2018/2019;Laurea - dm 270/04;L-13;Scienze biologiche;Diploma in indirizzo professionale;M;235
2018/2019;Laurea - dm 270/04;L-13;Scienze biologiche;Diploma in indirizzo tecnico;M;465
2018/2019;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;Altro diploma;F;168
2018/2019;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;Diploma di liceo artistico;F;28
2018/2019;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;Diploma di liceo classico;F;142
2018/2019;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;Diploma di liceo delle scienze umane;F;412
2018/2019;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;Diploma di liceo linguistico;F;245
2018/2019;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;Diploma di liceo musicale e coreutico;F;4
2018/2019;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;Diploma di liceo scientifico;F;276
2018/2019;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;Diploma in indirizzo professionale;F;235
2018/2019;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;Diploma in indirizzo tecnico;F;886
2018/2019;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;Altro diploma;M;126
2018/2019;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;Diploma di liceo artistico;M;8
2018/2019;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;Diploma di liceo classico;M;82
2018/2019;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;Diploma di liceo delle scienze umane;M;87
2018/2019;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;Diploma di liceo linguistico;M;39
2018/2019;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;Diploma di liceo musicale e coreutico;M;1
2018/2019;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;Diploma di liceo scientifico;M;358
2018/2019;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;Diploma in indirizzo professionale;M;151
2018/2019;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;Diploma in indirizzo tecnico;M;805
2018/2019;Laurea - dm 270/04;L-15;Scienze del turismo;Altro diploma;F;101
2018/2019;Laurea - dm 270/04;L-15;Scienze del turismo;Diploma di liceo artistico;F;36
2018/2019;Laurea - dm 270/04;L-15;Scienze del turismo;Diploma di liceo classico;F;56
2018/2019;Laurea - dm 270/04;L-15;Scienze del turismo;Diploma di liceo delle scienze umane;F;134
2018/2019;Laurea - dm 270/04;L-15;Scienze del turismo;Diploma di liceo linguistico;F;468
2018/2019;Laurea - dm 270/04;L-15;Scienze del turismo;Diploma di liceo musicale e coreutico;F;1
2018/2019;Laurea - dm 270/04;L-15;Scienze del turismo;Diploma di liceo scientifico;F;87
2018/2019;Laurea - dm 270/04;L-15;Scienze del turismo;Diploma in indirizzo professionale;F;298
2018/2019;Laurea - dm 270/04;L-15;Scienze del turismo;Diploma in indirizzo tecnico;F;703
2018/2019;Laurea - dm 270/04;L-15;Scienze del turismo;Altro diploma;M;58
2018/2019;Laurea - dm 270/04;L-15;Scienze del turismo;Diploma di liceo artistico;M;7
2018/2019;Laurea - dm 270/04;L-15;Scienze del turismo;Diploma di liceo classico;M;26
2018/2019;Laurea - dm 270/04;L-15;Scienze del turismo;Diploma di liceo delle scienze umane;M;15
2018/2019;Laurea - dm 270/04;L-15;Scienze del turismo;Diploma di liceo linguistico;M;101
2018/2019;Laurea - dm 270/04;L-15;Scienze del turismo;Diploma di liceo scientifico;M;97
2018/2019;Laurea - dm 270/04;L-15;Scienze del turismo;Diploma in indirizzo professionale;M;159
2018/2019;Laurea - dm 270/04;L-15;Scienze del turismo;Diploma in indirizzo tecnico;M;278
2018/2019;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;Altro diploma;F;70
2018/2019;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;Diploma di liceo artistico;F;7
2018/2019;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;Diploma di liceo classico;F;57
2018/2019;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;Diploma di liceo delle scienze umane;F;185
2018/2019;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;Diploma di liceo linguistico;F;106
2018/2019;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;Diploma di liceo scientifico;F;134
2018/2019;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;Diploma in indirizzo professionale;F;74
2018/2019;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;Diploma in indirizzo tecnico;F;315
2018/2019;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;Altro diploma;M;35
2018/2019;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;Diploma di liceo artistico;M;4
2018/2019;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;Diploma di liceo classico;M;37
2018/2019;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;Diploma di liceo delle scienze umane;M;49
2018/2019;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;Diploma di liceo linguistico;M;23
2018/2019;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;Diploma di liceo musicale e coreutico;M;2
2018/2019;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;Diploma di liceo scientifico;M;169
2018/2019;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;Diploma in indirizzo professionale;M;76
2018/2019;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;Diploma in indirizzo tecnico;M;319
2018/2019;Laurea - dm 270/04;L-17;Scienze dell'architettura;Altro diploma;F;120
2018/2019;Laurea - dm 270/04;L-17;Scienze dell'architettura;Diploma di liceo artistico;F;226
2018/2019;Laurea - dm 270/04;L-17;Scienze dell'architettura;Diploma di liceo classico;F;155
2018/2019;Laurea - dm 270/04;L-17;Scienze dell'architettura;Diploma di liceo delle scienze umane;F;33
2018/2019;Laurea - dm 270/04;L-17;Scienze dell'architettura;Diploma di liceo linguistico;F;75
2018/2019;Laurea - dm 270/04;L-17;Scienze dell'architettura;Diploma di liceo scientifico;F;404
2018/2019;Laurea - dm 270/04;L-17;Scienze dell'architettura;Diploma in indirizzo professionale;F;10
2018/2019;Laurea - dm 270/04;L-17;Scienze dell'architettura;Diploma in indirizzo tecnico;F;213
2018/2019;Laurea - dm 270/04;L-17;Scienze dell'architettura;Altro diploma;M;76
2018/2019;Laurea - dm 270/04;L-17;Scienze dell'architettura;Diploma di liceo artistico;M;121
2018/2019;Laurea - dm 270/04;L-17;Scienze dell'architettura;Diploma di liceo classico;M;49
2018/2019;Laurea - dm 270/04;L-17;Scienze dell'architettura;Diploma di liceo delle scienze umane;M;6
2018/2019;Laurea - dm 270/04;L-17;Scienze dell'architettura;Diploma di liceo linguistico;M;5
2018/2019;Laurea - dm 270/04;L-17;Scienze dell'architettura;Diploma di liceo scientifico;M;258
2018/2019;Laurea - dm 270/04;L-17;Scienze dell'architettura;Diploma in indirizzo professionale;M;13
2018/2019;Laurea - dm 270/04;L-17;Scienze dell'architettura;Diploma in indirizzo tecnico;M;368
2018/2019;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;Altro diploma;F;987
2018/2019;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;Diploma di liceo artistico;F;64
2018/2019;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;Diploma di liceo classico;F;1414
2018/2019;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;Diploma di liceo delle scienze umane;F;878
2018/2019;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;Diploma di liceo linguistico;F;1521
2018/2019;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;Diploma di liceo musicale e coreutico;F;8
2018/2019;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;Diploma di liceo scientifico;F;3405
2018/2019;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;Diploma in indirizzo professionale;F;951
2018/2019;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;Diploma in indirizzo tecnico;F;4948
2018/2019;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;Altro diploma;M;1157
2018/2019;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;Diploma di liceo artistico;M;51
2018/2019;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;Diploma di liceo classico;M;1078
2018/2019;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;Diploma di liceo delle scienze umane;M;432
2018/2019;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;Diploma di liceo linguistico;M;573
2018/2019;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;Diploma di liceo musicale e coreutico;M;8
2018/2019;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;Diploma di liceo scientifico;M;7386
2018/2019;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;Diploma in indirizzo professionale;M;996
2018/2019;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;Diploma in indirizzo tecnico;M;6566
2018/2019;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;Altro diploma;F;381
2018/2019;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;Diploma di liceo artistico;F;229
2018/2019;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;Diploma di liceo classico;F;555
2018/2019;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;Diploma di liceo delle scienze umane;F;3684
2018/2019;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;Diploma di liceo linguistico;F;709
2018/2019;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;Diploma di liceo musicale e coreutico;F;17
2018/2019;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;Diploma di liceo scientifico;F;1167
2018/2019;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;Diploma in indirizzo professionale;F;1866
2018/2019;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;Diploma in indirizzo tecnico;F;1751
2018/2019;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;Altro diploma;M;47
2018/2019;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;Diploma di liceo artistico;M;11
2018/2019;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;Diploma di liceo classico;M;49
2018/2019;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;Diploma di liceo delle scienze umane;M;149
2018/2019;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;Diploma di liceo linguistico;M;23
2018/2019;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;Diploma di liceo musicale e coreutico;M;3
2018/2019;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;Diploma di liceo scientifico;M;130
2018/2019;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;Diploma in indirizzo professionale;M;209
2018/2019;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;Diploma in indirizzo tecnico;M;341
2018/2019;Laurea - dm 270/04;L-2;Biotecnologie;Altro diploma;F;101
2018/2019;Laurea - dm 270/04;L-2;Biotecnologie;Diploma di liceo artistico;F;31
2018/2019;Laurea - dm 270/04;L-2;Biotecnologie;Diploma di liceo classico;F;945
2018/2019;Laurea - dm 270/04;L-2;Biotecnologie;Diploma di liceo delle scienze umane;F;392
2018/2019;Laurea - dm 270/04;L-2;Biotecnologie;Diploma di liceo linguistico;F;368
2018/2019;Laurea - dm 270/04;L-2;Biotecnologie;Diploma di liceo musicale e coreutico;F;1
2018/2019;Laurea - dm 270/04;L-2;Biotecnologie;Diploma di liceo scientifico;F;2619
2018/2019;Laurea - dm 270/04;L-2;Biotecnologie;Diploma in indirizzo professionale;F;140
2018/2019;Laurea - dm 270/04;L-2;Biotecnologie;Diploma in indirizzo tecnico;F;400
2018/2019;Laurea - dm 270/04;L-2;Biotecnologie;Altro diploma;M;64
2018/2019;Laurea - dm 270/04;L-2;Biotecnologie;Diploma di liceo artistico;M;2
2018/2019;Laurea - dm 270/04;L-2;Biotecnologie;Diploma di liceo classico;M;262
2018/2019;Laurea - dm 270/04;L-2;Biotecnologie;Diploma di liceo delle scienze umane;M;39
2018/2019;Laurea - dm 270/04;L-2;Biotecnologie;Diploma di liceo linguistico;M;58
2018/2019;Laurea - dm 270/04;L-2;Biotecnologie;Diploma di liceo scientifico;M;1545
2018/2019;Laurea - dm 270/04;L-2;Biotecnologie;Diploma in indirizzo professionale;M;98
2018/2019;Laurea - dm 270/04;L-2;Biotecnologie;Diploma in indirizzo tecnico;M;380
2018/2019;Laurea - dm 270/04;L-20;Scienze della comunicazione;Altro diploma;F;265
2018/2019;Laurea - dm 270/04;L-20;Scienze della comunicazione;Diploma di liceo artistico;F;291
2018/2019;Laurea - dm 270/04;L-20;Scienze della comunicazione;Diploma di liceo classico;F;602
2018/2019;Laurea - dm 270/04;L-20;Scienze della comunicazione;Diploma di liceo delle scienze umane;F;1237
2018/2019;Laurea - dm 270/04;L-20;Scienze della comunicazione;Diploma di liceo linguistico;F;1611
2018/2019;Laurea - dm 270/04;L-20;Scienze della comunicazione;Diploma di liceo musicale e coreutico;F;10
2018/2019;Laurea - dm 270/04;L-20;Scienze della comunicazione;Diploma di liceo scientifico;F;902
2018/2019;Laurea - dm 270/04;L-20;Scienze della comunicazione;Diploma in indirizzo professionale;F;625
2018/2019;Laurea - dm 270/04;L-20;Scienze della comunicazione;Diploma in indirizzo tecnico;F;1433
2018/2019;Laurea - dm 270/04;L-20;Scienze della comunicazione;Altro diploma;M;179
2018/2019;Laurea - dm 270/04;L-20;Scienze della comunicazione;Diploma di liceo artistico;M;87
2018/2019;Laurea - dm 270/04;L-20;Scienze della comunicazione;Diploma di liceo classico;M;221
2018/2019;Laurea - dm 270/04;L-20;Scienze della comunicazione;Diploma di liceo delle scienze umane;M;304
2018/2019;Laurea - dm 270/04;L-20;Scienze della comunicazione;Diploma di liceo linguistico;M;343
2018/2019;Laurea - dm 270/04;L-20;Scienze della comunicazione;Diploma di liceo musicale e coreutico;M;5
2018/2019;Laurea - dm 270/04;L-20;Scienze della comunicazione;Diploma di liceo scientifico;M;844
2018/2019;Laurea - dm 270/04;L-20;Scienze della comunicazione;Diploma in indirizzo professionale;M;341
2018/2019;Laurea - dm 270/04;L-20;Scienze della comunicazione;Diploma in indirizzo tecnico;M;1274
2018/2019;Laurea - dm 270/04;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;Altro diploma;F;14
2018/2019;Laurea - dm 270/04;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;Diploma di liceo artistico;F;31
2018/2019;Laurea - dm 270/04;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;Diploma di liceo classico;F;13
2018/2019;Laurea - dm 270/04;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;Diploma di liceo delle scienze umane;F;3
2018/2019;Laurea - dm 270/04;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;Diploma di liceo linguistico;F;13
2018/2019;Laurea - dm 270/04;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;Diploma di liceo scientifico;F;33
2018/2019;Laurea - dm 270/04;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;Diploma in indirizzo professionale;F;8
2018/2019;Laurea - dm 270/04;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;Diploma in indirizzo tecnico;F;80
2018/2019;Laurea - dm 270/04;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;Altro diploma;M;15
2018/2019;Laurea - dm 270/04;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;Diploma di liceo artistico;M;22
2018/2019;Laurea - dm 270/04;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;Diploma di liceo classico;M;3
2018/2019;Laurea - dm 270/04;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;Diploma di liceo delle scienze umane;M;6
2018/2019;Laurea - dm 270/04;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;Diploma di liceo linguistico;M;2
2018/2019;Laurea - dm 270/04;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;Diploma di liceo scientifico;M;56
2018/2019;Laurea - dm 270/04;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;Diploma in indirizzo professionale;M;13
2018/2019;Laurea - dm 270/04;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;Diploma in indirizzo tecnico;M;128
2018/2019;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;Altro diploma;F;121
2018/2019;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;Diploma di liceo artistico;F;92
2018/2019;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;Diploma di liceo classico;F;127
2018/2019;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;Diploma di liceo delle scienze umane;F;470
2018/2019;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;Diploma di liceo linguistico;F;300
2018/2019;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;Diploma di liceo musicale e coreutico;F;11
2018/2019;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;Diploma di liceo scientifico;F;762
2018/2019;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;Diploma in indirizzo professionale;F;226
2018/2019;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;Diploma in indirizzo tecnico;F;539
2018/2019;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;Altro diploma;M;382
2018/2019;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;Diploma di liceo artistico;M;65
2018/2019;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;Diploma di liceo classico;M;192
2018/2019;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;Diploma di liceo delle scienze umane;M;261
2018/2019;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;Diploma di liceo linguistico;M;213
2018/2019;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;Diploma di liceo musicale e coreutico;M;4
2018/2019;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;Diploma di liceo scientifico;M;2304
2018/2019;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;Diploma in indirizzo professionale;M;759
2018/2019;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;Diploma in indirizzo tecnico;M;2612
2018/2019;Laurea - dm 270/04;L-23;Scienze e tecniche dell'edilizia;Altro diploma;F;30
2018/2019;Laurea - dm 270/04;L-23;Scienze e tecniche dell'edilizia;Diploma di liceo artistico;F;23
2018/2019;Laurea - dm 270/04;L-23;Scienze e tecniche dell'edilizia;Diploma di liceo classico;F;32
2018/2019;Laurea - dm 270/04;L-23;Scienze e tecniche dell'edilizia;Diploma di liceo delle scienze umane;F;7
2018/2019;Laurea - dm 270/04;L-23;Scienze e tecniche dell'edilizia;Diploma di liceo linguistico;F;21
2018/2019;Laurea - dm 270/04;L-23;Scienze e tecniche dell'edilizia;Diploma di liceo musicale e coreutico;F;1
2018/2019;Laurea - dm 270/04;L-23;Scienze e tecniche dell'edilizia;Diploma di liceo scientifico;F;162
2018/2019;Laurea - dm 270/04;L-23;Scienze e tecniche dell'edilizia;Diploma in indirizzo professionale;F;3
2018/2019;Laurea - dm 270/04;L-23;Scienze e tecniche dell'edilizia;Diploma in indirizzo tecnico;F;94
2018/2019;Laurea - dm 270/04;L-23;Scienze e tecniche dell'edilizia;Altro diploma;M;62
2018/2019;Laurea - dm 270/04;L-23;Scienze e tecniche dell'edilizia;Diploma di liceo artistico;M;16
2018/2019;Laurea - dm 270/04;L-23;Scienze e tecniche dell'edilizia;Diploma di liceo classico;M;12
2018/2019;Laurea - dm 270/04;L-23;Scienze e tecniche dell'edilizia;Diploma di liceo delle scienze umane;M;2
2018/2019;Laurea - dm 270/04;L-23;Scienze e tecniche dell'edilizia;Diploma di liceo linguistico;M;2
2018/2019;Laurea - dm 270/04;L-23;Scienze e tecniche dell'edilizia;Diploma di liceo scientifico;M;186
2018/2019;Laurea - dm 270/04;L-23;Scienze e tecniche dell'edilizia;Diploma in indirizzo professionale;M;16
2018/2019;Laurea - dm 270/04;L-23;Scienze e tecniche dell'edilizia;Diploma in indirizzo tecnico;M;288
