AnnoA;AteneoCOD;AteneoNOME;ClasseNUMERO;CorsoNOME;SedeC;CODIstatProv;Isc
2019/2020;7201;Bari;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);BARI;72;8
2019/2020;7201;Bari;L/SNT3;Tecniche Ortopediche (Abilitante alla Professione Sanitaria di Tecnico Ortopedico);BARI;72;9
2019/2020;7201;Bari;L/SNT4;Assistenza Sanitaria (Abilitante alla Professione Sanitaria di Assistente Sanitario);BARI;72;19
2019/2020;7201;Bari;L/SNT4;Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro);BARI;72;13
2019/2020;7201;Bari;L/SNT4;Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro);TARANTO;73;11
2019/2020;7201;Bari;L-1;Scienze dei Beni Culturali;BARI;72;145
2019/2020;7201;Bari;L-10;Lettere;BARI;72;454
2019/2020;7201;Bari;L-11;Lingue, Culture e Letterature Moderne;BARI;72;143
2019/2020;7201;Bari;L-12;Lingue e Culture per il Turismo e la Mediazione Internazionale;BARI;72;731
2019/2020;7201;Bari;L-13;Scienze Biologiche;BARI;72;177
2019/2020;7201;Bari;L-14;Consulente del Lavoro e Operatore di Impresa;BARI;72;50
2019/2020;7201;Bari;L-14;Scienze dei Servizi Giuridici;BARI;72;70
2019/2020;7201;Bari;L-14;Scienze Giuridiche per l'Immigrazione, i Diritti Umani e l'Interculturalità;TARANTO;73;19
2019/2020;7201;Bari;L-16;Scienze Politiche, Economiche e Amministrative;BARI;72;81
2019/2020;7201;Bari;L-18;Economia Aziendale;BARI;72;173
2019/2020;7201;Bari;L-18;Economia Aziendale;BRINDISI;74;57
2019/2020;7201;Bari;L-18;Economia e Amministrazione delle Aziende;TARANTO;73;174
2019/2020;7201;Bari;L-18;Marketing e Comunicazione d'Azienda;BARI;72;434
2019/2020;7201;Bari;L-19;Scienze dell'Educazione e della Formazione;BARI;72;235
2019/2020;7201;Bari;L-2;Biotecnologie Industriali e Agro-Alimentari;BARI;72;92
2019/2020;7201;Bari;L-2;Biotecnologie Mediche e Farmaceutiche;BARI;72;70
2019/2020;7201;Bari;L-20;Scienze della Comunicazione;BARI;72;212
2019/2020;7201;Bari;L-22;Scienze delle Attività Motorie e Sportive;BARI;72;153
2019/2020;7201;Bari;L-24;Scienze e Tecniche Psicologiche;BARI;72;236
2019/2020;7201;Bari;L-25;Scienze e Tecnologie Agrarie;BARI;72;110
2019/2020;7201;Bari;L-25;Scienze e Tecnologie del Territorio e dell'Ambiente Agro-Forestale;BARI;72;5
2019/2020;7201;Bari;L-26;Scienze e Tecnologie Alimentari;BARI;72;92
2019/2020;7201;Bari;L-27;Chimica;BARI;72;75
2019/2020;7201;Bari;L-28;Scienze e Gestione delle Attivita' Marittime;TARANTO;73;223
2019/2020;7201;Bari;L-29;Scienze e Tecnologie Erboristiche e dei Prodotti per la Salute;BARI;72;41
2019/2020;7201;Bari;L-30;Fisica;BARI;72;94
2019/2020;7201;Bari;L-30;Scienza e Tecnologia dei Materiali;BARI;72;16
2019/2020;7201;Bari;L-31;Informatica;BARI;72;316
2019/2020;7201;Bari;L-31;Informatica e Comunicazione Digitale;TARANTO;73;85
2019/2020;7201;Bari;L-31;Informatica e Tecnologie per la Produzione del Software;BARI;72;247
2019/2020;7201;Bari;L-32;Scienze Ambientali;TARANTO;73;18
2019/2020;7201;Bari;L-32;Scienze della Natura;BARI;72;113
2019/2020;7201;Bari;L-33;Economia e Commercio;BARI;72;366
2019/2020;7201;Bari;L-34;Scienze Geologiche;BARI;72;22
2019/2020;7201;Bari;L-35;Matematica;BARI;72;96
2019/2020;7201;Bari;L-36;Scienze Politiche;BARI;72;151
2019/2020;7201;Bari;L-38;Scienze Animali;VALENZANO;72;107
2019/2020;7201;Bari;L-39;Scienze del Servizio Sociale;BARI;72;386
2019/2020;7201;Bari;L-41;Scienze Statistiche;BARI;72;28
2019/2020;7201;Bari;L-42;Storia e Scienze Sociali;BARI;72;57
2019/2020;7201;Bari;L-5;Filosofia;BARI;72;103
2019/2020;7201;Bari;LM/DS;Scienze Strategiche Marittimo-Portuali;TARANTO;73;12
2019/2020;7201;Bari;LM/SNT1;Scienze Infermieristiche e Ostetriche;BARI;72;24
2019/2020;7201;Bari;LM/SNT2;Scienze Riabilitative delle Professioni Sanitarie;BARI;72;19
2019/2020;7201;Bari;LM/SNT3;Scienze delle Professioni Sanitarie Tecniche Diagnostiche;BARI;72;19
2019/2020;7201;Bari;LM/SNT4;Scienze delle Professioni Sanitarie della Prevenzione;BARI;72;17
2019/2020;7201;Bari;LM-13;Chimica e Tecnologia Farmaceutiche;BARI;72;91
2019/2020;7201;Bari;LM-13;Farmacia;BARI;72;241
2019/2020;7201;Bari;LM-14;Filologia Moderna;BARI;72;151
2019/2020;7201;Bari;LM-15;Filologia, Letterature e Storia dell'Antichita';BARI;72;26
2019/2020;7201;Bari;LM-17;Physics;BARI;72;11
2019/2020;7201;Bari;LM-18;Computer Science;BARI;72;37
2019/2020;7201;Bari;LM-2;Archeologia;BARI;72;12
2019/2020;7201;Bari;LM-37;Lingue e Letterature Moderne;BARI;72;48
2019/2020;7201;Bari;LM-40;Matematica;BARI;72;25
2019/2020;7201;Bari;LM-41;Medicina e Chirurgia;BARI;72;350
2019/2020;7201;Bari;LM-41;Medicina e Chirurgia;TARANTO;73;4
2019/2020;7201;Bari;LM-42;Medicina Veterinaria;VALENZANO;72;49
2019/2020;7201;Bari;LM-46;Odontoiatria e Protesi Dentaria;BARI;72;21
2019/2020;7201;Bari;LM-49;Progettazione e Management dei Sistemi Turistici e Culturali;BARI;72;62
2019/2020;7201;Bari;LM-5;Scienze Storiche e della Documentazione Storica;BARI;72;7
2019/2020;7201;Bari;LM-51;Psicologia;BARI;72;141
2019/2020;7201;Bari;LM-52;Relazioni Internazionali e Studi Europei;BARI;72;62
2019/2020;7201;Bari;LM-53;Scienza e Tecnologia dei Materiali;BARI;72;4
2019/2020;7201;Bari;LM-54;Scienze Chimiche;BARI;72;23
2019/2020;7201;Bari;LM-56;Economia e Strategie per i Mercati Internazionali;BARI;72;32
2019/2020;7201;Bari;LM-56;Economia, Finanza e Impresa;BARI;72;99
2019/2020;7201;Bari;LM-59;Scienze della Comunicazione Pubblica, Sociale e d'Impresa;BARI;72;73
2019/2020;7201;Bari;LM-6;Biologia Ambientale;BARI;72;17
2019/2020;7201;Bari;LM-6;Biologia Cellulare e Molecolare;BARI;72;13
2019/2020;7201;Bari;LM-6;Scienze Biosanitarie;BARI;72;50
2019/2020;7201;Bari;LM-60;Scienze della Natura e dell'Ambiente;BARI;72;4
2019/2020;7201;Bari;LM-61;Scienze della Nutrizione per la Salute Umana;BARI;72;26
2019/2020;7201;Bari;LM-63;Scienze delle Amministrazioni Pubbliche;BARI;72;44
2019/2020;7201;Bari;LM-65;Scienze dello Spettacolo;BARI;72;18
2019/2020;7201;Bari;LM-66;Sicurezza Informatica;TARANTO;73;38
2019/2020;7201;Bari;LM-68;Scienze e Tecniche dello Sport;BARI;72;47
2019/2020;7201;Bari;LM-68;Scienze e Tecniche dello Sport;TARANTO;73;29
2019/2020;7201;Bari;LM-69;Medicina delle Piante;BARI;72;31
2019/2020;7201;Bari;LM-69;Scienze Agro-Ambientali e Territoriali;BARI;72;30
2019/2020;7201;Bari;LM-7;Biotecnologie per la Qualità e la Sicurezza dell'Alimentazione;BARI;72;8
2019/2020;7201;Bari;LM-70;Scienze e Tecnologie Alimentari;BARI;72;49
2019/2020;7201;Bari;LM-73;Scienze Agro-Ambientali e Territoriali;BARI;72;4
2019/2020;7201;Bari;LM-74;Scienze Geologiche e Geofisiche;BARI;72;15
2019/2020;7201;Bari;LM-75;Scienze della Natura e dell'Ambiente;BARI;72;2
2019/2020;7201;Bari;LM-77;Consulenza Professionale per le Aziende;BARI;72;47
2019/2020;7201;Bari;LM-77;Economia degli Intermediari e dei Mercati Finanziari;BARI;72;61
2019/2020;7201;Bari;LM-77;Economia e Management;BARI;72;113
2019/2020;7201;Bari;LM-77;Marketing;BARI;72;28
2019/2020;7201;Bari;LM-77;Strategie d'Impresa e Management;TARANTO;73;54
2019/2020;7201;Bari;LM-78;Scienze Filosofiche;BARI;72;40
2019/2020;7201;Bari;LM-79;Scienze Geologiche e Geofisiche;BARI;72;4
2019/2020;7201;Bari;LM-8;Biotecnologie Industriali ed Ambientali;BARI;72;5
2019/2020;7201;Bari;LM-83;Statistica e Metodi per l'Economia e la Finanza;BARI;72;10
2019/2020;7201;Bari;LM-84;Scienze Storiche e della Documentazione Storica;BARI;72;27
2019/2020;7201;Bari;LM-85;Scienze Pedagogiche;BARI;72;145
2019/2020;7201;Bari;LM-85 bis;Scienze della Formazione Primaria;BARI;72;175
2019/2020;7201;Bari;LM-86;Sicurezza degli Alimenti di Origine Animale e Salute;VALENZANO;72;23
2019/2020;7201;Bari;LM-87;Innovazione Sociale e Politiche di Inclusione;BARI;72;67
2019/2020;7201;Bari;LM-89;Storia dell'Arte;BARI;72;44
2019/2020;7201;Bari;LM-9;Biotecnologie Mediche e Medicina Molecolare;BARI;72;49
2019/2020;7201;Bari;LM-91;Data Science;BARI;72;51
2019/2020;7201;Bari;LM-94;Traduzione Specialistica;BARI;72;112
2019/2020;7201;Bari;LMG/01;Giurisprudenza;BARI;72;462
2019/2020;7201;Bari;LMG/01;Giurisprudenza;TARANTO;73;93
2019/2020;7201;Bari;LMR/02;Conservazione e Restauro dei Beni Culturali (Abilitante Ai Sensi del D.Lgs N.42/2004);BARI;72;3
2019/2020;7202;Bari Politecnico;L-23;Ingegneria Edile;BARI;72;92
2019/2020;7202;Bari Politecnico;L-4;Disegno Industriale;BARI;72;112
2019/2020;7202;Bari Politecnico;L-7;Costruzioni e Gestione Ambientale e Territoriale;BARI;72;16
2019/2020;7202;Bari Politecnico;L-7;Ingegneria Civile e Ambientale;BARI;72;130
2019/2020;7202;Bari Politecnico;L-7;Ingegneria Civile e Ambientale;TARANTO;73;24
2019/2020;7202;Bari Politecnico;L-8;Ingegneria dei Sistemi Medicali;BARI;72;186
2019/2020;7202;Bari Politecnico;L-8;Ingegneria Elettronica e delle Telecomunicazioni;BARI;72;118
2019/2020;7202;Bari Politecnico;L-8;Ingegneria Informatica e dell'Automazione;BARI;72;339
2019/2020;7202;Bari Politecnico;L-9;Ingegneria dei Sistemi Aerospaziali;TARANTO;73;72
2019/2020;7202;Bari Politecnico;L-9;Ingegneria Elettrica;BARI;72;126
2019/2020;7202;Bari Politecnico;L-9;Ingegneria Gestionale;BARI;72;232
2019/2020;7202;Bari Politecnico;L-9;Ingegneria Meccanica;BARI;72;342
2019/2020;7202;Bari Politecnico;LM-12;Industrial Design;BARI;72;14
2019/2020;7202;Bari Politecnico;LM-21;Ingegneria dei Sistemi Medicali;BARI;72;49
2019/2020;7202;Bari Politecnico;LM-23;Ingegneria Civile;BARI;72;69
2019/2020;7202;Bari Politecnico;LM-24;Ingegneria dei Sistemi Edilizi;BARI;72;49
2019/2020;7202;Bari Politecnico;LM-25;Automation Engineering;BARI;72;41
2019/2020;7202;Bari Politecnico;LM-27;Telecommunications Engineering;BARI;72;45
2019/2020;7202;Bari Politecnico;LM-28;Ingegneria Elettrica;BARI;72;43
2019/2020;7202;Bari Politecnico;LM-29;Ingegneria Elettronica;BARI;72;34
2019/2020;7202;Bari Politecnico;LM-31;Ingegneria Gestionale;BARI;72;211
2019/2020;7202;Bari Politecnico;LM-32;Computer Science Engineering;BARI;72;61
2019/2020;7202;Bari Politecnico;LM-33;Ingegneria Meccanica;BARI;72;187
2019/2020;7202;Bari Politecnico;LM-33;Ingegneria Meccanica;TARANTO;73;5
2019/2020;7202;Bari Politecnico;LM-35;Ingegneria per l'Ambiente e il Territorio;BARI;72;46
2019/2020;7202;Bari Politecnico;LM-4cu;Architettura;BARI;72;102
2019/2020;7203;Casamassima – LUM G. Degennaro;L-14;Diritto ed Economia per l'Impresa e la Cooperazione Internazionale    ;CASAMASSIMA;72;32
2019/2020;7203;Casamassima – LUM G. Degennaro;L-18;Economia ed Organizzazione Aziendale;CASAMASSIMA;72;271
2019/2020;7203;Casamassima – LUM G. Degennaro;LM-77;Economia e Management;CASAMASSIMA;72;58
2019/2020;7203;Casamassima – LUM G. Degennaro;LMG/01;Giurisprudenza;CASAMASSIMA;72;30
2019/2020;7501;Salento;L-1;Beni Culturali;LECCE;75;93
2019/2020;7501;Salento;L-10;Lettere;LECCE;75;190
2019/2020;7501;Salento;L-11;Lingue, Culture e Letterature Straniere;LECCE;75;156
2019/2020;7501;Salento;L-12;Scienza e Tecnica della Mediazione Linguistica;LECCE;75;141
2019/2020;7501;Salento;L-13;Scienze Biologiche;LECCE;75;186
2019/2020;7501;Salento;L-15;Manager del Turismo;LECCE;75;149
2019/2020;7501;Salento;L-18;Economia Aziendale;LECCE;75;263
2019/2020;7501;Salento;L-18;Management Digitale;LECCE;75;140
2019/2020;7501;Salento;L-19;Educazione Sociale e Tecniche dell'Intervento Educativo;LECCE;75;315
2019/2020;7501;Salento;L-2;Biotecnologie;LECCE;75;102
2019/2020;7501;Salento;L-20;Scienze della Comunicazione;LECCE;75;98
2019/2020;7501;Salento;L-22;Scienze Motorie e dello Sport;LECCE;75;179
2019/2020;7501;Salento;L-24;Scienza e Tecniche Psicologiche;LECCE;75;241
2019/2020;7501;Salento;L-25;Viticoltura ed Enologia;LECCE;75;65
2019/2020;7501;Salento;L-3;Discipline delle Arti, della Musica e dello Spettacolo (Dams);LECCE;75;99
2019/2020;7501;Salento;L-30;Fisica;LECCE;75;46
2019/2020;7501;Salento;L-30;Ottica e Optometria;LECCE;75;38
2019/2020;7501;Salento;L-32;Scienze e Tecnologie per l'Ambiente;LECCE;75;93
2019/2020;7501;Salento;L-33;Economia e Finanza;LECCE;75;131
2019/2020;7501;Salento;L-35;Matematica;LECCE;75;55
2019/2020;7501;Salento;L-36;Scienze Politiche e delle Relazioni Internazionali;LECCE;75;136
2019/2020;7501;Salento;L-39;Servizio Sociale;LECCE;75;220
2019/2020;7501;Salento;L-40;Sociologia;LECCE;75;162
2019/2020;7501;Salento;L-5;Filosofia;LECCE;75;47
2019/2020;7501;Salento;L-7;Ingegneria Civile;LECCE;75;55
2019/2020;7501;Salento;L-8;Ingegneria dell'Informazione;LECCE;75;205
2019/2020;7501;Salento;L-9;Ingegneria Industriale;BRINDISI;74;41
2019/2020;7501;Salento;L-9;Ingegneria Industriale;LECCE;75;153
2019/2020;7501;Salento;LM-14;Lettere Moderne;LECCE;75;66
2019/2020;7501;Salento;LM-15;Lettere Classiche;LECCE;75;21
2019/2020;7501;Salento;LM-16;Economia Finanza e Assicurazioni;LECCE;75;18
2019/2020;7501;Salento;LM-17;Fisica;LECCE;75;14
2019/2020;7501;Salento;LM-2;Archeologia;LECCE;75;18
2019/2020;7501;Salento;LM-20;Aerospace Engineering - Ingegneria Aerospaziale;BRINDISI;74;18
2019/2020;7501;Salento;LM-23;Ingegneria Civile;LECCE;75;32
2019/2020;7501;Salento;LM-27;Ingegneria delle Telecomunicazioni e delle Tecnologie Elettroniche;LECCE;75;16
2019/2020;7501;Salento;LM-31;Management Engineering - Ingegneria Gestionale;LECCE;75;48
2019/2020;7501;Salento;LM-32;Ingegneria Informatica;LECCE;75;36
2019/2020;7501;Salento;LM-33;Ingegneria Meccanica;LECCE;75;38
2019/2020;7501;Salento;LM-37;Lingue Moderne, Letterature e Traduzione;LECCE;75;71
2019/2020;7501;Salento;LM-40;Matematica;LECCE;75;16
2019/2020;7501;Salento;LM-43;Patrimonio Culturale Europeo, Media Digitali e Societa' dell'Informazione;LECCE;75;10
2019/2020;7501;Salento;LM-49;Gestione delle Attivita' Turistiche e Culturali;LECCE;75;21
2019/2020;7501;Salento;LM-50;Consulenza Pedagogica e Progettazione dei Processi Formativi;LECCE;75;101
2019/2020;7501;Salento;LM-51;Metodologia dell'Intervento Psicologico;LECCE;75;80
2019/2020;7501;Salento;LM-53;Materials Engineering And Nanotechnology - Ingegneria dei Materiali e Nanotecnologie;LECCE;75;10
2019/2020;7501;Salento;LM-56;Economia Finanza e Assicurazioni;LECCE;75;21
2019/2020;7501;Salento;LM-59;Comunicazione Pubblica, Economica e Istituzionale;LECCE;75;8
2019/2020;7501;Salento;LM-6;Biologia Sperimentale ed Applicata;LECCE;75;50
2019/2020;7501;Salento;LM-6;Coastal And Marine Biology And Ecology (Biologia ed Ecologia Costiera e Marina);LECCE;75;7
2019/2020;7501;Salento;LM-62;Studi Geopolitici e Internazionali;LECCE;75;36
2019/2020;7501;Salento;LM-75;Scienze Ambientali;LECCE;75;19
2019/2020;7501;Salento;LM-77;Management Aziendale;LECCE;75;135
2019/2020;7501;Salento;LM-78;Scienze Filosofiche;LECCE;75;39
2019/2020;7501;Salento;LM-85 bis;Scienze della Formazione Primaria;LECCE;75;77
2019/2020;7501;Salento;LM-87;Progettazione e Gestione delle Politiche e dei Servizi Sociali;LECCE;75;82
2019/2020;7501;Salento;LM-88;Sociologia e Ricerca Sociale;LECCE;75;59
2019/2020;7501;Salento;LM-89;Storia dell'Arte;LECCE;75;18
2019/2020;7501;Salento;LM-9;Biotecnologie Mediche e Nanobiotecnologie;LECCE;75;18
2019/2020;7501;Salento;LM-90;Governance Euro-Mediterranea delle Politiche Migratorie;LECCE;75;8
2019/2020;7501;Salento;LM-94;Traduzione Tecnico-Scientifica e Interpretariato;LECCE;75;41
2019/2020;7501;Salento;LMG/01;Giurisprudenza;LECCE;75;225
2019/2020;7601;Basilicata;L-1;Operatore dei Beni Culturali;MATERA;77;57
2019/2020;7601;Basilicata;L-10;Studi Umanistici;POTENZA;76;125
2019/2020;7601;Basilicata;L-18;Economia Aziendale;POTENZA;76;197
2019/2020;7601;Basilicata;L-2;Biotecnologie;POTENZA;76;77
2019/2020;7601;Basilicata;L-21;Paesaggio, Ambiente e Verde Urbano;MATERA;77;35
2019/2020;7601;Basilicata;L-23;Tecniche per l'Edilizia e la Gestione del Territorio;POTENZA;76;7
2019/2020;7601;Basilicata;L-25;Scienze Forestali e Ambientali;POTENZA;76;19
2019/2020;7601;Basilicata;L-25;Tecnologie Agrarie;POTENZA;76;45
2019/2020;7601;Basilicata;L-26;Tecnologie Alimentari;POTENZA;76;52
2019/2020;7601;Basilicata;L-27;Chimica;POTENZA;76;19
2019/2020;7601;Basilicata;L-31;Scienze e Tecnologie Informatiche;POTENZA;76;83
2019/2020;7601;Basilicata;L-34;Scienze Geologiche;POTENZA;76;7
2019/2020;7601;Basilicata;L-35;Matematica;POTENZA;76;14
2019/2020;7601;Basilicata;L-7;Ingegneria Civile e Ambientale;POTENZA;76;42
2019/2020;7601;Basilicata;L-9;Ingegneria Meccanica;POTENZA;76;87
2019/2020;7601;Basilicata;LM-1;Scienze Antropologiche e Geografiche per i Patrimoni Culturali e la Valorizzazione dei Territori (Sage);MATERA;77;27
2019/2020;7601;Basilicata;LM-13;Farmacia;POTENZA;76;68
2019/2020;7601;Basilicata;LM-14;Filologia Classica e Moderna;POTENZA;76;23
2019/2020;7601;Basilicata;LM-15;Filologia Classica e Moderna;POTENZA;76;3
2019/2020;7601;Basilicata;LM-2;Asa: Archeologia e Storia dell'Arte;MATERA;77;6
2019/2020;7601;Basilicata;LM-23;Ingegneria Civile;POTENZA;76;17
2019/2020;7601;Basilicata;LM-32;Ingegneria Informatica e delle Tecnologie dell'Informazione;POTENZA;76;17
2019/2020;7601;Basilicata;LM-33;Ingegneria Meccanica;POTENZA;76;27
2019/2020;7601;Basilicata;LM-35;Ingegneria per l'Ambiente e il Territorio;POTENZA;76;13
2019/2020;7601;Basilicata;LM-40;Matematica;POTENZA;76;6
2019/2020;7601;Basilicata;LM-4cu;Architettura;MATERA;77;36
2019/2020;7601;Basilicata;LM-54;Scienze Chimiche;POTENZA;76;7
2019/2020;7601;Basilicata;LM-56;Economia e Management;POTENZA;76;65
2019/2020;7601;Basilicata;LM-69;Scienze e Tecnologie Agrarie;POTENZA;76;14
2019/2020;7601;Basilicata;LM-70;Scienze e Tecnologie Alimentari;POTENZA;76;10
2019/2020;7601;Basilicata;LM-73;Scienze Forestali e Ambientali;POTENZA;76;6
2019/2020;7601;Basilicata;LM-74;Geoscienze e Georisorse - Geosciences And Georesources;POTENZA;76;3
2019/2020;7601;Basilicata;LM-78;Scienze Filosofiche e della Comunicazione;POTENZA;76;3
2019/2020;7601;Basilicata;LM-80;Scienze Antropologiche e Geografiche per i Patrimoni Culturali e la Valorizzazione dei Territori (Sage);MATERA;77;3
2019/2020;7601;Basilicata;LM-84;Storia e Civiltà Europee;POTENZA;76;26
2019/2020;7601;Basilicata;LM-85 bis;Scienze della Formazione Primaria;MATERA;77;149
2019/2020;7601;Basilicata;LM-89;Asa: Archeologia e Storia dell'Arte;MATERA;77;4
2019/2020;7601;Basilicata;LM-9;Biotecnologie per la Diagnostica Medica, Farmaceutica e Veterinaria;POTENZA;76;17
2019/2020;7801;Calabria;L-1;Lettere e Beni Culturali;RENDE;78;17
2019/2020;7801;Calabria;L-10;Lettere e Beni Culturali;RENDE;78;153
2019/2020;7801;Calabria;L-11;Lingue e Culture Moderne;RENDE;78;168
2019/2020;7801;Calabria;L-13;Biologia;RENDE;78;93
2019/2020;7801;Calabria;L-13;Scienze e Tecnologie Biologiche;RENDE;78;10
2019/2020;7801;Calabria;L-15;Scienze Turistiche;RENDE;78;132
2019/2020;7801;Calabria;L-16;Scienze dell'Amministrazione;RENDE;78;113
2019/2020;7801;Calabria;L-18;Economia Aziendale;RENDE;78;302
2019/2020;7801;Calabria;L-19;Scienze dell'Educazione;RENDE;78;235
2019/2020;7801;Calabria;L-2;Scienze e Tecnologie Biologiche;RENDE;78;49
2019/2020;7801;Calabria;L-20;Comunicazione e Dams;RENDE;78;86
2019/2020;7801;Calabria;L-27;Chimica;RENDE;78;41
2019/2020;7801;Calabria;L-29;Informazione Scientifica del Farmaco e dei Prodotti per la Salute;RENDE;78;106
2019/2020;7801;Calabria;L-29;Scienza della Nutrizione;RENDE;78;138
2019/2020;7801;Calabria;L-3;Comunicazione e Dams;RENDE;78;41
2019/2020;7801;Calabria;L-30;Fisica;RENDE;78;39
2019/2020;7801;Calabria;L-30;Scienza dei Materiali Innovativi e per le Nanotecnologie;RENDE;78;6
2019/2020;7801;Calabria;L-31;Informatica;RENDE;78;113
2019/2020;7801;Calabria;L-32;Scienze Naturali;RENDE;78;55
2019/2020;7801;Calabria;L-33;Economia;RENDE;78;219
2019/2020;7801;Calabria;L-34;Scienze Geologiche;RENDE;78;36
2019/2020;7801;Calabria;L-35;Matematica;RENDE;78;70
2019/2020;7801;Calabria;L-36;Scienze Politiche;RENDE;78;112
2019/2020;7801;Calabria;L-39;Servizio Sociale;RENDE;78;83
2019/2020;7801;Calabria;L-41;Statistica per l'Azienda;RENDE;78;47
2019/2020;7801;Calabria;L-42;Filosofia e Storia;RENDE;78;34
2019/2020;7801;Calabria;L-5;Filosofia e Storia;RENDE;78;49
2019/2020;7801;Calabria;L-7;Ingegneria Ambientale e Chimica;RENDE;78;49
2019/2020;7801;Calabria;L-7;Ingegneria Civile;RENDE;78;89
2019/2020;7801;Calabria;L-8;Ingegneria Elettronica;RENDE;78;90
2019/2020;7801;Calabria;L-8;Ingegneria Gestionale;RENDE;78;103
2019/2020;7801;Calabria;L-8;Ingegneria Informatica;RENDE;78;215
2019/2020;7801;Calabria;L-9;Ingegneria Alimentare;RENDE;78;23
2019/2020;7801;Calabria;L-9;Ingegneria Ambientale e Chimica;RENDE;78;30
2019/2020;7801;Calabria;L-9;Ingegneria Gestionale;RENDE;78;79
2019/2020;7801;Calabria;L-9;Ingegneria Meccanica;RENDE;78;180
2019/2020;7801;Calabria;LM/DS;Intelligence e Analisi del Rischio;RENDE;78;19
2019/2020;7801;Calabria;LM-13;Chimica e Tecnologia Farmaceutiche;RENDE;78;95
2019/2020;7801;Calabria;LM-13;Farmacia;RENDE;78;88
2019/2020;7801;Calabria;LM-14;Filologia Moderna;RENDE;78;52
2019/2020;7801;Calabria;LM-15;Scienze dell'Antichità;RENDE;78;17
2019/2020;7801;Calabria;LM-16;Finance And Insurance;RENDE;78;20
2019/2020;7801;Calabria;LM-17;Fisica;RENDE;78;21
2019/2020;7801;Calabria;LM-18;Computer Science;RENDE;78;24
2019/2020;7801;Calabria;LM-2;Archeologia;RENDE;78;6
2019/2020;7801;Calabria;LM-22;Ingegneria Chimica;RENDE;78;19
2019/2020;7801;Calabria;LM-23;Ingegneria Civile;RENDE;78;71
2019/2020;7801;Calabria;LM-25;Ingegneria dell'Automazione;RENDE;78;21
2019/2020;7801;Calabria;LM-27;Ingegneria delle Telecomunicazioni;RENDE;78;11
2019/2020;7801;Calabria;LM-29;Ingegneria Elettronica;RENDE;78;16
2019/2020;7801;Calabria;LM-30;Ingegneria Energetica;RENDE;78;33
2019/2020;7801;Calabria;LM-31;Ingegneria Gestionale;RENDE;78;124
2019/2020;7801;Calabria;LM-32;Computer Engineering For The Internet Of Things;RENDE;78;7
2019/2020;7801;Calabria;LM-32;Ingegneria Informatica;RENDE;78;54
2019/2020;7801;Calabria;LM-33;Ingegneria Meccanica;RENDE;78;57
2019/2020;7801;Calabria;LM-35;Ingegneria per l'Ambiente e il Territorio;RENDE;78;20
2019/2020;7801;Calabria;LM-37;Lingue e Letterature Moderne;RENDE;78;52
2019/2020;7801;Calabria;LM-40;Matematica;RENDE;78;10
2019/2020;7801;Calabria;LM-43;Gestione e Conservazione dei Documenti Digitali;RENDE;78;21
2019/2020;7801;Calabria;LM-49;Valorizzazione dei Sistemi Turistico Culturali;RENDE;78;36
2019/2020;7801;Calabria;LM-4cu;Ingegneria Edile-Architettura;RENDE;78;17
2019/2020;7801;Calabria;LM-53;Scienza e Ingegneria dei Materiali Innovativi e Funzionali;RENDE;78;13
2019/2020;7801;Calabria;LM-54;Chimica;RENDE;78;14
2019/2020;7801;Calabria;LM-56;Economia e Commercio;RENDE;78;63
2019/2020;7801;Calabria;LM-6;Biologia;RENDE;78;64
2019/2020;7801;Calabria;LM-60;Biodiversità e Sistemi Naturali;RENDE;78;25
2019/2020;7801;Calabria;LM-61;Scienza della Nutrizione;RENDE;78;49
2019/2020;7801;Calabria;LM-62;Scienze Politiche;RENDE;78;14
2019/2020;7801;Calabria;LM-63;Scienze delle Pubbliche Amministrazioni;RENDE;78;78
2019/2020;7801;Calabria;LM-65;Dams. Cinema, Fotografia, Performance;RENDE;78;20
2019/2020;7801;Calabria;LM-74;Scienze Geologiche;RENDE;78;33
2019/2020;7801;Calabria;LM-77;Economia Aziendale e Management;RENDE;78;191
2019/2020;7801;Calabria;LM-78;Scienze Filosofiche;RENDE;78;20
2019/2020;7801;Calabria;LM-81;Scienze per la Cooperazione e Lo Sviluppo;RENDE;78;14
2019/2020;7801;Calabria;LM-82;Statistica ed Informatica per le Decisioni e le Analisi di Mercato;RENDE;78;18
2019/2020;7801;Calabria;LM-84;Scienze Storiche;RENDE;78;36
2019/2020;7801;Calabria;LM-85;Scienze Pedagogiche;RENDE;78;133
2019/2020;7801;Calabria;LM-85 bis;Scienze della Formazione Primaria;RENDE;78;220
2019/2020;7801;Calabria;LM-87;Scienze delle Politiche e dei Servizi Sociali;RENDE;78;63
2019/2020;7801;Calabria;LM-88;Sociologia e Ricerca Sociale;RENDE;78;17
2019/2020;7801;Calabria;LM-89;Storia dell'Arte;RENDE;78;19
2019/2020;7801;Calabria;LM-9;Biotecnologie per la Salute;RENDE;78;31
