AnnoA;AteneoNOME;AteneoCOD;Diploma_Paese;Continente;Imm_D
2018/2019;Roma Saint Camillus;5818;Kenya;Africa;1
2018/2019;Roma Tor Vergata;5802;Kenya;Africa;1
2018/2019;Rozzano (MI) Humanitas University;1510;Kenya;Africa;1
2018/2019;Verona;2301;Kenya;Africa;1
2018/2019;Trieste;3201;Liberia;Africa;1
2018/2019;Bergamo;1601;Libia;Africa;1
2018/2019;Insubria;1202;Libia;Africa;1
2018/2019;Napoli L'Orientale;6303;Libia;Africa;1
2018/2019;Palermo;8201;Libia;Africa;1
2018/2019;Parma;3401;Libia;Africa;1
2018/2019;Pavia;1801;Libia;Africa;2
2018/2019;Perugia;5401;Libia;Africa;1
2018/2019;Perugia Stranieri;5403;Libia;Africa;4
2018/2019;Roma La Sapienza;5801;Libia;Africa;2
2018/2019;Roma Link Campus;5817;Libia;Africa;2
2018/2019;Roma Tor Vergata;5802;Libia;Africa;6
2018/2019;Bergamo;1601;Madagascar;Africa;1
2018/2019;Firenze;4801;Madagascar;Africa;2
2018/2019;Genova;1001;Madagascar;Africa;2
2018/2019;L'Aquila;6601;Madagascar;Africa;2
2018/2019;Milano;1501;Madagascar;Africa;1
2018/2019;Milano Cattolica;1504;Madagascar;Africa;2
2018/2019;Modena e Reggio Emilia;3601;Madagascar;Africa;1
2018/2019;Napoli Pegaso - telematica;6307;Madagascar;Africa;1
2018/2019;Palermo;8201;Madagascar;Africa;9
2018/2019;Parma;3401;Madagascar;Africa;5
2018/2019;Roma La Sapienza;5801;Madagascar;Africa;3
2018/2019;Roma LUMSA;5803;Madagascar;Africa;3
2018/2019;Roma Tre;5807;Madagascar;Africa;2
2018/2019;Salento;7501;Madagascar;Africa;1
2018/2019;Torino;101;Madagascar;Africa;1
2018/2019;Udine;3001;Madagascar;Africa;1
2018/2019;Ca' Foscari Venezia;2701;Mali;Africa;1
2018/2019;Genova;1001;Mali;Africa;1
2018/2019;Messina;8301;Mali;Africa;1
2018/2019;Napoli L'Orientale;6303;Mali;Africa;2
2018/2019;Bari;7201;Marocco;Africa;2
2018/2019;Bergamo;1601;Marocco;Africa;28
2018/2019;Bologna;3701;Marocco;Africa;1
2018/2019;Brescia;1701;Marocco;Africa;15
2018/2019;Ca' Foscari Venezia;2701;Marocco;Africa;2
2018/2019;Cagliari;9201;Marocco;Africa;2
2018/2019;Calabria;7801;Marocco;Africa;1
2018/2019;Camerino;4302;Marocco;Africa;2
2018/2019;Cassino;6001;Marocco;Africa;2
2018/2019;Catanzaro;7901;Marocco;Africa;1
2018/2019;Ferrara;3801;Marocco;Africa;11
2018/2019;Firenze;4801;Marocco;Africa;52
2018/2019;Foggia;7101;Marocco;Africa;1
2018/2019;Genova;1001;Marocco;Africa;55
2018/2019;Insubria;1202;Marocco;Africa;3
2018/2019;L'Aquila;6601;Marocco;Africa;3
2018/2019;Marche;4201;Marocco;Africa;3
2018/2019;Milano;1501;Marocco;Africa;7
2018/2019;Milano Bicocca;1509;Marocco;Africa;3
2018/2019;Milano Bocconi;1503;Marocco;Africa;5
2018/2019;Milano Politecnico;1502;Marocco;Africa;3
2018/2019;Milano San Raffaele;1508;Marocco;Africa;1
2018/2019;Modena e Reggio Emilia;3601;Marocco;Africa;14
2018/2019;Napoli Federico II;6301;Marocco;Africa;1
2018/2019;Napoli L'Orientale;6303;Marocco;Africa;1
2018/2019;Napoli Vanvitelli;6306;Marocco;Africa;2
2018/2019;Novedrate e-Campus - telematica;1301;Marocco;Africa;2
2018/2019;Padova;2801;Marocco;Africa;11
2018/2019;Palermo;8201;Marocco;Africa;1
2018/2019;Parma;3401;Marocco;Africa;2
2018/2019;Pavia;1801;Marocco;Africa;6
2018/2019;Perugia;5401;Marocco;Africa;9
2018/2019;Perugia Stranieri;5403;Marocco;Africa;7
2018/2019;Piemonte Orientale;201;Marocco;Africa;12
2018/2019;Pisa;5001;Marocco;Africa;12
2018/2019;Reggio Calabria;8001;Marocco;Africa;1
2018/2019;Reggio Calabria - Dante Alighieri;8003;Marocco;Africa;1
2018/2019;Roma La Sapienza;5801;Marocco;Africa;5
2018/2019;Roma Tor Vergata;5802;Marocco;Africa;3
2018/2019;Roma Tre;5807;Marocco;Africa;1
2018/2019;Rozzano (MI) Humanitas University;1510;Marocco;Africa;1
2018/2019;Salento;7501;Marocco;Africa;1
2018/2019;Sassari;9001;Marocco;Africa;3
2018/2019;Siena;5201;Marocco;Africa;1
2018/2019;Siena Stranieri;5202;Marocco;Africa;6
2018/2019;Teramo;6701;Marocco;Africa;1
2018/2019;Torino;101;Marocco;Africa;13
2018/2019;Torino Politecnico;102;Marocco;Africa;3
2018/2019;Trieste;3201;Marocco;Africa;2
2018/2019;Udine;3001;Marocco;Africa;7
2018/2019;Urbino;4101;Marocco;Africa;1
2018/2019;Verona;2301;Marocco;Africa;2
2018/2019;Napoli Federico II;6301;Mauritania;Africa;1
2018/2019;Roma Link Campus;5817;Mauritania;Africa;1
2018/2019;Bari;7201;Maurizio;Africa;1
2018/2019;Bologna;3701;Maurizio;Africa;1
2018/2019;Pisa;5001;Maurizio;Africa;1
2018/2019;Brescia;1701;Mozambico;Africa;1
2018/2019;Milano Bocconi;1503;Mozambico;Africa;2
2018/2019;Pisa;5001;Mozambico;Africa;1
2018/2019;Roma La Sapienza;5801;Mozambico;Africa;2
2018/2019;Sannio;6201;Mozambico;Africa;1
2018/2019;Rozzano (MI) Humanitas University;1510;Namibia;Africa;1
2018/2019;Torino;101;Namibia;Africa;1
2018/2019;Calabria;7801;Nigeria;Africa;1
2018/2019;Cassino;6001;Nigeria;Africa;1
2018/2019;Ferrara;3801;Nigeria;Africa;1
2018/2019;Firenze;4801;Nigeria;Africa;1
2018/2019;Genova;1001;Nigeria;Africa;1
2018/2019;Macerata;4301;Nigeria;Africa;1
2018/2019;Milano;1501;Nigeria;Africa;3
2018/2019;Milano Cattolica;1504;Nigeria;Africa;2
2018/2019;Modena e Reggio Emilia;3601;Nigeria;Africa;1
2018/2019;Molise;7001;Nigeria;Africa;1
2018/2019;Novedrate e-Campus - telematica;1301;Nigeria;Africa;1
2018/2019;Padova;2801;Nigeria;Africa;1
2018/2019;Parma;3401;Nigeria;Africa;2
2018/2019;Perugia;5401;Nigeria;Africa;1
2018/2019;Reggio Calabria - Dante Alighieri;8003;Nigeria;Africa;1
2018/2019;Roma La Sapienza;5801;Nigeria;Africa;4
2018/2019;Roma LUMSA;5803;Nigeria;Africa;3
2018/2019;Roma Saint Camillus;5818;Nigeria;Africa;1
2018/2019;Roma Tor Vergata;5802;Nigeria;Africa;3
2018/2019;Sassari;9001;Nigeria;Africa;4
2018/2019;Siena;5201;Nigeria;Africa;6
2018/2019;Siena Stranieri;5202;Nigeria;Africa;1
2018/2019;Torino;101;Nigeria;Africa;4
2018/2019;Torino Politecnico;102;Nigeria;Africa;1
2018/2019;Trento;2201;Nigeria;Africa;1
2018/2019;Trieste;3201;Nigeria;Africa;1
2018/2019;Verona;2301;Nigeria;Africa;1
2018/2019;Calabria;7801;Repubblica Democratica del Congo;Africa;1
2018/2019;Firenze;4801;Repubblica Democratica del Congo;Africa;1
2018/2019;Genova;1001;Repubblica Democratica del Congo;Africa;1
2018/2019;Milano Cattolica;1504;Repubblica Democratica del Congo;Africa;1
2018/2019;Parma;3401;Repubblica Democratica del Congo;Africa;1
2018/2019;Roma La Sapienza;5801;Repubblica Democratica del Congo;Africa;4
2018/2019;Roma Tre;5807;Repubblica Democratica del Congo;Africa;1
2018/2019;Rozzano (MI) Humanitas University;1510;Repubblica Democratica del Congo;Africa;1
2018/2019;Teramo;6701;Repubblica Democratica del Congo;Africa;4
2018/2019;Genova;1001;Ruanda;Africa;1
2018/2019;Milano IULM;1505;Ruanda;Africa;1
2018/2019;Parma;3401;Ruanda;Africa;2
2018/2019;Roma Saint Camillus;5818;Ruanda;Africa;1
2018/2019;Roma Tor Vergata;5802;Ruanda;Africa;4
2018/2019;Torino Politecnico;102;Ruanda;Africa;4
2018/2019;Bergamo;1601;Senegal;Africa;1
2018/2019;Bologna;3701;Senegal;Africa;1
2018/2019;Brescia;1701;Senegal;Africa;1
2018/2019;Calabria;7801;Senegal;Africa;3
2018/2019;Ferrara;3801;Senegal;Africa;1
2018/2019;Firenze;4801;Senegal;Africa;1
2018/2019;Genova;1001;Senegal;Africa;2
2018/2019;Marche;4201;Senegal;Africa;1
2018/2019;Molise;7001;Senegal;Africa;1
2018/2019;Napoli Federico II;6301;Senegal;Africa;1
2018/2019;Napoli L'Orientale;6303;Senegal;Africa;2
2018/2019;Padova;2801;Senegal;Africa;1
2018/2019;Pavia;1801;Senegal;Africa;1
2018/2019;Perugia;5401;Senegal;Africa;2
2018/2019;Pisa;5001;Senegal;Africa;3
2018/2019;Torino;101;Senegal;Africa;3
2018/2019;Ca' Foscari Venezia;2701;Sierra Leone;Africa;1
2018/2019;Bra Scienze Gastronomiche;401;Sudafrica;Africa;1
2018/2019;Firenze;4801;Sudafrica;Africa;1
2018/2019;Milano;1501;Sudafrica;Africa;1
2018/2019;Milano Bicocca;1509;Sudafrica;Africa;1
2018/2019;Milano Cattolica;1504;Sudafrica;Africa;1
2018/2019;Padova;2801;Sudafrica;Africa;1
2018/2019;Parma;3401;Sudafrica;Africa;1
2018/2019;Pavia;1801;Sudafrica;Africa;1
2018/2019;Roma UNINETTUNO - telematica;5813;Sudafrica;Africa;1
2018/2019;Rozzano (MI) Humanitas University;1510;Sudafrica;Africa;5
2018/2019;Siena;5201;Sudafrica;Africa;1
2018/2019;Teramo;6701;Sudafrica;Africa;1
2018/2019;Torino;101;Sudafrica;Africa;3
2018/2019;Torino Politecnico;102;Sudafrica;Africa;2
2018/2019;Pavia;1801;Sudan;Africa;1
2018/2019;Piemonte Orientale;201;Sudan;Africa;1
2018/2019;Roma Link Campus;5817;Sudan;Africa;2
2018/2019;Roma Tre;5807;Sudan;Africa;1
2018/2019;Calabria;7801;Tanzania;Africa;2
2018/2019;Milano Cattolica;1504;Tanzania;Africa;2
2018/2019;Reggio Calabria - Dante Alighieri;8003;Tanzania;Africa;1
2018/2019;Brescia;1701;Togo;Africa;2
2018/2019;Ferrara;3801;Togo;Africa;1
2018/2019;Insubria;1202;Togo;Africa;1
2018/2019;Modena e Reggio Emilia;3601;Togo;Africa;1
2018/2019;Napoli Benincasa;6304;Togo;Africa;1
2018/2019;Napoli L'Orientale;6303;Togo;Africa;1
2018/2019;Pavia;1801;Togo;Africa;1
2018/2019;Pisa;5001;Togo;Africa;1
2018/2019;Salerno;6501;Togo;Africa;1
2018/2019;Trento;2201;Togo;Africa;1
2018/2019;Trieste;3201;Togo;Africa;1
2018/2019;Udine;3001;Togo;Africa;1
2018/2019;Verona;2301;Togo;Africa;1
2018/2019;Bari;7201;Tunisia;Africa;1
2018/2019;Bergamo;1601;Tunisia;Africa;1
2018/2019;Bologna;3701;Tunisia;Africa;9
2018/2019;Catania;8701;Tunisia;Africa;1
2018/2019;Catanzaro;7901;Tunisia;Africa;1
2018/2019;Ferrara;3801;Tunisia;Africa;24
2018/2019;Firenze;4801;Tunisia;Africa;6
2018/2019;Genova;1001;Tunisia;Africa;12
2018/2019;Insubria;1202;Tunisia;Africa;2
2018/2019;Marche;4201;Tunisia;Africa;1
2018/2019;Milano;1501;Tunisia;Africa;3
2018/2019;Modena e Reggio Emilia;3601;Tunisia;Africa;3
2018/2019;Molise;7001;Tunisia;Africa;1
2018/2019;Napoli Benincasa;6304;Tunisia;Africa;1
2018/2019;Napoli Parthenope;6302;Tunisia;Africa;1
2018/2019;Novedrate e-Campus - telematica;1301;Tunisia;Africa;1
2018/2019;Padova;2801;Tunisia;Africa;3
2018/2019;Palermo;8201;Tunisia;Africa;2
2018/2019;Parma;3401;Tunisia;Africa;10
2018/2019;Pavia;1801;Tunisia;Africa;2
2018/2019;Perugia;5401;Tunisia;Africa;1
2018/2019;Piemonte Orientale;201;Tunisia;Africa;1
2018/2019;Roma La Sapienza;5801;Tunisia;Africa;1
2018/2019;Roma Tor Vergata;5802;Tunisia;Africa;2
2018/2019;Roma Tre;5807;Tunisia;Africa;7
2018/2019;Roma UNINETTUNO - telematica;5813;Tunisia;Africa;1
2018/2019;Rozzano (MI) Humanitas University;1510;Tunisia;Africa;1
2018/2019;Sassari;9001;Tunisia;Africa;3
2018/2019;Siena;5201;Tunisia;Africa;2
2018/2019;Torino;101;Tunisia;Africa;8
2018/2019;Torino Politecnico;102;Tunisia;Africa;2
2018/2019;Trieste;3201;Tunisia;Africa;2
2018/2019;Tuscia;5601;Tunisia;Africa;1
2018/2019;Verona;2301;Tunisia;Africa;1
2018/2019;Bra Scienze Gastronomiche;401;Uganda;Africa;1
2018/2019;Calabria;7801;Uganda;Africa;2
2018/2019;Camerino;4302;Uganda;Africa;1
2018/2019;Milano Cattolica;1504;Uganda;Africa;1
2018/2019;Padova;2801;Uganda;Africa;1
2018/2019;Roma La Sapienza;5801;Uganda;Africa;12
2018/2019;Milano Bocconi;1503;Zambia;Africa;1
2018/2019;Perugia Stranieri;5403;Zambia;Africa;1
2018/2019;Rozzano (MI) Humanitas University;1510;Zambia;Africa;4
2018/2019;Camerino;4302;Zimbabwe;Africa;1
2018/2019;Milano Bocconi;1503;Zimbabwe;Africa;1
2018/2019;Milano San Raffaele;1508;Zimbabwe;Africa;1
2018/2019;Pisa;5001;Zimbabwe;Africa;1
2018/2019;Roma Link Campus;5817;Zimbabwe;Africa;1
2018/2019;Roma LUMSA;5803;Zimbabwe;Africa;1
2018/2019;Trento;2201;Zimbabwe;Africa;1
2018/2019;Bergamo;1601;Argentina;America;1
2018/2019;Bologna;3701;Argentina;America;16
2018/2019;Bolzano;2101;Argentina;America;1
2018/2019;Ca' Foscari Venezia;2701;Argentina;America;1
2018/2019;Cagliari;9201;Argentina;America;1
2018/2019;Chieti e Pescara;6901;Argentina;America;1
2018/2019;Ferrara;3801;Argentina;America;1
2018/2019;Firenze;4801;Argentina;America;3
2018/2019;Genova;1001;Argentina;America;1
2018/2019;Milano;1501;Argentina;America;6
2018/2019;Milano Bocconi;1503;Argentina;America;2
2018/2019;Milano Cattolica;1504;Argentina;America;2
2018/2019;Milano Politecnico;1502;Argentina;America;1
2018/2019;Napoli Federico II;6301;Argentina;America;1
2018/2019;Napoli Parthenope;6302;Argentina;America;1
2018/2019;Napoli Pegaso - telematica;6307;Argentina;America;2
2018/2019;Napoli Vanvitelli;6306;Argentina;America;1
2018/2019;Novedrate e-Campus - telematica;1301;Argentina;America;2
2018/2019;Padova;2801;Argentina;America;1
2018/2019;Perugia;5401;Argentina;America;1
2018/2019;Pisa;5001;Argentina;America;2
2018/2019;Roma La Sapienza;5801;Argentina;America;3
2018/2019;Roma LUMSA;5803;Argentina;America;3
2018/2019;Rozzano (MI) Humanitas University;1510;Argentina;America;1
2018/2019;Salerno;6501;Argentina;America;10
2018/2019;Torino;101;Argentina;America;4
2018/2019;Trieste;3201;Argentina;America;2
2018/2019;Udine;3001;Argentina;America;4
2018/2019;Bergamo;1601;Bolivia;America;1
2018/2019;Bologna;3701;Bolivia;America;2
2018/2019;Ca' Foscari Venezia;2701;Bolivia;America;1
2018/2019;Firenze;4801;Bolivia;America;2
2018/2019;Marche;4201;Bolivia;America;2
2018/2019;Milano;1501;Bolivia;America;6
2018/2019;Milano Bicocca;1509;Bolivia;America;2
2018/2019;Milano Cattolica;1504;Bolivia;America;2
2018/2019;Milano IULM;1505;Bolivia;America;1
2018/2019;Milano Politecnico;1502;Bolivia;America;1
2018/2019;Padova;2801;Bolivia;America;3
2018/2019;Reggio Calabria - Dante Alighieri;8003;Bolivia;America;1
2018/2019;Roma La Sapienza;5801;Bolivia;America;3
2018/2019;Roma Tre;5807;Bolivia;America;1
2018/2019;Torino;101;Bolivia;America;2
2018/2019;Torino Politecnico;102;Bolivia;America;1
2018/2019;Bergamo;1601;Brasile;America;5
2018/2019;Bologna;3701;Brasile;America;18
2018/2019;Bra Scienze Gastronomiche;401;Brasile;America;1
2018/2019;Brescia;1701;Brasile;America;1
2018/2019;Ca' Foscari Venezia;2701;Brasile;America;3
2018/2019;Cagliari;9201;Brasile;America;3
2018/2019;Calabria;7801;Brasile;America;2
2018/2019;Camerino;4302;Brasile;America;4
2018/2019;Catania;8701;Brasile;America;1
2018/2019;Catanzaro;7901;Brasile;America;1
2018/2019;Chieti e Pescara;6901;Brasile;America;1
2018/2019;Ferrara;3801;Brasile;America;6
2018/2019;Firenze;4801;Brasile;America;6
2018/2019;Foggia;7101;Brasile;America;2
2018/2019;Genova;1001;Brasile;America;4
2018/2019;Insubria;1202;Brasile;America;1
2018/2019;Marche;4201;Brasile;America;1
2018/2019;Messina;8301;Brasile;America;5
2018/2019;Milano;1501;Brasile;America;25
2018/2019;Milano Bicocca;1509;Brasile;America;4
2018/2019;Milano Bocconi;1503;Brasile;America;13
2018/2019;Milano Cattolica;1504;Brasile;America;9
2018/2019;Milano IULM;1505;Brasile;America;2
2018/2019;Milano Politecnico;1502;Brasile;America;5
2018/2019;Milano San Raffaele;1508;Brasile;America;1
2018/2019;Modena e Reggio Emilia;3601;Brasile;America;2
2018/2019;Molise;7001;Brasile;America;1
2018/2019;Napoli L'Orientale;6303;Brasile;America;1
2018/2019;Napoli Parthenope;6302;Brasile;America;1
2018/2019;Napoli Vanvitelli;6306;Brasile;America;2
2018/2019;Novedrate e-Campus - telematica;1301;Brasile;America;2
2018/2019;Padova;2801;Brasile;America;14
2018/2019;Palermo;8201;Brasile;America;1
2018/2019;Parma;3401;Brasile;America;5
2018/2019;Pavia;1801;Brasile;America;11
2018/2019;Perugia;5401;Brasile;America;8
2018/2019;Perugia Stranieri;5403;Brasile;America;2
2018/2019;Pisa;5001;Brasile;America;8
2018/2019;Reggio Calabria;8001;Brasile;America;1
2018/2019;Reggio Calabria - Dante Alighieri;8003;Brasile;America;1
2018/2019;Roma La Sapienza;5801;Brasile;America;17
2018/2019;Roma Luiss;5805;Brasile;America;1
2018/2019;Roma LUMSA;5803;Brasile;America;1
2018/2019;Roma San Raffaele - telematica;5816;Brasile;America;1
2018/2019;Roma Tor Vergata;5802;Brasile;America;5
2018/2019;Roma Tre;5807;Brasile;America;4
2018/2019;Rozzano (MI) Humanitas University;1510;Brasile;America;3
2018/2019;Salerno;6501;Brasile;America;2
2018/2019;Sassari;9001;Brasile;America;2
2018/2019;Siena;5201;Brasile;America;1
2018/2019;Torino;101;Brasile;America;20
2018/2019;Torino Politecnico;102;Brasile;America;13
2018/2019;Trento;2201;Brasile;America;1
2018/2019;Trieste;3201;Brasile;America;3
2018/2019;Udine;3001;Brasile;America;3
2018/2019;Urbino;4101;Brasile;America;1
2018/2019;Venezia Iuav;2702;Brasile;America;2
2018/2019;Verona;2301;Brasile;America;5
2018/2019;Bari;7201;Canada;America;1
2018/2019;Bergamo;1601;Canada;America;1
2018/2019;Bologna;3701;Canada;America;2
2018/2019;Bolzano;2101;Canada;America;1
2018/2019;Bra Scienze Gastronomiche;401;Canada;America;2
2018/2019;Ca' Foscari Venezia;2701;Canada;America;3
2018/2019;Cassino;6001;Canada;America;1
2018/2019;Castellanza LIUC;1201;Canada;America;2
2018/2019;Ferrara;3801;Canada;America;1
2018/2019;Firenze;4801;Canada;America;2
2018/2019;Genova;1001;Canada;America;1
2018/2019;Milano;1501;Canada;America;2
2018/2019;Milano Bicocca;1509;Canada;America;1
2018/2019;Milano Bocconi;1503;Canada;America;2
2018/2019;Milano Cattolica;1504;Canada;America;4
2018/2019;Milano IULM;1505;Canada;America;2
2018/2019;Milano Politecnico;1502;Canada;America;4
2018/2019;Milano San Raffaele;1508;Canada;America;1
2018/2019;Modena e Reggio Emilia;3601;Canada;America;2
2018/2019;Novedrate e-Campus - telematica;1301;Canada;America;1
2018/2019;Padova;2801;Canada;America;1
2018/2019;Parma;3401;Canada;America;1
2018/2019;Pavia;1801;Canada;America;2
2018/2019;Perugia;5401;Canada;America;1
2018/2019;Pisa;5001;Canada;America;1
2018/2019;Roma Europea;5812;Canada;America;1
2018/2019;Roma Link Campus;5817;Canada;America;1
2018/2019;Roma Tor Vergata;5802;Canada;America;1
2018/2019;Roma Tre;5807;Canada;America;1
2018/2019;Roma UNINT;5809;Canada;America;1
2018/2019;Rozzano (MI) Humanitas University;1510;Canada;America;4
2018/2019;Torino;101;Canada;America;3
2018/2019;Torino Politecnico;102;Canada;America;4
2018/2019;Trento;2201;Canada;America;1
2018/2019;Bergamo;1601;Cile;America;1
2018/2019;Bologna;3701;Cile;America;3
2018/2019;Ferrara;3801;Cile;America;2
2018/2019;Firenze;4801;Cile;America;1
2018/2019;Genova;1001;Cile;America;3
2018/2019;Milano Bocconi;1503;Cile;America;1
2018/2019;Modena e Reggio Emilia;3601;Cile;America;1
2018/2019;Padova;2801;Cile;America;3
2018/2019;Pavia;1801;Cile;America;1
2018/2019;Piemonte Orientale;201;Cile;America;1
2018/2019;Torino Politecnico;102;Cile;America;3
2018/2019;Tuscia;5601;Cile;America;1
2018/2019;Venezia Iuav;2702;Cile;America;1
2018/2019;Bergamo;1601;Colombia;America;3
2018/2019;Bologna;3701;Colombia;America;4
2018/2019;Ca' Foscari Venezia;2701;Colombia;America;1
2018/2019;Cagliari;9201;Colombia;America;1
2018/2019;Ferrara;3801;Colombia;America;1
2018/2019;Firenze;4801;Colombia;America;1
2018/2019;Genova;1001;Colombia;America;1
2018/2019;Macerata;4301;Colombia;America;2
2018/2019;Milano;1501;Colombia;America;2
2018/2019;Milano Cattolica;1504;Colombia;America;2
2018/2019;Milano Politecnico;1502;Colombia;America;1
2018/2019;Napoli Federico II;6301;Colombia;America;1
2018/2019;Napoli Vanvitelli;6306;Colombia;America;1
2018/2019;Padova;2801;Colombia;America;4
2018/2019;Pavia;1801;Colombia;America;2
2018/2019;Roma La Sapienza;5801;Colombia;America;7
2018/2019;Roma LUMSA;5803;Colombia;America;1
2018/2019;Sassari;9001;Colombia;America;1
2018/2019;Siena;5201;Colombia;America;1
2018/2019;Torino;101;Colombia;America;2
2018/2019;Torino Politecnico;102;Colombia;America;1
2018/2019;Trieste;3201;Colombia;America;2
2018/2019;Ca' Foscari Venezia;2701;Costa Rica;America;1
2018/2019;Chieti e Pescara;6901;Costa Rica;America;1
2018/2019;Milano Bocconi;1503;Costa Rica;America;3
2018/2019;Milano San Raffaele;1508;Costa Rica;America;1
2018/2019;Padova;2801;Costa Rica;America;1
2018/2019;Roma La Sapienza;5801;Costa Rica;America;1
2018/2019;Roma Tor Vergata;5802;Costa Rica;America;1
2018/2019;Bra Scienze Gastronomiche;401;Cuba;America;2
2018/2019;Brescia;1701;Cuba;America;1
2018/2019;Calabria;7801;Cuba;America;1
2018/2019;Catanzaro;7901;Cuba;America;1
2018/2019;Chieti e Pescara;6901;Cuba;America;1
2018/2019;Genova;1001;Cuba;America;1
2018/2019;Milano;1501;Cuba;America;3
2018/2019;Novedrate e-Campus - telematica;1301;Cuba;America;1
2018/2019;Padova;2801;Cuba;America;1
2018/2019;Perugia Stranieri;5403;Cuba;America;1
2018/2019;Roma Marconi - telematica;5810;Cuba;America;1
2018/2019;Roma Tre;5807;Cuba;America;1
2018/2019;Verona;2301;Cuba;America;1
2018/2019;Bergamo;1601;Ecuador;America;3
2018/2019;Bologna;3701;Ecuador;America;5
2018/2019;Bra Scienze Gastronomiche;401;Ecuador;America;1
2018/2019;Ferrara;3801;Ecuador;America;1
2018/2019;Firenze IUL - telematica;4804;Ecuador;America;1
2018/2019;Genova;1001;Ecuador;America;27
2018/2019;Insubria;1202;Ecuador;America;3
2018/2019;Milano;1501;Ecuador;America;7
2018/2019;Milano Bicocca;1509;Ecuador;America;4
2018/2019;Milano Bocconi;1503;Ecuador;America;4
2018/2019;Milano Cattolica;1504;Ecuador;America;7
2018/2019;Milano IULM;1505;Ecuador;America;2
2018/2019;Milano Politecnico;1502;Ecuador;America;3
2018/2019;Modena e Reggio Emilia;3601;Ecuador;America;1
2018/2019;Novedrate e-Campus - telematica;1301;Ecuador;America;2
2018/2019;Padova;2801;Ecuador;America;3
2018/2019;Parma;3401;Ecuador;America;2
2018/2019;Pavia;1801;Ecuador;America;2
2018/2019;Perugia;5401;Ecuador;America;1
2018/2019;Perugia Stranieri;5403;Ecuador;America;1
2018/2019;Piemonte Orientale;201;Ecuador;America;1
2018/2019;Pisa;5001;Ecuador;America;2
2018/2019;Roma Biomedico;5808;Ecuador;America;1
2018/2019;Roma La Sapienza;5801;Ecuador;America;11
2018/2019;Roma Tre;5807;Ecuador;America;1
2018/2019;Roma UNITELMA - telematica;5811;Ecuador;America;1
2018/2019;Torino;101;Ecuador;America;1
2018/2019;Torino Politecnico;102;Ecuador;America;2
2018/2019;Trieste;3201;Ecuador;America;1
2018/2019;Tuscia;5601;Ecuador;America;1
2018/2019;Venezia Iuav;2702;Ecuador;America;3
2018/2019;Verona;2301;Ecuador;America;2
2018/2019;Insubria;1202;El Salvador;America;1
2018/2019;Milano;1501;El Salvador;America;2
2018/2019;Milano Cattolica;1504;El Salvador;America;2
2018/2019;Milano Politecnico;1502;El Salvador;America;2
2018/2019;Palermo;8201;El Salvador;America;1
2018/2019;Roma La Sapienza;5801;El Salvador;America;1
2018/2019;Roma UNINETTUNO - telematica;5813;El Salvador;America;1
2018/2019;Torino;101;El Salvador;America;2
2018/2019;Bari;7201;Guatemala;America;1
2018/2019;Bologna;3701;Guatemala;America;1
2018/2019;Firenze;4801;Guatemala;America;1
2018/2019;Parma;3401;Guatemala;America;1
2018/2019;Pavia;1801;Guatemala;America;1
2018/2019;Sassari;9001;Guatemala;America;4
2018/2019;Teramo;6701;Guatemala;America;1
2018/2019;Torino Politecnico;102;Guatemala;America;1
2018/2019;Padova;2801;Haiti;America;3
2018/2019;Roma La Sapienza;5801;Haiti;America;1
2018/2019;Roma Saint Camillus;5818;Haiti;America;30
2018/2019;Rozzano (MI) Humanitas University;1510;Haiti;America;1
2018/2019;Milano;1501;Honduras;America;1
2018/2019;Milano Bocconi;1503;Honduras;America;1
2018/2019;Milano Cattolica;1504;Honduras;America;1
2018/2019;Piemonte Orientale;201;Honduras;America;1
2018/2019;Roma La Sapienza;5801;Honduras;America;1
2018/2019;Torino Politecnico;102;Honduras;America;2
2018/2019;Tuscia;5601;Honduras;America;1
2018/2019;Rozzano (MI) Humanitas University;1510;Isole Vergini britanniche;America;1
2018/2019;Bari;7201;Messico;America;1
2018/2019;Bergamo;1601;Messico;America;1
2018/2019;Brescia;1701;Messico;America;1
2018/2019;Cagliari;9201;Messico;America;1
2018/2019;Chieti e Pescara;6901;Messico;America;1
2018/2019;Ferrara;3801;Messico;America;1
2018/2019;Firenze;4801;Messico;America;3
2018/2019;Macerata;4301;Messico;America;1
2018/2019;Milano;1501;Messico;America;2
2018/2019;Milano Bicocca;1509;Messico;America;1
2018/2019;Milano Bocconi;1503;Messico;America;1
2018/2019;Milano Cattolica;1504;Messico;America;6
2018/2019;Milano Politecnico;1502;Messico;America;3
2018/2019;Modena e Reggio Emilia;3601;Messico;America;1
2018/2019;Padova;2801;Messico;America;1
2018/2019;Perugia;5401;Messico;America;1
2018/2019;Perugia Stranieri;5403;Messico;America;1
2018/2019;Pisa;5001;Messico;America;1
2018/2019;Roma Luiss;5805;Messico;America;1
2018/2019;Roma Tor Vergata;5802;Messico;America;2
2018/2019;Torino;101;Messico;America;1
2018/2019;Torino Politecnico;102;Messico;America;2
2018/2019;Verona;2301;Messico;America;1
2018/2019;L'Aquila;6601;Nicaragua;America;1
2018/2019;Bologna;3701;Panama;America;1
2018/2019;Bolzano;2101;Panama;America;1
2018/2019;Firenze;4801;Panama;America;1
2018/2019;Foggia;7101;Panama;America;1
2018/2019;Milano Bocconi;1503;Panama;America;2
