STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,EDUCATION_LEV,Education level,MEASURE,Measure,EDUCATION_TYPE,Education type,INTENSITY,Intensity,EDUCATION_FIELD,Field of education,GRADE,Grade,FREQ,Frequency of observation,ORIGIN,Origin,DESTINATION,Destination,INST_TYPE_EDU,Type of educational institution,MOBILITY,Mobility,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,TIME_PERIOD,Time period,OBS_VALUE,Observation value,REF_YEAR_AGES,Reference date for ages,ORIGIN_CRITERION,Origin criterion,REPYEARSTART,Reference year start,REPYEAREND,Reference year end,OBS_STATUS,Observation status,CONF_STATUS,Confidentiality status,COMMENT_OBS,Observation comment,DECIMALS,Decimals,TIME_PER_COLLECT,Time period collection,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_35,Upper secondary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,M,Male,_T,Total,2021,,98.0871784290719,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_35,Upper secondary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,_T,Total,_T,Total,2013,,99.3586513822034,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_35,Upper secondary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,_T,Total,_T,Total,2014,,99.1994753138972,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_35,Upper secondary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,_T,Total,_T,Total,2015,,99.4807243049472,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_35,Upper secondary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,_T,Total,_T,Total,2016,,99.3673603665382,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_35,Upper secondary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,_T,Total,_T,Total,2020,,98.4418488739655,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_35,Upper secondary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,_T,Total,_T,Total,2021,,98.3183658519037,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,_T,Total,_T,Total,2013,,0.14946964130894,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,_T,Total,_T,Total,2014,,0.32799187745553,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,_T,Total,_T,Total,2015,,0.41209759437715,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,_T,Total,_T,Total,2016,,0.52510541889091,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,_T,Total,_T,Total,2017,,0.69822831064123,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,_T,Total,_T,Total,2018,,0.86660007488337,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,_T,Total,_T,Total,2019,,1.09678501304096,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,_T,Total,_T,Total,2020,,1.30697393790743,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,_T,Total,_T,Total,2021,,1.5131436943625,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_45,Post-secondary non-tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,_T,Total,_T,Total,2013,,0.49187897648769,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_45,Post-secondary non-tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,_T,Total,_T,Total,2014,,0.47253280864723,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_45,Post-secondary non-tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,_T,Total,_T,Total,2015,,0.10717810067567,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_45,Post-secondary non-tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,_T,Total,_T,Total,2016,,0.10753421457086,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_45,Post-secondary non-tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,_T,Total,_T,Total,2020,,0.25117718812712,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_45,Post-secondary non-tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,_T,Total,_T,Total,2021,,0.1684904537338,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_45,Post-secondary non-tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,F,Female,_T,Total,2013,,0.58760683760684,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_45,Post-secondary non-tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,F,Female,_T,Total,2014,,0.64764836816217,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_45,Post-secondary non-tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,F,Female,_T,Total,2015,,0.11139372420784,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_45,Post-secondary non-tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,F,Female,_T,Total,2016,,0.11202853956438,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_45,Post-secondary non-tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,F,Female,_T,Total,2020,,0.28867819939673,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_45,Post-secondary non-tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,F,Female,_T,Total,2021,,0.17558819340661,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,F,Female,_T,Total,2013,,0.08928355245636,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,F,Female,_T,Total,2014,,0.20214076377957,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,F,Female,_T,Total,2015,,0.27339059449511,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,F,Female,_T,Total,2016,,0.36547841393118,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,F,Female,_T,Total,2017,,0.50438589072654,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,F,Female,_T,Total,2018,,0.63988674074775,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,F,Female,_T,Total,2019,,0.81810618706108,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,F,Female,_T,Total,2020,,0.94594302744963,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,F,Female,_T,Total,2021,,1.10004020140362,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_35,Upper secondary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,F,Female,_T,Total,2013,,99.3231096099368,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_35,Upper secondary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,F,Female,_T,Total,2014,,99.1502108680583,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_35,Upper secondary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,F,Female,_T,Total,2015,,99.615215681297,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_35,Upper secondary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,F,Female,_T,Total,2016,,99.5224930465044,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_35,Upper secondary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,F,Female,_T,Total,2020,,98.7653787731536,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_35,Upper secondary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,F,Female,_T,Total,2021,,98.7243716051898,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
