STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,ADJUSTMENT,Adjustment,ACTIVITY,Economic activity,SECTOR,Institutional sector,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1974-Q2,,6.130537,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1974-Q3,,6.627769,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1974-Q4,,7.141858,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1975-Q1,,7.484985,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1975-Q2,,7.805237,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1975-Q3,,8.313306,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1976-Q1,,8.983909,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1976-Q2,,9.351115,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1976-Q3,,9.531708,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1976-Q4,,9.825473,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1977-Q1,,10.047,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1977-Q2,,10.28177,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1977-Q3,,10.35401,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1977-Q4,,10.87773,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1978-Q1,,11.2341,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1978-Q2,,11.87701,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1978-Q3,,12.00945,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1978-Q4,,12.50788,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1979-Q1,,12.88352,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1979-Q2,,13.70702,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1979-Q3,,13.6709,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1979-Q4,,14.77975,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1980-Q1,,15.10042,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1980-Q2,,16.13146,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1980-Q3,,16.56106,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1980-Q4,,16.99066,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1981-Q1,,17.39878,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1981-Q2,,18.00022,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1981-Q3,,18.66609,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1981-Q4,,19.26753,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1982-Q1,,19.58973,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1982-Q2,,20.34153,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1982-Q3,,20.47041,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1982-Q4,,21.02889,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1983-Q1,,21.30813,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1983-Q2,,22.05993,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1983-Q3,,22.36065,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1983-Q4,,23.04801,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1984-Q1,,23.32725,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1984-Q2,,23.84277,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1984-Q3,,24.33681,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1984-Q4,,24.9812,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1985-Q1,,25.4108,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1985-Q2,,26.22704,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1985-Q3,,26.52776,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1985-Q4,,27.06476,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1986-Q1,,27.42992,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1986-Q2,,28.2032,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1986-Q3,,28.418,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1986-Q4,,29.23424,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1987-Q1,,29.53496,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1987-Q2,,30.37268,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1987-Q3,,30.82376,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1987-Q4,,31.70444,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1988-Q1,,32.04811,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1988-Q2,,33.12211,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1988-Q3,,33.29395,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1988-Q4,,34.36795,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1989-Q1,,34.81903,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1989-Q2,,36.04339,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1989-Q3,,36.34411,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1989-Q4,,37.24627,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1990-Q1,,37.91215,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1990-Q2,,39.3513,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1990-Q3,,39.84534,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1990-Q4,,40.79046,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1991-Q1,,41.1771,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1991-Q2,,42.61626,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1991-Q3,,42.65922,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1991-Q4,,43.81914,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1992-Q1,,44.69982,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1992-Q2,,45.06498,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1992-Q3,,45.47309,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1992-Q4,,46.26786,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1993-Q1,,46.78337,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1993-Q2,,47.21297,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1993-Q3,,47.47073,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1993-Q4,,48.32993,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1994-Q1,,49.27505,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1994-Q2,,49.48985,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1994-Q3,,49.70465,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1994-Q4,,50.90753,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1995-Q1,,51.74525,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,N,Neither seasonally adjusted nor calendar adjusted,C,Manufacturing,S1,Total economy,Q,Quarterly,1995-Q2,,51.87413,,2015,,A,Normal value,0,Units,2,Two
