ANNO_ACCADEMICO;CODICE_REGIONE;NOME_REGIONE;CODICE_ENTE;NOME_ENTE;CODICE_ISTITUTO;NOME_ISTITUTO;TIPO_ISTITUTO;CODICE_INTERVENTO;DESCRIZIONE_INTERVENTO;INTERVENTI_LAUREA;INTERVENTI_LAUREA_EXTRA_UE;INTERVENTI_DOTTORATO;INTERVENTI_SPECIALIZZAZIONE
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;039602039010;Istituto Superiore per le Industrie Artistiche di Faenza (Ra);AltaFormazione;16;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a idonei non borsisti;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;039602039010;Istituto Superiore per le Industrie Artistiche di Faenza (Ra);AltaFormazione;17;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a studenti non idonei alla borsa;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;039602039010;Istituto Superiore per le Industrie Artistiche di Faenza (Ra);AltaFormazione;18;Posti alloggio e contributi-alloggio - N° domande contributi-alloggio;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;039602039010;Istituto Superiore per le Industrie Artistiche di Faenza (Ra);AltaFormazione;19;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;039602039010;Istituto Superiore per le Industrie Artistiche di Faenza (Ra);AltaFormazione;20;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a borsisti (non beneficiari di alloggio);0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;039602039010;Istituto Superiore per le Industrie Artistiche di Faenza (Ra);AltaFormazione;21;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a idonei non borsisti  (non beneficiari di alloggio);0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;039602039010;Istituto Superiore per le Industrie Artistiche di Faenza (Ra);AltaFormazione;22;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a studenti non idonei alla borsa;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;039602039010;Istituto Superiore per le Industrie Artistiche di Faenza (Ra);AltaFormazione;23;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;039602039010;Istituto Superiore per le Industrie Artistiche di Faenza (Ra);AltaFormazione;24;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;039602039010;Istituto Superiore per le Industrie Artistiche di Faenza (Ra);AltaFormazione;25;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;039602039010;Istituto Superiore per le Industrie Artistiche di Faenza (Ra);AltaFormazione;26;Altri interventi di tipo finanziario - N° altri sussidi concessi;3;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;039602039010;Istituto Superiore per le Industrie Artistiche di Faenza (Ra);AltaFormazione;27;(*) Borse di studio - precisazioni - N° borse concesse a studenti in sede;6;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;039602039010;Istituto Superiore per le Industrie Artistiche di Faenza (Ra);AltaFormazione;28;(*) Borse di studio - precisazioni - N° borse concesse a studenti pendolari;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;039602039010;Istituto Superiore per le Industrie Artistiche di Faenza (Ra);AltaFormazione;29;(*) Borse di studio - precisazioni - N° borse concesse a studenti fuori sede;7;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;039602039010;Istituto Superiore per le Industrie Artistiche di Faenza (Ra);AltaFormazione;30;(*) Borse di studio - precisazioni - N° borse concesse tramite FSE e altri fondi europei (PON, PNRR);1;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;040401040007;"Conservatorio ''Bruno Maderna"" di Cesena (Fo)";AltaFormazione;1;Borse di studio - N° domande;17;8;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;040401040007;"Conservatorio ''Bruno Maderna"" di Cesena (Fo)";AltaFormazione;2;Borse di studio - N° idonei (beneficiari e non beneficiari);11;5;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;040401040007;"Conservatorio ''Bruno Maderna"" di Cesena (Fo)";AltaFormazione;3;Borse di studio - N° borse concesse - incluse borse concesse con FSE e altri fondi europei (PON, PNRR) (*);11;5;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;040401040007;"Conservatorio ''Bruno Maderna"" di Cesena (Fo)";AltaFormazione;4;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;040401040007;"Conservatorio ''Bruno Maderna"" di Cesena (Fo)";AltaFormazione;5;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;040401040007;"Conservatorio ''Bruno Maderna"" di Cesena (Fo)";AltaFormazione;6;Mobilità internazionale - N° domande contributi;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;040401040007;"Conservatorio ''Bruno Maderna"" di Cesena (Fo)";AltaFormazione;7;Mobilità internazionale - N° contributi concessi;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;040401040007;"Conservatorio ''Bruno Maderna"" di Cesena (Fo)";AltaFormazione;8;Mobilità internazionale - N° complessivo di mesi in mobilità;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;040401040007;"Conservatorio ''Bruno Maderna"" di Cesena (Fo)";AltaFormazione;9;Interventi a favore di studenti in situazione di disabilità - N° domande;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;040401040007;"Conservatorio ''Bruno Maderna"" di Cesena (Fo)";AltaFormazione;10;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;040401040007;"Conservatorio ''Bruno Maderna"" di Cesena (Fo)";AltaFormazione;11;Attività di collaborazione a tempo parziale - N° collaborazioni;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;040401040007;"Conservatorio ''Bruno Maderna"" di Cesena (Fo)";AltaFormazione;12;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;040401040007;"Conservatorio ''Bruno Maderna"" di Cesena (Fo)";AltaFormazione;13;Posti alloggio e contributi-alloggio - N° domande posti alloggio;3;2;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;040401040007;"Conservatorio ''Bruno Maderna"" di Cesena (Fo)";AltaFormazione;14;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati;1;1;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;040401040007;"Conservatorio ''Bruno Maderna"" di Cesena (Fo)";AltaFormazione;15;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a borsisti;1;1;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;040401040007;"Conservatorio ''Bruno Maderna"" di Cesena (Fo)";AltaFormazione;16;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a idonei non borsisti;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;040401040007;"Conservatorio ''Bruno Maderna"" di Cesena (Fo)";AltaFormazione;17;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a studenti non idonei alla borsa;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;040401040007;"Conservatorio ''Bruno Maderna"" di Cesena (Fo)";AltaFormazione;18;Posti alloggio e contributi-alloggio - N° domande contributi-alloggio;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;040401040007;"Conservatorio ''Bruno Maderna"" di Cesena (Fo)";AltaFormazione;19;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;040401040007;"Conservatorio ''Bruno Maderna"" di Cesena (Fo)";AltaFormazione;20;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a borsisti (non beneficiari di alloggio);0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;040401040007;"Conservatorio ''Bruno Maderna"" di Cesena (Fo)";AltaFormazione;21;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a idonei non borsisti  (non beneficiari di alloggio);0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;040401040007;"Conservatorio ''Bruno Maderna"" di Cesena (Fo)";AltaFormazione;22;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a studenti non idonei alla borsa;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;040401040007;"Conservatorio ''Bruno Maderna"" di Cesena (Fo)";AltaFormazione;23;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;040401040007;"Conservatorio ''Bruno Maderna"" di Cesena (Fo)";AltaFormazione;24;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;040401040007;"Conservatorio ''Bruno Maderna"" di Cesena (Fo)";AltaFormazione;25;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;040401040007;"Conservatorio ''Bruno Maderna"" di Cesena (Fo)";AltaFormazione;26;Altri interventi di tipo finanziario - N° altri sussidi concessi;4;2;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;040401040007;"Conservatorio ''Bruno Maderna"" di Cesena (Fo)";AltaFormazione;27;(*) Borse di studio - precisazioni - N° borse concesse a studenti in sede;4;1;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;040401040007;"Conservatorio ''Bruno Maderna"" di Cesena (Fo)";AltaFormazione;28;(*) Borse di studio - precisazioni - N° borse concesse a studenti pendolari;1;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;040401040007;"Conservatorio ''Bruno Maderna"" di Cesena (Fo)";AltaFormazione;29;(*) Borse di studio - precisazioni - N° borse concesse a studenti fuori sede;6;4;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;040401040007;"Conservatorio ''Bruno Maderna"" di Cesena (Fo)";AltaFormazione;30;(*) Borse di studio - precisazioni - N° borse concesse tramite FSE e altri fondi europei (PON, PNRR);0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099401099014;"Conservatorio statale ""G. Lettimi"" di Rimini";AltaFormazione;1;Borse di studio - N° domande;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099401099014;"Conservatorio statale ""G. Lettimi"" di Rimini";AltaFormazione;2;Borse di studio - N° idonei (beneficiari e non beneficiari);0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099401099014;"Conservatorio statale ""G. Lettimi"" di Rimini";AltaFormazione;3;Borse di studio - N° borse concesse - incluse borse concesse con FSE e altri fondi europei (PON, PNRR) (*);0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099401099014;"Conservatorio statale ""G. Lettimi"" di Rimini";AltaFormazione;4;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099401099014;"Conservatorio statale ""G. Lettimi"" di Rimini";AltaFormazione;5;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099401099014;"Conservatorio statale ""G. Lettimi"" di Rimini";AltaFormazione;6;Mobilità internazionale - N° domande contributi;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099401099014;"Conservatorio statale ""G. Lettimi"" di Rimini";AltaFormazione;7;Mobilità internazionale - N° contributi concessi;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099401099014;"Conservatorio statale ""G. Lettimi"" di Rimini";AltaFormazione;8;Mobilità internazionale - N° complessivo di mesi in mobilità;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099401099014;"Conservatorio statale ""G. Lettimi"" di Rimini";AltaFormazione;9;Interventi a favore di studenti in situazione di disabilità - N° domande;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099401099014;"Conservatorio statale ""G. Lettimi"" di Rimini";AltaFormazione;10;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099401099014;"Conservatorio statale ""G. Lettimi"" di Rimini";AltaFormazione;11;Attività di collaborazione a tempo parziale - N° collaborazioni;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099401099014;"Conservatorio statale ""G. Lettimi"" di Rimini";AltaFormazione;12;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099401099014;"Conservatorio statale ""G. Lettimi"" di Rimini";AltaFormazione;13;Posti alloggio e contributi-alloggio - N° domande posti alloggio;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099401099014;"Conservatorio statale ""G. Lettimi"" di Rimini";AltaFormazione;14;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099401099014;"Conservatorio statale ""G. Lettimi"" di Rimini";AltaFormazione;15;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a borsisti;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099401099014;"Conservatorio statale ""G. Lettimi"" di Rimini";AltaFormazione;16;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a idonei non borsisti;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099401099014;"Conservatorio statale ""G. Lettimi"" di Rimini";AltaFormazione;17;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a studenti non idonei alla borsa;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099401099014;"Conservatorio statale ""G. Lettimi"" di Rimini";AltaFormazione;18;Posti alloggio e contributi-alloggio - N° domande contributi-alloggio;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099401099014;"Conservatorio statale ""G. Lettimi"" di Rimini";AltaFormazione;19;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099401099014;"Conservatorio statale ""G. Lettimi"" di Rimini";AltaFormazione;20;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a borsisti (non beneficiari di alloggio);0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099401099014;"Conservatorio statale ""G. Lettimi"" di Rimini";AltaFormazione;21;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a idonei non borsisti  (non beneficiari di alloggio);0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099401099014;"Conservatorio statale ""G. Lettimi"" di Rimini";AltaFormazione;22;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a studenti non idonei alla borsa;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099401099014;"Conservatorio statale ""G. Lettimi"" di Rimini";AltaFormazione;23;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099401099014;"Conservatorio statale ""G. Lettimi"" di Rimini";AltaFormazione;24;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099401099014;"Conservatorio statale ""G. Lettimi"" di Rimini";AltaFormazione;25;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099401099014;"Conservatorio statale ""G. Lettimi"" di Rimini";AltaFormazione;26;Altri interventi di tipo finanziario - N° altri sussidi concessi;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099401099014;"Conservatorio statale ""G. Lettimi"" di Rimini";AltaFormazione;27;(*) Borse di studio - precisazioni - N° borse concesse a studenti in sede;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099401099014;"Conservatorio statale ""G. Lettimi"" di Rimini";AltaFormazione;28;(*) Borse di studio - precisazioni - N° borse concesse a studenti pendolari;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099401099014;"Conservatorio statale ""G. Lettimi"" di Rimini";AltaFormazione;29;(*) Borse di studio - precisazioni - N° borse concesse a studenti fuori sede;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099401099014;"Conservatorio statale ""G. Lettimi"" di Rimini";AltaFormazione;30;(*) Borse di studio - precisazioni - N° borse concesse tramite FSE e altri fondi europei (PON, PNRR);0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099802099014;Libera Accademia di Belle Arti di Rimini;AltaFormazione;1;Borse di studio - N° domande;68;1;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099802099014;Libera Accademia di Belle Arti di Rimini;AltaFormazione;2;Borse di studio - N° idonei (beneficiari e non beneficiari);54;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099802099014;Libera Accademia di Belle Arti di Rimini;AltaFormazione;3;Borse di studio - N° borse concesse - incluse borse concesse con FSE e altri fondi europei (PON, PNRR) (*);54;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099802099014;Libera Accademia di Belle Arti di Rimini;AltaFormazione;4;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099802099014;Libera Accademia di Belle Arti di Rimini;AltaFormazione;5;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099802099014;Libera Accademia di Belle Arti di Rimini;AltaFormazione;6;Mobilità internazionale - N° domande contributi;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099802099014;Libera Accademia di Belle Arti di Rimini;AltaFormazione;7;Mobilità internazionale - N° contributi concessi;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099802099014;Libera Accademia di Belle Arti di Rimini;AltaFormazione;8;Mobilità internazionale - N° complessivo di mesi in mobilità;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099802099014;Libera Accademia di Belle Arti di Rimini;AltaFormazione;9;Interventi a favore di studenti in situazione di disabilità - N° domande;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099802099014;Libera Accademia di Belle Arti di Rimini;AltaFormazione;10;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099802099014;Libera Accademia di Belle Arti di Rimini;AltaFormazione;11;Attività di collaborazione a tempo parziale - N° collaborazioni;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099802099014;Libera Accademia di Belle Arti di Rimini;AltaFormazione;12;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099802099014;Libera Accademia di Belle Arti di Rimini;AltaFormazione;13;Posti alloggio e contributi-alloggio - N° domande posti alloggio;7;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099802099014;Libera Accademia di Belle Arti di Rimini;AltaFormazione;14;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati;4;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099802099014;Libera Accademia di Belle Arti di Rimini;AltaFormazione;15;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a borsisti;4;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099802099014;Libera Accademia di Belle Arti di Rimini;AltaFormazione;16;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a idonei non borsisti;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099802099014;Libera Accademia di Belle Arti di Rimini;AltaFormazione;17;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a studenti non idonei alla borsa;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099802099014;Libera Accademia di Belle Arti di Rimini;AltaFormazione;18;Posti alloggio e contributi-alloggio - N° domande contributi-alloggio;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099802099014;Libera Accademia di Belle Arti di Rimini;AltaFormazione;19;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099802099014;Libera Accademia di Belle Arti di Rimini;AltaFormazione;20;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a borsisti (non beneficiari di alloggio);0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099802099014;Libera Accademia di Belle Arti di Rimini;AltaFormazione;21;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a idonei non borsisti  (non beneficiari di alloggio);0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099802099014;Libera Accademia di Belle Arti di Rimini;AltaFormazione;22;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a studenti non idonei alla borsa;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099802099014;Libera Accademia di Belle Arti di Rimini;AltaFormazione;23;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099802099014;Libera Accademia di Belle Arti di Rimini;AltaFormazione;24;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099802099014;Libera Accademia di Belle Arti di Rimini;AltaFormazione;25;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099802099014;Libera Accademia di Belle Arti di Rimini;AltaFormazione;26;Altri interventi di tipo finanziario - N° altri sussidi concessi;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099802099014;Libera Accademia di Belle Arti di Rimini;AltaFormazione;27;(*) Borse di studio - precisazioni - N° borse concesse a studenti in sede;31;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099802099014;Libera Accademia di Belle Arti di Rimini;AltaFormazione;28;(*) Borse di studio - precisazioni - N° borse concesse a studenti pendolari;8;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099802099014;Libera Accademia di Belle Arti di Rimini;AltaFormazione;29;(*) Borse di studio - precisazioni - N° borse concesse a studenti fuori sede;15;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;099802099014;Libera Accademia di Belle Arti di Rimini;AltaFormazione;30;(*) Borse di studio - precisazioni - N° borse concesse tramite FSE e altri fondi europei (PON, PNRR);8;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903701;"Fondazione Accademia Internazionale ""Incontri col Maestro"" di Imola";AltaFormazione;1;Borse di studio - N° domande;8;1;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903701;"Fondazione Accademia Internazionale ""Incontri col Maestro"" di Imola";AltaFormazione;2;Borse di studio - N° idonei (beneficiari e non beneficiari);7;1;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903701;"Fondazione Accademia Internazionale ""Incontri col Maestro"" di Imola";AltaFormazione;3;Borse di studio - N° borse concesse - incluse borse concesse con FSE e altri fondi europei (PON, PNRR) (*);7;1;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903701;"Fondazione Accademia Internazionale ""Incontri col Maestro"" di Imola";AltaFormazione;4;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903701;"Fondazione Accademia Internazionale ""Incontri col Maestro"" di Imola";AltaFormazione;5;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903701;"Fondazione Accademia Internazionale ""Incontri col Maestro"" di Imola";AltaFormazione;6;Mobilità internazionale - N° domande contributi;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903701;"Fondazione Accademia Internazionale ""Incontri col Maestro"" di Imola";AltaFormazione;7;Mobilità internazionale - N° contributi concessi;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903701;"Fondazione Accademia Internazionale ""Incontri col Maestro"" di Imola";AltaFormazione;8;Mobilità internazionale - N° complessivo di mesi in mobilità;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903701;"Fondazione Accademia Internazionale ""Incontri col Maestro"" di Imola";AltaFormazione;9;Interventi a favore di studenti in situazione di disabilità - N° domande;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903701;"Fondazione Accademia Internazionale ""Incontri col Maestro"" di Imola";AltaFormazione;10;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903701;"Fondazione Accademia Internazionale ""Incontri col Maestro"" di Imola";AltaFormazione;11;Attività di collaborazione a tempo parziale - N° collaborazioni;0;0;;
