DATA;CODICE_REGIONE;NOME_REGIONE;CODICE_ENTE;NOME_ENTE;CODICE_SERVIZIO;DESCRIZIONE_SERVIZIO;NUMERO
01/11/2025;03;Lombardia;0334;"Ufficio per il DSU - Politecnico delle Arti ""Gaetano Donizetti - Giacomo Carrara"" (Area Musicale) di Bergamo";132;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta - assegnati;0
01/11/2025;03;Lombardia;0334;"Ufficio per il DSU - Politecnico delle Arti ""Gaetano Donizetti - Giacomo Carrara"" (Area Musicale) di Bergamo";134;Posti alloggio in residenze - creati con fondi PNRR - convenzione;0
01/11/2025;03;Lombardia;0334;"Ufficio per il DSU - Politecnico delle Arti ""Gaetano Donizetti - Giacomo Carrara"" (Area Musicale) di Bergamo";136;Posti alloggio in residenze - creati con fondi PNRR - convenzione - assegnati;0
01/11/2025;03;Lombardia;0335;Ufficio per il DSU - Istituto Europeo del Design (IED);1;Posti alloggio in residenze - anno corrente;0
01/11/2025;03;Lombardia;0335;Ufficio per il DSU - Istituto Europeo del Design (IED);2a;Posti alloggio in residenze - di cui assegnati a studenti idonei (borsisti e non borsisti);0
01/11/2025;03;Lombardia;0335;Ufficio per il DSU - Istituto Europeo del Design (IED);4;Posti alloggio in residenze - anno corrente - di cui assegnati a studenti non idonei;0
01/11/2025;03;Lombardia;0335;Ufficio per il DSU - Istituto Europeo del Design (IED);5;Posti alloggio in residenze - anno corrente - di cui riservati a studenti in mobilità (es. Erasmus);0
01/11/2025;03;Lombardia;0335;Ufficio per il DSU - Istituto Europeo del Design (IED);6;Posti alloggio in residenze - anno corrente - di cui riservati ad uso foresteria;0
01/11/2025;03;Lombardia;0335;Ufficio per il DSU - Istituto Europeo del Design (IED);7;Mense attive a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0335;Ufficio per il DSU - Istituto Europeo del Design (IED);8;Posti a sedere in mense a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0335;Ufficio per il DSU - Istituto Europeo del Design (IED);9;Mense attive a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0335;Ufficio per il DSU - Istituto Europeo del Design (IED);10;Posti a sedere in mense a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0335;Ufficio per il DSU - Istituto Europeo del Design (IED);130;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta;0
01/11/2025;03;Lombardia;0335;Ufficio per il DSU - Istituto Europeo del Design (IED);132;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta - assegnati;0
01/11/2025;03;Lombardia;0335;Ufficio per il DSU - Istituto Europeo del Design (IED);134;Posti alloggio in residenze - creati con fondi PNRR - convenzione;0
01/11/2025;03;Lombardia;0335;Ufficio per il DSU - Istituto Europeo del Design (IED);136;Posti alloggio in residenze - creati con fondi PNRR - convenzione - assegnati;0
01/11/2025;03;Lombardia;0336;Ufficio per il DSU - Humanitas University di Rozzano (MI);1;Posti alloggio in residenze - anno corrente;8
01/11/2025;03;Lombardia;0336;Ufficio per il DSU - Humanitas University di Rozzano (MI);2a;Posti alloggio in residenze - di cui assegnati a studenti idonei (borsisti e non borsisti);4
01/11/2025;03;Lombardia;0336;Ufficio per il DSU - Humanitas University di Rozzano (MI);4;Posti alloggio in residenze - anno corrente - di cui assegnati a studenti non idonei;4
01/11/2025;03;Lombardia;0336;Ufficio per il DSU - Humanitas University di Rozzano (MI);5;Posti alloggio in residenze - anno corrente - di cui riservati a studenti in mobilità (es. Erasmus);0
01/11/2025;03;Lombardia;0336;Ufficio per il DSU - Humanitas University di Rozzano (MI);6;Posti alloggio in residenze - anno corrente - di cui riservati ad uso foresteria;0
01/11/2025;03;Lombardia;0336;Ufficio per il DSU - Humanitas University di Rozzano (MI);7;Mense attive a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0336;Ufficio per il DSU - Humanitas University di Rozzano (MI);8;Posti a sedere in mense a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0336;Ufficio per il DSU - Humanitas University di Rozzano (MI);9;Mense attive a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0336;Ufficio per il DSU - Humanitas University di Rozzano (MI);10;Posti a sedere in mense a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0336;Ufficio per il DSU - Humanitas University di Rozzano (MI);130;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta;0
01/11/2025;03;Lombardia;0336;Ufficio per il DSU - Humanitas University di Rozzano (MI);132;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta - assegnati;0
01/11/2025;03;Lombardia;0336;Ufficio per il DSU - Humanitas University di Rozzano (MI);134;Posti alloggio in residenze - creati con fondi PNRR - convenzione;0
01/11/2025;03;Lombardia;0336;Ufficio per il DSU - Humanitas University di Rozzano (MI);136;Posti alloggio in residenze - creati con fondi PNRR - convenzione - assegnati;0
01/11/2025;03;Lombardia;0337;Ufficio per il DSU -Università degli studi di Milano;1;Posti alloggio in residenze - anno corrente;1346
01/11/2025;03;Lombardia;0337;Ufficio per il DSU -Università degli studi di Milano;2a;Posti alloggio in residenze - di cui assegnati a studenti idonei (borsisti e non borsisti);1115
01/11/2025;03;Lombardia;0337;Ufficio per il DSU -Università degli studi di Milano;4;Posti alloggio in residenze - anno corrente - di cui assegnati a studenti non idonei;0
01/11/2025;03;Lombardia;0337;Ufficio per il DSU -Università degli studi di Milano;5;Posti alloggio in residenze - anno corrente - di cui riservati a studenti in mobilità (es. Erasmus);150
01/11/2025;03;Lombardia;0337;Ufficio per il DSU -Università degli studi di Milano;6;Posti alloggio in residenze - anno corrente - di cui riservati ad uso foresteria;81
01/11/2025;03;Lombardia;0337;Ufficio per il DSU -Università degli studi di Milano;7;Mense attive a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0337;Ufficio per il DSU -Università degli studi di Milano;8;Posti a sedere in mense a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0337;Ufficio per il DSU -Università degli studi di Milano;9;Mense attive a gestione indiretta - anno corrente;126
01/11/2025;03;Lombardia;0337;Ufficio per il DSU -Università degli studi di Milano;10;Posti a sedere in mense a gestione indiretta - anno corrente;3500
01/11/2025;03;Lombardia;0337;Ufficio per il DSU -Università degli studi di Milano;130;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta;0
01/11/2025;03;Lombardia;0337;Ufficio per il DSU -Università degli studi di Milano;132;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta - assegnati;0
01/11/2025;03;Lombardia;0337;Ufficio per il DSU -Università degli studi di Milano;134;Posti alloggio in residenze - creati con fondi PNRR - convenzione;0
01/11/2025;03;Lombardia;0337;Ufficio per il DSU -Università degli studi di Milano;136;Posti alloggio in residenze - creati con fondi PNRR - convenzione - assegnati;0
01/11/2025;03;Lombardia;0338;Ufficio per il DSU -Università degli studi di Milano-Bicocca;1;Posti alloggio in residenze - anno corrente;831
01/11/2025;03;Lombardia;0338;Ufficio per il DSU -Università degli studi di Milano-Bicocca;2a;Posti alloggio in residenze - di cui assegnati a studenti idonei (borsisti e non borsisti);691
01/11/2025;03;Lombardia;0338;Ufficio per il DSU -Università degli studi di Milano-Bicocca;4;Posti alloggio in residenze - anno corrente - di cui assegnati a studenti non idonei;116
01/11/2025;03;Lombardia;0338;Ufficio per il DSU -Università degli studi di Milano-Bicocca;5;Posti alloggio in residenze - anno corrente - di cui riservati a studenti in mobilità (es. Erasmus);14
01/11/2025;03;Lombardia;0338;Ufficio per il DSU -Università degli studi di Milano-Bicocca;6;Posti alloggio in residenze - anno corrente - di cui riservati ad uso foresteria;10
01/11/2025;03;Lombardia;0338;Ufficio per il DSU -Università degli studi di Milano-Bicocca;7;Mense attive a gestione diretta - anno corrente;4
01/11/2025;03;Lombardia;0338;Ufficio per il DSU -Università degli studi di Milano-Bicocca;8;Posti a sedere in mense a gestione diretta - anno corrente;580
01/11/2025;03;Lombardia;0338;Ufficio per il DSU -Università degli studi di Milano-Bicocca;9;Mense attive a gestione indiretta - anno corrente;2
01/11/2025;03;Lombardia;0338;Ufficio per il DSU -Università degli studi di Milano-Bicocca;10;Posti a sedere in mense a gestione indiretta - anno corrente;200
01/11/2025;03;Lombardia;0338;Ufficio per il DSU -Università degli studi di Milano-Bicocca;130;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta;0
01/11/2025;03;Lombardia;0338;Ufficio per il DSU -Università degli studi di Milano-Bicocca;132;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta - assegnati;0
01/11/2025;03;Lombardia;0338;Ufficio per il DSU -Università degli studi di Milano-Bicocca;134;Posti alloggio in residenze - creati con fondi PNRR - convenzione;215
01/11/2025;03;Lombardia;0338;Ufficio per il DSU -Università degli studi di Milano-Bicocca;136;Posti alloggio in residenze - creati con fondi PNRR - convenzione - assegnati;215
01/11/2025;03;Lombardia;0339;Ufficio per il DSU -Università degli Studi dell'Insubria;1;Posti alloggio in residenze - anno corrente;233
01/11/2025;03;Lombardia;0339;Ufficio per il DSU -Università degli Studi dell'Insubria;2a;Posti alloggio in residenze - di cui assegnati a studenti idonei (borsisti e non borsisti);88
01/11/2025;03;Lombardia;0339;Ufficio per il DSU -Università degli Studi dell'Insubria;4;Posti alloggio in residenze - anno corrente - di cui assegnati a studenti non idonei;103
01/11/2025;03;Lombardia;0339;Ufficio per il DSU -Università degli Studi dell'Insubria;5;Posti alloggio in residenze - anno corrente - di cui riservati a studenti in mobilità (es. Erasmus);16
01/11/2025;03;Lombardia;0339;Ufficio per il DSU -Università degli Studi dell'Insubria;6;Posti alloggio in residenze - anno corrente - di cui riservati ad uso foresteria;26
01/11/2025;03;Lombardia;0339;Ufficio per il DSU -Università degli Studi dell'Insubria;7;Mense attive a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0339;Ufficio per il DSU -Università degli Studi dell'Insubria;8;Posti a sedere in mense a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0339;Ufficio per il DSU -Università degli Studi dell'Insubria;9;Mense attive a gestione indiretta - anno corrente;2
01/11/2025;03;Lombardia;0339;Ufficio per il DSU -Università degli Studi dell'Insubria;10;Posti a sedere in mense a gestione indiretta - anno corrente;150
01/11/2025;03;Lombardia;0339;Ufficio per il DSU -Università degli Studi dell'Insubria;130;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta;0
01/11/2025;03;Lombardia;0339;Ufficio per il DSU -Università degli Studi dell'Insubria;132;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta - assegnati;0
01/11/2025;03;Lombardia;0339;Ufficio per il DSU -Università degli Studi dell'Insubria;134;Posti alloggio in residenze - creati con fondi PNRR - convenzione;0
01/11/2025;03;Lombardia;0339;Ufficio per il DSU -Università degli Studi dell'Insubria;136;Posti alloggio in residenze - creati con fondi PNRR - convenzione - assegnati;0
01/11/2025;03;Lombardia;0340;Ufficio per il DSU - Conservatorio Lucio Campiani di Mantova;1;Posti alloggio in residenze - anno corrente;0
01/11/2025;03;Lombardia;0340;Ufficio per il DSU - Conservatorio Lucio Campiani di Mantova;2a;Posti alloggio in residenze - di cui assegnati a studenti idonei (borsisti e non borsisti);0
01/11/2025;03;Lombardia;0340;Ufficio per il DSU - Conservatorio Lucio Campiani di Mantova;4;Posti alloggio in residenze - anno corrente - di cui assegnati a studenti non idonei;0
01/11/2025;03;Lombardia;0340;Ufficio per il DSU - Conservatorio Lucio Campiani di Mantova;5;Posti alloggio in residenze - anno corrente - di cui riservati a studenti in mobilità (es. Erasmus);0
01/11/2025;03;Lombardia;0340;Ufficio per il DSU - Conservatorio Lucio Campiani di Mantova;6;Posti alloggio in residenze - anno corrente - di cui riservati ad uso foresteria;0
01/11/2025;03;Lombardia;0340;Ufficio per il DSU - Conservatorio Lucio Campiani di Mantova;7;Mense attive a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0340;Ufficio per il DSU - Conservatorio Lucio Campiani di Mantova;8;Posti a sedere in mense a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0340;Ufficio per il DSU - Conservatorio Lucio Campiani di Mantova;9;Mense attive a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0340;Ufficio per il DSU - Conservatorio Lucio Campiani di Mantova;10;Posti a sedere in mense a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0340;Ufficio per il DSU - Conservatorio Lucio Campiani di Mantova;130;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta;0
01/11/2025;03;Lombardia;0340;Ufficio per il DSU - Conservatorio Lucio Campiani di Mantova;132;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta - assegnati;0
01/11/2025;03;Lombardia;0340;Ufficio per il DSU - Conservatorio Lucio Campiani di Mantova;134;Posti alloggio in residenze - creati con fondi PNRR - convenzione;0
01/11/2025;03;Lombardia;0340;Ufficio per il DSU - Conservatorio Lucio Campiani di Mantova;136;Posti alloggio in residenze - creati con fondi PNRR - convenzione - assegnati;0
01/11/2025;03;Lombardia;0341;Ufficio per il DSU - SSML Gonzaga di Mantova;1;Posti alloggio in residenze - anno corrente;63
01/11/2025;03;Lombardia;0341;Ufficio per il DSU - SSML Gonzaga di Mantova;2a;Posti alloggio in residenze - di cui assegnati a studenti idonei (borsisti e non borsisti);6
01/11/2025;03;Lombardia;0341;Ufficio per il DSU - SSML Gonzaga di Mantova;4;Posti alloggio in residenze - anno corrente - di cui assegnati a studenti non idonei;51
01/11/2025;03;Lombardia;0341;Ufficio per il DSU - SSML Gonzaga di Mantova;5;Posti alloggio in residenze - anno corrente - di cui riservati a studenti in mobilità (es. Erasmus);0
01/11/2025;03;Lombardia;0341;Ufficio per il DSU - SSML Gonzaga di Mantova;6;Posti alloggio in residenze - anno corrente - di cui riservati ad uso foresteria;6
01/11/2025;03;Lombardia;0341;Ufficio per il DSU - SSML Gonzaga di Mantova;7;Mense attive a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0341;Ufficio per il DSU - SSML Gonzaga di Mantova;8;Posti a sedere in mense a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0341;Ufficio per il DSU - SSML Gonzaga di Mantova;9;Mense attive a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0341;Ufficio per il DSU - SSML Gonzaga di Mantova;10;Posti a sedere in mense a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0341;Ufficio per il DSU - SSML Gonzaga di Mantova;130;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta;0
01/11/2025;03;Lombardia;0341;Ufficio per il DSU - SSML Gonzaga di Mantova;132;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta - assegnati;0
01/11/2025;03;Lombardia;0341;Ufficio per il DSU - SSML Gonzaga di Mantova;134;Posti alloggio in residenze - creati con fondi PNRR - convenzione;0
01/11/2025;03;Lombardia;0341;Ufficio per il DSU - SSML Gonzaga di Mantova;136;Posti alloggio in residenze - creati con fondi PNRR - convenzione - assegnati;0
01/11/2025;03;Lombardia;0342;Ufficio per il DSU - SSML Unicollege sede di Mantova;1;Posti alloggio in residenze - anno corrente;0
01/11/2025;03;Lombardia;0342;Ufficio per il DSU - SSML Unicollege sede di Mantova;2a;Posti alloggio in residenze - di cui assegnati a studenti idonei (borsisti e non borsisti);0
01/11/2025;03;Lombardia;0342;Ufficio per il DSU - SSML Unicollege sede di Mantova;4;Posti alloggio in residenze - anno corrente - di cui assegnati a studenti non idonei;0
01/11/2025;03;Lombardia;0342;Ufficio per il DSU - SSML Unicollege sede di Mantova;5;Posti alloggio in residenze - anno corrente - di cui riservati a studenti in mobilità (es. Erasmus);0
01/11/2025;03;Lombardia;0342;Ufficio per il DSU - SSML Unicollege sede di Mantova;6;Posti alloggio in residenze - anno corrente - di cui riservati ad uso foresteria;0
01/11/2025;03;Lombardia;0342;Ufficio per il DSU - SSML Unicollege sede di Mantova;7;Mense attive a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0342;Ufficio per il DSU - SSML Unicollege sede di Mantova;8;Posti a sedere in mense a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0342;Ufficio per il DSU - SSML Unicollege sede di Mantova;9;Mense attive a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0342;Ufficio per il DSU - SSML Unicollege sede di Mantova;10;Posti a sedere in mense a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0342;Ufficio per il DSU - SSML Unicollege sede di Mantova;130;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta;0
01/11/2025;03;Lombardia;0342;Ufficio per il DSU - SSML Unicollege sede di Mantova;132;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta - assegnati;0
01/11/2025;03;Lombardia;0342;Ufficio per il DSU - SSML Unicollege sede di Mantova;134;Posti alloggio in residenze - creati con fondi PNRR - convenzione;0
01/11/2025;03;Lombardia;0342;Ufficio per il DSU - SSML Unicollege sede di Mantova;136;Posti alloggio in residenze - creati con fondi PNRR - convenzione - assegnati;0
01/11/2025;03;Lombardia;0343;"Ufficio per il DSU - Conservatorio statale ""C. Monteverdi"" di Cremona";1;Posti alloggio in residenze - anno corrente;0
01/11/2025;03;Lombardia;0343;"Ufficio per il DSU - Conservatorio statale ""C. Monteverdi"" di Cremona";2a;Posti alloggio in residenze - di cui assegnati a studenti idonei (borsisti e non borsisti);0
01/11/2025;03;Lombardia;0343;"Ufficio per il DSU - Conservatorio statale ""C. Monteverdi"" di Cremona";4;Posti alloggio in residenze - anno corrente - di cui assegnati a studenti non idonei;0
01/11/2025;03;Lombardia;0343;"Ufficio per il DSU - Conservatorio statale ""C. Monteverdi"" di Cremona";5;Posti alloggio in residenze - anno corrente - di cui riservati a studenti in mobilità (es. Erasmus);0
01/11/2025;03;Lombardia;0343;"Ufficio per il DSU - Conservatorio statale ""C. Monteverdi"" di Cremona";6;Posti alloggio in residenze - anno corrente - di cui riservati ad uso foresteria;0
01/11/2025;03;Lombardia;0343;"Ufficio per il DSU - Conservatorio statale ""C. Monteverdi"" di Cremona";7;Mense attive a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0343;"Ufficio per il DSU - Conservatorio statale ""C. Monteverdi"" di Cremona";8;Posti a sedere in mense a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0343;"Ufficio per il DSU - Conservatorio statale ""C. Monteverdi"" di Cremona";9;Mense attive a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0343;"Ufficio per il DSU - Conservatorio statale ""C. Monteverdi"" di Cremona";10;Posti a sedere in mense a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0343;"Ufficio per il DSU - Conservatorio statale ""C. Monteverdi"" di Cremona";130;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta;0
01/11/2025;03;Lombardia;0343;"Ufficio per il DSU - Conservatorio statale ""C. Monteverdi"" di Cremona";132;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta - assegnati;0
01/11/2025;03;Lombardia;0343;"Ufficio per il DSU - Conservatorio statale ""C. Monteverdi"" di Cremona";134;Posti alloggio in residenze - creati con fondi PNRR - convenzione;0
01/11/2025;03;Lombardia;0343;"Ufficio per il DSU - Conservatorio statale ""C. Monteverdi"" di Cremona";136;Posti alloggio in residenze - creati con fondi PNRR - convenzione - assegnati;0
01/11/2025;03;Lombardia;0344;Ufficio per il DSU - Istituto Mussida di Milano;1;Posti alloggio in residenze - anno corrente;0
01/11/2025;03;Lombardia;0344;Ufficio per il DSU - Istituto Mussida di Milano;2a;Posti alloggio in residenze - di cui assegnati a studenti idonei (borsisti e non borsisti);0
01/11/2025;03;Lombardia;0344;Ufficio per il DSU - Istituto Mussida di Milano;4;Posti alloggio in residenze - anno corrente - di cui assegnati a studenti non idonei;0
01/11/2025;03;Lombardia;0344;Ufficio per il DSU - Istituto Mussida di Milano;5;Posti alloggio in residenze - anno corrente - di cui riservati a studenti in mobilità (es. Erasmus);0
01/11/2025;03;Lombardia;0344;Ufficio per il DSU - Istituto Mussida di Milano;6;Posti alloggio in residenze - anno corrente - di cui riservati ad uso foresteria;0
01/11/2025;03;Lombardia;0344;Ufficio per il DSU - Istituto Mussida di Milano;7;Mense attive a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0344;Ufficio per il DSU - Istituto Mussida di Milano;8;Posti a sedere in mense a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0344;Ufficio per il DSU - Istituto Mussida di Milano;9;Mense attive a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0344;Ufficio per il DSU - Istituto Mussida di Milano;10;Posti a sedere in mense a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0344;Ufficio per il DSU - Istituto Mussida di Milano;130;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta;0
01/11/2025;03;Lombardia;0344;Ufficio per il DSU - Istituto Mussida di Milano;132;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta - assegnati;0
01/11/2025;03;Lombardia;0344;Ufficio per il DSU - Istituto Mussida di Milano;134;Posti alloggio in residenze - creati con fondi PNRR - convenzione;0
01/11/2025;03;Lombardia;0344;Ufficio per il DSU - Istituto Mussida di Milano;136;Posti alloggio in residenze - creati con fondi PNRR - convenzione - assegnati;0
01/11/2025;03;Lombardia;0345;Ufficio per il DSU - Istituto Marangoni di Milano;1;Posti alloggio in residenze - anno corrente;0
01/11/2025;03;Lombardia;0345;Ufficio per il DSU - Istituto Marangoni di Milano;2a;Posti alloggio in residenze - di cui assegnati a studenti idonei (borsisti e non borsisti);0
01/11/2025;03;Lombardia;0345;Ufficio per il DSU - Istituto Marangoni di Milano;4;Posti alloggio in residenze - anno corrente - di cui assegnati a studenti non idonei;0
01/11/2025;03;Lombardia;0345;Ufficio per il DSU - Istituto Marangoni di Milano;5;Posti alloggio in residenze - anno corrente - di cui riservati a studenti in mobilità (es. Erasmus);0
01/11/2025;03;Lombardia;0345;Ufficio per il DSU - Istituto Marangoni di Milano;6;Posti alloggio in residenze - anno corrente - di cui riservati ad uso foresteria;0
01/11/2025;03;Lombardia;0345;Ufficio per il DSU - Istituto Marangoni di Milano;7;Mense attive a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0345;Ufficio per il DSU - Istituto Marangoni di Milano;8;Posti a sedere in mense a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0345;Ufficio per il DSU - Istituto Marangoni di Milano;9;Mense attive a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0345;Ufficio per il DSU - Istituto Marangoni di Milano;10;Posti a sedere in mense a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0345;Ufficio per il DSU - Istituto Marangoni di Milano;130;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta;0
01/11/2025;03;Lombardia;0345;Ufficio per il DSU - Istituto Marangoni di Milano;132;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta - assegnati;0
01/11/2025;03;Lombardia;0345;Ufficio per il DSU - Istituto Marangoni di Milano;134;Posti alloggio in residenze - creati con fondi PNRR - convenzione;0
01/11/2025;03;Lombardia;0345;Ufficio per il DSU - Istituto Marangoni di Milano;136;Posti alloggio in residenze - creati con fondi PNRR - convenzione - assegnati;0
01/11/2025;03;Lombardia;0347;Ufficio per il DSU - SAE di Milano;1;Posti alloggio in residenze - anno corrente;0
01/11/2025;03;Lombardia;0347;Ufficio per il DSU - SAE di Milano;2a;Posti alloggio in residenze - di cui assegnati a studenti idonei (borsisti e non borsisti);0
01/11/2025;03;Lombardia;0347;Ufficio per il DSU - SAE di Milano;4;Posti alloggio in residenze - anno corrente - di cui assegnati a studenti non idonei;0
01/11/2025;03;Lombardia;0347;Ufficio per il DSU - SAE di Milano;5;Posti alloggio in residenze - anno corrente - di cui riservati a studenti in mobilità (es. Erasmus);0
01/11/2025;03;Lombardia;0347;Ufficio per il DSU - SAE di Milano;6;Posti alloggio in residenze - anno corrente - di cui riservati ad uso foresteria;0
01/11/2025;03;Lombardia;0347;Ufficio per il DSU - SAE di Milano;7;Mense attive a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0347;Ufficio per il DSU - SAE di Milano;8;Posti a sedere in mense a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0347;Ufficio per il DSU - SAE di Milano;9;Mense attive a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0347;Ufficio per il DSU - SAE di Milano;10;Posti a sedere in mense a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0347;Ufficio per il DSU - SAE di Milano;130;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta;0
01/11/2025;03;Lombardia;0347;Ufficio per il DSU - SAE di Milano;132;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta - assegnati;0
01/11/2025;03;Lombardia;0347;Ufficio per il DSU - SAE di Milano;134;Posti alloggio in residenze - creati con fondi PNRR - convenzione;0
01/11/2025;03;Lombardia;0347;Ufficio per il DSU - SAE di Milano;136;Posti alloggio in residenze - creati con fondi PNRR - convenzione - assegnati;0
01/11/2025;03;Lombardia;0348;Ufficio per il DSU - Teatro Alla Scala;1;Posti alloggio in residenze - anno corrente;0
01/11/2025;03;Lombardia;0348;Ufficio per il DSU - Teatro Alla Scala;2a;Posti alloggio in residenze - di cui assegnati a studenti idonei (borsisti e non borsisti);0
01/11/2025;03;Lombardia;0348;Ufficio per il DSU - Teatro Alla Scala;4;Posti alloggio in residenze - anno corrente - di cui assegnati a studenti non idonei;0
01/11/2025;03;Lombardia;0348;Ufficio per il DSU - Teatro Alla Scala;5;Posti alloggio in residenze - anno corrente - di cui riservati a studenti in mobilità (es. Erasmus);0
01/11/2025;03;Lombardia;0348;Ufficio per il DSU - Teatro Alla Scala;6;Posti alloggio in residenze - anno corrente - di cui riservati ad uso foresteria;0
01/11/2025;03;Lombardia;0348;Ufficio per il DSU - Teatro Alla Scala;7;Mense attive a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0348;Ufficio per il DSU - Teatro Alla Scala;8;Posti a sedere in mense a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0348;Ufficio per il DSU - Teatro Alla Scala;9;Mense attive a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0348;Ufficio per il DSU - Teatro Alla Scala;10;Posti a sedere in mense a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0348;Ufficio per il DSU - Teatro Alla Scala;130;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta;0
01/11/2025;03;Lombardia;0348;Ufficio per il DSU - Teatro Alla Scala;132;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta - assegnati;0
01/11/2025;03;Lombardia;0348;Ufficio per il DSU - Teatro Alla Scala;134;Posti alloggio in residenze - creati con fondi PNRR - convenzione;0
01/11/2025;03;Lombardia;0348;Ufficio per il DSU - Teatro Alla Scala;136;Posti alloggio in residenze - creati con fondi PNRR - convenzione - assegnati;0
01/11/2025;03;Lombardia;0350;Ufficio per il DSU - SSML CIELS di Brescia;1;Posti alloggio in residenze - anno corrente;0
01/11/2025;03;Lombardia;0350;Ufficio per il DSU - SSML CIELS di Brescia;2a;Posti alloggio in residenze - di cui assegnati a studenti idonei (borsisti e non borsisti);0
01/11/2025;03;Lombardia;0350;Ufficio per il DSU - SSML CIELS di Brescia;4;Posti alloggio in residenze - anno corrente - di cui assegnati a studenti non idonei;0
01/11/2025;03;Lombardia;0350;Ufficio per il DSU - SSML CIELS di Brescia;5;Posti alloggio in residenze - anno corrente - di cui riservati a studenti in mobilità (es. Erasmus);0
01/11/2025;03;Lombardia;0350;Ufficio per il DSU - SSML CIELS di Brescia;6;Posti alloggio in residenze - anno corrente - di cui riservati ad uso foresteria;0
01/11/2025;03;Lombardia;0350;Ufficio per il DSU - SSML CIELS di Brescia;7;Mense attive a gestione diretta - anno corrente;0
