codice_ente,data_inizio,data_fine,codice_fiscale,denominazione,codice_regione,codice_provincia,codice_comune,sottocomparto
019176238,2024-11-04,9999-12-31,92031340521,ISTITUTO COMPRENSIVO SANDRO PERTINI,002,052,N.A.,ENTI_VOL_FIN_IS
019176287,2025-05-05,9999-12-31,92027660601,ISTITUTO COMPRENSIVO AMASENO,005,060,N.A.,ENTI_VOL_FIN_IS
019176734,2025-02-03,9999-12-31,91074030155,ISTITUTO TECNICO COMMERCIALE STATALE P.A.C.L.E. E. MORANTE,027,108,N.A.,ENTI_VOL_FIN_IS
019176735,2024-07-24,9999-12-31,91074040154,ISTITUTO COMPRENSIVO BAGATTI VALSECCHI - VAREDO,045,108,N.A.,ENTI_VOL_FIN_IS
019177268,2025-12-05,9999-12-31,91032970740,ISTITUTO COMPRENSIVO STATALE VALESIUM,018,074,N.A.,ENTI_VOL_FIN_IS
019177901,2024-07-05,9999-12-31,91017940429,ISTITUTO COMPRENSIVO CARLO URBANI - JESI,021,042,N.A.,ENTI_VOL_FIN_IS
019177912,2023-12-07,9999-12-31,91017920421,ISTITUTO COMPRENSIVO LORENZO LOTTO,021,042,N.A.,ENTI_VOL_FIN_IS
019178119,2020-05-01,9999-12-31,91012280227,ISTITUTO COMPRENSIVO DI CAVALESE,050,022,N.A.,ENTI_VOL_FIN_IS
019178200,2024-11-25,9999-12-31,91007170052,ISTITUTO COMPRENSIVO MONTEGROSSO,076,005,N.A.,ENTI_VOL_FIN_IS
012565981,2024-02-23,9999-12-31,81004790143,ISTITUTO DI ISTRUZIONE SUPERIORE LEONARDO DA VINCI,018,014,N.A.,ENTI_VOL_FIN_IS
012565991,2023-12-14,9999-12-31,80002860148,ISTITUTO COMPRENSIVO G. FUMASONI,007,014,N.A.,ENTI_VOL_FIN_IS
012516191,2025-02-03,9999-12-31,92010190368,ISTITUTO COMPRENSIVO PIEVEPELAGO,031,036,N.A.,ENTI_VOL_FIN_IS
012516258,2025-09-29,9999-12-31,83002130843,ISTITUTO COMPRENSIVO DON BOSCO,033,084,N.A.,ENTI_VOL_FIN_IS
012516268,2024-09-01,9999-12-31,83002310189,ISTITUTO DI ISTRUZIONE SUPERIORE A. OMODEO,102,018,N.A.,ENTI_VOL_FIN_IS
012516369,2024-11-25,9999-12-31,83004270423,ISTITUTO COMPRENSIVO MARIO GIACOMELLI,045,042,N.A.,ENTI_VOL_FIN_IS
012516393,2024-07-01,9999-12-31,83005110420,LICEO STATALE ENRICO MEDI,045,042,N.A.,ENTI_VOL_FIN_IS
012516529,2023-12-14,9999-12-31,83051390157,ISTITUTO COMPRENSIVO GIANNI RODARI,039,108,N.A.,ENTI_VOL_FIN_IS
012516584,2023-06-23,9999-12-31,84001300585,LICEO SCIENTIFICO BRUNO TOUSCHEK,046,058,N.A.,ENTI_VOL_FIN_IS
012516594,2023-04-24,9999-12-31,84001620172,LICEO DI STATO G. BAGATTA DI DESENZANO DEL GARDA,067,017,N.A.,ENTI_VOL_FIN_IS
012516689,2025-09-29,9999-12-31,84004450171,ISTITUTO COMPRENSIVO 1 - DESENZANO DEL GARDA,067,017,N.A.,ENTI_VOL_FIN_IS
012516766,2023-10-27,9999-12-31,84006170249,ISTITUTO COMPRENSIVO DI THIENE,105,024,N.A.,ENTI_VOL_FIN_IS
012516795,2026-03-17,9999-12-31,84008220034,ISTITUTO DI ISTRUZIONE SUPERIORE PIERO GOBETTI,050,103,N.A.,ENTI_VOL_FIN_IS
012516907,2023-10-27,9999-12-31,85002080126,ISTITUTO COMPRENSIVO STATALE IGNOTO MILITI,119,012,N.A.,ENTI_VOL_FIN_IS
012516976,2025-11-10,9999-12-31,85005210068,LICEO SCIENTIFICO STATALE GIUSEPPE PEANO,174,006,N.A.,ENTI_VOL_FIN_IS
012517321,2023-06-09,9999-12-31,86001010064,DIREZIONE DIDATTICA VALENZA,177,006,N.A.,ENTI_VOL_FIN_IS
012517564,2024-04-15,9999-12-31,90000040122,ISTITUTO COMPRENSIVO STATALE CASSANO MAGNAGO II,040,012,N.A.,ENTI_VOL_FIN_IS
012517581,2026-01-19,9999-12-31,90000170200,ISTITUTO STATALE DI ISTRUZIONE SUPERIORE FRANCESCO GONZAGA,017,020,N.A.,ENTI_VOL_FIN_IS
012518915,2023-11-01,9999-12-31,91008670589,LICEO SCIENTIFICO STATALE SANDRO PERTINI,116,058,N.A.,ENTI_VOL_FIN_IS
000719730,2023-11-10,9999-12-31,81024080020,ISTITUTO TECNICO INDUSTRIALE QUINTINO SELLA,004,096,N.A.,ENTI_VOL_FIN_IS
023380029,2025-01-30,9999-12-31,92139400920,LICEO CLASSICO SCIENTIFICO EUCLIDE,006,118,N.A.,ENTI_VOL_FIN_IS
023392162,2023-03-20,9999-12-31,94024420138,ISTITUTO PROFESSIONALE DI STATO PER I SERVIZI COMMERCIALI TURISTICI E SOCIAL GRAZIELLA FUMAGALLI,016,097,N.A.,ENTI_VOL_FIN_IS
023392442,2020-05-01,9999-12-31,94031080222,ISTITUTO DI FORMAZIONE PROFESSIONALE ALBERGHIERO DI ROVERETO,161,022,N.A.,ENTI_VOL_FIN_IS
023395382,2024-04-15,9999-12-31,94105490265,ISTITUTO COMPRENSIVO DI MASERADA E BREDA DI PIAVE,040,026,N.A.,ENTI_VOL_FIN_IS
023401129,2025-10-31,9999-12-31,95083380139,ISTITUTO COMPRENSIVO CUCCIAGO - GRANDATE - CASNATE,084,013,N.A.,ENTI_VOL_FIN_IS
012569231,2024-08-31,9999-12-31,80013150273,ISTITUTO COMPRENSIVO UGO FOSCOLO DI MURANO - BURANO - VENEZIA,042,027,N.A.,ENTI_VOL_FIN_IS
012572010,2025-03-24,9999-12-31,90010120427,ISTITUTO COMPRENSIVO IMONDI ROMAGNOLI,017,042,N.A.,ENTI_VOL_FIN_IS
012574453,2023-06-09,9999-12-31,90013410163,ISTITUTO COMPRENSIVO DI VILMINORE DI SCALVE,243,016,N.A.,ENTI_VOL_FIN_IS
012574863,2024-04-05,9999-12-31,91153630370,ISTITUTO COMPRENSIVO E. DE AMICIS,001,037,N.A.,ENTI_VOL_FIN_IS
012590752,2025-10-17,9999-12-31,94156070636,SCUOLA MEDIA STATALE VIALE DELLE ACACIE,049,063,N.A.,ENTI_VOL_FIN_IS
015314507,2025-04-04,9999-12-31,82003010020,ISTITUTO COMPRENSIVO DI PRAY,050,096,N.A.,ENTI_VOL_FIN_IS
015316542,2024-06-21,9999-12-31,83003390040,ISTRUZIONE SECONDARIA SUPERIORE FOSSANO - G. VALLAURI,089,004,N.A.,ENTI_VOL_FIN_IS
015459845,2023-07-28,9999-12-31,81010310126,ISTITUTO COMPRENSIVO BEATO CONTARDO FERRINI - OLGIATE,108,012,N.A.,ENTI_VOL_FIN_IS
015735784,2020-05-01,9999-12-31,80016460224,ISTITUTO COMPRENSIVO TRENTO 5,205,022,N.A.,ENTI_VOL_FIN_IS
018907365,2025-04-04,9999-12-31,80124230154,ISTITUTO COMPRENSIVO G.CAVALCANTI,195,015,N.A.,ENTI_VOL_FIN_IS
018911610,2024-07-05,9999-12-31,97270390152,ISTITUTO COMPRENSIVO MARIA MONTESSORI BOLLATE,027,015,N.A.,ENTI_VOL_FIN_IS
018911760,2020-05-01,9999-12-31,96057010223,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO DI PERGINE 2,139,022,N.A.,ENTI_VOL_FIN_IS
015896428,2026-03-02,9999-12-31,80024600282,ISTITUTO COMPRENSIVO DI CURTAROLO E CAMPO S. MARTINO,036,028,N.A.,ENTI_VOL_FIN_IS
015897076,2024-07-18,9999-12-31,80026340283,"ISTITUTO COMPRENSIVO STATALE """" G. PONTI",093,028,N.A.,ENTI_VOL_FIN_IS
019191382,2025-03-24,9999-12-31,97035420799,ISTITUTO COMPRENSIVO STATALE MARIO SQUILLACE,081,079,N.A.,ENTI_VOL_FIN_IS
019192821,2026-04-10,9999-12-31,97197470582,ISTITUTO COMPRENSIVO STATALE SANDRO PERTINI,059,058,N.A.,ENTI_VOL_FIN_IS
019192822,2024-01-01,9999-12-31,97197480581,ISTITUTO COMPRENSIVO RAFFAELLO GIOVAGNOLI,065,058,N.A.,ENTI_VOL_FIN_IS
019193014,2023-03-20,9999-12-31,93006970136,"ISTITUTO COMPRENSIVO STATALE """"DON ROBERTO MALGESINI",249,013,N.A.,ENTI_VOL_FIN_IS
019193019,2023-12-14,9999-12-31,92046650401,ISTITUTO COMPRENSIVO DI MODIGLIANA,022,040,N.A.,ENTI_VOL_FIN_IS
019201078,2024-06-21,9999-12-31,92015350421,ISTITUTO COMPRENSIVO NORI DE NOBILI,050,042,N.A.,ENTI_VOL_FIN_IS
019204598,2024-11-04,9999-12-31,90030400445,ISTITUTO COMPRENSIVO PETRITOLI,031,109,N.A.,ENTI_VOL_FIN_IS
018911761,2020-05-01,9999-12-31,96057020222,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO TRENTO 1 MARGHERITA HACK,205,022,N.A.,ENTI_VOL_FIN_IS
018911763,2020-05-01,9999-12-31,96057040220,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO - LAVIS,103,022,N.A.,ENTI_VOL_FIN_IS
018912108,2024-05-30,9999-12-31,94033220040,ISTITUTO COMPRENSIVO REVELLO,180,004,N.A.,ENTI_VOL_FIN_IS
018912125,2023-12-14,9999-12-31,94030940152,ISTITUTO COMPRENSIVO DI BELLUSCO E MEZZAGO,006,108,N.A.,ENTI_VOL_FIN_IS
018912155,2024-02-23,9999-12-31,94018810138,ISTITUTO COMPRENSIVO DI OLGIATE MOLGORA,058,097,N.A.,ENTI_VOL_FIN_IS
018912644,2024-01-10,9999-12-31,93034870209,ISTITUTO COMPRENSIVO DI BORGOVIRGILIO,071,020,N.A.,ENTI_VOL_FIN_IS
018912648,2023-10-27,9999-12-31,93034890207,ISTITUTO COMPRENSIVO DI RONCOFERRARO,052,020,N.A.,ENTI_VOL_FIN_IS
018912775,2024-11-04,9999-12-31,93027230668,ISTITUTO DI ISTRUZIONE SUPERIORE LEONARDO DA VINCI - OTTAVIO COLECCHI,049,066,N.A.,ENTI_VOL_FIN_IS
018913998,2020-05-01,9999-12-31,92013780223,ISTITUTO COMPRENSIVO FONDO-REVO,252,022,N.A.,ENTI_VOL_FIN_IS
018914024,2024-08-14,9999-12-31,92013510836,ISTITUTO TECNICO TECNOLOGICO STATALE E. MAJORANA,049,083,N.A.,ENTI_VOL_FIN_IS
018914191,2025-10-31,9999-12-31,91546630152,ISTITUTO COMPRENSIVO AI NOSTRI CADUTI,221,015,N.A.,ENTI_VOL_FIN_IS
018914739,2024-11-04,9999-12-31,91021490791,ISTITUTO COMPRENSIVO ROCCA DI NETO,019,101,N.A.,ENTI_VOL_FIN_IS
018919588,2023-10-06,9999-12-31,95045030129,ISTITUTO COMPRENSIVO SILVIO PELLICO - VEDANO OLONA,134,012,N.A.,ENTI_VOL_FIN_IS
018924097,2024-05-30,9999-12-31,91019170702,ISTITUTO PROFESSIONALE PER I SERVIZI ALBERGHIERI E RISTORAZIONE I.P.S.S.A.R. - I.P.S.A.A. F. DI SVEVIA,078,070,N.A.,ENTI_VOL_FIN_IS
018928798,2024-04-29,9999-12-31,90009580177,ISTITUTO COMPRENSIVO CIVIDATE CAMUNO,055,017,N.A.,ENTI_VOL_FIN_IS
018928803,2023-04-24,9999-12-31,90009510174,ISTITUTO COMPRENSIVO FRANCO TONOLINI,028,017,N.A.,ENTI_VOL_FIN_IS
018929016,2024-07-05,9999-12-31,90011490209,ISTITUTO COMPRENSIVO CASTIGLIONE STIVIERE 1,017,020,N.A.,ENTI_VOL_FIN_IS
018929028,2024-12-12,9999-12-31,90011260701,ISTITUTO OMNICOMPRENSIVO MAGLIANO,031,070,N.A.,ENTI_VOL_FIN_IS
018929441,2023-04-24,9999-12-31,90017480162,ISTITUTO COMPRENSIVO CLUSONE,077,016,N.A.,ENTI_VOL_FIN_IS
018930193,2026-01-19,9999-12-31,90056720569,ISTITUTO COMPRENSIVO MARIANGELA VIRGILI,045,056,N.A.,ENTI_VOL_FIN_IS
018930195,2025-04-11,9999-12-31,90056730568,ISTITUTO COMPRENSIVO PAOLO RUFFINI,053,056,N.A.,ENTI_VOL_FIN_IS
018932716,2023-12-14,9999-12-31,91201320370,ISTITUTO COMPRENSIVO DI RASTIGNANO,047,037,N.A.,ENTI_VOL_FIN_IS
018932721,2024-04-29,9999-12-31,91201370375,ISTITUTO COMPRENSIVO DI VERGATO E GRIZZANA - MORANDI,059,037,N.A.,ENTI_VOL_FIN_IS
018933849,2025-01-02,9999-12-31,93034860200,ISTITUTO COMPRENSIVO DI CASTELLUCCHIO,016,020,N.A.,ENTI_VOL_FIN_IS
018937002,2023-12-14,9999-12-31,90011460202,ISTITUTO COMPRENSIVO COMPLETO DI ASOLA,002,020,N.A.,ENTI_VOL_FIN_IS
018940172,2025-07-18,9999-12-31,99332920786,ISTITUTO COMPRENSIVO MANGONE - GRIMALDI,075,078,N.A.,ENTI_VOL_FIN_IS
018940814,2023-10-27,9999-12-31,97197580588,ISTITUTO COMPRENSIVO STATALE LA GIUSTINIANA,091,058,N.A.,ENTI_VOL_FIN_IS
018940817,2020-11-13,9999-12-31,97197310580,ISTITUTO D'ISTRUZIONE SUPERIORE STATALE LEON BATTISTA ALBERTI,091,058,N.A.,ENTI_VOL_FIN_IS
018940824,2025-02-03,9999-12-31,97197380583,LICEO STATALE VITTORIO GASSMAN,091,058,N.A.,ENTI_VOL_FIN_IS
018940827,2026-03-02,9999-12-31,97196770586,ISTITUTO COMPRENSIVO GUGLIELMO PALLAVICINI,091,058,N.A.,ENTI_VOL_FIN_IS
018941099,2020-05-01,9999-12-31,96057120220,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO TRENTO 6,205,022,N.A.,ENTI_VOL_FIN_IS
018941108,2020-05-01,9999-12-31,96056960220,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO TRENTO 2,205,022,N.A.,ENTI_VOL_FIN_IS
018941110,2020-05-01,9999-12-31,96056980228,ISTITUTO COMPRENSIVO BASSA ANAUNIA-TUENNO,074,022,N.A.,ENTI_VOL_FIN_IS
018941112,2020-05-01,9999-12-31,96057000224,ISTITUTO COMPRENSIVO MEZZOLOMBARDO - PAGANELLA,117,022,N.A.,ENTI_VOL_FIN_IS
019204926,2026-02-18,9999-12-31,90041180408,SCUOLA SECONDARIA STATALE DI I GRADO VIA PASCOLI,007,040,N.A.,ENTI_VOL_FIN_IS
019204930,2024-06-21,9999-12-31,90041220402,ISTITUTO COMPRENSIVO BAGNO DI ROMAGNA,001,040,N.A.,ENTI_VOL_FIN_IS
019205232,2024-02-23,9999-12-31,90049470587,ISTITUTO COMPRENSIVO GIUSEPPE GARIBALDI,043,058,N.A.,ENTI_VOL_FIN_IS
019206171,2025-02-03,9999-12-31,90056760565,ISTITUTO COMPRENSIVO ALESSANDRO STRADELLA,039,056,N.A.,ENTI_VOL_FIN_IS
019206194,2025-04-04,9999-12-31,90056670566,ISTITUTO COMPRENSIVO FABRICA DI ROMA,024,056,N.A.,ENTI_VOL_FIN_IS
020210305,2024-03-19,9999-12-31,94079950302,ISTITUTO COMPRENSIVO BILINGUE PAOLO PETRICIG,103,030,N.A.,ENTI_VOL_FIN_IS
020925866,2020-05-01,9999-12-31,01827760222,"LICEO """"BERTRAND RUSSELL",062,022,N.A.,ENTI_VOL_FIN_IS
012503900,2023-12-14,9999-12-31,80001420530,ISTITUTO COMPRENSIVO GROSSETO 4,011,053,N.A.,ENTI_VOL_FIN_IS
000720822,2023-10-27,9999-12-31,82001550753,ISTITUTO ISTRUZIONE SECONDARIA SUPERIORE AMERIGO VESPUCCI,031,075,N.A.,ENTI_VOL_FIN_IS
012530788,2020-05-01,9999-12-31,85003730224,"LICEO """"ANTONIO ROSMINI"""" - ROVERETO",161,022,N.A.,ENTI_VOL_FIN_IS
012530792,2024-07-21,9999-12-31,85005040184,LICEO CLASSICO BENEDETTO CAIROLI - VIGEVANO,177,018,N.A.,ENTI_VOL_FIN_IS
012530851,2025-03-03,9999-12-31,90002000561,ISTITUTO D'ISTRUZIONE SUPERIORE VINCENZO CARDARELLI,050,056,N.A.,ENTI_VOL_FIN_IS
012531145,2024-11-14,9999-12-31,92001680872,ISTITUTO COMPRENSIVO SAN GIOVANNI BOSCO,017,087,N.A.,ENTI_VOL_FIN_IS
012531347,2024-11-04,9999-12-31,93027590723,27 CIRCOLO DIDATTICO BARI - PALESE,006,072,N.A.,ENTI_VOL_FIN_IS
012531402,2025-04-11,9999-12-31,93067830872,ISTITUTO COMPRENSIVO STATALE ELIO VITTORINI,044,087,N.A.,ENTI_VOL_FIN_IS
012503970,2023-12-07,9999-12-31,80002110452,ISTITUTO DI ISTRUZIONE SUPERIORE P.ROSSI,010,045,N.A.,ENTI_VOL_FIN_IS
012504000,2025-11-10,9999-12-31,80002440511,LICEO GINNASIO STATALE FRANCESCO PETRARCA,002,051,N.A.,ENTI_VOL_FIN_IS
012504038,2024-07-05,9999-12-31,80002800458,ISTITUTO COMPRENSIVO MASSA 6 LOC. ROMAGNANO,010,045,N.A.,ENTI_VOL_FIN_IS
012504086,2024-07-24,9999-12-31,80003300193,LICEO CLASSICO DANIELE MANIN,036,019,N.A.,ENTI_VOL_FIN_IS
012504092,2025-05-26,9999-12-31,80003360536,ISTITUTO COMPRENSIVO GROSSETO 3,011,053,N.A.,ENTI_VOL_FIN_IS
012504107,2024-07-05,9999-12-31,80003460534,ISTITUTO COMPRENSIVO GROSSETO 1 ALBERTO MANZI,011,053,N.A.,ENTI_VOL_FIN_IS
012504136,2025-10-17,9999-12-31,80003620772,LICEO SCIENTIFICO STATLE DANTE ALIGHIERI,014,077,N.A.,ENTI_VOL_FIN_IS
012504207,2024-07-05,9999-12-31,80004260065,LICEO SCIENTIFICO GALILEO GALILEI,003,006,N.A.,ENTI_VOL_FIN_IS
012504297,2024-04-22,2024-09-30,80004900728,"DIREZIONE DIDATTICA - 1 CIRCOLO DIDATTICO """"DE AMICIS"""" MODUGNO",027,072,N.A.,ENTI_VOL_FIN_IS
012504357,2025-05-07,9999-12-31,80005300498,LICEO SCIENTIFICO STATALE FEDERIGO ENRIQUES,009,049,N.A.,ENTI_VOL_FIN_IS
012504490,2026-03-17,9999-12-31,80006110441,ISTITUTO COMPRENSIVO SPINETOLI - MONSAMPOLO DEL TRONTO - ACQUAVIVA PICENA,031,044,N.A.,ENTI_VOL_FIN_IS
012504614,2024-04-05,9999-12-31,80006890703,ISTITUTO D'ISTRUZIONE SUPERIORE MARIO PAGANO,006,070,N.A.,ENTI_VOL_FIN_IS
012504849,2026-03-02,9999-12-31,80008370506,LICEO SCIENTIFICO STATALE ULISSE DINI,026,050,N.A.,ENTI_VOL_FIN_IS
012504947,2024-07-07,9999-12-31,80009230345,LICEO SCIENTIFICO STATALE G. MARCONI,027,034,N.A.,ENTI_VOL_FIN_IS
012504976,2024-01-01,9999-12-31,80009470115,LICEO SCIENTIFICO STATALE ANTONIO PACINOTTI,015,011,N.A.,ENTI_VOL_FIN_IS
012504984,2025-02-03,9999-12-31,80009510332,LICEO STATALE MELCHIORRE GIOIA,032,033,N.A.,ENTI_VOL_FIN_IS
012503963,2025-03-03,9999-12-31,80002060624,LICEO SCIENTIFICO G. RUMMO,008,062,N.A.,ENTI_VOL_FIN_IS
012594724,2025-03-24,9999-12-31,90008280332,ISTITUTO COMPRENSIVO CASTELL'ARQUATO,012,033,N.A.,ENTI_VOL_FIN_IS
012594739,2023-11-10,9999-12-31,90008290331,ISTITUTO COMPRENSIVO DI CARPANETO PIACENTINO,011,033,N.A.,ENTI_VOL_FIN_IS
012519454,2024-10-01,9999-12-31,92001470258,ISTITUTO D'ISTRUZIONE SUPERIORE ENRICO FERMI,039,025,N.A.,ENTI_VOL_FIN_IS
012519666,2023-03-20,9999-12-31,92005070146,ISTITUTO DI ISTRUZIONE SUPERIORE ALBERTI,009,014,N.A.,ENTI_VOL_FIN_IS
012519739,2025-06-01,9999-12-31,92006740630,ISTITUTO COMPRENSIVO A. PACINOTTI,043,063,N.A.,ENTI_VOL_FIN_IS
012519799,2024-06-03,9999-12-31,92008840537,ISTITUTO STATALE D'ISTRUZIONE SECONDARIA SUPERIORE PIETRO ALDI,011,053,N.A.,ENTI_VOL_FIN_IS
012520070,2023-10-06,9999-12-31,92022940370,LICEO LEONARDO DA VINCI,011,037,N.A.,ENTI_VOL_FIN_IS
012520781,2023-11-24,9999-12-31,93005930156,LICEO STATALE SALVATORE QUASIMODO,130,015,N.A.,ENTI_VOL_FIN_IS
012521493,2024-02-23,9999-12-31,93158670724,LICEO E. AMALDI,010,072,N.A.,ENTI_VOL_FIN_IS
012522422,2025-02-03,9999-12-31,94099120639,DIREZIONE DIDATTICA IV CIRCOLO DON GIUSEPPE DIANA,034,063,N.A.,ENTI_VOL_FIN_IS
012522919,2022-12-14,9999-12-31,95010190163,LICEO SCIENTIFICO STATALE LORENZO MASCHERONI,024,016,N.A.,ENTI_VOL_FIN_IS
012526895,2025-06-23,9999-12-31,97046920589,ISTITUTO DI ISTRUZIONE SUPERIORE LUCIO ANNEO SENECA,091,058,N.A.,ENTI_VOL_FIN_IS
012527031,2025-10-31,9999-12-31,97089790584,ISTITUTO ISTRUZIONE SUPERIORE E. AMALDI,091,058,N.A.,ENTI_VOL_FIN_IS
012529988,2023-12-14,9999-12-31,80002130542,DIREZIONE DIDATTICA COMPAROZZI 2 CIRCOLO,039,054,N.A.,ENTI_VOL_FIN_IS
012530005,2024-07-11,9999-12-31,80003260199,LICEO SCIENTIFICO GASPARE ASELLI,036,019,N.A.,ENTI_VOL_FIN_IS
012530042,2025-06-23,9999-12-31,80004760783,ISTITUTO COMPRENSIVO ALIGHIERI - BANDIERA,119,078,N.A.,ENTI_VOL_FIN_IS
012530064,2024-11-04,9999-12-31,80005640190,ISTITUTO COMPRENSIVO CREMONA QUATTRO,036,019,N.A.,ENTI_VOL_FIN_IS
012530065,2026-01-19,9999-12-31,80005690955,ISTITUTO COMPRENSIVO STATALE 1 - 2 ORISTANO,045,115,N.A.,ENTI_VOL_FIN_IS
012530090,2025-12-05,9999-12-31,80006700761,ISTITUTO COMPRENSIVO STATALE DON MILANI - LEOPARDI,063,076,N.A.,ENTI_VOL_FIN_IS
012530123,2024-06-21,9999-12-31,80008290332,DIREZIONE DIDATTICA SETTIMO CIRCOLO,032,033,N.A.,ENTI_VOL_FIN_IS
012530137,2023-10-27,9999-12-31,80008790331,DIREZIONE DIDATTICA 3 CIRCOLO DI PIACENZA,032,033,N.A.,ENTI_VOL_FIN_IS
012530146,2023-07-28,9999-12-31,80009310337,DIREZIONE DIDATTICA SECONDO CIRCOLO DI PIACENZA,032,033,N.A.,ENTI_VOL_FIN_IS
012530168,2024-07-20,9999-12-31,80010870758,ISTITUTO COMPRENSIVO STATALE GALATINA POLO 1,029,075,N.A.,ENTI_VOL_FIN_IS
012530183,2024-07-22,2024-07-22,80012080877,1 CIRCOLO DIDATTICO SANTE GIUFFRIDA DI ADRANO,006,087,N.A.,ENTI_VOL_FIN_IS
012530195,2024-10-01,9999-12-31,80012740827,LICEO SCIENTIFICO STATALE ALBERT EINSTEIN,053,082,N.A.,ENTI_VOL_FIN_IS
012530261,2024-09-22,9999-12-31,80021540630,21 CIRCOLO DIDATTICO STATALE MAMELI ZUPPETTA,049,063,N.A.,ENTI_VOL_FIN_IS
012530336,2024-10-25,9999-12-31,80052510171,ISTITUTO COMPRENSIVO CENTRO 3 BRESCIA,029,017,N.A.,ENTI_VOL_FIN_IS
012530385,2026-03-02,9999-12-31,80102130632,ISTITUZIONE SCOLASTICA STATALE I CIRCOLO QUALIANO,062,063,N.A.,ENTI_VOL_FIN_IS
012530585,2025-09-29,9999-12-31,81007920408,CIRCOLO DIDATTICO CESENA 2,007,040,N.A.,ENTI_VOL_FIN_IS
012530609,2024-07-12,9999-12-31,82000590826,ISTITUTO COMPRENSIVO NICOLA BOTTA,027,082,N.A.,ENTI_VOL_FIN_IS
018973993,2025-04-04,9999-12-31,92020720881,ISTITUTO COMPRENSIVO SERAFINO AMABILE GUASTELLA,002,088,N.A.,ENTI_VOL_FIN_IS
018974019,2026-02-18,9999-12-31,92015700369,ISTITUTO COMPRENSIVO SERRAMAZZONI,042,036,N.A.,ENTI_VOL_FIN_IS
018974084,2023-11-24,9999-12-31,92005980385,ISTITUTO DI ISTRUZIONE SUPERIORE RITA LEVI MONTALCINI,001,038,N.A.,ENTI_VOL_FIN_IS
018974569,2025-03-03,9999-12-31,91026190347,ISTITUTO DI ISTRUZIONE SUPERIORE PACIOLO - D'ANNUNZIO,014,034,N.A.,ENTI_VOL_FIN_IS
018974686,2025-10-17,9999-12-31,91013640924,ISTITUTO COMPRENSIVO E. FERMI - L. DA VINCI,008,117,N.A.,ENTI_VOL_FIN_IS
018975276,2026-04-10,9999-12-31,90089480322,ISTITUTO COMPRENSIVO DANTE ALIGHIERI,006,032,N.A.,ENTI_VOL_FIN_IS
018980250,2025-10-31,9999-12-31,91026030162,ISTITUTO COMPRENSIVO BREMBATE SOTTO,037,016,N.A.,ENTI_VOL_FIN_IS
018990138,2024-06-21,9999-12-31,97198140580,ISTITUTO COMPRENSIVO MARIA CAPOZZI,091,058,N.A.,ENTI_VOL_FIN_IS
018990403,2020-05-01,9999-12-31,96057080226,"ISTITUTO COMPRENSIVO """"ALTOPIANO DI PINE'",009,022,N.A.,ENTI_VOL_FIN_IS
018990409,2020-05-01,9999-12-31,96056790221,ISTITUTO COMPRENSIVO VALLE DEI LAGHI - DRO,248,022,N.A.,ENTI_VOL_FIN_IS
018990528,2026-03-17,9999-12-31,96010340782,ISTITUTO COMPRENSIVO MAMELI - MANZONI,010,078,N.A.,ENTI_VOL_FIN_IS
018990732,2023-03-20,9999-12-31,95119090165,ISTITUTO COMPRENSIVO STATALE DI GRUMELLO DEL MONTE,120,016,N.A.,ENTI_VOL_FIN_IS
018990740,2024-02-23,9999-12-31,95118640168,ISTITUTO COMPRENSIVO DI BAGNATICA,018,016,N.A.,ENTI_VOL_FIN_IS
018991606,2025-02-03,9999-12-31,94033110043,ISTITUTO COMPRENSIVO BEPPE FENOGLIO,009,004,N.A.,ENTI_VOL_FIN_IS
018991709,2025-11-10,9999-12-31,93527530153,ISTITUTO COMPRENSIVO STATALE PAOLO NEGLIA,229,015,N.A.,ENTI_VOL_FIN_IS
018992058,2025-07-18,9999-12-31,93057850757,ISTITUTO COMPRENSIVO SALICE SALENTINO,065,075,N.A.,ENTI_VOL_FIN_IS
018992274,2025-04-11,9999-12-31,93034950209,ISTITUTO COMPRENSIVO OSTIGLIA,038,020,N.A.,ENTI_VOL_FIN_IS
018992366,2022-01-24,9999-12-31,97006960179,ISTITUTO SUPERIORE PASCAL - MAZZOLARI,103,017,N.A.,ENTI_VOL_FIN_IS
018992863,2026-02-18,9999-12-31,92105310921,ISTITUTO COMPRENSIVO DECIMOPUTZU - SILIQUA,010,118,N.A.,ENTI_VOL_FIN_IS
012537652,2026-03-02,9999-12-31,80006810446,ISTITUTO COMPRENSIVO DEL TRONTO E VALFLUVIONE,064,044,N.A.,ENTI_VOL_FIN_IS
012537807,2024-11-13,9999-12-31,81004920161,ISTITUTO DI ISTRUZIONE SUPERIORE DECIO CELERI,128,016,N.A.,ENTI_VOL_FIN_IS
012538087,2026-01-19,9999-12-31,81003650876,ISTITUTO COMPRENSIVO GIOVANNI VERGA,053,087,N.A.,ENTI_VOL_FIN_IS
